,COR US Equity
2020-09-19,11.22
2020-09-20,11.22
2020-09-21,11.22
2020-09-22,11.22
2020-09-23,11.22
2020-09-24,11.22
2020-09-25,11.22
2020-09-26,11.22
2020-09-27,11.22
2020-09-28,11.22
2020-09-29,11.22
2020-09-30,11.22
2020-10-01,11.22
2020-10-02,11.22
2020-10-03,11.22
2020-10-04,11.22
2020-10-05,11.22
2020-10-06,11.22
2020-10-07,11.22
2020-10-08,11.22
2020-10-09,11.22
2020-10-10,11.22
2020-10-11,11.22
2020-10-12,11.22
2020-10-13,11.22
2020-10-14,11.22
2020-10-15,11.22
2020-10-16,11.22
2020-10-17,11.22
2020-10-18,11.22
2020-10-19,11.22
2020-10-20,11.22
2020-10-21,11.22
2020-10-22,11.22
2020-10-23,11.22
2020-10-24,11.22
2020-10-25,11.22
2020-10-26,11.22
2020-10-27,11.22
2020-10-28,11.22
2020-10-29,11.22
2020-10-30,11.22
2020-10-31,11.22
2020-11-01,11.22
2020-11-02,11.22
2020-11-03,11.22
2020-11-04,11.22
2020-11-05,11.22
2020-11-06,11.22
2020-11-07,11.22
2020-11-08,11.5
2020-11-09,11.5
2020-11-10,11.5
2020-11-11,11.5
2020-11-12,10.85
2020-11-13,10.85
2020-11-14,10.85
2020-11-15,10.85
2020-11-16,10.85
2020-11-17,10.85
2020-11-18,10.85
2020-11-19,10.85
2020-11-20,10.85
2020-11-21,10.85
2020-11-22,10.85
2020-11-23,10.85
2020-11-24,10.85
2020-11-25,10.85
2020-11-26,10.85
2020-11-27,10.85
2020-11-28,10.85
2020-11-29,10.85
2020-11-30,10.85
2020-12-01,10.85
2020-12-02,10.85
2020-12-03,10.85
2020-12-04,10.85
2020-12-05,10.85
2020-12-06,10.85
2020-12-07,10.85
2020-12-08,10.85
2020-12-09,10.85
2020-12-10,10.85
2020-12-11,10.85
2020-12-12,10.85
2020-12-13,10.85
2020-12-14,10.85
2020-12-15,10.85
2020-12-16,10.85
2020-12-17,10.85
2020-12-18,10.85
2020-12-19,10.85
2020-12-20,10.85
2020-12-21,10.85
2020-12-22,10.85
2020-12-23,10.85
2020-12-24,10.85
2020-12-25,10.85
2020-12-26,10.85
2020-12-27,10.85
2020-12-28,10.85
2020-12-29,10.85
2020-12-30,10.85
2020-12-31,10.85
2021-01-01,10.85
2021-01-02,10.85
2021-01-03,10.85
2021-01-04,10.85
2021-01-05,10.85
2021-01-06,11.685
2021-01-07,11.685
2021-01-08,11.5
2021-01-09,11.5
2021-01-10,11.5
2021-01-11,11.5
2021-01-12,11.5
2021-01-13,11.5
2021-01-14,11.5
2021-01-15,11.5
2021-01-16,11.5
2021-01-17,11.5
2021-01-18,11.5
2021-01-19,11.5
2021-01-20,11.5
2021-01-21,11.5
2021-01-22,11.5
2021-01-23,11.5
2021-01-24,11.5
2021-01-25,11.5
2021-01-26,11.5
2021-01-27,11.5
2021-01-28,11.5
2021-01-29,11.5
2021-01-30,11.5
2021-01-31,11.5
2021-02-01,13.84
2021-02-02,13.84
2021-02-03,13.84
2021-02-04,13.84
2021-02-05,13.84
2021-02-06,13.84
2021-02-07,14.02
2021-02-08,14.02
2021-02-09,14.02
2021-02-10,14.02
2021-02-11,14.02
2021-02-12,14.02
2021-02-13,14.02
2021-02-14,14.02
2021-02-15,14.02
2021-02-16,14.02
2021-02-17,14.02
2021-02-18,14.02
2021-02-19,14.02
2021-02-20,14.02
2021-02-21,14.02
2021-02-22,14.02
2021-02-23,14.02
2021-02-24,14.02
2021-02-25,14.02
2021-02-26,14.02
2021-02-27,14.02
2021-02-28,14.02
2021-03-01,14.02
2021-03-02,14.02
2021-03-03,14.02
2021-03-04,14.02
2021-03-05,14.02
2021-03-06,14.02
2021-03-07,14.02
2021-03-08,14.02
2021-03-09,14.02
2021-03-10,14.02
2021-03-11,14.02
2021-03-12,14.02
2021-03-13,14.02
2021-03-14,14.02
2021-03-15,14.02
2021-03-16,14.02
2021-03-17,14.02
2021-03-18,14.02
2021-03-19,14.02
2021-03-20,14.02
2021-03-21,14.02
2021-03-22,14.02
2021-03-23,14.02
2021-03-24,14.02
2021-03-25,14.02
2021-03-26,14.02
2021-03-27,14.02
2021-03-28,14.02
2021-03-29,14.02
2021-03-30,14.02
2021-03-31,14.02
2021-04-01,14.02
2021-04-02,14.02
2021-04-03,14.02
2021-04-04,14.02
2021-04-05,14.02
2021-04-06,14.02
2021-04-07,14.02
2021-04-08,14.02
2021-04-09,14.02
2021-04-10,14.02
2021-04-11,14.02
2021-04-12,14.02
2021-04-13,14.02
2021-04-14,14.02
2021-04-15,14.02
2021-04-16,14.02
2021-04-17,14.02
2021-04-18,14.02
2021-04-19,14.02
2021-04-20,14.02
2021-04-21,14.02
2021-04-22,14.02
2021-04-23,14.02
2021-04-24,14.02
2021-04-25,14.02
2021-04-26,14.02
2021-04-27,14.02
2021-04-28,14.02
2021-04-29,14.02
2021-04-30,14.02
2021-05-01,14.02
2021-05-02,14.02
2021-05-03,14.04
2021-05-04,14.04
2021-05-05,14.02
2021-05-06,14.02
2021-05-07,12.29
2021-05-08,12.29
2021-05-09,12.29
2021-05-10,12.29
2021-05-11,12.29
2021-05-12,12.29
2021-05-13,12.29
2021-05-14,12.29
2021-05-15,12.29
2021-05-16,12.29
2021-05-17,12.29
2021-05-18,12.29
2021-05-19,12.29
2021-05-20,12.29
2021-05-21,12.29
2021-05-22,12.29
2021-05-23,12.29
2021-05-24,12.29
2021-05-25,12.29
2021-05-26,12.29
2021-05-27,12.29
2021-05-28,12.29
2021-05-29,12.29
2021-05-30,12.29
2021-05-31,12.29
2021-06-01,12.29
2021-06-02,12.29
2021-06-03,12.29
2021-06-04,12.29
2021-06-05,12.29
2021-06-06,12.29
2021-06-07,12.29
2021-06-08,12.29
2021-06-09,12.29
2021-06-10,12.29
2021-06-11,12.29
2021-06-12,12.29
2021-06-13,12.29
2021-06-14,12.29
2021-06-15,12.29
2021-06-16,12.29
2021-06-17,12.29
2021-06-18,12.29
2021-06-19,12.29
2021-06-20,12.29
2021-06-21,12.29
2021-06-22,12.29
2021-06-23,12.29
2021-06-24,12.29
2021-06-25,12.29
2021-06-26,12.29
2021-06-27,12.29
2021-06-28,12.29
2021-06-29,12.29
2021-06-30,12.29
2021-07-01,12.29
2021-07-02,12.29
2021-07-03,12.29
2021-07-04,12.29
2021-07-05,12.29
2021-07-06,12.29
2021-07-07,12.29
2021-07-08,12.29
2021-07-09,12.29
2021-07-10,12.29
2021-07-11,12.29
2021-07-12,12.29
2021-07-13,14.02
2021-07-14,14.02
2021-07-15,14.02
2021-07-16,14.02
2021-07-17,14.02
2021-07-18,14.02
2021-07-19,14.02
2021-07-20,12.04
2021-07-21,12.04
2021-07-22,12.04
2021-07-23,12.04
2021-07-24,12.04
2021-07-25,12.04
2021-07-26,12.04
2021-07-27,12.04
2021-07-28,12.04
2021-07-29,12.04
2021-07-30,12.04
2021-07-31,12.04
2021-08-01,12.04
2021-08-02,12.04
2021-08-03,12.04
2021-08-04,12.405
2021-08-05,12.405
2021-08-06,12.405
2021-08-07,12.405
2021-08-08,12.405
2021-08-09,12.465
2021-08-10,12.465
2021-08-11,12.465
2021-08-12,12.465
2021-08-13,12.465
2021-08-14,12.465
2021-08-15,12.465
2021-08-16,12.465
2021-08-17,12.465
2021-08-18,12.465
2021-08-19,12.465
2021-08-20,12.465
2021-08-21,12.465
2021-08-22,12.465
2021-08-23,12.465
2021-08-24,12.465
2021-08-25,12.465
2021-08-26,12.465
2021-08-27,12.465
2021-08-28,12.465
2021-08-29,12.465
2021-08-30,12.465
2021-08-31,12.465
2021-09-01,12.465
2021-09-02,12.465
2021-09-03,12.465
2021-09-04,12.465
2021-09-05,12.465
2021-09-06,12.465
2021-09-07,12.465
2021-09-08,12.465
2021-09-09,12.465
2021-09-10,12.465
2021-09-11,12.465
2021-09-12,12.465
2021-09-13,12.465
2021-09-14,12.465
2021-09-15,12.465
2021-09-16,12.465
2021-09-17,12.465
2021-09-18,12.465
2021-09-19,12.465
2021-09-20,12.465
2021-09-21,12.465
2021-09-22,12.465
2021-09-23,12.465
2021-09-24,12.465
2021-09-25,12.465
2021-09-26,12.465
2021-09-27,12.465
2021-09-28,12.465
2021-09-29,12.465
2021-09-30,12.465
2021-10-01,12.465
2021-10-02,12.465
2021-10-03,12.465
2021-10-04,12.465
2021-10-05,12.465
2021-10-06,12.465
2021-10-07,12.465
2021-10-08,12.465
2021-10-09,12.465
2021-10-10,12.465
2021-10-11,12.465
2021-10-12,12.465
2021-10-13,12.465
2021-10-14,12.465
2021-10-15,12.465
2021-10-16,12.465
2021-10-17,12.465
2021-10-18,12.465
2021-10-19,12.465
2021-10-20,12.465
2021-10-21,12.465
2021-10-22,12.465
2021-10-23,12.465
2021-10-24,12.465
2021-10-25,12.465
2021-10-26,12.465
2021-10-27,12.465
2021-10-28,12.465
2021-10-29,12.465
2021-10-30,12.465
2021-10-31,12.465
2021-11-01,12.465
2021-11-02,12.465
2021-11-03,12.465
2021-11-04,12.465
2021-11-05,12.39
2021-11-06,12.39
2021-11-07,12.133
2021-11-08,12.133
2021-11-09,12.133
2021-11-10,12.133
2021-11-11,12.133
2021-11-12,12.133
2021-11-13,12.133
2021-11-14,12.133
2021-11-15,12.133
2021-11-16,12.133
2021-11-17,12.133
2021-11-18,12.133
2021-11-19,12.133
2021-11-20,12.133
2021-11-21,12.133
2021-11-22,12.133
2021-11-23,12.133
2021-11-24,12.133
2021-11-25,12.133
2021-11-26,12.133
2021-11-27,12.133
2021-11-28,12.133
2021-11-29,12.133
2021-11-30,12.133
2021-12-01,12.133
2021-12-02,12.133
2021-12-03,12.133
2021-12-04,12.133
2021-12-05,12.133
2021-12-06,12.148
2021-12-07,12.148
2021-12-08,12.148
2021-12-09,12.148
2021-12-10,12.148
2021-12-11,12.148
2021-12-12,12.148
2021-12-13,12.18
2021-12-14,12.18
2021-12-15,12.18
2021-12-16,12.172
2021-12-17,12.172
2021-12-18,12.172
2021-12-19,12.172
2021-12-20,12.172
2021-12-21,12.172
2021-12-22,12.172
2021-12-23,12.172
2021-12-24,12.172
2021-12-25,12.172
2021-12-26,12.172
2021-12-27,12.172
2021-12-28,12.172
2021-12-29,12.172
2021-12-30,12.172
2021-12-31,12.172
2022-01-01,12.172
2022-01-02,12.172
2022-01-03,12.172
2022-01-04,12.172
2022-01-05,12.172
2022-01-06,12.172
2022-01-07,12.172
2022-01-08,12.172
2022-01-09,12.172
2022-01-10,12.172
2022-01-11,12.185
2022-01-12,12.185
2022-01-13,12.185
2022-01-14,12.185
2022-01-15,12.185
2022-01-16,12.185
2022-01-17,12.185
2022-01-18,12.212
2022-01-19,12.208
2022-01-20,12.246
2022-01-21,12.246
2022-01-22,12.246
2022-01-23,12.246
2022-01-24,12.246
2022-01-25,12.246
2022-01-26,12.246
2022-01-27,12.246
2022-01-28,12.246
2022-01-29,12.246
2022-01-30,12.246
2022-01-31,12.246
2022-02-01,12.246
2022-02-02,12.32
2022-02-03,12.392
2022-02-04,12.392
2022-02-05,12.392
2022-02-06,12.392
2022-02-07,12.392
2022-02-08,12.392
2022-02-09,12.429
2022-02-10,12.429
2022-02-11,12.429
2022-02-12,12.429
2022-02-13,12.429
2022-02-14,12.429
2022-02-15,12.429
2022-02-16,12.429
2022-02-17,12.429
2022-02-18,12.429
2022-02-19,12.429
2022-02-20,12.429
2022-02-21,12.429
2022-02-22,12.429
2022-02-23,12.429
2022-02-24,12.429
2022-02-25,12.429
2022-02-26,12.429
2022-02-27,12.429
2022-02-28,12.429
2022-03-01,12.429
2022-03-02,12.429
2022-03-03,12.429
2022-03-04,12.446
2022-03-05,12.446
2022-03-06,12.446
2022-03-07,12.446
2022-03-08,12.446
2022-03-09,12.446
2022-03-10,12.446
2022-03-11,12.446
2022-03-12,12.446
2022-03-13,12.446
2022-03-14,12.446
2022-03-15,12.446
2022-03-16,12.446
2022-03-17,12.446
2022-03-18,12.446
2022-03-19,12.446
2022-03-20,12.446
2022-03-21,12.446
2022-03-22,12.446
2022-03-23,12.446
2022-03-24,12.446
2022-03-25,12.446
2022-03-26,12.446
2022-03-27,12.446
2022-03-28,12.446
2022-03-29,12.446
2022-03-30,12.446
2022-03-31,12.446
2022-04-01,12.446
2022-04-02,12.446
2022-04-03,12.446
2022-04-04,12.446
2022-04-05,12.446
2022-04-06,12.446
2022-04-07,12.446
2022-04-08,12.446
2022-04-09,12.446
2022-04-10,12.414
2022-04-11,12.487
2022-04-12,12.447
2022-04-13,12.447
2022-04-14,12.447
2022-04-15,12.447
2022-04-16,12.447
2022-04-17,12.447
2022-04-18,12.445
2022-04-19,12.445
2022-04-20,12.445
2022-04-21,12.445
2022-04-22,12.434
2022-04-23,12.434
2022-04-24,12.434
2022-04-25,12.434
2022-04-26,12.434
2022-04-27,12.434
2022-04-28,12.434
2022-04-29,12.434
2022-04-30,12.434
2022-05-01,12.434
2022-05-02,12.434
2022-05-03,12.434
2022-05-04,12.45
2022-05-05,12.45
2022-05-06,12.45
2022-05-07,12.45
2022-05-08,12.45
2022-05-09,12.45
2022-05-10,12.45
2022-05-11,12.45
2022-05-12,12.45
2022-05-13,12.449
2022-05-14,12.449
2022-05-15,12.449
2022-05-16,12.449
2022-05-17,12.449
2022-05-18,12.449
2022-05-19,12.449
2022-05-20,12.449
2022-05-21,12.449
2022-05-22,12.449
2022-05-23,12.442
2022-05-24,12.454
2022-05-25,12.454
2022-05-26,12.491
2022-05-27,12.491
2022-05-28,12.491
2022-05-29,12.491
2022-05-30,12.491
2022-05-31,12.5
2022-06-01,12.323
2022-06-02,12.332
2022-06-03,12.332
2022-06-04,12.332
2022-06-05,12.332
2022-06-06,12.332
2022-06-07,12.318
2022-06-08,12.318
2022-06-09,12.318
2022-06-10,12.318
2022-06-11,12.318
2022-06-12,12.318
2022-06-13,12.333
2022-06-14,12.333
2022-06-15,12.333
2022-06-16,12.333
2022-06-17,12.333
2022-06-18,12.333
2022-06-19,12.333
2022-06-20,12.333
2022-06-21,12.333
2022-06-22,12.333
2022-06-23,12.333
2022-06-24,12.333
2022-06-25,12.333
2022-06-26,12.333
2022-06-27,12.333
2022-06-28,12.333
2022-06-29,12.333
2022-06-30,12.333
2022-07-01,12.333
2022-07-02,12.333
2022-07-03,12.333
2022-07-04,12.333
2022-07-05,12.333
2022-07-06,12.333
2022-07-07,12.333
2022-07-08,12.333
2022-07-09,12.333
2022-07-10,12.333
2022-07-11,12.322
2022-07-12,12.322
2022-07-13,12.317
2022-07-14,12.317
2022-07-15,12.317
2022-07-16,12.317
2022-07-17,12.317
2022-07-18,12.317
2022-07-19,12.317
2022-07-20,12.317
2022-07-21,12.317
2022-07-22,12.317
2022-07-23,12.317
2022-07-24,12.317
2022-07-25,12.317
2022-07-26,12.317
2022-07-27,12.317
2022-07-28,12.317
2022-07-29,12.332
2022-07-30,12.332
2022-07-31,12.332
2022-08-01,12.332
2022-08-02,12.332
2022-08-03,12.515
2022-08-04,12.526
2022-08-05,12.559
2022-08-06,12.559
2022-08-07,12.559
2022-08-08,12.559
2022-08-09,12.559
2022-08-10,12.559
2022-08-11,12.559
2022-08-12,12.559
2022-08-13,12.559
2022-08-14,12.559
2022-08-15,12.559
2022-08-16,12.578
2022-08-17,12.578
2022-08-18,12.578
2022-08-19,12.578
2022-08-20,12.578
2022-08-21,12.578
2022-08-22,12.574
2022-08-23,12.574
2022-08-24,12.574
2022-08-25,12.574
2022-08-26,12.574
2022-08-27,12.574
2022-08-28,12.574
2022-08-29,12.574
2022-08-30,12.574
2022-08-31,12.574
2022-09-01,12.574
2022-09-02,12.574
2022-09-03,12.574
2022-09-04,12.574
2022-09-05,12.574
2022-09-06,12.574
2022-09-07,12.574
2022-09-08,12.574
2022-09-09,12.574
2022-09-10,12.574
2022-09-11,12.574
2022-09-12,12.57
2022-09-13,12.57
2022-09-14,12.57
2022-09-15,12.57
2022-09-16,12.57
2022-09-17,12.57
2022-09-18,12.57
2022-09-19,12.57
2022-09-20,12.57
2022-09-21,12.57
2022-09-22,12.57
2022-09-23,12.57
2022-09-24,12.57
2022-09-25,12.57
2022-09-26,12.57
2022-09-27,12.57
2022-09-28,12.57
2022-09-29,12.57
2022-09-30,12.57
2022-10-01,12.57
2022-10-02,12.55
2022-10-03,12.53
2022-10-04,12.53
2022-10-05,12.53
2022-10-06,12.53
2022-10-07,12.527
2022-10-08,12.527
2022-10-09,12.527
2022-10-10,12.527
2022-10-11,12.528
2022-10-12,12.528
2022-10-13,12.495
2022-10-14,12.495
2022-10-15,12.495
2022-10-16,12.495
2022-10-17,12.495
2022-10-18,12.489
2022-10-19,12.489
2022-10-20,12.489
2022-10-21,12.489
2022-10-22,12.489
2022-10-23,12.489
2022-10-24,12.489
2022-10-25,12.489
2022-10-26,12.489
2022-10-27,12.489
2022-10-28,12.489
2022-10-29,12.489
2022-10-30,12.489
2022-10-31,12.489
2022-11-01,12.489
2022-11-02,12.489
2022-11-03,12.563
2022-11-04,12.6
2022-11-05,12.6
2022-11-06,12.6
2022-11-07,12.564
2022-11-08,12.564
2022-11-09,12.564
2022-11-10,12.552
2022-11-11,12.564
2022-11-12,12.564
2022-11-13,12.564
2022-11-14,12.564
2022-11-15,12.564
2022-11-16,12.564
2022-11-17,12.542
2022-11-18,12.542
2022-11-19,12.542
2022-11-20,12.542
2022-11-21,12.542
2022-11-22,12.597
2022-11-23,12.597
2022-11-24,12.597
2022-11-25,12.597
2022-11-26,12.597
2022-11-27,12.565
2022-11-28,12.565
2022-11-29,12.565
2022-11-30,12.565
2022-12-01,12.565
2022-12-02,12.565
2022-12-03,12.565
2022-12-04,12.565
2022-12-05,12.565
2022-12-06,12.565
2022-12-07,12.565
2022-12-08,12.565
2022-12-09,12.565
2022-12-10,12.565
2022-12-11,12.565
2022-12-12,12.565
2022-12-13,12.579
2022-12-14,12.565
2022-12-15,12.565
2022-12-16,12.565
2022-12-17,12.565
2022-12-18,12.565
2022-12-19,12.565
2022-12-20,12.565
2022-12-21,12.565
2022-12-22,12.565
2022-12-23,12.509
2022-12-24,12.509
2022-12-25,12.509
2022-12-26,12.509
2022-12-27,12.509
2022-12-28,12.509
2022-12-29,12.509
2022-12-30,12.509
2022-12-31,12.509
2023-01-01,12.509
2023-01-02,12.509
2023-01-03,12.509
2023-01-04,12.518
2023-01-05,12.518
2023-01-06,12.518
2023-01-07,12.531
2023-01-08,12.531
2023-01-09,12.531
2023-01-10,12.531
2023-01-11,12.531
2023-01-12,12.555
2023-01-13,12.555
2023-01-14,12.555
2023-01-15,12.555
2023-01-16,12.555
2023-01-17,12.555
2023-01-18,12.555
2023-01-19,12.555
2023-01-20,12.555
2023-01-21,12.555
2023-01-22,12.555
2023-01-23,12.555
2023-01-24,12.555
2023-01-25,12.555
2023-01-26,12.555
2023-01-27,12.555
2023-01-28,12.555
2023-01-29,12.555
2023-01-30,12.555
2023-01-31,12.581
2023-02-01,12.536
2023-02-02,12.612
2023-02-03,12.612
2023-02-04,12.612
2023-02-05,12.612
2023-02-06,12.608
2023-02-07,12.608
2023-02-08,12.608
2023-02-09,12.608
2023-02-10,12.608
2023-02-11,12.608
2023-02-12,12.608
2023-02-13,12.608
2023-02-14,12.587
2023-02-15,12.587
2023-02-16,12.587
2023-02-17,12.587
2023-02-18,12.587
2023-02-19,12.587
2023-02-20,12.587
2023-02-21,12.554
2023-02-22,12.554
2023-02-23,12.554
2023-02-24,12.576
2023-02-25,12.576
2023-02-26,12.576
2023-02-27,12.576
2023-02-28,12.576
2023-03-01,12.576
2023-03-02,12.576
2023-03-03,12.576
2023-03-04,12.576
2023-03-05,12.576
2023-03-06,12.576
2023-03-07,12.576
2023-03-08,12.581
2023-03-09,12.581
2023-03-10,12.581
2023-03-11,12.581
2023-03-12,12.581
2023-03-13,12.581
2023-03-14,12.581
2023-03-15,12.581
2023-03-16,12.581
2023-03-17,12.581
2023-03-18,12.581
2023-03-19,12.581
2023-03-20,12.581
2023-03-21,12.581
2023-03-22,12.581
2023-03-23,12.581
2023-03-24,12.581
2023-03-25,12.581
2023-03-26,12.581
2023-03-27,12.581
2023-03-28,12.581
2023-03-29,12.581
2023-03-30,12.581
2023-03-31,12.583
2023-04-01,12.583
2023-04-02,12.583
2023-04-03,12.583
2023-04-04,12.583
2023-04-05,12.583
2023-04-06,12.583
2023-04-07,12.583
2023-04-08,12.583
2023-04-09,12.583
2023-04-10,12.583
2023-04-11,12.583
2023-04-12,12.583
2023-04-13,12.583
2023-04-14,12.583
2023-04-15,12.583
2023-04-16,12.583
2023-04-17,12.583
2023-04-18,12.583
2023-04-19,12.583
2023-04-20,12.574
2023-04-21,12.574
2023-04-22,12.574
2023-04-23,12.574
2023-04-24,12.574
2023-04-25,12.574
2023-04-26,12.574
2023-04-27,12.574
2023-04-28,12.574
2023-04-29,12.574
2023-04-30,12.574
2023-05-01,12.574
2023-05-02,12.66
2023-05-03,12.676
2023-05-04,12.686
2023-05-05,12.686
2023-05-06,12.686
2023-05-07,12.686
2023-05-08,12.686
2023-05-09,12.686
2023-05-10,12.686
2023-05-11,12.676
2023-05-12,12.686
2023-05-13,12.686
2023-05-14,12.686
2023-05-15,12.705
2023-05-16,12.705
2023-05-17,12.698
2023-05-18,12.698
2023-05-19,12.698
2023-05-20,12.698
2023-05-21,12.698
2023-05-22,12.698
2023-05-23,12.698
2023-05-24,12.698
2023-05-25,12.698
2023-05-26,12.698
2023-05-27,12.698
2023-05-28,12.698
2023-05-29,12.698
2023-05-30,12.698
2023-05-31,12.709
2023-06-01,12.709
2023-06-02,12.709
2023-06-03,12.709
2023-06-04,12.709
2023-06-05,12.691
2023-06-06,12.691
2023-06-07,12.691
2023-06-08,12.691
2023-06-09,12.691
2023-06-10,12.691
2023-06-11,12.691
2023-06-12,12.691
2023-06-13,12.691
2023-06-14,12.691
2023-06-15,12.681
2023-06-16,12.691
2023-06-17,12.691
2023-06-18,12.691
2023-06-19,12.691
2023-06-20,12.691
2023-06-21,12.691
2023-06-22,12.691
2023-06-23,12.691
