,ZTS US Equity
2020-08-04,5.379
2020-08-05,5.379
2020-08-06,5.445
2020-08-07,5.447
2020-08-08,5.447
2020-08-09,5.447
2020-08-10,5.471
2020-08-11,5.471
2020-08-12,5.447
2020-08-13,5.447
2020-08-14,5.447
2020-08-15,5.447
2020-08-16,5.447
2020-08-17,5.485
2020-08-18,5.485
2020-08-19,5.485
2020-08-20,5.485
2020-08-21,5.485
2020-08-22,5.485
2020-08-23,5.485
2020-08-24,5.485
2020-08-25,5.485
2020-08-26,5.485
2020-08-27,5.485
2020-08-28,5.485
2020-08-29,5.485
2020-08-30,5.485
2020-08-31,5.485
2020-09-01,5.485
2020-09-02,5.485
2020-09-03,5.485
2020-09-04,5.485
2020-09-05,5.485
2020-09-06,5.485
2020-09-07,5.485
2020-09-08,5.485
2020-09-09,5.485
2020-09-10,5.485
2020-09-11,5.485
2020-09-12,5.485
2020-09-13,5.485
2020-09-14,5.485
2020-09-15,5.485
2020-09-16,5.485
2020-09-17,5.485
2020-09-18,5.485
2020-09-19,5.485
2020-09-20,5.485
2020-09-21,5.538
2020-09-22,5.538
2020-09-23,5.538
2020-09-24,5.538
2020-09-25,5.538
2020-09-26,5.538
2020-09-27,5.538
2020-09-28,5.538
2020-09-29,5.538
2020-09-30,5.538
2020-10-01,5.538
2020-10-02,5.538
2020-10-03,5.538
2020-10-04,5.538
2020-10-05,5.538
2020-10-06,5.538
2020-10-07,5.538
2020-10-08,5.538
2020-10-09,5.538
2020-10-10,5.538
2020-10-11,5.538
2020-10-12,5.538
2020-10-13,5.538
2020-10-14,5.538
2020-10-15,5.538
2020-10-16,5.538
2020-10-17,5.538
2020-10-18,5.538
2020-10-19,5.538
2020-10-20,5.538
2020-10-21,5.538
2020-10-22,5.538
2020-10-23,5.538
2020-10-24,5.538
2020-10-25,5.538
2020-10-26,5.538
2020-10-27,5.538
2020-10-28,5.538
2020-10-29,5.538
2020-10-30,5.538
2020-10-31,5.538
2020-11-01,5.538
2020-11-02,5.538
2020-11-03,5.538
2020-11-04,5.538
2020-11-05,5.585
2020-11-06,5.64
2020-11-07,5.64
2020-11-08,5.659
2020-11-09,5.673
2020-11-10,5.673
2020-11-11,5.684
2020-11-12,5.684
2020-11-13,5.684
2020-11-14,5.684
2020-11-15,5.684
2020-11-16,5.697
2020-11-17,5.697
2020-11-18,5.697
2020-11-19,5.697
2020-11-20,5.697
2020-11-21,5.697
2020-11-22,5.697
2020-11-23,5.697
2020-11-24,5.697
2020-11-25,5.697
2020-11-26,5.697
2020-11-27,5.697
2020-11-28,5.697
2020-11-29,5.697
2020-11-30,5.697
2020-12-01,5.697
2020-12-02,5.697
2020-12-03,5.697
2020-12-04,5.697
2020-12-05,5.697
2020-12-06,5.697
2020-12-07,5.697
2020-12-08,5.697
2020-12-09,5.697
2020-12-10,5.697
2020-12-11,5.697
2020-12-12,5.697
2020-12-13,5.697
2020-12-14,5.697
2020-12-15,5.697
2020-12-16,5.697
2020-12-17,5.697
2020-12-18,5.697
2020-12-19,5.697
2020-12-20,5.697
2020-12-21,5.697
2020-12-22,5.697
2020-12-23,5.697
2020-12-24,5.697
2020-12-25,5.697
2020-12-26,5.697
2020-12-27,5.697
2020-12-28,5.697
2020-12-29,5.697
2020-12-30,5.697
2020-12-31,5.697
2021-01-01,5.697
2021-01-02,5.697
2021-01-03,5.697
2021-01-04,5.697
2021-01-05,5.697
2021-01-06,5.697
2021-01-07,5.697
2021-01-08,5.697
2021-01-09,5.697
2021-01-10,5.697
2021-01-11,5.697
2021-01-12,5.697
2021-01-13,5.697
2021-01-14,5.697
2021-01-15,5.697
2021-01-16,5.697
2021-01-17,5.697
2021-01-18,5.697
2021-01-19,5.697
2021-01-20,5.697
2021-01-21,5.697
2021-01-22,5.697
2021-01-23,5.697
2021-01-24,5.697
2021-01-25,5.697
2021-01-26,5.697
2021-01-27,5.697
2021-01-28,5.697
2021-01-29,5.697
2021-01-30,5.697
2021-01-31,5.697
2021-02-01,5.697
2021-02-02,5.697
2021-02-03,5.697
2021-02-04,5.697
2021-02-05,5.697
2021-02-06,5.697
2021-02-07,5.697
2021-02-08,5.697
2021-02-09,5.697
2021-02-10,5.697
2021-02-11,5.697
2021-02-12,5.697
2021-02-13,5.697
2021-02-14,5.697
2021-02-15,5.697
2021-02-16,5.818
2021-02-17,5.903
2021-02-18,5.903
2021-02-19,5.903
2021-02-20,5.903
2021-02-21,5.903
2021-02-22,5.903
2021-02-23,5.969
2021-02-24,5.969
2021-02-25,6.032
2021-02-26,6.032
2021-02-27,6.032
2021-02-28,6.032
2021-03-01,6.032
2021-03-02,6.032
2021-03-03,6.032
2021-03-04,6.032
2021-03-05,6.032
2021-03-06,6.032
2021-03-07,6.032
2021-03-08,6.032
2021-03-09,6.032
2021-03-10,6.032
2021-03-11,6.032
2021-03-12,6.032
2021-03-13,6.032
2021-03-14,6.032
2021-03-15,6.032
2021-03-16,6.032
2021-03-17,6.032
2021-03-18,6.032
2021-03-19,6.032
2021-03-20,6.032
2021-03-21,6.032
2021-03-22,6.032
2021-03-23,6.032
2021-03-24,6.032
2021-03-25,6.032
2021-03-26,6.032
2021-03-27,6.032
2021-03-28,6.032
2021-03-29,6.032
2021-03-30,6.032
2021-03-31,6.032
2021-04-01,6.032
2021-04-02,6.032
2021-04-03,6.032
2021-04-04,6.032
2021-04-05,6.032
2021-04-06,6.032
2021-04-07,6.032
2021-04-08,6.032
2021-04-09,6.032
2021-04-10,6.032
2021-04-11,6.032
2021-04-12,6.032
2021-04-13,6.032
2021-04-14,6.031
2021-04-15,6.031
2021-04-16,6.031
2021-04-17,6.031
2021-04-18,6.031
2021-04-19,6.031
2021-04-20,6.031
2021-04-21,6.031
2021-04-22,6.031
2021-04-23,6.031
2021-04-24,6.031
2021-04-25,6.031
2021-04-26,6.031
2021-04-27,6.031
2021-04-28,6.031
2021-04-29,6.031
2021-04-30,6.031
2021-05-01,6.031
2021-05-02,6.031
2021-05-03,6.031
2021-05-04,6.031
2021-05-05,6.031
2021-05-06,6.099
2021-05-07,6.183
2021-05-08,6.183
2021-05-09,6.183
2021-05-10,6.213
2021-05-11,6.213
2021-05-12,6.213
2021-05-13,6.187
2021-05-14,6.187
2021-05-15,6.187
2021-05-16,6.187
2021-05-17,6.187
2021-05-18,6.187
2021-05-19,6.187
2021-05-20,6.187
2021-05-21,6.187
2021-05-22,6.187
2021-05-23,6.187
2021-05-24,6.187
2021-05-25,6.187
2021-05-26,6.187
2021-05-27,6.187
2021-05-28,6.187
2021-05-29,6.187
2021-05-30,6.187
2021-05-31,6.187
2021-06-01,6.187
2021-06-02,6.187
2021-06-03,6.187
2021-06-04,6.187
2021-06-05,6.187
2021-06-06,6.187
2021-06-07,6.187
2021-06-08,6.187
2021-06-09,6.187
2021-06-10,6.187
2021-06-11,6.187
2021-06-12,6.187
2021-06-13,6.187
2021-06-14,6.187
2021-06-15,6.187
2021-06-16,6.187
2021-06-17,6.187
2021-06-18,6.187
2021-06-19,6.187
2021-06-20,6.187
2021-06-21,6.187
2021-06-22,6.187
2021-06-23,6.187
2021-06-24,6.187
2021-06-25,6.187
2021-06-26,6.187
2021-06-27,6.187
2021-06-28,6.187
2021-06-29,6.187
2021-06-30,6.187
2021-07-01,6.187
2021-07-02,6.187
2021-07-03,6.187
2021-07-04,6.187
2021-07-05,6.187
2021-07-06,6.187
2021-07-07,6.187
2021-07-08,6.187
2021-07-09,6.187
2021-07-10,6.187
2021-07-11,6.187
2021-07-12,6.187
2021-07-13,6.187
2021-07-14,6.187
2021-07-15,6.187
2021-07-16,6.187
2021-07-17,6.187
2021-07-18,6.187
2021-07-19,6.187
2021-07-20,6.187
2021-07-21,6.187
2021-07-22,6.187
2021-07-23,6.189
2021-07-24,6.189
2021-07-25,6.189
2021-07-26,6.19
2021-07-27,6.19
2021-07-28,6.19
2021-07-29,6.19
2021-07-30,6.19
2021-07-31,6.19
2021-08-01,6.19
2021-08-02,6.201
2021-08-03,6.201
2021-08-04,6.201
2021-08-05,6.277
2021-08-06,6.321
2021-08-07,6.321
2021-08-08,6.321
2021-08-09,6.337
2021-08-10,6.339
2021-08-11,6.339
2021-08-12,6.339
2021-08-13,6.339
2021-08-14,6.339
2021-08-15,6.339
2021-08-16,6.339
2021-08-17,6.339
2021-08-18,6.339
2021-08-19,6.339
2021-08-20,6.339
2021-08-21,6.339
2021-08-22,6.339
2021-08-23,6.339
2021-08-24,6.339
2021-08-25,6.339
2021-08-26,6.339
2021-08-27,6.339
2021-08-28,6.339
2021-08-29,6.339
2021-08-30,6.339
2021-08-31,6.339
2021-09-01,6.339
2021-09-02,6.339
2021-09-03,6.339
2021-09-04,6.339
2021-09-05,6.339
2021-09-06,6.339
2021-09-07,6.339
2021-09-08,6.339
2021-09-09,6.339
2021-09-10,6.339
2021-09-11,6.339
2021-09-12,6.339
2021-09-13,6.339
2021-09-14,6.339
2021-09-15,6.339
2021-09-16,6.339
2021-09-17,6.339
2021-09-18,6.339
2021-09-19,6.339
2021-09-20,6.339
2021-09-21,6.339
2021-09-22,6.339
2021-09-23,6.339
2021-09-24,6.377
2021-09-25,6.377
2021-09-26,6.377
2021-09-27,6.377
2021-09-28,6.377
2021-09-29,6.377
2021-09-30,6.377
2021-10-01,6.377
2021-10-02,6.377
2021-10-03,6.377
2021-10-04,6.377
2021-10-05,6.377
2021-10-06,6.377
2021-10-07,6.377
2021-10-08,6.377
2021-10-09,6.377
2021-10-10,6.377
2021-10-11,6.377
2021-10-12,6.433
2021-10-13,6.433
2021-10-14,6.433
2021-10-15,6.433
2021-10-16,6.433
2021-10-17,6.433
2021-10-18,6.433
2021-10-19,6.433
2021-10-20,6.433
2021-10-21,6.433
2021-10-22,6.433
2021-10-23,6.433
2021-10-24,6.433
2021-10-25,6.433
2021-10-26,6.433
2021-10-27,6.433
2021-10-28,6.433
2021-10-29,6.433
2021-10-30,6.433
2021-10-31,6.433
2021-11-01,6.433
2021-11-02,6.433
2021-11-03,6.433
2021-11-04,6.494
2021-11-05,6.575
2021-11-06,6.575
2021-11-07,6.575
2021-11-08,6.575
2021-11-09,6.575
2021-11-10,6.575
2021-11-11,6.6
2021-11-12,6.6
2021-11-13,6.6
2021-11-14,6.6
2021-11-15,6.6
2021-11-16,6.6
2021-11-17,6.6
2021-11-18,6.6
2021-11-19,6.6
2021-11-20,6.6
2021-11-21,6.6
2021-11-22,6.6
2021-11-23,6.6
2021-11-24,6.6
2021-11-25,6.6
2021-11-26,6.6
2021-11-27,6.6
2021-11-28,6.6
2021-11-29,6.6
2021-11-30,6.6
2021-12-01,6.6
2021-12-02,6.6
2021-12-03,6.6
2021-12-04,6.6
2021-12-05,6.6
2021-12-06,6.6
2021-12-07,6.6
2021-12-08,6.6
2021-12-09,6.569
2021-12-10,6.569
2021-12-11,6.569
2021-12-12,6.569
2021-12-13,6.569
2021-12-14,6.569
2021-12-15,6.569
2021-12-16,6.569
2021-12-17,6.569
2021-12-18,6.569
2021-12-19,6.569
2021-12-20,6.569
2021-12-21,6.569
2021-12-22,6.569
2021-12-23,6.569
2021-12-24,6.569
2021-12-25,6.569
2021-12-26,6.569
2021-12-27,6.569
2021-12-28,6.569
2021-12-29,6.569
2021-12-30,6.569
2021-12-31,6.569
2022-01-01,6.569
2022-01-02,6.569
2022-01-03,6.569
2022-01-04,6.569
2022-01-05,6.569
2022-01-06,6.569
2022-01-07,6.569
2022-01-08,6.569
2022-01-09,6.569
2022-01-10,6.569
2022-01-11,6.569
2022-01-12,6.569
2022-01-13,6.569
2022-01-14,6.569
2022-01-15,6.569
2022-01-16,6.569
2022-01-17,6.569
2022-01-18,6.569
2022-01-19,6.569
2022-01-20,6.569
2022-01-21,6.569
2022-01-22,6.569
2022-01-23,6.569
2022-01-24,6.569
2022-01-25,6.563
2022-01-26,6.563
2022-01-27,6.563
2022-01-28,6.563
2022-01-29,6.563
2022-01-30,6.563
2022-01-31,6.563
2022-02-01,6.563
2022-02-02,6.563
2022-02-03,6.563
2022-02-04,6.563
2022-02-05,6.563
2022-02-06,6.563
2022-02-07,6.563
2022-02-08,6.563
2022-02-09,6.563
2022-02-10,6.563
2022-02-11,6.563
2022-02-12,6.563
2022-02-13,6.563
2022-02-14,6.562
2022-02-15,6.535
2022-02-16,6.555
2022-02-17,6.537
2022-02-18,6.537
2022-02-19,6.537
2022-02-20,6.537
2022-02-21,6.537
2022-02-22,6.537
2022-02-23,6.537
2022-02-24,6.537
2022-02-25,6.537
2022-02-26,6.537
2022-02-27,6.537
2022-02-28,6.537
2022-03-01,6.537
2022-03-02,6.537
2022-03-03,6.537
2022-03-04,6.56
2022-03-05,6.56
2022-03-06,6.56
2022-03-07,6.56
2022-03-08,6.56
2022-03-09,6.524
2022-03-10,6.524
2022-03-11,6.524
2022-03-12,6.524
2022-03-13,6.524
2022-03-14,6.524
2022-03-15,6.524
2022-03-16,6.524
2022-03-17,6.524
2022-03-18,6.524
2022-03-19,6.524
2022-03-20,6.524
2022-03-21,6.524
2022-03-22,6.524
2022-03-23,6.524
2022-03-24,6.524
2022-03-25,6.524
2022-03-26,6.524
2022-03-27,6.524
2022-03-28,6.524
2022-03-29,6.524
2022-03-30,6.524
2022-03-31,6.524
2022-04-01,6.522
2022-04-02,6.522
2022-04-03,6.522
2022-04-04,6.522
2022-04-05,6.522
2022-04-06,6.504
2022-04-07,6.504
2022-04-08,6.504
2022-04-09,6.504
2022-04-10,6.504
2022-04-11,6.504
2022-04-12,6.538
2022-04-13,6.538
2022-04-14,6.538
2022-04-15,6.538
2022-04-16,6.538
2022-04-17,6.538
2022-04-18,6.538
2022-04-19,6.536
2022-04-20,6.536
2022-04-21,6.536
2022-04-22,6.536
2022-04-23,6.536
2022-04-24,6.536
2022-04-25,6.535
2022-04-26,6.535
2022-04-27,6.525
2022-04-28,6.523
2022-04-29,6.523
2022-04-30,6.523
2022-05-01,6.523
2022-05-02,6.523
2022-05-03,6.523
2022-05-04,6.523
2022-05-05,6.487
2022-05-06,6.464
2022-05-07,6.464
2022-05-08,6.464
2022-05-09,6.464
2022-05-10,6.464
2022-05-11,6.464
2022-05-12,6.458
2022-05-13,6.458
2022-05-14,6.458
2022-05-15,6.458
2022-05-16,6.458
2022-05-17,6.458
2022-05-18,6.46
2022-05-19,6.46
2022-05-20,6.46
2022-05-21,6.46
2022-05-22,6.46
2022-05-23,6.46
2022-05-24,6.46
2022-05-25,6.46
2022-05-26,6.46
2022-05-27,6.46
2022-05-28,6.46
2022-05-29,6.46
2022-05-30,6.46
2022-05-31,6.46
2022-06-01,6.46
2022-06-02,6.46
2022-06-03,6.46
2022-06-04,6.46
2022-06-05,6.46
2022-06-06,6.46
2022-06-07,6.46
2022-06-08,6.46
2022-06-09,6.46
2022-06-10,6.468
2022-06-11,6.468
2022-06-12,6.468
2022-06-13,6.468
2022-06-14,6.468
2022-06-15,6.468
2022-06-16,6.468
2022-06-17,6.468
2022-06-18,6.468
2022-06-19,6.468
2022-06-20,6.468
2022-06-21,6.468
2022-06-22,6.468
2022-06-23,6.468
2022-06-24,6.468
2022-06-25,6.468
2022-06-26,6.468
2022-06-27,6.468
2022-06-28,6.489
2022-06-29,6.489
2022-06-30,6.489
2022-07-01,6.489
2022-07-02,6.489
2022-07-03,6.489
2022-07-04,6.489
2022-07-05,6.489
2022-07-06,6.489
2022-07-07,6.489
2022-07-08,6.489
2022-07-09,6.489
2022-07-10,6.463
2022-07-11,6.463
2022-07-12,6.463
2022-07-13,6.463
2022-07-14,6.463
2022-07-15,6.463
2022-07-16,6.463
2022-07-17,6.445
2022-07-18,6.43
2022-07-19,6.43
2022-07-20,6.43
2022-07-21,6.416
2022-07-22,6.416
2022-07-23,6.416
2022-07-24,6.416
2022-07-25,6.416
2022-07-26,6.416
2022-07-27,6.416
2022-07-28,6.416
2022-07-29,6.389
2022-07-30,6.389
2022-07-31,6.38
2022-08-01,6.401
2022-08-02,6.401
2022-08-03,6.401
2022-08-04,6.348
2022-08-05,6.349
2022-08-06,6.349
2022-08-07,6.348
2022-08-08,6.348
2022-08-09,6.348
2022-08-10,6.348
2022-08-11,6.348
2022-08-12,6.348
2022-08-13,6.348
2022-08-14,6.348
2022-08-15,6.348
2022-08-16,6.348
2022-08-17,6.348
2022-08-18,6.348
2022-08-19,6.348
2022-08-20,6.348
2022-08-21,6.348
2022-08-22,6.348
2022-08-23,6.348
2022-08-24,6.348
2022-08-25,6.348
2022-08-26,6.348
2022-08-27,6.348
2022-08-28,6.348
2022-08-29,6.348
2022-08-30,6.348
2022-08-31,6.348
2022-09-01,6.348
2022-09-02,6.348
2022-09-03,6.348
2022-09-04,6.348
2022-09-05,6.348
2022-09-06,6.348
2022-09-07,6.348
2022-09-08,6.348
2022-09-09,6.368
2022-09-10,6.368
2022-09-11,6.368
2022-09-12,6.368
2022-09-13,6.368
2022-09-14,6.368
2022-09-15,6.368
2022-09-16,6.368
2022-09-17,6.368
2022-09-18,6.368
2022-09-19,6.368
2022-09-20,6.368
2022-09-21,6.368
2022-09-22,6.368
2022-09-23,6.368
2022-09-24,6.368
2022-09-25,6.368
2022-09-26,6.368
2022-09-27,6.368
2022-09-28,6.364
2022-09-29,6.361
2022-09-30,6.361
2022-10-01,6.361
2022-10-02,6.361
2022-10-03,6.361
2022-10-04,6.361
2022-10-05,6.361
2022-10-06,6.361
2022-10-07,6.355
2022-10-08,6.355
2022-10-09,6.355
2022-10-10,6.355
2022-10-11,6.336
2022-10-12,6.336
2022-10-13,6.336
2022-10-14,6.336
2022-10-15,6.336
2022-10-16,6.336
2022-10-17,6.327
2022-10-18,6.327
2022-10-19,6.327
2022-10-20,6.327
2022-10-21,6.327
2022-10-22,6.327
2022-10-23,6.327
2022-10-24,6.311
2022-10-25,6.311
2022-10-26,6.311
2022-10-27,6.311
2022-10-28,6.311
2022-10-29,6.311
2022-10-30,6.311
2022-10-31,6.311
2022-11-01,6.311
2022-11-02,6.311
2022-11-03,6.119
2022-11-04,6.071
2022-11-05,6.071
2022-11-06,6.071
2022-11-07,6.071
2022-11-08,6.071
2022-11-09,6.071
2022-11-10,6.071
2022-11-11,6.071
2022-11-12,6.071
2022-11-13,6.071
2022-11-14,6.071
2022-11-15,6.045
2022-11-16,6.045
2022-11-17,6.045
2022-11-18,6.045
2022-11-19,6.045
2022-11-20,6.045
2022-11-21,6.045
2022-11-22,6.045
2022-11-23,6.024
2022-11-24,6.024
2022-11-25,6.024
2022-11-26,6.024
2022-11-27,6.024
2022-11-28,6.024
2022-11-29,6.024
2022-11-30,6.024
2022-12-01,6.024
2022-12-02,6.024
2022-12-03,6.024
2022-12-04,6.024
2022-12-05,6.024
2022-12-06,6.024
2022-12-07,6.024
2022-12-08,6.024
2022-12-09,6.024
2022-12-10,6.024
2022-12-11,6.024
2022-12-12,6.024
2022-12-13,6.024
2022-12-14,6.024
2022-12-15,6.024
2022-12-16,6.024
2022-12-17,6.024
2022-12-18,6.024
2022-12-19,6.024
2022-12-20,6.022
2022-12-21,6.022
2022-12-22,6.022
2022-12-23,6.022
2022-12-24,6.022
2022-12-25,6.022
2022-12-26,6.022
2022-12-27,6.022
2022-12-28,6.022
2022-12-29,6.022
2022-12-30,6.022
2022-12-31,6.022
2023-01-01,6.022
2023-01-02,6.022
2023-01-03,6.022
2023-01-04,6.022
2023-01-05,6.022
2023-01-06,6.022
2023-01-07,6.022
2023-01-08,6.022
2023-01-09,6.022
2023-01-10,6.022
2023-01-11,6.022
2023-01-12,6.02
2023-01-13,6.02
2023-01-14,6.02
2023-01-15,6.02
2023-01-16,6.02
2023-01-17,6.02
2023-01-18,6.02
2023-01-19,6.02
2023-01-20,6.02
2023-01-21,6.02
2023-01-22,6.02
2023-01-23,6.02
2023-01-24,6.027
2023-01-25,6.027
2023-01-26,5.983
2023-01-27,5.983
2023-01-28,5.983
2023-01-29,5.983
2023-01-30,5.965
2023-01-31,5.965
2023-02-01,5.966
2023-02-02,5.978
2023-02-03,5.978
2023-02-04,5.978
2023-02-05,5.978
2023-02-06,5.978
2023-02-07,5.978
2023-02-08,5.978
2023-02-09,5.978
2023-02-10,5.978
2023-02-11,5.978
2023-02-12,5.978
2023-02-13,5.978
2023-02-14,6.012
2023-02-15,5.996
2023-02-16,5.996
2023-02-17,5.996
2023-02-18,5.996
2023-02-19,5.996
2023-02-20,5.996
2023-02-21,6.009
2023-02-22,6.019
2023-02-23,6.019
2023-02-24,6.019
2023-02-25,6.019
2023-02-26,6.019
2023-02-27,6.019
2023-02-28,6.019
2023-03-01,6.019
2023-03-02,6.019
2023-03-03,6.04
2023-03-04,6.04
2023-03-05,6.04
2023-03-06,6.04
2023-03-07,6.04
2023-03-08,6.04
2023-03-09,6.04
2023-03-10,6.04
2023-03-11,6.04
2023-03-12,6.04
2023-03-13,6.04
2023-03-14,6.04
2023-03-15,6.04
2023-03-16,6.04
2023-03-17,6.04
2023-03-18,6.04
2023-03-19,6.04
2023-03-20,6.04
2023-03-21,6.04
2023-03-22,6.083
2023-03-23,6.083
2023-03-24,6.083
2023-03-25,6.083
2023-03-26,6.083
2023-03-27,6.071
2023-03-28,6.071
2023-03-29,6.071
2023-03-30,6.071
2023-03-31,6.071
2023-04-01,6.071
2023-04-02,6.071
2023-04-03,6.066
2023-04-04,6.066
2023-04-05,6.066
2023-04-06,6.066
2023-04-07,6.066
2023-04-08,6.066
2023-04-09,6.066
2023-04-10,6.066
2023-04-11,6.066
2023-04-12,6.066
2023-04-13,6.061
2023-04-14,6.061
2023-04-15,6.061
2023-04-16,6.061
2023-04-17,6.061
2023-04-18,6.061
2023-04-19,6.061
2023-04-20,6.061
2023-04-21,6.061
2023-04-22,6.061
2023-04-23,6.061
2023-04-24,6.059
2023-04-25,6.057
2023-04-26,6.057
2023-04-27,6.057
2023-04-28,6.071
2023-04-29,6.071
2023-04-30,6.071
2023-05-01,6.071
2023-05-02,6.071
2023-05-03,6.071
2023-05-04,6.065
2023-05-05,6.065
2023-05-06,6.065
2023-05-07,6.063
2023-05-08,6.063
2023-05-09,6.063
2023-05-10,6.063
2023-05-11,6.063
2023-05-12,6.063
2023-05-13,6.063
2023-05-14,6.063
2023-05-15,6.099
2023-05-16,6.099
2023-05-17,6.099
2023-05-18,6.078
2023-05-19,6.078
2023-05-20,6.078
2023-05-21,6.078
2023-05-22,6.078
2023-05-23,6.078
2023-05-24,6.078
2023-05-25,6.085
2023-05-26,6.085
2023-05-27,6.085
2023-05-28,6.085
2023-05-29,6.08
2023-05-30,6.08
2023-05-31,6.08
2023-06-01,6.08
2023-06-02,6.07
2023-06-03,6.07
2023-06-04,6.07
2023-06-05,6.07
2023-06-06,6.07
2023-06-07,6.07
2023-06-08,6.07
2023-06-09,6.07
2023-06-10,6.07
2023-06-11,6.07
2023-06-12,6.07
2023-06-13,6.07
2023-06-14,6.028
2023-06-15,6.028
2023-06-16,6.036
2023-06-17,6.036
2023-06-18,6.036
2023-06-19,6.036
2023-06-20,6.036
2023-06-21,6.036
2023-06-22,6.036
2023-06-23,6.036
