,ADP US Equity
,BEST_EPS
2023-06-23,8.929
2023-06-24,8.929
2023-06-25,8.929
2023-06-26,8.929
2023-06-27,8.924
2023-06-28,8.924
2023-06-29,8.924
2023-06-30,8.924
2023-07-01,8.924
2023-07-02,8.924
2023-07-03,8.924
2023-07-04,8.924
2023-07-05,8.924
2023-07-06,8.924
2023-07-07,8.924
2023-07-08,8.924
2023-07-09,8.924
2023-07-10,8.924
2023-07-11,8.924
2023-07-12,8.924
2023-07-13,8.924
2023-07-14,8.925
2023-07-15,8.925
2023-07-16,8.925
2023-07-17,8.925
2023-07-18,8.923
2023-07-19,8.918
2023-07-20,8.918
2023-07-21,8.918
2023-07-22,8.918
2023-07-23,8.918
2023-07-24,8.918
2023-07-25,8.918
2023-07-26,9.024
2023-07-27,9.065
2023-07-28,9.117
2023-07-29,9.117
2023-07-30,9.117
2023-07-31,9.131
2023-08-01,9.134
2023-08-02,9.134
2023-08-03,9.134
2023-08-04,9.134
2023-08-05,9.134
2023-08-06,9.134
2023-08-07,9.134
2023-08-08,9.134
2023-08-09,9.129
2023-08-10,9.129
2023-08-11,9.129
2023-08-12,9.129
2023-08-13,9.129
2023-08-14,9.129
2023-08-15,9.129
2023-08-16,9.125
2023-08-17,9.127
2023-08-18,9.127
2023-08-19,9.127
2023-08-20,9.127
2023-08-21,9.129
2023-08-22,9.129
2023-08-23,9.129
2023-08-24,9.129
2023-08-25,9.129
2023-08-26,9.129
2023-08-27,9.129
2023-08-28,9.139
2023-08-29,9.142
2023-08-30,9.142
2023-08-31,9.142
2023-09-01,9.145
2023-09-02,9.145
2023-09-03,9.145
2023-09-04,9.149
2023-09-05,9.149
2023-09-06,9.149
2023-09-07,9.149
2023-09-08,9.149
2023-09-09,9.149
2023-09-10,9.149
2023-09-11,9.149
2023-09-12,9.149
2023-09-13,9.149
2023-09-14,9.149
2023-09-15,9.149
2023-09-16,9.149
2023-09-17,9.149
2023-09-18,9.149
2023-09-19,9.15
2023-09-20,9.15
2023-09-21,9.15
2023-09-22,9.15
2023-09-23,9.15
2023-09-24,9.15
2023-09-25,9.15
2023-09-26,9.15
2023-09-27,9.15
2023-09-28,9.15
2023-09-29,9.15
2023-09-30,9.15
2023-10-01,9.15
2023-10-02,9.154
2023-10-03,9.154
2023-10-04,9.154
2023-10-05,9.154
2023-10-06,9.154
2023-10-07,9.154
2023-10-08,9.154
2023-10-09,9.154
2023-10-10,9.154
2023-10-11,9.154
2023-10-12,9.156
2023-10-13,9.156
2023-10-14,9.156
2023-10-15,9.156
2023-10-16,9.165
2023-10-17,9.165
2023-10-18,9.165
2023-10-19,9.165
2023-10-20,9.165
2023-10-21,9.165
2023-10-22,9.165
2023-10-23,9.165
2023-10-24,9.165
2023-10-25,9.141
2023-10-26,9.135
2023-10-27,9.128
2023-10-28,9.128
2023-10-29,9.128
2023-10-30,9.128
2023-10-31,9.128
2023-11-01,9.129
2023-11-02,9.129
2023-11-03,9.129
2023-11-04,9.129
2023-11-05,9.129
2023-11-06,9.129
2023-11-07,9.131
2023-11-08,9.131
2023-11-09,9.131
2023-11-10,9.131
2023-11-11,9.131
2023-11-12,9.131
2023-11-13,9.131
2023-11-14,9.131
2023-11-15,9.131
2023-11-16,9.131
2023-11-17,9.131
2023-11-18,9.131
2023-11-19,9.131
2023-11-20,9.125
2023-11-21,9.125
2023-11-22,9.125
2023-11-23,9.125
2023-11-24,9.125
2023-11-25,9.125
2023-11-26,9.125
2023-11-27,9.125
2023-11-28,9.125
2023-11-29,9.125
2023-11-30,9.125
2023-12-01,9.125
2023-12-02,9.125
2023-12-03,9.125
2023-12-04,9.125
2023-12-05,9.125
2023-12-06,9.125
2023-12-07,9.125
2023-12-08,9.125
2023-12-09,9.125
2023-12-10,9.125
2023-12-11,9.125
2023-12-12,9.125
2023-12-13,9.125
2023-12-14,9.125
2023-12-15,9.125
2023-12-16,9.125
2023-12-17,9.125
2023-12-18,9.125
2023-12-19,9.125
2023-12-20,9.125
2023-12-21,9.125
2023-12-22,9.125
2023-12-23,9.125
2023-12-24,9.125
2023-12-25,9.125
2023-12-26,9.125
2023-12-27,9.125
2023-12-28,9.125
2023-12-29,9.125
2023-12-30,9.125
2023-12-31,9.125
2024-01-01,9.125
2024-01-02,9.125
2024-01-03,9.127
2024-01-04,9.127
2024-01-05,9.127
2024-01-06,9.127
2024-01-07,9.127
2024-01-08,9.127
2024-01-09,9.127
2024-01-10,9.127
2024-01-11,9.127
2024-01-12,9.126
2024-01-13,9.126
2024-01-14,9.126
2024-01-15,9.126
2024-01-16,9.126
2024-01-17,9.125
2024-01-18,9.126
2024-01-19,9.126
2024-01-20,9.126
2024-01-21,9.126
2024-01-22,9.123
2024-01-23,9.123
2024-01-24,9.123
2024-01-25,9.125
2024-01-26,9.125
2024-01-27,9.125
2024-01-28,9.125
2024-01-29,9.125
2024-01-30,9.125
2024-01-31,9.123
2024-02-01,9.123
2024-02-02,9.124
2024-02-03,9.122
2024-02-04,9.122
2024-02-05,9.124
2024-02-06,9.124
2024-02-07,9.124
2024-02-08,9.124
2024-02-09,9.124
2024-02-10,9.124
2024-02-11,9.124
2024-02-12,9.124
2024-02-13,9.124
2024-02-14,9.124
2024-02-15,9.124
2024-02-16,9.124
2024-02-17,9.124
2024-02-18,9.124
2024-02-19,9.124
2024-02-20,9.124
2024-02-21,9.124
2024-02-22,9.124
2024-02-23,9.124
2024-02-24,9.124
2024-02-25,9.124
2024-02-26,9.124
2024-02-27,9.124
2024-02-28,9.125
2024-02-29,9.125
2024-03-01,9.125
2024-03-02,9.125
2024-03-03,9.125
2024-03-04,9.125
2024-03-05,9.125
2024-03-06,9.125
2024-03-07,9.125
2024-03-08,9.125
2024-03-09,9.125
2024-03-10,9.124
2024-03-11,9.125
2024-03-12,9.125
2024-03-13,9.124
2024-03-14,9.124
2024-03-15,9.124
2024-03-16,9.124
2024-03-17,9.124
2024-03-18,9.124
2024-03-19,9.124
2024-03-20,9.124
2024-03-21,9.124
2024-03-22,9.124
2024-03-23,9.124
2024-03-24,9.124
2024-03-25,9.124
2024-03-26,9.124
2024-03-27,9.124
2024-03-28,9.124
2024-03-29,9.124
2024-03-30,9.124
2024-03-31,9.124
2024-04-01,9.124
2024-04-02,9.124
2024-04-03,9.124
2024-04-04,9.124
2024-04-05,9.124
2024-04-06,9.124
2024-04-07,9.124
2024-04-08,9.124
