,CIR US Equity
2020-07-20,4.44
2020-07-21,4.44
2020-07-22,4.44
2020-07-23,4.44
2020-07-24,4.44
2020-07-25,4.44
2020-07-26,4.44
2020-07-27,4.44
2020-07-28,4.44
2020-07-29,4.44
2020-07-30,4.44
2020-07-31,4.44
2020-08-01,4.44
2020-08-02,4.44
2020-08-03,4.44
2020-08-04,4.44
2020-08-05,4.44
2020-08-06,4.44
2020-08-07,4.61
2020-08-08,4.61
2020-08-09,4.61
2020-08-10,4.61
2020-08-11,4.61
2020-08-12,4.61
2020-08-13,4.61
2020-08-14,4.61
2020-08-15,4.61
2020-08-16,4.61
2020-08-17,4.61
2020-08-18,4.61
2020-08-19,4.61
2020-08-20,4.61
2020-08-21,4.61
2020-08-22,4.61
2020-08-23,4.61
2020-08-24,4.61
2020-08-25,4.61
2020-08-26,4.61
2020-08-27,4.61
2020-08-28,4.61
2020-08-29,4.61
2020-08-30,4.61
2020-08-31,4.61
2020-09-01,4.61
2020-09-02,4.61
2020-09-03,4.61
2020-09-04,4.61
2020-09-05,4.61
2020-09-06,4.61
2020-09-07,4.61
2020-09-08,4.61
2020-09-09,4.61
2020-09-10,4.61
2020-09-11,4.61
2020-09-12,4.61
2020-09-13,4.61
2020-09-14,4.61
2020-09-15,4.61
2020-09-16,4.61
2020-09-17,4.61
2020-09-18,4.61
2020-09-19,4.61
2020-09-20,4.61
2020-09-21,4.61
2020-09-22,4.61
2020-09-23,4.61
2020-09-24,4.61
2020-09-25,4.61
2020-09-26,4.61
2020-09-27,4.61
2020-09-28,4.61
2020-09-29,4.61
2020-09-30,4.61
2020-10-01,4.61
2020-10-02,4.61
2020-10-03,4.61
2020-10-04,4.61
2020-10-05,4.61
2020-10-06,4.61
2020-10-07,4.61
2020-10-08,4.61
2020-10-09,4.61
2020-10-10,4.61
2020-10-11,4.61
2020-10-12,4.25
2020-10-13,4.25
2020-10-14,4.25
2020-10-15,4.25
2020-10-16,4.25
2020-10-17,4.25
2020-10-18,4.25
2020-10-19,4.25
2020-10-20,4.25
2020-10-21,4.25
2020-10-22,4.25
2020-10-23,4.25
2020-10-24,4.25
2020-10-25,4.25
2020-10-26,4.25
2020-10-27,4.25
2020-10-28,4.25
2020-10-29,4.25
2020-10-30,4.25
2020-10-31,4.25
2020-11-01,4.25
2020-11-02,4.25
2020-11-03,4.25
2020-11-04,4.25
2020-11-05,4.25
2020-11-06,4.25
2020-11-07,4.25
2020-11-08,4.25
2020-11-09,4.25
2020-11-10,4.25
2020-11-11,4.25
2020-11-12,4.25
2020-11-13,4.25
2020-11-14,4.25
2020-11-15,4.25
2020-11-16,4.25
2020-11-17,4.25
2020-11-18,4.25
2020-11-19,4.25
2020-11-20,4.25
2020-11-21,4.25
2020-11-22,4.25
2020-11-23,4.25
2020-11-24,4.25
2020-11-25,4.25
2020-11-26,4.25
2020-11-27,4.25
2020-11-28,4.25
2020-11-29,4.25
2020-11-30,4.25
2020-12-01,4.25
2020-12-02,4.25
2020-12-03,4.25
2020-12-04,4.25
2020-12-05,4.25
2020-12-06,4.25
2020-12-07,4.25
2020-12-08,4.25
2020-12-09,4.25
2020-12-10,4.25
2020-12-11,4.25
2020-12-12,4.25
2020-12-13,4.25
2020-12-14,4.25
2020-12-15,3.92
2020-12-16,3.92
2020-12-17,3.92
2020-12-18,3.92
2020-12-19,3.92
2020-12-20,3.92
2020-12-21,3.92
2020-12-22,3.92
2020-12-23,3.92
2020-12-24,3.92
2020-12-25,3.92
2020-12-26,3.92
2020-12-27,3.92
2020-12-28,3.92
2020-12-29,3.92
2020-12-30,3.92
2020-12-31,3.92
2021-01-01,3.92
2021-01-02,3.92
2021-01-03,3.92
2021-01-04,3.92
2021-01-05,3.92
2021-01-06,3.92
2021-01-07,3.92
2021-01-08,3.92
2021-01-09,3.92
2021-01-10,3.92
2021-01-11,3.92
2021-01-12,3.92
2021-01-13,3.92
2021-01-14,3.92
2021-01-15,3.92
2021-01-16,3.92
2021-01-17,3.92
2021-01-18,3.92
2021-01-19,3.92
2021-01-20,3.92
2021-01-21,3.92
2021-01-22,3.92
2021-01-23,3.92
2021-01-24,3.92
2021-01-25,3.92
2021-01-26,3.92
2021-01-27,3.92
2021-01-28,3.92
2021-01-29,3.92
2021-01-30,3.92
2021-01-31,3.92
2021-02-01,3.92
2021-02-02,3.92
2021-02-03,3.92
2021-02-04,3.92
2021-02-05,3.92
2021-02-06,3.92
2021-02-07,3.92
2021-02-08,3.92
2021-02-09,3.92
2021-02-10,3.92
2021-02-11,3.92
2021-02-12,3.92
2021-02-13,3.92
2021-02-14,3.92
2021-02-15,3.92
2021-02-16,3.92
2021-02-17,3.92
2021-02-18,3.92
2021-02-19,3.92
2021-02-20,3.92
2021-02-21,3.92
2021-02-22,3.92
2021-02-23,3.92
2021-02-24,3.92
2021-02-25,3.92
2021-02-26,3.92
2021-02-27,3.92
2021-02-28,3.92
2021-03-01,3.92
2021-03-02,3.92
2021-03-03,3.92
2021-03-04,3.49
2021-03-05,3.42
2021-03-06,3.42
2021-03-07,3.42
2021-03-08,3.42
2021-03-09,3.42
2021-03-10,3.42
2021-03-11,3.42
2021-03-12,3.42
2021-03-13,3.42
2021-03-14,3.42
2021-03-15,3.42
2021-03-16,3.42
2021-03-17,3.42
2021-03-18,3.42
2021-03-19,3.42
2021-03-20,3.42
2021-03-21,3.42
2021-03-22,3.42
2021-03-23,3.42
2021-03-24,3.42
2021-03-25,3.42
2021-03-26,3.42
2021-03-27,3.42
2021-03-28,3.42
2021-03-29,3.42
2021-03-30,3.42
2021-03-31,3.42
2021-04-01,3.42
2021-04-02,3.42
2021-04-03,3.42
2021-04-04,3.42
2021-04-05,3.42
2021-04-06,3.42
2021-04-07,3.42
2021-04-08,3.42
2021-04-09,3.42
2021-04-10,3.42
2021-04-11,3.42
2021-04-12,3.42
2021-04-13,3.42
2021-04-14,3.42
2021-04-15,3.42
2021-04-16,3.42
2021-04-17,3.42
2021-04-18,3.42
2021-04-19,3.42
2021-04-20,3.42
2021-04-21,3.42
2021-04-22,3.42
2021-04-23,3.42
2021-04-24,3.42
2021-04-25,3.42
2021-04-26,3.42
2021-04-27,3.42
2021-04-28,3.42
2021-04-29,3.42
2021-04-30,3.42
2021-05-01,3.42
2021-05-02,3.42
2021-05-03,3.42
2021-05-04,3.42
2021-05-05,3.42
2021-05-06,3.42
2021-05-07,3.42
2021-05-08,3.42
2021-05-09,3.42
2021-05-10,3.42
2021-05-11,3.42
2021-05-12,3.38
2021-05-13,3.405
2021-05-14,3.405
2021-05-15,3.405
2021-05-16,3.405
2021-05-17,3.405
2021-05-18,3.405
2021-05-19,3.405
2021-05-20,3.405
2021-05-21,3.405
2021-05-22,3.405
2021-05-23,3.405
2021-05-24,3.405
2021-05-25,3.405
2021-05-26,3.405
2021-05-27,3.405
2021-05-28,3.405
2021-05-29,3.405
2021-05-30,3.405
2021-05-31,3.405
2021-06-01,3.405
2021-06-02,3.405
2021-06-03,3.405
2021-06-04,3.405
2021-06-05,3.405
2021-06-06,3.405
2021-06-07,3.405
2021-06-08,3.405
2021-06-09,3.405
2021-06-10,3.405
2021-06-11,3.405
2021-06-12,3.405
2021-06-13,3.405
2021-06-14,3.405
2021-06-15,3.405
2021-06-16,3.405
2021-06-17,3.405
2021-06-18,3.405
2021-06-19,3.405
2021-06-20,3.405
2021-06-21,3.405
2021-06-22,3.405
2021-06-23,3.405
2021-06-24,3.405
2021-06-25,3.405
2021-06-26,3.405
2021-06-27,3.405
2021-06-28,3.405
2021-06-29,3.405
2021-06-30,3.405
2021-07-01,3.405
2021-07-02,3.405
2021-07-03,3.405
2021-07-04,3.405
2021-07-05,3.405
2021-07-06,3.405
2021-07-07,3.405
2021-07-08,3.405
2021-07-09,3.405
2021-07-10,3.405
2021-07-11,3.405
2021-07-12,3.405
2021-07-13,3.405
2021-07-14,3.405
2021-07-15,3.375
2021-07-16,3.375
2021-07-17,3.375
2021-07-18,3.375
2021-07-19,3.375
2021-07-20,3.375
2021-07-21,3.375
2021-07-22,3.375
2021-07-23,3.375
2021-07-24,3.375
2021-07-25,3.375
2021-07-26,3.375
2021-07-27,3.375
2021-07-28,3.375
2021-07-29,3.375
2021-07-30,3.375
2021-07-31,3.375
2021-08-01,3.375
2021-08-02,3.375
2021-08-03,3.375
2021-08-04,3.375
2021-08-05,3.375
2021-08-06,3.375
2021-08-07,3.375
2021-08-08,3.375
2021-08-09,3.375
2021-08-10,3.44
2021-08-11,3.44
2021-08-12,3.44
2021-08-13,3.44
2021-08-14,3.44
2021-08-15,3.44
2021-08-16,3.44
2021-08-17,3.44
2021-08-18,3.44
2021-08-19,3.44
2021-08-20,3.44
2021-08-21,3.44
2021-08-22,3.44
2021-08-23,3.44
2021-08-24,3.44
2021-08-25,3.44
2021-08-26,3.44
2021-08-27,3.44
2021-08-28,3.44
2021-08-29,3.44
2021-08-30,3.44
2021-08-31,3.44
2021-09-01,3.44
2021-09-02,3.44
2021-09-03,3.44
2021-09-04,3.44
2021-09-05,3.44
2021-09-06,3.44
2021-09-07,3.44
2021-09-08,3.44
2021-09-09,3.44
2021-09-10,3.44
2021-09-11,3.44
2021-09-12,3.44
2021-09-13,3.44
2021-09-14,3.44
2021-09-15,3.44
2021-09-16,3.44
2021-09-17,3.44
2021-09-18,3.44
2021-09-19,3.44
2021-09-20,3.44
2021-09-21,3.44
2021-09-22,3.44
2021-09-23,3.44
2021-09-24,3.44
2021-09-25,3.44
2021-09-26,3.44
2021-09-27,3.44
2021-09-28,3.44
2021-09-29,3.44
2021-09-30,3.44
2021-10-01,3.44
2021-10-02,3.44
2021-10-03,3.44
2021-10-04,3.44
2021-10-05,3.44
2021-10-06,3.44
2021-10-07,3.44
2021-10-08,3.44
2021-10-09,3.44
2021-10-10,3.44
2021-10-11,3.37
2021-10-12,3.32
2021-10-13,3.32
2021-10-14,3.32
2021-10-15,3.32
2021-10-16,3.32
2021-10-17,3.32
2021-10-18,3.32
2021-10-19,3.32
2021-10-20,3.32
2021-10-21,3.32
2021-10-22,3.32
2021-10-23,3.32
2021-10-24,3.32
2021-10-25,3.32
2021-10-26,3.32
2021-10-27,3.32
2021-10-28,3.32
2021-10-29,3.32
2021-10-30,3.32
2021-10-31,3.32
2021-11-01,3.32
2021-11-02,3.32
2021-11-03,3.32
2021-11-04,3.32
2021-11-05,3.32
2021-11-06,3.32
2021-11-07,3.32
2021-11-08,3.32
2021-11-09,3.32
2021-11-10,3.32
2021-11-11,3.32
2021-11-12,3.143
2021-11-13,3.143
2021-11-14,3.143
2021-11-15,3.093
2021-11-16,3.093
2021-11-17,3.093
2021-11-18,3.093
2021-11-19,3.093
2021-11-20,3.093
2021-11-21,3.093
2021-11-22,3.093
2021-11-23,3.093
2021-11-24,3.093
2021-11-25,3.093
2021-11-26,3.093
2021-11-27,3.093
2021-11-28,3.093
2021-11-29,3.093
2021-11-30,3.093
2021-12-01,3.093
2021-12-02,3.093
2021-12-03,3.093
2021-12-04,3.093
2021-12-05,3.093
2021-12-06,3.093
2021-12-07,3.093
2021-12-08,3.093
2021-12-09,3.093
2021-12-10,3.093
2021-12-11,3.093
2021-12-12,3.093
2021-12-13,3.093
2021-12-14,3.093
2021-12-15,3.093
2021-12-16,3.093
2021-12-17,3.22
2021-12-18,3.22
2021-12-19,3.22
2021-12-20,3.22
2021-12-21,3.22
2021-12-22,3.22
2021-12-23,3.22
2021-12-24,3.22
2021-12-25,3.22
2021-12-26,3.22
2021-12-27,3.22
2021-12-28,3.22
2021-12-29,3.22
2021-12-30,3.22
2021-12-31,3.22
2022-01-01,3.22
2022-01-02,3.22
2022-01-03,3.22
2022-01-04,3.22
2022-01-05,3.22
2022-01-06,3.22
2022-01-07,3.22
2022-01-08,3.22
2022-01-09,3.22
2022-01-10,3.22
2022-01-11,3.095
2022-01-12,3.095
2022-01-13,3.095
2022-01-14,3.095
2022-01-15,3.095
2022-01-16,3.095
2022-01-17,3.095
2022-01-18,3.095
2022-01-19,3.01
2022-01-20,3.01
2022-01-21,3.01
2022-01-22,3.01
2022-01-23,3.01
2022-01-24,3.01
2022-01-25,3.01
2022-01-26,3.01
2022-01-27,3.01
2022-01-28,3.01
2022-01-29,3.01
2022-01-30,3.01
2022-01-31,3.01
2022-02-01,3.01
2022-02-02,3.01
2022-02-03,3.01
2022-02-04,3.01
2022-02-05,3.01
2022-02-06,3.01
2022-02-07,3.01
2022-02-08,3.01
2022-02-09,3.01
2022-02-10,3.01
2022-02-11,3.01
2022-02-12,3.01
2022-02-13,3.01
2022-02-14,3.01
2022-02-15,3.01
2022-02-16,3.01
2022-02-17,3.01
2022-02-18,3.01
2022-02-19,3.01
2022-02-20,3.01
2022-02-21,3.01
2022-02-22,3.01
2022-02-23,3.01
2022-02-24,3.01
2022-02-25,3.01
2022-02-26,3.01
2022-02-27,3.01
2022-02-28,3.01
2022-03-01,3.01
2022-03-02,3.01
2022-03-03,3.01
2022-03-04,3.01
2022-03-05,3.01
2022-03-06,3.01
2022-03-07,3.01
2022-03-08,3.01
2022-03-09,3.01
2022-03-10,3.01
2022-03-11,3.01
2022-03-12,3.01
2022-03-13,3.01
2022-03-14,3.01
2022-03-15,3.01
2022-03-16,3.01
2022-03-17,3.01
2022-03-18,3.01
2022-03-19,3.01
2022-03-20,3.01
2022-03-21,3.01
2022-03-22,3.01
2022-03-23,3.01
2022-03-24,3.01
2022-03-25,3.01
2022-03-26,3.01
2022-03-27,3.01
2022-03-28,3.01
2022-03-29,3.01
2022-03-30,3.01
2022-03-31,3.01
2022-04-01,3.01
2022-04-02,3.01
2022-04-03,3.01
2022-04-04,3.01
2022-04-05,3.01
2022-04-06,3.01
2022-04-07,3.01
2022-04-08,3.01
2022-04-09,3.01
2022-04-10,3.01
2022-04-11,3.01
2022-04-12,3.01
2022-04-13,3.01
2022-04-14,3.01
2022-04-15,3.01
2022-04-16,3.01
2022-04-17,3.0
2022-04-18,3.0
2022-04-19,3.0
2022-04-20,3.0
2022-04-21,3.0
2022-04-22,3.0
2022-04-23,3.0
2022-04-24,3.0
2022-04-25,3.0
2022-04-26,3.0
2022-04-27,3.0
2022-04-28,3.0
2022-04-29,3.0
2022-04-30,3.0
2022-05-01,3.0
2022-05-02,3.0
2022-05-03,3.0
2022-05-04,3.0
2022-05-05,3.0
2022-05-06,3.0
2022-05-07,3.0
2022-05-08,3.0
2022-05-09,3.0
2022-05-10,3.0
2022-05-11,3.0
2022-05-12,3.0
2022-05-13,3.0
2022-05-14,3.0
2022-05-15,3.0
2022-05-16,3.0
2022-05-17,3.0
2022-05-18,3.0
2022-05-19,3.0
2022-05-20,3.0
2022-05-21,3.0
2022-05-22,3.0
2022-05-23,3.0
2022-05-24,3.0
2022-05-25,3.0
2022-05-26,3.0
2022-05-27,3.0
2022-05-28,3.0
2022-05-29,3.0
2022-05-30,3.0
2022-05-31,3.0
2022-06-01,3.0
2022-06-02,3.0
2022-06-03,3.0
2022-06-04,3.0
2022-06-05,3.0
2022-06-06,3.0
2022-06-07,3.0
2022-06-08,3.0
2022-06-09,3.0
2022-06-10,3.0
2022-06-11,3.0
2022-06-12,3.0
2022-06-13,3.0
2022-06-14,3.0
2022-06-15,3.0
2022-06-16,3.0
2022-06-17,3.0
2022-06-18,3.0
2022-06-19,3.0
2022-06-20,3.0
2022-06-21,3.0
2022-06-22,3.0
2022-06-23,3.0
2022-06-24,3.0
2022-06-25,3.0
2022-06-26,3.0
2022-06-27,3.0
2022-06-28,3.0
2022-06-29,3.0
2022-06-30,3.0
2022-07-01,3.0
2022-07-02,3.0
2022-07-03,3.0
2022-07-04,3.0
2022-07-05,3.0
2022-07-06,3.0
2022-07-07,3.0
2022-07-08,3.0
2022-07-09,3.0
2022-07-10,3.0
2022-07-11,3.0
2022-07-12,3.0
2022-07-13,3.0
2022-07-14,3.0
2022-07-15,3.0
2022-07-16,3.0
2022-07-17,3.0
2022-07-18,3.0
2022-07-19,3.0
2022-07-20,3.0
2022-07-21,3.0
2022-07-22,3.0
2022-07-23,3.0
2022-07-24,3.0
2022-07-25,3.0
2022-07-26,2.697
2022-07-27,2.697
2022-07-28,2.697
2022-07-29,2.697
2022-07-30,2.697
2022-07-31,2.697
2022-08-01,2.697
2022-08-02,2.697
2022-08-03,2.697
2022-08-04,2.697
2022-08-05,2.697
2022-08-06,2.697
2022-08-07,2.697
2022-08-08,2.697
2022-08-09,2.697
2022-08-10,2.655
2022-08-11,2.575
2022-08-12,2.575
2022-08-13,2.575
2022-08-14,2.575
2022-08-15,2.575
2022-08-16,2.575
2022-08-17,2.575
2022-08-18,1.92
2022-08-19,1.92
2022-08-20,1.92
2022-08-21,1.92
2022-08-22,1.92
2022-08-23,1.92
2022-08-24,1.92
2022-08-25,1.92
2022-08-26,1.92
2022-08-27,1.92
2022-08-28,1.92
2022-08-29,1.92
2022-08-30,1.92
2022-08-31,1.92
2022-09-01,1.92
2022-09-02,1.92
2022-09-03,1.92
2022-09-04,1.92
2022-09-05,1.92
2022-09-06,1.92
2022-09-07,1.92
2022-09-08,1.92
2022-09-09,1.92
2022-09-10,1.92
2022-09-11,1.92
2022-09-12,1.92
2022-09-13,1.92
2022-09-14,1.92
2022-09-15,1.92
2022-09-16,1.92
2022-09-17,1.92
2022-09-18,1.92
2022-09-19,1.92
2022-09-20,1.92
2022-09-21,1.92
2022-09-22,1.92
2022-09-23,1.92
2022-09-24,1.92
2022-09-25,1.92
2022-09-26,1.92
2022-09-27,1.92
2022-09-28,1.92
2022-09-29,1.92
2022-09-30,1.92
2022-10-01,1.92
2022-10-02,1.723
2022-10-03,1.397
2022-10-04,1.397
2022-10-05,1.397
2022-10-06,1.397
2022-10-07,1.397
2022-10-08,1.397
2022-10-09,1.397
2022-10-10,1.397
2022-10-11,1.397
2022-10-12,1.397
2022-10-13,1.397
2022-10-14,1.397
2022-10-15,1.397
2022-10-16,1.397
2022-10-17,1.397
2022-10-18,1.397
2022-10-19,1.397
2022-10-20,1.397
2022-10-21,1.397
2022-10-22,1.397
2022-10-23,1.397
2022-10-24,1.397
2022-10-25,1.397
2022-10-26,1.397
2022-10-27,1.397
2022-10-28,1.397
2022-10-29,1.397
2022-10-30,1.397
2022-10-31,1.397
2022-11-01,1.397
2022-11-02,1.397
2022-11-03,1.397
2022-11-04,1.397
2022-11-05,1.397
2022-11-06,1.397
2022-11-07,1.397
2022-11-08,1.397
2022-11-09,1.397
2022-11-10,1.397
2022-11-11,1.397
2022-11-12,1.397
2022-11-13,1.397
2022-11-14,1.57
2022-11-15,1.57
2022-11-16,1.57
2022-11-17,1.57
2022-11-18,1.57
2022-11-19,1.57
2022-11-20,1.57
2022-11-21,1.57
2022-11-22,1.57
2022-11-23,1.57
2022-11-24,1.57
2022-11-25,1.57
2022-11-26,1.57
2022-11-27,1.57
2022-11-28,1.57
2022-11-29,1.57
2022-11-30,1.57
2022-12-01,1.57
2022-12-02,1.355
2022-12-03,1.355
2022-12-04,1.355
2022-12-05,1.355
2022-12-06,1.355
2022-12-07,1.355
2022-12-08,1.355
2022-12-09,1.355
2022-12-10,1.355
2022-12-11,1.355
2022-12-12,1.355
2022-12-13,1.355
2022-12-14,1.355
2022-12-15,1.355
2022-12-16,1.355
2022-12-17,1.355
2022-12-18,1.355
2022-12-19,1.365
2022-12-20,1.365
2022-12-21,1.365
2022-12-22,1.365
2022-12-23,1.365
2022-12-24,1.365
2022-12-25,1.365
2022-12-26,1.365
2022-12-27,1.365
2022-12-28,1.365
2022-12-29,1.365
2022-12-30,1.365
2022-12-31,1.365
2023-01-01,1.365
2023-01-02,1.365
2023-01-03,1.365
2023-01-04,1.365
2023-01-05,1.365
2023-01-06,1.365
2023-01-07,1.365
2023-01-08,1.365
2023-01-09,1.365
2023-01-10,1.365
2023-01-11,1.365
2023-01-12,1.365
2023-01-13,1.365
2023-01-14,1.365
2023-01-15,1.365
2023-01-16,1.365
2023-01-17,1.365
2023-01-18,1.375
2023-01-19,1.375
2023-01-20,1.375
2023-01-21,1.375
2023-01-22,1.375
2023-01-23,1.5
2023-01-24,1.5
2023-01-25,1.5
2023-01-26,1.375
2023-01-27,1.375
2023-01-28,1.375
2023-01-29,1.375
2023-01-30,1.375
2023-01-31,1.375
2023-02-01,1.375
2023-02-02,1.375
2023-02-03,1.375
2023-02-04,1.375
2023-02-05,1.375
2023-02-06,1.375
2023-02-07,1.375
2023-02-08,1.375
2023-02-09,1.375
2023-02-10,1.375
2023-02-11,1.375
2023-02-12,1.375
2023-02-13,1.375
2023-02-14,1.375
2023-02-15,1.375
2023-02-16,1.375
2023-02-17,1.375
2023-02-18,1.375
2023-02-19,1.375
2023-02-20,1.375
2023-02-21,1.375
2023-02-22,1.5
2023-02-23,1.375
2023-02-24,1.375
2023-02-25,1.375
2023-02-26,1.375
2023-02-27,1.375
2023-02-28,1.375
2023-03-01,1.375
2023-03-02,1.375
2023-03-03,1.375
2023-03-04,1.375
2023-03-05,1.375
2023-03-06,1.375
2023-03-07,1.375
2023-03-08,1.375
2023-03-09,1.375
2023-03-10,1.375
2023-03-11,1.375
2023-03-12,1.375
2023-03-13,1.375
2023-03-14,1.5
2023-03-15,1.545
2023-03-16,1.545
2023-03-17,1.545
2023-03-18,1.545
2023-03-19,1.545
2023-03-20,1.545
2023-03-21,1.545
2023-03-22,1.545
2023-03-23,1.545
2023-03-24,1.545
2023-03-25,1.545
2023-03-26,1.545
2023-03-27,1.545
2023-03-28,1.545
2023-03-29,1.545
2023-03-30,1.545
2023-03-31,1.545
2023-04-01,1.545
2023-04-02,1.545
2023-04-03,1.545
2023-04-04,1.545
2023-04-05,1.545
2023-04-06,1.545
2023-04-07,1.545
2023-04-08,1.545
2023-04-09,1.545
2023-04-10,1.545
2023-04-11,1.525
2023-04-12,1.525
2023-04-13,1.525
2023-04-14,1.525
2023-04-15,1.525
2023-04-16,1.525
2023-04-17,1.525
2023-04-18,1.525
2023-04-19,1.525
2023-04-20,1.525
2023-04-21,1.525
2023-04-22,1.525
2023-04-23,1.525
2023-04-24,1.525
2023-04-25,1.525
2023-04-26,1.525
2023-04-27,1.525
2023-04-28,1.525
2023-04-29,1.525
2023-04-30,1.525
2023-05-01,1.525
2023-05-02,1.525
2023-05-03,1.525
2023-05-04,1.525
2023-05-05,1.525
2023-05-06,1.525
2023-05-07,1.525
2023-05-08,1.525
2023-05-09,1.525
2023-05-10,1.525
2023-05-11,1.525
2023-05-12,2.07
2023-05-13,2.07
2023-05-14,2.07
2023-05-15,2.07
2023-05-16,2.07
2023-05-17,2.07
2023-05-18,2.07
2023-05-19,2.07
2023-05-20,2.07
2023-05-21,2.07
2023-05-22,2.07
2023-05-23,2.07
2023-05-24,2.07
2023-05-25,2.07
2023-05-26,2.07
2023-05-27,2.07
2023-05-28,2.07
2023-05-29,2.07
2023-05-30,2.07
2023-05-31,2.07
2023-06-01,2.07
2023-06-02,2.07
2023-06-03,2.07
2023-06-04,2.07
2023-06-05,2.07
2023-06-06,2.07
2023-06-07,2.07
2023-06-08,2.07
2023-06-09,2.07
2023-06-10,2.07
2023-06-11,2.07
2023-06-12,2.07
2023-06-13,2.07
2023-06-14,2.07
2023-06-15,2.07
2023-06-16,2.07
2023-06-17,2.07
2023-06-18,2.07
2023-06-19,2.07
2023-06-20,2.07
2023-06-21,2.07
2023-06-22,2.07
2023-06-23,2.07
