,MER PM Equity,MER PM Equity,MER PM Equity,MER PM Equity,MER PM Equity
2010-04-18,90.182,90.7,89.146,90.182,97370.0
2010-04-19,89.146,89.146,87.072,87.591,335200.0
2010-04-20,87.591,87.591,85.518,85.518,337630.0
2010-04-21,86.036,89.146,86.036,88.627,222550.0
2010-04-22,89.146,89.146,87.072,87.591,54830.0
2010-04-23,88.109,90.182,88.109,90.182,154280.0
2010-04-24,88.109,90.182,88.109,90.182,154280.0
2010-04-25,88.109,90.182,88.109,90.182,154280.0
2010-04-26,90.182,91.737,90.182,91.219,105140.0
2010-04-27,91.219,92.255,90.7,91.219,185270.0
2010-04-28,90.182,90.182,88.627,89.664,39170.0
2010-04-29,91.219,91.219,89.664,89.664,27550.0
2010-04-30,91.219,92.255,89.664,91.219,395540.0
2010-05-01,91.219,92.255,89.664,91.219,395540.0
2010-05-02,91.219,92.255,89.664,91.219,395540.0
2010-05-03,91.219,92.255,89.664,91.219,395540.0
2010-05-04,90.7,90.7,88.627,88.627,240530.0
2010-05-05,87.591,88.109,85.518,86.554,348230.0
2010-05-06,86.554,87.591,86.036,86.036,124250.0
2010-05-07,84.999,87.072,84.481,87.072,136280.0
2010-05-08,84.999,87.072,84.481,87.072,136280.0
2010-05-09,84.999,87.072,84.481,87.072,136280.0
2010-05-10,84.999,87.072,84.481,87.072,136280.0
2010-05-11,90.7,90.7,88.627,89.664,192350.0
2010-05-12,90.182,90.182,88.109,88.627,128430.0
2010-05-13,88.627,90.182,88.627,89.146,44990.0
2010-05-14,89.146,89.146,86.554,86.554,96640.0
2010-05-15,89.146,89.146,86.554,86.554,96640.0
2010-05-16,89.146,89.146,86.554,86.554,96640.0
2010-05-17,87.072,88.627,86.036,86.554,311600.0
2010-05-18,86.554,88.109,84.999,86.036,139590.0
2010-05-19,86.036,86.036,84.999,85.518,37790.0
2010-05-20,82.926,86.036,82.926,84.999,227360.0
2010-05-21,83.963,84.481,83.963,84.481,125140.0
2010-05-22,83.963,84.481,83.963,84.481,125140.0
2010-05-23,83.963,84.481,83.963,84.481,125140.0
2010-05-24,84.481,87.591,84.481,87.591,495570.0
2010-05-25,87.591,88.627,85.518,87.072,100360.0
2010-05-26,87.072,91.219,87.072,91.219,344070.0
2010-05-27,91.219,91.219,88.109,88.109,253380.0
2010-05-28,90.182,91.219,89.146,90.182,371700.0
2010-05-29,90.182,91.219,89.146,90.182,371700.0
2010-05-30,90.182,91.219,89.146,90.182,371700.0
2010-05-31,88.109,93.292,88.109,92.774,459900.0
2010-06-01,92.774,93.81,91.219,92.774,287560.0
2010-06-02,91.737,94.328,91.737,91.737,248350.0
2010-06-03,93.292,99.511,91.737,99.511,816690.0
2010-06-04,99.511,102.103,99.511,99.511,1066650.0
2010-06-05,99.511,102.103,99.511,99.511,1066650.0
2010-06-06,99.511,102.103,99.511,99.511,1066650.0
2010-06-07,97.438,97.438,95.883,95.883,642040.0
2010-06-08,95.883,100.548,94.847,100.03,600510.0
2010-06-09,101.066,101.066,97.956,98.993,563420.0
2010-06-10,97.956,97.956,97.438,97.956,357650.0
2010-06-11,99.511,100.548,97.956,97.956,293860.0
2010-06-12,99.511,100.548,97.956,97.956,293860.0
2010-06-13,99.511,100.548,97.956,97.956,293860.0
2010-06-14,99.511,100.548,97.956,97.956,293860.0
2010-06-15,98.475,99.511,97.956,97.956,216640.0
2010-06-16,98.475,99.511,97.438,97.956,107130.0
2010-06-17,97.956,97.956,96.402,96.402,147670.0
2010-06-18,96.92,99.511,95.883,96.92,238220.0
2010-06-19,96.92,99.511,95.883,96.92,238220.0
2010-06-20,96.92,99.511,95.883,96.92,238220.0
2010-06-21,96.92,98.475,96.92,97.438,125450.0
2010-06-22,97.438,97.438,96.402,96.402,168290.0
2010-06-23,95.883,98.475,95.365,97.956,278250.0
2010-06-24,96.92,97.438,96.92,96.92,48310.0
2010-06-25,97.956,98.475,96.402,97.956,231400.0
2010-06-26,97.956,98.475,96.402,97.956,231400.0
2010-06-27,97.956,98.475,96.402,97.956,231400.0
2010-06-28,97.956,98.475,97.438,97.438,51080.0
2010-06-29,97.438,97.956,96.402,96.402,165050.0
2010-06-30,97.438,97.956,96.402,96.402,165050.0
2010-07-01,96.402,96.402,94.847,94.847,196810.0
2010-07-02,94.847,96.402,93.81,93.81,269040.0
2010-07-03,94.847,96.402,93.81,93.81,269040.0
2010-07-04,94.847,96.402,93.81,93.81,269040.0
2010-07-05,93.81,94.328,92.774,93.81,169710.0
2010-07-06,93.81,95.883,92.774,95.883,113840.0
2010-07-07,94.328,96.402,94.328,95.883,114880.0
2010-07-08,95.883,100.548,95.883,98.475,398540.0
2010-07-09,98.993,99.511,97.956,99.511,192750.0
2010-07-10,98.993,99.511,97.956,99.511,192750.0
2010-07-11,98.993,99.511,97.956,99.511,192750.0
2010-07-12,98.475,99.511,98.475,98.993,38780.0
2010-07-13,98.993,98.993,97.956,98.475,133200.0
2010-07-14,98.475,98.993,98.475,98.475,35970.0
2010-07-15,97.956,98.993,97.956,98.475,145220.0
2010-07-16,98.475,98.475,97.438,97.438,51090.0
2010-07-17,98.475,98.475,97.438,97.438,51090.0
2010-07-18,98.475,98.475,97.438,97.438,51090.0
2010-07-19,96.92,96.92,95.883,96.402,88230.0
2010-07-20,96.402,96.402,95.365,95.365,68470.0
2010-07-21,95.883,96.92,95.365,96.402,243350.0
2010-07-22,94.847,96.402,94.847,95.883,55670.0
2010-07-23,95.883,96.402,94.328,94.328,153360.0
2010-07-24,95.883,96.402,94.328,94.328,153360.0
2010-07-25,95.883,96.402,94.328,94.328,153360.0
2010-07-26,85.518,94.328,85.518,92.774,78120.0
2010-07-27,93.862,97.49,93.862,97.438,181940.0
2010-07-28,97.956,97.956,96.661,97.023,49470.0
2010-07-29,96.402,96.92,95.883,96.92,222060.0
2010-07-30,96.142,96.298,95.883,96.246,105710.0
2010-07-31,96.142,96.298,95.883,96.246,105710.0
2010-08-01,96.142,96.298,95.883,96.246,105710.0
2010-08-02,96.402,96.402,95.883,95.883,246150.0
2010-08-03,95.883,95.883,95.624,95.883,59650.0
2010-08-04,94.328,95.935,94.328,95.883,187790.0
2010-08-05,95.883,97.438,94.639,96.402,43720.0
2010-08-06,96.402,96.402,95.883,96.402,43920.0
2010-08-07,96.402,96.402,95.883,96.402,43920.0
2010-08-08,96.402,96.402,95.883,96.402,43920.0
2010-08-09,96.402,96.92,95.883,96.764,75900.0
2010-08-10,96.764,96.764,95.883,95.883,98850.0
2010-08-11,94.847,94.847,94.328,94.588,93780.0
2010-08-12,94.328,94.328,93.862,94.328,53490.0
2010-08-13,94.328,94.328,93.862,94.121,36560.0
2010-08-14,94.328,94.328,93.862,94.121,36560.0
2010-08-15,94.328,94.328,93.862,94.121,36560.0
2010-08-16,93.81,93.81,93.551,93.603,51260.0
2010-08-17,93.551,93.706,93.344,93.344,86030.0
2010-08-18,94.605,95.131,94.079,94.605,102240.0
2010-08-19,94.605,94.605,94.342,94.447,68760.0
2010-08-20,94.447,94.552,93.554,93.554,195620.0
2010-08-21,94.447,94.552,93.554,93.554,195620.0
2010-08-22,94.447,94.552,93.554,93.554,195620.0
2010-08-23,93.554,94.079,93.028,93.449,165430.0
2010-08-24,93.239,93.239,89.875,89.875,185380.0
2010-08-25,91.452,93.133,90.4,92.503,134310.0
2010-08-26,93.554,95.131,93.291,94.079,190860.0
2010-08-27,91.977,94.605,91.977,92.503,128900.0
2010-08-28,91.977,94.605,91.977,92.503,128900.0
2010-08-29,91.977,94.605,91.977,92.503,128900.0
2010-08-30,91.977,94.605,91.977,92.503,128900.0
2010-08-31,92.503,94.079,92.503,94.079,73240.0
2010-09-01,94.079,97.233,93.028,97.233,157450.0
2010-09-02,97.233,97.233,95.131,97.128,195940.0
2010-09-03,96.707,97.759,95.131,97.128,243150.0
2010-09-04,96.707,97.759,95.131,97.128,243150.0
2010-09-05,96.707,97.759,95.131,97.128,243150.0
2010-09-06,97.128,97.128,95.656,96.024,276460.0
2010-09-07,94.868,96.97,94.29,96.97,340010.0
2010-09-08,95.919,100.807,95.919,100.807,350270.0
2010-09-09,98.81,100.281,98.81,100.281,338740.0
2010-09-10,98.81,100.281,98.81,100.281,338740.0
2010-09-11,98.81,100.281,98.81,100.281,338740.0
2010-09-12,98.81,100.281,98.81,100.281,338740.0
2010-09-13,100.386,104.066,100.386,104.066,568420.0
2010-09-14,104.644,107.745,101.963,104.591,592760.0
2010-09-15,104.644,108.796,104.644,107.219,609910.0
2010-09-16,107.745,112.475,107.745,111.424,496430.0
2010-09-17,111.424,111.949,105.117,105.117,736250.0
2010-09-18,111.424,111.949,105.117,105.117,736250.0
2010-09-19,111.424,111.949,105.117,105.117,736250.0
2010-09-20,107.745,110.898,107.745,109.952,341520.0
2010-09-21,109.952,113.526,109.952,113.0,393920.0
2010-09-22,113.526,115.103,109.321,113.0,302900.0
2010-09-23,114.052,114.052,110.898,111.424,161540.0
2010-09-24,110.373,113.526,109.321,113.526,210110.0
2010-09-25,110.373,113.526,109.321,113.526,210110.0
2010-09-26,110.373,113.526,109.321,113.526,210110.0
2010-09-27,114.577,114.577,112.475,114.472,400820.0
2010-09-28,113.0,115.628,113.0,115.628,434790.0
2010-09-29,115.628,118.256,115.628,118.256,553350.0
2010-09-30,118.256,122.461,115.103,118.256,416620.0
2010-10-01,115.628,120.359,115.628,120.359,235250.0
2010-10-02,115.628,120.359,115.628,120.359,235250.0
2010-10-03,115.628,120.359,115.628,120.359,235250.0
2010-10-04,120.884,123.512,120.359,123.407,654690.0
2010-10-05,123.512,124.038,120.884,120.884,404470.0
2010-10-06,121.41,122.987,119.833,119.833,244910.0
2010-10-07,121.935,121.935,117.731,118.046,418180.0
2010-10-08,118.256,118.256,116.89,118.046,213330.0
2010-10-09,118.256,118.256,116.89,118.046,213330.0
2010-10-10,118.256,118.256,116.89,118.046,213330.0
2010-10-11,118.046,119.307,116.154,116.68,96750.0
2010-10-12,116.574,116.574,112.685,113.0,235570.0
2010-10-13,113.0,116.154,113.0,116.154,208380.0
2010-10-14,116.364,119.307,116.154,116.68,272880.0
2010-10-15,118.256,118.256,114.052,114.052,237380.0
2010-10-16,118.256,118.256,114.052,114.052,237380.0
2010-10-17,118.256,118.256,114.052,114.052,237380.0
2010-10-18,114.577,114.577,113.106,114.577,149430.0
2010-10-19,114.577,114.577,109.847,110.898,247190.0
2010-10-20,110.898,112.475,108.27,108.27,189890.0
2010-10-21,109.637,114.577,109.637,114.472,253910.0
2010-10-22,114.577,118.256,114.577,118.256,360130.0
2010-10-23,114.577,118.256,114.577,118.256,360130.0
2010-10-24,114.577,118.256,114.577,118.256,360130.0
2010-10-25,114.577,118.256,114.577,118.256,360130.0
2010-10-26,118.256,118.782,115.628,117.626,237800.0
2010-10-27,118.782,118.887,117.626,118.256,138160.0
2010-10-28,118.256,118.256,114.052,114.052,282790.0
2010-10-29,114.052,116.154,111.949,116.154,206330.0
2010-10-30,114.052,116.154,111.949,116.154,206330.0
2010-10-31,114.052,116.154,111.949,116.154,206330.0
2010-11-01,114.052,116.154,111.949,116.154,206330.0
2010-11-02,115.628,116.68,115.103,116.154,145600.0
2010-11-03,116.154,116.574,115.628,116.574,148570.0
2010-11-04,116.68,118.572,116.574,118.046,215590.0
2010-11-05,117.941,119.097,117.731,117.941,268760.0
2010-11-06,117.941,119.097,117.731,117.941,268760.0
2010-11-07,117.941,119.097,117.731,117.941,268760.0
2010-11-08,117.731,117.731,115.628,115.628,57060.0
2010-11-09,115.628,117.205,115.628,116.364,179530.0
2010-11-10,115.628,115.628,110.898,113.0,331410.0
2010-11-11,108.796,108.796,103.96,104.066,721540.0
2010-11-12,103.54,103.54,101.49,103.54,227180.0
2010-11-13,103.54,103.54,101.49,103.54,227180.0
2010-11-14,103.54,103.54,101.49,103.54,227180.0
2010-11-15,103.54,107.219,102.489,105.012,248120.0
2010-11-16,103.54,107.219,102.489,105.012,248120.0
2010-11-17,104.959,104.959,99.861,99.913,705670.0
2010-11-18,100.124,100.124,97.759,98.284,405330.0
2010-11-19,99.335,102.489,98.284,100.386,494490.0
2010-11-20,99.335,102.489,98.284,100.386,494490.0
2010-11-21,99.335,102.489,98.284,100.386,494490.0
2010-11-22,101.438,103.014,100.912,101.963,346830.0
2010-11-23,101.963,103.435,100.649,103.435,284530.0
2010-11-24,102.699,103.014,101.963,101.963,352840.0
2010-11-25,101.963,101.963,98.284,98.284,798670.0
2010-11-26,98.547,98.547,89.349,91.977,1870990.0
2010-11-27,98.547,98.547,89.349,91.977,1870990.0
2010-11-28,98.547,98.547,89.349,91.977,1870990.0
2010-11-29,98.547,98.547,89.349,91.977,1870990.0
2010-11-30,91.977,95.131,91.872,93.922,1801830.0
2010-12-01,94.079,94.079,92.503,92.503,1548030.0
2010-12-02,94.027,95.656,93.817,95.131,2725070.0
2010-12-03,96.182,97.759,95.131,95.761,1576360.0
2010-12-04,96.182,97.759,95.131,95.761,1576360.0
2010-12-05,96.182,97.759,95.131,95.761,1576360.0
2010-12-06,97.759,101.963,96.234,101.963,3132520.0
2010-12-07,102.489,106.693,102.489,106.063,2269880.0
2010-12-08,107.219,110.373,106.693,106.693,872700.0
2010-12-09,106.168,107.534,103.54,105.117,782120.0
2010-12-10,105.117,105.117,100.386,101.49,521490.0
2010-12-11,105.117,105.117,100.386,101.49,521490.0
2010-12-12,105.117,105.117,100.386,101.49,521490.0
2010-12-13,103.014,103.014,99.913,100.965,140320.0
2010-12-14,102.489,104.328,101.858,103.067,618960.0
2010-12-15,103.54,104.066,100.386,102.489,202910.0
2010-12-16,102.489,102.489,98.81,100.281,341630.0
2010-12-17,100.386,102.226,100.386,100.965,322720.0
2010-12-18,100.386,102.226,100.386,100.965,322720.0
2010-12-19,100.386,102.226,100.386,100.965,322720.0
2010-12-20,101.385,103.54,101.017,102.752,541860.0
2010-12-21,103.277,106.273,103.277,105.117,441530.0
2010-12-22,104.746,105.275,103.371,103.424,291420.0
2010-12-23,103.53,105.804,103.53,105.804,155930.0
2010-12-24,103.53,105.804,103.53,105.804,155930.0
2010-12-25,103.53,105.804,103.53,105.804,155930.0
2010-12-26,103.53,105.804,103.53,105.804,155930.0
2010-12-27,103.53,105.804,103.53,105.804,155930.0
2010-12-28,106.862,109.19,106.862,108.979,517560.0
2010-12-29,110.248,116.914,110.248,116.914,1138500.0
2010-12-30,117.443,121.675,117.443,120.617,1555250.0
2010-12-31,117.443,121.675,117.443,120.617,1555250.0
2011-01-01,117.443,121.675,117.443,120.617,1555250.0
2011-01-02,117.443,121.675,117.443,120.617,1555250.0
2011-01-03,121.675,129.928,121.675,129.61,1435340.0
2011-01-04,133.314,136.488,126.965,130.668,1758620.0
2011-01-05,129.61,130.563,124.32,128.023,1120870.0
2011-01-06,128.023,131.727,128.023,129.928,1185670.0
2011-01-07,129.61,133.843,128.341,131.197,988060.0
2011-01-08,129.61,133.843,128.341,131.197,988060.0
2011-01-09,129.61,133.843,128.341,131.197,988060.0
2011-01-10,131.197,132.256,128.552,128.764,477450.0
2011-01-11,129.399,137.546,126.436,137.546,1861700.0
2011-01-12,140.72,154.474,140.72,153.416,2431660.0
2011-01-13,156.062,158.495,145.164,148.973,1957760.0
2011-01-14,145.481,145.587,137.652,141.461,1726280.0
2011-01-15,145.481,145.587,137.652,141.461,1726280.0
2011-01-16,145.481,145.587,137.652,141.461,1726280.0
2011-01-17,140.72,150.242,137.546,148.126,1327110.0
2011-01-18,148.126,151.829,139.979,140.72,1140990.0
2011-01-19,140.72,147.915,133.314,144.952,1067720.0
2011-01-20,144.423,144.423,139.662,140.826,564360.0
2011-01-21,140.191,141.249,135.959,139.133,693990.0
2011-01-22,140.191,141.249,135.959,139.133,693990.0
2011-01-23,140.191,141.249,135.959,139.133,693990.0
2011-01-24,138.604,147.068,137.546,143.894,1093320.0
2011-01-25,148.126,148.655,141.778,146.01,749270.0
2011-01-26,146.01,146.01,130.668,143.894,3041010.0
2011-01-27,142.307,142.836,132.256,132.256,993870.0
2011-01-28,131.303,132.256,121.675,122.204,1590930.0
2011-01-29,131.303,132.256,121.675,122.204,1590930.0
2011-01-30,131.303,132.256,121.675,122.204,1590930.0
2011-01-31,121.569,121.569,112.682,113.74,1120260.0
2011-02-01,116.385,120.617,114.586,117.126,808020.0
2011-02-02,120.617,122.733,119.559,121.675,794900.0
2011-02-03,121.675,124.32,118.501,118.501,507600.0
2011-02-04,118.501,119.03,116.385,117.443,110850.0
2011-02-05,118.501,119.03,116.385,117.443,110850.0
2011-02-06,118.501,119.03,116.385,117.443,110850.0
2011-02-07,117.443,120.934,116.385,120.934,149990.0
2011-02-08,120.617,121.04,118.501,120.088,205720.0
2011-02-09,120.194,123.262,119.03,120.088,264280.0
2011-02-10,120.088,120.088,114.269,115.856,504690.0
2011-02-11,115.856,116.173,113.211,114.692,415380.0
2011-02-12,115.856,116.173,113.211,114.692,415380.0
2011-02-13,115.856,116.173,113.211,114.692,415380.0
2011-02-14,115.856,118.184,114.798,116.914,167600.0
2011-02-15,116.914,117.443,114.798,116.385,221900.0
2011-02-16,116.385,121.675,115.856,120.088,257950.0
2011-02-17,120.617,123.791,120.617,122.204,223460.0
2011-02-18,122.204,125.907,122.204,125.907,423440.0
2011-02-19,122.204,125.907,122.204,125.907,423440.0
2011-02-20,122.204,125.907,122.204,125.907,423440.0
2011-02-21,125.696,125.696,116.491,122.733,193350.0
2011-02-22,121.675,121.675,118.501,119.03,168210.0
2011-02-23,116.491,119.665,116.491,118.501,242800.0
2011-02-24,116.491,118.501,116.491,117.126,366580.0
2011-02-25,117.231,126.436,117.231,125.907,560560.0
2011-02-26,117.231,126.436,117.231,125.907,560560.0
2011-02-27,117.231,126.436,117.231,125.907,560560.0
2011-02-28,125.907,125.907,119.665,122.204,543200.0
2011-03-01,124.32,125.378,123.156,123.791,139330.0
2011-03-02,121.675,122.204,120.617,121.675,283630.0
2011-03-03,122.204,125.378,122.204,122.204,263110.0
2011-03-04,125.272,125.272,121.675,121.675,177360.0
2011-03-05,125.272,125.272,121.675,121.675,177360.0
2011-03-06,125.272,125.272,121.675,121.675,177360.0
2011-03-07,123.051,124.849,121.675,121.675,186700.0
2011-03-08,121.887,123.791,121.887,121.887,140630.0
2011-03-09,123.368,123.368,121.781,122.31,151370.0
2011-03-10,122.733,123.262,121.569,123.262,135370.0
2011-03-11,121.675,122.204,120.617,121.569,85040.0
2011-03-12,121.675,122.204,120.617,121.569,85040.0
2011-03-13,121.675,122.204,120.617,121.569,85040.0
2011-03-14,121.569,121.675,119.453,121.675,64370.0
2011-03-15,121.675,122.204,119.03,119.03,325000.0
2011-03-16,119.559,120.194,119.03,119.559,146400.0
2011-03-17,119.03,119.03,116.491,117.231,118820.0
2011-03-18,117.126,119.559,117.126,119.559,96280.0
2011-03-19,117.126,119.559,117.126,119.559,96280.0
2011-03-20,117.126,119.559,117.126,119.559,96280.0
2011-03-21,119.559,119.559,118.184,119.03,37750.0
2011-03-22,119.242,119.347,117.972,119.03,125030.0
2011-03-23,119.378,119.913,118.736,119.913,63710.0
2011-03-24,120.342,123.018,119.699,123.018,134500.0
2011-03-25,123.125,133.832,123.125,133.082,700010.0
2011-03-26,123.125,133.832,123.125,133.082,700010.0
2011-03-27,123.125,133.832,123.125,133.082,700010.0
2011-03-28,133.296,139.078,133.296,138.114,659600.0
2011-03-29,138.114,138.114,131.583,132.012,347040.0
2011-03-30,132.226,136.187,132.226,135.438,237010.0
2011-03-31,136.508,138.65,135.224,138.114,743530.0
2011-04-01,136.508,143.682,136.08,141.862,830230.0
2011-04-02,136.508,143.682,136.08,141.862,830230.0
2011-04-03,136.508,143.682,136.08,141.862,830230.0
2011-04-04,141.862,143.468,140.577,140.791,220190.0
2011-04-05,140.791,140.791,136.508,139.185,164630.0
2011-04-06,139.185,141.112,138.971,139.292,275480.0
2011-04-07,139.292,139.399,136.401,139.185,190260.0
2011-04-08,138.65,139.078,136.937,139.078,176090.0
2011-04-09,138.65,139.078,136.937,139.078,176090.0
2011-04-10,138.65,139.078,136.937,139.078,176090.0
2011-04-11,138.864,138.864,133.832,134.902,196730.0
2011-04-12,134.367,134.367,130.085,132.119,114600.0
2011-04-13,131.155,131.583,129.549,131.155,344080.0
2011-04-14,131.262,133.189,130.085,131.048,83410.0
2011-04-15,130.941,131.691,129.549,130.62,184000.0
2011-04-16,130.941,131.691,129.549,130.62,184000.0
2011-04-17,130.941,131.691,129.549,130.62,184000.0
2011-04-18,129.014,130.513,128.586,129.014,132060.0
2011-04-19,129.014,129.549,125.802,125.802,268810.0
2011-04-20,125.909,129.014,125.909,128.157,195500.0
2011-04-21,125.909,129.014,125.909,128.157,195500.0
2011-04-22,125.909,129.014,125.909,128.157,195500.0
2011-04-23,125.909,129.014,125.909,128.157,195500.0
2011-04-24,125.909,129.014,125.909,128.157,195500.0
2011-04-25,128.479,135.866,128.479,134.902,209780.0
2011-04-26,135.331,135.759,131.691,135.117,199650.0
2011-04-27,135.117,135.224,133.832,133.832,115850.0
2011-04-28,133.832,133.939,132.44,133.082,73540.0
2011-04-29,132.226,132.226,130.62,131.155,104370.0
2011-04-30,132.226,132.226,130.62,131.155,104370.0
2011-05-01,132.226,132.226,130.62,131.155,104370.0
2011-05-02,131.262,133.832,131.262,133.832,73330.0
2011-05-03,133.296,133.296,131.155,131.583,65460.0
2011-05-04,131.691,132.119,129.014,129.014,108960.0
2011-05-05,129.442,130.62,128.05,128.479,102930.0
2011-05-06,128.479,128.479,126.337,126.444,137780.0
2011-05-07,128.479,128.479,126.337,126.444,137780.0
2011-05-08,128.479,128.479,126.337,126.444,137780.0
2011-05-09,127.408,133.082,127.408,133.082,55500.0
