,APL PA Equity
2010-04-13,44.9517
2010-04-14,44.9517
2010-04-15,44.9517
2010-04-16,44.9517
2010-04-17,44.9517
2010-04-18,44.9517
2010-04-19,44.9517
2010-04-20,44.9517
2010-04-21,44.9517
2010-04-22,44.9517
2010-04-23,44.9517
2010-04-24,44.9517
2010-04-25,44.9517
2010-04-26,44.9517
2010-04-27,44.9517
2010-04-28,44.9517
2010-04-29,44.9517
2010-04-30,44.9517
2010-05-01,44.9517
2010-05-02,44.9517
2010-05-03,44.9517
2010-05-04,44.9517
2010-05-05,44.9517
2010-05-06,44.9517
2010-05-07,44.9517
2010-05-08,44.9517
2010-05-09,44.9517
2010-05-10,44.9517
2010-05-11,44.9517
2010-05-12,44.9517
2010-05-13,44.9517
2010-05-14,44.9517
2010-05-15,44.9517
2010-05-16,44.9517
2010-05-17,44.9517
2010-05-18,44.9517
2010-05-19,44.9517
2010-05-20,44.9517
2010-05-21,44.9517
2010-05-22,44.9517
2010-05-23,44.9517
2010-05-24,44.9517
2010-05-25,44.9517
2010-05-26,44.9517
2010-05-27,44.9517
2010-05-28,44.9517
2010-05-29,44.9517
2010-05-30,44.9517
2010-05-31,44.9517
2010-06-01,44.9517
2010-06-02,44.9517
2010-06-03,44.9517
2010-06-04,44.9517
2010-06-05,44.9517
2010-06-06,44.9517
2010-06-07,44.9517
2010-06-08,44.9517
2010-06-09,44.9517
2010-06-10,44.9517
2010-06-11,44.9517
2010-06-12,44.9517
2010-06-13,44.9517
2010-06-14,44.9517
2010-06-15,44.9517
2010-06-16,44.9517
2010-06-17,44.9517
2010-06-18,44.9517
2010-06-19,44.9517
2010-06-20,44.9517
2010-06-21,44.9517
2010-06-22,44.9517
2010-06-23,44.9517
2010-06-24,44.9517
2010-06-25,44.9517
2010-06-26,44.9517
2010-06-27,44.9517
2010-06-28,44.9517
2010-06-29,44.9517
2010-06-30,44.051
2010-07-01,44.051
2010-07-02,44.051
2010-07-03,44.051
2010-07-04,44.051
2010-07-05,44.051
2010-07-06,44.051
2010-07-07,44.051
2010-07-08,44.051
2010-07-09,44.051
2010-07-10,44.051
2010-07-11,44.051
2010-07-12,44.051
2010-07-13,44.051
2010-07-14,44.051
2010-07-15,44.051
2010-07-16,44.051
2010-07-17,44.051
2010-07-18,44.051
2010-07-19,44.051
2010-07-20,44.051
2010-07-21,44.051
2010-07-22,44.051
2010-07-23,44.051
2010-07-24,44.051
2010-07-25,44.051
2010-07-26,44.051
2010-07-27,44.051
2010-07-28,44.051
2010-07-29,44.051
2010-07-30,44.051
2010-07-31,44.051
2010-08-01,44.051
2010-08-02,44.051
2010-08-03,44.051
2010-08-04,44.051
2010-08-05,44.051
2010-08-06,44.051
2010-08-07,44.051
2010-08-08,44.051
2010-08-09,44.051
2010-08-10,44.051
2010-08-11,44.051
2010-08-12,44.051
2010-08-13,44.051
2010-08-14,44.051
2010-08-15,44.051
2010-08-16,44.051
2010-08-17,44.051
2010-08-18,44.051
2010-08-19,44.051
2010-08-20,44.051
2010-08-21,44.051
2010-08-22,44.051
2010-08-23,44.051
2010-08-24,44.051
2010-08-25,44.051
2010-08-26,44.051
2010-08-27,44.051
2010-08-28,44.051
2010-08-29,44.051
2010-08-30,44.051
2010-08-31,44.051
2010-09-01,44.051
2010-09-02,44.051
2010-09-03,44.051
2010-09-04,44.051
2010-09-05,44.051
2010-09-06,44.051
2010-09-07,44.051
2010-09-08,44.051
2010-09-09,44.051
2010-09-10,44.051
2010-09-11,44.051
2010-09-12,44.051
2010-09-13,44.051
2010-09-14,44.051
2010-09-15,44.051
2010-09-16,44.051
2010-09-17,44.051
2010-09-18,44.051
2010-09-19,44.051
2010-09-20,44.051
2010-09-21,44.051
2010-09-22,44.051
2010-09-23,44.051
2010-09-24,44.051
2010-09-25,44.051
2010-09-26,44.051
2010-09-27,44.051
2010-09-28,44.051
2010-09-29,44.051
2010-09-30,43.7878
2010-10-01,43.7878
2010-10-02,43.7878
2010-10-03,43.7878
2010-10-04,43.7878
2010-10-05,43.7878
2010-10-06,43.7878
2010-10-07,43.7878
2010-10-08,43.7878
2010-10-09,43.7878
2010-10-10,43.7878
2010-10-11,43.7878
2010-10-12,43.7878
2010-10-13,43.7878
2010-10-14,43.7878
2010-10-15,43.7878
2010-10-16,43.7878
2010-10-17,43.7878
2010-10-18,43.7878
2010-10-19,43.7878
2010-10-20,43.7878
2010-10-21,43.7878
2010-10-22,43.7878
2010-10-23,43.7878
2010-10-24,43.7878
2010-10-25,43.7878
2010-10-26,43.7878
2010-10-27,43.7878
2010-10-28,43.7878
2010-10-29,43.7878
2010-10-30,43.7878
2010-10-31,43.7878
2010-11-01,43.7878
2010-11-02,43.7878
2010-11-03,43.7878
2010-11-04,43.7878
2010-11-05,43.7878
2010-11-06,43.7878
2010-11-07,43.7878
2010-11-08,43.7878
2010-11-09,43.7878
2010-11-10,43.7878
2010-11-11,43.7878
2010-11-12,43.7878
2010-11-13,43.7878
2010-11-14,43.7878
2010-11-15,43.7878
2010-11-16,43.7878
2010-11-17,43.7878
2010-11-18,43.7878
2010-11-19,43.7878
2010-11-20,43.7878
2010-11-21,43.7878
2010-11-22,43.7878
2010-11-23,43.7878
2010-11-24,43.7878
2010-11-25,43.7878
2010-11-26,43.7878
2010-11-27,43.7878
2010-11-28,43.7878
2010-11-29,43.7878
2010-11-30,43.7878
2010-12-01,43.7878
2010-12-02,43.7878
2010-12-03,43.7878
2010-12-04,43.7878
2010-12-05,43.7878
2010-12-06,43.7878
2010-12-07,43.7878
2010-12-08,43.7878
2010-12-09,43.7878
2010-12-10,43.7878
2010-12-11,43.7878
2010-12-12,43.7878
2010-12-13,43.7878
2010-12-14,43.7878
2010-12-15,43.7878
2010-12-16,43.7878
2010-12-17,43.7878
2010-12-18,43.7878
2010-12-19,43.7878
2010-12-20,43.7878
2010-12-21,43.7878
2010-12-22,43.7878
2010-12-23,43.7878
2010-12-24,43.7878
2010-12-25,43.7878
2010-12-26,43.7878
2010-12-27,43.7878
2010-12-28,43.7878
2010-12-29,43.7878
2010-12-30,43.7878
2010-12-31,43.8924
2011-01-01,43.8924
2011-01-02,43.8924
2011-01-03,43.8924
2011-01-04,43.8924
2011-01-05,43.8924
2011-01-06,43.8924
2011-01-07,43.8924
2011-01-08,43.8924
2011-01-09,43.8924
2011-01-10,43.8924
2011-01-11,43.8924
2011-01-12,43.8924
2011-01-13,43.8924
2011-01-14,43.8924
2011-01-15,43.8924
2011-01-16,43.8924
2011-01-17,43.8924
2011-01-18,43.8924
2011-01-19,43.8924
2011-01-20,43.8924
2011-01-21,43.8924
2011-01-22,43.8924
2011-01-23,43.8924
2011-01-24,43.8924
2011-01-25,43.8924
2011-01-26,43.8924
2011-01-27,43.8924
2011-01-28,43.8924
2011-01-29,43.8924
2011-01-30,43.8924
2011-01-31,43.8924
2011-02-01,43.8924
2011-02-02,43.8924
2011-02-03,43.8924
2011-02-04,43.8924
2011-02-05,43.8924
2011-02-06,43.8924
2011-02-07,43.8924
2011-02-08,43.8924
2011-02-09,43.8924
2011-02-10,43.8924
2011-02-11,43.8924
2011-02-12,43.8924
2011-02-13,43.8924
2011-02-14,43.8924
2011-02-15,43.8924
2011-02-16,43.8924
2011-02-17,43.8924
2011-02-18,43.8924
2011-02-19,43.8924
2011-02-20,43.8924
2011-02-21,43.8924
2011-02-22,43.8924
2011-02-23,43.8924
2011-02-24,43.8924
2011-02-25,43.8924
2011-02-26,43.8924
2011-02-27,43.8924
2011-02-28,43.8924
2011-03-01,43.8924
2011-03-02,43.8924
2011-03-03,43.8924
2011-03-04,43.8924
2011-03-05,43.8924
2011-03-06,43.8924
2011-03-07,43.8924
2011-03-08,43.8924
2011-03-09,43.8924
2011-03-10,43.8924
2011-03-11,43.8924
2011-03-12,43.8924
2011-03-13,43.8924
2011-03-14,43.8924
2011-03-15,43.8924
2011-03-16,43.8924
2011-03-17,43.8924
2011-03-18,43.8924
2011-03-19,43.8924
2011-03-20,43.8924
2011-03-21,43.8924
2011-03-22,43.8924
2011-03-23,43.8924
2011-03-24,43.8924
2011-03-25,43.8924
2011-03-26,43.8924
2011-03-27,43.8924
2011-03-28,43.8924
2011-03-29,43.8924
2011-03-30,43.8924
2011-03-31,44.6872
2011-04-01,44.6872
2011-04-02,44.6872
2011-04-03,44.6872
2011-04-04,44.6872
2011-04-05,44.6872
2011-04-06,44.6872
2011-04-07,44.6872
2011-04-08,44.6872
2011-04-09,44.6872
2011-04-10,44.6872
2011-04-11,44.6872
2011-04-12,44.6872
2011-04-13,44.6872
2011-04-14,44.6872
2011-04-15,44.6872
2011-04-16,44.6872
2011-04-17,44.6872
2011-04-18,44.6872
2011-04-19,44.6872
2011-04-20,44.6872
2011-04-21,44.6872
2011-04-22,44.6872
2011-04-23,44.6872
2011-04-24,44.6872
2011-04-25,44.6872
2011-04-26,44.6872
2011-04-27,44.6872
2011-04-28,44.6872
2011-04-29,44.6872
2011-04-30,44.6872
2011-05-01,44.6872
2011-05-02,44.6872
2011-05-03,44.6872
2011-05-04,44.6872
2011-05-05,44.6872
2011-05-06,44.6872
2011-05-07,44.6872
2011-05-08,44.6872
2011-05-09,44.6872
2011-05-10,44.6872
2011-05-11,44.6872
2011-05-12,44.6872
2011-05-13,44.6872
2011-05-14,44.6872
2011-05-15,44.6872
2011-05-16,44.6872
2011-05-17,44.6872
2011-05-18,44.6872
2011-05-19,44.6872
2011-05-20,44.6872
2011-05-21,44.6872
2011-05-22,44.6872
2011-05-23,44.6872
2011-05-24,44.6872
2011-05-25,44.6872
2011-05-26,44.6872
2011-05-27,44.6872
2011-05-28,44.6872
2011-05-29,44.6872
2011-05-30,44.6872
2011-05-31,44.6872
2011-06-01,44.6872
2011-06-02,44.6872
2011-06-03,44.6872
2011-06-04,44.6872
2011-06-05,44.6872
2011-06-06,44.6872
2011-06-07,44.6872
2011-06-08,44.6872
2011-06-09,44.6872
2011-06-10,44.6872
2011-06-11,44.6872
2011-06-12,44.6872
2011-06-13,44.6872
2011-06-14,44.6872
2011-06-15,44.6872
2011-06-16,44.6872
2011-06-17,44.6872
2011-06-18,44.6872
2011-06-19,44.6872
2011-06-20,44.6872
2011-06-21,44.6872
2011-06-22,44.6872
2011-06-23,44.6872
2011-06-24,44.6872
2011-06-25,44.6872
2011-06-26,44.6872
2011-06-27,44.6872
2011-06-28,44.6872
2011-06-29,44.6872
2011-06-30,40.9619
2011-07-01,40.9619
2011-07-02,40.9619
2011-07-03,40.9619
2011-07-04,40.9619
2011-07-05,40.9619
2011-07-06,40.9619
2011-07-07,40.9619
2011-07-08,40.9619
2011-07-09,40.9619
2011-07-10,40.9619
2011-07-11,40.9619
2011-07-12,40.9619
2011-07-13,40.9619
2011-07-14,40.9619
2011-07-15,40.9619
2011-07-16,40.9619
2011-07-17,40.9619
2011-07-18,40.9619
2011-07-19,40.9619
2011-07-20,40.9619
2011-07-21,40.9619
2011-07-22,40.9619
2011-07-23,40.9619
2011-07-24,40.9619
2011-07-25,40.9619
2011-07-26,40.9619
2011-07-27,40.9619
2011-07-28,40.9619
2011-07-29,40.9619
2011-07-30,40.9619
2011-07-31,40.9619
2011-08-01,40.9619
2011-08-02,40.9619
2011-08-03,40.9619
2011-08-04,40.9619
2011-08-05,40.9619
2011-08-06,40.9619
2011-08-07,40.9619
2011-08-08,40.9619
2011-08-09,40.9619
2011-08-10,40.9619
2011-08-11,40.9619
2011-08-12,40.9619
2011-08-13,40.9619
2011-08-14,40.9619
2011-08-15,40.9619
2011-08-16,40.9619
2011-08-17,40.9619
2011-08-18,40.9619
2011-08-19,40.9619
2011-08-20,40.9619
2011-08-21,40.9619
2011-08-22,40.9619
2011-08-23,40.9619
2011-08-24,40.9619
2011-08-25,40.9619
2011-08-26,40.9619
2011-08-27,40.9619
2011-08-28,40.9619
2011-08-29,40.9619
2011-08-30,40.9619
2011-08-31,40.9619
2011-09-01,40.9619
2011-09-02,40.9619
2011-09-03,40.9619
2011-09-04,40.9619
2011-09-05,40.9619
2011-09-06,40.9619
2011-09-07,40.9619
2011-09-08,40.9619
2011-09-09,40.9619
2011-09-10,40.9619
2011-09-11,40.9619
2011-09-12,40.9619
2011-09-13,40.9619
2011-09-14,40.9619
2011-09-15,40.9619
2011-09-16,40.9619
2011-09-17,40.9619
2011-09-18,40.9619
2011-09-19,40.9619
2011-09-20,40.9619
2011-09-21,40.9619
2011-09-22,40.9619
2011-09-23,40.9619
2011-09-24,40.9619
2011-09-25,40.9619
2011-09-26,40.9619
2011-09-27,40.9619
2011-09-28,40.9619
2011-09-29,40.9619
2011-09-30,39.1846
2011-10-01,39.1846
2011-10-02,39.1846
2011-10-03,39.1846
2011-10-04,39.1846
2011-10-05,39.1846
2011-10-06,39.1846
2011-10-07,39.1846
2011-10-08,39.1846
2011-10-09,39.1846
2011-10-10,39.1846
2011-10-11,39.1846
2011-10-12,39.1846
2011-10-13,39.1846
2011-10-14,39.1846
2011-10-15,39.1846
2011-10-16,39.1846
2011-10-17,39.1846
2011-10-18,39.1846
2011-10-19,39.1846
2011-10-20,39.1846
2011-10-21,39.1846
2011-10-22,39.1846
2011-10-23,39.1846
2011-10-24,39.1846
2011-10-25,39.1846
2011-10-26,39.1846
2011-10-27,39.1846
2011-10-28,39.1846
2011-10-29,39.1846
2011-10-30,39.1846
2011-10-31,39.1846
2011-11-01,39.1846
2011-11-02,39.1846
2011-11-03,39.1846
2011-11-04,39.1846
2011-11-05,39.1846
2011-11-06,39.1846
2011-11-07,39.1846
2011-11-08,39.1846
2011-11-09,39.1846
2011-11-10,39.1846
2011-11-11,39.1846
2011-11-12,39.1846
2011-11-13,39.1846
2011-11-14,39.1846
2011-11-15,39.1846
2011-11-16,39.1846
2011-11-17,39.1846
2011-11-18,39.1846
2011-11-19,39.1846
2011-11-20,39.1846
2011-11-21,39.1846
2011-11-22,39.1846
2011-11-23,39.1846
2011-11-24,39.1846
2011-11-25,39.1846
2011-11-26,39.1846
2011-11-27,39.1846
2011-11-28,39.1846
2011-11-29,39.1846
2011-11-30,39.1846
2011-12-01,39.1846
2011-12-02,39.1846
2011-12-03,39.1846
2011-12-04,39.1846
2011-12-05,39.1846
2011-12-06,39.1846
2011-12-07,39.1846
2011-12-08,39.1846
2011-12-09,39.1846
2011-12-10,39.1846
2011-12-11,39.1846
2011-12-12,39.1846
2011-12-13,39.1846
2011-12-14,39.1846
2011-12-15,39.1846
2011-12-16,39.1846
2011-12-17,39.1846
2011-12-18,39.1846
2011-12-19,39.1846
2011-12-20,39.1846
2011-12-21,39.1846
2011-12-22,39.1846
2011-12-23,39.1846
2011-12-24,39.1846
2011-12-25,39.1846
2011-12-26,39.1846
2011-12-27,39.1846
2011-12-28,39.1846
2011-12-29,39.1846
2011-12-30,39.1846
2011-12-31,43.9708
2012-01-01,43.9708
2012-01-02,43.9708
2012-01-03,43.9708
2012-01-04,43.9708
2012-01-05,43.9708
2012-01-06,43.9708
2012-01-07,43.9708
2012-01-08,43.9708
2012-01-09,43.9708
2012-01-10,43.9708
2012-01-11,43.9708
2012-01-12,43.9708
2012-01-13,43.9708
2012-01-14,43.9708
2012-01-15,43.9708
2012-01-16,43.9708
2012-01-17,43.9708
2012-01-18,43.9708
2012-01-19,43.9708
2012-01-20,43.9708
2012-01-21,43.9708
2012-01-22,43.9708
2012-01-23,43.9708
2012-01-24,43.9708
2012-01-25,43.9708
2012-01-26,43.9708
2012-01-27,43.9708
2012-01-28,43.9708
2012-01-29,43.9708
2012-01-30,43.9708
2012-01-31,43.9708
2012-02-01,43.9708
2012-02-02,43.9708
2012-02-03,43.9708
2012-02-04,43.9708
2012-02-05,43.9708
2012-02-06,43.9708
2012-02-07,43.9708
2012-02-08,43.9708
2012-02-09,43.9708
2012-02-10,43.9708
2012-02-11,43.9708
2012-02-12,43.9708
2012-02-13,43.9708
2012-02-14,43.9708
2012-02-15,43.9708
2012-02-16,43.9708
2012-02-17,43.9708
2012-02-18,43.9708
2012-02-19,43.9708
2012-02-20,43.9708
2012-02-21,43.9708
2012-02-22,43.9708
2012-02-23,43.9708
2012-02-24,43.9708
2012-02-25,43.9708
2012-02-26,43.9708
2012-02-27,43.9708
2012-02-28,43.9708
2012-02-29,43.9708
2012-03-01,43.9708
2012-03-02,43.9708
2012-03-03,43.9708
2012-03-04,43.9708
2012-03-05,43.9708
2012-03-06,43.9708
2012-03-07,43.9708
2012-03-08,43.9708
2012-03-09,43.9708
2012-03-10,43.9708
2012-03-11,43.9708
2012-03-12,43.9708
2012-03-13,43.9708
2012-03-14,43.9708
2012-03-15,43.9708
2012-03-16,43.9708
2012-03-17,43.9708
2012-03-18,43.9708
2012-03-19,43.9708
2012-03-20,43.9708
2012-03-21,43.9708
2012-03-22,43.9708
2012-03-23,43.9708
2012-03-24,43.9708
2012-03-25,43.9708
2012-03-26,43.9708
2012-03-27,43.9708
2012-03-28,43.9708
2012-03-29,43.9708
2012-03-30,43.9708
2012-03-31,43.3617
2012-04-01,43.3617
2012-04-02,43.3617
2012-04-03,43.3617
2012-04-04,43.3617
2012-04-05,43.3617
2012-04-06,43.3617
2012-04-07,43.3617
2012-04-08,43.3617
2012-04-09,43.3617
2012-04-10,43.3617
2012-04-11,43.3617
2012-04-12,43.3617
2012-04-13,43.3617
2012-04-14,43.3617
2012-04-15,43.3617
2012-04-16,43.3617
2012-04-17,43.3617
2012-04-18,43.3617
2012-04-19,43.3617
2012-04-20,43.3617
2012-04-21,43.3617
2012-04-22,43.3617
2012-04-23,43.3617
2012-04-24,43.3617
2012-04-25,43.3617
2012-04-26,43.3617
2012-04-27,43.3617
2012-04-28,43.3617
2012-04-29,43.3617
2012-04-30,43.3617
2012-05-01,43.3617
2012-05-02,43.3617
2012-05-03,43.3617
2012-05-04,43.3617
2012-05-05,43.3617
2012-05-06,43.3617
2012-05-07,43.3617
2012-05-08,43.3617
2012-05-09,43.3617
2012-05-10,43.3617
2012-05-11,43.3617
2012-05-12,43.3617
2012-05-13,43.3617
2012-05-14,43.3617
2012-05-15,43.3617
2012-05-16,43.3617
2012-05-17,43.3617
2012-05-18,43.3617
2012-05-19,43.3617
2012-05-20,43.3617
2012-05-21,43.3617
2012-05-22,43.3617
2012-05-23,43.3617
2012-05-24,43.3617
2012-05-25,43.3617
2012-05-26,43.3617
2012-05-27,43.3617
2012-05-28,43.3617
2012-05-29,43.3617
2012-05-30,43.3617
2012-05-31,43.3617
2012-06-01,43.3617
2012-06-02,43.3617
2012-06-03,43.3617
2012-06-04,43.3617
2012-06-05,43.3617
2012-06-06,43.3617
2012-06-07,43.3617
2012-06-08,43.3617
2012-06-09,43.3617
2012-06-10,43.3617
2012-06-11,43.3617
2012-06-12,43.3617
2012-06-13,43.3617
2012-06-14,43.3617
2012-06-15,43.3617
2012-06-16,43.3617
2012-06-17,43.3617
2012-06-18,43.3617
2012-06-19,43.3617
2012-06-20,43.3617
2012-06-21,43.3617
2012-06-22,43.3617
2012-06-23,43.3617
2012-06-24,43.3617
2012-06-25,43.3617
2012-06-26,43.3617
2012-06-27,43.3617
2012-06-28,43.3617
2012-06-29,43.3617
2012-06-30,34.4371
2012-07-01,34.4371
2012-07-02,34.4371
2012-07-03,34.4371
2012-07-04,34.4371
2012-07-05,34.4371
2012-07-06,34.4371
2012-07-07,34.4371
2012-07-08,34.4371
2012-07-09,34.4371
2012-07-10,34.4371
2012-07-11,34.4371
2012-07-12,34.4371
2012-07-13,34.4371
2012-07-14,34.4371
2012-07-15,34.4371
2012-07-16,34.4371
2012-07-17,34.4371
2012-07-18,34.4371
2012-07-19,34.4371
2012-07-20,34.4371
2012-07-21,34.4371
2012-07-22,34.4371
2012-07-23,34.4371
2012-07-24,34.4371
2012-07-25,34.4371
2012-07-26,34.4371
2012-07-27,34.4371
2012-07-28,34.4371
2012-07-29,34.4371
2012-07-30,34.4371
2012-07-31,34.4371
2012-08-01,34.4371
2012-08-02,34.4371
2012-08-03,34.4371
2012-08-04,34.4371
2012-08-05,34.4371
2012-08-06,34.4371
2012-08-07,34.4371
2012-08-08,34.4371
2012-08-09,34.4371
2012-08-10,34.4371
2012-08-11,34.4371
2012-08-12,34.4371
2012-08-13,34.4371
2012-08-14,34.4371
2012-08-15,34.4371
2012-08-16,34.4371
2012-08-17,34.4371
2012-08-18,34.4371
2012-08-19,34.4371
2012-08-20,34.4371
2012-08-21,34.4371
2012-08-22,34.4371
2012-08-23,34.4371
2012-08-24,34.4371
2012-08-25,34.4371
2012-08-26,34.4371
2012-08-27,34.4371
2012-08-28,34.4371
2012-08-29,34.4371
2012-08-30,34.4371
2012-08-31,34.4371
2012-09-01,34.4371
2012-09-02,34.4371
2012-09-03,34.4371
2012-09-04,34.4371
2012-09-05,34.4371
2012-09-06,34.4371
2012-09-07,34.4371
2012-09-08,34.4371
2012-09-09,34.4371
2012-09-10,34.4371
2012-09-11,34.4371
2012-09-12,34.4371
2012-09-13,34.4371
2012-09-14,34.4371
2012-09-15,34.4371
2012-09-16,34.4371
2012-09-17,34.4371
2012-09-18,34.4371
2012-09-19,34.4371
2012-09-20,34.4371
2012-09-21,34.4371
2012-09-22,34.4371
2012-09-23,34.4371
2012-09-24,34.4371
2012-09-25,34.4371
2012-09-26,34.4371
2012-09-27,34.4371
2012-09-28,34.4371
2012-09-29,34.4371
2012-09-30,32.6452
2012-10-01,32.6452
2012-10-02,32.6452
2012-10-03,32.6452
2012-10-04,32.6452
2012-10-05,32.6452
2012-10-06,32.6452
2012-10-07,32.6452
2012-10-08,32.6452
2012-10-09,32.6452
2012-10-10,32.6452
2012-10-11,32.6452
2012-10-12,32.6452
2012-10-13,32.6452
2012-10-14,32.6452
2012-10-15,32.6452
2012-10-16,32.6452
2012-10-17,32.6452
2012-10-18,32.6452
2012-10-19,32.6452
2012-10-20,32.6452
2012-10-21,32.6452
2012-10-22,32.6452
2012-10-23,32.6452
2012-10-24,32.6452
2012-10-25,32.6452
2012-10-26,32.6452
2012-10-27,32.6452
2012-10-28,32.6452
2012-10-29,32.6452
2012-10-30,32.6452
2012-10-31,32.6452
2012-11-01,32.6452
2012-11-02,32.6452
2012-11-03,32.6452
2012-11-04,32.6452
2012-11-05,32.6452
2012-11-06,32.6452
2012-11-07,32.6452
2012-11-08,32.6452
2012-11-09,32.6452
2012-11-10,32.6452
2012-11-11,32.6452
2012-11-12,32.6452
2012-11-13,32.6452
2012-11-14,32.6452
2012-11-15,32.6452
2012-11-16,32.6452
2012-11-17,32.6452
2012-11-18,32.6452
2012-11-19,32.6452
2012-11-20,32.6452
2012-11-21,32.6452
2012-11-22,32.6452
2012-11-23,32.6452
2012-11-24,32.6452
2012-11-25,32.6452
2012-11-26,32.6452
2012-11-27,32.6452
2012-11-28,32.6452
2012-11-29,32.6452
2012-11-30,32.6452
2012-12-01,32.6452
2012-12-02,32.6452
2012-12-03,32.6452
2012-12-04,32.6452
2012-12-05,32.6452
2012-12-06,32.6452
2012-12-07,32.6452
2012-12-08,32.6452
2012-12-09,32.6452
2012-12-10,32.6452
2012-12-11,32.6452
2012-12-12,32.6452
2012-12-13,32.6452
2012-12-14,32.6452
2012-12-15,32.6452
2012-12-16,32.6452
2012-12-17,32.6452
2012-12-18,32.6452
2012-12-19,32.6452
2012-12-20,32.6452
2012-12-21,32.6452
2012-12-22,32.6452
2012-12-23,32.6452
2012-12-24,32.6452
2012-12-25,32.6452
2012-12-26,32.6452
2012-12-27,32.6452
2012-12-28,32.6452
2012-12-29,32.6452
2012-12-30,32.6452
2012-12-31,33.8399
2013-01-01,33.8399
2013-01-02,33.8399
2013-01-03,33.8399
2013-01-04,33.8399
2013-01-05,33.8399
2013-01-06,33.8399
2013-01-07,33.8399
2013-01-08,33.8399
2013-01-09,33.8399
2013-01-10,33.8399
2013-01-11,33.8399
2013-01-12,33.8399
2013-01-13,33.8399
2013-01-14,33.8399
2013-01-15,33.8399
2013-01-16,33.8399
2013-01-17,33.8399
2013-01-18,33.8399
2013-01-19,33.8399
2013-01-20,33.8399
2013-01-21,33.8399
2013-01-22,33.8399
2013-01-23,33.8399
2013-01-24,33.8399
2013-01-25,33.8399
2013-01-26,33.8399
2013-01-27,33.8399
2013-01-28,33.8399
2013-01-29,33.8399
2013-01-30,33.8399
2013-01-31,33.8399
2013-02-01,33.8399
2013-02-02,33.8399
2013-02-03,33.8399
2013-02-04,33.8399
2013-02-05,33.8399
2013-02-06,33.8399
2013-02-07,33.8399
2013-02-08,33.8399
2013-02-09,33.8399
2013-02-10,33.8399
2013-02-11,33.8399
2013-02-12,33.8399
2013-02-13,33.8399
2013-02-14,33.8399
2013-02-15,33.8399
2013-02-16,33.8399
2013-02-17,33.8399
2013-02-18,33.8399
2013-02-19,33.8399
2013-02-20,33.8399
2013-02-21,33.8399
2013-02-22,33.8399
2013-02-23,33.8399
2013-02-24,33.8399
2013-02-25,33.8399
2013-02-26,33.8399
2013-02-27,33.8399
2013-02-28,33.8399
2013-03-01,33.8399
2013-03-02,33.8399
2013-03-03,33.8399
2013-03-04,33.8399
2013-03-05,33.8399
2013-03-06,33.8399
2013-03-07,33.8399
2013-03-08,33.8399
2013-03-09,33.8399
2013-03-10,33.8399
2013-03-11,33.8399
2013-03-12,33.8399
2013-03-13,33.8399
2013-03-14,33.8399
2013-03-15,33.8399
2013-03-16,33.8399
