,SIM DC Equity,SIM DC Equity,SIM DC Equity,SIM DC Equity,SIM DC Equity
2013-11-02,154.161,155.879,151.585,151.585,58723.0
2013-11-03,154.161,155.879,151.585,151.585,58723.0
2013-11-04,151.155,154.161,151.155,152.014,71900.0
2013-11-05,154.161,154.161,145.573,146.432,57292.0
2013-11-06,146.432,152.873,146.432,152.873,481862.0
2013-11-07,152.444,154.591,151.155,153.732,41123.0
2013-11-08,152.873,153.302,152.014,153.302,23926.0
2013-11-09,152.873,153.302,152.014,153.302,23926.0
2013-11-10,152.873,153.302,152.014,153.302,23926.0
2013-11-11,154.161,156.738,152.873,156.308,43951.0
2013-11-12,156.308,156.738,154.591,156.308,64455.0
2013-11-13,155.879,158.026,155.45,157.597,18555.0
2013-11-14,158.885,158.885,157.167,158.026,25031.0
2013-11-15,158.455,159.744,157.167,159.744,35108.0
2013-11-16,158.455,159.744,157.167,159.744,35108.0
2013-11-17,158.455,159.744,157.167,159.744,35108.0
2013-11-18,159.744,161.891,159.744,161.032,73456.0
2013-11-19,160.603,161.461,158.026,158.885,53419.0
2013-11-20,158.885,159.314,152.014,153.732,62452.0
2013-11-21,152.873,154.591,151.155,154.591,36794.0
2013-11-22,154.591,155.02,152.444,154.161,39346.0
2013-11-23,154.591,155.02,152.444,154.161,39346.0
2013-11-24,154.591,155.02,152.444,154.161,39346.0
2013-11-25,154.591,155.45,153.302,153.732,33969.0
2013-11-26,153.732,154.591,152.873,152.873,48383.0
2013-11-27,152.873,154.591,148.579,150.296,49285.0
2013-11-28,152.014,152.014,150.296,151.155,43989.0
2013-11-29,155.45,165.756,154.591,165.326,177608.0
2013-11-30,155.45,165.756,154.591,165.326,177608.0
2013-12-01,155.45,165.756,154.591,165.326,177608.0
2013-12-02,165.756,167.903,163.179,167.473,93618.0
2013-12-03,167.473,167.473,163.179,163.179,74814.0
2013-12-04,164.038,164.897,162.32,163.179,38090.0
2013-12-05,163.179,163.179,158.026,162.75,74063.0
2013-12-06,162.32,165.326,162.32,164.467,93733.0
2013-12-07,162.32,165.326,162.32,164.467,93733.0
2013-12-08,162.32,165.326,162.32,164.467,93733.0
2013-12-09,165.756,168.332,165.756,167.903,106853.0
2013-12-10,167.473,171.338,167.473,169.191,135174.0
2013-12-11,169.191,171.767,168.761,170.909,74941.0
2013-12-12,168.761,170.05,166.614,167.473,70480.0
2013-12-13,167.044,168.761,164.897,167.473,43848.0
2013-12-14,167.044,168.761,164.897,167.473,43848.0
2013-12-15,167.044,168.761,164.897,167.473,43848.0
2013-12-16,168.332,169.191,167.044,168.761,38766.0
2013-12-17,168.761,171.767,168.761,170.05,52044.0
2013-12-18,170.909,171.767,169.62,170.05,43144.0
2013-12-19,171.767,176.491,171.767,176.491,336112.0
2013-12-20,176.062,182.503,176.062,179.497,132643.0
2013-12-21,176.062,182.503,176.062,179.497,132643.0
2013-12-22,176.062,182.503,176.062,179.497,132643.0
2013-12-23,178.209,182.932,178.209,181.215,36518.0
2013-12-24,178.209,182.932,178.209,181.215,36518.0
2013-12-25,178.209,182.932,178.209,181.215,36518.0
2013-12-26,178.209,182.932,178.209,181.215,36518.0
2013-12-27,184.65,185.938,179.068,185.079,59033.0
2013-12-28,184.65,185.938,179.068,185.079,59033.0
2013-12-29,184.65,185.938,179.068,185.079,59033.0
2013-12-30,185.509,189.803,183.362,183.362,41097.0
2013-12-31,185.509,189.803,183.362,183.362,41097.0
2014-01-01,185.509,189.803,183.362,183.362,41097.0
2014-01-02,184.65,185.938,182.073,182.932,42507.0
2014-01-03,182.932,182.932,179.497,181.215,95346.0
2014-01-04,182.932,182.932,179.497,181.215,95346.0
2014-01-05,182.932,182.932,179.497,181.215,95346.0
2014-01-06,181.644,187.656,179.926,180.356,181334.0
2014-01-07,179.926,179.926,175.632,177.35,132434.0
2014-01-08,177.35,178.638,174.773,176.062,211604.0
2014-01-09,175.203,176.491,174.773,174.773,129274.0
2014-01-10,174.344,177.779,173.485,177.779,68635.0
2014-01-11,174.344,177.779,173.485,177.779,68635.0
2014-01-12,174.344,177.779,173.485,177.779,68635.0
2014-01-13,178.638,178.638,173.485,175.203,73501.0
2014-01-14,173.915,175.632,172.197,174.344,76746.0
2014-01-15,175.632,178.638,174.773,178.638,102101.0
2014-01-16,178.638,179.068,176.92,177.779,45308.0
2014-01-17,177.35,179.926,175.632,179.497,62388.0
2014-01-18,177.35,179.926,175.632,179.497,62388.0
2014-01-19,177.35,179.926,175.632,179.497,62388.0
2014-01-20,179.497,180.356,178.638,180.356,51848.0
2014-01-21,180.356,180.356,177.779,178.209,31204.0
2014-01-22,178.638,179.926,176.92,179.497,85168.0
2014-01-23,178.209,180.356,176.92,177.35,43510.0
2014-01-24,176.491,177.779,170.909,171.767,84351.0
2014-01-25,176.491,177.779,170.909,171.767,84351.0
2014-01-26,176.491,177.779,170.909,171.767,84351.0
2014-01-27,169.62,171.338,164.467,170.05,65776.0
2014-01-28,168.761,173.485,168.761,169.191,30475.0
2014-01-29,169.62,173.485,168.332,169.62,65547.0
2014-01-30,170.479,172.626,170.05,172.197,36707.0
2014-01-31,173.056,174.344,171.767,173.915,36803.0
2014-02-01,173.056,174.344,171.767,173.915,36803.0
2014-02-02,173.056,174.344,171.767,173.915,36803.0
2014-02-03,173.485,174.773,171.767,173.915,68163.0
2014-02-04,172.197,172.197,167.473,170.909,84106.0
2014-02-05,170.909,176.491,170.909,176.062,121955.0
2014-02-06,177.779,178.638,175.632,178.638,49267.0
2014-02-07,179.497,179.497,177.35,178.638,17548.0
2014-02-08,179.497,179.497,177.35,178.638,17548.0
2014-02-09,179.497,179.497,177.35,178.638,17548.0
2014-02-10,178.638,179.497,178.209,178.209,21789.0
2014-02-11,176.92,179.926,176.92,179.926,82968.0
2014-02-12,177.779,182.503,177.779,182.503,42398.0
2014-02-13,182.503,182.503,180.356,181.644,51817.0
2014-02-14,179.926,186.797,179.926,185.938,69863.0
2014-02-15,179.926,186.797,179.926,185.938,69863.0
2014-02-16,179.926,186.797,179.926,185.938,69863.0
2014-02-17,186.368,191.091,185.938,188.085,85658.0
2014-02-18,187.226,188.085,186.368,187.226,74623.0
2014-02-19,187.226,188.944,187.226,187.656,29140.0
2014-02-20,187.226,188.944,185.079,188.944,71212.0
2014-02-21,189.374,191.95,189.374,191.95,38713.0
2014-02-22,189.374,191.95,189.374,191.95,38713.0
2014-02-23,189.374,191.95,189.374,191.95,38713.0
2014-02-24,191.521,192.809,190.662,192.38,112321.0
2014-02-25,192.809,193.238,184.65,189.374,61530.0
2014-02-26,188.944,191.521,185.938,188.515,63573.0
2014-02-27,186.797,186.797,182.073,182.932,152467.0
2014-02-28,182.073,184.65,182.073,182.503,72096.0
2014-03-01,182.073,184.65,182.073,182.503,72096.0
2014-03-02,182.073,184.65,182.073,182.503,72096.0
2014-03-03,179.497,182.073,176.062,180.785,67808.0
2014-03-04,180.785,186.368,178.209,185.079,95597.0
2014-03-05,185.079,186.368,183.791,184.65,62852.0
2014-03-06,182.932,183.791,181.644,181.644,62201.0
2014-03-07,181.215,183.791,178.209,178.209,47635.0
2014-03-08,181.215,183.791,178.209,178.209,47635.0
2014-03-09,181.215,183.791,178.209,178.209,47635.0
2014-03-10,178.209,179.926,176.491,176.491,44735.0
2014-03-11,176.491,178.638,175.632,176.92,62995.0
2014-03-12,176.062,178.209,175.203,178.209,98570.0
2014-03-13,176.062,183.362,176.062,182.073,71016.0
2014-03-14,179.926,180.785,178.209,180.356,39897.0
2014-03-15,179.926,180.785,178.209,180.356,39897.0
2014-03-16,179.926,180.785,178.209,180.356,39897.0
2014-03-17,179.497,182.073,176.92,178.638,37386.0
2014-03-18,178.638,180.356,177.779,179.926,27178.0
2014-03-19,179.068,181.644,178.209,180.356,26994.0
2014-03-20,178.638,179.497,176.491,179.497,58962.0
2014-03-21,180.356,182.932,180.356,182.073,100333.0
2014-03-22,180.356,182.932,180.356,182.073,100333.0
2014-03-23,180.356,182.932,180.356,182.073,100333.0
2014-03-24,182.073,183.362,181.215,182.932,57401.0
2014-03-25,184.65,190.232,183.362,189.803,140618.0
2014-03-26,190.662,191.95,188.944,190.662,142782.0
2014-03-27,189.374,194.097,188.944,194.097,112274.0
2014-03-28,193.238,193.668,187.656,190.232,170035.0
2014-03-29,193.238,193.668,187.656,190.232,170035.0
2014-03-30,193.238,193.668,187.656,190.232,170035.0
2014-03-31,190.232,193.238,182.932,188.944,200927.0
2014-04-01,189.819,190.694,186.32,187.632,114526.0
2014-04-02,188.069,190.694,185.008,187.632,141627.0
2014-04-03,188.069,188.944,185.008,185.008,30984.0
2014-04-04,185.008,190.256,184.57,189.382,65071.0
2014-04-05,185.008,190.256,184.57,189.382,65071.0
2014-04-06,185.008,190.256,184.57,189.382,65071.0
2014-04-07,189.382,189.382,184.57,185.445,31707.0
2014-04-08,185.883,185.883,182.821,184.133,34169.0
2014-04-09,185.445,187.632,184.133,185.883,21684.0
2014-04-10,187.195,187.632,182.821,182.821,139277.0
2014-04-11,179.322,180.197,177.135,180.197,126513.0
2014-04-12,179.322,180.197,177.135,180.197,126513.0
2014-04-13,179.322,180.197,177.135,180.197,126513.0
2014-04-14,177.573,178.447,171.887,173.636,132109.0
2014-04-15,174.511,178.447,172.761,173.636,87639.0
2014-04-16,174.074,177.135,173.636,176.698,64287.0
2014-04-17,174.074,177.135,173.636,176.698,64287.0
2014-04-18,174.074,177.135,173.636,176.698,64287.0
2014-04-19,174.074,177.135,173.636,176.698,64287.0
2014-04-20,174.074,177.135,173.636,176.698,64287.0
2014-04-21,174.074,177.135,173.636,176.698,64287.0
2014-04-22,176.26,184.57,176.26,184.57,50503.0
2014-04-23,185.445,185.445,181.946,181.946,13343.0
2014-04-24,183.696,185.445,180.634,183.258,70712.0
2014-04-25,185.445,185.445,180.634,181.072,50823.0
2014-04-26,185.445,185.445,180.634,181.072,50823.0
2014-04-27,185.445,185.445,180.634,181.072,50823.0
2014-04-28,180.634,184.133,180.634,181.946,29566.0
2014-04-29,181.509,181.946,180.197,180.634,60048.0
2014-04-30,181.072,181.509,178.885,180.197,59904.0
2014-05-01,180.197,182.384,178.447,179.759,50879.0
2014-05-02,179.759,180.197,177.573,178.01,33249.0
2014-05-03,179.759,180.197,177.573,178.01,33249.0
2014-05-04,179.759,180.197,177.573,178.01,33249.0
2014-05-05,180.197,182.821,178.01,181.946,29327.0
2014-05-06,180.634,185.008,180.634,183.258,21781.0
2014-05-07,181.509,183.258,180.197,180.634,26467.0
2014-05-08,181.946,182.384,180.197,181.072,18702.0
2014-05-09,181.072,182.821,181.072,181.946,17484.0
2014-05-10,181.072,182.821,181.072,181.946,17484.0
2014-05-11,181.072,182.821,181.072,181.946,17484.0
2014-05-12,181.509,183.696,180.634,183.258,34369.0
2014-05-13,183.696,184.133,181.946,183.696,55950.0
2014-05-14,182.821,182.821,181.072,181.072,19914.0
2014-05-15,181.072,181.946,179.322,179.322,52725.0
2014-05-16,181.072,181.946,179.322,179.322,52725.0
2014-05-17,181.072,181.946,179.322,179.322,52725.0
2014-05-18,181.072,181.946,179.322,179.322,52725.0
2014-05-19,177.573,179.322,171.887,174.948,63628.0
2014-05-20,176.26,176.698,173.636,173.636,72763.0
2014-05-21,173.199,174.948,171.887,173.199,62187.0
2014-05-22,173.636,174.948,173.636,174.074,38969.0
2014-05-23,170.575,170.575,158.766,158.766,325712.0
2014-05-24,170.575,170.575,158.766,158.766,325712.0
2014-05-25,170.575,170.575,158.766,158.766,325712.0
2014-05-26,161.39,166.201,160.078,164.014,410917.0
2014-05-27,165.764,165.764,162.265,163.139,73890.0
2014-05-28,164.014,164.014,160.952,161.827,122280.0
2014-05-29,164.014,164.014,160.952,161.827,122280.0
2014-05-30,164.014,164.014,160.952,161.827,122280.0
2014-05-31,164.014,164.014,160.952,161.827,122280.0
2014-06-01,164.014,164.014,160.952,161.827,122280.0
2014-06-02,160.952,163.577,160.515,162.265,65542.0
2014-06-03,161.827,162.702,160.515,162.702,195720.0
2014-06-04,162.702,164.014,160.515,163.139,61010.0
2014-06-05,162.702,164.014,160.515,163.139,61010.0
2014-06-06,163.139,167.513,162.265,164.889,106617.0
2014-06-07,163.139,167.513,162.265,164.889,106617.0
2014-06-08,163.139,167.513,162.265,164.889,106617.0
2014-06-09,163.139,167.513,162.265,164.889,106617.0
2014-06-10,164.889,167.95,164.451,167.95,69554.0
2014-06-11,167.95,167.95,164.451,166.201,49084.0
2014-06-12,167.076,169.7,166.638,168.825,66540.0
2014-06-13,167.95,168.825,166.638,166.638,51966.0
2014-06-14,167.95,168.825,166.638,166.638,51966.0
2014-06-15,167.95,168.825,166.638,166.638,51966.0
2014-06-16,165.326,168.825,164.451,167.95,27645.0
2014-06-17,166.638,168.825,165.764,167.076,315170.0
2014-06-18,165.326,168.388,165.326,167.076,39650.0
2014-06-19,166.638,172.324,166.201,169.263,169805.0
2014-06-20,167.513,167.95,163.577,163.577,222864.0
2014-06-21,167.513,167.95,163.577,163.577,222864.0
2014-06-22,167.513,167.95,163.577,163.577,222864.0
2014-06-23,165.764,166.201,163.577,163.577,66441.0
2014-06-24,162.702,164.451,161.827,163.577,107170.0
2014-06-25,162.702,165.326,161.827,162.265,63712.0
2014-06-26,162.702,163.577,161.39,162.265,101560.0
2014-06-27,162.265,164.889,162.265,164.014,35440.0
2014-06-28,162.265,164.889,162.265,164.014,35440.0
2014-06-29,162.265,164.889,162.265,164.014,35440.0
2014-06-30,165.326,165.326,162.702,164.014,30806.0
2014-07-01,164.014,164.889,162.702,163.577,31790.0
2014-07-02,164.014,166.201,161.39,166.201,84157.0
2014-07-03,166.201,170.575,164.451,169.7,123659.0
2014-07-04,168.388,170.575,168.388,170.575,89690.0
2014-07-05,168.388,170.575,168.388,170.575,89690.0
2014-07-06,168.388,170.575,168.388,170.575,89690.0
2014-07-07,169.7,172.761,169.7,172.761,62559.0
2014-07-08,170.575,172.324,169.7,170.575,63140.0
2014-07-09,171.012,171.012,167.076,167.076,56651.0
2014-07-10,166.638,168.388,160.078,162.702,63691.0
2014-07-11,163.577,167.513,161.827,164.451,35484.0
2014-07-12,163.577,167.513,161.827,164.451,35484.0
2014-07-13,163.577,167.513,161.827,164.451,35484.0
2014-07-14,163.139,166.201,163.139,164.014,30919.0
2014-07-15,163.139,164.889,161.39,163.139,34621.0
2014-07-16,164.451,165.326,163.139,165.326,16134.0
2014-07-17,165.326,166.201,163.139,164.889,13760.0
2014-07-18,164.014,168.388,162.265,164.889,25118.0
2014-07-19,164.014,168.388,162.265,164.889,25118.0
2014-07-20,164.014,168.388,162.265,164.889,25118.0
2014-07-21,166.638,166.638,164.451,164.451,21132.0
2014-07-22,165.326,165.326,162.702,163.577,23221.0
2014-07-23,163.577,165.326,163.577,164.014,31609.0
2014-07-24,163.577,165.326,163.577,164.014,14848.0
2014-07-25,164.014,165.764,164.014,164.889,14210.0
2014-07-26,164.014,165.764,164.014,164.889,14210.0
2014-07-27,164.014,165.764,164.014,164.889,14210.0
2014-07-28,164.889,164.889,163.139,164.889,42652.0
2014-07-29,164.451,164.451,163.139,163.577,79204.0
2014-07-30,163.577,163.577,160.952,161.827,62177.0
2014-07-31,160.952,160.952,157.891,157.891,67905.0
2014-08-01,157.016,157.453,151.33,156.579,124491.0
2014-08-02,157.016,157.453,151.33,156.579,124491.0
2014-08-03,157.016,157.453,151.33,156.579,124491.0
2014-08-04,156.579,157.016,151.768,152.642,34657.0
2014-08-05,152.642,156.579,152.642,153.955,58883.0
2014-08-06,153.517,154.829,151.768,153.955,38811.0
2014-08-07,153.08,153.955,147.394,147.394,45187.0
2014-08-08,146.082,150.018,143.895,148.706,55615.0
2014-08-09,146.082,150.018,143.895,148.706,55615.0
2014-08-10,146.082,150.018,143.895,148.706,55615.0
2014-08-11,148.706,150.893,148.269,148.706,58809.0
2014-08-12,149.143,153.08,147.394,148.269,47548.0
2014-08-13,149.143,149.581,147.394,149.581,37049.0
2014-08-14,148.706,153.955,148.269,149.143,15827.0
2014-08-15,148.706,150.018,147.831,147.831,8601.0
2014-08-16,148.706,150.018,147.831,147.831,8601.0
2014-08-17,148.706,150.018,147.831,147.831,8601.0
2014-08-18,149.143,150.893,147.831,150.456,94067.0
2014-08-19,150.893,151.33,150.018,150.893,57117.0
2014-08-20,151.33,151.768,150.018,150.456,48074.0
2014-08-21,150.018,151.33,149.581,150.018,21072.0
2014-08-22,149.581,153.517,149.581,150.456,45505.0
2014-08-23,149.581,153.517,149.581,150.456,45505.0
2014-08-24,149.581,153.517,149.581,150.456,45505.0
2014-08-25,153.08,153.955,150.893,151.33,18339.0
2014-08-26,151.33,151.768,149.581,150.893,33530.0
2014-08-27,150.018,152.642,150.018,150.893,85295.0
2014-08-28,151.33,152.205,145.207,147.394,53987.0
2014-08-29,149.581,149.581,145.644,146.082,33021.0
2014-08-30,149.581,149.581,145.644,146.082,33021.0
2014-08-31,149.581,149.581,145.644,146.082,33021.0
2014-09-01,144.332,144.332,135.585,137.334,318887.0
2014-09-02,137.772,139.521,137.334,139.084,145398.0
2014-09-03,139.959,141.708,138.209,139.084,87758.0
2014-09-04,138.647,144.332,138.647,142.583,162025.0
2014-09-05,145.644,146.082,143.02,143.895,168247.0
2014-09-06,145.644,146.082,143.02,143.895,168247.0
2014-09-07,145.644,146.082,143.02,143.895,168247.0
2014-09-08,144.332,146.082,143.895,145.644,28918.0
2014-09-09,146.082,150.456,144.332,147.394,128206.0
2014-09-10,148.269,148.269,144.77,146.519,34863.0
2014-09-11,144.77,146.957,143.895,144.332,24571.0
2014-09-12,144.332,148.706,144.332,146.957,58311.0
2014-09-13,144.332,148.706,144.332,146.957,58311.0
2014-09-14,144.332,148.706,144.332,146.957,58311.0
2014-09-15,146.082,153.517,146.082,153.08,100907.0
2014-09-16,153.08,155.267,148.269,152.642,60910.0
2014-09-17,154.392,160.515,150.018,150.018,136860.0
2014-09-18,150.018,152.642,148.269,150.456,83837.0
2014-09-19,150.018,152.642,150.018,151.768,118765.0
2014-09-20,150.018,152.642,150.018,151.768,118765.0
2014-09-21,150.018,152.642,150.018,151.768,118765.0
2014-09-22,151.768,153.517,150.893,152.642,167137.0
2014-09-23,153.08,153.08,150.018,151.33,57351.0
2014-09-24,151.33,151.33,147.394,149.581,35615.0
2014-09-25,150.018,152.205,149.143,150.893,34907.0
2014-09-26,149.581,150.456,148.269,148.706,30842.0
2014-09-27,149.581,150.456,148.269,148.706,30842.0
2014-09-28,149.581,150.456,148.269,148.706,30842.0
2014-09-29,148.706,149.581,146.082,149.143,40664.0
2014-09-30,149.143,151.768,148.269,151.33,135172.0
2014-10-01,150.456,150.893,149.143,150.018,70696.0
2014-10-02,149.581,149.581,145.644,147.831,53648.0
2014-10-03,148.269,148.269,145.644,146.519,45169.0
2014-10-04,148.269,148.269,145.644,146.519,45169.0
2014-10-05,148.269,148.269,145.644,146.519,45169.0
2014-10-06,146.957,148.706,146.082,147.831,62202.0
2014-10-07,147.831,147.831,144.332,144.77,100186.0
2014-10-08,144.77,144.77,141.271,144.332,49434.0
2014-10-09,145.207,146.519,144.332,145.644,42518.0
2014-10-10,144.332,145.207,143.458,144.332,119220.0
2014-10-11,144.332,145.207,143.458,144.332,119220.0
2014-10-12,144.332,145.207,143.458,144.332,119220.0
2014-10-13,143.458,143.895,141.708,143.458,41859.0
2014-10-14,142.583,143.239,139.521,140.396,312774.0
2014-10-15,139.084,141.271,136.46,138.209,59014.0
2014-10-16,137.772,139.959,132.523,136.897,84748.0
2014-10-17,136.46,141.271,135.148,139.959,86791.0
2014-10-18,136.46,141.271,135.148,139.959,86791.0
2014-10-19,136.46,141.271,135.148,139.959,86791.0
2014-10-20,139.959,141.708,136.897,136.897,40106.0
2014-10-21,136.897,141.271,136.897,139.959,28759.0
2014-10-22,141.271,150.018,141.271,148.706,55387.0
2014-10-23,146.957,150.018,146.519,148.269,38188.0
2014-10-24,148.269,148.269,146.519,147.394,25462.0
2014-10-25,148.269,148.269,146.519,147.394,25462.0
2014-10-26,148.269,148.269,146.519,147.394,25462.0
2014-10-27,148.269,149.581,146.519,148.706,23680.0
2014-10-28,148.706,151.33,148.706,149.581,47458.0
2014-10-29,149.581,154.392,149.143,153.517,30062.0
2014-10-30,154.392,155.704,152.205,153.08,57595.0
2014-10-31,153.955,157.016,151.768,156.579,27856.0
2014-11-01,153.955,157.016,151.768,156.579,27856.0
2014-11-02,153.955,157.016,151.768,156.579,27856.0
2014-11-03,156.579,159.203,151.768,153.08,68749.0
2014-11-04,152.642,154.829,150.456,151.768,37683.0
2014-11-05,153.08,155.267,152.642,153.955,28842.0
2014-11-06,153.517,156.579,153.08,155.704,15551.0
2014-11-07,154.829,157.016,152.642,152.642,53458.0
2014-11-08,154.829,157.016,152.642,152.642,53458.0
2014-11-09,154.829,157.016,152.642,152.642,53458.0
2014-11-10,153.955,153.955,151.33,153.517,30322.0
2014-11-11,154.392,155.704,152.205,153.517,18641.0
2014-11-12,153.955,155.704,152.205,152.205,21439.0
2014-11-13,154.829,154.829,152.205,153.517,23349.0
2014-11-14,153.517,155.267,151.33,152.642,24915.0
2014-11-15,153.517,155.267,151.33,152.642,24915.0
2014-11-16,153.517,155.267,151.33,152.642,24915.0
2014-11-17,152.642,153.955,149.581,152.642,32572.0
2014-11-18,152.642,154.392,150.893,153.517,35222.0
2014-11-19,153.08,153.08,150.018,150.456,26521.0
2014-11-20,151.33,151.33,146.519,148.706,57842.0
2014-11-21,146.957,149.143,146.519,147.831,68575.0
2014-11-22,146.957,149.143,146.519,147.831,68575.0
2014-11-23,146.957,149.143,146.519,147.831,68575.0
2014-11-24,146.519,148.706,146.519,148.269,43404.0
2014-11-25,148.706,149.581,146.519,148.269,48340.0
2014-11-26,149.143,150.456,146.957,150.018,25678.0
2014-11-27,142.583,146.957,140.396,142.583,116629.0
2014-11-28,142.583,145.207,141.708,143.458,45601.0
2014-11-29,142.583,145.207,141.708,143.458,45601.0
2014-11-30,142.583,145.207,141.708,143.458,45601.0
2014-12-01,141.708,144.77,141.708,143.02,121521.0
2014-12-02,143.895,145.207,139.084,141.271,155939.0
2014-12-03,141.271,146.082,141.271,144.77,52817.0
2014-12-04,146.957,147.394,143.895,146.519,26454.0
2014-12-05,145.644,153.08,145.644,149.143,41703.0
2014-12-06,145.644,153.08,145.644,149.143,41703.0
2014-12-07,145.644,153.08,145.644,149.143,41703.0
2014-12-08,148.706,151.768,148.706,151.768,16666.0
2014-12-09,151.768,153.955,146.957,147.394,48334.0
2014-12-10,147.831,151.768,146.519,147.394,33199.0
2014-12-11,146.957,148.269,144.77,146.519,35273.0
2014-12-12,146.957,146.957,143.02,144.77,10268.0
2014-12-13,146.957,146.957,143.02,144.77,10268.0
2014-12-14,146.957,146.957,143.02,144.77,10268.0
2014-12-15,142.583,143.895,141.708,141.708,19735.0
2014-12-16,141.271,141.708,137.334,141.708,51395.0
2014-12-17,141.708,143.895,138.647,142.583,22041.0
2014-12-18,143.458,145.644,142.146,142.146,20466.0
2014-12-19,135.585,140.833,131.649,139.959,83376.0
2014-12-20,135.585,140.833,131.649,139.959,83376.0
2014-12-21,135.585,140.833,131.649,139.959,83376.0
2014-12-22,139.959,140.833,137.334,138.209,57303.0
2014-12-23,137.772,140.396,137.772,139.959,34346.0
2014-12-24,137.772,140.396,137.772,139.959,34346.0
2014-12-25,137.772,140.396,137.772,139.959,34346.0
2014-12-26,137.772,140.396,137.772,139.959,34346.0
2014-12-27,137.772,140.396,137.772,139.959,34346.0
2014-12-28,137.772,140.396,137.772,139.959,34346.0
2014-12-29,140.833,143.458,139.959,143.02,59674.0
2014-12-30,143.02,144.332,141.271,142.146,19599.0
2014-12-31,143.02,144.332,141.271,142.146,19599.0
2015-01-01,143.02,144.332,141.271,142.146,19599.0
2015-01-02,140.396,145.207,140.396,143.02,26460.0
2015-01-03,140.396,145.207,140.396,143.02,26460.0
2015-01-04,140.396,145.207,140.396,143.02,26460.0
2015-01-05,146.082,151.33,146.082,148.706,109312.0
2015-01-06,147.394,149.143,146.519,147.831,52576.0
2015-01-07,148.706,149.143,145.644,146.957,42517.0
2015-01-08,146.957,148.706,146.082,147.831,66049.0
2015-01-09,149.581,150.456,146.957,147.831,42975.0
2015-01-10,149.581,150.456,146.957,147.831,42975.0
2015-01-11,149.581,150.456,146.957,147.831,42975.0
2015-01-12,147.831,150.018,147.831,149.581,58062.0
2015-01-13,150.456,151.768,148.269,150.893,368842.0
2015-01-14,150.893,154.392,149.581,153.08,127429.0
2015-01-15,153.08,166.638,153.08,161.827,120381.0
2015-01-16,160.952,161.827,159.203,160.515,72176.0
2015-01-17,160.952,161.827,159.203,160.515,72176.0
2015-01-18,160.952,161.827,159.203,160.515,72176.0
2015-01-19,160.078,163.577,159.64,162.265,28276.0
2015-01-20,162.265,167.076,162.265,163.577,85851.0
2015-01-21,162.702,165.326,162.702,164.451,250068.0
2015-01-22,165.326,165.764,162.265,164.451,29528.0
2015-01-23,165.326,168.825,164.014,168.388,69636.0
2015-01-24,165.326,168.825,164.014,168.388,69636.0
2015-01-25,165.326,168.825,164.014,168.388,69636.0
2015-01-26,168.388,168.825,162.702,167.076,38584.0
2015-01-27,167.076,169.7,166.638,167.076,50576.0
2015-01-28,166.201,167.513,165.326,166.201,40601.0
2015-01-29,166.638,166.638,161.827,162.702,46372.0
2015-01-30,164.451,168.825,162.702,167.513,68298.0
2015-01-31,164.451,168.825,162.702,167.513,68298.0
2015-02-01,164.451,168.825,162.702,167.513,68298.0
2015-02-02,167.076,169.263,165.764,166.201,29387.0
2015-02-03,165.326,166.201,164.014,165.764,23638.0
2015-02-04,163.139,166.201,163.139,165.326,32451.0
2015-02-05,164.014,165.764,163.577,164.451,34702.0
2015-02-06,164.014,170.575,161.39,165.764,393484.0
2015-02-07,164.014,170.575,161.39,165.764,393484.0
2015-02-08,164.014,170.575,161.39,165.764,393484.0
2015-02-09,165.326,167.95,162.702,166.201,55478.0
2015-02-10,168.825,173.636,167.076,171.887,100665.0
2015-02-11,172.761,172.761,169.7,171.012,132131.0
2015-02-12,171.012,171.887,170.575,171.449,21046.0
2015-02-13,171.887,172.324,170.137,170.137,40858.0
2015-02-14,171.887,172.324,170.137,170.137,40858.0
2015-02-15,171.887,172.324,170.137,170.137,40858.0
2015-02-16,170.137,170.137,169.263,169.7,41097.0
2015-02-17,175.823,183.696,175.386,181.509,185726.0
2015-02-18,183.258,195.505,182.821,194.63,194684.0
2015-02-19,192.881,192.881,186.32,190.694,75086.0
2015-02-20,190.694,194.193,188.507,194.193,51114.0
2015-02-21,190.694,194.193,188.507,194.193,51114.0
2015-02-22,190.694,194.193,188.507,194.193,51114.0
2015-02-23,193.318,193.318,189.819,193.318,55032.0
2015-02-24,191.131,192.006,188.069,191.131,65075.0
2015-02-25,192.006,195.505,190.256,195.505,73408.0
2015-02-26,195.942,198.129,194.193,198.129,49999.0
2015-02-27,196.817,205.564,195.505,205.564,86335.0
2015-02-28,196.817,205.564,195.505,205.564,86335.0
2015-03-01,196.817,205.564,195.505,205.564,86335.0
2015-03-02,205.127,206.002,202.065,205.564,159068.0
2015-03-03,205.564,207.751,205.564,206.439,132171.0
2015-03-04,207.314,207.314,197.692,199.441,70443.0
2015-03-05,198.566,206.876,198.566,204.69,87784.0
2015-03-06,205.564,210.813,205.564,210.375,41044.0
2015-03-07,205.564,210.813,205.564,210.375,41044.0
2015-03-08,205.564,210.813,205.564,210.375,41044.0
2015-03-09,209.938,209.938,204.69,206.002,98427.0
2015-03-10,206.002,209.063,202.94,206.002,43554.0
2015-03-11,202.94,206.002,202.94,205.127,46862.0
2015-03-12,205.564,206.876,204.69,206.439,38102.0
2015-03-13,204.69,206.439,201.191,201.191,35522.0
2015-03-14,204.69,206.439,201.191,201.191,35522.0
