,ROG SW Equity,ROG SW Equity,ROG SW Equity,ROG SW Equity,ROG SW Equity
2017-06-15,206.22,207.78,205.39,207.78,1491707.0
2017-06-16,209.19,209.68,208.44,209.68,3156853.0
2017-06-17,209.19,209.68,208.44,209.68,3156853.0
2017-06-18,209.19,209.68,208.44,209.68,3156853.0
2017-06-19,211.5,211.5,208.77,210.75,1109769.0
2017-06-20,209.52,209.68,207.87,208.77,1530918.0
2017-06-21,207.87,208.2,206.55,208.2,1506463.0
2017-06-22,209.1,209.43,207.12,208.53,1542824.0
2017-06-23,207.95,210.34,207.87,208.53,1118766.0
2017-06-24,207.95,210.34,207.87,208.53,1118766.0
2017-06-25,207.95,210.34,207.87,208.53,1118766.0
2017-06-26,208.77,209.52,207.37,207.62,1262935.0
2017-06-27,207.95,208.53,206.3,207.87,1220199.0
2017-06-28,207.12,207.78,205.89,207.21,1367723.0
2017-06-29,207.95,208.03,203.33,203.66,1429384.0
2017-06-30,202.83,203.08,200.86,201.43,2102724.0
2017-07-01,202.83,203.08,200.86,201.43,2102724.0
2017-07-02,202.83,203.08,200.86,201.43,2102724.0
2017-07-03,202.67,204.15,202.26,203.25,1481163.0
2017-07-04,203.0,203.74,202.42,202.42,696445.0
2017-07-05,202.17,202.34,200.44,201.68,1485223.0
2017-07-06,201.02,201.43,198.79,199.54,1513978.0
2017-07-07,198.88,199.12,197.47,198.38,1497414.0
2017-07-08,198.88,199.12,197.47,198.38,1497414.0
2017-07-09,198.88,199.12,197.47,198.38,1497414.0
2017-07-10,199.37,200.11,198.63,198.96,1167239.0
2017-07-11,200.03,200.36,196.4,196.73,1852975.0
2017-07-12,197.72,201.27,197.14,200.77,1509979.0
2017-07-13,202.01,202.75,200.28,200.53,1115306.0
2017-07-14,201.35,203.49,200.61,202.83,1481367.0
2017-07-15,201.35,203.49,200.61,202.83,1481367.0
2017-07-16,201.35,203.49,200.61,202.83,1481367.0
2017-07-17,203.08,203.33,201.51,202.92,802083.0
2017-07-18,201.93,202.92,200.11,200.61,1194980.0
2017-07-19,201.1,202.17,200.11,201.35,924980.0
2017-07-20,202.75,203.66,201.84,202.34,1165295.0
2017-07-21,201.68,203.49,200.53,201.27,1327719.0
2017-07-22,201.68,203.49,200.53,201.27,1327719.0
2017-07-23,201.68,203.49,200.53,201.27,1327719.0
2017-07-24,201.02,201.6,199.29,200.11,1221386.0
2017-07-25,200.61,201.84,199.7,199.7,1077086.0
2017-07-26,199.21,200.11,197.8,199.95,1744867.0
2017-07-27,204.73,204.98,200.36,200.36,2283651.0
2017-07-28,200.69,200.77,199.12,200.03,1329406.0
2017-07-29,200.69,200.77,199.12,200.03,1329406.0
2017-07-30,200.69,200.77,199.12,200.03,1329406.0
2017-07-31,199.62,203.0,199.62,202.01,1711544.0
2017-08-01,199.62,203.0,199.62,202.01,1711544.0
2017-08-02,202.09,204.07,201.68,203.33,1681909.0
2017-08-03,203.41,204.65,202.42,203.66,1135435.0
2017-08-04,203.16,204.98,203.08,204.57,934202.0
2017-08-05,203.16,204.98,203.08,204.57,934202.0
2017-08-06,203.16,204.98,203.08,204.57,934202.0
2017-08-07,205.39,205.39,203.82,204.07,885013.0
2017-08-08,204.32,204.9,203.66,203.91,1028014.0
2017-08-09,202.83,202.83,201.6,202.01,1224919.0
2017-08-10,202.42,203.16,200.11,200.44,1033856.0
2017-08-11,199.62,200.36,198.55,199.87,868148.0
2017-08-12,199.62,200.36,198.55,199.87,868148.0
2017-08-13,199.62,200.36,198.55,199.87,868148.0
2017-08-14,200.69,202.09,200.2,201.6,781580.0
2017-08-15,201.84,202.42,200.69,202.09,711327.0
2017-08-16,202.5,203.49,201.93,202.17,964241.0
2017-08-17,200.77,202.42,200.53,201.43,922436.0
2017-08-18,200.77,200.77,198.46,199.12,1187954.0
2017-08-19,200.77,200.77,198.46,199.12,1187954.0
2017-08-20,200.77,200.77,198.46,199.12,1187954.0
2017-08-21,198.46,199.7,197.97,198.3,1001600.0
2017-08-22,199.62,201.51,199.21,200.44,1162533.0
2017-08-23,199.95,200.36,199.21,200.36,869870.0
2017-08-24,200.28,201.1,199.54,200.03,715220.0
2017-08-25,200.36,201.18,199.62,199.62,609440.0
2017-08-26,200.36,201.18,199.62,199.62,609440.0
2017-08-27,200.36,201.18,199.62,199.62,609440.0
2017-08-28,199.29,199.95,198.71,199.54,579746.0
2017-08-29,198.38,199.54,197.64,198.88,1056541.0
2017-08-30,199.7,200.28,198.96,198.96,871514.0
2017-08-31,199.45,200.94,198.71,200.86,1494925.0
2017-09-01,201.18,201.68,200.2,201.43,1037497.0
2017-09-02,201.18,201.68,200.2,201.43,1037497.0
2017-09-03,201.18,201.68,200.2,201.43,1037497.0
2017-09-04,199.95,200.61,199.7,200.2,552266.0
2017-09-05,199.7,201.27,199.29,199.87,777305.0
2017-09-06,199.21,200.44,198.3,200.11,834756.0
2017-09-07,200.94,201.43,199.37,201.18,1108808.0
2017-09-08,201.27,201.93,200.53,201.76,717659.0
2017-09-09,201.27,201.93,200.53,201.76,717659.0
2017-09-10,201.27,201.93,200.53,201.76,717659.0
2017-09-11,200.03,200.36,198.55,199.21,1986151.0
2017-09-12,199.37,200.86,199.21,199.87,1477583.0
2017-09-13,200.11,201.1,199.45,200.36,1216138.0
2017-09-14,200.53,201.76,200.53,201.27,1280227.0
2017-09-15,201.35,201.93,200.61,200.61,3602480.0
2017-09-16,201.35,201.93,200.61,200.61,3602480.0
2017-09-17,201.35,201.93,200.61,200.61,3602480.0
2017-09-18,200.94,201.68,200.36,201.02,831560.0
2017-09-19,201.02,202.09,200.03,201.93,1017660.0
2017-09-20,201.93,204.15,201.6,203.74,1216473.0
2017-09-21,204.48,205.8,204.24,205.39,1125839.0
2017-09-22,205.72,205.72,204.4,204.57,945178.0
2017-09-23,205.72,205.72,204.4,204.57,945178.0
2017-09-24,205.72,205.72,204.4,204.57,945178.0
2017-09-25,204.57,206.46,203.91,206.22,1143632.0
2017-09-26,204.57,205.31,203.16,203.58,1466698.0
2017-09-27,203.33,204.48,202.83,203.33,1232849.0
2017-09-28,203.66,204.15,202.83,203.74,1055857.0
2017-09-29,204.15,204.32,201.84,203.91,1408139.0
2017-09-30,204.15,204.32,201.84,203.91,1408139.0
2017-10-01,204.15,204.32,201.84,203.91,1408139.0
2017-10-02,204.32,206.55,203.82,206.55,1350072.0
2017-10-03,206.46,206.79,205.39,205.89,940564.0
2017-10-04,205.89,205.97,204.81,205.72,879711.0
2017-10-05,205.14,205.64,203.08,204.32,1429491.0
2017-10-06,204.81,205.39,204.15,204.48,837142.0
2017-10-07,204.81,205.39,204.15,204.48,837142.0
2017-10-08,204.81,205.39,204.15,204.48,837142.0
2017-10-09,204.15,204.57,202.92,203.91,997440.0
2017-10-10,203.25,204.15,202.59,203.25,990605.0
2017-10-11,203.74,203.74,202.34,202.83,909775.0
2017-10-12,202.92,203.41,201.6,202.01,1174624.0
2017-10-13,202.26,202.26,201.35,201.84,964302.0
2017-10-14,202.26,202.26,201.35,201.84,964302.0
2017-10-15,202.26,202.26,201.35,201.84,964302.0
2017-10-16,200.44,201.51,200.11,201.02,1043159.0
2017-10-17,201.18,203.25,200.86,202.5,1242083.0
2017-10-18,200.94,202.59,200.94,201.51,1374925.0
2017-10-19,200.94,201.02,196.81,196.81,2430965.0
2017-10-20,196.9,197.39,191.95,193.35,3436835.0
2017-10-21,196.9,197.39,191.95,193.35,3436835.0
2017-10-22,196.9,197.39,191.95,193.35,3436835.0
2017-10-23,193.35,195.0,192.77,193.76,1535032.0
2017-10-24,193.76,194.5,192.61,192.61,1756349.0
2017-10-25,192.44,193.02,187.9,188.81,2822012.0
2017-10-26,187.24,189.72,186.5,189.55,2489035.0
2017-10-27,189.55,190.87,188.89,189.8,1623723.0
2017-10-28,189.55,190.87,188.89,189.8,1623723.0
2017-10-29,189.55,190.87,188.89,189.8,1623723.0
2017-10-30,188.73,190.21,188.15,189.31,1515232.0
2017-10-31,189.72,190.96,188.98,190.13,1580694.0
2017-11-01,191.29,192.19,190.46,191.04,1273093.0
2017-11-02,190.96,191.53,190.3,191.29,1127212.0
2017-11-03,191.7,192.03,190.79,191.95,935361.0
2017-11-04,191.7,192.03,190.79,191.95,935361.0
2017-11-05,191.7,192.03,190.79,191.95,935361.0
2017-11-06,192.11,192.85,191.45,191.86,887514.0
2017-11-07,192.94,193.02,189.97,190.38,1233487.0
2017-11-08,189.97,190.96,189.88,190.46,1222033.0
2017-11-09,190.46,190.79,187.49,188.81,1323263.0
2017-11-10,188.4,189.39,187.24,187.82,1096816.0
2017-11-11,188.4,189.39,187.24,187.82,1096816.0
2017-11-12,188.4,189.39,187.24,187.82,1096816.0
2017-11-13,188.73,189.72,187.33,188.32,962872.0
2017-11-14,188.56,189.8,187.24,188.48,1169822.0
2017-11-15,187.9,188.89,187.74,187.9,1165693.0
2017-11-16,187.82,189.39,187.74,188.89,1279053.0
2017-11-17,188.81,189.8,188.15,189.8,1935679.0
2017-11-18,188.81,189.8,188.15,189.8,1935679.0
2017-11-19,188.81,189.8,188.15,189.8,1935679.0
2017-11-20,197.97,203.0,196.48,200.94,5014799.0
2017-11-21,201.27,201.76,199.7,201.27,1642990.0
2017-11-22,202.26,204.9,201.84,203.58,1914690.0
2017-11-23,203.49,204.07,202.5,203.66,969919.0
2017-11-24,203.58,204.32,202.42,203.33,1025589.0
2017-11-25,203.58,204.32,202.42,203.33,1025589.0
2017-11-26,203.58,204.32,202.42,203.33,1025589.0
2017-11-27,203.74,204.32,202.75,202.75,1181790.0
2017-11-28,202.75,204.65,202.75,204.65,1305623.0
2017-11-29,204.81,205.23,203.58,204.4,1213452.0
2017-11-30,203.66,205.47,203.49,204.73,1723205.0
2017-12-01,204.24,205.64,203.41,204.65,1404809.0
2017-12-02,204.24,205.64,203.41,204.65,1404809.0
2017-12-03,204.24,205.64,203.41,204.65,1404809.0
2017-12-04,205.39,205.8,203.58,203.74,1369576.0
2017-12-05,202.75,204.24,201.93,202.17,1595059.0
2017-12-06,201.43,203.91,201.18,203.91,1482563.0
2017-12-07,206.22,206.71,198.05,199.87,3090737.0
2017-12-08,199.62,199.7,196.65,198.38,2115765.0
2017-12-09,199.62,199.7,196.65,198.38,2115765.0
2017-12-10,199.62,199.7,196.65,198.38,2115765.0
2017-12-11,198.71,199.45,197.97,198.46,1232166.0
2017-12-12,198.22,199.37,197.39,199.37,1272556.0
2017-12-13,198.22,199.87,197.8,199.37,1277407.0
2017-12-14,198.46,199.95,198.46,199.37,1175276.0
2017-12-15,200.36,201.93,199.54,201.35,4420826.0
2017-12-16,200.36,201.93,199.54,201.35,4420826.0
2017-12-17,200.36,201.93,199.54,201.35,4420826.0
2017-12-18,202.42,203.66,201.35,202.92,1433340.0
2017-12-19,202.5,203.49,201.84,201.84,1091531.0
2017-12-20,202.17,202.75,200.86,201.27,1127985.0
2017-12-21,201.27,204.15,200.28,203.58,1320646.0
2017-12-22,202.75,204.15,202.34,203.16,836534.0
2017-12-23,202.75,204.15,202.34,203.16,836534.0
2017-12-24,202.75,204.15,202.34,203.16,836534.0
2017-12-25,202.75,204.15,202.34,203.16,836534.0
2017-12-26,202.75,204.15,202.34,203.16,836534.0
2017-12-27,202.5,204.4,202.5,203.91,676029.0
2017-12-28,204.15,204.65,203.58,204.07,576810.0
2017-12-29,203.49,203.82,202.59,203.33,801909.0
2017-12-30,203.49,203.82,202.59,203.33,801909.0
2017-12-31,203.49,203.82,202.59,203.33,801909.0
2018-01-01,203.49,203.82,202.59,203.33,801909.0
2018-01-02,203.49,203.82,202.59,203.33,801909.0
2018-01-03,206.13,207.66,204.61,207.12,1940307.0
2018-01-04,207.25,208.28,206.92,207.54,1535367.0
2018-01-05,208.03,208.53,207.25,208.03,1385413.0
2018-01-06,208.03,208.53,207.25,208.03,1385413.0
2018-01-07,208.03,208.53,207.25,208.03,1385413.0
2018-01-08,208.53,208.57,205.8,205.8,1408919.0
2018-01-09,206.22,207.74,205.06,206.05,1484196.0
2018-01-10,205.06,206.26,203.29,203.91,1607376.0
2018-01-11,204.48,204.53,201.18,201.68,1629476.0
2018-01-12,202.71,203.82,201.97,202.75,1288480.0
2018-01-13,202.71,203.82,201.97,202.75,1288480.0
2018-01-14,202.71,203.82,201.97,202.75,1288480.0
2018-01-15,201.51,202.17,199.21,201.6,1475963.0
2018-01-16,199.21,199.91,193.43,194.67,4053521.0
2018-01-17,193.43,194.13,191.78,192.48,2758102.0
2018-01-18,193.06,193.88,191.04,192.36,1891375.0
2018-01-19,191.66,194.63,191.58,193.43,2660067.0
2018-01-20,191.66,194.63,191.58,193.43,2660067.0
2018-01-21,191.66,194.63,191.58,193.43,2660067.0
2018-01-22,193.84,194.92,193.51,194.5,1437598.0
2018-01-23,195.12,196.94,194.3,195.41,1602784.0
2018-01-24,194.17,195.37,193.35,193.43,1833015.0
2018-01-25,193.02,193.55,190.46,190.79,1926319.0
2018-01-26,190.79,192.32,190.26,190.92,1504898.0
2018-01-27,190.79,192.32,190.26,190.92,1504898.0
2018-01-28,190.79,192.32,190.26,190.92,1504898.0
2018-01-29,190.75,191.25,190.13,190.13,1215822.0
2018-01-30,189.72,192.19,189.72,191.33,1979609.0
2018-01-31,191.12,191.58,189.1,189.27,2457542.0
2018-02-01,192.61,192.61,183.99,184.03,3693442.0
2018-02-02,184.69,186.42,182.42,184.89,2780105.0
2018-02-03,184.69,186.42,182.42,184.89,2780105.0
2018-02-04,184.69,186.42,182.42,184.89,2780105.0
2018-02-05,184.03,185.35,182.91,183.16,1893600.0
2018-02-06,179.0,183.41,176.77,179.7,3242337.0
2018-02-07,180.44,183.08,179.9,181.8,2061658.0
2018-02-08,181.39,183.2,179.37,179.37,1900153.0
2018-02-09,179.82,181.06,177.18,178.13,2658715.0
2018-02-10,179.82,181.06,177.18,178.13,2658715.0
2018-02-11,179.82,181.06,177.18,178.13,2658715.0
2018-02-12,180.77,181.59,179.74,180.6,1477685.0
2018-02-13,180.81,181.39,179.57,179.78,1346434.0
2018-02-14,180.77,184.77,180.11,183.62,2147639.0
2018-02-15,184.69,184.69,182.87,184.28,1188384.0
2018-02-16,185.59,186.67,184.77,186.01,1896342.0
2018-02-17,185.59,186.67,184.77,186.01,1896342.0
2018-02-18,185.59,186.67,184.77,186.01,1896342.0
2018-02-19,185.8,186.17,183.82,184.07,942397.0
2018-02-20,184.36,184.69,182.79,184.69,1237351.0
2018-02-21,183.66,184.56,182.46,184.36,1205324.0
2018-02-22,183.49,184.94,182.3,184.19,1688218.0
2018-02-23,183.53,183.9,181.76,183.16,1409722.0
2018-02-24,183.53,183.9,181.76,183.16,1409722.0
2018-02-25,183.53,183.9,181.76,183.16,1409722.0
2018-02-26,183.12,184.4,182.75,184.19,1208690.0
2018-02-27,185.27,185.43,183.24,184.15,1401668.0
2018-02-28,183.2,183.37,180.89,180.89,2005660.0
2018-03-01,180.27,182.09,180.03,180.32,1625720.0
2018-03-02,179.0,180.6,178.83,179.61,2087650.0
2018-03-03,179.0,180.6,178.83,179.61,2087650.0
2018-03-04,179.0,180.6,178.83,179.61,2087650.0
2018-03-05,179.61,185.06,179.41,185.06,2117690.0
2018-03-06,186.79,187.45,185.43,185.59,1995074.0
2018-03-07,184.77,187.12,184.52,186.75,1436544.0
2018-03-08,186.38,188.69,186.21,188.69,1597375.0
2018-03-09,188.11,189.72,188.11,188.89,1432664.0
2018-03-10,188.11,189.72,188.11,188.89,1432664.0
2018-03-11,188.11,189.72,188.11,188.89,1432664.0
2018-03-12,188.48,189.55,188.23,189.55,1154792.0
2018-03-13,189.06,190.09,188.19,188.23,1730160.0
2018-03-14,187.95,190.01,187.41,188.28,2088205.0
2018-03-15,189.17,189.99,188.4,189.0,2245321.0
2018-03-16,188.15,188.66,187.59,188.36,5101503.0
2018-03-17,188.15,188.66,187.59,188.36,5101503.0
2018-03-18,188.15,188.66,187.59,188.36,5101503.0
2018-03-19,187.89,189.09,186.99,187.76,1878657.0
2018-03-20,189.22,189.39,186.99,187.81,1414269.0
2018-03-21,188.49,189.17,187.03,187.55,1369219.0
2018-03-22,186.86,186.99,184.98,185.24,1774798.0
2018-03-23,184.21,186.61,184.04,184.89,1888513.0
2018-03-24,184.21,186.61,184.04,184.89,1888513.0
2018-03-25,184.21,186.61,184.04,184.89,1888513.0
2018-03-26,186.14,188.45,183.53,183.53,1688302.0
2018-03-27,184.21,186.56,184.21,186.14,1510946.0
2018-03-28,182.97,189.17,182.24,189.17,2657807.0
2018-03-29,188.7,189.09,186.78,187.55,1521842.0
2018-03-30,188.7,189.09,186.78,187.55,1521842.0
2018-03-31,188.7,189.09,186.78,187.55,1521842.0
2018-04-01,188.7,189.09,186.78,187.55,1521842.0
2018-04-02,188.7,189.09,186.78,187.55,1521842.0
2018-04-03,186.61,187.25,184.42,184.72,1549193.0
2018-04-04,184.98,185.41,181.86,183.48,2018666.0
2018-04-05,186.09,187.08,184.12,187.08,1834452.0
2018-04-06,185.75,186.95,185.15,185.92,1242774.0
2018-04-07,185.75,186.95,185.15,185.92,1242774.0
2018-04-08,185.75,186.95,185.15,185.92,1242774.0
2018-04-09,186.05,187.93,185.28,186.22,1015032.0
2018-04-10,187.29,187.68,185.41,186.61,1274749.0
2018-04-11,186.18,187.89,186.14,186.35,1407176.0
2018-04-12,186.95,187.25,185.96,187.03,1335538.0
2018-04-13,186.82,186.86,184.98,185.84,1324797.0
2018-04-14,186.82,186.86,184.98,185.84,1324797.0
2018-04-15,186.82,186.86,184.98,185.84,1324797.0
2018-04-16,186.82,187.68,183.95,185.37,1612294.0
2018-04-17,185.62,186.09,184.0,185.41,1293268.0
2018-04-18,185.11,186.86,184.89,185.37,1524305.0
2018-04-19,185.75,185.92,184.38,185.32,1232854.0
2018-04-20,184.89,185.96,184.38,184.6,1760373.0
2018-04-21,184.89,185.96,184.38,184.6,1760373.0
2018-04-22,184.89,185.96,184.38,184.6,1760373.0
2018-04-23,184.89,187.33,184.3,186.26,1347554.0
2018-04-24,186.78,189.0,186.56,187.63,1664475.0
2018-04-25,186.82,188.06,184.89,186.39,1322765.0
2018-04-26,186.78,187.12,185.58,186.69,1587979.0
2018-04-27,186.56,187.81,186.26,187.08,1258336.0
2018-04-28,186.56,187.81,186.26,187.08,1258336.0
2018-04-29,186.56,187.81,186.26,187.08,1258336.0
2018-04-30,186.86,189.69,186.86,189.05,1340663.0
2018-05-01,186.86,189.69,186.86,189.05,1340663.0
2018-05-02,189.9,192.21,189.39,191.44,1845416.0
2018-05-03,191.7,195.08,191.44,192.56,2138299.0
2018-05-04,192.86,193.88,191.23,193.28,1218889.0
2018-05-05,192.86,193.88,191.23,193.28,1218889.0
2018-05-06,192.86,193.88,191.23,193.28,1218889.0
2018-05-07,193.8,195.04,192.68,195.04,1000562.0
2018-05-08,193.88,194.48,192.09,193.2,1126561.0
2018-05-09,192.9,193.45,191.87,193.45,1035045.0
2018-05-10,192.9,193.45,191.87,193.45,1035045.0
2018-05-11,190.89,191.57,188.66,190.16,1852619.0
2018-05-12,190.89,191.57,188.66,190.16,1852619.0
2018-05-13,190.89,191.57,188.66,190.16,1852619.0
2018-05-14,191.57,192.94,190.63,192.43,1575930.0
2018-05-15,192.64,193.58,191.83,193.2,1333812.0
2018-05-16,193.16,194.61,192.77,193.63,1165218.0
2018-05-17,194.18,194.18,190.97,191.74,1551699.0
2018-05-18,191.74,193.28,190.84,192.21,1647533.0
2018-05-19,191.74,193.28,190.84,192.21,1647533.0
2018-05-20,191.74,193.28,190.84,192.21,1647533.0
2018-05-21,191.74,193.28,190.84,192.21,1647533.0
2018-05-22,194.31,195.12,191.53,191.66,1441499.0
2018-05-23,191.31,191.66,186.78,187.68,1859091.0
2018-05-24,187.42,189.47,186.86,187.46,1133379.0
2018-05-25,186.09,187.03,184.89,186.26,1711823.0
2018-05-26,186.09,187.03,184.89,186.26,1711823.0
2018-05-27,186.09,187.03,184.89,186.26,1711823.0
2018-05-28,187.38,187.38,185.71,186.18,809082.0
2018-05-29,185.41,186.48,184.38,185.02,1488704.0
2018-05-30,184.55,185.96,183.18,183.18,1570145.0
2018-05-31,184.21,185.19,180.02,180.66,2178380.0
2018-06-01,182.16,186.01,181.21,184.85,1589165.0
2018-06-02,182.16,186.01,181.21,184.85,1589165.0
2018-06-03,182.16,186.01,181.21,184.85,1589165.0
2018-06-04,185.24,185.58,181.9,183.35,1423053.0
2018-06-05,182.71,182.8,179.29,179.93,2218028.0
2018-06-06,179.46,181.21,177.96,179.63,1413583.0
2018-06-07,180.06,181.17,178.77,179.76,1025158.0
2018-06-08,178.05,178.95,176.63,177.79,1524413.0
2018-06-09,178.05,178.95,176.63,177.79,1524413.0
2018-06-10,178.05,178.95,176.63,177.79,1524413.0
2018-06-11,178.82,179.59,178.09,179.46,1122478.0
2018-06-12,180.02,180.02,178.26,179.54,1127166.0
2018-06-13,179.54,180.02,178.73,179.33,1034614.0
2018-06-14,178.0,181.17,177.79,180.87,1394089.0
2018-06-15,181.68,182.07,180.87,181.34,4025121.0
2018-06-16,181.68,182.07,180.87,181.34,4025121.0
2018-06-17,181.68,182.07,180.87,181.34,4025121.0
2018-06-18,180.83,182.8,179.72,179.76,1598213.0
2018-06-19,178.9,182.03,178.9,180.66,2257343.0
2018-06-20,181.09,185.96,181.09,185.28,2478609.0
2018-06-21,186.09,188.19,184.38,184.47,1798120.0
2018-06-22,184.81,188.4,184.47,188.19,1681287.0
2018-06-23,184.81,188.4,184.47,188.19,1681287.0
2018-06-24,184.81,188.4,184.47,188.19,1681287.0
2018-06-25,188.02,189.39,185.45,186.01,1664128.0
2018-06-26,187.98,187.98,184.94,186.18,1371381.0
2018-06-27,185.58,188.23,183.95,187.08,1647911.0
2018-06-28,185.92,187.12,184.72,185.92,1529867.0
2018-06-29,186.74,188.79,186.65,188.79,2160440.0
2018-06-30,186.74,188.79,186.65,188.79,2160440.0
2018-07-01,186.74,188.79,186.65,188.79,2160440.0
2018-07-02,186.65,188.49,186.65,187.46,1512468.0
2018-07-03,188.28,190.8,188.06,190.12,1483411.0
2018-07-04,189.77,192.43,189.39,191.87,930741.0
2018-07-05,191.66,192.81,190.8,191.49,1069302.0
2018-07-06,192.38,192.68,190.63,191.66,1145556.0
2018-07-07,192.38,192.68,190.63,191.66,1145556.0
2018-07-08,192.38,192.68,190.63,191.66,1145556.0
2018-07-09,192.34,193.45,191.91,192.77,1169317.0
2018-07-10,193.03,194.44,192.64,192.68,1507338.0
2018-07-11,191.36,192.43,190.12,191.14,1544785.0
2018-07-12,192.09,197.26,192.0,197.26,1988823.0
2018-07-13,196.96,199.57,196.92,199.19,1698403.0
2018-07-14,196.96,199.57,196.92,199.19,1698403.0
2018-07-15,196.96,199.57,196.92,199.19,1698403.0
2018-07-16,198.38,200.0,197.56,198.8,1099724.0
2018-07-17,199.02,199.02,196.49,198.59,1257707.0
2018-07-18,198.98,201.12,198.63,200.94,1420240.0
2018-07-19,198.59,199.57,197.48,198.55,1682032.0
2018-07-20,199.02,200.94,198.55,200.3,1951207.0
2018-07-21,199.02,200.94,198.55,200.3,1951207.0
2018-07-22,199.02,200.94,198.55,200.3,1951207.0
2018-07-23,199.32,199.79,198.25,199.66,862045.0
2018-07-24,199.15,201.24,198.76,200.56,1340425.0
2018-07-25,199.87,203.98,199.4,203.98,1886215.0
2018-07-26,207.58,211.43,202.4,207.06,3428404.0
2018-07-27,206.98,209.2,206.72,208.43,1522841.0
2018-07-28,206.98,209.2,206.72,208.43,1522841.0
2018-07-29,206.98,209.2,206.72,208.43,1522841.0
2018-07-30,207.88,209.33,207.06,207.54,889293.0
2018-07-31,207.06,208.73,207.06,208.05,1394993.0
2018-08-01,207.06,208.73,207.06,208.05,1394993.0
2018-08-02,205.95,210.49,205.91,210.49,1987732.0
2018-08-03,210.57,211.0,208.52,209.55,1453723.0
2018-08-04,210.57,211.0,208.52,209.55,1453723.0
2018-08-05,210.57,211.0,208.52,209.55,1453723.0
2018-08-06,209.5,210.49,207.96,208.78,1045052.0
2018-08-07,208.43,210.36,207.88,209.76,920038.0
2018-08-08,208.01,208.82,205.61,207.45,1788930.0
2018-08-09,206.89,207.11,205.61,205.87,1188815.0
2018-08-10,205.27,205.99,203.81,204.24,1397326.0
2018-08-11,205.27,205.99,203.81,204.24,1397326.0
2018-08-12,205.27,205.99,203.81,204.24,1397326.0
2018-08-13,202.7,204.24,202.14,203.85,949128.0
2018-08-14,205.27,206.59,203.77,205.01,1089864.0
2018-08-15,204.84,206.47,202.53,203.08,999381.0
2018-08-16,204.58,205.35,203.38,204.75,1225098.0
2018-08-17,205.74,206.51,204.33,205.4,973854.0
2018-08-18,205.74,206.51,204.33,205.4,973854.0
2018-08-19,205.74,206.51,204.33,205.4,973854.0
2018-08-20,206.29,207.79,204.88,207.15,954230.0
2018-08-21,206.64,208.82,206.64,207.92,914624.0
2018-08-22,207.54,207.71,205.61,206.64,760235.0
2018-08-23,206.25,208.26,206.12,206.64,780556.0
2018-08-24,206.29,206.94,205.61,206.25,711198.0
2018-08-25,206.29,206.94,205.61,206.25,711198.0
2018-08-26,206.29,206.94,205.61,206.25,711198.0
2018-08-27,207.88,207.92,205.91,207.41,693280.0
2018-08-28,207.88,207.92,205.31,207.15,820670.0
2018-08-29,206.85,207.54,205.61,207.45,804385.0
2018-08-30,206.81,207.49,206.08,206.89,713492.0
2018-08-31,206.81,207.32,205.7,206.12,1217311.0
2018-09-01,206.81,207.32,205.7,206.12,1217311.0
2018-09-02,206.81,207.32,205.7,206.12,1217311.0
2018-09-03,205.65,207.24,205.31,207.19,701683.0
2018-09-04,207.36,207.88,204.92,205.95,956494.0
2018-09-05,205.31,206.47,203.34,203.47,1070668.0
2018-09-06,202.7,203.34,201.42,201.42,920169.0
2018-09-07,201.59,204.33,200.73,203.9,1064389.0
2018-09-08,201.59,204.33,200.73,203.9,1064389.0
2018-09-09,201.59,204.33,200.73,203.9,1064389.0
2018-09-10,202.87,205.35,202.4,205.27,1190210.0
2018-09-11,205.1,205.27,202.78,203.43,1086220.0
2018-09-12,203.9,205.95,203.9,205.44,969043.0
2018-09-13,204.97,206.42,204.8,205.18,855849.0
2018-09-14,205.52,206.12,203.17,204.07,973257.0
2018-09-15,205.52,206.12,203.17,204.07,973257.0
2018-09-16,205.52,206.12,203.17,204.07,973257.0
2018-09-17,203.08,204.03,202.23,202.91,837177.0
2018-09-18,202.27,203.04,200.52,202.57,963122.0
2018-09-19,203.13,203.6,201.5,202.44,972092.0
2018-09-20,202.01,202.57,200.39,201.2,1413759.0
2018-09-21,202.57,203.26,201.07,201.29,3560639.0
2018-09-22,202.57,203.26,201.07,201.29,3560639.0
2018-09-23,202.57,203.26,201.07,201.29,3560639.0
2018-09-24,201.16,201.59,198.46,199.45,1250560.0
2018-09-25,199.4,202.14,199.28,202.14,1150457.0
2018-09-26,201.97,202.74,200.43,202.66,1094869.0
2018-09-27,202.23,203.81,200.82,203.6,1000164.0
2018-09-28,203.26,204.03,202.91,203.51,1380994.0
2018-09-29,203.26,204.03,202.91,203.51,1380994.0
2018-09-30,203.26,204.03,202.91,203.51,1380994.0
2018-10-01,203.73,205.57,202.53,204.71,937518.0
2018-10-02,203.3,205.57,203.17,205.57,1133843.0
2018-10-03,206.51,209.59,206.21,208.48,1485031.0
2018-10-04,208.78,209.25,207.66,208.61,1367997.0
2018-10-05,209.25,210.83,208.43,209.29,1429536.0
2018-10-06,209.25,210.83,208.43,209.29,1429536.0
2018-10-07,209.25,210.83,208.43,209.29,1429536.0
2018-10-08,209.5,209.8,207.58,209.08,967901.0
2018-10-09,208.56,209.12,206.38,208.65,926692.0
2018-10-10,208.39,210.96,207.71,208.78,1289990.0
2018-10-11,206.38,207.19,200.82,200.94,2343062.0
