,DOKA SW Equity,DOKA SW Equity,DOKA SW Equity,DOKA SW Equity,DOKA SW Equity
2010-02-19,170.968,170.968,168.995,168.995,2235.0
2010-02-20,170.968,170.968,168.995,168.995,2235.0
2010-02-21,170.968,170.968,168.995,168.995,2235.0
2010-02-22,171.461,174.584,169.653,170.639,9618.0
2010-02-23,172.941,172.941,168.995,168.995,4968.0
2010-02-24,170.968,172.283,169.653,170.968,1227.0
2010-02-25,170.639,171.954,170.31,171.954,1524.0
2010-02-26,170.31,171.132,169.981,170.639,1406.0
2010-02-27,170.31,171.132,169.981,170.639,1406.0
2010-02-28,170.31,171.132,169.981,170.639,1406.0
2010-03-01,170.968,172.776,170.31,170.639,4109.0
2010-03-02,172.612,174.256,170.639,174.256,4511.0
2010-03-03,174.913,174.913,171.625,174.913,2511.0
2010-03-04,174.256,176.228,174.256,175.406,4363.0
2010-03-05,176.557,182.804,175.735,180.831,6054.0
2010-03-06,176.557,182.804,175.735,180.831,6054.0
2010-03-07,176.557,182.804,175.735,180.831,6054.0
2010-03-08,188.722,195.298,188.065,191.352,25833.0
2010-03-09,190.695,195.955,190.366,192.01,22743.0
2010-03-10,193.654,196.449,193.49,196.449,9077.0
2010-03-11,196.12,197.764,190.695,193.983,13100.0
2010-03-12,193.983,194.64,191.846,193.983,5244.0
2010-03-13,193.983,194.64,191.846,193.983,5244.0
2010-03-14,193.983,194.64,191.846,193.983,5244.0
2010-03-15,193.983,199.736,193.983,197.271,8857.0
2010-03-16,197.271,202.038,196.449,201.545,12888.0
2010-03-17,202.367,203.846,199.901,202.531,5597.0
2010-03-18,203.189,207.792,201.545,205.819,6178.0
2010-03-19,206.97,206.97,202.531,203.846,7550.0
2010-03-20,206.97,206.97,202.531,203.846,7550.0
2010-03-21,206.97,206.97,202.531,203.846,7550.0
2010-03-22,203.846,205.161,198.586,201.545,5527.0
2010-03-23,204.833,204.833,198.586,200.558,9314.0
2010-03-24,199.901,200.065,193.983,195.955,8204.0
2010-03-25,196.613,202.531,194.969,199.243,7312.0
2010-03-26,197.599,203.024,197.599,203.024,4882.0
2010-03-27,197.599,203.024,197.599,203.024,4882.0
2010-03-28,197.599,203.024,197.599,203.024,4882.0
2010-03-29,202.531,205.161,201.38,205.161,4663.0
2010-03-30,205.49,206.477,202.202,205.655,4606.0
2010-03-31,204.504,208.778,203.353,207.463,8779.0
2010-04-01,208.942,210.093,204.833,208.285,5361.0
2010-04-02,208.942,210.093,204.833,208.285,5361.0
2010-04-03,208.942,210.093,204.833,208.285,5361.0
2010-04-04,208.942,210.093,204.833,208.285,5361.0
2010-04-05,208.942,210.093,204.833,208.285,5361.0
2010-04-06,209.271,213.71,207.956,211.408,12000.0
2010-04-07,211.408,213.052,209.436,211.737,10559.0
2010-04-08,211.901,213.381,210.093,212.23,5751.0
2010-04-09,213.71,215.683,211.244,213.874,5214.0
2010-04-10,213.71,215.683,211.244,213.874,5214.0
2010-04-11,213.71,215.683,211.244,213.874,5214.0
2010-04-12,214.367,216.998,210.751,212.066,2262.0
2010-04-13,210.586,210.586,207.627,208.778,3826.0
2010-04-14,208.778,209.764,205.819,208.614,4440.0
2010-04-15,208.449,212.888,206.148,211.901,3293.0
2010-04-16,209.107,212.395,208.614,208.942,1345.0
2010-04-17,209.107,212.395,208.614,208.942,1345.0
2010-04-18,209.107,212.395,208.614,208.942,1345.0
2010-04-19,208.942,208.942,206.148,207.134,5716.0
2010-04-20,208.285,212.395,204.175,207.792,7375.0
2010-04-21,207.792,209.764,205.983,207.134,4564.0
2010-04-22,205.655,208.942,205.655,208.449,2130.0
2010-04-23,205.983,210.258,205.983,208.778,4483.0
2010-04-24,205.983,210.258,205.983,208.778,4483.0
2010-04-25,205.983,210.258,205.983,208.778,4483.0
2010-04-26,207.134,211.901,207.134,208.942,1461.0
2010-04-27,209.107,210.422,207.134,207.134,2850.0
2010-04-28,203.846,207.792,199.243,200.558,10308.0
2010-04-29,200.558,203.189,198.093,200.558,5944.0
2010-04-30,202.531,203.682,200.558,201.052,3775.0
2010-05-01,202.531,203.682,200.558,201.052,3775.0
2010-05-02,202.531,203.682,200.558,201.052,3775.0
2010-05-03,203.682,203.682,198.75,199.901,6676.0
2010-05-04,198.75,201.545,194.476,195.627,9575.0
2010-05-05,193.983,196.449,188.722,190.037,11011.0
2010-05-06,190.037,192.996,189.709,192.01,6673.0
2010-05-07,190.859,192.339,190.037,190.695,5728.0
2010-05-08,190.859,192.339,190.037,190.695,5728.0
2010-05-09,190.859,192.339,190.037,190.695,5728.0
2010-05-10,191.517,199.572,191.517,197.271,8225.0
2010-05-11,195.462,199.243,195.462,197.435,5346.0
2010-05-12,198.093,202.696,196.613,202.531,3885.0
2010-05-13,198.093,202.696,196.613,202.531,3885.0
2010-05-14,203.189,203.189,195.462,196.449,4464.0
2010-05-15,203.189,203.189,195.462,196.449,4464.0
2010-05-16,203.189,203.189,195.462,196.449,4464.0
2010-05-17,194.312,198.586,194.312,196.12,2173.0
2010-05-18,198.257,201.545,194.64,200.558,9248.0
2010-05-19,199.243,201.052,197.435,200.558,16852.0
2010-05-20,202.202,203.517,194.805,196.284,9816.0
2010-05-21,194.147,200.558,193.325,200.558,6394.0
2010-05-22,194.147,200.558,193.325,200.558,6394.0
2010-05-23,194.147,200.558,193.325,200.558,6394.0
2010-05-24,194.147,200.558,193.325,200.558,6394.0
2010-05-25,196.942,196.942,191.352,193.983,14320.0
2010-05-26,193.983,198.421,192.668,192.668,6138.0
2010-05-27,195.298,199.408,193.983,198.421,10341.0
2010-05-28,199.901,201.545,196.942,197.271,5566.0
2010-05-29,199.901,201.545,196.942,197.271,5566.0
2010-05-30,199.901,201.545,196.942,197.271,5566.0
2010-05-31,194.147,199.408,194.147,199.408,4796.0
2010-06-01,199.408,199.408,194.312,196.449,5780.0
2010-06-02,197.271,197.271,190.695,192.174,6780.0
2010-06-03,193.325,194.969,192.174,192.174,2853.0
2010-06-04,195.133,198.093,191.352,191.352,4611.0
2010-06-05,195.133,198.093,191.352,191.352,4611.0
2010-06-06,195.133,198.093,191.352,191.352,4611.0
2010-06-07,190.037,196.449,189.051,193.983,4765.0
2010-06-08,194.64,194.64,189.051,191.024,5962.0
2010-06-09,190.531,191.024,186.914,187.078,5565.0
2010-06-10,186.585,187.243,182.804,183.462,8346.0
2010-06-11,185.763,187.407,184.941,187.078,12458.0
2010-06-12,185.763,187.407,184.941,187.078,12458.0
2010-06-13,185.763,187.407,184.941,187.078,12458.0
2010-06-14,187.407,190.695,186.749,189.873,6826.0
2010-06-15,190.859,193.161,189.873,192.503,2616.0
2010-06-16,193.325,197.271,192.668,194.64,5424.0
2010-06-17,195.462,197.764,194.64,197.271,4233.0
2010-06-18,196.777,196.942,195.298,196.613,1201.0
2010-06-19,196.777,196.942,195.298,196.613,1201.0
2010-06-20,196.777,196.942,195.298,196.613,1201.0
2010-06-21,197.271,199.243,196.777,198.586,13024.0
2010-06-22,196.613,199.243,195.955,198.586,6866.0
2010-06-23,198.75,198.75,194.805,194.805,5387.0
2010-06-24,197.106,197.435,194.64,196.942,5585.0
2010-06-25,196.613,197.599,194.64,197.271,5641.0
2010-06-26,196.613,197.599,194.64,197.271,5641.0
2010-06-27,196.613,197.599,194.64,197.271,5641.0
2010-06-28,194.969,197.928,194.969,195.791,4990.0
2010-06-29,195.955,195.955,192.996,193.325,4460.0
2010-06-30,191.681,193.983,189.544,189.709,6701.0
2010-07-01,189.38,192.668,186.914,189.709,9846.0
2010-07-02,188.722,189.544,185.434,186.585,8804.0
2010-07-03,188.722,189.544,185.434,186.585,8804.0
2010-07-04,188.722,189.544,185.434,186.585,8804.0
2010-07-05,186.585,187.736,183.626,185.434,4304.0
2010-07-06,182.804,189.38,182.804,187.243,7153.0
2010-07-07,188.722,193.325,185.928,193.325,7201.0
2010-07-08,192.01,196.284,191.846,195.298,5865.0
2010-07-09,194.312,197.271,194.147,196.449,4795.0
2010-07-10,194.312,197.271,194.147,196.449,4795.0
2010-07-11,194.312,197.271,194.147,196.449,4795.0
2010-07-12,197.271,197.928,196.613,197.271,4292.0
2010-07-13,198.257,200.23,194.312,198.093,4244.0
2010-07-14,200.558,200.558,197.106,199.408,6873.0
2010-07-15,199.901,202.531,198.093,201.38,5769.0
2010-07-16,199.901,201.38,193.654,195.955,4534.0
2010-07-17,199.901,201.38,193.654,195.955,4534.0
2010-07-18,199.901,201.38,193.654,195.955,4534.0
2010-07-19,195.955,195.955,192.996,194.312,2171.0
2010-07-20,195.955,196.12,192.832,195.133,3241.0
2010-07-21,193.161,196.284,193.161,194.476,2364.0
2010-07-22,196.12,196.449,193.325,194.805,1423.0
2010-07-23,193.325,197.106,190.695,194.312,5720.0
2010-07-24,193.325,197.106,190.695,194.312,5720.0
2010-07-25,193.325,197.106,190.695,194.312,5720.0
2010-07-26,194.805,196.613,192.832,194.969,4947.0
2010-07-27,194.805,197.928,194.147,197.599,6630.0
2010-07-28,195.462,198.093,195.298,196.613,5620.0
2010-07-29,194.805,197.599,192.832,192.832,5174.0
2010-07-30,195.133,198.75,193.818,196.284,5833.0
2010-07-31,195.133,198.75,193.818,196.284,5833.0
2010-08-01,195.133,198.75,193.818,196.284,5833.0
2010-08-02,198.75,198.75,195.298,195.955,4074.0
2010-08-03,197.271,197.271,195.791,197.106,2946.0
2010-08-04,198.093,200.065,196.449,197.599,4249.0
2010-08-05,195.298,198.257,195.298,197.271,19135.0
2010-08-06,197.271,197.271,191.352,194.64,4840.0
2010-08-07,197.271,197.271,191.352,194.64,4840.0
2010-08-08,197.271,197.271,191.352,194.64,4840.0
2010-08-09,196.777,196.777,192.832,195.627,1092.0
2010-08-10,193.161,195.627,192.832,195.627,5610.0
2010-08-11,195.462,196.613,192.668,194.476,5012.0
2010-08-12,195.298,195.627,192.503,195.298,15060.0
2010-08-13,196.12,196.449,193.983,196.12,8912.0
2010-08-14,196.12,196.449,193.983,196.12,8912.0
2010-08-15,196.12,196.449,193.983,196.12,8912.0
2010-08-16,194.476,198.586,194.147,195.955,18865.0
2010-08-17,196.613,196.613,190.695,192.832,5475.0
2010-08-18,194.147,194.147,192.832,193.983,1917.0
2010-08-19,194.476,194.476,190.037,191.024,5038.0
2010-08-20,189.709,192.174,188.065,189.38,4104.0
2010-08-21,189.709,192.174,188.065,189.38,4104.0
2010-08-22,189.709,192.174,188.065,189.38,4104.0
2010-08-23,187.407,189.38,187.407,188.722,2356.0
2010-08-24,188.065,188.065,184.448,185.27,4826.0
2010-08-25,184.777,187.9,182.475,182.475,15429.0
2010-08-26,183.297,185.27,180.996,182.147,3105.0
2010-08-27,183.133,185.106,177.544,185.106,5893.0
2010-08-28,183.133,185.106,177.544,185.106,5893.0
2010-08-29,183.133,185.106,177.544,185.106,5893.0
2010-08-30,185.106,186.092,182.311,185.27,2108.0
2010-08-31,184.941,187.407,184.119,186.421,6179.0
2010-09-01,184.119,187.243,183.297,184.119,6531.0
2010-09-02,185.434,187.407,182.804,187.407,3993.0
2010-09-03,185.928,192.996,185.928,191.352,8720.0
2010-09-04,185.928,192.996,185.928,191.352,8720.0
2010-09-05,185.928,192.996,185.928,191.352,8720.0
2010-09-06,192.339,194.312,192.339,192.503,1056.0
2010-09-07,192.668,192.668,190.695,191.681,1052.0
2010-09-08,188.887,191.681,186.421,189.873,1899.0
2010-09-09,187.736,194.476,187.736,193.161,5185.0
2010-09-10,193.161,196.284,192.01,195.955,4740.0
2010-09-11,193.161,196.284,192.01,195.955,4740.0
2010-09-12,193.161,196.284,192.01,195.955,4740.0
2010-09-13,197.271,202.038,197.271,199.408,4322.0
2010-09-14,200.558,203.846,200.558,203.024,12263.0
2010-09-15,204.833,207.792,197.435,205.819,30807.0
2010-09-16,209.107,209.929,205.161,205.819,10680.0
2010-09-17,206.477,208.778,204.504,204.504,7049.0
2010-09-18,206.477,208.778,204.504,204.504,7049.0
2010-09-19,206.477,208.778,204.504,204.504,7049.0
2010-09-20,207.627,210.258,206.805,209.764,13235.0
2010-09-21,210.751,218.313,210.751,216.998,27355.0
2010-09-22,215.683,216.998,212.395,213.381,8233.0
2010-09-23,215.025,216.34,212.723,215.518,5216.0
2010-09-24,216.669,216.669,211.737,215.025,6148.0
2010-09-25,216.669,216.669,211.737,215.025,6148.0
2010-09-26,216.669,216.669,211.737,215.025,6148.0
2010-09-27,216.34,216.833,211.737,211.901,6717.0
2010-09-28,212.395,215.025,210.422,212.395,6208.0
2010-09-29,214.367,215.354,211.573,212.066,6911.0
2010-09-30,213.217,215.683,209.107,215.683,8916.0
2010-10-01,215.683,216.998,213.874,216.998,9096.0
2010-10-02,215.683,216.998,213.874,216.998,9096.0
2010-10-03,215.683,216.998,213.874,216.998,9096.0
2010-10-04,216.998,216.998,213.874,215.683,4481.0
2010-10-05,216.504,216.998,214.696,216.34,3020.0
2010-10-06,216.998,216.998,215.354,216.011,2531.0
2010-10-07,216.34,217.326,215.683,217.162,6734.0
2010-10-08,216.011,217.326,215.518,216.998,5683.0
2010-10-09,216.011,217.326,215.518,216.998,5683.0
2010-10-10,216.011,217.326,215.518,216.998,5683.0
2010-10-11,217.326,217.326,215.025,217.326,3898.0
2010-10-12,216.176,216.504,213.71,215.683,6360.0
2010-10-13,214.696,216.998,214.696,216.34,7230.0
2010-10-14,216.833,222.751,215.683,222.751,16297.0
2010-10-15,222.587,222.751,220.285,220.45,7470.0
2010-10-16,222.587,222.751,220.285,220.45,7470.0
2010-10-17,222.587,222.751,220.285,220.45,7470.0
2010-10-18,219.628,221.436,219.464,221.272,5325.0
2010-10-19,220.285,221.107,216.998,218.642,7634.0
2010-10-20,217.491,217.82,215.354,216.998,7221.0
2010-10-21,220.357,220.357,218.341,219.349,10122.0
2010-10-22,218.341,219.685,218.005,219.013,11629.0
2010-10-23,218.341,219.685,218.005,219.013,11629.0
2010-10-24,218.341,219.685,218.005,219.013,11629.0
2010-10-25,219.685,221.7,219.013,221.029,9979.0
2010-10-26,220.357,223.884,220.357,221.7,9705.0
2010-10-27,221.7,222.204,220.525,221.868,8994.0
2010-10-28,221.7,222.876,221.364,221.7,8731.0
2010-10-29,221.7,223.38,221.532,221.7,8150.0
2010-10-30,221.7,223.38,221.532,221.7,8150.0
2010-10-31,221.7,223.38,221.532,221.7,8150.0
2010-11-01,222.372,223.548,221.532,222.204,4743.0
2010-11-02,222.54,223.044,220.021,223.044,4751.0
2010-11-03,223.716,224.388,221.364,224.388,3971.0
2010-11-04,223.212,224.388,221.196,222.876,14329.0
2010-11-05,224.052,229.93,223.38,229.93,11733.0
2010-11-06,224.052,229.93,223.38,229.93,11733.0
2010-11-07,224.052,229.93,223.38,229.93,11733.0
2010-11-08,229.762,233.121,227.243,230.77,10562.0
2010-11-09,231.106,232.114,230.602,231.274,13236.0
2010-11-10,230.77,231.778,227.747,227.915,9786.0
2010-11-11,227.915,229.426,226.403,226.739,6785.0
2010-11-12,226.739,231.274,223.716,230.77,15811.0
2010-11-13,226.739,231.274,223.716,230.77,15811.0
2010-11-14,226.739,231.274,223.716,230.77,15811.0
2010-11-15,231.778,237.656,230.266,237.152,14462.0
2010-11-16,236.816,239.0,235.641,235.641,16690.0
2010-11-17,236.48,247.229,233.961,247.229,33315.0
2010-11-18,247.565,256.467,245.214,249.917,47416.0
2010-11-19,250.589,250.589,248.069,249.077,14843.0
2010-11-20,250.589,250.589,248.069,249.077,14843.0
2010-11-21,250.589,250.589,248.069,249.077,14843.0
2010-11-22,250.421,253.948,249.245,251.092,12749.0
2010-11-23,251.26,251.764,247.397,249.077,11695.0
2010-11-24,248.909,251.26,248.573,249.917,3107.0
2010-11-25,248.741,256.971,248.741,256.635,12262.0
2010-11-26,256.803,257.643,253.948,256.635,8571.0
2010-11-27,256.803,257.643,253.948,256.635,8571.0
2010-11-28,256.803,257.643,253.948,256.635,8571.0
2010-11-29,256.635,257.979,254.116,257.307,12068.0
2010-11-30,257.475,257.475,251.428,252.604,14009.0
2010-12-01,253.276,261.674,253.276,260.666,12443.0
2010-12-02,260.666,260.666,255.963,258.65,9673.0
2010-12-03,257.979,260.162,257.979,259.154,10881.0
2010-12-04,257.979,260.162,257.979,259.154,10881.0
2010-12-05,257.979,260.162,257.979,259.154,10881.0
2010-12-06,257.979,262.01,257.979,262.01,6299.0
2010-12-07,262.01,268.56,262.01,265.872,19466.0
2010-12-08,265.872,266.04,264.529,265.369,5764.0
2010-12-09,265.369,265.369,261.338,262.345,12500.0
2010-12-10,261.338,262.01,259.49,260.498,10284.0
2010-12-11,261.338,262.01,259.49,260.498,10284.0
2010-12-12,261.338,262.01,259.49,260.498,10284.0
2010-12-13,260.33,262.01,257.139,258.818,4825.0
2010-12-14,257.475,257.811,255.627,257.811,4391.0
2010-12-15,257.475,265.369,257.475,263.353,6128.0
2010-12-16,264.697,266.376,262.01,264.361,11942.0
2010-12-17,265.537,265.872,257.979,260.162,9191.0
2010-12-18,265.537,265.872,257.979,260.162,9191.0
2010-12-19,265.537,265.872,257.979,260.162,9191.0
2010-12-20,259.994,262.01,257.643,258.65,4965.0
2010-12-21,258.65,268.056,258.65,267.72,14290.0
2010-12-22,267.72,272.087,266.376,269.232,9354.0
2010-12-23,268.056,271.751,266.04,270.743,6352.0
2010-12-24,268.056,271.751,266.04,270.743,6352.0
2010-12-25,268.056,271.751,266.04,270.743,6352.0
2010-12-26,268.056,271.751,266.04,270.743,6352.0
2010-12-27,269.4,269.735,262.849,265.369,5464.0
2010-12-28,264.025,270.743,262.849,270.743,3578.0
2010-12-29,268.728,270.239,267.384,270.071,3335.0
2010-12-30,270.071,270.071,263.185,269.4,3779.0
2010-12-31,270.071,270.071,263.185,269.4,3779.0
2011-01-01,270.071,270.071,263.185,269.4,3779.0
2011-01-02,270.071,270.071,263.185,269.4,3779.0
2011-01-03,265.369,267.384,262.681,265.369,7037.0
2011-01-04,265.369,265.369,261.002,261.002,10502.0
2011-01-05,262.01,263.689,258.986,258.986,8148.0
2011-01-06,259.49,261.338,253.78,255.459,13914.0
2011-01-07,253.948,262.513,253.948,258.986,8439.0
2011-01-08,253.948,262.513,253.948,258.986,8439.0
2011-01-09,253.948,262.513,253.948,258.986,8439.0
2011-01-10,259.826,259.826,253.276,256.299,5366.0
2011-01-11,258.147,264.865,258.147,259.322,6907.0
2011-01-12,263.689,272.087,263.689,272.087,24448.0
2011-01-13,272.087,272.087,262.345,265.872,7281.0
2011-01-14,264.529,268.728,263.185,266.712,5098.0
2011-01-15,264.529,268.728,263.185,266.712,5098.0
2011-01-16,264.529,268.728,263.185,266.712,5098.0
2011-01-17,268.392,269.232,262.513,264.529,5550.0
2011-01-18,265.369,268.728,265.369,267.384,7317.0
2011-01-19,268.056,268.056,258.818,258.986,6878.0
2011-01-20,259.322,262.681,255.291,256.131,8680.0
2011-01-21,258.65,259.49,253.948,258.65,9683.0
2011-01-22,258.65,259.49,253.948,258.65,9683.0
2011-01-23,258.65,259.49,253.948,258.65,9683.0
2011-01-24,257.139,260.666,254.787,256.299,7622.0
2011-01-25,258.315,259.994,252.604,255.963,6465.0
2011-01-26,254.955,259.994,253.108,255.627,7046.0
2011-01-27,256.131,259.154,251.932,256.299,14222.0
2011-01-28,256.131,257.811,252.1,255.123,8486.0
2011-01-29,256.131,257.811,252.1,255.123,8486.0
2011-01-30,256.131,257.811,252.1,255.123,8486.0
2011-01-31,257.307,259.994,254.62,255.291,10493.0
2011-02-01,256.299,263.353,256.299,263.017,8619.0
2011-02-02,262.345,265.369,258.315,263.017,8447.0
2011-02-03,262.681,262.681,259.154,261.17,8151.0
2011-02-04,267.384,270.407,266.376,266.376,13992.0
2011-02-05,267.384,270.407,266.376,266.376,13992.0
2011-02-06,267.384,270.407,266.376,266.376,13992.0
2011-02-07,268.896,271.415,267.216,269.232,9314.0
2011-02-08,269.4,271.079,266.712,268.728,6320.0
2011-02-09,270.071,272.087,266.04,271.079,11658.0
2011-02-10,268.728,269.735,264.025,267.72,13941.0
2011-02-11,265.537,272.087,264.193,269.232,6775.0
2011-02-12,265.537,272.087,264.193,269.232,6775.0
2011-02-13,265.537,272.087,264.193,269.232,6775.0
2011-02-14,268.392,272.087,265.705,267.888,5974.0
2011-02-15,269.567,270.071,265.537,268.728,5336.0
2011-02-16,268.392,269.903,266.04,267.72,4544.0
2011-02-17,266.712,270.239,266.712,266.88,6375.0
2011-02-18,266.544,267.384,262.513,266.376,3995.0
2011-02-19,266.544,267.384,262.513,266.376,3995.0
2011-02-20,266.544,267.384,262.513,266.376,3995.0
2011-02-21,266.04,266.04,262.01,262.01,6135.0
2011-02-22,260.834,262.01,256.803,257.307,5437.0
2011-02-23,258.986,260.666,257.139,258.986,4119.0
2011-02-24,257.979,259.322,251.932,256.467,4627.0
2011-02-25,258.147,263.857,258.147,263.185,7857.0
2011-02-26,258.147,263.857,258.147,263.185,7857.0
2011-02-27,258.147,263.857,258.147,263.185,7857.0
2011-02-28,263.353,270.071,261.338,269.4,9287.0
2011-03-01,268.728,273.766,266.376,268.224,10596.0
2011-03-02,268.056,268.056,262.01,265.537,5661.0
2011-03-03,264.025,265.537,261.002,263.185,7276.0
2011-03-04,264.697,265.872,259.322,264.361,5975.0
2011-03-05,264.697,265.872,259.322,264.361,5975.0
2011-03-06,264.697,265.872,259.322,264.361,5975.0
2011-03-07,251.932,257.307,251.932,257.307,29432.0
2011-03-08,257.307,264.529,256.299,257.811,13688.0
2011-03-09,256.635,263.353,256.131,259.322,12358.0
2011-03-10,257.979,261.002,256.803,260.834,8596.0
2011-03-11,260.498,260.498,254.62,254.62,12907.0
2011-03-12,260.498,260.498,254.62,254.62,12907.0
2011-03-13,260.498,260.498,254.62,254.62,12907.0
2011-03-14,255.291,255.627,248.909,248.909,10028.0
2011-03-15,246.558,247.062,231.442,238.496,23011.0
2011-03-16,239.0,248.573,237.152,241.183,9466.0
2011-03-17,244.71,247.229,240.511,241.183,6427.0
2011-03-18,243.367,249.917,241.855,241.855,7754.0
2011-03-19,243.367,249.917,241.855,241.855,7754.0
2011-03-20,243.367,249.917,241.855,241.855,7754.0
2011-03-21,245.55,251.764,245.214,249.581,4033.0
2011-03-22,251.428,254.787,250.085,253.612,7283.0
2011-03-23,253.276,255.963,251.932,255.291,4804.0
2011-03-24,254.116,258.482,254.116,257.307,5017.0
2011-03-25,259.322,259.322,255.963,258.65,6134.0
2011-03-26,259.322,259.322,255.963,258.65,6134.0
2011-03-27,259.322,259.322,255.963,258.65,6134.0
2011-03-28,256.299,258.482,255.123,256.803,2566.0
2011-03-29,255.627,257.811,250.253,253.276,6015.0
2011-03-30,253.444,253.948,250.925,253.276,8910.0
2011-03-31,251.932,259.322,251.932,257.307,7697.0
2011-04-01,259.658,260.33,256.131,257.979,4097.0
2011-04-02,259.658,260.33,256.131,257.979,4097.0
2011-04-03,259.658,260.33,256.131,257.979,4097.0
2011-04-04,259.322,259.826,255.795,259.826,5738.0
2011-04-05,261.338,261.338,254.452,257.139,6212.0
2011-04-06,257.979,261.842,255.123,261.002,10085.0
2011-04-07,261.002,261.002,258.818,261.002,4080.0
2011-04-08,259.658,264.025,259.658,262.01,6451.0
2011-04-09,259.658,264.025,259.658,262.01,6451.0
2011-04-10,259.658,264.025,259.658,262.01,6451.0
2011-04-11,262.01,263.857,260.33,260.33,14285.0
2011-04-12,260.834,263.857,259.994,260.666,6244.0
2011-04-13,262.01,262.01,256.635,259.994,4361.0
2011-04-14,258.147,262.01,258.147,258.986,6260.0
2011-04-15,259.994,259.994,256.635,258.482,4290.0
2011-04-16,259.994,259.994,256.635,258.482,4290.0
2011-04-17,259.994,259.994,256.635,258.482,4290.0
2011-04-18,255.291,255.291,246.558,255.291,16678.0
2011-04-19,253.444,254.116,251.26,251.932,7135.0
2011-04-20,251.26,256.635,251.26,255.291,5093.0
2011-04-21,254.62,257.307,251.932,255.627,4993.0
2011-04-22,254.62,257.307,251.932,255.627,4993.0
2011-04-23,254.62,257.307,251.932,255.627,4993.0
2011-04-24,254.62,257.307,251.932,255.627,4993.0
2011-04-25,254.62,257.307,251.932,255.627,4993.0
2011-04-26,251.26,258.65,251.26,257.643,9416.0
2011-04-27,255.291,258.482,254.62,256.467,3257.0
2011-04-28,255.963,258.65,254.955,258.65,8282.0
2011-04-29,257.643,259.658,254.62,259.658,8547.0
2011-04-30,257.643,259.658,254.62,259.658,8547.0
2011-05-01,257.643,259.658,254.62,259.658,8547.0
2011-05-02,258.818,260.498,253.948,259.154,5853.0
2011-05-03,256.467,259.322,255.291,257.307,4877.0
2011-05-04,260.666,260.666,256.131,257.811,6624.0
2011-05-05,259.322,259.322,251.092,251.092,5239.0
2011-05-06,252.772,255.459,250.589,253.108,5762.0
2011-05-07,252.772,255.459,250.589,253.108,5762.0
2011-05-08,252.772,255.459,250.589,253.108,5762.0
2011-05-09,255.291,255.963,254.284,254.955,3299.0
2011-05-10,255.291,257.979,252.436,253.948,7339.0
