,SGSN SW Equity,SGSN SW Equity,SGSN SW Equity,SGSN SW Equity,SGSN SW Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2010-01-01,33.632,33.732,33.284,33.583,313475.0
2010-01-02,33.632,33.732,33.284,33.583,313475.0
2010-01-03,33.632,33.732,33.284,33.583,313475.0
2010-01-04,33.806,34.154,33.608,34.154,364075.0
2010-01-05,34.105,34.105,33.707,33.931,413775.0
2010-01-06,33.806,33.98,33.583,33.682,443125.0
2010-01-07,33.632,34.055,33.11,33.856,561075.0
2010-01-08,34.055,34.179,33.906,34.08,366250.0
2010-01-09,34.055,34.179,33.906,34.08,366250.0
2010-01-10,34.055,34.179,33.906,34.08,366250.0
2010-01-11,34.254,35.049,34.204,34.925,1013725.0
2010-01-12,35.049,35.149,34.453,34.453,1406750.0
2010-01-13,34.428,34.726,34.328,34.552,383725.0
2010-01-14,34.353,34.577,33.906,33.956,648175.0
2010-01-15,33.956,35.174,33.956,34.353,1637175.0
2010-01-16,33.956,35.174,33.956,34.353,1637175.0
2010-01-17,33.956,35.174,33.956,34.353,1637175.0
2010-01-18,34.552,34.9,34.453,34.527,407075.0
2010-01-19,33.931,34.801,33.732,34.527,682800.0
2010-01-20,34.527,34.9,34.279,34.527,633550.0
2010-01-21,34.478,34.776,34.13,34.204,411975.0
2010-01-22,34.179,34.353,33.707,33.881,382275.0
2010-01-23,34.179,34.353,33.707,33.881,382275.0
2010-01-24,34.179,34.353,33.707,33.881,382275.0
2010-01-25,33.906,34.005,33.558,33.608,498925.0
2010-01-26,33.26,33.682,33.185,33.608,471500.0
2010-01-27,33.558,33.757,33.409,33.707,774350.0
2010-01-28,33.856,34.229,33.682,33.732,595400.0
2010-01-29,33.757,34.304,33.483,34.08,648750.0
2010-01-30,33.757,34.304,33.483,34.08,648750.0
2010-01-31,33.757,34.304,33.483,34.08,648750.0
2010-02-01,34.08,34.08,33.632,33.906,264225.0
2010-02-02,33.931,34.378,33.682,34.304,405200.0
2010-02-03,34.105,34.453,33.483,33.732,548475.0
2010-02-04,33.682,33.806,33.061,33.185,585275.0
2010-02-05,32.986,33.682,32.514,33.16,900550.0
2010-02-06,32.986,33.682,32.514,33.16,900550.0
2010-02-07,32.986,33.682,32.514,33.16,900550.0
2010-02-08,33.284,33.458,33.011,33.434,354150.0
2010-02-09,33.533,33.632,33.16,33.409,404725.0
2010-02-10,33.856,33.856,33.11,33.11,618575.0
2010-02-11,33.061,33.707,33.011,33.508,814750.0
2010-02-12,33.806,34.005,33.26,33.608,521525.0
2010-02-13,33.806,34.005,33.26,33.608,521525.0
2010-02-14,33.806,34.005,33.26,33.608,521525.0
2010-02-15,33.608,34.229,33.558,33.831,412400.0
2010-02-16,34.154,34.154,33.682,33.881,295425.0
2010-02-17,34.254,34.428,33.956,34.279,308925.0
2010-02-18,34.378,34.378,34.105,34.328,284175.0
2010-02-19,34.204,35.149,34.055,35.124,1798825.0
2010-02-20,34.204,35.149,34.055,35.124,1798825.0
2010-02-21,34.204,35.149,34.055,35.124,1798825.0
2010-02-22,35.074,35.894,35.024,35.174,863400.0
2010-02-23,35.447,35.646,35.024,35.149,819025.0
2010-02-24,35.323,35.571,35.049,35.348,662175.0
2010-02-25,35.174,35.546,34.676,35.0,672325.0
2010-02-26,35.248,35.745,35.049,35.745,649450.0
2010-02-27,35.248,35.745,35.049,35.745,649450.0
2010-02-28,35.248,35.745,35.049,35.745,649450.0
2010-03-01,36.044,36.342,35.969,36.267,718800.0
2010-03-02,36.466,36.466,36.019,36.416,552700.0
2010-03-03,36.242,36.59,36.242,36.566,398650.0
2010-03-04,36.541,36.839,36.292,36.74,561675.0
2010-03-05,36.814,37.61,36.615,37.137,761975.0
2010-03-06,36.814,37.61,36.615,37.137,761975.0
2010-03-07,36.814,37.61,36.615,37.137,761975.0
2010-03-08,37.286,37.336,37.013,37.237,347350.0
2010-03-09,37.286,37.286,36.466,36.864,486725.0
2010-03-10,36.789,36.988,36.764,36.914,327250.0
2010-03-11,36.914,37.038,36.789,37.013,318700.0
2010-03-12,37.187,37.311,36.889,37.112,493450.0
2010-03-13,37.187,37.311,36.889,37.112,493450.0
2010-03-14,37.187,37.311,36.889,37.112,493450.0
2010-03-15,37.038,37.262,36.814,36.914,382750.0
2010-03-16,37.187,37.187,36.814,36.938,383950.0
2010-03-17,36.938,37.162,36.839,37.088,534925.0
2010-03-18,36.938,37.286,36.938,37.286,380700.0
2010-03-19,37.585,37.958,37.361,37.784,2216050.0
2010-03-20,37.585,37.958,37.361,37.784,2216050.0
2010-03-21,37.585,37.958,37.361,37.784,2216050.0
2010-03-22,37.784,38.032,37.336,37.982,653675.0
2010-03-23,38.032,38.455,37.808,38.132,519400.0
2010-03-24,38.375,38.375,37.651,37.729,695100.0
2010-03-25,37.858,37.987,37.599,37.78,402150.0
2010-03-26,37.573,37.987,37.263,37.444,487800.0
2010-03-27,37.573,37.987,37.263,37.444,487800.0
2010-03-28,37.573,37.987,37.263,37.444,487800.0
2010-03-29,37.625,37.91,37.418,37.806,432775.0
2010-03-30,37.806,38.22,37.806,38.039,428700.0
2010-03-31,38.065,38.349,37.573,37.599,565150.0
2010-04-01,38.091,38.349,37.832,38.272,448050.0
2010-04-02,38.091,38.349,37.832,38.272,448050.0
2010-04-03,38.091,38.349,37.832,38.272,448050.0
2010-04-04,38.091,38.349,37.832,38.272,448050.0
2010-04-05,38.091,38.349,37.832,38.272,448050.0
2010-04-06,38.634,38.685,38.427,38.504,403800.0
2010-04-07,38.427,38.479,37.961,37.961,409925.0
2010-04-08,37.78,37.91,37.341,37.367,607000.0
2010-04-09,37.703,37.703,37.367,37.599,435750.0
2010-04-10,37.703,37.703,37.367,37.599,435750.0
2010-04-11,37.703,37.703,37.367,37.599,435750.0
2010-04-12,37.677,38.608,37.677,38.582,602850.0
2010-04-13,38.323,38.711,38.323,38.53,453850.0
2010-04-14,38.582,38.66,38.142,38.66,357925.0
2010-04-15,38.608,38.841,38.272,38.685,359375.0
2010-04-16,38.66,38.763,38.298,38.53,771275.0
2010-04-17,38.66,38.763,38.298,38.53,771275.0
2010-04-18,38.66,38.763,38.298,38.53,771275.0
2010-04-19,38.22,38.53,37.935,38.013,308275.0
2010-04-20,38.323,39.022,38.298,38.608,525750.0
2010-04-21,38.634,38.737,38.375,38.453,267100.0
2010-04-22,38.298,38.97,38.194,38.349,658900.0
2010-04-23,38.349,38.608,38.22,38.453,455800.0
2010-04-24,38.349,38.608,38.22,38.453,455800.0
2010-04-25,38.349,38.608,38.22,38.453,455800.0
2010-04-26,38.763,38.996,38.634,38.737,259250.0
2010-04-27,38.401,38.53,37.16,37.16,708200.0
2010-04-28,36.849,37.005,36.099,36.177,703850.0
2010-04-29,36.229,36.979,35.996,36.901,526325.0
2010-04-30,36.875,36.927,36.28,36.28,413375.0
2010-05-01,36.875,36.927,36.28,36.28,413375.0
2010-05-02,36.875,36.927,36.28,36.28,413375.0
2010-05-03,36.151,36.358,36.125,36.358,258125.0
2010-05-04,36.229,36.875,35.918,36.125,534350.0
2010-05-05,35.789,36.41,35.789,36.022,486950.0
2010-05-06,35.918,37.289,35.789,36.41,860375.0
2010-05-07,35.867,36.358,35.22,35.608,899900.0
2010-05-08,35.867,36.358,35.22,35.608,899900.0
2010-05-09,35.867,36.358,35.22,35.608,899900.0
2010-05-10,36.203,37.134,35.996,37.056,670275.0
2010-05-11,36.849,36.953,36.358,36.694,317475.0
2010-05-12,36.487,37.78,36.487,37.418,430475.0
2010-05-13,36.487,37.78,36.487,37.418,430475.0
2010-05-14,38.116,38.116,37.005,37.082,479875.0
2010-05-15,38.116,38.116,37.005,37.082,479875.0
2010-05-16,38.116,38.116,37.005,37.082,479875.0
2010-05-17,36.668,37.108,36.41,36.539,405175.0
2010-05-18,36.927,37.418,36.824,37.237,402475.0
2010-05-19,37.005,37.108,36.28,36.358,460875.0
2010-05-20,36.461,36.513,35.169,35.479,855875.0
2010-05-21,35.169,35.505,34.988,35.479,832900.0
2010-05-22,35.169,35.505,34.988,35.479,832900.0
2010-05-23,35.169,35.505,34.988,35.479,832900.0
2010-05-24,35.169,35.505,34.988,35.479,832900.0
2010-05-25,35.169,35.427,34.677,34.858,516000.0
2010-05-26,35.298,36.436,35.298,36.177,804250.0
2010-05-27,36.436,37.237,36.074,37.237,452625.0
2010-05-28,37.651,38.22,37.392,37.832,497225.0
2010-05-29,37.651,38.22,37.392,37.832,497225.0
2010-05-30,37.651,38.22,37.392,37.832,497225.0
2010-05-31,37.522,37.987,37.367,37.496,156700.0
2010-06-01,37.263,37.573,36.824,37.289,432825.0
2010-06-02,37.108,37.263,36.643,36.772,574450.0
2010-06-03,37.263,37.496,37.108,37.16,494750.0
2010-06-04,37.418,37.496,36.461,36.461,478875.0
2010-06-05,37.418,37.496,36.461,36.461,478875.0
2010-06-06,37.418,37.496,36.461,36.461,478875.0
2010-06-07,36.203,36.953,36.203,36.694,447900.0
2010-06-08,36.643,37.16,36.591,36.953,560350.0
2010-06-09,37.03,37.444,36.901,37.289,465925.0
2010-06-10,37.263,38.013,37.211,37.987,405750.0
2010-06-11,38.065,38.142,37.496,37.961,292850.0
2010-06-12,38.065,38.142,37.496,37.961,292850.0
2010-06-13,38.065,38.142,37.496,37.961,292850.0
2010-06-14,38.22,38.453,38.065,38.401,216350.0
2010-06-15,38.039,39.047,38.039,38.866,443375.0
2010-06-16,39.047,39.177,38.892,39.099,343900.0
2010-06-17,39.099,39.28,38.789,38.996,348400.0
2010-06-18,39.409,39.409,38.944,38.944,933625.0
2010-06-19,39.409,39.409,38.944,38.944,933625.0
2010-06-20,39.409,39.409,38.944,38.944,933625.0
2010-06-21,39.539,39.797,39.409,39.59,238800.0
2010-06-22,39.047,39.358,38.763,38.944,441250.0
2010-06-23,38.685,38.918,38.272,38.298,358400.0
2010-06-24,38.556,38.582,38.272,38.582,445675.0
2010-06-25,38.608,39.151,38.556,38.763,558275.0
2010-06-26,38.608,39.151,38.556,38.763,558275.0
2010-06-27,38.608,39.151,38.556,38.763,558275.0
2010-06-28,38.789,39.177,38.634,39.125,307800.0
2010-06-29,38.582,38.97,37.806,37.884,373900.0
2010-06-30,37.832,38.065,37.599,37.806,416350.0
2010-07-01,37.418,37.91,36.953,37.16,401050.0
2010-07-02,37.573,38.22,37.392,37.78,417725.0
2010-07-03,37.573,38.22,37.392,37.78,417725.0
2010-07-04,37.573,38.22,37.392,37.78,417725.0
2010-07-05,37.754,38.168,37.703,37.858,238950.0
2010-07-06,37.858,38.789,37.858,38.711,318375.0
2010-07-07,38.349,38.504,37.884,38.323,316925.0
2010-07-08,38.608,38.841,38.453,38.711,357975.0
2010-07-09,38.996,39.125,38.323,38.66,480100.0
2010-07-10,38.996,39.125,38.323,38.66,480100.0
2010-07-11,38.996,39.125,38.323,38.66,480100.0
2010-07-12,38.996,38.996,38.349,38.608,323800.0
2010-07-13,38.479,40.134,38.479,40.082,668850.0
2010-07-14,40.315,40.987,39.927,40.987,472550.0
2010-07-15,40.211,40.34,39.487,39.771,637575.0
2010-07-16,39.901,40.134,39.332,39.487,546175.0
2010-07-17,39.901,40.134,39.332,39.487,546175.0
2010-07-18,39.901,40.134,39.332,39.487,546175.0
2010-07-19,39.513,39.565,38.918,39.125,290150.0
2010-07-20,39.047,39.384,38.685,38.944,342325.0
2010-07-21,39.28,39.823,38.944,38.97,391400.0
2010-07-22,38.789,39.927,38.789,39.823,330575.0
2010-07-23,39.668,39.978,39.513,39.901,392300.0
2010-07-24,39.668,39.978,39.513,39.901,392300.0
2010-07-25,39.668,39.978,39.513,39.901,392300.0
2010-07-26,40.082,40.082,39.125,39.332,368150.0
2010-07-27,39.254,39.565,38.763,38.815,461850.0
2010-07-28,39.177,39.28,38.272,38.349,413225.0
2010-07-29,38.349,38.608,38.142,38.142,377700.0
2010-07-30,38.194,38.298,37.599,37.832,395225.0
2010-07-31,38.194,38.298,37.599,37.832,395225.0
2010-08-01,38.194,38.298,37.599,37.832,395225.0
2010-08-02,37.858,38.97,37.858,38.789,539525.0
2010-08-03,38.634,38.996,38.453,38.866,355100.0
2010-08-04,38.685,39.332,38.634,39.28,366375.0
2010-08-05,39.409,39.746,39.022,39.073,277425.0
2010-08-06,39.073,39.306,38.401,38.634,365400.0
2010-08-07,39.073,39.306,38.401,38.634,365400.0
2010-08-08,39.073,39.306,38.401,38.634,365400.0
2010-08-09,38.97,39.099,38.763,38.815,220725.0
2010-08-10,38.866,38.892,38.479,38.685,232525.0
2010-08-11,38.401,38.582,37.522,37.548,323225.0
2010-08-12,37.496,37.806,37.186,37.315,268600.0
2010-08-13,37.392,37.729,37.186,37.548,215125.0
2010-08-14,37.392,37.729,37.186,37.548,215125.0
2010-08-15,37.392,37.729,37.186,37.548,215125.0
2010-08-16,37.754,37.858,37.03,37.47,186525.0
2010-08-17,37.754,38.504,37.444,38.427,364625.0
2010-08-18,38.504,38.634,37.935,38.453,543675.0
2010-08-19,38.53,38.608,37.729,37.884,305275.0
2010-08-20,37.832,37.987,37.237,37.729,288800.0
2010-08-21,37.832,37.987,37.237,37.729,288800.0
2010-08-22,37.832,37.987,37.237,37.729,288800.0
2010-08-23,37.935,37.987,37.548,37.677,232125.0
2010-08-24,37.496,37.599,36.979,37.16,303725.0
2010-08-25,37.056,37.263,36.384,36.668,345825.0
2010-08-26,37.082,37.625,37.056,37.186,511050.0
2010-08-27,37.211,38.013,37.211,38.013,463000.0
2010-08-28,37.211,38.013,37.211,38.013,463000.0
2010-08-29,37.211,38.013,37.211,38.013,463000.0
2010-08-30,38.246,38.246,37.754,38.065,164300.0
2010-08-31,37.522,38.168,37.496,38.013,500000.0
2010-09-01,38.246,40.34,38.142,40.185,730750.0
2010-09-02,39.901,40.237,39.099,39.203,371075.0
2010-09-03,39.254,39.978,39.073,39.358,180075.0
2010-09-04,39.254,39.978,39.073,39.358,180075.0
2010-09-05,39.254,39.978,39.073,39.358,180075.0
2010-09-06,39.59,40.289,39.461,40.263,249575.0
2010-09-07,40.315,40.315,39.487,39.746,184850.0
2010-09-08,39.513,40.289,39.177,40.237,359300.0
2010-09-09,40.211,40.702,40.03,40.573,203050.0
2010-09-10,40.599,40.651,40.108,40.34,267575.0
2010-09-11,40.599,40.651,40.108,40.34,267575.0
2010-09-12,40.599,40.651,40.108,40.34,267575.0
2010-09-13,40.651,40.935,40.444,40.858,254875.0
2010-09-14,41.09,41.556,41.039,41.323,360725.0
2010-09-15,41.375,41.375,40.728,40.858,293125.0
2010-09-16,40.961,41.452,40.728,41.116,274950.0
2010-09-17,41.607,42.151,41.245,41.556,1017600.0
2010-09-18,41.607,42.151,41.245,41.556,1017600.0
2010-09-19,41.607,42.151,41.245,41.556,1017600.0
2010-09-20,42.28,43.883,42.228,43.806,887125.0
2010-09-21,43.935,43.935,42.357,42.357,798975.0
2010-09-22,42.668,42.694,41.685,41.84,347400.0
2010-09-23,42.254,42.254,41.556,41.892,293275.0
2010-09-24,41.892,42.435,39.875,40.858,1385725.0
2010-09-25,41.892,42.435,39.875,40.858,1385725.0
2010-09-26,41.892,42.435,39.875,40.858,1385725.0
2010-09-27,40.78,41.401,40.496,40.754,531175.0
2010-09-28,40.47,41.142,40.082,41.116,604050.0
2010-09-29,41.142,41.504,40.702,40.987,485550.0
2010-09-30,40.728,41.349,40.496,41.064,426850.0
2010-10-01,40.987,41.323,40.728,40.987,355475.0
2010-10-02,40.987,41.323,40.728,40.987,355475.0
2010-10-03,40.987,41.323,40.728,40.987,355475.0
2010-10-04,40.883,41.09,40.237,40.34,481300.0
2010-10-05,40.315,40.599,40.159,40.237,494000.0
2010-10-06,40.392,41.504,40.263,41.245,586000.0
2010-10-07,41.271,41.271,40.34,40.34,504625.0
2010-10-08,40.34,40.496,40.159,40.444,394700.0
2010-10-09,40.34,40.496,40.159,40.444,394700.0
2010-10-10,40.34,40.496,40.159,40.444,394700.0
2010-10-11,40.728,40.883,40.573,40.702,407525.0
2010-10-12,40.366,40.599,40.159,40.444,377575.0
2010-10-13,40.702,40.858,40.521,40.677,432175.0
2010-10-14,40.832,40.832,40.185,40.418,655850.0
2010-10-15,40.858,40.858,40.237,40.444,420925.0
2010-10-16,40.858,40.858,40.237,40.444,420925.0
2010-10-17,40.858,40.858,40.237,40.444,420925.0
2010-10-18,40.521,40.728,40.185,40.211,289775.0
2010-10-19,40.159,40.573,40.108,40.237,272600.0
2010-10-20,40.263,40.315,39.978,40.108,551800.0
2010-10-21,40.108,41.245,40.004,41.064,655350.0
2010-10-22,41.116,41.245,40.78,40.883,277550.0
2010-10-23,41.116,41.245,40.78,40.883,277550.0
2010-10-24,41.116,41.245,40.78,40.883,277550.0
2010-10-25,41.09,41.633,40.858,41.168,317375.0
2010-10-26,41.09,41.09,40.34,40.858,250425.0
2010-10-27,40.728,41.349,40.392,40.573,178475.0
2010-10-28,41.194,41.22,40.573,40.651,224800.0
2010-10-29,40.78,40.909,40.185,40.728,287875.0
2010-10-30,40.78,40.909,40.185,40.728,287875.0
2010-10-31,40.78,40.909,40.185,40.728,287875.0
2010-11-01,41.116,41.53,40.599,41.375,376325.0
2010-11-02,41.53,42.021,41.452,41.737,345375.0
2010-11-03,41.84,42.021,41.375,41.375,220825.0
2010-11-04,41.892,42.099,41.582,42.021,311475.0
2010-11-05,42.228,42.357,41.84,41.995,230400.0
2010-11-06,42.228,42.357,41.84,41.995,230400.0
2010-11-07,42.228,42.357,41.84,41.995,230400.0
2010-11-08,42.047,42.202,41.788,42.151,240925.0
2010-11-09,42.306,42.797,42.151,42.306,314000.0
2010-11-10,42.151,42.151,41.633,41.892,303725.0
2010-11-11,42.176,42.538,41.866,42.151,339675.0
2010-11-12,41.556,42.383,41.556,42.28,257550.0
2010-11-13,41.556,42.383,41.556,42.28,257550.0
2010-11-14,41.556,42.383,41.556,42.28,257550.0
2010-11-15,41.944,42.9,41.944,42.668,270025.0
2010-11-16,42.357,42.849,41.84,41.944,278750.0
2010-11-17,41.918,42.021,41.659,41.918,297375.0
2010-11-18,42.021,42.151,41.737,42.047,854300.0
2010-11-19,42.487,42.513,41.944,42.357,330350.0
2010-11-20,42.487,42.513,41.944,42.357,330350.0
2010-11-21,42.487,42.513,41.944,42.357,330350.0
2010-11-22,42.668,42.668,41.918,41.97,153825.0
2010-11-23,41.918,42.099,41.22,41.22,371775.0
2010-11-24,42.073,43.262,41.944,43.159,577925.0
2010-11-25,43.314,43.418,43.056,43.262,284350.0
2010-11-26,43.056,43.34,42.668,43.34,274350.0
2010-11-27,43.056,43.34,42.668,43.34,274350.0
2010-11-28,43.056,43.34,42.668,43.34,274350.0
2010-11-29,43.443,43.676,42.461,42.513,260100.0
2010-11-30,42.383,42.875,42.332,42.487,531900.0
2010-12-01,42.9,43.961,42.435,43.831,407075.0
2010-12-02,43.702,44.012,43.081,44.012,665125.0
2010-12-03,44.09,44.09,43.185,43.495,472025.0
2010-12-04,44.09,44.09,43.185,43.495,472025.0
2010-12-05,44.09,44.09,43.185,43.495,472025.0
2010-12-06,43.599,43.676,43.314,43.443,244075.0
2010-12-07,43.443,43.935,43.34,43.883,313850.0
2010-12-08,43.702,44.09,43.625,44.064,328500.0
2010-12-09,44.193,44.193,42.616,43.107,574525.0
2010-12-10,43.107,43.366,42.823,42.978,182300.0
2010-12-11,43.107,43.366,42.823,42.978,182300.0
2010-12-12,43.107,43.366,42.823,42.978,182300.0
2010-12-13,43.237,43.262,42.487,42.487,248950.0
2010-12-14,42.642,43.159,42.461,43.107,254875.0
2010-12-15,42.926,43.185,42.409,42.409,299575.0
2010-12-16,42.461,42.668,42.073,42.487,281500.0
2010-12-17,42.9,42.926,42.409,42.409,899725.0
2010-12-18,42.9,42.926,42.409,42.409,899725.0
2010-12-19,42.9,42.926,42.409,42.409,899725.0
2010-12-20,42.745,42.771,42.228,42.59,394750.0
2010-12-21,42.694,42.9,42.383,42.383,294875.0
2010-12-22,42.409,42.538,41.504,41.504,1448900.0
2010-12-23,41.401,41.97,41.375,41.866,420850.0
2010-12-24,41.401,41.97,41.375,41.866,420850.0
2010-12-25,41.401,41.97,41.375,41.866,420850.0
2010-12-26,41.401,41.97,41.375,41.866,420850.0
2010-12-27,41.84,41.892,41.245,41.504,178825.0
2010-12-28,41.53,41.633,41.401,41.452,104225.0
2010-12-29,41.607,41.737,41.271,41.478,119950.0
2010-12-30,41.763,41.763,40.573,40.573,255650.0
2010-12-31,41.763,41.763,40.573,40.573,255650.0
2011-01-01,41.763,41.763,40.573,40.573,255650.0
2011-01-02,41.763,41.763,40.573,40.573,255650.0
2011-01-03,40.625,41.245,40.625,41.142,244050.0
2011-01-04,41.375,42.047,41.039,41.814,691375.0
2011-01-05,41.633,41.814,40.754,40.832,476300.0
2011-01-06,40.366,41.763,40.366,40.496,759300.0
2011-01-07,40.496,40.858,40.185,40.185,419925.0
2011-01-08,40.496,40.858,40.185,40.185,419925.0
2011-01-09,40.496,40.858,40.185,40.185,419925.0
2011-01-10,40.211,40.651,39.797,39.927,260375.0
2011-01-11,40.159,41.22,39.978,40.728,733125.0
2011-01-12,41.375,41.375,40.418,40.832,510775.0
2011-01-13,41.013,41.039,39.565,39.59,673900.0
2011-01-14,39.694,39.927,39.151,39.694,580325.0
2011-01-15,39.694,39.927,39.151,39.694,580325.0
2011-01-16,39.694,39.927,39.151,39.694,580325.0
2011-01-17,40.599,40.909,40.082,40.599,741300.0
2011-01-18,40.625,41.323,40.392,41.297,702925.0
2011-01-19,41.375,41.607,41.064,41.375,895075.0
2011-01-20,41.401,41.452,40.521,41.09,983275.0
2011-01-21,40.961,41.323,40.806,40.883,859500.0
2011-01-22,40.961,41.323,40.806,40.883,859500.0
2011-01-23,40.961,41.323,40.806,40.883,859500.0
2011-01-24,41.116,41.116,40.444,40.496,389075.0
2011-01-25,40.47,40.599,40.134,40.315,274425.0
2011-01-26,40.599,40.858,40.418,40.573,410400.0
2011-01-27,40.625,40.651,39.952,40.082,305800.0
2011-01-28,40.34,40.418,39.72,40.159,482225.0
2011-01-29,40.34,40.418,39.72,40.159,482225.0
2011-01-30,40.34,40.418,39.72,40.159,482225.0
2011-01-31,40.211,40.211,39.565,39.72,306925.0
2011-02-01,39.823,40.625,39.823,40.573,401525.0
2011-02-02,40.599,41.064,40.108,40.573,381050.0
2011-02-03,40.47,40.883,40.134,40.47,461250.0
2011-02-04,40.47,40.78,40.418,40.573,414300.0
2011-02-05,40.47,40.78,40.418,40.573,414300.0
2011-02-06,40.47,40.78,40.418,40.573,414300.0
2011-02-07,40.573,41.039,40.547,40.883,363050.0
