,KIMBERA MM Equity
2013-04-08,77.0061
2013-04-09,77.0061
2013-04-10,77.0061
2013-04-11,77.0061
2013-04-12,77.0061
2013-04-13,77.0061
2013-04-14,77.0061
2013-04-15,77.0061
2013-04-16,77.0061
2013-04-17,77.0061
2013-04-18,77.0061
2013-04-19,77.0061
2013-04-20,77.0061
2013-04-21,77.0061
2013-04-22,77.0061
2013-04-23,77.0061
2013-04-24,77.0061
2013-04-25,77.0061
2013-04-26,77.0061
2013-04-27,77.0061
2013-04-28,77.0061
2013-04-29,77.0061
2013-04-30,77.0061
2013-05-01,77.0061
2013-05-02,77.0061
2013-05-03,77.0061
2013-05-04,77.0061
2013-05-05,77.0061
2013-05-06,77.0061
2013-05-07,77.0061
2013-05-08,77.0061
2013-05-09,77.0061
2013-05-10,77.0061
2013-05-11,77.0061
2013-05-12,77.0061
2013-05-13,77.0061
2013-05-14,77.0061
2013-05-15,77.0061
2013-05-16,77.0061
2013-05-17,77.0061
2013-05-18,77.0061
2013-05-19,77.0061
2013-05-20,77.0061
2013-05-21,77.0061
2013-05-22,77.0061
2013-05-23,77.0061
2013-05-24,77.0061
2013-05-25,77.0061
2013-05-26,77.0061
2013-05-27,77.0061
2013-05-28,77.0061
2013-05-29,77.0061
2013-05-30,77.0061
2013-05-31,77.0061
2013-06-01,77.0061
2013-06-02,77.0061
2013-06-03,77.0061
2013-06-04,77.0061
2013-06-05,77.0061
2013-06-06,77.0061
2013-06-07,77.0061
2013-06-08,77.0061
2013-06-09,77.0061
2013-06-10,77.0061
2013-06-11,77.0061
2013-06-12,77.0061
2013-06-13,77.0061
2013-06-14,77.0061
2013-06-15,77.0061
2013-06-16,77.0061
2013-06-17,77.0061
2013-06-18,77.0061
2013-06-19,77.0061
2013-06-20,77.0061
2013-06-21,77.0061
2013-06-22,77.0061
2013-06-23,77.0061
2013-06-24,77.0061
2013-06-25,77.0061
2013-06-26,77.0061
2013-06-27,77.0061
2013-06-28,77.0061
2013-06-29,77.0061
2013-06-30,67.5042
2013-07-01,67.5042
2013-07-02,67.5042
2013-07-03,67.5042
2013-07-04,67.5042
2013-07-05,67.5042
2013-07-06,67.5042
2013-07-07,67.5042
2013-07-08,67.5042
2013-07-09,67.5042
2013-07-10,67.5042
2013-07-11,67.5042
2013-07-12,67.5042
2013-07-13,67.5042
2013-07-14,67.5042
2013-07-15,67.5042
2013-07-16,67.5042
2013-07-17,67.5042
2013-07-18,67.5042
2013-07-19,67.5042
2013-07-20,67.5042
2013-07-21,67.5042
2013-07-22,67.5042
2013-07-23,67.5042
2013-07-24,67.5042
2013-07-25,67.5042
2013-07-26,67.5042
2013-07-27,67.5042
2013-07-28,67.5042
2013-07-29,67.5042
2013-07-30,67.5042
2013-07-31,67.5042
2013-08-01,67.5042
2013-08-02,67.5042
2013-08-03,67.5042
2013-08-04,67.5042
2013-08-05,67.5042
2013-08-06,67.5042
2013-08-07,67.5042
2013-08-08,67.5042
2013-08-09,67.5042
2013-08-10,67.5042
2013-08-11,67.5042
2013-08-12,67.5042
2013-08-13,67.5042
2013-08-14,67.5042
2013-08-15,67.5042
2013-08-16,67.5042
2013-08-17,67.5042
2013-08-18,67.5042
2013-08-19,67.5042
2013-08-20,67.5042
2013-08-21,67.5042
2013-08-22,67.5042
2013-08-23,67.5042
2013-08-24,67.5042
2013-08-25,67.5042
2013-08-26,67.5042
2013-08-27,67.5042
2013-08-28,67.5042
2013-08-29,67.5042
2013-08-30,67.5042
2013-08-31,67.5042
2013-09-01,67.5042
2013-09-02,67.5042
2013-09-03,67.5042
2013-09-04,67.5042
2013-09-05,67.5042
2013-09-06,67.5042
2013-09-07,67.5042
2013-09-08,67.5042
2013-09-09,67.5042
2013-09-10,67.5042
2013-09-11,67.5042
2013-09-12,67.5042
2013-09-13,67.5042
2013-09-14,67.5042
2013-09-15,67.5042
2013-09-16,67.5042
2013-09-17,67.5042
2013-09-18,67.5042
2013-09-19,67.5042
2013-09-20,67.5042
2013-09-21,67.5042
2013-09-22,67.5042
2013-09-23,67.5042
2013-09-24,67.5042
2013-09-25,67.5042
2013-09-26,67.5042
2013-09-27,67.5042
2013-09-28,67.5042
2013-09-29,67.5042
2013-09-30,61.6474
2013-10-01,61.6474
2013-10-02,61.6474
2013-10-03,61.6474
2013-10-04,61.6474
2013-10-05,61.6474
2013-10-06,61.6474
2013-10-07,61.6474
2013-10-08,61.6474
2013-10-09,61.6474
2013-10-10,61.6474
2013-10-11,61.6474
2013-10-12,61.6474
2013-10-13,61.6474
2013-10-14,61.6474
2013-10-15,61.6474
2013-10-16,61.6474
2013-10-17,61.6474
2013-10-18,61.6474
2013-10-19,61.6474
2013-10-20,61.6474
2013-10-21,61.6474
2013-10-22,61.6474
2013-10-23,61.6474
2013-10-24,61.6474
2013-10-25,61.6474
2013-10-26,61.6474
2013-10-27,61.6474
2013-10-28,61.6474
2013-10-29,61.6474
2013-10-30,61.6474
2013-10-31,61.6474
2013-11-01,61.6474
2013-11-02,61.6474
2013-11-03,61.6474
2013-11-04,61.6474
2013-11-05,61.6474
2013-11-06,61.6474
2013-11-07,61.6474
2013-11-08,61.6474
2013-11-09,61.6474
2013-11-10,61.6474
2013-11-11,61.6474
2013-11-12,61.6474
2013-11-13,61.6474
2013-11-14,61.6474
2013-11-15,61.6474
2013-11-16,61.6474
2013-11-17,61.6474
2013-11-18,61.6474
2013-11-19,61.6474
2013-11-20,61.6474
2013-11-21,61.6474
2013-11-22,61.6474
2013-11-23,61.6474
2013-11-24,61.6474
2013-11-25,61.6474
2013-11-26,61.6474
2013-11-27,61.6474
2013-11-28,61.6474
2013-11-29,61.6474
2013-11-30,61.6474
2013-12-01,61.6474
2013-12-02,61.6474
2013-12-03,61.6474
2013-12-04,61.6474
2013-12-05,61.6474
2013-12-06,61.6474
2013-12-07,61.6474
2013-12-08,61.6474
2013-12-09,61.6474
2013-12-10,61.6474
2013-12-11,61.6474
2013-12-12,61.6474
2013-12-13,61.6474
2013-12-14,61.6474
2013-12-15,61.6474
2013-12-16,61.6474
2013-12-17,61.6474
2013-12-18,61.6474
2013-12-19,61.6474
2013-12-20,61.6474
2013-12-21,61.6474
2013-12-22,61.6474
2013-12-23,61.6474
2013-12-24,61.6474
2013-12-25,61.6474
2013-12-26,61.6474
2013-12-27,61.6474
2013-12-28,61.6474
2013-12-29,61.6474
2013-12-30,61.6474
2013-12-31,53.6681
2014-01-01,53.6681
2014-01-02,53.6681
2014-01-03,53.6681
2014-01-04,53.6681
2014-01-05,53.6681
2014-01-06,53.6681
2014-01-07,53.6681
2014-01-08,53.6681
2014-01-09,53.6681
2014-01-10,53.6681
2014-01-11,53.6681
2014-01-12,53.6681
2014-01-13,53.6681
2014-01-14,53.6681
2014-01-15,53.6681
2014-01-16,53.6681
2014-01-17,53.6681
2014-01-18,53.6681
2014-01-19,53.6681
2014-01-20,53.6681
2014-01-21,53.6681
2014-01-22,53.6681
2014-01-23,53.6681
2014-01-24,53.6681
2014-01-25,53.6681
2014-01-26,53.6681
2014-01-27,53.6681
2014-01-28,53.6681
2014-01-29,53.6681
2014-01-30,53.6681
2014-01-31,53.6681
2014-02-01,53.6681
2014-02-02,53.6681
2014-02-03,53.6681
2014-02-04,53.6681
2014-02-05,53.6681
2014-02-06,53.6681
2014-02-07,53.6681
2014-02-08,53.6681
2014-02-09,53.6681
2014-02-10,53.6681
2014-02-11,53.6681
2014-02-12,53.6681
2014-02-13,53.6681
2014-02-14,53.6681
2014-02-15,53.6681
2014-02-16,53.6681
2014-02-17,53.6681
2014-02-18,53.6681
2014-02-19,53.6681
2014-02-20,53.6681
2014-02-21,53.6681
2014-02-22,53.6681
2014-02-23,53.6681
2014-02-24,53.6681
2014-02-25,53.6681
2014-02-26,53.6681
2014-02-27,53.6681
2014-02-28,53.6681
2014-03-01,53.6681
2014-03-02,53.6681
2014-03-03,53.6681
2014-03-04,53.6681
2014-03-05,53.6681
2014-03-06,53.6681
2014-03-07,53.6681
2014-03-08,53.6681
2014-03-09,53.6681
2014-03-10,53.6681
2014-03-11,53.6681
2014-03-12,53.6681
2014-03-13,53.6681
2014-03-14,53.6681
2014-03-15,53.6681
2014-03-16,53.6681
2014-03-17,53.6681
2014-03-18,53.6681
2014-03-19,53.6681
2014-03-20,53.6681
2014-03-21,53.6681
2014-03-22,53.6681
2014-03-23,53.6681
2014-03-24,53.6681
2014-03-25,53.6681
2014-03-26,53.6681
2014-03-27,53.6681
2014-03-28,53.6681
2014-03-29,53.6681
2014-03-30,53.6681
2014-03-31,82.6002
2014-04-01,82.6002
2014-04-02,82.6002
2014-04-03,82.6002
2014-04-04,82.6002
2014-04-05,82.6002
2014-04-06,82.6002
2014-04-07,82.6002
2014-04-08,82.6002
2014-04-09,82.6002
2014-04-10,82.6002
2014-04-11,82.6002
2014-04-12,82.6002
2014-04-13,82.6002
2014-04-14,82.6002
2014-04-15,82.6002
2014-04-16,82.6002
2014-04-17,82.6002
2014-04-18,82.6002
2014-04-19,82.6002
2014-04-20,82.6002
2014-04-21,82.6002
2014-04-22,82.6002
2014-04-23,82.6002
2014-04-24,82.6002
2014-04-25,82.6002
2014-04-26,82.6002
2014-04-27,82.6002
2014-04-28,82.6002
2014-04-29,82.6002
2014-04-30,82.6002
2014-05-01,82.6002
2014-05-02,82.6002
2014-05-03,82.6002
2014-05-04,82.6002
2014-05-05,82.6002
2014-05-06,82.6002
2014-05-07,82.6002
2014-05-08,82.6002
2014-05-09,82.6002
2014-05-10,82.6002
2014-05-11,82.6002
2014-05-12,82.6002
2014-05-13,82.6002
2014-05-14,82.6002
2014-05-15,82.6002
2014-05-16,82.6002
2014-05-17,82.6002
2014-05-18,82.6002
2014-05-19,82.6002
2014-05-20,82.6002
2014-05-21,82.6002
2014-05-22,82.6002
2014-05-23,82.6002
2014-05-24,82.6002
2014-05-25,82.6002
2014-05-26,82.6002
2014-05-27,82.6002
2014-05-28,82.6002
2014-05-29,82.6002
2014-05-30,82.6002
2014-05-31,82.6002
2014-06-01,82.6002
2014-06-02,82.6002
2014-06-03,82.6002
2014-06-04,82.6002
2014-06-05,82.6002
2014-06-06,82.6002
2014-06-07,82.6002
2014-06-08,82.6002
2014-06-09,82.6002
2014-06-10,82.6002
2014-06-11,82.6002
2014-06-12,82.6002
2014-06-13,82.6002
2014-06-14,82.6002
2014-06-15,82.6002
2014-06-16,82.6002
2014-06-17,82.6002
2014-06-18,82.6002
2014-06-19,82.6002
2014-06-20,82.6002
2014-06-21,82.6002
2014-06-22,82.6002
2014-06-23,82.6002
2014-06-24,82.6002
2014-06-25,82.6002
2014-06-26,82.6002
2014-06-27,82.6002
2014-06-28,82.6002
2014-06-29,82.6002
2014-06-30,68.6984
2014-07-01,68.6984
2014-07-02,68.6984
2014-07-03,68.6984
2014-07-04,68.6984
2014-07-05,68.6984
2014-07-06,68.6984
2014-07-07,68.6984
2014-07-08,68.6984
2014-07-09,68.6984
2014-07-10,68.6984
2014-07-11,68.6984
2014-07-12,68.6984
2014-07-13,68.6984
2014-07-14,68.6984
2014-07-15,68.6984
2014-07-16,68.6984
2014-07-17,68.6984
2014-07-18,68.6984
2014-07-19,68.6984
2014-07-20,68.6984
2014-07-21,68.6984
2014-07-22,68.6984
2014-07-23,68.6984
2014-07-24,68.6984
2014-07-25,68.6984
2014-07-26,68.6984
2014-07-27,68.6984
2014-07-28,68.6984
2014-07-29,68.6984
2014-07-30,68.6984
2014-07-31,68.6984
2014-08-01,68.6984
2014-08-02,68.6984
2014-08-03,68.6984
2014-08-04,68.6984
2014-08-05,68.6984
2014-08-06,68.6984
2014-08-07,68.6984
2014-08-08,68.6984
2014-08-09,68.6984
2014-08-10,68.6984
2014-08-11,68.6984
2014-08-12,68.6984
2014-08-13,68.6984
2014-08-14,68.6984
2014-08-15,68.6984
2014-08-16,68.6984
2014-08-17,68.6984
2014-08-18,68.6984
2014-08-19,68.6984
2014-08-20,68.6984
2014-08-21,68.6984
2014-08-22,68.6984
2014-08-23,68.6984
2014-08-24,68.6984
2014-08-25,68.6984
2014-08-26,68.6984
2014-08-27,68.6984
2014-08-28,68.6984
2014-08-29,68.6984
2014-08-30,68.6984
2014-08-31,68.6984
2014-09-01,68.6984
2014-09-02,68.6984
2014-09-03,68.6984
2014-09-04,68.6984
2014-09-05,68.6984
2014-09-06,68.6984
2014-09-07,68.6984
2014-09-08,68.6984
2014-09-09,68.6984
2014-09-10,68.6984
2014-09-11,68.6984
2014-09-12,68.6984
2014-09-13,68.6984
2014-09-14,68.6984
2014-09-15,68.6984
2014-09-16,68.6984
2014-09-17,68.6984
2014-09-18,68.6984
2014-09-19,68.6984
2014-09-20,68.6984
2014-09-21,68.6984
2014-09-22,68.6984
2014-09-23,68.6984
2014-09-24,68.6984
2014-09-25,68.6984
2014-09-26,68.6984
2014-09-27,68.6984
2014-09-28,68.6984
2014-09-29,68.6984
2014-09-30,54.4651
2014-10-01,54.4651
2014-10-02,54.4651
2014-10-03,54.4651
2014-10-04,54.4651
2014-10-05,54.4651
2014-10-06,54.4651
2014-10-07,54.4651
2014-10-08,54.4651
2014-10-09,54.4651
2014-10-10,54.4651
2014-10-11,54.4651
2014-10-12,54.4651
2014-10-13,54.4651
2014-10-14,54.4651
2014-10-15,54.4651
2014-10-16,54.4651
2014-10-17,54.4651
2014-10-18,54.4651
2014-10-19,54.4651
2014-10-20,54.4651
2014-10-21,54.4651
2014-10-22,54.4651
2014-10-23,54.4651
2014-10-24,54.4651
2014-10-25,54.4651
2014-10-26,54.4651
2014-10-27,54.4651
2014-10-28,54.4651
2014-10-29,54.4651
2014-10-30,54.4651
2014-10-31,54.4651
2014-11-01,54.4651
2014-11-02,54.4651
2014-11-03,54.4651
2014-11-04,54.4651
2014-11-05,54.4651
2014-11-06,54.4651
2014-11-07,54.4651
2014-11-08,54.4651
2014-11-09,54.4651
2014-11-10,54.4651
2014-11-11,54.4651
2014-11-12,54.4651
2014-11-13,54.4651
2014-11-14,54.4651
2014-11-15,54.4651
2014-11-16,54.4651
2014-11-17,54.4651
2014-11-18,54.4651
2014-11-19,54.4651
2014-11-20,54.4651
2014-11-21,54.4651
2014-11-22,54.4651
2014-11-23,54.4651
2014-11-24,54.4651
2014-11-25,54.4651
2014-11-26,54.4651
2014-11-27,54.4651
2014-11-28,54.4651
2014-11-29,54.4651
2014-11-30,54.4651
2014-12-01,54.4651
2014-12-02,54.4651
2014-12-03,54.4651
2014-12-04,54.4651
2014-12-05,54.4651
2014-12-06,54.4651
2014-12-07,54.4651
2014-12-08,54.4651
2014-12-09,54.4651
2014-12-10,54.4651
2014-12-11,54.4651
2014-12-12,54.4651
2014-12-13,54.4651
2014-12-14,54.4651
2014-12-15,54.4651
2014-12-16,54.4651
2014-12-17,54.4651
2014-12-18,54.4651
2014-12-19,54.4651
2014-12-20,54.4651
2014-12-21,54.4651
2014-12-22,54.4651
2014-12-23,54.4651
2014-12-24,54.4651
2014-12-25,54.4651
2014-12-26,54.4651
2014-12-27,54.4651
2014-12-28,54.4651
2014-12-29,54.4651
2014-12-30,54.4651
2014-12-31,45.6689
2015-01-01,45.6689
2015-01-02,45.6689
2015-01-03,45.6689
2015-01-04,45.6689
2015-01-05,45.6689
2015-01-06,45.6689
2015-01-07,45.6689
2015-01-08,45.6689
2015-01-09,45.6689
2015-01-10,45.6689
2015-01-11,45.6689
2015-01-12,45.6689
2015-01-13,45.6689
2015-01-14,45.6689
2015-01-15,45.6689
2015-01-16,45.6689
2015-01-17,45.6689
2015-01-18,45.6689
2015-01-19,45.6689
2015-01-20,45.6689
2015-01-21,45.6689
2015-01-22,45.6689
2015-01-23,45.6689
2015-01-24,45.6689
2015-01-25,45.6689
2015-01-26,45.6689
2015-01-27,45.6689
2015-01-28,45.6689
2015-01-29,45.6689
2015-01-30,45.6689
2015-01-31,45.6689
2015-02-01,45.6689
2015-02-02,45.6689
2015-02-03,45.6689
2015-02-04,45.6689
2015-02-05,45.6689
2015-02-06,45.6689
2015-02-07,45.6689
2015-02-08,45.6689
2015-02-09,45.6689
2015-02-10,45.6689
2015-02-11,45.6689
2015-02-12,45.6689
2015-02-13,45.6689
2015-02-14,45.6689
2015-02-15,45.6689
2015-02-16,45.6689
2015-02-17,45.6689
2015-02-18,45.6689
2015-02-19,45.6689
2015-02-20,45.6689
2015-02-21,45.6689
2015-02-22,45.6689
2015-02-23,45.6689
2015-02-24,45.6689
2015-02-25,45.6689
2015-02-26,45.6689
2015-02-27,45.6689
2015-02-28,45.6689
2015-03-01,45.6689
2015-03-02,45.6689
2015-03-03,45.6689
2015-03-04,45.6689
2015-03-05,45.6689
2015-03-06,45.6689
2015-03-07,45.6689
2015-03-08,45.6689
2015-03-09,45.6689
2015-03-10,45.6689
2015-03-11,45.6689
2015-03-12,45.6689
2015-03-13,45.6689
2015-03-14,45.6689
2015-03-15,45.6689
2015-03-16,45.6689
2015-03-17,45.6689
2015-03-18,45.6689
2015-03-19,45.6689
2015-03-20,45.6689
2015-03-21,45.6689
2015-03-22,45.6689
2015-03-23,45.6689
2015-03-24,45.6689
2015-03-25,45.6689
2015-03-26,45.6689
2015-03-27,45.6689
2015-03-28,45.6689
2015-03-29,45.6689
2015-03-30,45.6689
2015-03-31,65.9181
2015-04-01,65.9181
2015-04-02,65.9181
2015-04-03,65.9181
2015-04-04,65.9181
2015-04-05,65.9181
2015-04-06,65.9181
2015-04-07,65.9181
2015-04-08,65.9181
2015-04-09,65.9181
2015-04-10,65.9181
2015-04-11,65.9181
2015-04-12,65.9181
2015-04-13,65.9181
2015-04-14,65.9181
2015-04-15,65.9181
2015-04-16,65.9181
2015-04-17,65.9181
2015-04-18,65.9181
2015-04-19,65.9181
2015-04-20,65.9181
2015-04-21,65.9181
2015-04-22,65.9181
2015-04-23,65.9181
2015-04-24,65.9181
2015-04-25,65.9181
2015-04-26,65.9181
2015-04-27,65.9181
2015-04-28,65.9181
2015-04-29,65.9181
2015-04-30,65.9181
2015-05-01,65.9181
2015-05-02,65.9181
2015-05-03,65.9181
2015-05-04,65.9181
2015-05-05,65.9181
2015-05-06,65.9181
2015-05-07,65.9181
2015-05-08,65.9181
2015-05-09,65.9181
2015-05-10,65.9181
2015-05-11,65.9181
2015-05-12,65.9181
2015-05-13,65.9181
2015-05-14,65.9181
2015-05-15,65.9181
2015-05-16,65.9181
2015-05-17,65.9181
2015-05-18,65.9181
2015-05-19,65.9181
2015-05-20,65.9181
2015-05-21,65.9181
2015-05-22,65.9181
2015-05-23,65.9181
2015-05-24,65.9181
2015-05-25,65.9181
2015-05-26,65.9181
2015-05-27,65.9181
2015-05-28,65.9181
2015-05-29,65.9181
2015-05-30,65.9181
2015-05-31,65.9181
2015-06-01,65.9181
2015-06-02,65.9181
2015-06-03,65.9181
2015-06-04,65.9181
2015-06-05,65.9181
2015-06-06,65.9181
2015-06-07,65.9181
2015-06-08,65.9181
2015-06-09,65.9181
2015-06-10,65.9181
2015-06-11,65.9181
2015-06-12,65.9181
2015-06-13,65.9181
2015-06-14,65.9181
2015-06-15,65.9181
2015-06-16,65.9181
2015-06-17,65.9181
2015-06-18,65.9181
2015-06-19,65.9181
2015-06-20,65.9181
2015-06-21,65.9181
2015-06-22,65.9181
2015-06-23,65.9181
2015-06-24,65.9181
2015-06-25,65.9181
2015-06-26,65.9181
2015-06-27,65.9181
2015-06-28,65.9181
2015-06-29,65.9181
2015-06-30,61.8061
2015-07-01,61.8061
2015-07-02,61.8061
2015-07-03,61.8061
2015-07-04,61.8061
2015-07-05,61.8061
2015-07-06,61.8061
2015-07-07,61.8061
2015-07-08,61.8061
2015-07-09,61.8061
2015-07-10,61.8061
2015-07-11,61.8061
2015-07-12,61.8061
2015-07-13,61.8061
2015-07-14,61.8061
2015-07-15,61.8061
2015-07-16,61.8061
2015-07-17,61.8061
2015-07-18,61.8061
2015-07-19,61.8061
2015-07-20,61.8061
2015-07-21,61.8061
2015-07-22,61.8061
2015-07-23,61.8061
2015-07-24,61.8061
2015-07-25,61.8061
2015-07-26,61.8061
2015-07-27,61.8061
2015-07-28,61.8061
2015-07-29,61.8061
2015-07-30,61.8061
2015-07-31,61.8061
2015-08-01,61.8061
2015-08-02,61.8061
2015-08-03,61.8061
2015-08-04,61.8061
2015-08-05,61.8061
2015-08-06,61.8061
2015-08-07,61.8061
2015-08-08,61.8061
2015-08-09,61.8061
2015-08-10,61.8061
2015-08-11,61.8061
2015-08-12,61.8061
2015-08-13,61.8061
2015-08-14,61.8061
2015-08-15,61.8061
2015-08-16,61.8061
2015-08-17,61.8061
2015-08-18,61.8061
2015-08-19,61.8061
2015-08-20,61.8061
2015-08-21,61.8061
2015-08-22,61.8061
2015-08-23,61.8061
2015-08-24,61.8061
2015-08-25,61.8061
2015-08-26,61.8061
2015-08-27,61.8061
2015-08-28,61.8061
2015-08-29,61.8061
2015-08-30,61.8061
2015-08-31,61.8061
2015-09-01,61.8061
2015-09-02,61.8061
2015-09-03,61.8061
2015-09-04,61.8061
2015-09-05,61.8061
2015-09-06,61.8061
2015-09-07,61.8061
2015-09-08,61.8061
2015-09-09,61.8061
2015-09-10,61.8061
2015-09-11,61.8061
2015-09-12,61.8061
2015-09-13,61.8061
2015-09-14,61.8061
2015-09-15,61.8061
2015-09-16,61.8061
2015-09-17,61.8061
2015-09-18,61.8061
2015-09-19,61.8061
2015-09-20,61.8061
2015-09-21,61.8061
2015-09-22,61.8061
2015-09-23,61.8061
2015-09-24,61.8061
2015-09-25,61.8061
2015-09-26,61.8061
2015-09-27,61.8061
2015-09-28,61.8061
2015-09-29,61.8061
2015-09-30,56.6818
2015-10-01,56.6818
2015-10-02,56.6818
2015-10-03,56.6818
2015-10-04,56.6818
2015-10-05,56.6818
2015-10-06,56.6818
2015-10-07,56.6818
2015-10-08,56.6818
2015-10-09,56.6818
2015-10-10,56.6818
2015-10-11,56.6818
2015-10-12,56.6818
2015-10-13,56.6818
2015-10-14,56.6818
2015-10-15,56.6818
2015-10-16,56.6818
2015-10-17,56.6818
2015-10-18,56.6818
2015-10-19,56.6818
2015-10-20,56.6818
2015-10-21,56.6818
2015-10-22,56.6818
2015-10-23,56.6818
2015-10-24,56.6818
2015-10-25,56.6818
2015-10-26,56.6818
2015-10-27,56.6818
2015-10-28,56.6818
2015-10-29,56.6818
2015-10-30,56.6818
2015-10-31,56.6818
2015-11-01,56.6818
2015-11-02,56.6818
2015-11-03,56.6818
2015-11-04,56.6818
2015-11-05,56.6818
2015-11-06,56.6818
2015-11-07,56.6818
2015-11-08,56.6818
2015-11-09,56.6818
2015-11-10,56.6818
2015-11-11,56.6818
2015-11-12,56.6818
2015-11-13,56.6818
2015-11-14,56.6818
2015-11-15,56.6818
2015-11-16,56.6818
2015-11-17,56.6818
2015-11-18,56.6818
2015-11-19,56.6818
2015-11-20,56.6818
2015-11-21,56.6818
2015-11-22,56.6818
2015-11-23,56.6818
2015-11-24,56.6818
2015-11-25,56.6818
2015-11-26,56.6818
2015-11-27,56.6818
2015-11-28,56.6818
2015-11-29,56.6818
2015-11-30,56.6818
2015-12-01,56.6818
2015-12-02,56.6818
2015-12-03,56.6818
2015-12-04,56.6818
2015-12-05,56.6818
2015-12-06,56.6818
2015-12-07,56.6818
2015-12-08,56.6818
2015-12-09,56.6818
2015-12-10,56.6818
2015-12-11,56.6818
2015-12-12,56.6818
2015-12-13,56.6818
2015-12-14,56.6818
2015-12-15,56.6818
2015-12-16,56.6818
2015-12-17,56.6818
2015-12-18,56.6818
2015-12-19,56.6818
2015-12-20,56.6818
2015-12-21,56.6818
2015-12-22,56.6818
2015-12-23,56.6818
2015-12-24,56.6818
2015-12-25,56.6818
2015-12-26,56.6818
2015-12-27,56.6818
2015-12-28,56.6818
2015-12-29,56.6818
2015-12-30,56.6818
2015-12-31,63.3821
2016-01-01,63.3821
2016-01-02,63.3821
2016-01-03,63.3821
2016-01-04,63.3821
2016-01-05,63.3821
2016-01-06,63.3821
2016-01-07,63.3821
2016-01-08,63.3821
2016-01-09,63.3821
2016-01-10,63.3821
2016-01-11,63.3821
2016-01-12,63.3821
2016-01-13,63.3821
2016-01-14,63.3821
2016-01-15,63.3821
2016-01-16,63.3821
2016-01-17,63.3821
2016-01-18,63.3821
2016-01-19,63.3821
2016-01-20,63.3821
2016-01-21,63.3821
2016-01-22,63.3821
2016-01-23,63.3821
2016-01-24,63.3821
2016-01-25,63.3821
2016-01-26,63.3821
2016-01-27,63.3821
2016-01-28,63.3821
2016-01-29,63.3821
2016-01-30,63.3821
2016-01-31,63.3821
2016-02-01,63.3821
2016-02-02,63.3821
2016-02-03,63.3821
2016-02-04,63.3821
2016-02-05,63.3821
2016-02-06,63.3821
2016-02-07,63.3821
2016-02-08,63.3821
2016-02-09,63.3821
2016-02-10,63.3821
2016-02-11,63.3821
2016-02-12,63.3821
2016-02-13,63.3821
2016-02-14,63.3821
2016-02-15,63.3821
2016-02-16,63.3821
2016-02-17,63.3821
2016-02-18,63.3821
2016-02-19,63.3821
2016-02-20,63.3821
2016-02-21,63.3821
2016-02-22,63.3821
2016-02-23,63.3821
2016-02-24,63.3821
2016-02-25,63.3821
2016-02-26,63.3821
2016-02-27,63.3821
2016-02-28,63.3821
2016-02-29,63.3821
2016-03-01,63.3821
2016-03-02,63.3821
2016-03-03,63.3821
2016-03-04,63.3821
2016-03-05,63.3821
2016-03-06,63.3821
2016-03-07,63.3821
2016-03-08,63.3821
2016-03-09,63.3821
2016-03-10,63.3821
2016-03-11,63.3821
2016-03-12,63.3821
2016-03-13,63.3821
2016-03-14,63.3821
2016-03-15,63.3821
2016-03-16,63.3821
2016-03-17,63.3821
2016-03-18,63.3821
2016-03-19,63.3821
2016-03-20,63.3821
2016-03-21,63.3821
2016-03-22,63.3821
2016-03-23,63.3821
2016-03-24,63.3821
2016-03-25,63.3821
2016-03-26,63.3821
2016-03-27,63.3821
2016-03-28,63.3821
2016-03-29,63.3821
2016-03-30,63.3821
2016-03-31,101.7873
2016-04-01,101.7873
2016-04-02,101.7873
2016-04-03,101.7873
2016-04-04,101.7873
2016-04-05,101.7873
2016-04-06,101.7873
2016-04-07,101.7873
2016-04-08,101.7873
2016-04-09,101.7873
2016-04-10,101.7873
2016-04-11,101.7873
2016-04-12,101.7873
2016-04-13,101.7873
2016-04-14,101.7873
2016-04-15,101.7873
2016-04-16,101.7873
2016-04-17,101.7873
2016-04-18,101.7873
2016-04-19,101.7873
2016-04-20,101.7873
2016-04-21,101.7873
2016-04-22,101.7873
2016-04-23,101.7873
2016-04-24,101.7873
2016-04-25,101.7873
2016-04-26,101.7873
2016-04-27,101.7873
2016-04-28,101.7873
2016-04-29,101.7873
2016-04-30,101.7873
2016-05-01,101.7873
2016-05-02,101.7873
2016-05-03,101.7873
2016-05-04,101.7873
2016-05-05,101.7873
2016-05-06,101.7873
2016-05-07,101.7873
2016-05-08,101.7873
2016-05-09,101.7873
2016-05-10,101.7873
2016-05-11,101.7873
2016-05-12,101.7873
2016-05-13,101.7873
2016-05-14,101.7873
2016-05-15,101.7873
2016-05-16,101.7873
2016-05-17,101.7873
2016-05-18,101.7873
2016-05-19,101.7873
2016-05-20,101.7873
2016-05-21,101.7873
2016-05-22,101.7873
2016-05-23,101.7873
2016-05-24,101.7873
2016-05-25,101.7873
2016-05-26,101.7873
2016-05-27,101.7873
2016-05-28,101.7873
2016-05-29,101.7873
2016-05-30,101.7873
2016-05-31,101.7873
2016-06-01,101.7873
2016-06-02,101.7873
2016-06-03,101.7873
2016-06-04,101.7873
2016-06-05,101.7873
2016-06-06,101.7873
2016-06-07,101.7873
2016-06-08,101.7873
2016-06-09,101.7873
2016-06-10,101.7873
2016-06-11,101.7873
2016-06-12,101.7873
2016-06-13,101.7873
2016-06-14,101.7873
2016-06-15,101.7873
