,VEI NO Equity
2013-03-17,24.2625
2013-03-18,24.2625
2013-03-19,24.2625
2013-03-20,24.2625
2013-03-21,24.2625
2013-03-22,24.2625
2013-03-23,24.2625
2013-03-24,24.2625
2013-03-25,24.2625
2013-03-26,24.2625
2013-03-27,24.2625
2013-03-28,24.2625
2013-03-29,24.2625
2013-03-30,24.2625
2013-03-31,28.4283
2013-04-01,28.4283
2013-04-02,28.4283
2013-04-03,28.4283
2013-04-04,28.4283
2013-04-05,28.4283
2013-04-06,28.4283
2013-04-07,28.4283
2013-04-08,28.4283
2013-04-09,28.4283
2013-04-10,28.4283
2013-04-11,28.4283
2013-04-12,28.4283
2013-04-13,28.4283
2013-04-14,28.4283
2013-04-15,28.4283
2013-04-16,28.4283
2013-04-17,28.4283
2013-04-18,28.4283
2013-04-19,28.4283
2013-04-20,28.4283
2013-04-21,28.4283
2013-04-22,28.4283
2013-04-23,28.4283
2013-04-24,28.4283
2013-04-25,28.4283
2013-04-26,28.4283
2013-04-27,28.4283
2013-04-28,28.4283
2013-04-29,28.4283
2013-04-30,28.4283
2013-05-01,28.4283
2013-05-02,28.4283
2013-05-03,28.4283
2013-05-04,28.4283
2013-05-05,28.4283
2013-05-06,28.4283
2013-05-07,28.4283
2013-05-08,28.4283
2013-05-09,28.4283
2013-05-10,28.4283
2013-05-11,28.4283
2013-05-12,28.4283
2013-05-13,28.4283
2013-05-14,28.4283
2013-05-15,28.4283
2013-05-16,28.4283
2013-05-17,28.4283
2013-05-18,28.4283
2013-05-19,28.4283
2013-05-20,28.4283
2013-05-21,28.4283
2013-05-22,28.4283
2013-05-23,28.4283
2013-05-24,28.4283
2013-05-25,28.4283
2013-05-26,28.4283
2013-05-27,28.4283
2013-05-28,28.4283
2013-05-29,28.4283
2013-05-30,28.4283
2013-05-31,28.4283
2013-06-01,28.4283
2013-06-02,28.4283
2013-06-03,28.4283
2013-06-04,28.4283
2013-06-05,28.4283
2013-06-06,28.4283
2013-06-07,28.4283
2013-06-08,28.4283
2013-06-09,28.4283
2013-06-10,28.4283
2013-06-11,28.4283
2013-06-12,28.4283
2013-06-13,28.4283
2013-06-14,28.4283
2013-06-15,28.4283
2013-06-16,28.4283
2013-06-17,28.4283
2013-06-18,28.4283
2013-06-19,28.4283
2013-06-20,28.4283
2013-06-21,28.4283
2013-06-22,28.4283
2013-06-23,28.4283
2013-06-24,28.4283
2013-06-25,28.4283
2013-06-26,28.4283
2013-06-27,28.4283
2013-06-28,28.4283
2013-06-29,28.4283
2013-06-30,31.1881
2013-07-01,31.1881
2013-07-02,31.1881
2013-07-03,31.1881
2013-07-04,31.1881
2013-07-05,31.1881
2013-07-06,31.1881
2013-07-07,31.1881
2013-07-08,31.1881
2013-07-09,31.1881
2013-07-10,31.1881
2013-07-11,31.1881
2013-07-12,31.1881
2013-07-13,31.1881
2013-07-14,31.1881
2013-07-15,31.1881
2013-07-16,31.1881
2013-07-17,31.1881
2013-07-18,31.1881
2013-07-19,31.1881
2013-07-20,31.1881
2013-07-21,31.1881
2013-07-22,31.1881
2013-07-23,31.1881
2013-07-24,31.1881
2013-07-25,31.1881
2013-07-26,31.1881
2013-07-27,31.1881
2013-07-28,31.1881
2013-07-29,31.1881
2013-07-30,31.1881
2013-07-31,31.1881
2013-08-01,31.1881
2013-08-02,31.1881
2013-08-03,31.1881
2013-08-04,31.1881
2013-08-05,31.1881
2013-08-06,31.1881
2013-08-07,31.1881
2013-08-08,31.1881
2013-08-09,31.1881
2013-08-10,31.1881
2013-08-11,31.1881
2013-08-12,31.1881
2013-08-13,31.1881
2013-08-14,31.1881
2013-08-15,31.1881
2013-08-16,31.1881
2013-08-17,31.1881
2013-08-18,31.1881
2013-08-19,31.1881
2013-08-20,31.1881
2013-08-21,31.1881
2013-08-22,31.1881
2013-08-23,31.1881
2013-08-24,31.1881
2013-08-25,31.1881
2013-08-26,31.1881
2013-08-27,31.1881
2013-08-28,31.1881
2013-08-29,31.1881
2013-08-30,31.1881
2013-08-31,31.1881
2013-09-01,31.1881
2013-09-02,31.1881
2013-09-03,31.1881
2013-09-04,31.1881
2013-09-05,31.1881
2013-09-06,31.1881
2013-09-07,31.1881
2013-09-08,31.1881
2013-09-09,31.1881
2013-09-10,31.1881
2013-09-11,31.1881
2013-09-12,31.1881
2013-09-13,31.1881
2013-09-14,31.1881
2013-09-15,31.1881
2013-09-16,31.1881
2013-09-17,31.1881
2013-09-18,31.1881
2013-09-19,31.1881
2013-09-20,31.1881
2013-09-21,31.1881
2013-09-22,31.1881
2013-09-23,31.1881
2013-09-24,31.1881
2013-09-25,31.1881
2013-09-26,31.1881
2013-09-27,31.1881
2013-09-28,31.1881
2013-09-29,31.1881
2013-09-30,32.0228
2013-10-01,32.0228
2013-10-02,32.0228
2013-10-03,32.0228
2013-10-04,32.0228
2013-10-05,32.0228
2013-10-06,32.0228
2013-10-07,32.0228
2013-10-08,32.0228
2013-10-09,32.0228
2013-10-10,32.0228
2013-10-11,32.0228
2013-10-12,32.0228
2013-10-13,32.0228
2013-10-14,32.0228
2013-10-15,32.0228
2013-10-16,32.0228
2013-10-17,32.0228
2013-10-18,32.0228
2013-10-19,32.0228
2013-10-20,32.0228
2013-10-21,32.0228
2013-10-22,32.0228
2013-10-23,32.0228
2013-10-24,32.0228
2013-10-25,32.0228
2013-10-26,32.0228
2013-10-27,32.0228
2013-10-28,32.0228
2013-10-29,32.0228
2013-10-30,32.0228
2013-10-31,32.0228
2013-11-01,32.0228
2013-11-02,32.0228
2013-11-03,32.0228
2013-11-04,32.0228
2013-11-05,32.0228
2013-11-06,32.0228
2013-11-07,32.0228
2013-11-08,32.0228
2013-11-09,32.0228
2013-11-10,32.0228
2013-11-11,32.0228
2013-11-12,32.0228
2013-11-13,32.0228
2013-11-14,32.0228
2013-11-15,32.0228
2013-11-16,32.0228
2013-11-17,32.0228
2013-11-18,32.0228
2013-11-19,32.0228
2013-11-20,32.0228
2013-11-21,32.0228
2013-11-22,32.0228
2013-11-23,32.0228
2013-11-24,32.0228
2013-11-25,32.0228
2013-11-26,32.0228
2013-11-27,32.0228
2013-11-28,32.0228
2013-11-29,32.0228
2013-11-30,32.0228
2013-12-01,32.0228
2013-12-02,32.0228
2013-12-03,32.0228
2013-12-04,32.0228
2013-12-05,32.0228
2013-12-06,32.0228
2013-12-07,32.0228
2013-12-08,32.0228
2013-12-09,32.0228
2013-12-10,32.0228
2013-12-11,32.0228
2013-12-12,32.0228
2013-12-13,32.0228
2013-12-14,32.0228
2013-12-15,32.0228
2013-12-16,32.0228
2013-12-17,32.0228
2013-12-18,32.0228
2013-12-19,32.0228
2013-12-20,32.0228
2013-12-21,32.0228
2013-12-22,32.0228
2013-12-23,32.0228
2013-12-24,32.0228
2013-12-25,32.0228
2013-12-26,32.0228
2013-12-27,32.0228
2013-12-28,32.0228
2013-12-29,32.0228
2013-12-30,32.0228
2013-12-31,24.0531
2014-01-01,24.0531
2014-01-02,24.0531
2014-01-03,24.0531
2014-01-04,24.0531
2014-01-05,24.0531
2014-01-06,24.0531
2014-01-07,24.0531
2014-01-08,24.0531
2014-01-09,24.0531
2014-01-10,24.0531
2014-01-11,24.0531
2014-01-12,24.0531
2014-01-13,24.0531
2014-01-14,24.0531
2014-01-15,24.0531
2014-01-16,24.0531
2014-01-17,24.0531
2014-01-18,24.0531
2014-01-19,24.0531
2014-01-20,24.0531
2014-01-21,24.0531
2014-01-22,24.0531
2014-01-23,24.0531
2014-01-24,24.0531
2014-01-25,24.0531
2014-01-26,24.0531
2014-01-27,24.0531
2014-01-28,24.0531
2014-01-29,24.0531
2014-01-30,24.0531
2014-01-31,24.0531
2014-02-01,24.0531
2014-02-02,24.0531
2014-02-03,24.0531
2014-02-04,24.0531
2014-02-05,24.0531
2014-02-06,24.0531
2014-02-07,24.0531
2014-02-08,24.0531
2014-02-09,24.0531
2014-02-10,24.0531
2014-02-11,24.0531
2014-02-12,24.0531
2014-02-13,24.0531
2014-02-14,24.0531
2014-02-15,24.0531
2014-02-16,24.0531
2014-02-17,24.0531
2014-02-18,24.0531
2014-02-19,24.0531
2014-02-20,24.0531
2014-02-21,24.0531
2014-02-22,24.0531
2014-02-23,24.0531
2014-02-24,24.0531
2014-02-25,24.0531
2014-02-26,24.0531
2014-02-27,24.0531
2014-02-28,24.0531
2014-03-01,24.0531
2014-03-02,24.0531
2014-03-03,24.0531
2014-03-04,24.0531
2014-03-05,24.0531
2014-03-06,24.0531
2014-03-07,24.0531
2014-03-08,24.0531
2014-03-09,24.0531
2014-03-10,24.0531
2014-03-11,24.0531
2014-03-12,24.0531
2014-03-13,24.0531
2014-03-14,24.0531
2014-03-15,24.0531
2014-03-16,24.0531
2014-03-17,24.0531
2014-03-18,24.0531
2014-03-19,24.0531
2014-03-20,24.0531
2014-03-21,24.0531
2014-03-22,24.0531
2014-03-23,24.0531
2014-03-24,24.0531
2014-03-25,24.0531
2014-03-26,24.0531
2014-03-27,24.0531
2014-03-28,24.0531
2014-03-29,24.0531
2014-03-30,24.0531
2014-03-31,27.9234
2014-04-01,27.9234
2014-04-02,27.9234
2014-04-03,27.9234
2014-04-04,27.9234
2014-04-05,27.9234
2014-04-06,27.9234
2014-04-07,27.9234
2014-04-08,27.9234
2014-04-09,27.9234
2014-04-10,27.9234
2014-04-11,27.9234
2014-04-12,27.9234
2014-04-13,27.9234
2014-04-14,27.9234
2014-04-15,27.9234
2014-04-16,27.9234
2014-04-17,27.9234
2014-04-18,27.9234
2014-04-19,27.9234
2014-04-20,27.9234
2014-04-21,27.9234
2014-04-22,27.9234
2014-04-23,27.9234
2014-04-24,27.9234
2014-04-25,27.9234
2014-04-26,27.9234
2014-04-27,27.9234
2014-04-28,27.9234
2014-04-29,27.9234
2014-04-30,27.9234
2014-05-01,27.9234
2014-05-02,27.9234
2014-05-03,27.9234
2014-05-04,27.9234
2014-05-05,27.9234
2014-05-06,27.9234
2014-05-07,27.9234
2014-05-08,27.9234
2014-05-09,27.9234
2014-05-10,27.9234
2014-05-11,27.9234
2014-05-12,27.9234
2014-05-13,27.9234
2014-05-14,27.9234
2014-05-15,27.9234
2014-05-16,27.9234
2014-05-17,27.9234
2014-05-18,27.9234
2014-05-19,27.9234
2014-05-20,27.9234
2014-05-21,27.9234
2014-05-22,27.9234
2014-05-23,27.9234
2014-05-24,27.9234
2014-05-25,27.9234
2014-05-26,27.9234
2014-05-27,27.9234
2014-05-28,27.9234
2014-05-29,27.9234
2014-05-30,27.9234
2014-05-31,27.9234
2014-06-01,27.9234
2014-06-02,27.9234
2014-06-03,27.9234
2014-06-04,27.9234
2014-06-05,27.9234
2014-06-06,27.9234
2014-06-07,27.9234
2014-06-08,27.9234
2014-06-09,27.9234
2014-06-10,27.9234
2014-06-11,27.9234
2014-06-12,27.9234
2014-06-13,27.9234
2014-06-14,27.9234
2014-06-15,27.9234
2014-06-16,27.9234
2014-06-17,27.9234
2014-06-18,27.9234
2014-06-19,27.9234
2014-06-20,27.9234
2014-06-21,27.9234
2014-06-22,27.9234
2014-06-23,27.9234
2014-06-24,27.9234
2014-06-25,27.9234
2014-06-26,27.9234
2014-06-27,27.9234
2014-06-28,27.9234
2014-06-29,27.9234
2014-06-30,37.5797
2014-07-01,37.5797
2014-07-02,37.5797
2014-07-03,37.5797
2014-07-04,37.5797
2014-07-05,37.5797
2014-07-06,37.5797
2014-07-07,37.5797
2014-07-08,37.5797
2014-07-09,37.5797
2014-07-10,37.5797
2014-07-11,37.5797
2014-07-12,37.5797
2014-07-13,37.5797
2014-07-14,37.5797
2014-07-15,37.5797
2014-07-16,37.5797
2014-07-17,37.5797
2014-07-18,37.5797
2014-07-19,37.5797
2014-07-20,37.5797
2014-07-21,37.5797
2014-07-22,37.5797
2014-07-23,37.5797
2014-07-24,37.5797
2014-07-25,37.5797
2014-07-26,37.5797
2014-07-27,37.5797
2014-07-28,37.5797
2014-07-29,37.5797
2014-07-30,37.5797
2014-07-31,37.5797
2014-08-01,37.5797
2014-08-02,37.5797
2014-08-03,37.5797
2014-08-04,37.5797
2014-08-05,37.5797
2014-08-06,37.5797
2014-08-07,37.5797
2014-08-08,37.5797
2014-08-09,37.5797
2014-08-10,37.5797
2014-08-11,37.5797
2014-08-12,37.5797
2014-08-13,37.5797
2014-08-14,37.5797
2014-08-15,37.5797
2014-08-16,37.5797
2014-08-17,37.5797
2014-08-18,37.5797
2014-08-19,37.5797
2014-08-20,37.5797
2014-08-21,37.5797
2014-08-22,37.5797
2014-08-23,37.5797
2014-08-24,37.5797
2014-08-25,37.5797
2014-08-26,37.5797
2014-08-27,37.5797
2014-08-28,37.5797
2014-08-29,37.5797
2014-08-30,37.5797
2014-08-31,37.5797
2014-09-01,37.5797
2014-09-02,37.5797
2014-09-03,37.5797
2014-09-04,37.5797
2014-09-05,37.5797
2014-09-06,37.5797
2014-09-07,37.5797
2014-09-08,37.5797
2014-09-09,37.5797
2014-09-10,37.5797
2014-09-11,37.5797
2014-09-12,37.5797
2014-09-13,37.5797
2014-09-14,37.5797
2014-09-15,37.5797
2014-09-16,37.5797
2014-09-17,37.5797
2014-09-18,37.5797
2014-09-19,37.5797
2014-09-20,37.5797
2014-09-21,37.5797
2014-09-22,37.5797
2014-09-23,37.5797
2014-09-24,37.5797
2014-09-25,37.5797
2014-09-26,37.5797
2014-09-27,37.5797
2014-09-28,37.5797
2014-09-29,37.5797
2014-09-30,34.0215
2014-10-01,34.0215
2014-10-02,34.0215
2014-10-03,34.0215
2014-10-04,34.0215
2014-10-05,34.0215
2014-10-06,34.0215
2014-10-07,34.0215
2014-10-08,34.0215
2014-10-09,34.0215
2014-10-10,34.0215
2014-10-11,34.0215
2014-10-12,34.0215
2014-10-13,34.0215
2014-10-14,34.0215
2014-10-15,34.0215
2014-10-16,34.0215
2014-10-17,34.0215
2014-10-18,34.0215
2014-10-19,34.0215
2014-10-20,34.0215
2014-10-21,34.0215
2014-10-22,34.0215
2014-10-23,34.0215
2014-10-24,34.0215
2014-10-25,34.0215
2014-10-26,34.0215
2014-10-27,34.0215
2014-10-28,34.0215
2014-10-29,34.0215
2014-10-30,34.0215
2014-10-31,34.0215
2014-11-01,34.0215
2014-11-02,34.0215
2014-11-03,34.0215
2014-11-04,34.0215
2014-11-05,34.0215
2014-11-06,34.0215
2014-11-07,34.0215
2014-11-08,34.0215
2014-11-09,34.0215
2014-11-10,34.0215
2014-11-11,34.0215
2014-11-12,34.0215
2014-11-13,34.0215
2014-11-14,34.0215
2014-11-15,34.0215
2014-11-16,34.0215
2014-11-17,34.0215
2014-11-18,34.0215
2014-11-19,34.0215
2014-11-20,34.0215
2014-11-21,34.0215
2014-11-22,34.0215
2014-11-23,34.0215
2014-11-24,34.0215
2014-11-25,34.0215
2014-11-26,34.0215
2014-11-27,34.0215
2014-11-28,34.0215
2014-11-29,34.0215
2014-11-30,34.0215
2014-12-01,34.0215
2014-12-02,34.0215
2014-12-03,34.0215
2014-12-04,34.0215
2014-12-05,34.0215
2014-12-06,34.0215
2014-12-07,34.0215
2014-12-08,34.0215
2014-12-09,34.0215
2014-12-10,34.0215
2014-12-11,34.0215
2014-12-12,34.0215
2014-12-13,34.0215
2014-12-14,34.0215
2014-12-15,34.0215
2014-12-16,34.0215
2014-12-17,34.0215
2014-12-18,34.0215
2014-12-19,34.0215
2014-12-20,34.0215
2014-12-21,34.0215
2014-12-22,34.0215
2014-12-23,34.0215
2014-12-24,34.0215
2014-12-25,34.0215
2014-12-26,34.0215
2014-12-27,34.0215
2014-12-28,34.0215
2014-12-29,34.0215
2014-12-30,34.0215
2014-12-31,33.2454
2015-01-01,33.2454
2015-01-02,33.2454
2015-01-03,33.2454
2015-01-04,33.2454
2015-01-05,33.2454
2015-01-06,33.2454
2015-01-07,33.2454
2015-01-08,33.2454
2015-01-09,33.2454
2015-01-10,33.2454
2015-01-11,33.2454
2015-01-12,33.2454
2015-01-13,33.2454
2015-01-14,33.2454
2015-01-15,33.2454
2015-01-16,33.2454
2015-01-17,33.2454
2015-01-18,33.2454
2015-01-19,33.2454
2015-01-20,33.2454
2015-01-21,33.2454
2015-01-22,33.2454
2015-01-23,33.2454
2015-01-24,33.2454
2015-01-25,33.2454
2015-01-26,33.2454
2015-01-27,33.2454
2015-01-28,33.2454
2015-01-29,33.2454
2015-01-30,33.2454
2015-01-31,33.2454
2015-02-01,33.2454
2015-02-02,33.2454
2015-02-03,33.2454
2015-02-04,33.2454
2015-02-05,33.2454
2015-02-06,33.2454
2015-02-07,33.2454
2015-02-08,33.2454
2015-02-09,33.2454
2015-02-10,33.2454
2015-02-11,33.2454
2015-02-12,33.2454
2015-02-13,33.2454
2015-02-14,33.2454
2015-02-15,33.2454
2015-02-16,33.2454
2015-02-17,33.2454
2015-02-18,33.2454
2015-02-19,33.2454
2015-02-20,33.2454
2015-02-21,33.2454
2015-02-22,33.2454
2015-02-23,33.2454
2015-02-24,33.2454
2015-02-25,33.2454
2015-02-26,33.2454
2015-02-27,33.2454
2015-02-28,33.2454
2015-03-01,33.2454
2015-03-02,33.2454
2015-03-03,33.2454
2015-03-04,33.2454
2015-03-05,33.2454
2015-03-06,33.2454
2015-03-07,33.2454
2015-03-08,33.2454
2015-03-09,33.2454
2015-03-10,33.2454
2015-03-11,33.2454
2015-03-12,33.2454
2015-03-13,33.2454
2015-03-14,33.2454
2015-03-15,33.2454
2015-03-16,33.2454
2015-03-17,33.2454
2015-03-18,33.2454
2015-03-19,33.2454
2015-03-20,33.2454
2015-03-21,33.2454
2015-03-22,33.2454
2015-03-23,33.2454
2015-03-24,33.2454
2015-03-25,33.2454
2015-03-26,33.2454
2015-03-27,33.2454
2015-03-28,33.2454
2015-03-29,33.2454
2015-03-30,33.2454
2015-03-31,31.9517
2015-04-01,31.9517
2015-04-02,31.9517
2015-04-03,31.9517
2015-04-04,31.9517
2015-04-05,31.9517
2015-04-06,31.9517
2015-04-07,31.9517
2015-04-08,31.9517
2015-04-09,31.9517
2015-04-10,31.9517
2015-04-11,31.9517
2015-04-12,31.9517
2015-04-13,31.9517
2015-04-14,31.9517
2015-04-15,31.9517
2015-04-16,31.9517
2015-04-17,31.9517
2015-04-18,31.9517
2015-04-19,31.9517
2015-04-20,31.9517
2015-04-21,31.9517
2015-04-22,31.9517
2015-04-23,31.9517
2015-04-24,31.9517
2015-04-25,31.9517
2015-04-26,31.9517
2015-04-27,31.9517
2015-04-28,31.9517
2015-04-29,31.9517
2015-04-30,31.9517
2015-05-01,31.9517
2015-05-02,31.9517
2015-05-03,31.9517
2015-05-04,31.9517
2015-05-05,31.9517
2015-05-06,31.9517
2015-05-07,31.9517
2015-05-08,31.9517
2015-05-09,31.9517
2015-05-10,31.9517
2015-05-11,31.9517
2015-05-12,31.9517
2015-05-13,31.9517
2015-05-14,31.9517
2015-05-15,31.9517
2015-05-16,31.9517
2015-05-17,31.9517
2015-05-18,31.9517
2015-05-19,31.9517
2015-05-20,31.9517
2015-05-21,31.9517
2015-05-22,31.9517
2015-05-23,31.9517
2015-05-24,31.9517
2015-05-25,31.9517
2015-05-26,31.9517
2015-05-27,31.9517
2015-05-28,31.9517
2015-05-29,31.9517
2015-05-30,31.9517
2015-05-31,31.9517
2015-06-01,31.9517
2015-06-02,31.9517
2015-06-03,31.9517
2015-06-04,31.9517
2015-06-05,31.9517
2015-06-06,31.9517
2015-06-07,31.9517
2015-06-08,31.9517
2015-06-09,31.9517
2015-06-10,31.9517
2015-06-11,31.9517
2015-06-12,31.9517
2015-06-13,31.9517
2015-06-14,31.9517
2015-06-15,31.9517
2015-06-16,31.9517
2015-06-17,31.9517
2015-06-18,31.9517
2015-06-19,31.9517
2015-06-20,31.9517
2015-06-21,31.9517
2015-06-22,31.9517
2015-06-23,31.9517
2015-06-24,31.9517
2015-06-25,31.9517
2015-06-26,31.9517
2015-06-27,31.9517
2015-06-28,31.9517
2015-06-29,31.9517
2015-06-30,36.7912
2015-07-01,36.7912
2015-07-02,36.7912
2015-07-03,36.7912
2015-07-04,36.7912
2015-07-05,36.7912
2015-07-06,36.7912
2015-07-07,36.7912
2015-07-08,36.7912
2015-07-09,36.7912
2015-07-10,36.7912
2015-07-11,36.7912
2015-07-12,36.7912
2015-07-13,36.7912
2015-07-14,36.7912
2015-07-15,36.7912
2015-07-16,36.7912
2015-07-17,36.7912
2015-07-18,36.7912
2015-07-19,36.7912
2015-07-20,36.7912
2015-07-21,36.7912
2015-07-22,36.7912
2015-07-23,36.7912
2015-07-24,36.7912
2015-07-25,36.7912
2015-07-26,36.7912
2015-07-27,36.7912
2015-07-28,36.7912
2015-07-29,36.7912
2015-07-30,36.7912
2015-07-31,36.7912
2015-08-01,36.7912
2015-08-02,36.7912
2015-08-03,36.7912
2015-08-04,36.7912
2015-08-05,36.7912
2015-08-06,36.7912
2015-08-07,36.7912
2015-08-08,36.7912
2015-08-09,36.7912
2015-08-10,36.7912
2015-08-11,36.7912
2015-08-12,36.7912
2015-08-13,36.7912
2015-08-14,36.7912
2015-08-15,36.7912
2015-08-16,36.7912
2015-08-17,36.7912
2015-08-18,36.7912
2015-08-19,36.7912
2015-08-20,36.7912
2015-08-21,36.7912
2015-08-22,36.7912
2015-08-23,36.7912
2015-08-24,36.7912
2015-08-25,36.7912
2015-08-26,36.7912
2015-08-27,36.7912
2015-08-28,36.7912
2015-08-29,36.7912
2015-08-30,36.7912
2015-08-31,36.7912
2015-09-01,36.7912
2015-09-02,36.7912
2015-09-03,36.7912
2015-09-04,36.7912
2015-09-05,36.7912
2015-09-06,36.7912
2015-09-07,36.7912
2015-09-08,36.7912
2015-09-09,36.7912
2015-09-10,36.7912
2015-09-11,36.7912
2015-09-12,36.7912
2015-09-13,36.7912
2015-09-14,36.7912
2015-09-15,36.7912
2015-09-16,36.7912
2015-09-17,36.7912
2015-09-18,36.7912
2015-09-19,36.7912
2015-09-20,36.7912
2015-09-21,36.7912
2015-09-22,36.7912
2015-09-23,36.7912
2015-09-24,36.7912
2015-09-25,36.7912
2015-09-26,36.7912
2015-09-27,36.7912
2015-09-28,36.7912
2015-09-29,36.7912
2015-09-30,30.625
2015-10-01,30.625
2015-10-02,30.625
2015-10-03,30.625
2015-10-04,30.625
2015-10-05,30.625
2015-10-06,30.625
2015-10-07,30.625
2015-10-08,30.625
2015-10-09,30.625
2015-10-10,30.625
2015-10-11,30.625
2015-10-12,30.625
2015-10-13,30.625
2015-10-14,30.625
2015-10-15,30.625
2015-10-16,30.625
2015-10-17,30.625
2015-10-18,30.625
2015-10-19,30.625
2015-10-20,30.625
2015-10-21,30.625
2015-10-22,30.625
2015-10-23,30.625
2015-10-24,30.625
2015-10-25,30.625
2015-10-26,30.625
2015-10-27,30.625
2015-10-28,30.625
2015-10-29,30.625
2015-10-30,30.625
2015-10-31,30.625
2015-11-01,30.625
2015-11-02,30.625
2015-11-03,30.625
2015-11-04,30.625
2015-11-05,30.625
2015-11-06,30.625
2015-11-07,30.625
2015-11-08,30.625
2015-11-09,30.625
2015-11-10,30.625
2015-11-11,30.625
2015-11-12,30.625
2015-11-13,30.625
2015-11-14,30.625
2015-11-15,30.625
2015-11-16,30.625
2015-11-17,30.625
2015-11-18,30.625
2015-11-19,30.625
2015-11-20,30.625
2015-11-21,30.625
2015-11-22,30.625
2015-11-23,30.625
2015-11-24,30.625
2015-11-25,30.625
2015-11-26,30.625
2015-11-27,30.625
2015-11-28,30.625
2015-11-29,30.625
2015-11-30,30.625
2015-12-01,30.625
2015-12-02,30.625
2015-12-03,30.625
2015-12-04,30.625
2015-12-05,30.625
2015-12-06,30.625
2015-12-07,30.625
2015-12-08,30.625
2015-12-09,30.625
2015-12-10,30.625
2015-12-11,30.625
2015-12-12,30.625
2015-12-13,30.625
2015-12-14,30.625
2015-12-15,30.625
2015-12-16,30.625
2015-12-17,30.625
2015-12-18,30.625
2015-12-19,30.625
2015-12-20,30.625
2015-12-21,30.625
2015-12-22,30.625
2015-12-23,30.625
2015-12-24,30.625
2015-12-25,30.625
2015-12-26,30.625
2015-12-27,30.625
2015-12-28,30.625
2015-12-29,30.625
2015-12-30,30.625
2015-12-31,26.5924
2016-01-01,26.5924
2016-01-02,26.5924
2016-01-03,26.5924
2016-01-04,26.5924
2016-01-05,26.5924
2016-01-06,26.5924
2016-01-07,26.5924
2016-01-08,26.5924
2016-01-09,26.5924
2016-01-10,26.5924
2016-01-11,26.5924
2016-01-12,26.5924
2016-01-13,26.5924
2016-01-14,26.5924
2016-01-15,26.5924
2016-01-16,26.5924
2016-01-17,26.5924
2016-01-18,26.5924
2016-01-19,26.5924
2016-01-20,26.5924
2016-01-21,26.5924
2016-01-22,26.5924
2016-01-23,26.5924
2016-01-24,26.5924
2016-01-25,26.5924
2016-01-26,26.5924
2016-01-27,26.5924
2016-01-28,26.5924
2016-01-29,26.5924
2016-01-30,26.5924
2016-01-31,26.5924
2016-02-01,26.5924
2016-02-02,26.5924
2016-02-03,26.5924
2016-02-04,26.5924
2016-02-05,26.5924
2016-02-06,26.5924
2016-02-07,26.5924
2016-02-08,26.5924
2016-02-09,26.5924
2016-02-10,26.5924
2016-02-11,26.5924
2016-02-12,26.5924
2016-02-13,26.5924
2016-02-14,26.5924
2016-02-15,26.5924
2016-02-16,26.5924
2016-02-17,26.5924
2016-02-18,26.5924
2016-02-19,26.5924
2016-02-20,26.5924
2016-02-21,26.5924
2016-02-22,26.5924
2016-02-23,26.5924
2016-02-24,26.5924
2016-02-25,26.5924
2016-02-26,26.5924
2016-02-27,26.5924
2016-02-28,26.5924
2016-02-29,26.5924
2016-03-01,26.5924
2016-03-02,26.5924
2016-03-03,26.5924
2016-03-04,26.5924
2016-03-05,26.5924
2016-03-06,26.5924
2016-03-07,26.5924
2016-03-08,26.5924
2016-03-09,26.5924
2016-03-10,26.5924
2016-03-11,26.5924
2016-03-12,26.5924
2016-03-13,26.5924
2016-03-14,26.5924
2016-03-15,26.5924
2016-03-16,26.5924
2016-03-17,26.5924
2016-03-18,26.5924
2016-03-19,26.5924
2016-03-20,26.5924
2016-03-21,26.5924
2016-03-22,26.5924
2016-03-23,26.5924
2016-03-24,26.5924
2016-03-25,26.5924
2016-03-26,26.5924
2016-03-27,26.5924
2016-03-28,26.5924
2016-03-29,26.5924
2016-03-30,26.5924
2016-03-31,24.4545
2016-04-01,24.4545
2016-04-02,24.4545
2016-04-03,24.4545
2016-04-04,24.4545
2016-04-05,24.4545
2016-04-06,24.4545
2016-04-07,24.4545
2016-04-08,24.4545
2016-04-09,24.4545
2016-04-10,24.4545
2016-04-11,24.4545
2016-04-12,24.4545
2016-04-13,24.4545
2016-04-14,24.4545
2016-04-15,24.4545
2016-04-16,24.4545
2016-04-17,24.4545
2016-04-18,24.4545
2016-04-19,24.4545
2016-04-20,24.4545
2016-04-21,24.4545
2016-04-22,24.4545
2016-04-23,24.4545
2016-04-24,24.4545
2016-04-25,24.4545
2016-04-26,24.4545
2016-04-27,24.4545
2016-04-28,24.4545
2016-04-29,24.4545
2016-04-30,24.4545
2016-05-01,24.4545
2016-05-02,24.4545
2016-05-03,24.4545
2016-05-04,24.4545
2016-05-05,24.4545
2016-05-06,24.4545
2016-05-07,24.4545
2016-05-08,24.4545
2016-05-09,24.4545
2016-05-10,24.4545
2016-05-11,24.4545
2016-05-12,24.4545
2016-05-13,24.4545
2016-05-14,24.4545
2016-05-15,24.4545
2016-05-16,24.4545
2016-05-17,24.4545
2016-05-18,24.4545
2016-05-19,24.4545
2016-05-20,24.4545
2016-05-21,24.4545
2016-05-22,24.4545
2016-05-23,24.4545
2016-05-24,24.4545
2016-05-25,24.4545
2016-05-26,24.4545
2016-05-27,24.4545
2016-05-28,24.4545
2016-05-29,24.4545
2016-05-30,24.4545
2016-05-31,24.4545
2016-06-01,24.4545
