,KTY PW Equity,KTY PW Equity,KTY PW Equity,KTY PW Equity,KTY PW Equity
2010-02-11,49.3825,50.0672,49.2113,49.2541,20320.0
2010-02-12,48.8262,50.4523,48.8262,50.0672,6436.0
2010-02-13,48.8262,50.4523,48.8262,50.0672,6436.0
2010-02-14,48.8262,50.4523,48.8262,50.0672,6436.0
2010-02-15,50.0672,50.4095,49.8532,50.2811,790.0
2010-02-16,50.4951,50.4951,49.8104,49.8532,469.0
2010-02-17,50.0672,50.2811,50.0672,50.2811,250.0
2010-02-18,50.4951,50.4951,50.1099,50.4523,1864.0
2010-02-19,50.4523,50.4523,49.4253,49.8532,17586.0
2010-02-20,50.4523,50.4523,49.4253,49.8532,17586.0
2010-02-21,50.4523,50.4523,49.4253,49.8532,17586.0
2010-02-22,49.8532,50.4951,49.0401,49.4681,17879.0
2010-02-23,49.5536,50.0244,49.2113,49.2113,886.0
2010-02-24,48.7834,49.9816,48.7834,49.9816,519.0
2010-02-25,49.1685,49.8532,47.7564,48.869,2717.0
2010-02-26,48.0131,48.7834,47.7564,48.7406,11053.0
2010-02-27,48.0131,48.7834,47.7564,48.7406,11053.0
2010-02-28,48.0131,48.7834,47.7564,48.7406,11053.0
2010-03-01,48.6978,48.6978,48.3555,48.655,243.0
2010-03-02,48.3555,49.5108,48.3555,49.5108,701.0
2010-03-03,49.2113,49.2113,48.655,49.1257,2271.0
2010-03-04,49.2113,49.2113,48.7834,49.2113,6356.0
2010-03-05,48.5694,49.5108,48.5694,49.5108,5644.0
2010-03-06,48.5694,49.5108,48.5694,49.5108,5644.0
2010-03-07,48.5694,49.5108,48.5694,49.5108,5644.0
2010-03-08,49.5536,49.8532,49.5536,49.8532,34224.0
2010-03-09,49.8532,50.1527,48.3982,50.0244,541.0
2010-03-10,50.0244,50.0672,48.9545,50.0672,588.0
2010-03-11,50.0672,50.0672,48.5694,50.0672,1038.0
2010-03-12,50.0244,50.2383,49.6392,49.8532,13636.0
2010-03-13,50.0244,50.2383,49.6392,49.8532,13636.0
2010-03-14,50.0244,50.2383,49.6392,49.8532,13636.0
2010-03-15,49.6392,51.2653,49.6392,50.4951,1782.0
2010-03-16,50.4951,50.923,49.2113,50.0672,2216.0
2010-03-17,50.4523,50.4951,49.2113,49.4253,3383.0
2010-03-18,49.2113,50.4523,49.2113,50.4523,1282.0
2010-03-19,50.4523,50.4951,49.5108,49.6392,997.0
2010-03-20,50.4523,50.4951,49.5108,49.6392,997.0
2010-03-21,50.4523,50.4951,49.5108,49.6392,997.0
2010-03-22,50.4095,50.4951,49.7248,49.7248,804.0
2010-03-23,50.0244,50.4523,49.9816,50.4095,932.0
2010-03-24,50.4095,50.4095,49.4253,49.4253,8495.0
2010-03-25,50.4095,50.4523,49.5964,49.8104,1213.0
2010-03-26,49.8104,50.2383,49.2969,49.682,14746.0
2010-03-27,49.8104,50.2383,49.2969,49.682,14746.0
2010-03-28,49.8104,50.2383,49.2969,49.682,14746.0
2010-03-29,50.3667,50.4523,49.4681,49.4681,743.0
2010-03-30,49.682,50.0672,49.4681,49.8532,8371.0
2010-03-31,49.6392,49.6392,48.7834,48.9973,29898.0
2010-04-01,49.5108,49.6392,48.7834,48.7834,904.0
2010-04-02,49.5108,49.6392,48.7834,48.7834,904.0
2010-04-03,49.5108,49.6392,48.7834,48.7834,904.0
2010-04-04,49.5108,49.6392,48.7834,48.7834,904.0
2010-04-05,49.5108,49.6392,48.7834,48.7834,904.0
2010-04-06,48.441,51.3509,48.441,49.8532,6982.0
2010-04-07,50.0672,50.2383,49.8532,50.0672,5409.0
2010-04-08,50.0672,50.0672,48.869,49.0829,5960.0
2010-04-09,48.9973,49.0829,48.5694,48.5694,13602.0
2010-04-10,48.9973,49.0829,48.5694,48.5694,13602.0
2010-04-11,48.9973,49.0829,48.5694,48.5694,13602.0
2010-04-12,48.5266,48.655,48.5266,48.5694,1845.0
2010-04-13,48.5694,49.2113,48.5694,49.2113,2934.0
2010-04-14,50.0672,50.2811,49.2969,49.2969,2221.0
2010-04-15,49.2969,49.9388,49.1257,49.9388,4387.0
2010-04-16,49.1257,49.896,48.9973,49.896,7006.0
2010-04-17,49.1257,49.896,48.9973,49.896,7006.0
2010-04-18,49.1257,49.896,48.9973,49.896,7006.0
2010-04-19,50.0244,50.0244,48.441,48.5694,1270.0
2010-04-20,48.7834,49.6392,48.655,48.655,2127.0
2010-04-21,48.9973,49.2113,48.7834,48.7834,448.0
2010-04-22,48.7834,49.0401,48.5694,49.0401,3316.0
2010-04-23,48.6122,48.9118,48.6122,48.9118,915.0
2010-04-24,48.6122,48.9118,48.6122,48.9118,915.0
2010-04-25,48.6122,48.9118,48.6122,48.9118,915.0
2010-04-26,48.9118,50.2383,48.9118,50.2383,465.0
2010-04-27,50.2383,50.2383,48.869,49.1685,5808.0
2010-04-28,49.2113,49.3397,47.9275,48.7406,2647.0
2010-04-29,49.5964,49.6392,48.5266,48.7834,1801.0
2010-04-30,49.5964,50.4951,49.2541,50.4951,43217.0
2010-05-01,49.5964,50.4951,49.2541,50.4951,43217.0
2010-05-02,49.5964,50.4951,49.2541,50.4951,43217.0
2010-05-03,49.5964,50.4951,49.2541,50.4951,43217.0
2010-05-04,51.3509,51.3509,49.3825,49.5536,1772.0
2010-05-05,49.0829,49.5964,48.2699,48.3555,14219.0
2010-05-06,48.1415,48.9973,48.1415,48.3555,26591.0
2010-05-07,47.4996,47.9275,47.0717,47.3284,7644.0
2010-05-08,47.4996,47.9275,47.0717,47.3284,7644.0
2010-05-09,47.4996,47.9275,47.0717,47.3284,7644.0
2010-05-10,47.5852,50.0672,47.4568,47.9275,5016.0
2010-05-11,47.9275,48.1415,47.8419,48.1415,905.0
2010-05-12,47.9275,48.3555,47.1573,48.3555,1735.0
2010-05-13,48.5266,48.9973,48.1415,48.7834,1275.0
2010-05-14,49.1685,49.2113,47.0717,47.0717,1941.0
2010-05-15,49.1685,49.2113,47.0717,47.0717,1941.0
2010-05-16,49.1685,49.2113,47.0717,47.0717,1941.0
2010-05-17,47.0717,48.3127,46.2158,47.8847,1606.0
2010-05-18,48.7834,48.7834,47.0717,47.0717,5473.0
2010-05-19,46.7293,47.6708,45.36,45.5739,10613.0
2010-05-20,45.2316,46.7293,44.5041,44.5469,35417.0
2010-05-21,44.5041,45.7023,44.5041,44.8893,4741.0
2010-05-22,44.5041,45.7023,44.5041,44.8893,4741.0
2010-05-23,44.5041,45.7023,44.5041,44.8893,4741.0
2010-05-24,44.9321,45.7023,44.9321,45.146,1066.0
2010-05-25,44.9321,46.173,44.0334,44.2902,13442.0
2010-05-26,45.9591,46.0019,45.0604,45.0604,6588.0
2010-05-27,46.7721,46.7721,45.5739,45.5739,4165.0
2010-05-28,46.0019,46.9433,45.4456,45.4456,4053.0
2010-05-29,46.0019,46.9433,45.4456,45.4456,4053.0
2010-05-30,46.0019,46.9433,45.4456,45.4456,4053.0
2010-05-31,46.1302,46.1302,45.36,45.7879,1947.0
2010-06-01,46.2158,46.387,45.5312,46.2158,5530.0
2010-06-02,46.0019,46.9433,46.0019,46.9005,3667.0
2010-06-03,46.0019,46.9433,46.0019,46.9005,3667.0
2010-06-04,47.0717,47.0717,45.8307,45.8307,7772.0
2010-06-05,47.0717,47.0717,45.8307,45.8307,7772.0
2010-06-06,47.0717,47.0717,45.8307,45.8307,7772.0
2010-06-07,45.9163,46.4726,45.9163,46.0019,4827.0
2010-06-08,46.7293,46.7293,45.36,45.6595,315.0
2010-06-09,45.7023,46.173,45.7023,46.0019,313.0
2010-06-10,46.2158,46.2158,45.4456,45.6167,14393.0
2010-06-11,46.1302,46.4298,45.1888,45.1888,480.0
2010-06-12,46.1302,46.4298,45.1888,45.1888,480.0
2010-06-13,46.1302,46.4298,45.1888,45.1888,480.0
2010-06-14,45.7879,45.7879,44.8465,44.8893,29343.0
2010-06-15,44.9321,44.9321,44.5041,44.5897,162309.0
2010-06-16,45.36,45.36,44.5041,44.5041,4099.0
2010-06-17,44.5897,45.7879,44.2902,44.4613,97753.0
2010-06-18,45.146,45.146,43.0492,43.092,17293.0
2010-06-19,45.146,45.146,43.0492,43.092,17293.0
2010-06-20,45.146,45.146,43.0492,43.092,17293.0
2010-06-21,44.4185,44.4185,43.4771,43.8622,3223.0
2010-06-22,44.0762,45.0604,43.8622,44.5041,40585.0
2010-06-23,44.5041,44.9749,43.7339,44.2902,76467.0
2010-06-24,44.9321,45.2316,44.2902,44.8465,1700.0
2010-06-25,44.5041,44.5469,44.333,44.333,8666.0
2010-06-26,44.5041,44.5469,44.333,44.333,8666.0
2010-06-27,44.5041,44.5469,44.333,44.333,8666.0
2010-06-28,44.333,44.8893,43.2632,44.7181,20542.0
2010-06-29,43.7767,44.333,43.7767,43.8195,528.0
2010-06-30,44.119,44.1618,43.4343,43.4343,927.0
2010-07-01,43.4343,43.9906,43.1348,43.2204,1831.0
2010-07-02,43.2204,44.2474,42.878,43.5627,2117.0
2010-07-03,43.2204,44.2474,42.878,43.5627,2117.0
2010-07-04,43.2204,44.2474,42.878,43.5627,2117.0
2010-07-05,43.6483,44.2902,43.6483,44.0762,2684.0
2010-07-06,44.0762,44.2474,43.9478,44.0762,3699.0
2010-07-07,44.0762,44.0762,43.9906,44.0762,3204.0
2010-07-08,44.1618,45.146,44.1618,45.146,14013.0
2010-07-09,44.9321,45.3172,44.9321,45.3172,1211.0
2010-07-10,44.9321,45.3172,44.9321,45.3172,1211.0
2010-07-11,44.9321,45.3172,44.9321,45.3172,1211.0
2010-07-12,45.3172,45.9398,45.3172,45.8064,1916.0
2010-07-13,45.8508,48.03,45.8508,45.8953,2350.0
2010-07-14,46.2956,47.1405,46.2956,47.1405,581.0
2010-07-15,46.4734,46.6958,45.9398,46.5624,439.0
2010-07-16,46.6513,46.6513,45.8953,45.8953,445.0
2010-07-17,46.6513,46.6513,45.8953,45.8953,445.0
2010-07-18,46.6513,46.6513,45.8953,45.8953,445.0
2010-07-19,45.7619,46.2066,45.4506,46.2066,308.0
2010-07-20,45.8064,45.8064,45.2282,45.3616,746.0
2010-07-21,45.9843,46.1177,45.3616,46.1177,349.0
2010-07-22,46.0732,46.4734,45.8953,46.4734,1402.0
2010-07-23,46.4734,46.9182,46.2511,46.2511,63779.0
2010-07-24,46.4734,46.9182,46.2511,46.2511,63779.0
2010-07-25,46.4734,46.9182,46.2511,46.2511,63779.0
2010-07-26,47.0516,47.0516,46.2511,46.6958,4378.0
2010-07-27,46.6958,47.1405,46.429,47.0516,124672.0
2010-07-28,47.0516,48.03,47.0516,48.03,3874.0
2010-07-29,47.4963,48.6526,47.4963,47.8076,8297.0
2010-07-30,47.9855,48.03,46.5179,47.4518,1097.0
2010-07-31,47.9855,48.03,46.5179,47.4518,1097.0
2010-08-01,47.9855,48.03,46.5179,47.4518,1097.0
2010-08-02,46.7847,48.2079,46.7847,48.2079,11646.0
2010-08-03,48.3413,48.3413,47.4074,47.8076,392.0
2010-08-04,47.4074,47.8076,47.0071,47.0961,655.0
2010-08-05,46.8737,48.3413,46.8737,47.3629,16362.0
2010-08-06,47.3629,47.3629,46.6958,46.9182,23917.0
2010-08-07,47.3629,47.3629,46.6958,46.9182,23917.0
2010-08-08,47.3629,47.3629,46.6958,46.9182,23917.0
2010-08-09,47.3629,47.3629,47.2739,47.2739,35.0
2010-08-10,47.1405,47.4074,46.6513,46.6513,188.0
2010-08-11,46.6069,46.6069,45.3616,45.3616,3277.0
2010-08-12,45.3616,46.2956,45.1838,46.2511,24613.0
2010-08-13,46.2511,46.5179,46.0732,46.5179,547.0
2010-08-14,46.2511,46.5179,46.0732,46.5179,547.0
2010-08-15,46.2511,46.5179,46.0732,46.5179,547.0
2010-08-16,46.5179,47.5852,46.5179,47.1405,440.0
2010-08-17,47.1405,47.1405,46.6958,47.0961,434.0
2010-08-18,47.1405,47.1405,46.6958,47.0961,128.0
2010-08-19,47.2295,47.4518,46.6958,46.9182,240.0
2010-08-20,46.7847,47.1405,46.7403,46.9182,362.0
2010-08-21,46.7847,47.1405,46.7403,46.9182,362.0
2010-08-22,46.7847,47.1405,46.7403,46.9182,362.0
2010-08-23,46.6958,47.1405,46.5179,47.1405,10862.0
2010-08-24,47.5408,47.5408,46.6958,46.6958,6784.0
2010-08-25,45.8064,47.4963,45.8064,47.4963,10718.0
2010-08-26,46.5179,47.3184,46.5179,46.6069,998.0
2010-08-27,46.5179,47.3184,46.5179,47.3184,2553.0
2010-08-28,46.5179,47.3184,46.5179,47.3184,2553.0
2010-08-29,46.5179,47.3184,46.5179,47.3184,2553.0
2010-08-30,46.9182,47.3184,46.9182,47.1405,10482.0
2010-08-31,46.6958,47.1405,46.34,47.1405,1030.0
2010-09-01,46.5624,47.3184,46.5624,46.7847,110.0
2010-09-02,47.1405,47.2295,46.9182,47.2295,527.0
2010-09-03,47.2739,47.5852,47.1405,47.5852,6249.0
2010-09-04,47.2739,47.5852,47.1405,47.5852,6249.0
2010-09-05,47.2739,47.5852,47.1405,47.5852,6249.0
2010-09-06,47.5852,47.5852,46.8292,47.5408,420.0
2010-09-07,46.7847,47.2739,46.7403,47.2295,247636.0
2010-09-08,47.5408,48.3857,47.2295,48.03,1879.0
2010-09-09,48.0744,48.3857,48.03,48.03,28311.0
2010-09-10,48.03,48.03,47.185,48.03,1438.0
2010-09-11,48.03,48.03,47.185,48.03,1438.0
2010-09-12,48.03,48.03,47.185,48.03,1438.0
2010-09-13,48.4747,48.4747,47.4074,48.03,195.0
2010-09-14,47.6297,48.03,47.2739,47.2739,769.0
2010-09-15,47.5852,47.8076,47.3629,47.3629,2893.0
2010-09-16,47.4518,47.6297,47.3629,47.3629,603.0
2010-09-17,48.03,48.03,47.3629,47.3629,537.0
2010-09-18,48.03,48.03,47.3629,47.3629,537.0
2010-09-19,48.03,48.03,47.3629,47.3629,537.0
2010-09-20,47.3629,47.3629,47.3629,47.3629,176.0
2010-09-21,47.3629,47.8966,47.3629,47.8076,524.0
2010-09-22,47.9855,48.03,47.3629,47.941,906.0
2010-09-23,47.4963,47.9855,47.3629,47.941,1912.0
2010-09-24,47.941,47.941,47.4518,47.941,1211.0
2010-09-25,47.941,47.941,47.4518,47.941,1211.0
2010-09-26,47.941,47.941,47.4518,47.941,1211.0
2010-09-27,47.6742,47.941,47.6742,47.941,2700.0
2010-09-28,47.5852,47.9855,47.4963,47.8076,729.0
2010-09-29,47.3629,47.941,47.2739,47.2739,14459.0
2010-09-30,47.4074,47.941,47.2739,47.941,8009.0
2010-10-01,48.0744,49.9867,48.0744,49.9867,17412.0
2010-10-02,48.0744,49.9867,48.0744,49.9867,17412.0
2010-10-03,48.0744,49.9867,48.0744,49.9867,17412.0
2010-10-04,49.9867,51.0541,49.3641,51.0096,5141.0
2010-10-05,50.9651,51.0986,50.7428,50.9651,1834.0
2010-10-06,51.143,51.143,50.1202,50.7428,1233.0
2010-10-07,50.2981,50.4759,49.8089,50.4759,1600.0
2010-10-08,50.2536,50.6538,49.8089,50.0757,701.0
2010-10-09,50.2536,50.6538,49.8089,50.0757,701.0
2010-10-10,50.2536,50.6538,49.8089,50.0757,701.0
2010-10-11,50.7872,50.7872,50.0757,50.4315,924.0
2010-10-12,49.8978,50.4315,49.8089,50.2091,1289.0
2010-10-13,50.2536,50.4759,50.2536,50.2536,3993.0
2010-10-14,50.6983,50.6983,50.1646,50.6983,2713.0
2010-10-15,50.6983,51.143,50.6983,51.0986,1361.0
2010-10-16,50.6983,51.143,50.6983,51.0986,1361.0
2010-10-17,50.6983,51.143,50.6983,51.0986,1361.0
2010-10-18,51.143,51.143,50.1646,50.1646,227.0
2010-10-19,49.8533,50.6983,49.8533,50.2091,762.0
2010-10-20,50.6538,50.6538,50.2091,50.2091,1886.0
2010-10-21,50.2536,50.6983,49.9423,49.9423,688.0
2010-10-22,49.9423,50.6983,49.9423,50.6983,948.0
2010-10-23,49.9423,50.6983,49.9423,50.6983,948.0
2010-10-24,49.9423,50.6983,49.9423,50.6983,948.0
2010-10-25,50.6538,51.5433,50.6538,51.5433,5159.0
2010-10-26,51.5877,51.988,51.3654,51.5433,1139.0
2010-10-27,52.0325,52.2993,51.8991,52.2548,4868.0
2010-10-28,52.3438,52.4327,52.2548,52.4327,5493.0
2010-10-29,52.4772,52.833,52.4327,52.6551,6622.0
2010-10-30,52.4772,52.833,52.4327,52.6551,6622.0
2010-10-31,52.4772,52.833,52.4327,52.6551,6622.0
2010-11-01,52.4772,52.833,52.4327,52.6551,6622.0
2010-11-02,51.3654,53.2777,51.3654,52.9219,2054.0
2010-11-03,53.1443,53.1443,52.9219,53.0998,10537.0
2010-11-04,53.3222,53.3222,53.1443,53.2332,17112.0
2010-11-05,53.2332,53.5445,53.1887,53.5445,14904.0
2010-11-06,53.2332,53.5445,53.1887,53.5445,14904.0
2010-11-07,53.2332,53.5445,53.1887,53.5445,14904.0
2010-11-08,54.1227,54.1227,53.9003,54.0782,1713.0
2010-11-09,54.5229,54.9232,54.4784,54.9232,1307.0
2010-11-10,55.3234,55.5902,55.1455,55.5458,2685.0
2010-11-11,55.3234,55.5902,55.1455,55.5458,2685.0
2010-11-12,55.5458,55.5458,54.7008,55.1455,939.0
2010-11-13,55.5458,55.5458,54.7008,55.1455,939.0
2010-11-14,55.5458,55.5458,54.7008,55.1455,939.0
2010-11-15,55.1455,55.5013,54.7008,55.19,310.0
2010-11-16,55.1455,55.1455,53.3666,53.8114,12071.0
2010-11-17,53.0553,53.9892,52.9219,53.9892,20546.0
2010-11-18,53.6779,53.9892,53.3666,53.3666,471.0
2010-11-19,53.3666,54.7453,52.4772,54.5229,1177.0
2010-11-20,53.3666,54.7453,52.4772,54.5229,1177.0
2010-11-21,53.3666,54.7453,52.4772,54.5229,1177.0
2010-11-22,52.5661,54.6563,52.5661,53.589,19409.0
2010-11-23,54.3895,54.3895,53.3666,53.8558,1546.0
2010-11-24,53.1443,54.0337,53.1443,53.5001,572.0
2010-11-25,53.5445,54.2116,53.5001,54.2116,325.0
2010-11-26,53.8114,54.0337,53.1887,53.3666,803.0
2010-11-27,53.8114,54.0337,53.1887,53.3666,803.0
2010-11-28,53.8114,54.0337,53.1887,53.3666,803.0
2010-11-29,53.3666,53.589,53.3222,53.3666,10128.0
2010-11-30,53.4556,54.2116,52.4772,52.4772,5118.0
2010-12-01,52.8774,52.8774,50.7428,51.4099,18979.0
2010-12-02,52.0325,53.2777,52.0325,53.0998,829.0
2010-12-03,53.3222,53.3666,53.0553,53.3666,3142.0
2010-12-04,53.3222,53.3666,53.0553,53.3666,3142.0
2010-12-05,53.3222,53.3666,53.0553,53.3666,3142.0
2010-12-06,53.3666,54.2561,53.1443,54.2561,23894.0
2010-12-07,54.2561,54.2561,53.3666,53.8114,1356.0
2010-12-08,52.9664,54.4784,52.9664,54.2561,1528.0
2010-12-09,54.3006,55.1455,53.9892,55.0121,7219.0
2010-12-10,53.9892,55.1011,53.9892,54.2561,14372.0
2010-12-11,53.9892,55.1011,53.9892,54.2561,14372.0
2010-12-12,53.9892,55.1011,53.9892,54.2561,14372.0
2010-12-13,53.9003,55.0566,53.9003,55.0566,1343.0
2010-12-14,55.0566,55.0566,53.589,53.589,10361.0
2010-12-15,53.5445,56.3907,53.5445,56.3907,4833.0
2010-12-16,56.2573,56.2573,55.1455,55.6347,1003.0
2010-12-17,55.19,55.6792,55.1011,55.1455,7044.0
2010-12-18,55.19,55.6792,55.1011,55.1455,7044.0
2010-12-19,55.19,55.6792,55.1011,55.1455,7044.0
2010-12-20,55.5902,55.5902,53.5001,54.7008,2295.0
2010-12-21,54.7008,55.1455,53.8558,54.7008,303.0
2010-12-22,54.0782,57.3691,54.0782,56.035,30275.0
2010-12-23,57.3247,58.2141,57.3247,57.3691,11114.0
2010-12-24,57.3247,58.2141,57.3247,57.3691,11114.0
2010-12-25,57.3247,58.2141,57.3247,57.3691,11114.0
2010-12-26,57.3247,58.2141,57.3247,57.3691,11114.0
2010-12-27,56.7465,57.6804,56.7465,57.3691,3233.0
2010-12-28,57.3691,57.8139,57.3691,57.5915,11720.0
2010-12-29,57.5915,58.8812,56.9689,58.8812,6225.0
2010-12-30,58.8812,58.8812,58.1696,58.2586,1492.0
2010-12-31,57.8139,57.9917,56.4797,56.5242,9521.0
2011-01-01,57.8139,57.9917,56.4797,56.5242,9521.0
2011-01-02,57.8139,57.9917,56.4797,56.5242,9521.0
2011-01-03,57.3247,58.7922,57.3247,57.8139,14776.0
2011-01-04,58.4365,58.4365,57.4136,57.8139,2677.0
2011-01-05,57.8583,58.9257,56.5242,56.5242,4035.0
2011-01-06,57.8583,58.9257,56.5242,56.5242,4035.0
2011-01-07,57.6804,57.8139,56.4797,56.4797,10445.0
2011-01-08,57.6804,57.8139,56.4797,56.4797,10445.0
2011-01-09,57.6804,57.8139,56.4797,56.4797,10445.0
2011-01-10,56.4797,56.9244,56.4797,56.4797,5657.0
2011-01-11,57.5915,57.5915,55.8126,55.8571,1763.0
2011-01-12,56.8355,56.8355,56.4797,56.4797,5971.0
2011-01-13,56.791,56.791,56.3907,56.3907,549.0
2011-01-14,56.3907,57.547,55.7681,57.547,1528.0
2011-01-15,56.3907,57.547,55.7681,57.547,1528.0
2011-01-16,56.3907,57.547,55.7681,57.547,1528.0
2011-01-17,57.6804,57.6804,55.9015,56.2573,766.0
2011-01-18,56.3018,57.3691,55.9015,57.2357,852.0
2011-01-19,57.1912,57.1912,54.9232,55.19,218471.0
2011-01-20,56.4797,57.1023,54.7008,54.8787,1259.0
2011-01-21,55.1011,56.035,55.1011,55.3679,40238.0
2011-01-22,55.1011,56.035,55.1011,55.3679,40238.0
2011-01-23,55.1011,56.035,55.1011,55.3679,40238.0
2011-01-24,55.1455,55.3679,54.7008,54.7008,218.0
2011-01-25,54.7008,56.4797,54.3006,56.4797,1495.0
2011-01-26,56.5242,57.1912,56.035,56.2129,6454.0
2011-01-27,55.1455,57.2802,55.1455,55.946,11982.0
2011-01-28,55.946,56.035,55.3679,55.946,139382.0
2011-01-29,55.946,56.035,55.3679,55.946,139382.0
2011-01-30,55.946,56.035,55.3679,55.946,139382.0
2011-01-31,55.946,57.0578,55.1455,56.4797,226.0
2011-02-01,57.0578,57.0578,55.6347,56.035,244.0
2011-02-02,56.4797,57.1468,55.0121,56.035,528.0
2011-02-03,55.4124,56.035,55.4124,56.035,240.0
2011-02-04,55.5902,56.2573,55.5902,55.8126,766.0
2011-02-05,55.5902,56.2573,55.5902,55.8126,766.0
2011-02-06,55.5902,56.2573,55.5902,55.8126,766.0
2011-02-07,56.035,56.4797,55.5902,56.4797,346.0
2011-02-08,56.4797,56.4797,55.2345,55.2345,210.0
2011-02-09,56.4797,57.9028,54.4784,54.7008,23424.0
2011-02-10,55.1455,56.2573,55.0121,55.0121,570.0
2011-02-11,55.1455,56.1684,54.7008,54.7008,908.0
2011-02-12,55.1455,56.1684,54.7008,54.7008,908.0
2011-02-13,55.1455,56.1684,54.7008,54.7008,908.0
2011-02-14,55.5013,55.5013,54.7008,54.7008,285.0
2011-02-15,54.7008,55.2345,53.9448,55.2345,12425.0
2011-02-16,54.7008,55.1455,54.2561,55.1455,404.0
2011-02-17,54.3006,54.7008,54.2116,54.6563,777.0
2011-02-18,55.5458,55.5458,54.7008,54.7008,284.0
2011-02-19,55.5458,55.5458,54.7008,54.7008,284.0
2011-02-20,55.5458,55.5458,54.7008,54.7008,284.0
2011-02-21,54.7008,54.7008,54.1671,54.2561,563.0
2011-02-22,54.7008,54.7008,53.8114,53.8114,677.0
2011-02-23,54.1227,54.1227,54.1227,54.1227,23.0
2011-02-24,54.1227,54.1227,53.8114,54.0337,307.0
2011-02-25,53.8114,55.3679,53.8114,55.3679,25545.0
2011-02-26,53.8114,55.3679,53.8114,55.3679,25545.0
2011-02-27,53.8114,55.3679,53.8114,55.3679,25545.0
2011-02-28,55.3234,55.5902,54.7008,55.5902,3679.0
2011-03-01,56.3907,56.702,55.6792,55.6792,520.0
2011-03-02,56.4352,56.8799,55.8126,56.8799,1077.0
2011-03-03,56.8355,56.8355,55.7681,56.702,291.0
2011-03-04,56.4797,56.8355,55.9015,55.9015,412.0
2011-03-05,56.4797,56.8355,55.9015,55.9015,412.0
2011-03-06,56.4797,56.8355,55.9015,55.9015,412.0
2011-03-07,56.9244,56.9244,56.0794,56.0794,555.0
2011-03-08,56.0794,56.791,56.0794,56.1239,557.0
2011-03-09,56.3463,56.3463,56.1239,56.1239,265.0
2011-03-10,56.1239,56.3907,55.8126,55.8126,273.0
2011-03-11,55.6347,56.9244,54.0782,56.9244,1014.0
2011-03-12,55.6347,56.9244,54.0782,56.9244,1014.0
2011-03-13,55.6347,56.9244,54.0782,56.9244,1014.0
2011-03-14,56.8355,56.9244,55.2345,55.3679,717.0
2011-03-15,55.1455,55.1455,54.345,54.4784,263.0
2011-03-16,54.4784,55.8126,54.4784,54.5674,687.0
2011-03-17,55.7237,55.7237,54.6119,55.3679,94.0
2011-03-18,55.9015,55.946,55.9015,55.946,591.0
2011-03-19,55.9015,55.946,55.9015,55.946,591.0
