,INTUCH TB Equity,INTUCH TB Equity,INTUCH TB Equity,INTUCH TB Equity,INTUCH TB Equity
2010-02-03,9.522,9.522,9.432,9.522,172000.0
2010-02-04,9.522,9.522,9.432,9.432,53600.0
2010-02-05,9.432,9.432,9.341,9.432,60400.0
2010-02-06,9.432,9.432,9.341,9.432,60400.0
2010-02-07,9.432,9.432,9.341,9.432,60400.0
2010-02-08,9.341,9.432,9.341,9.432,68800.0
2010-02-09,9.341,9.613,9.341,9.432,41000.0
2010-02-10,9.522,9.613,9.432,9.613,37100.0
2010-02-11,9.613,9.613,9.522,9.522,25600.0
2010-02-12,9.613,10.61,9.522,10.338,1855200.0
2010-02-13,9.613,10.61,9.522,10.338,1855200.0
2010-02-14,9.613,10.61,9.522,10.338,1855200.0
2010-02-15,10.52,10.52,10.429,10.429,849100.0
2010-02-16,10.701,10.883,10.61,10.61,1707500.0
2010-02-17,10.701,10.792,10.61,10.701,1759400.0
2010-02-18,10.701,10.792,10.52,10.52,910900.0
2010-02-19,10.52,10.61,10.52,10.61,618100.0
2010-02-20,10.52,10.61,10.52,10.61,618100.0
2010-02-21,10.52,10.61,10.52,10.61,618100.0
2010-02-22,10.61,10.701,10.52,10.701,544200.0
2010-02-23,10.792,10.883,10.701,10.701,1843100.0
2010-02-24,10.701,10.792,10.338,10.61,890900.0
2010-02-25,10.52,10.61,10.429,10.52,1084000.0
2010-02-26,10.52,10.61,10.52,10.52,1542900.0
2010-02-27,10.52,10.61,10.52,10.52,1542900.0
2010-02-28,10.52,10.61,10.52,10.52,1542900.0
2010-03-01,10.52,10.61,10.52,10.52,1542900.0
2010-03-02,10.066,10.248,9.976,10.157,3483500.0
2010-03-03,10.157,10.157,9.704,9.794,1794800.0
2010-03-04,9.704,9.976,9.704,9.976,883100.0
2010-03-05,9.885,9.885,9.522,9.613,1534500.0
2010-03-06,9.885,9.885,9.522,9.613,1534500.0
2010-03-07,9.885,9.885,9.522,9.613,1534500.0
2010-03-08,9.613,9.704,9.069,9.159,2613000.0
2010-03-09,9.25,9.341,9.069,9.25,754800.0
2010-03-10,9.341,9.522,9.25,9.432,437100.0
2010-03-11,9.432,9.794,9.432,9.613,694800.0
2010-03-12,9.704,10.066,9.613,9.885,1313900.0
2010-03-13,9.704,10.066,9.613,9.885,1313900.0
2010-03-14,9.704,10.066,9.613,9.885,1313900.0
2010-03-15,9.885,10.066,9.794,10.066,506200.0
2010-03-16,10.157,10.52,10.157,10.429,1997100.0
2010-03-17,10.52,10.61,10.429,10.52,2050800.0
2010-03-18,10.61,10.61,10.429,10.429,1070200.0
2010-03-19,10.52,10.61,10.429,10.52,1104500.0
2010-03-20,10.52,10.61,10.429,10.52,1104500.0
2010-03-21,10.52,10.61,10.429,10.52,1104500.0
2010-03-22,10.52,10.792,10.52,10.52,1204000.0
2010-03-23,10.52,10.61,10.52,10.61,306800.0
2010-03-24,10.701,10.701,10.52,10.52,610200.0
2010-03-25,10.52,10.61,10.338,10.338,877500.0
2010-03-26,10.429,10.52,10.429,10.52,510600.0
2010-03-27,10.429,10.52,10.429,10.52,510600.0
2010-03-28,10.429,10.52,10.429,10.52,510600.0
2010-03-29,10.52,10.52,10.429,10.429,410400.0
2010-03-30,10.52,10.52,10.429,10.52,644600.0
2010-03-31,10.52,10.61,10.429,10.52,1074800.0
2010-04-01,10.61,10.701,10.52,10.61,1353800.0
2010-04-02,10.701,10.701,10.61,10.701,653900.0
2010-04-03,10.701,10.701,10.61,10.701,653900.0
2010-04-04,10.701,10.701,10.61,10.701,653900.0
2010-04-05,10.701,10.701,10.61,10.701,1787200.0
2010-04-06,10.701,10.701,10.61,10.701,1787200.0
2010-04-07,10.701,10.701,10.61,10.701,2427900.0
2010-04-08,10.701,10.701,10.429,10.52,1894200.0
2010-04-09,10.52,10.61,10.429,10.61,2128300.0
2010-04-10,10.52,10.61,10.429,10.61,2128300.0
2010-04-11,10.52,10.61,10.429,10.61,2128300.0
2010-04-12,10.429,10.52,10.338,10.52,3946200.0
2010-04-13,10.429,10.52,10.338,10.52,3946200.0
2010-04-14,10.429,10.52,10.338,10.52,3946200.0
2010-04-15,10.429,10.52,10.338,10.52,3946200.0
2010-04-16,10.213,10.316,10.091,10.091,2399300.0
2010-04-17,10.213,10.316,10.091,10.091,2399300.0
2010-04-18,10.213,10.316,10.091,10.091,2399300.0
2010-04-19,9.968,9.968,9.601,9.601,804600.0
2010-04-20,9.764,10.009,9.723,10.009,752000.0
2010-04-21,9.927,9.927,9.805,9.805,295500.0
2010-04-22,9.846,9.927,9.846,9.846,269600.0
2010-04-23,9.723,9.805,9.723,9.805,267000.0
2010-04-24,9.723,9.805,9.723,9.805,267000.0
2010-04-25,9.723,9.805,9.723,9.805,267000.0
2010-04-26,9.805,9.887,9.805,9.887,197500.0
2010-04-27,9.887,9.968,9.805,9.927,281300.0
2010-04-28,9.764,9.805,9.723,9.764,245200.0
2010-04-29,9.723,9.805,9.723,9.805,147700.0
2010-04-30,9.805,9.805,9.764,9.805,215600.0
2010-05-01,9.805,9.805,9.764,9.805,215600.0
2010-05-02,9.805,9.805,9.764,9.805,215600.0
2010-05-03,9.805,9.805,9.764,9.805,215600.0
2010-05-04,9.846,10.091,9.846,10.009,538500.0
2010-05-05,9.846,10.091,9.846,10.009,538500.0
2010-05-06,9.887,9.968,9.887,9.927,179100.0
2010-05-07,9.846,9.846,9.764,9.846,465900.0
2010-05-08,9.846,9.846,9.764,9.846,465900.0
2010-05-09,9.846,9.846,9.764,9.846,465900.0
2010-05-10,9.846,9.927,9.846,9.887,157900.0
2010-05-11,9.927,9.968,9.846,9.846,204400.0
2010-05-12,9.846,9.927,9.846,9.846,71000.0
2010-05-13,9.805,9.927,9.805,9.805,176700.0
2010-05-14,9.764,9.805,9.723,9.805,176600.0
2010-05-15,9.764,9.805,9.723,9.805,176600.0
2010-05-16,9.764,9.805,9.723,9.805,176600.0
2010-05-17,9.682,9.723,9.641,9.723,213900.0
2010-05-18,9.723,9.764,9.682,9.764,139700.0
2010-05-19,9.764,9.764,9.641,9.723,107800.0
2010-05-20,9.764,9.764,9.641,9.723,107800.0
2010-05-21,9.764,9.764,9.641,9.723,107800.0
2010-05-22,9.764,9.764,9.641,9.723,107800.0
2010-05-23,9.764,9.764,9.641,9.723,107800.0
2010-05-24,9.641,9.723,9.641,9.682,271600.0
2010-05-25,9.641,9.641,9.396,9.396,301800.0
2010-05-26,9.396,9.478,9.355,9.437,314200.0
2010-05-27,9.478,9.56,9.396,9.519,328500.0
2010-05-28,9.478,9.56,9.396,9.519,328500.0
2010-05-29,9.478,9.56,9.396,9.519,328500.0
2010-05-30,9.478,9.56,9.396,9.519,328500.0
2010-05-31,9.478,9.601,9.478,9.601,116200.0
2010-06-01,9.56,9.56,9.478,9.478,192000.0
2010-06-02,9.478,9.601,9.478,9.601,259200.0
2010-06-03,9.601,9.968,9.601,9.927,477500.0
2010-06-04,9.968,10.009,9.927,10.009,186100.0
2010-06-05,9.968,10.009,9.927,10.009,186100.0
2010-06-06,9.968,10.009,9.927,10.009,186100.0
2010-06-07,9.887,9.887,9.805,9.846,264900.0
2010-06-08,9.968,10.132,9.927,9.927,690800.0
2010-06-09,10.091,10.132,10.05,10.091,389100.0
2010-06-10,10.173,10.173,10.091,10.132,58800.0
2010-06-11,10.316,10.316,10.213,10.316,106500.0
2010-06-12,10.316,10.316,10.213,10.316,106500.0
2010-06-13,10.316,10.316,10.213,10.316,106500.0
2010-06-14,10.418,11.439,10.418,11.235,1771800.0
2010-06-15,11.439,11.541,10.724,10.724,1746300.0
2010-06-16,10.826,10.826,10.418,10.418,872100.0
2010-06-17,10.418,10.622,10.316,10.418,263600.0
2010-06-18,10.52,10.622,10.418,10.52,104100.0
2010-06-19,10.52,10.622,10.418,10.52,104100.0
2010-06-20,10.52,10.622,10.418,10.52,104100.0
2010-06-21,10.52,10.826,10.52,10.724,334600.0
2010-06-22,10.52,10.826,10.52,10.724,225500.0
2010-06-23,10.724,10.826,10.724,10.724,77600.0
2010-06-24,10.724,10.724,10.52,10.52,318400.0
2010-06-25,10.52,10.52,10.418,10.418,474300.0
2010-06-26,10.52,10.52,10.418,10.418,474300.0
2010-06-27,10.52,10.52,10.418,10.418,474300.0
2010-06-28,10.418,10.418,10.316,10.418,207500.0
2010-06-29,10.52,10.52,10.316,10.316,178300.0
2010-06-30,10.316,10.52,10.316,10.52,454300.0
2010-07-01,10.316,10.52,10.316,10.52,454300.0
2010-07-02,10.418,10.724,10.418,10.622,312700.0
2010-07-03,10.418,10.724,10.418,10.622,312700.0
2010-07-04,10.418,10.724,10.418,10.622,312700.0
2010-07-05,10.724,11.03,10.724,10.724,1044600.0
2010-07-06,10.826,10.928,10.724,10.826,473300.0
2010-07-07,11.03,11.235,10.928,10.928,1119400.0
2010-07-08,11.133,11.235,10.928,11.03,480900.0
2010-07-09,10.928,11.133,10.928,10.928,397300.0
2010-07-10,10.928,11.133,10.928,10.928,397300.0
2010-07-11,10.928,11.133,10.928,10.928,397300.0
2010-07-12,11.03,11.133,10.928,11.03,281100.0
2010-07-13,11.03,11.03,10.826,10.928,278700.0
2010-07-14,11.03,11.439,11.03,11.235,2648400.0
2010-07-15,11.235,11.439,11.235,11.235,682300.0
2010-07-16,11.337,11.337,11.133,11.133,279300.0
2010-07-17,11.337,11.337,11.133,11.133,279300.0
2010-07-18,11.337,11.337,11.133,11.133,279300.0
2010-07-19,11.133,11.337,11.03,11.337,411900.0
2010-07-20,11.439,11.439,11.235,11.439,897100.0
2010-07-21,11.439,11.439,11.235,11.439,404300.0
2010-07-22,11.439,11.95,11.439,11.745,2233800.0
2010-07-23,11.848,11.848,11.643,11.848,1444500.0
2010-07-24,11.848,11.848,11.643,11.848,1444500.0
2010-07-25,11.848,11.848,11.643,11.848,1444500.0
2010-07-26,11.848,11.848,11.643,11.848,1444500.0
2010-07-27,11.95,11.95,11.643,11.848,281800.0
2010-07-28,11.848,11.848,11.643,11.848,621200.0
2010-07-29,11.745,11.848,11.643,11.745,135100.0
2010-07-30,11.848,11.848,11.745,11.848,379800.0
2010-07-31,11.848,11.848,11.745,11.848,379800.0
2010-08-01,11.848,11.848,11.745,11.848,379800.0
2010-08-02,11.848,11.848,11.643,11.745,777300.0
2010-08-03,11.643,11.745,11.643,11.745,280700.0
2010-08-04,11.643,11.745,11.541,11.643,181900.0
2010-08-05,11.541,11.745,11.541,11.643,188100.0
2010-08-06,11.541,11.745,11.541,11.745,162600.0
2010-08-07,11.541,11.745,11.541,11.745,162600.0
2010-08-08,11.541,11.745,11.541,11.745,162600.0
2010-08-09,11.745,11.745,11.643,11.745,195300.0
2010-08-10,11.848,11.848,11.643,11.643,399600.0
2010-08-11,11.643,11.745,11.643,11.643,78400.0
2010-08-12,11.643,11.745,11.643,11.643,78400.0
2010-08-13,11.643,11.745,11.643,11.643,78400.0
2010-08-14,11.643,11.745,11.643,11.643,78400.0
2010-08-15,11.643,11.745,11.643,11.643,78400.0
2010-08-16,11.745,11.745,11.541,11.643,603800.0
2010-08-17,11.745,11.95,11.745,11.95,2925300.0
2010-08-18,12.052,12.052,11.95,12.052,1446600.0
2010-08-19,12.154,12.256,12.052,12.154,3754000.0
2010-08-20,12.111,12.324,12.111,12.218,1121700.0
2010-08-21,12.111,12.324,12.111,12.218,1121700.0
2010-08-22,12.111,12.324,12.111,12.218,1121700.0
2010-08-23,12.218,12.324,12.005,12.111,234200.0
2010-08-24,12.218,12.218,11.58,11.793,714000.0
2010-08-25,11.793,11.793,11.686,11.686,184100.0
2010-08-26,11.58,11.793,11.58,11.793,362600.0
2010-08-27,11.793,11.899,11.793,11.899,344400.0
2010-08-28,11.793,11.899,11.793,11.899,344400.0
2010-08-29,11.793,11.899,11.793,11.899,344400.0
2010-08-30,11.899,12.111,11.899,12.005,508900.0
2010-08-31,11.899,12.005,11.793,11.899,463100.0
2010-09-01,11.899,12.005,11.793,11.899,305800.0
2010-09-02,11.899,12.005,11.686,11.899,378800.0
2010-09-03,11.899,12.005,11.793,11.899,267500.0
2010-09-04,11.899,12.005,11.793,11.899,267500.0
2010-09-05,11.899,12.005,11.793,11.899,267500.0
2010-09-06,11.899,12.111,11.899,11.899,484500.0
2010-09-07,12.005,12.111,11.899,12.005,337600.0
2010-09-08,12.005,12.111,11.899,12.111,335500.0
2010-09-09,12.111,12.324,12.111,12.324,802200.0
2010-09-10,12.324,12.324,12.111,12.111,262600.0
2010-09-11,12.324,12.324,12.111,12.111,262600.0
2010-09-12,12.324,12.324,12.111,12.111,262600.0
2010-09-13,12.111,12.324,12.111,12.324,213000.0
2010-09-14,12.324,12.324,12.111,12.218,316800.0
2010-09-15,12.111,12.218,12.005,12.111,290100.0
2010-09-16,12.111,12.218,12.111,12.111,118300.0
2010-09-17,11.793,11.899,11.686,11.793,839400.0
2010-09-18,11.793,11.899,11.686,11.793,839400.0
2010-09-19,11.793,11.899,11.686,11.793,839400.0
2010-09-20,11.793,11.793,11.686,11.793,301100.0
2010-09-21,11.793,12.005,11.793,12.005,178000.0
2010-09-22,12.218,12.218,12.005,12.005,236800.0
2010-09-23,11.899,12.111,11.899,11.899,124600.0
2010-09-24,12.005,12.111,11.899,12.111,206300.0
2010-09-25,12.005,12.111,11.899,12.111,206300.0
2010-09-26,12.005,12.111,11.899,12.111,206300.0
2010-09-27,12.111,12.218,12.005,12.218,250500.0
2010-09-28,12.111,12.111,12.005,12.111,49800.0
2010-09-29,12.111,12.218,12.005,12.111,274800.0
2010-09-30,12.005,12.111,12.005,12.111,107600.0
2010-10-01,12.218,12.324,12.111,12.218,505700.0
2010-10-02,12.218,12.324,12.111,12.218,505700.0
2010-10-03,12.218,12.324,12.111,12.218,505700.0
2010-10-04,12.324,12.324,12.005,12.005,655100.0
2010-10-05,12.111,12.111,12.005,12.111,278700.0
2010-10-06,12.005,12.218,12.005,12.218,87800.0
2010-10-07,12.005,12.111,12.005,12.111,54100.0
2010-10-08,12.111,12.111,12.005,12.005,104000.0
2010-10-09,12.111,12.111,12.005,12.005,104000.0
2010-10-10,12.111,12.111,12.005,12.005,104000.0
2010-10-11,12.005,12.111,12.005,12.005,119900.0
2010-10-12,12.005,12.111,11.899,11.899,306500.0
2010-10-13,12.005,12.111,12.005,12.111,164100.0
2010-10-14,12.111,12.324,12.111,12.218,443500.0
2010-10-15,12.218,12.324,12.218,12.218,355800.0
2010-10-16,12.218,12.324,12.218,12.218,355800.0
2010-10-17,12.218,12.324,12.218,12.218,355800.0
2010-10-18,12.111,12.218,12.005,12.111,338600.0
2010-10-19,12.111,12.111,12.005,12.111,75100.0
2010-10-20,12.005,12.111,12.005,12.111,133800.0
2010-10-21,12.005,12.111,11.899,12.111,293200.0
2010-10-22,12.111,12.111,12.005,12.005,239000.0
2010-10-23,12.111,12.111,12.005,12.005,239000.0
2010-10-24,12.111,12.111,12.005,12.005,239000.0
2010-10-25,12.111,12.111,12.005,12.005,239000.0
2010-10-26,12.005,12.111,12.005,12.005,263600.0
2010-10-27,12.111,12.218,12.111,12.218,740100.0
2010-10-28,12.218,12.643,12.218,12.324,1201900.0
2010-10-29,12.43,13.068,12.324,12.749,3154700.0
2010-10-30,12.43,13.068,12.324,12.749,3154700.0
2010-10-31,12.43,13.068,12.324,12.749,3154700.0
2010-11-01,12.961,12.961,12.643,12.749,1661500.0
2010-11-02,12.855,12.961,12.855,12.961,720900.0
2010-11-03,12.961,13.068,12.855,13.068,641800.0
2010-11-04,12.961,14.236,12.855,13.811,2067400.0
2010-11-05,13.917,14.236,13.917,14.024,2236100.0
2010-11-06,13.917,14.236,13.917,14.024,2236100.0
2010-11-07,13.917,14.236,13.917,14.024,2236100.0
2010-11-08,13.917,14.13,13.811,14.024,3646200.0
2010-11-09,13.917,13.917,13.705,13.917,189400.0
2010-11-10,13.917,14.024,13.811,14.024,259400.0
2010-11-11,14.024,14.555,14.024,14.555,1431400.0
2010-11-12,14.555,14.555,14.13,14.449,1341000.0
2010-11-13,14.555,14.555,14.13,14.449,1341000.0
2010-11-14,14.555,14.555,14.13,14.449,1341000.0
2010-11-15,14.449,14.874,14.449,14.874,949400.0
2010-11-16,14.98,15.086,14.661,14.767,995600.0
2010-11-17,14.661,14.661,14.342,14.661,672200.0
2010-11-18,14.661,14.661,14.449,14.661,193300.0
2010-11-19,14.767,14.767,14.555,14.767,269500.0
2010-11-20,14.767,14.767,14.555,14.767,269500.0
2010-11-21,14.767,14.767,14.555,14.767,269500.0
2010-11-22,14.767,15.086,14.767,15.086,1280200.0
2010-11-23,14.799,14.913,14.685,14.685,735600.0
2010-11-24,14.685,14.685,14.344,14.344,281200.0
2010-11-25,14.344,14.344,14.116,14.23,174700.0
2010-11-26,14.116,14.344,14.002,14.344,62900.0
2010-11-27,14.116,14.344,14.002,14.344,62900.0
2010-11-28,14.116,14.344,14.002,14.344,62900.0
2010-11-29,14.344,14.344,13.775,14.116,259600.0
2010-11-30,14.116,14.23,14.116,14.116,302100.0
2010-12-01,14.116,14.23,14.116,14.116,119400.0
2010-12-02,14.116,14.344,14.116,14.116,300200.0
2010-12-03,14.116,14.344,14.116,14.116,334800.0
2010-12-04,14.116,14.344,14.116,14.116,334800.0
2010-12-05,14.116,14.344,14.116,14.116,334800.0
2010-12-06,14.116,14.344,14.116,14.116,334800.0
2010-12-07,14.116,14.23,14.116,14.116,190000.0
2010-12-08,14.002,14.23,14.002,14.116,152500.0
2010-12-09,14.116,14.23,14.116,14.116,28200.0
2010-12-10,14.116,14.23,14.116,14.116,28200.0
2010-12-11,14.116,14.23,14.116,14.116,28200.0
2010-12-12,14.116,14.23,14.116,14.116,28200.0
2010-12-13,14.23,14.23,14.002,14.002,97600.0
2010-12-14,14.116,14.23,14.116,14.116,109500.0
2010-12-15,14.344,14.344,14.002,14.002,96000.0
2010-12-16,13.661,13.661,13.319,13.547,931300.0
2010-12-17,13.433,13.547,13.433,13.433,377700.0
2010-12-18,13.433,13.547,13.433,13.433,377700.0
2010-12-19,13.433,13.547,13.433,13.433,377700.0
2010-12-20,13.433,13.661,13.433,13.547,152000.0
2010-12-21,13.547,13.547,13.319,13.433,323700.0
2010-12-22,13.433,13.547,13.433,13.547,165000.0
2010-12-23,13.433,13.661,13.433,13.547,24100.0
2010-12-24,13.661,13.661,13.319,13.319,161400.0
2010-12-25,13.661,13.661,13.319,13.319,161400.0
2010-12-26,13.661,13.661,13.319,13.319,161400.0
2010-12-27,13.319,13.433,13.205,13.205,320000.0
2010-12-28,13.205,13.205,13.205,13.205,104600.0
2010-12-29,13.319,13.433,13.205,13.205,51500.0
2010-12-30,13.319,13.319,13.319,13.319,217900.0
2010-12-31,13.319,13.319,13.319,13.319,217900.0
2011-01-01,13.319,13.319,13.319,13.319,217900.0
2011-01-02,13.319,13.319,13.319,13.319,217900.0
2011-01-03,13.319,13.319,13.319,13.319,217900.0
2011-01-04,13.205,13.547,13.205,13.433,360300.0
2011-01-05,13.661,13.661,13.547,13.661,162200.0
2011-01-06,13.775,13.775,13.433,13.661,709300.0
2011-01-07,13.661,13.661,13.319,13.433,1138200.0
2011-01-08,13.661,13.661,13.319,13.433,1138200.0
2011-01-09,13.661,13.661,13.319,13.433,1138200.0
2011-01-10,13.661,13.661,13.433,13.547,314100.0
2011-01-11,13.547,13.547,13.433,13.547,74500.0
2011-01-12,13.547,13.547,13.433,13.547,42600.0
2011-01-13,13.433,13.547,13.319,13.547,357600.0
2011-01-14,13.547,13.547,13.433,13.547,37200.0
2011-01-15,13.547,13.547,13.433,13.547,37200.0
2011-01-16,13.547,13.547,13.433,13.547,37200.0
2011-01-17,13.433,13.547,13.433,13.547,21900.0
2011-01-18,13.547,13.547,13.433,13.547,29300.0
2011-01-19,13.547,13.547,13.547,13.547,57500.0
2011-01-20,13.547,13.547,13.319,13.433,183800.0
2011-01-21,13.433,13.433,13.205,13.319,113600.0
2011-01-22,13.433,13.433,13.205,13.319,113600.0
2011-01-23,13.433,13.433,13.205,13.319,113600.0
2011-01-24,13.319,13.319,12.75,12.75,518500.0
2011-01-25,12.864,12.864,12.636,12.864,239800.0
2011-01-26,12.75,12.978,12.75,12.978,97500.0
2011-01-27,12.864,12.978,12.75,12.864,102000.0
2011-01-28,12.864,13.205,12.75,13.205,211800.0
2011-01-29,12.864,13.205,12.75,13.205,211800.0
2011-01-30,12.864,13.205,12.75,13.205,211800.0
2011-01-31,12.864,12.978,12.75,12.978,223100.0
2011-02-01,12.864,12.864,12.75,12.864,78900.0
2011-02-02,12.864,12.864,12.75,12.75,190300.0
2011-02-03,12.75,12.864,12.75,12.75,52000.0
2011-02-04,12.75,12.978,12.75,12.75,73400.0
2011-02-05,12.75,12.978,12.75,12.75,73400.0
2011-02-06,12.75,12.978,12.75,12.75,73400.0
2011-02-07,12.75,12.864,12.75,12.864,47900.0
2011-02-08,12.864,13.092,12.864,13.092,89100.0
2011-02-09,12.864,12.978,12.75,12.864,221900.0
2011-02-10,12.864,12.978,12.75,12.978,275300.0
2011-02-11,12.864,13.092,12.75,13.092,573600.0
2011-02-12,12.864,13.092,12.75,13.092,573600.0
2011-02-13,12.864,13.092,12.75,13.092,573600.0
2011-02-14,13.092,13.092,12.864,12.978,55900.0
2011-02-15,12.978,13.205,12.864,13.205,341100.0
2011-02-16,13.205,13.205,13.092,13.092,76700.0
2011-02-17,13.205,13.661,13.205,13.433,191600.0
2011-02-18,13.205,13.661,13.205,13.433,191600.0
2011-02-19,13.205,13.661,13.205,13.433,191600.0
2011-02-20,13.205,13.661,13.205,13.433,191600.0
2011-02-21,13.319,13.319,13.092,13.092,551000.0
2011-02-22,12.864,13.092,12.864,12.864,219000.0
2011-02-23,12.978,13.092,12.978,12.978,383800.0
2011-02-24,12.978,12.978,12.978,12.978,52700.0
2011-02-25,12.978,13.205,12.978,13.205,118400.0
2011-02-26,12.978,13.205,12.978,13.205,118400.0
2011-02-27,12.978,13.205,12.978,13.205,118400.0
2011-02-28,13.205,13.205,12.978,12.978,57200.0
2011-03-01,13.092,13.319,13.092,13.205,229700.0
2011-03-02,13.205,13.319,13.205,13.205,346800.0
2011-03-03,13.205,13.205,13.205,13.205,290800.0
2011-03-04,13.319,13.433,13.205,13.205,110800.0
2011-03-05,13.319,13.433,13.205,13.205,110800.0
2011-03-06,13.319,13.433,13.205,13.205,110800.0
2011-03-07,13.319,13.319,13.205,13.205,322200.0
2011-03-08,13.205,13.319,13.205,13.319,145200.0
2011-03-09,13.319,13.433,13.319,13.319,278500.0
2011-03-10,13.319,13.433,13.205,13.319,354500.0
2011-03-11,13.205,13.433,13.205,13.319,102300.0
2011-03-12,13.205,13.433,13.205,13.319,102300.0
2011-03-13,13.205,13.433,13.205,13.319,102300.0
2011-03-14,13.205,13.547,13.205,13.547,140500.0
2011-03-15,13.319,13.433,13.205,13.433,202700.0
2011-03-16,13.433,13.547,13.319,13.433,59300.0
2011-03-17,13.433,13.547,13.319,13.547,160000.0
2011-03-18,13.547,13.547,13.433,13.433,175500.0
2011-03-19,13.547,13.547,13.433,13.433,175500.0
2011-03-20,13.547,13.547,13.433,13.433,175500.0
2011-03-21,13.547,13.661,13.547,13.547,76500.0
2011-03-22,13.661,13.775,13.661,13.661,216200.0
2011-03-23,13.775,14.002,13.661,14.002,211500.0
2011-03-24,14.116,14.23,14.002,14.116,355300.0
2011-03-25,14.116,14.23,13.889,14.23,253600.0
2011-03-26,14.116,14.23,13.889,14.23,253600.0
2011-03-27,14.116,14.23,13.889,14.23,253600.0
2011-03-28,14.116,14.23,14.002,14.116,212500.0
2011-03-29,14.002,14.116,13.889,14.002,181400.0
2011-03-30,14.002,14.002,13.889,14.002,297800.0
2011-03-31,14.002,14.002,13.889,13.889,567200.0
2011-04-01,13.889,14.002,13.889,13.889,671800.0
2011-04-02,13.889,14.002,13.889,13.889,671800.0
2011-04-03,13.889,14.002,13.889,13.889,671800.0
2011-04-04,14.002,14.23,13.889,14.23,2257100.0
2011-04-05,13.885,14.125,13.885,14.005,787300.0
2011-04-06,13.885,14.125,13.885,14.005,787300.0
2011-04-07,14.005,14.125,13.766,13.766,346600.0
2011-04-08,14.005,14.125,13.766,13.766,346600.0
2011-04-09,14.005,14.125,13.766,13.766,346600.0
2011-04-10,14.005,14.125,13.766,13.766,346600.0
2011-04-11,13.766,13.885,13.766,13.766,102500.0
2011-04-12,13.766,13.885,13.646,13.766,280500.0
2011-04-13,13.766,13.885,13.646,13.766,280500.0
2011-04-14,13.766,13.885,13.646,13.766,280500.0
2011-04-15,13.766,13.885,13.646,13.766,280500.0
2011-04-16,13.766,13.885,13.646,13.766,280500.0
2011-04-17,13.766,13.885,13.646,13.766,280500.0
2011-04-18,13.766,13.885,13.766,13.766,186300.0
2011-04-19,13.766,14.005,13.766,13.766,289400.0
2011-04-20,13.885,13.885,13.766,13.885,369300.0
2011-04-21,14.005,14.005,13.885,13.885,170000.0
2011-04-22,13.885,14.005,13.766,13.766,211400.0
2011-04-23,13.885,14.005,13.766,13.766,211400.0
2011-04-24,13.885,14.005,13.766,13.766,211400.0
2011-04-25,13.885,13.885,13.766,13.766,198700.0
2011-04-26,13.766,13.885,13.766,13.766,193500.0
2011-04-27,13.766,13.766,13.766,13.766,190700.0
2011-04-28,13.766,13.885,13.766,13.766,259600.0
2011-04-29,13.885,13.885,13.766,13.766,88400.0
2011-04-30,13.885,13.885,13.766,13.766,88400.0
2011-05-01,13.885,13.885,13.766,13.766,88400.0
2011-05-02,13.885,13.885,13.766,13.766,88400.0
2011-05-03,13.766,13.885,13.646,13.646,250000.0
2011-05-04,13.766,13.766,13.646,13.646,74000.0
2011-05-05,13.766,13.766,13.646,13.646,74000.0
2011-05-06,13.766,13.885,13.646,13.766,152600.0
