,005940 KS Equity,005940 KS Equity,005940 KS Equity,005940 KS Equity,005940 KS Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
1980-01-01,408.0,408.0,408.0,408.0,8464.0
1980-01-02,408.0,408.0,408.0,408.0,8464.0
1980-01-03,408.0,408.0,408.0,408.0,8464.0
1980-01-04,408.0,408.0,408.0,408.0,8464.0
1980-01-05,408.0,408.0,408.0,408.0,8464.0
1980-01-06,408.0,408.0,408.0,408.0,8464.0
1980-01-07,408.0,408.0,408.0,408.0,8464.0
1980-01-08,408.0,408.0,408.0,408.0,8464.0
1980-01-09,408.0,408.0,408.0,408.0,8464.0
1980-01-10,408.0,408.0,408.0,408.0,8464.0
1980-01-11,408.0,408.0,408.0,408.0,8464.0
1980-01-12,408.0,408.0,408.0,408.0,8464.0
1980-01-13,408.0,408.0,408.0,408.0,8464.0
1980-01-14,408.0,408.0,408.0,408.0,8464.0
1980-01-15,408.0,408.0,408.0,408.0,8464.0
1980-01-16,408.0,408.0,408.0,408.0,8464.0
1980-01-17,408.0,408.0,408.0,408.0,8464.0
1980-01-18,408.0,408.0,408.0,408.0,8464.0
1980-01-19,408.0,408.0,408.0,408.0,8464.0
1980-01-20,408.0,408.0,408.0,408.0,8464.0
1980-01-21,408.0,408.0,408.0,408.0,8464.0
1980-01-22,408.0,408.0,408.0,408.0,8464.0
1980-01-23,408.0,408.0,408.0,408.0,8464.0
1980-01-24,408.0,408.0,408.0,408.0,8464.0
1980-01-25,408.0,408.0,408.0,408.0,8464.0
1980-01-26,408.0,408.0,408.0,408.0,8464.0
1980-01-27,408.0,408.0,408.0,408.0,8464.0
1980-01-28,408.0,408.0,408.0,408.0,8464.0
1980-01-29,408.0,408.0,408.0,408.0,8464.0
1980-01-30,408.0,408.0,408.0,408.0,8464.0
1980-01-31,408.0,408.0,408.0,408.0,8464.0
1980-02-01,408.0,408.0,408.0,408.0,8464.0
1980-02-02,408.0,408.0,408.0,408.0,8464.0
1980-02-03,408.0,408.0,408.0,408.0,8464.0
1980-02-04,408.0,408.0,408.0,408.0,8464.0
1980-02-05,408.0,408.0,408.0,408.0,8464.0
1980-02-06,408.0,408.0,408.0,408.0,8464.0
1980-02-07,408.0,408.0,408.0,408.0,8464.0
1980-02-08,408.0,408.0,408.0,408.0,8464.0
1980-02-09,408.0,408.0,408.0,408.0,8464.0
1980-02-10,408.0,408.0,408.0,408.0,8464.0
1980-02-11,408.0,408.0,408.0,408.0,8464.0
1980-02-12,408.0,408.0,408.0,408.0,8464.0
1980-02-13,408.0,408.0,408.0,408.0,8464.0
1980-02-14,408.0,408.0,408.0,408.0,8464.0
1980-02-15,408.0,408.0,408.0,408.0,8464.0
1980-02-16,408.0,408.0,408.0,408.0,8464.0
1980-02-17,408.0,408.0,408.0,408.0,8464.0
1980-02-18,408.0,408.0,408.0,408.0,8464.0
1980-02-19,408.0,408.0,408.0,408.0,8464.0
1980-02-20,408.0,408.0,408.0,408.0,8464.0
1980-02-21,408.0,408.0,408.0,408.0,8464.0
1980-02-22,408.0,408.0,408.0,408.0,8464.0
1980-02-23,408.0,408.0,408.0,408.0,8464.0
1980-02-24,408.0,408.0,408.0,408.0,8464.0
1980-02-25,408.0,408.0,408.0,408.0,8464.0
1980-02-26,408.0,408.0,408.0,408.0,8464.0
1980-02-27,408.0,408.0,408.0,408.0,8464.0
1980-02-28,408.0,408.0,408.0,408.0,8464.0
1980-02-29,408.0,408.0,408.0,408.0,8464.0
1980-03-01,408.0,408.0,408.0,408.0,8464.0
1980-03-02,408.0,408.0,408.0,408.0,8464.0
1980-03-03,408.0,408.0,408.0,408.0,8464.0
1980-03-04,408.0,408.0,408.0,408.0,8464.0
1980-03-05,408.0,408.0,408.0,408.0,8464.0
1980-03-06,408.0,408.0,408.0,408.0,8464.0
1980-03-07,408.0,408.0,408.0,408.0,8464.0
1980-03-08,408.0,408.0,408.0,408.0,8464.0
1980-03-09,408.0,408.0,408.0,408.0,8464.0
1980-03-10,408.0,408.0,408.0,408.0,8464.0
1980-03-11,408.0,408.0,408.0,408.0,8464.0
1980-03-12,408.0,408.0,408.0,408.0,8464.0
1980-03-13,408.0,408.0,408.0,408.0,8464.0
1980-03-14,408.0,408.0,408.0,408.0,8464.0
1980-03-15,408.0,408.0,408.0,408.0,8464.0
1980-03-16,408.0,408.0,408.0,408.0,8464.0
1980-03-17,408.0,408.0,408.0,408.0,8464.0
1980-03-18,408.0,408.0,408.0,408.0,8464.0
1980-03-19,408.0,408.0,408.0,408.0,8464.0
1980-03-20,408.0,408.0,408.0,408.0,8464.0
1980-03-21,408.0,408.0,408.0,408.0,8464.0
1980-03-22,408.0,408.0,408.0,408.0,8464.0
1980-03-23,408.0,408.0,408.0,408.0,8464.0
1980-03-24,408.0,408.0,408.0,408.0,8464.0
1980-03-25,408.0,408.0,408.0,408.0,8464.0
1980-03-26,408.0,408.0,408.0,408.0,8464.0
1980-03-27,408.0,408.0,408.0,408.0,8464.0
1980-03-28,408.0,408.0,408.0,408.0,8464.0
1980-03-29,408.0,408.0,408.0,408.0,8464.0
1980-03-30,408.0,408.0,408.0,408.0,8464.0
1980-03-31,408.0,408.0,408.0,408.0,8464.0
1980-04-01,408.0,408.0,408.0,408.0,8464.0
1980-04-02,408.0,408.0,408.0,408.0,8464.0
1980-04-03,408.0,408.0,408.0,408.0,8464.0
1980-04-04,408.0,408.0,408.0,408.0,8464.0
1980-04-05,408.0,408.0,408.0,408.0,8464.0
1980-04-06,408.0,408.0,408.0,408.0,8464.0
1980-04-07,408.0,408.0,408.0,408.0,8464.0
1980-04-08,408.0,408.0,408.0,408.0,8464.0
1980-04-09,408.0,408.0,408.0,408.0,8464.0
1980-04-10,408.0,408.0,408.0,408.0,8464.0
1980-04-11,408.0,408.0,408.0,408.0,8464.0
1980-04-12,408.0,408.0,408.0,408.0,8464.0
1980-04-13,408.0,408.0,408.0,408.0,8464.0
1980-04-14,408.0,408.0,408.0,408.0,8464.0
1980-04-15,408.0,408.0,408.0,408.0,8464.0
1980-04-16,408.0,408.0,408.0,408.0,8464.0
1980-04-17,361.0,361.0,361.0,361.0,13990.0
1980-04-18,361.0,361.0,361.0,361.0,13990.0
1980-04-19,361.0,361.0,361.0,361.0,13990.0
1980-04-20,361.0,361.0,361.0,361.0,13990.0
1980-04-21,361.0,361.0,361.0,361.0,13990.0
1980-04-22,361.0,361.0,361.0,361.0,13990.0
1980-04-23,361.0,361.0,361.0,361.0,13990.0
1980-04-24,361.0,361.0,361.0,361.0,13990.0
1980-04-25,361.0,361.0,361.0,361.0,13990.0
1980-04-26,361.0,361.0,361.0,361.0,13990.0
1980-04-27,361.0,361.0,361.0,361.0,13990.0
1980-04-28,361.0,361.0,361.0,361.0,13990.0
1980-04-29,361.0,361.0,361.0,361.0,13990.0
1980-04-30,361.0,361.0,361.0,361.0,13990.0
1980-05-01,361.0,361.0,361.0,361.0,13990.0
1980-05-02,361.0,361.0,361.0,361.0,13990.0
1980-05-03,361.0,361.0,361.0,361.0,13990.0
1980-05-04,361.0,361.0,361.0,361.0,13990.0
1980-05-05,361.0,361.0,361.0,361.0,13990.0
1980-05-06,361.0,361.0,361.0,361.0,13990.0
1980-05-07,361.0,361.0,361.0,361.0,13990.0
1980-05-08,361.0,361.0,361.0,361.0,13990.0
1980-05-09,361.0,361.0,361.0,361.0,13990.0
1980-05-10,361.0,361.0,361.0,361.0,13990.0
1980-05-11,361.0,361.0,361.0,361.0,13990.0
1980-05-12,361.0,361.0,361.0,361.0,13990.0
1980-05-13,361.0,361.0,361.0,361.0,13990.0
1980-05-14,361.0,361.0,361.0,361.0,13990.0
1980-05-15,361.0,361.0,361.0,361.0,13990.0
1980-05-16,361.0,361.0,361.0,361.0,13990.0
1980-05-17,361.0,361.0,361.0,361.0,13990.0
1980-05-18,361.0,361.0,361.0,361.0,13990.0
1980-05-19,361.0,361.0,361.0,361.0,13990.0
1980-05-20,361.0,361.0,361.0,361.0,13990.0
1980-05-21,361.0,361.0,361.0,361.0,13990.0
1980-05-22,361.0,361.0,361.0,361.0,13990.0
1980-05-23,361.0,361.0,361.0,361.0,13990.0
1980-05-24,361.0,361.0,361.0,361.0,13990.0
1980-05-25,361.0,361.0,361.0,361.0,13990.0
1980-05-26,361.0,361.0,361.0,361.0,13990.0
1980-05-27,361.0,361.0,361.0,361.0,13990.0
