,5423 JP Equity,5423 JP Equity,5423 JP Equity,5423 JP Equity,5423 JP Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2010-01-01,859.4,868.5,852.0,859.4,612900.0
2010-01-02,859.4,868.5,852.0,859.4,612900.0
2010-01-03,859.4,868.5,852.0,859.4,612900.0
2010-01-04,870.9,874.2,856.9,862.7,356000.0
2010-01-05,876.7,876.7,862.7,862.7,751100.0
2010-01-06,866.8,867.6,852.0,865.2,640600.0
2010-01-07,866.8,884.1,858.6,861.9,786300.0
2010-01-08,864.3,880.0,864.3,876.7,644100.0
2010-01-09,864.3,880.0,864.3,876.7,644100.0
2010-01-10,864.3,880.0,864.3,876.7,644100.0
2010-01-11,864.3,880.0,864.3,876.7,644100.0
2010-01-12,883.3,928.5,872.6,927.7,2056200.0
2010-01-13,907.9,909.6,885.7,894.8,1434900.0
2010-01-14,890.7,896.4,872.6,893.1,1408300.0
2010-01-15,894.0,894.0,873.4,880.0,754100.0
2010-01-16,894.0,894.0,873.4,880.0,754100.0
2010-01-17,894.0,894.0,873.4,880.0,754100.0
2010-01-18,882.4,884.9,871.7,884.1,679300.0
2010-01-19,880.0,884.9,872.6,875.9,913700.0
2010-01-20,874.2,875.0,848.7,852.8,1193200.0
2010-01-21,829.8,844.6,826.5,838.8,1284400.0
2010-01-22,826.5,829.8,816.6,829.8,1393000.0
2010-01-23,826.5,829.8,816.6,829.8,1393000.0
2010-01-24,826.5,829.8,816.6,829.8,1393000.0
2010-01-25,767.3,781.3,752.5,767.3,2925800.0
2010-01-26,760.7,771.4,747.6,750.9,2349900.0
2010-01-27,750.0,751.7,736.0,736.9,1111700.0
2010-01-28,740.2,755.0,736.9,746.7,1934200.0
2010-01-29,741.0,745.1,733.6,740.2,1081000.0
2010-01-30,741.0,745.1,733.6,740.2,1081000.0
2010-01-31,741.0,745.1,733.6,740.2,1081000.0
2010-02-01,731.9,738.5,723.7,737.7,983000.0
2010-02-02,741.8,757.4,739.3,751.7,1060900.0
2010-02-03,764.0,778.0,760.7,766.5,1135800.0
2010-02-04,773.9,776.3,759.9,773.9,1201000.0
2010-02-05,761.5,765.7,757.4,759.9,1330600.0
2010-02-06,761.5,765.7,757.4,759.9,1330600.0
2010-02-07,761.5,765.7,757.4,759.9,1330600.0
2010-02-08,755.8,768.1,749.2,760.7,748900.0
2010-02-09,758.3,763.2,750.9,759.1,804200.0
2010-02-10,760.7,763.2,749.2,751.7,794700.0
2010-02-11,760.7,763.2,749.2,751.7,794700.0
2010-02-12,759.1,764.0,755.0,759.9,723700.0
2010-02-13,759.1,764.0,755.0,759.9,723700.0
2010-02-14,759.1,764.0,755.0,759.9,723700.0
2010-02-15,763.2,767.3,756.6,759.1,485200.0
2010-02-16,761.5,769.8,758.3,761.5,447900.0
2010-02-17,768.9,773.9,763.2,772.2,719900.0
2010-02-18,767.3,774.7,767.3,774.7,467300.0
2010-02-19,773.9,773.9,756.6,758.3,673900.0
2010-02-20,773.9,773.9,756.6,758.3,673900.0
2010-02-21,773.9,773.9,756.6,758.3,673900.0
2010-02-22,770.6,772.2,763.2,767.3,422500.0
2010-02-23,761.5,768.1,735.2,766.5,2064700.0
2010-02-24,761.5,782.1,759.9,782.1,1282100.0
2010-02-25,790.3,813.4,790.3,806.0,2940400.0
2010-02-26,799.4,810.1,787.0,808.4,1124700.0
2010-02-27,799.4,810.1,787.0,808.4,1124700.0
2010-02-28,799.4,810.1,787.0,808.4,1124700.0
2010-03-01,803.5,819.9,801.8,817.5,893600.0
2010-03-02,814.2,816.6,799.4,811.7,936500.0
2010-03-03,808.4,819.1,800.2,814.2,738700.0
2010-03-04,819.1,830.6,808.4,813.4,734100.0
2010-03-05,825.7,842.1,822.4,841.3,1011800.0
2010-03-06,825.7,842.1,822.4,841.3,1011800.0
2010-03-07,825.7,842.1,822.4,841.3,1011800.0
2010-03-08,859.4,872.6,859.4,869.3,975500.0
2010-03-09,856.1,856.9,846.3,846.3,535300.0
2010-03-10,853.7,855.3,836.4,847.1,551000.0
2010-03-11,858.6,860.2,841.3,847.1,494000.0
2010-03-12,849.5,870.1,844.6,866.0,884700.0
2010-03-13,849.5,870.1,844.6,866.0,884700.0
2010-03-14,849.5,870.1,844.6,866.0,884700.0
2010-03-15,867.6,869.3,853.7,856.9,620500.0
2010-03-16,861.1,863.5,855.3,859.4,421300.0
2010-03-17,859.4,889.8,858.6,889.0,973200.0
2010-03-18,914.5,944.1,914.5,926.8,2229000.0
2010-03-19,904.6,926.8,899.7,915.3,1164200.0
2010-03-20,904.6,926.8,899.7,915.3,1164200.0
2010-03-21,904.6,926.8,899.7,915.3,1164200.0
2010-03-22,904.6,926.8,899.7,915.3,1164200.0
2010-03-23,917.0,934.2,907.9,910.4,923000.0
2010-03-24,918.6,922.7,905.5,906.3,638600.0
2010-03-25,913.7,920.3,907.1,913.7,420800.0
2010-03-26,917.0,928.5,913.7,927.7,523200.0
2010-03-27,917.0,928.5,913.7,927.7,523200.0
2010-03-28,917.0,928.5,913.7,927.7,523200.0
2010-03-29,950.0,959.9,940.9,955.8,817900.0
2010-03-30,958.2,980.5,958.2,975.6,771500.0
2010-03-31,975.6,978.1,960.7,967.3,594200.0
2010-04-01,970.6,975.6,967.3,972.3,554200.0
2010-04-02,978.1,989.6,968.1,986.3,668300.0
2010-04-03,978.1,989.6,968.1,986.3,668300.0
2010-04-04,978.1,989.6,968.1,986.3,668300.0
2010-04-05,991.3,1026.0,991.3,1020.2,918400.0
2010-04-06,1030.1,1030.1,997.9,999.5,478500.0
2010-04-07,1000.4,1013.6,998.7,1010.3,624300.0
2010-04-08,998.7,1016.1,998.7,1006.1,499400.0
2010-04-09,997.9,1013.6,993.8,1013.6,344100.0
2010-04-10,997.9,1013.6,993.8,1013.6,344100.0
