,4183 JP Equity,4183 JP Equity,4183 JP Equity,4183 JP Equity,4183 JP Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
1980-01-01,521.9,527.2,516.6,516.6,68600.0
1980-01-02,521.9,527.2,516.6,516.6,68600.0
1980-01-03,521.9,527.2,516.6,516.6,68600.0
1980-01-04,545.6,553.5,532.4,535.1,44800.0
1980-01-05,545.6,553.5,532.4,535.1,44800.0
1980-01-06,545.6,553.5,532.4,535.1,44800.0
1980-01-07,550.9,550.9,543.0,545.6,23600.0
1980-01-08,548.3,548.3,535.1,535.1,19000.0
1980-01-09,540.3,540.3,535.1,540.3,34000.0
1980-01-10,540.3,585.2,540.3,577.3,180800.0
1980-01-11,574.6,577.3,553.5,553.5,117600.0
1980-01-12,574.6,577.3,553.5,553.5,117600.0
1980-01-13,574.6,577.3,553.5,553.5,117600.0
1980-01-14,553.5,558.8,548.3,558.8,54000.0
1980-01-15,553.5,558.8,548.3,558.8,54000.0
1980-01-16,558.8,558.8,548.3,548.3,40800.0
1980-01-17,545.6,553.5,529.8,540.3,135400.0
1980-01-18,537.7,543.0,535.1,537.7,23200.0
1980-01-19,537.7,543.0,535.1,537.7,23200.0
1980-01-20,537.7,543.0,535.1,537.7,23200.0
1980-01-21,537.7,543.0,527.2,527.2,68200.0
1980-01-22,529.8,540.3,527.2,535.1,25200.0
1980-01-23,532.4,577.3,529.8,574.6,77600.0
1980-01-24,574.6,574.6,556.2,561.4,98800.0
1980-01-25,564.1,564.1,540.3,545.6,44800.0
1980-01-26,564.1,564.1,540.3,545.6,44800.0
1980-01-27,564.1,564.1,540.3,545.6,44800.0
1980-01-28,553.5,558.8,548.3,550.9,36200.0
1980-01-29,553.5,558.8,548.3,556.2,67800.0
1980-01-30,566.7,574.6,558.8,561.4,133800.0
1980-01-31,566.7,566.7,558.8,558.8,68800.0
1980-02-01,561.4,566.7,558.8,561.4,80800.0
1980-02-02,561.4,566.7,558.8,561.4,80800.0
1980-02-03,561.4,566.7,558.8,561.4,80800.0
1980-02-04,566.7,579.9,566.7,574.6,104600.0
1980-02-05,579.9,595.7,577.3,590.4,212800.0
1980-02-06,601.0,603.6,593.1,595.7,320600.0
1980-02-07,601.0,601.0,587.8,595.7,153400.0
1980-02-08,593.1,595.7,579.9,582.5,62800.0
1980-02-09,593.1,595.7,579.9,582.5,62800.0
1980-02-10,593.1,595.7,579.9,582.5,62800.0
1980-02-11,593.1,595.7,579.9,582.5,62800.0
1980-02-12,585.2,593.1,582.5,593.1,65200.0
1980-02-13,593.1,593.1,585.2,590.4,51800.0
1980-02-14,587.8,590.4,574.6,574.6,70600.0
1980-02-15,577.3,579.9,574.6,574.6,46400.0
1980-02-16,577.3,579.9,574.6,574.6,46400.0
1980-02-17,577.3,579.9,574.6,574.6,46400.0
1980-02-18,577.3,579.9,574.6,574.6,41800.0
1980-02-19,572.0,572.0,566.7,569.3,19600.0
1980-02-20,569.3,574.6,569.3,574.6,15400.0
1980-02-21,574.6,574.6,569.3,572.0,30400.0
1980-02-22,572.0,574.6,566.7,566.7,28200.0
1980-02-23,572.0,574.6,566.7,566.7,28200.0
1980-02-24,572.0,574.6,566.7,566.7,28200.0
1980-02-25,579.9,585.2,577.3,579.9,36000.0
1980-02-26,579.9,579.9,566.7,566.7,37400.0
1980-02-27,566.7,585.2,561.4,585.2,57400.0
1980-02-28,590.4,601.0,587.8,598.3,175800.0
1980-02-29,598.3,632.6,590.4,632.6,380800.0
1980-03-01,598.3,632.6,590.4,632.6,380800.0
1980-03-02,598.3,632.6,590.4,632.6,380800.0
1980-03-03,616.8,627.3,608.9,619.4,98200.0
1980-03-04,619.4,619.4,598.3,598.3,53600.0
1980-03-05,590.4,640.5,590.4,640.5,232200.0
1980-03-06,637.9,640.5,619.4,619.4,148800.0
1980-03-07,622.1,627.3,595.7,595.7,72200.0
1980-03-08,622.1,627.3,595.7,595.7,72200.0
1980-03-09,622.1,627.3,595.7,595.7,72200.0
1980-03-10,606.2,606.2,582.5,582.5,49000.0
1980-03-11,579.9,579.9,569.3,574.6,35000.0
1980-03-12,579.9,598.3,579.9,587.8,16400.0
1980-03-13,598.3,601.0,587.8,587.8,27800.0
1980-03-14,601.0,601.0,585.2,585.2,45400.0
1980-03-15,601.0,601.0,585.2,585.2,45400.0
1980-03-16,601.0,601.0,585.2,585.2,45400.0
1980-03-17,579.9,593.1,579.9,579.9,21800.0
1980-03-18,579.9,579.9,569.3,569.3,39200.0
1980-03-19,569.3,579.9,569.3,569.3,23800.0
1980-03-20,569.3,579.9,569.3,569.3,23800.0
1980-03-21,569.3,572.0,569.3,569.3,18600.0
1980-03-22,569.3,572.0,569.3,569.3,18600.0
1980-03-23,569.3,572.0,569.3,569.3,18600.0
1980-03-24,569.3,579.9,566.7,569.3,17000.0
1980-03-25,572.0,572.0,561.4,566.7,1423800.0
1980-03-26,566.7,585.2,566.7,585.2,1431600.0
1980-03-27,606.2,606.2,585.2,585.2,39800.0
1980-03-28,574.6,587.8,572.0,572.0,17600.0
1980-03-29,574.6,587.8,572.0,572.0,17600.0
1980-03-30,574.6,587.8,572.0,572.0,17600.0
1980-03-31,574.6,579.9,572.0,574.6,8000.0
1980-04-01,572.0,574.6,566.7,569.3,21600.0
1980-04-02,572.0,595.7,566.7,585.2,32600.0
1980-04-03,598.3,622.1,585.2,622.1,160200.0
1980-04-04,632.6,659.0,622.1,643.1,599200.0
1980-04-05,632.6,659.0,622.1,643.1,599200.0
1980-04-06,632.6,659.0,622.1,643.1,599200.0
1980-04-07,653.7,735.4,653.7,719.6,1766600.0
1980-04-08,672.1,703.8,661.6,674.8,853000.0
1980-04-09,661.6,680.0,635.2,669.5,337200.0
1980-04-10,661.6,664.2,619.4,627.3,179800.0
1980-04-11,632.6,645.8,622.1,622.1,87200.0
1980-04-12,632.6,645.8,622.1,622.1,87200.0
1980-04-13,632.6,645.8,622.1,622.1,87200.0
1980-04-14,606.2,614.2,595.7,595.7,105600.0
1980-04-15,598.3,614.2,598.3,614.2,67200.0
1980-04-16,632.6,645.8,616.8,640.5,65000.0
1980-04-17,627.3,632.6,616.8,619.4,39400.0
1980-04-18,606.2,608.9,598.3,601.0,55400.0
1980-04-19,606.2,608.9,598.3,601.0,55400.0
1980-04-20,606.2,608.9,598.3,601.0,55400.0
1980-04-21,601.0,606.2,598.3,603.6,31800.0
1980-04-22,593.1,603.6,579.9,579.9,59200.0
1980-04-23,574.6,593.1,574.6,585.2,25400.0
1980-04-24,585.2,593.1,582.5,593.1,81600.0
