,ATO FP Equity,ATO FP Equity,ATO FP Equity,ATO FP Equity,ATO FP Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2010-01-01,21.4716,21.6038,21.2105,21.2105,44084.0
2010-01-02,21.4716,21.6038,21.2105,21.2105,44084.0
2010-01-03,21.4716,21.6038,21.2105,21.2105,44084.0
2010-01-04,21.1543,22.3045,20.9626,22.1889,301014.0
2010-01-05,22.05,22.7012,21.8815,22.6417,299534.0
2010-01-06,22.8036,23.0383,22.5425,23.0383,184477.0
2010-01-07,22.8598,22.9392,22.2351,22.8598,375544.0
2010-01-08,22.8797,22.9326,22.3773,22.5062,230097.0
2010-01-09,22.8797,22.9326,22.3773,22.5062,230097.0
2010-01-10,22.8797,22.9326,22.3773,22.5062,230097.0
2010-01-11,22.6813,22.8631,22.6417,22.7838,139240.0
2010-01-12,22.807,22.9491,22.5161,22.9326,242181.0
2010-01-13,22.8598,23.1375,22.602,23.1375,315200.0
2010-01-14,23.2168,23.5341,23.2003,23.4085,468033.0
2010-01-15,23.6994,24.1192,23.554,23.868,644496.0
2010-01-16,23.6994,24.1192,23.554,23.868,644496.0
2010-01-17,23.6994,24.1192,23.554,23.868,644496.0
2010-01-18,23.8548,24.1555,23.825,23.9109,179310.0
2010-01-19,23.7754,23.8382,23.0945,23.8217,306382.0
2010-01-20,23.7986,24.1456,23.6035,23.901,333431.0
2010-01-21,23.944,24.215,23.901,23.901,328478.0
2010-01-22,23.7027,23.7192,22.7541,23.0383,303662.0
2010-01-23,23.7027,23.7192,22.7541,23.0383,303662.0
2010-01-24,23.7027,23.7192,22.7541,23.0383,303662.0
2010-01-25,22.8169,23.3391,22.645,23.1375,386770.0
2010-01-26,23.0714,23.468,22.84,23.2598,176110.0
2010-01-27,23.0681,23.1276,22.6351,22.8268,162325.0
2010-01-28,23.0714,23.0714,22.1922,22.3012,298603.0
2010-01-29,22.4764,22.5524,21.8947,22.3078,352173.0
2010-01-30,22.4764,22.5524,21.8947,22.3078,352173.0
2010-01-31,22.4764,22.5524,21.8947,22.3078,352173.0
2010-02-01,22.2616,22.6648,22.1227,22.5954,185301.0
2010-02-02,22.6847,22.9392,22.5029,22.8169,350244.0
2010-02-03,22.9656,23.0582,22.6582,22.7607,161319.0
2010-02-04,22.7243,22.8797,22.05,22.1459,219119.0
2010-02-05,22.0897,22.2087,21.1873,21.227,331787.0
2010-02-06,22.0897,22.2087,21.1873,21.227,331787.0
2010-02-07,22.0897,22.2087,21.1873,21.227,331787.0
2010-02-08,21.4022,21.6732,20.6552,21.3096,235780.0
2010-02-09,21.3096,21.4782,20.9493,21.2898,224527.0
2010-02-10,21.3228,21.5674,21.0088,21.0948,276218.0
2010-02-11,21.151,21.3526,20.7047,20.989,159223.0
2010-02-12,21.184,21.184,20.5494,20.6915,206468.0
2010-02-13,21.184,21.184,20.5494,20.6915,206468.0
2010-02-14,21.184,21.184,20.5494,20.6915,206468.0
2010-02-15,20.7014,20.8832,20.3874,20.556,122532.0
2010-02-16,20.6419,21.8286,20.6419,21.5476,313091.0
2010-02-17,22.1459,23.6663,21.6831,22.9259,685813.0
2010-02-18,23.0615,23.1044,22.2219,22.7673,282419.0
2010-02-19,22.4037,22.5491,22.0335,22.1558,304901.0
2010-02-20,22.4037,22.5491,22.0335,22.1558,304901.0
2010-02-21,22.4037,22.5491,22.0335,22.1558,304901.0
2010-02-22,22.245,22.9722,22.212,22.7243,315735.0
2010-02-23,22.7772,22.9326,22.483,22.5095,173636.0
2010-02-24,22.6185,22.7276,22.3145,22.4896,212002.0
2010-02-25,22.4434,22.5855,21.9806,22.093,218201.0
2010-02-26,22.3607,22.7078,22.126,22.6252,233201.0
2010-02-27,22.3607,22.7078,22.126,22.6252,233201.0
2010-02-28,22.3607,22.7078,22.126,22.6252,233201.0
2010-03-01,22.8764,22.9557,22.7177,22.8532,164453.0
2010-03-02,22.9887,23.4019,22.9127,23.3226,252187.0
2010-03-03,23.3292,23.3457,22.8929,23.121,207733.0
2010-03-04,22.9326,23.3656,22.8797,23.0053,261060.0
2010-03-05,22.9987,23.3094,22.9921,23.1805,234619.0
2010-03-06,22.9987,23.3094,22.9921,23.1805,234619.0
2010-03-07,22.9987,23.3094,22.9921,23.1805,234619.0
2010-03-08,23.2168,23.4912,23.0251,23.3788,163800.0
2010-03-09,23.4482,23.5341,23.0185,23.3259,120472.0
2010-03-10,23.468,24.4101,23.4019,24.3869,529475.0
2010-03-11,24.334,24.6513,24.0795,24.5026,328968.0
2010-03-12,24.4762,24.6282,24.2878,24.4067,227499.0
2010-03-13,24.4762,24.6282,24.2878,24.4067,227499.0
2010-03-14,24.4762,24.6282,24.2878,24.4067,227499.0
2010-03-15,24.5555,24.5555,24.0597,24.1655,234598.0
2010-03-16,24.2977,24.9092,24.2977,24.7935,401571.0
2010-03-17,24.3968,24.4596,23.4482,24.2613,1080067.0
2010-03-18,24.1291,24.4861,23.8845,24.2745,294395.0
2010-03-19,24.3208,24.9554,24.301,24.6414,508030.0
2010-03-20,24.3208,24.9554,24.301,24.6414,508030.0
2010-03-21,24.3208,24.9554,24.301,24.6414,508030.0
2010-03-22,24.6778,24.8298,24.215,24.8298,203576.0
2010-03-23,24.9158,25.1868,24.7902,25.1802,310897.0
2010-03-24,25.2099,25.405,24.9554,25.2,267177.0
2010-03-25,25.1571,25.3124,24.8596,25.1174,227778.0
2010-03-26,24.9786,24.9852,24.1423,24.4067,404434.0
2010-03-27,24.9786,24.9852,24.1423,24.4067,404434.0
2010-03-28,24.9786,24.9852,24.1423,24.4067,404434.0
2010-03-29,24.5423,24.9257,24.4927,24.6546,221704.0
2010-03-30,24.8497,24.8497,24.5092,24.5621,213220.0
2010-03-31,24.5621,24.8034,24.2051,24.5786,326273.0
2010-04-01,24.8497,25.3851,24.6613,25.3851,318355.0
2010-04-02,24.8497,25.3851,24.6613,25.3851,318355.0
2010-04-03,24.8497,25.3851,24.6613,25.3851,318355.0
2010-04-04,24.8497,25.3851,24.6613,25.3851,318355.0
2010-04-05,24.8497,25.3851,24.6613,25.3851,318355.0
2010-04-06,25.4479,25.4512,25.081,25.3124,233027.0
2010-04-07,25.319,25.3389,25.1207,25.1901,159659.0
2010-04-08,24.9554,25.2199,24.767,24.8695,202201.0
2010-04-09,25.0546,25.2,24.9025,25.0876,157652.0
2010-04-10,25.0546,25.2,24.9025,25.0876,157652.0
2010-04-11,25.0546,25.2,24.9025,25.0876,157652.0
2010-04-12,25.2827,25.2827,24.962,25.1306,137587.0
2010-04-13,25.0678,25.2199,24.9224,24.9687,176523.0
2010-04-14,25.0017,26.3503,25.0017,26.0561,687212.0
2010-04-15,26.3701,26.6544,26.185,26.6279,408912.0
2010-04-16,26.4495,26.6907,26.0363,26.0363,351746.0
2010-04-17,26.4495,26.6907,26.0363,26.0363,351746.0
2010-04-18,26.4495,26.6907,26.0363,26.0363,351746.0
2010-04-19,25.6793,26.1024,25.6429,25.9041,228381.0
2010-04-20,26.0859,26.499,25.9041,26.2941,286367.0
2010-04-21,26.4395,26.7998,26.2511,26.5585,312011.0
2010-04-22,26.542,26.9155,25.7619,25.9107,253926.0
2010-04-23,25.8842,26.2511,25.4248,26.0065,312704.0
2010-04-24,25.8842,26.2511,25.4248,26.0065,312704.0
2010-04-25,25.8842,26.2511,25.4248,26.0065,312704.0
2010-04-26,26.152,26.6742,25.9735,26.1024,223571.0
2010-04-27,26.1784,26.2181,25.2893,25.2893,280861.0
2010-04-28,25.0678,25.167,24.4729,24.4729,384402.0
2010-04-29,24.4001,24.8397,24.1985,24.7538,354393.0
2010-04-30,24.767,25.4149,24.7042,25.3422,449212.0
2010-05-01,24.767,25.4149,24.7042,25.3422,449212.0
2010-05-02,24.767,25.4149,24.7042,25.3422,449212.0
2010-05-03,25.3025,25.3025,24.8331,25.3025,232319.0
2010-05-04,25.3025,25.5206,24.2977,24.4993,384827.0
2010-05-05,24.2778,24.3836,23.5771,24.02,437879.0
2010-05-06,23.663,24.496,23.663,24.0299,486006.0
2010-05-07,22.9425,23.7655,22.8136,23.3755,878795.0
2010-05-08,22.9425,23.7655,22.8136,23.3755,878795.0
2010-05-09,22.9425,23.7655,22.8136,23.3755,878795.0
2010-05-10,24.258,25.2529,24.0993,25.0579,569987.0
2010-05-11,24.7108,25.0843,24.3671,24.7902,385328.0
2010-05-12,24.6646,26.1288,24.6183,26.0363,453068.0
2010-05-13,26.0925,26.2016,25.6463,25.7884,210574.0
2010-05-14,25.5934,26.2445,25.1207,25.2893,379050.0
2010-05-15,25.5934,26.2445,25.1207,25.2893,379050.0
2010-05-16,25.5934,26.2445,25.1207,25.2893,379050.0
2010-05-17,24.7373,25.2529,24.6712,24.8827,304091.0
2010-05-18,25.1009,25.1075,24.615,25.0414,271652.0
2010-05-19,24.5885,24.8265,24.0762,24.0762,358521.0
2010-05-20,24.1423,24.3406,23.2135,23.5771,558454.0
2010-05-21,23.4449,23.9407,23.2366,23.5903,484223.0
2010-05-22,23.4449,23.9407,23.2366,23.5903,484223.0
2010-05-23,23.4449,23.9407,23.2366,23.5903,484223.0
2010-05-24,23.6663,23.8977,23.2598,23.5341,335989.0
2010-05-25,22.9524,23.1144,22.5855,22.5855,440990.0
2010-05-26,22.8367,23.63,22.6813,23.3623,323016.0
2010-05-27,23.4746,23.9308,23.316,23.7159,336651.0
2010-05-28,23.7291,23.8812,23.2664,23.6498,266430.0
2010-05-29,23.7291,23.8812,23.2664,23.6498,266430.0
2010-05-30,23.7291,23.8812,23.2664,23.6498,266430.0
2010-05-31,23.6002,24.0597,23.6002,23.9638,205802.0
2010-06-01,23.8911,24.1489,23.5044,23.9341,277887.0
2010-06-02,23.6201,23.9176,23.5804,23.8316,269824.0
2010-06-03,24.2944,24.8926,24.1588,24.8298,329768.0
2010-06-04,24.7968,25.3455,24.2778,24.3307,307557.0
2010-06-05,24.7968,25.3455,24.2778,24.3307,307557.0
2010-06-06,24.7968,25.3455,24.2778,24.3307,307557.0
2010-06-07,24.1621,24.2051,23.5474,23.6068,208033.0
2010-06-08,23.8382,23.9407,23.1705,23.4184,315494.0
2010-06-09,23.7655,23.9242,23.24,23.6697,362336.0
2010-06-10,23.3788,24.4101,23.3788,24.2283,282386.0
2010-06-11,24.4365,24.4365,23.9506,24.2944,177513.0
2010-06-12,24.4365,24.4365,23.9506,24.2944,177513.0
2010-06-13,24.4365,24.4365,23.9506,24.2944,177513.0
2010-06-14,24.4266,24.8133,24.3638,24.572,199862.0
2010-06-15,24.5059,24.9951,24.3968,24.8563,413285.0
2010-06-16,24.9059,25.1042,24.2944,24.4134,261618.0
2010-06-17,24.4563,24.6447,24.2448,24.4365,200674.0
2010-06-18,24.4365,24.6315,24.1919,24.4398,260477.0
2010-06-19,24.4365,24.6315,24.1919,24.4398,260477.0
2010-06-20,24.4365,24.6315,24.1919,24.4398,260477.0
2010-06-21,24.8001,24.8001,24.2944,24.3307,133368.0
2010-06-22,24.0762,24.4629,23.9671,24.3439,146963.0
2010-06-23,23.9837,24.2547,23.7622,23.987,243460.0
2010-06-24,24.063,24.1093,22.9788,23.0714,277452.0
2010-06-25,23.2069,23.4945,23.1375,23.2333,252397.0
2010-06-26,23.2069,23.4945,23.1375,23.2333,252397.0
2010-06-27,23.2069,23.4945,23.1375,23.2333,252397.0
2010-06-28,23.2598,23.273,22.678,22.9656,305228.0
2010-06-29,22.6318,22.7607,21.422,21.6302,487583.0
2010-06-30,21.6534,22.1128,21.3526,21.9277,428346.0
2010-07-01,21.7592,21.779,21.1477,21.2534,253223.0
2010-07-02,21.5344,21.5344,20.8898,21.0617,298681.0
2010-07-03,21.5344,21.5344,20.8898,21.0617,298681.0
2010-07-04,21.5344,21.5344,20.8898,21.0617,298681.0
2010-07-05,21.1146,21.3063,20.956,20.9725,148479.0
2010-07-06,21.1543,21.8286,21.1146,21.6633,203118.0
2010-07-07,21.5245,21.8352,21.1873,21.8352,301459.0
2010-07-08,22.1161,22.1161,21.617,21.9277,372315.0
2010-07-09,22.136,22.4334,22.05,22.3706,314483.0
2010-07-10,22.136,22.4334,22.05,22.3706,314483.0
2010-07-11,22.136,22.4334,22.05,22.3706,314483.0
2010-07-12,22.2781,22.7342,22.2252,22.5789,181351.0
2010-07-13,22.4401,23.1904,22.374,22.9854,448474.0
2010-07-14,23.2499,23.5011,22.721,23.0681,226009.0
2010-07-15,23.1639,23.435,22.602,22.7111,208526.0
2010-07-16,22.678,22.8631,21.9112,21.9839,236338.0
2010-07-17,22.678,22.8631,21.9112,21.9839,236338.0
2010-07-18,22.678,22.8631,21.9112,21.9839,236338.0
2010-07-19,21.822,22.0368,21.6038,21.6897,211910.0
2010-07-20,22.0137,22.0137,20.4271,21.0088,638144.0
2010-07-21,21.3195,21.5443,21.1146,21.2766,331631.0
2010-07-22,21.6633,22.2351,21.4352,22.0137,379804.0
2010-07-23,22.1525,22.4169,21.9409,22.1855,197053.0
2010-07-24,22.1525,22.4169,21.9409,22.1855,197053.0
2010-07-25,22.1525,22.4169,21.9409,22.1855,197053.0
2010-07-26,22.4169,22.4169,21.8153,22.0434,149141.0
2010-07-27,22.255,22.3706,21.7129,22.1889,373710.0
2010-07-28,22.6351,22.6417,21.2501,21.2799,370309.0
2010-07-29,21.2865,22.3971,21.2865,22.0038,423645.0
2010-07-30,21.7889,22.0533,21.2534,21.7823,277988.0
2010-07-31,21.7889,22.0533,21.2534,21.7823,277988.0
2010-08-01,21.7889,22.0533,21.2534,21.7823,277988.0
2010-08-02,21.8649,22.4037,21.8153,22.1624,161047.0
2010-08-03,22.1393,22.3012,22.0071,22.1393,153968.0
2010-08-04,21.8848,21.9641,21.5113,21.584,328670.0
2010-08-05,21.7228,22.3706,21.6831,21.9542,258566.0
2010-08-06,22.1194,22.3541,21.7294,21.7592,195206.0
2010-08-07,22.1194,22.3541,21.7294,21.7592,195206.0
2010-08-08,22.1194,22.3541,21.7294,21.7592,195206.0
2010-08-09,21.8286,22.0269,21.7327,21.9641,100966.0
2010-08-10,21.8352,21.9641,21.6137,21.7294,211187.0
2010-08-11,21.6765,21.6831,21.1741,21.27,296951.0
2010-08-12,21.27,21.3724,20.6618,20.9791,313118.0
2010-08-13,21.0221,21.1113,20.4007,20.6353,348807.0
2010-08-14,21.0221,21.1113,20.4007,20.6353,348807.0
2010-08-15,21.0221,21.1113,20.4007,20.6353,348807.0
2010-08-16,20.6585,20.7775,20.3081,20.5494,128190.0
2010-08-17,20.6717,21.2865,20.6486,21.2237,210017.0
2010-08-18,21.1906,21.2039,20.794,21.1047,182549.0
2010-08-19,21.1477,21.2865,20.8832,21.0419,208087.0
2010-08-20,21.0419,21.1344,20.5891,20.7907,172913.0
2010-08-21,21.0419,21.1344,20.5891,20.7907,172913.0
2010-08-22,21.0419,21.1344,20.5891,20.7907,172913.0
2010-08-23,20.751,21.0055,20.5924,20.9361,229953.0
2010-08-24,20.8237,20.8832,20.3279,20.5362,218896.0
2010-08-25,20.4899,20.5659,19.7363,19.8387,348512.0
2010-08-26,19.9643,20.2453,19.7759,20.2056,251090.0
2010-08-27,20.1957,20.2817,19.7826,20.0305,258123.0
2010-08-28,20.1957,20.2817,19.7826,20.0305,258123.0
2010-08-29,20.1957,20.2817,19.7826,20.0305,258123.0
2010-08-30,20.2883,20.3511,20.0073,20.1461,105839.0
2010-08-31,19.9412,20.2189,19.7098,20.1759,311914.0
2010-09-01,20.2156,21.1047,20.1296,21.0287,229641.0
2010-09-02,20.956,21.5741,20.8436,21.2766,154717.0
2010-09-03,21.4319,21.7228,21.2898,21.7129,216154.0
2010-09-04,21.4319,21.7228,21.2898,21.7129,216154.0
2010-09-05,21.4319,21.7228,21.2898,21.7129,216154.0
2010-09-06,21.9112,21.9112,21.5212,21.7195,105242.0
2010-09-07,21.6269,21.6567,21.0948,21.1477,188897.0
2010-09-08,20.9923,21.3724,20.8403,21.2468,241194.0
2010-09-09,21.2468,21.9806,21.0683,21.8451,192249.0
2010-09-10,21.9476,23.6002,21.9476,23.3821,702938.0
2010-09-11,21.9476,23.6002,21.9476,23.3821,702938.0
2010-09-12,21.9476,23.6002,21.9476,23.3821,702938.0
2010-09-13,23.5407,23.7986,23.2267,23.2267,332688.0
2010-09-14,23.1408,23.5275,22.6681,22.9094,456638.0
2010-09-15,22.9689,23.0515,22.4136,22.4401,387204.0
2010-09-16,22.4797,22.6946,22.3442,22.5227,186510.0
2010-09-17,22.6053,22.9359,22.2946,22.483,314863.0
2010-09-18,22.6053,22.9359,22.2946,22.483,314863.0
2010-09-19,22.6053,22.9359,22.2946,22.483,314863.0
2010-09-20,22.5194,22.959,22.4599,22.807,383235.0
2010-09-21,22.807,23.2201,22.807,22.9226,248345.0
2010-09-22,23.0846,23.0846,22.5095,22.5425,155516.0
2010-09-23,22.5855,22.7871,22.1822,22.4037,225806.0
2010-09-24,22.1922,22.797,22.1723,22.7111,210831.0
2010-09-25,22.1922,22.797,22.1723,22.7111,210831.0
2010-09-26,22.1922,22.797,22.1723,22.7111,210831.0
2010-09-27,22.6119,22.7805,22.5822,22.6417,246164.0
2010-09-28,22.5095,22.6747,22.0071,22.1128,316144.0
2010-09-29,22.3012,22.407,21.9641,21.9806,304490.0
2010-09-30,21.9707,22.2186,21.6435,21.9211,288939.0
2010-10-01,21.8815,22.483,21.8021,22.3839,282045.0
2010-10-02,21.8815,22.483,21.8021,22.3839,282045.0
2010-10-03,21.8815,22.483,21.8021,22.3839,282045.0
2010-10-04,22.3541,22.6549,22.0599,22.0599,218053.0
2010-10-05,21.9608,22.093,21.6798,21.9608,284714.0
2010-10-06,22.2781,22.7408,21.7592,21.8153,398381.0
2010-10-07,21.8815,21.8815,21.5443,21.6831,268974.0
2010-10-08,21.7393,21.7889,21.4947,21.5741,228959.0
2010-10-09,21.7393,21.7889,21.4947,21.5741,228959.0
2010-10-10,21.7393,21.7889,21.4947,21.5741,228959.0
2010-10-11,21.5774,21.8781,21.5046,21.7228,191477.0
2010-10-12,21.7162,22.1855,21.5741,22.1029,429773.0
2010-10-13,22.1591,23.1276,21.9145,22.8731,539241.0
2010-10-14,22.8731,23.2961,22.7243,22.9788,404221.0
2010-10-15,23.23,23.23,22.8631,23.1011,273443.0
2010-10-16,23.23,23.23,22.8631,23.1011,273443.0
2010-10-17,23.23,23.23,22.8631,23.1011,273443.0
2010-10-18,22.8631,23.2433,22.8202,23.0681,159935.0
2010-10-19,22.9722,22.9722,22.1029,22.1988,391571.0
2010-10-20,22.1459,22.5425,22.126,22.3475,187857.0
2010-10-21,22.3475,22.5161,22.2649,22.5029,182720.0
2010-10-22,22.4632,22.7508,22.4599,22.7012,150910.0
2010-10-23,22.4632,22.7508,22.4599,22.7012,150910.0
2010-10-24,22.4632,22.7508,22.4599,22.7012,150910.0
2010-10-25,22.807,23.0053,22.5029,22.6351,186419.0
2010-10-26,22.6219,22.8103,22.3343,22.7442,157364.0
2010-10-27,22.6417,22.7706,22.2913,22.3442,159189.0
2010-10-28,22.4599,22.5723,22.0897,22.1855,162728.0
2010-10-29,22.0831,22.2847,21.8815,21.9641,166561.0
2010-10-30,22.0831,22.2847,21.8815,21.9641,166561.0
2010-10-31,22.0831,22.2847,21.8815,21.9641,166561.0
2010-11-01,22.0434,22.1426,21.7525,21.8616,137461.0
2010-11-02,21.8153,22.0467,21.7162,21.9905,97198.0
2010-11-03,22.1426,22.1426,21.8253,21.8947,175388.0
2010-11-04,22.169,22.2979,21.2931,21.8715,508563.0
2010-11-05,21.9046,21.9046,21.303,21.379,296137.0
2010-11-06,21.9046,21.9046,21.303,21.379,296137.0
2010-11-07,21.9046,21.9046,21.303,21.379,296137.0
2010-11-08,21.4286,21.4749,20.9295,20.9626,239828.0
2010-11-09,20.9626,21.2402,20.9031,21.1576,331823.0
2010-11-10,21.1576,21.3129,21.0287,21.0882,212575.0
2010-11-11,21.0915,21.184,20.7642,20.8138,227742.0
2010-11-12,20.6453,20.989,20.3379,20.6254,292436.0
2010-11-13,20.6453,20.989,20.3379,20.6254,292436.0
2010-11-14,20.6453,20.989,20.3379,20.6254,292436.0
2010-11-15,20.5858,21.227,20.5461,21.0254,304545.0
2010-11-16,21.2435,21.4418,20.6486,20.7444,399432.0
2010-11-17,20.8006,20.8006,20.5593,20.751,142192.0
2010-11-18,20.8932,21.0915,20.6816,21.032,200564.0
2010-11-19,21.1014,21.1014,20.6717,20.7609,198541.0
2010-11-20,21.1014,21.1014,20.6717,20.7609,198541.0
2010-11-21,21.1014,21.1014,20.6717,20.7609,198541.0
2010-11-22,20.8733,21.1543,20.7642,20.9328,371412.0
2010-11-23,20.8965,20.9526,20.6419,20.7543,253198.0
2010-11-24,20.8667,21.0551,20.3577,20.8898,320149.0
2010-11-25,20.8601,21.1113,20.837,21.0485,210989.0
2010-11-26,20.9692,21.1212,20.5263,20.6188,243764.0
2010-11-27,20.9692,21.1212,20.5263,20.6188,243764.0
2010-11-28,20.9692,21.1212,20.5263,20.6188,243764.0
2010-11-29,20.7047,21.0188,20.199,20.3114,269554.0
2010-11-30,20.5858,21.0617,20.4734,20.7907,422733.0
2010-12-01,21.0188,21.4451,20.513,21.4187,381295.0
2010-12-02,21.4617,21.8748,21.3063,21.5939,318974.0
2010-12-03,21.6567,22.1327,21.5741,21.8253,205652.0
2010-12-04,21.6567,22.1327,21.5741,21.8253,205652.0
2010-12-05,21.6567,22.1327,21.5741,21.8253,205652.0
2010-12-06,21.8153,21.8715,21.5013,21.6864,149295.0
2010-12-07,21.6798,22.1492,21.5278,22.1459,259361.0
2010-12-08,22.1459,22.7739,21.7592,22.6219,286804.0
2010-12-09,22.7408,22.7408,22.3773,22.5161,152123.0
2010-12-10,22.602,22.6086,22.2153,22.2583,320619.0
2010-12-11,22.602,22.6086,22.2153,22.2583,320619.0
2010-12-12,22.602,22.6086,22.2153,22.2583,320619.0
2010-12-13,22.3773,22.4037,22.2351,22.364,90402.0
2010-12-14,22.4731,22.5756,22.2913,22.3442,116806.0
2010-12-15,23.8779,25.5173,23.6663,25.3587,2205618.0
2010-12-16,25.3653,25.4975,24.4894,25.4446,914545.0
2010-12-17,25.3818,26.3767,25.2893,26.2776,1275011.0
2010-12-18,25.3818,26.3767,25.2893,26.2776,1275011.0
2010-12-19,25.3818,26.3767,25.2893,26.2776,1275011.0
2010-12-20,26.3106,26.737,26.0462,26.509,457911.0
2010-12-21,26.6081,26.7172,26.3668,26.6246,474946.0
2010-12-22,26.4693,26.6941,26.4032,26.6941,315152.0
2010-12-23,26.3966,26.6312,26.1123,26.152,264541.0
2010-12-24,26.0462,26.3106,26.0462,26.2148,19243.0
2010-12-25,26.0462,26.3106,26.0462,26.2148,19243.0
2010-12-26,26.0462,26.3106,26.0462,26.2148,19243.0
2010-12-27,25.9603,26.1718,25.8512,26.0726,86206.0
2010-12-28,26.109,26.3536,25.8016,26.0495,110882.0
2010-12-29,26.0098,26.8957,26.0065,26.8031,320879.0
2010-12-30,26.7271,26.9188,26.5651,26.6742,132893.0
2010-12-31,26.5453,26.6709,26.3371,26.3371,40032.0
2011-01-01,26.5453,26.6709,26.3371,26.3371,40032.0
2011-01-02,26.5453,26.6709,26.3371,26.3371,40032.0
2011-01-03,26.6379,26.9056,26.5751,26.7965,196673.0
2011-01-04,26.7139,27.0279,26.3172,26.4098,393437.0
2011-01-05,26.3999,26.6808,26.1751,26.6213,255283.0
2011-01-06,26.6775,27.4345,26.4693,26.6445,335296.0
2011-01-07,26.6279,26.7602,25.9636,26.0693,275010.0
2011-01-08,26.6279,26.7602,25.9636,26.0693,275010.0
2011-01-09,26.6279,26.7602,25.9636,26.0693,275010.0
2011-01-10,26.0991,26.0991,25.6628,25.7024,244023.0
2011-01-11,25.8545,26.5982,25.7355,26.5982,262895.0
2011-01-12,26.6147,26.9651,26.499,26.9453,315574.0
2011-01-13,26.8362,27.0312,26.3966,26.8725,274478.0
2011-01-14,26.9023,27.2361,26.7734,26.8197,338698.0
