,POM FP Equity,POM FP Equity,POM FP Equity,POM FP Equity,POM FP Equity
2011-03-16,3.9155,4.0833,3.7113,3.7113,651114.0
2011-03-17,3.8977,4.4485,3.813,4.3722,1689291.0
2011-03-18,4.4993,4.7959,4.4494,4.6807,1284903.0
2011-03-19,4.4993,4.7959,4.4494,4.6807,1284903.0
2011-03-20,4.4993,4.7959,4.4494,4.6807,1284903.0
2011-03-21,4.7874,4.8298,4.7069,4.8298,652788.0
2011-03-22,4.8298,4.851,4.6603,4.7078,340551.0
2011-03-23,4.7324,4.8035,4.6603,4.7824,389601.0
2011-03-24,4.7688,4.7688,4.6595,4.6959,600777.0
2011-03-25,4.6824,4.7874,4.6781,4.7874,310248.0
2011-03-26,4.6824,4.7874,4.6781,4.7874,310248.0
2011-03-27,4.6824,4.7874,4.6781,4.7874,310248.0
2011-03-28,4.7874,4.7874,4.6951,4.779,161775.0
2011-03-29,4.779,4.7959,4.7408,4.7747,154179.0
2011-03-30,4.7756,4.862,4.7756,4.8281,349776.0
2011-03-31,4.851,4.8925,4.8391,4.8832,262431.0
2011-04-01,4.8569,4.9764,4.8569,4.9764,265473.0
2011-04-02,4.8569,4.9764,4.8569,4.9764,265473.0
2011-04-03,4.8569,4.9764,4.8569,4.9764,265473.0
2011-04-04,5.0637,5.084,5.0077,5.0832,347994.0
2011-04-05,5.073,5.1433,4.8976,5.0993,234297.0
2011-04-06,5.1052,5.3213,5.1052,5.1637,461916.0
2011-04-07,5.1687,5.1857,5.1001,5.1374,292860.0
2011-04-08,5.1637,5.1975,5.1306,5.1442,148320.0
2011-04-09,5.1637,5.1975,5.1306,5.1442,148320.0
2011-04-10,5.1637,5.1975,5.1306,5.1442,148320.0
2011-04-11,5.1442,5.1687,4.995,5.0518,206856.0
2011-04-12,5.0044,5.0577,4.8357,4.8705,481356.0
2011-04-13,4.873,5.0077,4.873,4.9781,205641.0
2011-04-14,4.9967,5.1094,4.9586,5.0416,321417.0
2011-04-15,5.0569,5.1179,5.0416,5.0637,178920.0
2011-04-16,5.0569,5.1179,5.0416,5.0637,178920.0
2011-04-17,5.0569,5.1179,5.0416,5.0637,178920.0
2011-04-18,5.1238,5.1255,5.0247,5.073,220446.0
2011-04-19,5.084,5.1518,5.0755,5.1264,175311.0
2011-04-20,5.1264,5.4145,5.1255,5.4043,505665.0
2011-04-21,5.5077,5.6729,5.4823,5.5077,355734.0
2011-04-22,5.5077,5.6729,5.4823,5.5077,355734.0
2011-04-23,5.5077,5.6729,5.4823,5.5077,355734.0
2011-04-24,5.5077,5.6729,5.4823,5.5077,355734.0
2011-04-25,5.5077,5.6729,5.4823,5.5077,355734.0
2011-04-26,5.467,5.5416,5.3484,5.4246,653481.0
2011-04-27,5.4246,5.5094,5.4018,5.4611,235737.0
2011-04-28,5.4907,5.4983,5.3823,5.4229,459666.0
2011-04-29,5.4229,5.55,5.4068,5.4823,180495.0
2011-04-30,5.4229,5.55,5.4068,5.4823,180495.0
2011-05-01,5.4229,5.55,5.4068,5.4823,180495.0
2011-05-02,5.5102,5.7076,5.4238,5.4619,307935.0
2011-05-03,5.4983,5.4983,5.2835,5.3614,295317.0
2011-05-04,5.2835,5.3874,5.2835,5.3545,200367.0
2011-05-05,5.358,5.384,5.3051,5.3528,112176.0
2011-05-06,5.345,5.3918,5.2965,5.3918,132885.0
2011-05-07,5.345,5.3918,5.2965,5.3918,132885.0
2011-05-08,5.345,5.3918,5.2965,5.3918,132885.0
2011-05-09,5.3701,5.4385,5.3355,5.4385,151506.0
2011-05-10,5.6854,6.2752,5.4957,5.9582,1336485.0
2011-05-11,6.1427,6.3402,5.9816,6.0388,740874.0
2011-05-12,6.0907,6.2362,5.9556,6.0284,554691.0
2011-05-13,6.1739,6.1739,5.953,5.9764,323331.0
2011-05-14,6.1739,6.1739,5.953,5.9764,323331.0
2011-05-15,6.1739,6.1739,5.953,5.9764,323331.0
2011-05-16,5.9998,5.9998,5.7685,5.7945,283899.0
2011-05-17,5.8413,5.8543,5.7685,5.7685,218442.0
2011-05-18,5.7685,5.8075,5.6646,5.6984,209601.0
2011-05-19,5.7166,6.2362,5.6984,6.0725,1067964.0
2011-05-20,6.0232,6.1583,5.9088,6.005,480411.0
2011-05-21,6.0232,6.1583,5.9088,6.005,480411.0
2011-05-22,6.0232,6.1583,5.9088,6.005,480411.0
2011-05-23,5.9504,5.9504,5.7685,5.8881,277413.0
2011-05-24,5.9322,6.0284,5.8543,6.005,270468.0
2011-05-25,5.9608,5.9764,5.8335,5.9166,440403.0
2011-05-26,5.9504,5.9686,5.8491,5.8725,155850.0
2011-05-27,5.8777,5.9634,5.8725,5.8803,136557.0
2011-05-28,5.8777,5.9634,5.8725,5.8803,136557.0
2011-05-29,5.8777,5.9634,5.8725,5.8803,136557.0
2011-05-30,5.9608,5.9608,5.7633,5.8335,144249.0
2011-05-31,5.8257,5.9062,5.7607,5.8465,246780.0
2011-06-01,5.8647,5.9062,5.8231,5.8647,146637.0
2011-06-02,5.8075,5.8335,5.7244,5.7789,114087.0
2011-06-03,5.7192,5.7789,5.6672,5.7296,155352.0
2011-06-04,5.7192,5.7789,5.6672,5.7296,155352.0
2011-06-05,5.7192,5.7789,5.6672,5.7296,155352.0
2011-06-06,5.7685,5.7685,5.5736,5.6568,198594.0
2011-06-07,5.61,5.6542,5.371,5.5866,289830.0
2011-06-08,5.5944,5.6282,5.5399,5.5814,197934.0
2011-06-09,5.5373,5.7166,5.5321,5.6854,195666.0
2011-06-10,5.714,5.7555,5.6412,5.6516,137508.0
2011-06-11,5.714,5.7555,5.6412,5.6516,137508.0
2011-06-12,5.714,5.7555,5.6412,5.6516,137508.0
2011-06-13,5.6516,5.7166,5.5996,5.6256,135324.0
2011-06-14,5.6802,5.7036,5.6256,5.675,155346.0
2011-06-15,5.701,5.701,5.6126,5.6516,191853.0
2011-06-16,5.5892,5.6178,5.4437,5.5425,206118.0
2011-06-17,5.5139,5.5477,5.4567,5.4567,217614.0
2011-06-18,5.5139,5.5477,5.4567,5.4567,217614.0
2011-06-19,5.5139,5.5477,5.4567,5.4567,217614.0
2011-06-20,5.4047,5.5061,5.1969,5.4047,232422.0
2011-06-21,5.4255,5.6256,5.3762,5.5555,236190.0
2011-06-22,5.623,5.7166,5.5892,5.662,239427.0
2011-06-23,5.6646,5.7036,5.5347,5.6048,103584.0
2011-06-24,5.6828,5.6906,5.5866,5.649,217065.0
2011-06-25,5.6828,5.6906,5.5866,5.649,217065.0
2011-06-26,5.6828,5.6906,5.5866,5.649,217065.0
2011-06-27,5.5996,5.6932,5.5217,5.5321,154140.0
2011-06-28,5.6074,5.6074,5.4905,5.5529,120402.0
2011-06-29,5.5373,5.6126,5.4905,5.5685,428175.0
2011-06-30,5.5892,5.8465,5.5892,5.8335,411825.0
2011-07-01,5.8439,6.0674,5.6646,5.9998,358581.0
2011-07-02,5.8439,6.0674,5.6646,5.9998,358581.0
2011-07-03,5.8439,6.0674,5.6646,5.9998,358581.0
2011-07-04,6.0674,6.1063,5.9244,6.0076,164103.0
2011-07-05,5.9998,6.1063,5.9842,6.1063,174153.0
2011-07-06,6.1011,6.1973,6.005,6.1973,298596.0
2011-07-07,6.1973,6.387,6.1973,6.3558,391371.0
2011-07-08,6.3558,6.3688,6.2492,6.309,341124.0
2011-07-09,6.3558,6.3688,6.2492,6.309,341124.0
2011-07-10,6.3558,6.3688,6.2492,6.309,341124.0
2011-07-11,6.3636,6.3714,6.1115,6.1973,242544.0
2011-07-12,6.0803,6.2077,5.5944,6.1453,557799.0
2011-07-13,5.9842,6.2103,5.9842,6.1531,214218.0
2011-07-14,6.1037,6.2103,6.0024,6.0803,144684.0
2011-07-15,5.9816,6.0855,5.675,6.0388,433749.0
2011-07-16,5.9816,6.0855,5.675,6.0388,433749.0
2011-07-17,5.9816,6.0855,5.675,6.0388,433749.0
2011-07-18,6.0024,6.0284,5.7971,5.8465,175329.0
2011-07-19,5.7971,5.9894,5.7971,5.9894,234558.0
2011-07-20,5.9972,6.1661,5.9972,6.1141,273705.0
2011-07-21,6.4181,6.8495,6.3012,6.8417,1498197.0
2011-07-22,6.8313,7.0262,6.5039,6.6988,818946.0
2011-07-23,6.8313,7.0262,6.5039,6.6988,818946.0
2011-07-24,6.8313,7.0262,6.5039,6.6988,818946.0
2011-07-25,6.5714,6.6988,6.4597,6.6936,443580.0
2011-07-26,6.7014,6.8287,6.652,6.6572,393183.0
2011-07-27,6.652,6.6624,6.4181,6.4961,342015.0
2011-07-28,6.4181,6.4181,6.2285,6.3662,357585.0
2011-07-29,6.2466,6.4597,6.1791,6.2882,238485.0
2011-07-30,6.2466,6.4597,6.1791,6.2882,238485.0
2011-07-31,6.2466,6.4597,6.1791,6.2882,238485.0
2011-08-01,6.3662,6.4597,6.1583,6.1739,234765.0
2011-08-02,6.2103,6.2103,5.9114,5.9478,303279.0
2011-08-03,5.5607,5.7945,5.1995,5.2359,1086846.0
2011-08-04,5.397,5.4567,4.911,4.9812,912315.0
2011-08-05,4.5291,5.4827,4.3004,4.9292,1277499.0
2011-08-06,4.5291,5.4827,4.3004,4.9292,1277499.0
2011-08-07,4.5291,5.4827,4.3004,4.9292,1277499.0
2011-08-08,4.7551,5.1189,4.3576,4.4069,921312.0
2011-08-09,4.4173,4.8591,4.0795,4.8487,1106646.0
2011-08-10,5.5451,5.5736,4.7032,4.7941,1175823.0
2011-08-11,4.963,5.1969,4.6252,5.0514,666144.0
2011-08-12,5.1111,5.3528,4.937,5.241,589446.0
2011-08-13,5.1111,5.3528,4.937,5.241,589446.0
2011-08-14,5.1111,5.3528,4.937,5.241,589446.0
2011-08-15,5.3736,5.3736,5.1813,5.2722,369690.0
2011-08-16,5.2774,5.2774,5.0929,5.2592,335982.0
2011-08-17,5.1969,5.3372,5.0929,5.2436,256656.0
2011-08-18,5.1969,5.1995,4.6902,4.8019,405087.0
2011-08-19,4.6798,4.7292,4.4199,4.5732,434355.0
2011-08-20,4.6798,4.7292,4.4199,4.5732,434355.0
2011-08-21,4.6798,4.7292,4.4199,4.5732,434355.0
2011-08-22,4.4953,4.6642,4.4329,4.4693,278613.0
2011-08-23,4.5447,4.6252,4.3264,4.4329,311517.0
2011-08-24,4.5135,4.6616,4.3654,4.594,301512.0
2011-08-25,4.6772,4.8279,4.6252,4.737,461289.0
2011-08-26,4.737,5.0176,4.7162,4.9682,504996.0
2011-08-27,4.737,5.0176,4.7162,4.9682,504996.0
2011-08-28,4.737,5.0176,4.7162,4.9682,504996.0
2011-08-29,5.1657,5.332,5.0566,5.2748,418059.0
2011-08-30,5.3762,5.3762,5.1345,5.3008,377898.0
2011-08-31,5.1787,5.5736,5.1787,5.5035,355758.0
2011-09-01,5.5087,5.5866,5.3528,5.5866,393531.0
2011-09-02,5.5087,5.5087,5.1839,5.2229,267045.0
2011-09-03,5.5087,5.5087,5.1839,5.2229,267045.0
2011-09-04,5.5087,5.5087,5.1839,5.2229,267045.0
2011-09-05,5.1319,5.1449,4.8591,5.0098,204705.0
2011-09-06,4.9422,5.054,4.6538,4.7811,471900.0
2011-09-07,4.9344,5.0799,4.8435,5.0799,311304.0
2011-09-08,5.0773,5.2359,4.963,5.1137,228729.0
2011-09-09,5.0306,5.0306,4.7577,4.7629,351123.0
2011-09-10,5.0306,5.0306,4.7577,4.7629,351123.0
2011-09-11,5.0306,5.0306,4.7577,4.7629,351123.0
2011-09-12,4.6252,4.6252,4.4199,4.5525,335883.0
2011-09-13,4.7395,4.7655,4.4303,4.6564,333240.0
2011-09-14,4.5499,4.8071,4.5421,4.7785,217641.0
2011-09-15,4.8305,5.1423,4.8305,5.0176,292302.0
2011-09-16,5.0929,5.1709,5.015,5.1709,295698.0
2011-09-17,5.0929,5.1709,5.015,5.1709,295698.0
2011-09-18,5.0929,5.1709,5.015,5.1709,295698.0
2011-09-19,5.015,5.0332,4.8591,4.9864,250704.0
2011-09-20,4.8981,5.0488,4.8513,5.0254,183390.0
2011-09-21,5.015,5.015,4.6824,4.7863,339558.0
2011-09-22,4.6772,4.7292,4.4199,4.4433,312879.0
2011-09-23,4.5213,4.5213,4.1887,4.381,391272.0
2011-09-24,4.5213,4.5213,4.1887,4.381,391272.0
2011-09-25,4.5213,4.5213,4.1887,4.381,391272.0
2011-09-26,4.2692,4.5057,4.1627,4.3316,298755.0
2011-09-27,4.5083,4.6122,4.4225,4.5447,446817.0
2011-09-28,4.5447,5.028,4.4849,4.7084,677718.0
2011-09-29,4.6772,4.8435,4.6252,4.8357,311244.0
2011-09-30,4.8591,4.9292,4.6512,4.6902,237645.0
2011-10-01,4.8591,4.9292,4.6512,4.6902,237645.0
2011-10-02,4.8591,4.9292,4.6512,4.6902,237645.0
2011-10-03,4.5473,4.5551,4.394,4.4381,232782.0
2011-10-04,4.3654,4.3654,4.1107,4.1133,465942.0
2011-10-05,4.2406,4.4147,4.1991,4.342,253206.0
2011-10-06,4.4433,4.5992,4.4433,4.594,296670.0
2011-10-07,4.6486,4.698,4.4251,4.6668,271734.0
2011-10-08,4.6486,4.698,4.4251,4.6668,271734.0
2011-10-09,4.6486,4.698,4.4251,4.6668,271734.0
2011-10-10,4.711,4.8331,4.6122,4.8175,148470.0
2011-10-11,4.8357,4.8409,4.6486,4.7525,361332.0
2011-10-12,4.7032,4.8877,4.5525,4.8877,349437.0
2011-10-13,4.8747,4.963,4.6122,4.7162,369645.0
2011-10-14,4.7811,4.937,4.698,4.911,220503.0
2011-10-15,4.7811,4.937,4.698,4.911,220503.0
2011-10-16,4.7811,4.937,4.698,4.911,220503.0
2011-10-17,4.9838,5.1085,4.8071,4.8591,292428.0
2011-10-18,4.8591,5.002,4.6772,4.9604,284067.0
2011-10-19,5.028,5.028,4.8383,4.8799,259584.0
2011-10-20,4.8253,4.8981,4.6772,4.698,178545.0
2011-10-21,4.7032,4.937,4.7032,4.937,208461.0
2011-10-22,4.7032,4.937,4.7032,4.937,208461.0
2011-10-23,4.7032,4.937,4.7032,4.937,208461.0
2011-10-24,4.989,5.1969,4.937,5.1969,471054.0
2011-10-25,5.1969,5.5399,5.1839,5.371,631524.0
2011-10-26,5.4177,5.5191,5.2384,5.3294,334935.0
2011-10-27,5.6152,5.6438,5.4593,5.5373,622167.0
2011-10-28,5.5814,5.5996,5.3372,5.371,349719.0
2011-10-29,5.5814,5.5996,5.3372,5.371,349719.0
2011-10-30,5.5814,5.5996,5.3372,5.371,349719.0
2011-10-31,5.4047,5.4983,5.2748,5.2748,235221.0
2011-11-01,5.1995,5.1995,4.8071,4.8747,396609.0
2011-11-02,4.8877,5.0747,4.7863,5.0202,327309.0
2011-11-03,4.9344,5.2566,4.9136,5.2073,235569.0
2011-11-04,5.2359,5.3528,5.1033,5.1553,221889.0
2011-11-05,5.2359,5.3528,5.1033,5.1553,221889.0
2011-11-06,5.2359,5.3528,5.1033,5.1553,221889.0
2011-11-07,5.0696,5.2488,5.0514,5.1163,128562.0
2011-11-08,5.0825,5.1917,4.963,5.0592,196593.0
2011-11-09,5.1397,5.1397,4.8071,4.8903,168375.0
2011-11-10,4.7447,4.9344,4.7421,4.7811,210429.0
2011-11-11,4.7629,4.9136,4.7344,4.8487,317160.0
2011-11-12,4.7629,4.9136,4.7344,4.8487,317160.0
2011-11-13,4.7629,4.9136,4.7344,4.8487,317160.0
2011-11-14,4.9214,4.937,4.7785,4.8487,127767.0
2011-11-15,4.8045,4.8773,4.6902,4.6902,166443.0
2011-11-16,4.6772,4.711,4.5083,4.5784,222429.0
2011-11-17,4.5525,4.5525,4.3394,4.394,420891.0
2011-11-18,4.3394,4.4433,4.2381,4.2952,370395.0
2011-11-19,4.3394,4.4433,4.2381,4.2952,370395.0
2011-11-20,4.3394,4.4433,4.2381,4.2952,370395.0
2011-11-21,4.2952,4.2952,3.9704,4.025,356274.0
2011-11-22,4.0406,4.1055,3.9003,3.9003,258018.0
2011-11-23,3.8847,3.9262,3.7495,3.7937,330123.0
2011-11-24,3.8977,4.1575,3.8067,3.908,383478.0
2011-11-25,3.8977,4.0068,3.8327,3.947,208803.0
2011-11-26,3.8977,4.0068,3.8327,3.947,208803.0
2011-11-27,3.8977,4.0068,3.8327,3.947,208803.0
2011-11-28,4.038,4.1835,4.0042,4.1289,321987.0
2011-11-29,4.0795,4.1315,3.9886,4.064,294513.0
2011-11-30,3.9756,4.2432,3.9003,4.2225,620097.0
2011-12-01,4.2744,4.2926,4.1679,4.1731,233748.0
2011-12-02,4.2303,4.4044,4.2069,4.3524,478608.0
2011-12-03,4.2303,4.4044,4.2069,4.3524,478608.0
2011-12-04,4.2303,4.4044,4.2069,4.3524,478608.0
2011-12-05,4.4121,4.5732,4.4121,4.4407,234957.0
2011-12-06,4.3654,4.381,4.1705,4.277,314049.0
2011-12-07,4.3888,4.4251,4.0016,4.1965,268449.0
2011-12-08,4.2874,4.2874,3.9184,3.9756,345960.0
2011-12-09,3.9756,4.1055,3.9236,3.999,330390.0
2011-12-10,3.9756,4.1055,3.9236,3.999,330390.0
2011-12-11,3.9756,4.1055,3.9236,3.999,330390.0
2011-12-12,4.0146,4.0302,3.8197,3.8327,245886.0
2011-12-13,3.8379,3.8899,3.7028,3.7781,336684.0
2011-12-14,3.8067,3.8249,3.6482,3.6612,354189.0
2011-12-15,3.6768,3.8301,3.6768,3.7599,293172.0
2011-12-16,3.8119,3.8353,3.7366,3.7755,199692.0
2011-12-17,3.8119,3.8353,3.7366,3.7755,199692.0
2011-12-18,3.8119,3.8353,3.7366,3.7755,199692.0
2011-12-19,3.7651,3.8587,3.7314,3.8223,222933.0
2011-12-20,3.7989,4.0224,3.7989,3.9756,259134.0
2011-12-21,4.0795,4.1835,4.0406,4.0769,311517.0
2011-12-22,4.0795,4.1835,3.9912,4.0951,224142.0
2011-12-23,4.1445,4.1549,3.9756,4.1003,138819.0
2011-12-24,4.1445,4.1549,3.9756,4.1003,138819.0
2011-12-25,4.1445,4.1549,3.9756,4.1003,138819.0
2011-12-26,4.1445,4.1549,3.9756,4.1003,138819.0
2011-12-27,4.1575,4.1783,4.0406,4.1055,107241.0
2011-12-28,4.0666,4.1029,3.9652,4.0042,156213.0
2011-12-29,4.0276,4.0614,3.8977,3.9756,108738.0
2011-12-30,4.012,4.0146,3.934,3.9912,68142.0
2011-12-31,4.012,4.0146,3.934,3.9912,68142.0
2012-01-01,4.012,4.0146,3.934,3.9912,68142.0
2012-01-02,3.9912,4.1419,3.9496,4.1107,106674.0
2012-01-03,4.1575,4.342,4.064,4.3368,301836.0
2012-01-04,4.3342,4.3342,4.2614,4.2926,198855.0
2012-01-05,4.3134,4.3238,4.264,4.2926,159729.0
2012-01-06,4.264,4.3342,4.2095,4.2355,120810.0
2012-01-07,4.264,4.3342,4.2095,4.2355,120810.0
2012-01-08,4.264,4.3342,4.2095,4.2355,120810.0
2012-01-09,4.277,4.277,4.1445,4.1575,106473.0
2012-01-10,4.1575,4.3368,4.1523,4.2562,471651.0
2012-01-11,4.2848,4.4537,4.2381,4.4537,419670.0
2012-01-12,4.4173,4.5655,4.4173,4.4693,238197.0
2012-01-13,4.4875,4.5551,4.3082,4.3992,173355.0
2012-01-14,4.4875,4.5551,4.3082,4.3992,173355.0
2012-01-15,4.4875,4.5551,4.3082,4.3992,173355.0
2012-01-16,4.342,4.5395,4.29,4.5057,125268.0
2012-01-17,4.5577,4.7058,4.5577,4.6408,167442.0
2012-01-18,4.6564,4.8071,4.5888,4.8019,298383.0
2012-01-19,4.8851,5.0124,4.8331,4.924,236361.0
2012-01-20,4.9422,4.9422,4.7941,4.8461,186909.0
2012-01-21,4.9422,4.9422,4.7941,4.8461,186909.0
2012-01-22,4.9422,4.9422,4.7941,4.8461,186909.0
2012-01-23,4.8175,4.9422,4.8071,4.8825,134346.0
2012-01-24,4.8825,4.8825,4.5914,4.7551,234396.0
2012-01-25,4.7811,5.028,4.7707,5.015,259266.0
2012-01-26,5.4307,5.4567,5.1969,5.3424,889296.0
2012-01-27,5.2878,5.3346,5.1059,5.1475,269925.0
2012-01-28,5.2878,5.3346,5.1059,5.1475,269925.0
2012-01-29,5.2878,5.3346,5.1059,5.1475,269925.0
2012-01-30,5.1969,5.2748,5.054,5.054,158136.0
2012-01-31,5.1449,5.2748,5.0176,5.2047,194778.0
2012-02-01,5.2774,5.3138,5.2359,5.2982,178350.0
2012-02-02,5.4411,5.5866,5.4307,5.584,713415.0
2012-02-03,5.5866,5.7945,5.5503,5.7919,394017.0
2012-02-04,5.5866,5.7945,5.5503,5.7919,394017.0
2012-02-05,5.5866,5.7945,5.5503,5.7919,394017.0
2012-02-06,5.7114,5.7425,5.4593,5.7166,254787.0
2012-02-07,5.7815,5.8205,5.5061,5.6178,264681.0
2012-02-08,5.6412,5.7711,5.4853,5.4853,251322.0
2012-02-09,5.5685,5.7425,5.5165,5.6932,301749.0
2012-02-10,5.6984,5.7945,5.4593,5.5217,352251.0
2012-02-11,5.6984,5.7945,5.4593,5.5217,352251.0
2012-02-12,5.6984,5.7945,5.4593,5.5217,352251.0
2012-02-13,5.5866,5.688,5.4931,5.5139,182229.0
2012-02-14,5.5347,5.5607,5.4567,5.5035,161205.0
2012-02-15,5.4827,5.5607,5.3164,5.5087,315783.0
2012-02-16,5.4827,5.5087,5.4203,5.4749,241500.0
2012-02-17,5.5347,5.7399,5.5347,5.6984,235617.0
2012-02-18,5.5347,5.7399,5.5347,5.6984,235617.0
2012-02-19,5.5347,5.7399,5.5347,5.6984,235617.0
2012-02-20,5.7425,6.018,5.7425,6.0154,427161.0
2012-02-21,6.0284,6.0284,5.7166,5.7919,288336.0
2012-02-22,5.8387,5.9738,5.7503,5.8673,301077.0
2012-02-23,5.8673,5.8855,5.6178,5.6828,364920.0
2012-02-24,5.714,5.8049,5.6568,5.7529,164340.0
2012-02-25,5.714,5.8049,5.6568,5.7529,164340.0
2012-02-26,5.714,5.8049,5.6568,5.7529,164340.0
2012-02-27,5.6802,5.7555,5.549,5.662,206436.0
2012-02-28,5.6932,5.7529,5.6282,5.6776,178506.0
2012-02-29,5.7425,5.7425,5.6256,5.6633,193347.0
2012-03-01,5.6633,5.8374,5.6282,5.7867,232539.0
2012-03-02,5.8114,5.866,5.7296,5.7815,292407.0
2012-03-03,5.8114,5.866,5.7296,5.7815,292407.0
2012-03-04,5.8114,5.866,5.7296,5.7815,292407.0
2012-03-05,5.7815,5.8153,5.6594,5.6594,157533.0
2012-03-06,5.6776,5.6776,5.3307,5.345,352824.0
2012-03-07,5.2904,5.4281,5.2878,5.3983,246012.0
2012-03-08,5.4281,5.5892,5.358,5.5892,563079.0
2012-03-09,5.7659,5.7659,5.5399,5.7322,627384.0
2012-03-10,5.7659,5.7659,5.5399,5.7322,627384.0
2012-03-11,5.7659,5.7659,5.5399,5.7322,627384.0
2012-03-12,5.7906,5.9582,5.7348,5.9582,521238.0
2012-03-13,5.9764,5.9998,5.8842,5.9738,425229.0
2012-03-14,5.9764,5.9998,5.6386,5.8881,642975.0
2012-03-15,5.8725,5.9725,5.8582,5.9556,329166.0
2012-03-16,5.9322,5.9556,5.8959,5.94,210792.0
2012-03-17,5.9322,5.9556,5.8959,5.94,210792.0
2012-03-18,5.9322,5.9556,5.8959,5.94,210792.0
2012-03-19,5.9764,5.9764,5.7516,5.94,179211.0
2012-03-20,5.892,5.9153,5.7244,5.7529,266046.0
2012-03-21,5.8335,5.8855,5.6152,5.6906,296727.0
2012-03-22,5.7244,5.7257,5.4697,5.4775,370284.0
2012-03-23,5.4801,5.5983,5.4203,5.5736,230574.0
2012-03-24,5.4801,5.5983,5.4203,5.5736,230574.0
2012-03-25,5.4801,5.5983,5.4203,5.5736,230574.0
2012-03-26,5.5866,5.6334,5.5347,5.6074,238671.0
2012-03-27,5.6646,5.8075,5.6386,5.8075,351144.0
2012-03-28,5.8075,5.8075,5.584,5.584,264747.0
2012-03-29,5.5659,5.6763,5.536,5.5373,234648.0
2012-03-30,5.6386,5.7529,5.5243,5.6451,544125.0
2012-03-31,5.6386,5.7529,5.5243,5.6451,544125.0
2012-04-01,5.6386,5.7529,5.5243,5.6451,544125.0
2012-04-02,5.7166,5.7425,5.5399,5.7153,236220.0
2012-04-03,5.7062,5.7477,5.636,5.688,123585.0
2012-04-04,5.6256,5.6425,5.3268,5.3866,398880.0
2012-04-05,5.4229,5.523,5.2164,5.3788,197193.0
2012-04-06,5.4229,5.523,5.2164,5.3788,197193.0
2012-04-07,5.4229,5.523,5.2164,5.3788,197193.0
2012-04-08,5.4229,5.523,5.2164,5.3788,197193.0
2012-04-09,5.4229,5.523,5.2164,5.3788,197193.0
2012-04-10,5.2696,5.2956,5.0721,5.0799,228105.0
2012-04-11,5.0696,5.3216,5.0696,5.241,212823.0
2012-04-12,5.2566,5.4437,5.2566,5.4424,261255.0
2012-04-13,5.4333,5.4567,5.2592,5.3008,202986.0
2012-04-14,5.4333,5.4567,5.2592,5.3008,202986.0
2012-04-15,5.4333,5.4567,5.2592,5.3008,202986.0
2012-04-16,5.2021,5.3398,5.1735,5.241,165555.0
2012-04-17,5.1969,5.3424,5.067,5.319,224232.0
2012-04-18,5.4541,5.4541,5.2488,5.3502,216687.0
2012-04-19,5.4567,5.6282,5.3268,5.3398,539634.0
2012-04-20,5.358,5.4853,5.3268,5.4554,218127.0
2012-04-21,5.358,5.4853,5.3268,5.4554,218127.0
2012-04-22,5.358,5.4853,5.3268,5.4554,218127.0
2012-04-23,5.3736,5.3736,5.067,5.1969,315378.0
2012-04-24,5.0786,5.2384,5.028,5.1306,245262.0
2012-04-25,5.1449,5.4541,5.1449,5.3892,164421.0
2012-04-26,5.3281,5.4216,5.2488,5.2644,208308.0
2012-04-27,5.2125,5.3333,4.9916,4.9916,608613.0
2012-04-28,5.2125,5.3333,4.9916,4.9916,608613.0
2012-04-29,5.2125,5.3333,4.9916,4.9916,608613.0
2012-04-30,5.1776,5.3474,5.1776,5.3258,475656.0
2012-05-01,5.1776,5.3474,5.1776,5.3258,475656.0
2012-05-02,5.3932,5.4444,5.2099,5.245,290025.0
2012-05-03,5.2827,5.3582,5.1884,5.2827,317955.0
2012-05-04,5.3231,5.3231,4.9916,5.0239,292158.0
2012-05-05,5.3231,5.3231,4.9916,5.0239,292158.0
2012-05-06,5.3231,5.3231,4.9916,5.0239,292158.0
2012-05-07,4.9323,5.1641,4.7531,5.121,308943.0
2012-05-08,5.121,5.121,4.7948,4.8488,246120.0
2012-05-09,4.8514,5.0078,4.6291,4.7194,320517.0
2012-05-10,4.8137,4.9188,4.7302,4.8892,343974.0
2012-05-11,4.9054,5.1075,4.8514,5.0913,287160.0
2012-05-12,4.9054,5.1075,4.8514,5.0913,287160.0
2012-05-13,4.9054,5.1075,4.8514,5.0913,287160.0
2012-05-14,4.9862,5.0307,4.8245,4.8434,227046.0
2012-05-15,4.9727,5.0509,4.8461,4.962,236271.0
2012-05-16,4.8919,5.0186,4.7989,4.9781,215949.0
2012-05-17,4.9593,5.0455,4.8514,4.8838,180756.0
2012-05-18,4.8514,4.8514,4.6924,4.7814,302328.0
2012-05-19,4.8514,4.8514,4.6924,4.7814,302328.0
2012-05-20,4.8514,4.8514,4.6924,4.7814,302328.0
2012-05-21,4.7975,4.9754,4.7975,4.873,279483.0
2012-05-22,4.9215,5.1641,4.8528,5.1237,163662.0
2012-05-23,5.0752,5.0805,4.9134,4.9673,208257.0
2012-05-24,5.0132,5.0725,4.873,4.9956,247419.0
2012-05-25,5.0051,5.1075,4.8488,4.8676,309678.0
2012-05-26,5.0051,5.1075,4.8488,4.8676,309678.0
2012-05-27,5.0051,5.1075,4.8488,4.8676,309678.0
2012-05-28,4.8919,4.9525,4.8407,4.873,229617.0
2012-05-29,4.9431,5.2827,4.8986,5.2557,352053.0
