,AIR FP Equity,AIR FP Equity,AIR FP Equity,AIR FP Equity,AIR FP Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2010-04-11,12.3167,12.543,12.3042,12.4886,2442427.0
2010-04-12,12.5221,12.564,12.3838,12.3838,1270263.0
2010-04-13,12.3126,12.3796,12.1282,12.1659,2732230.0
2010-04-14,12.191,12.3922,12.1533,12.3209,2896487.0
2010-04-15,12.4089,12.5053,12.3167,12.3754,1962999.0
2010-04-16,12.3209,12.5598,12.2245,12.2455,2385064.0
2010-04-17,12.3209,12.5598,12.2245,12.2455,2385064.0
2010-04-18,12.3209,12.5598,12.2245,12.2455,2385064.0
2010-04-19,12.1994,12.2623,12.0443,12.0821,2147005.0
2010-04-20,12.0695,12.2665,12.0443,12.2665,1438662.0
2010-04-21,12.4006,12.4048,12.1826,12.2204,2124287.0
2010-04-22,12.0863,12.2204,11.9899,12.0402,2988639.0
2010-04-23,12.0318,12.2539,12.0276,12.1659,1825225.0
2010-04-24,12.0318,12.2539,12.0276,12.1659,1825225.0
2010-04-25,12.0318,12.2539,12.0276,12.1659,1825225.0
2010-04-26,12.2665,12.4299,12.1952,12.2245,1380980.0
2010-04-27,12.1575,12.2036,11.7636,11.7636,2478897.0
2010-04-28,11.7342,11.8013,11.4786,11.6839,3653830.0
2010-04-29,11.7049,11.9354,11.5708,11.9144,3600854.0
2010-04-30,11.8683,11.9438,11.7426,11.7594,2194558.0
2010-05-01,11.8683,11.9438,11.7426,11.7594,2194558.0
2010-05-02,11.8683,11.9438,11.7426,11.7594,2194558.0
2010-05-03,11.663,11.6797,11.4325,11.6085,2402160.0
2010-05-04,11.663,11.818,11.4073,11.4451,3592352.0
2010-05-05,11.4786,11.8725,11.399,11.5708,5598980.0
2010-05-06,11.4534,12.0108,11.4451,11.6923,5410977.0
2010-05-07,11.4157,11.6336,11.1433,11.3612,6141556.0
2010-05-08,11.4157,11.6336,11.1433,11.3612,6141556.0
2010-05-09,11.4157,11.6336,11.1433,11.3612,6141556.0
2010-05-10,11.399,11.9982,11.2271,11.8641,5008909.0
2010-05-11,11.8599,12.3126,11.8599,12.279,6142705.0
2010-05-12,12.2329,13.025,12.1449,12.9035,6574246.0
2010-05-13,13.0124,13.1842,12.7274,13.0166,3608774.0
2010-05-14,12.9454,13.6997,12.937,13.6746,10494524.0
2010-05-15,12.9454,13.6997,12.937,13.6746,10494524.0
2010-05-16,12.9454,13.6997,12.937,13.6746,10494524.0
2010-05-17,13.7835,14.2571,13.3309,13.4064,8937798.0
2010-05-18,13.6829,14.2403,13.5279,14.2319,8549961.0
2010-05-19,14.0392,14.2236,13.662,13.7123,5948266.0
2010-05-20,13.9134,14.0224,13.2178,13.4399,6888881.0
2010-05-21,13.3686,13.4525,13.0334,13.2848,5259844.0
2010-05-22,13.3686,13.4525,13.0334,13.2848,5259844.0
2010-05-23,13.3686,13.4525,13.0334,13.2848,5259844.0
2010-05-24,13.3435,13.4105,12.9957,13.1423,2625453.0
2010-05-25,12.849,12.9537,12.6185,12.7903,4074673.0
2010-05-26,12.9915,13.2932,12.8699,13.2136,3050474.0
2010-05-27,13.1633,13.465,13.0753,13.4357,3190672.0
2010-05-28,13.5782,13.8045,13.4399,13.4818,2897010.0
2010-05-29,13.5782,13.8045,13.4399,13.4818,2897010.0
2010-05-30,13.5782,13.8045,13.4399,13.4818,2897010.0
2010-05-31,13.4985,13.75,13.4776,13.6536,1051717.0
2010-06-01,13.5866,13.6243,13.2764,13.4566,2697922.0
2010-06-02,13.2429,13.4818,13.1884,13.4525,1932914.0
2010-06-03,13.6578,13.8129,13.5782,13.6578,1843918.0
2010-06-04,13.6285,13.8212,13.3854,13.486,2297729.0
2010-06-05,13.6285,13.8212,13.3854,13.486,2297729.0
2010-06-06,13.6285,13.8212,13.3854,13.486,2297729.0
2010-06-07,13.3519,13.8045,13.2722,13.5195,2934158.0
2010-06-08,13.5866,13.6829,13.4818,13.5991,2860213.0
2010-06-09,13.8296,14.6259,13.7458,14.4331,7280784.0
2010-06-10,14.3241,15.1078,14.1942,15.0743,4769140.0
2010-06-11,15.0994,15.1707,14.6301,14.7893,4170833.0
2010-06-12,15.0994,15.1707,14.6301,14.7893,4170833.0
2010-06-13,15.0994,15.1707,14.6301,14.7893,4170833.0
2010-06-14,14.9108,15.3551,14.8354,15.3551,3056312.0
2010-06-15,15.2419,15.464,15.0994,15.397,2572391.0
2010-06-16,15.5143,15.5437,15.0198,15.1288,4125761.0
2010-06-17,15.1036,15.1749,14.9402,15.0743,2507735.0
2010-06-18,15.0659,15.1246,14.9276,15.0282,6415404.0
2010-06-19,15.0659,15.1246,14.9276,15.0282,6415404.0
2010-06-20,15.0659,15.1246,14.9276,15.0282,6415404.0
2010-06-21,15.2084,15.2629,14.8941,14.9821,1943683.0
2010-06-22,14.8606,15.288,14.8522,15.0575,2516181.0
2010-06-23,14.9611,15.3257,14.9318,15.0491,2255743.0
2010-06-24,15.1791,15.1832,14.6845,14.7432,2793425.0
2010-06-25,14.8186,14.8941,14.5756,14.6636,1862389.0
2010-06-26,14.8186,14.8941,14.5756,14.6636,1862389.0
2010-06-27,14.8186,14.8941,14.5756,14.6636,1862389.0
2010-06-28,14.672,14.8186,14.278,14.7516,1374775.0
2010-06-29,14.5001,14.5882,14.2152,14.2529,2418779.0
2010-06-30,14.278,14.2948,13.9931,14.1397,2255990.0
2010-07-01,13.8715,14.0643,13.6788,13.7332,3097236.0
2010-07-02,13.7961,13.817,13.2429,13.2429,3452634.0
2010-07-03,13.7961,13.817,13.2429,13.2429,3452634.0
2010-07-04,13.7961,13.817,13.2429,13.2429,3452634.0
2010-07-05,13.2974,13.5949,13.289,13.5572,1746277.0
2010-07-06,13.6368,13.8631,13.5027,13.7165,1615965.0
2010-07-07,13.5824,14.0434,13.5824,14.0434,1836992.0
2010-07-08,14.2361,14.2906,14.0643,14.1816,1447929.0
2010-07-09,14.2529,14.3619,14.1188,14.2571,1204614.0
2010-07-10,14.2529,14.3619,14.1188,14.2571,1204614.0
2010-07-11,14.2529,14.3619,14.1188,14.2571,1204614.0
2010-07-12,14.2655,14.475,14.2319,14.3744,1400886.0
2010-07-13,14.3074,14.936,14.299,14.7977,2628202.0
2010-07-14,14.848,14.9192,14.4415,14.5798,1269166.0
2010-07-15,14.5295,14.5379,13.8296,13.8715,3767216.0
2010-07-16,13.9553,14.1146,13.6997,13.7626,3127061.0
2010-07-17,13.9553,14.1146,13.6997,13.7626,3127061.0
2010-07-18,13.9553,14.1146,13.6997,13.7626,3127061.0
2010-07-19,13.662,14.1104,13.662,13.8757,1952096.0
2010-07-20,13.9428,13.9973,13.4105,13.4776,2627645.0
2010-07-21,13.5656,13.8548,13.5572,13.7332,2114626.0
2010-07-22,13.6704,14.5756,13.6327,14.5421,5119879.0
2010-07-23,14.5756,15.112,14.3786,15.0994,3032022.0
2010-07-24,14.5756,15.112,14.3786,15.0994,3032022.0
2010-07-25,14.5756,15.112,14.3786,15.0994,3032022.0
2010-07-26,15.045,15.112,14.7851,15.045,2103290.0
2010-07-27,15.0869,15.1204,14.6091,14.6636,2426765.0
2010-07-28,14.7432,15.0827,14.6007,14.6343,4034433.0
2010-07-29,14.6217,14.9989,14.4666,14.739,2470497.0
2010-07-30,14.5546,15.552,14.5546,15.2377,3849612.0
2010-07-31,14.5546,15.552,14.5546,15.2377,3849612.0
2010-08-01,14.5546,15.552,14.5546,15.2377,3849612.0
2010-08-02,15.2922,15.4892,15.045,15.1497,2353222.0
2010-08-03,15.0869,15.2796,14.9569,15.0952,2026502.0
2010-08-04,15.0408,15.3299,14.9611,15.2042,2041822.0
2010-08-05,15.2629,15.7197,15.0408,15.6526,4052385.0
2010-08-06,15.7239,15.8789,15.4431,15.5395,2700672.0
2010-08-07,15.7239,15.8789,15.4431,15.5395,2700672.0
2010-08-08,15.7239,15.8789,15.4431,15.5395,2700672.0
2010-08-09,15.6526,15.7155,15.2754,15.3928,2041517.0
2010-08-10,15.3467,15.4305,15.2,15.3341,1810696.0
2010-08-11,15.2419,15.288,14.9653,14.9653,2018369.0
2010-08-12,14.9528,15.2587,14.827,15.2252,2278313.0
2010-08-13,15.2922,15.2922,14.9318,15.1078,1252061.0
2010-08-14,15.2922,15.2922,14.9318,15.1078,1252061.0
2010-08-15,15.2922,15.2922,14.9318,15.1078,1252061.0
2010-08-16,15.112,15.2377,14.9737,15.1791,1625665.0
2010-08-17,15.2545,15.464,15.0575,15.4515,1662316.0
2010-08-18,15.4179,15.6694,15.3886,15.4892,1399957.0
2010-08-19,15.5437,15.7448,15.2293,15.2671,1968168.0
2010-08-20,15.0072,15.1162,14.8522,14.9989,3362179.0
2010-08-21,15.0072,15.1162,14.8522,14.9989,3362179.0
2010-08-22,15.0072,15.1162,14.8522,14.9989,3362179.0
2010-08-23,15.024,15.6568,14.9486,15.5269,2942471.0
2010-08-24,15.3467,15.6568,15.1958,15.4012,2808123.0
2010-08-25,15.2964,15.3383,14.8312,15.024,2584710.0
2010-08-26,15.1623,15.1707,14.9444,15.045,1622685.0
2010-08-27,14.7516,14.7516,14.3493,14.5714,4532746.0
2010-08-28,14.7516,14.7516,14.3493,14.5714,4532746.0
2010-08-29,14.7516,14.7516,14.3493,14.5714,4532746.0
2010-08-30,14.6887,14.7432,14.4163,14.5127,820406.0
2010-08-31,14.3325,14.5546,14.2613,14.5546,1710408.0
2010-09-01,14.6468,15.003,14.3954,14.9695,2273016.0
2010-09-02,14.9611,15.3886,14.8564,15.3886,2071691.0
2010-09-03,15.4096,15.4305,15.0911,15.2084,1794181.0
2010-09-04,15.4096,15.4305,15.0911,15.2084,1794181.0
2010-09-05,15.4096,15.4305,15.0911,15.2084,1794181.0
2010-09-06,15.1749,15.221,15.0198,15.1371,1670365.0
2010-09-07,15.1246,15.2335,15.0072,15.2293,1279467.0
2010-09-08,15.2,15.2335,14.6929,15.0994,2011418.0
2010-09-09,15.0659,15.6275,14.9989,15.6149,2706389.0
2010-09-10,15.6359,16.034,15.552,15.9208,2993828.0
2010-09-11,15.6359,16.034,15.552,15.9208,2993828.0
2010-09-12,15.6359,16.034,15.552,15.9208,2993828.0
2010-09-13,16.2184,16.2896,16.0801,16.101,2201905.0
2010-09-14,15.9208,16.1262,15.7825,16.0759,1594113.0
2010-09-15,16.0214,16.0801,15.8831,15.9166,1216221.0
2010-09-16,15.925,15.9963,15.5604,15.6317,2224341.0
2010-09-17,15.8412,16.0549,15.6736,15.8622,3933755.0
2010-09-18,15.8412,16.0549,15.6736,15.8622,3933755.0
2010-09-19,15.8412,16.0549,15.6736,15.8622,3933755.0
2010-09-20,15.8873,16.1932,15.7951,16.1932,2190885.0
2010-09-21,16.1471,16.5117,16.1387,16.4237,2314886.0
2010-09-22,16.3441,16.3441,15.8454,15.8663,3544446.0
2010-09-23,16.0005,16.0675,15.3635,15.5437,2315066.0
2010-09-24,15.7239,16.2268,15.64,16.1346,4486680.0
2010-09-25,15.7239,16.2268,15.64,16.1346,4486680.0
2010-09-26,15.7239,16.2268,15.64,16.1346,4486680.0
2010-09-27,16.189,16.2142,15.9795,16.1429,1299480.0
2010-09-28,16.1346,16.3315,15.8957,15.9585,2862441.0
2010-09-29,15.925,15.9585,15.5772,15.7113,2807534.0
2010-09-30,15.6484,15.6987,15.3048,15.3341,2466255.0
2010-10-01,15.2629,15.4598,15.0785,15.1539,2997897.0
2010-10-02,15.2629,15.4598,15.0785,15.1539,2997897.0
2010-10-03,15.2629,15.4598,15.0785,15.1539,2997897.0
2010-10-04,15.1707,15.376,15.0072,15.2377,1934624.0
2010-10-05,15.288,15.6442,15.2335,15.5898,1945846.0
2010-10-06,15.5939,15.6652,15.0366,15.1455,3770149.0
2010-10-07,15.1832,15.2293,14.9234,14.9779,2507547.0
2010-10-08,15.0198,15.1162,14.8773,15.0659,2349861.0
2010-10-09,15.0198,15.1162,14.8773,15.0659,2349861.0
2010-10-10,15.0198,15.1162,14.8773,15.0659,2349861.0
2010-10-11,14.848,15.1707,14.5546,15.0952,3825556.0
2010-10-12,15.0952,15.376,14.9779,15.3467,3676389.0
2010-10-13,15.3844,15.5856,15.2964,15.485,1773294.0
2010-10-14,15.4221,15.5101,15.1707,15.2084,2519939.0
2010-10-15,15.2168,15.3257,14.7558,14.7977,3261407.0
2010-10-16,15.2168,15.3257,14.7558,14.7977,3261407.0
2010-10-17,15.2168,15.3257,14.7558,14.7977,3261407.0
2010-10-18,14.7348,15.0617,14.6929,15.0282,2021237.0
2010-10-19,15.024,15.2629,14.9737,15.2545,2595792.0
2010-10-20,15.2084,15.5311,15.1036,15.2545,1940705.0
2010-10-21,15.288,15.4934,15.0827,15.464,1950496.0
2010-10-22,15.3467,15.485,15.2545,15.4473,1005117.0
2010-10-23,15.3467,15.485,15.2545,15.4473,1005117.0
2010-10-24,15.3467,15.485,15.2545,15.4473,1005117.0
2010-10-25,15.4556,15.4598,15.1623,15.1623,2013007.0
2010-10-26,15.1371,15.3132,15.0952,15.3006,1731165.0
2010-10-27,15.2545,15.5814,15.2461,15.4096,2361521.0
2010-10-28,15.4221,15.7406,15.3425,15.5981,1761408.0
2010-10-29,15.6149,15.8747,15.5185,15.8286,1992771.0
2010-10-30,15.6149,15.8747,15.5185,15.8286,1992771.0
2010-10-31,15.6149,15.8747,15.5185,15.8286,1992771.0
2010-11-01,15.8999,16.0843,15.8161,16.0298,1336037.0
2010-11-02,15.9502,16.2519,15.9334,16.1597,1889118.0
2010-11-03,16.2561,16.2561,15.9376,15.946,1587438.0
2010-11-04,15.7113,15.7574,15.2252,15.3006,6612637.0
2010-11-05,15.4934,15.5604,15.2168,15.4221,3940217.0
2010-11-06,15.4934,15.5604,15.2168,15.4221,3940217.0
2010-11-07,15.4934,15.5604,15.2168,15.4221,3940217.0
2010-11-08,15.2671,15.6987,15.2671,15.5227,2131563.0
2010-11-09,15.5478,15.6652,15.397,15.552,1945358.0
2010-11-10,15.5604,16.0172,15.5101,16.0046,3952131.0
2010-11-11,16.0088,16.1513,15.7909,15.9292,2002629.0
2010-11-12,15.5814,15.9585,15.2,15.221,6089305.0
2010-11-13,15.5814,15.9585,15.2,15.221,6089305.0
2010-11-14,15.5814,15.9585,15.2,15.221,6089305.0
2010-11-15,15.1832,15.2461,14.9779,15.112,2624391.0
2010-11-16,15.0324,15.1371,14.408,14.408,4823891.0
2010-11-17,14.3828,14.6887,14.3493,14.5169,3237535.0
2010-11-18,14.563,14.6678,14.3786,14.5169,3133538.0
2010-11-19,14.5379,14.5504,14.4163,14.5169,2326639.0
2010-11-20,14.5379,14.5504,14.4163,14.5169,2326639.0
2010-11-21,14.5379,14.5504,14.4163,14.5169,2326639.0
2010-11-22,14.5379,14.584,14.1649,14.2236,2967990.0
2010-11-23,14.1397,14.2152,13.926,13.9763,2499816.0
2010-11-24,14.0559,14.7223,14.014,14.6762,4014164.0
2010-11-25,14.6552,14.7139,14.5462,14.6678,1233050.0
2010-11-26,14.5462,14.7055,14.4582,14.6343,1417137.0
2010-11-27,14.5462,14.7055,14.4582,14.6343,1417137.0
2010-11-28,14.5462,14.7055,14.4582,14.6343,1417137.0
2010-11-29,14.6426,14.7097,14.3954,14.4289,2612065.0
2010-11-30,14.4289,14.5798,14.3158,14.4666,2361408.0
2010-12-01,14.6426,14.8186,14.5253,14.651,2488697.0
2010-12-02,14.7013,14.7726,14.4247,14.7348,2553541.0
2010-12-03,14.5882,14.76,14.5379,14.6678,1829017.0
2010-12-04,14.5882,14.76,14.5379,14.6678,1829017.0
2010-12-05,14.5882,14.76,14.5379,14.6678,1829017.0
2010-12-06,14.6384,14.6971,14.4415,14.5672,1652875.0
2010-12-07,14.584,15.0366,14.5169,15.024,2618619.0
2010-12-08,15.0952,15.5311,15.0869,15.4934,3765605.0
2010-12-09,15.5353,15.5478,15.003,15.0156,2609786.0
2010-12-10,15.045,15.1204,14.9528,15.0659,1349428.0
2010-12-11,15.045,15.1204,14.9528,15.0659,1349428.0
2010-12-12,15.045,15.1204,14.9528,15.0659,1349428.0
2010-12-13,15.1162,15.2419,15.0114,15.0156,1455407.0
2010-12-14,15.0156,15.0324,14.8606,14.9402,1367598.0
2010-12-15,14.9234,15.0533,14.7851,14.7893,1605308.0
2010-12-16,14.7306,14.9695,14.7181,14.9402,1516234.0
2010-12-17,14.9695,15.0533,14.7977,14.7977,3052696.0
2010-12-18,14.9695,15.0533,14.7977,14.7977,3052696.0
2010-12-19,14.9695,15.0533,14.7977,14.7977,3052696.0
2010-12-20,14.7558,14.9947,14.7558,14.9947,1144334.0
2010-12-21,15.0785,15.376,15.0324,15.1371,2595142.0
2010-12-22,15.112,15.2126,14.9486,15.1078,1254401.0
2010-12-23,15.1288,15.1707,15.024,15.0491,739720.0
2010-12-24,14.9695,15.1288,14.9653,15.0869,137816.0
2010-12-25,14.9695,15.1288,14.9653,15.0869,137816.0
2010-12-26,14.9695,15.1288,14.9653,15.0869,137816.0
2010-12-27,15.0869,15.1623,14.8899,15.1078,733149.0
2010-12-28,15.1078,15.1581,14.9569,14.9821,576507.0
2010-12-29,15.0114,15.1707,14.9989,15.0072,698881.0
2010-12-30,15.0072,15.0533,14.8647,14.8899,574952.0
2010-12-31,14.9947,14.9947,14.6175,14.6175,452496.0
2011-01-01,14.9947,14.9947,14.6175,14.6175,452496.0
2011-01-02,14.9947,14.9947,14.6175,14.6175,452496.0
2011-01-03,14.827,15.003,14.7139,14.9067,973880.0
2011-01-04,15.0114,15.1413,14.9192,15.0282,1330858.0
2011-01-05,15.1665,15.4137,15.0911,15.4137,2654696.0
2011-01-06,15.5059,16.1094,15.4305,15.9921,3589667.0
2011-01-07,15.9921,16.1974,15.9669,16.0507,2170179.0
2011-01-08,15.9921,16.1974,15.9669,16.0507,2170179.0
2011-01-09,15.9921,16.1974,15.9669,16.0507,2170179.0
2011-01-10,15.9921,16.2268,15.9124,16.0591,1700662.0
2011-01-11,16.1681,16.8218,16.0549,16.8218,4110495.0
2011-01-12,17.6852,17.8444,16.9811,17.1781,7033006.0
2011-01-13,17.1403,17.3499,16.7841,17.0146,2971221.0
2011-01-14,17.0104,17.4798,16.9643,17.3918,2544518.0
2011-01-15,17.0104,17.4798,16.9643,17.3918,2544518.0
2011-01-16,17.0104,17.4798,16.9643,17.3918,2544518.0
2011-01-17,17.5175,17.5175,17.1403,17.4337,2356885.0
2011-01-18,17.5175,18.0623,17.4588,17.9785,3344963.0
2011-01-19,18.0707,18.1336,17.5091,17.5594,3174553.0
2011-01-20,17.5091,17.5846,17.2325,17.2325,3547542.0
2011-01-21,17.2745,17.4086,17.0691,17.0901,3238998.0
2011-01-22,17.2745,17.4086,17.0691,17.0901,3238998.0
2011-01-23,17.2745,17.4086,17.0691,17.0901,3238998.0
2011-01-24,17.1948,17.2954,17.0272,17.2158,2976602.0
2011-01-25,17.2703,17.4756,17.2451,17.3834,2535503.0
2011-01-26,17.3876,17.5762,17.0314,17.3918,4109520.0
2011-01-27,17.3541,18.2216,17.3457,18.0917,4021297.0
2011-01-28,18.1545,18.5191,18.1084,18.1503,3742670.0
2011-01-29,18.1545,18.5191,18.1084,18.1503,3742670.0
2011-01-30,18.1545,18.5191,18.1084,18.1503,3742670.0
2011-01-31,18.0204,18.0623,17.6432,17.6432,2917355.0
2011-02-01,17.6893,17.7732,17.4924,17.5804,2951076.0
2011-02-02,17.5804,17.7229,17.3625,17.4672,2730514.0
2011-02-03,17.4505,17.4588,17.0817,17.4002,2328333.0
2011-02-04,17.375,17.6139,17.0314,17.044,3964044.0
2011-02-05,17.375,17.6139,17.0314,17.044,3964044.0
2011-02-06,17.375,17.6139,17.0314,17.044,3964044.0
2011-02-07,17.2451,17.4756,17.1278,17.4756,2008218.0
2011-02-08,17.375,17.7396,17.2284,17.7396,2096693.0
2011-02-09,17.7648,17.8444,17.4966,17.5091,1647463.0
2011-02-10,17.4463,17.5846,17.3164,17.5846,1386481.0
2011-02-11,17.6391,18.2425,17.5552,18.2425,2748417.0
2011-02-12,17.6391,18.2425,17.5552,18.2425,2748417.0
2011-02-13,17.6391,18.2425,17.5552,18.2425,2748417.0
2011-02-14,18.2551,18.3976,18.0539,18.2132,1821133.0
2011-02-15,18.2132,18.385,18.0162,18.3054,1671053.0
2011-02-16,18.2719,18.6407,18.2341,18.6407,2595665.0
2011-02-17,18.6281,18.6658,18.209,18.2467,2104671.0
2011-02-18,18.2593,18.2719,18.033,18.1461,1893128.0
2011-02-19,18.2593,18.2719,18.033,18.1461,1893128.0
2011-02-20,18.2593,18.2719,18.033,18.1461,1893128.0
2011-02-21,18.1,18.3724,17.7396,17.7438,1853406.0
2011-02-22,17.6349,17.8067,17.0817,17.6432,3025965.0
2011-02-23,17.4253,17.8947,17.3499,17.4756,2729865.0
2011-02-24,17.375,17.9827,17.2786,17.4086,3330566.0
2011-02-25,17.0146,17.4169,16.8135,17.3164,3115426.0
2011-02-26,17.0146,17.4169,16.8135,17.3164,3115426.0
2011-02-27,17.0146,17.4169,16.8135,17.3164,3115426.0
2011-02-28,17.2661,17.6139,17.132,17.5678,1789567.0
