,FRVIA FP Equity,FRVIA FP Equity,FRVIA FP Equity,FRVIA FP Equity,FRVIA FP Equity
2010-04-11,11.9033,12.2617,11.8917,12.1345,428233.0
2010-04-12,12.2193,12.3118,12.0998,12.1692,273034.0
2010-04-13,12.2578,12.4929,12.1846,12.4466,499569.0
2010-04-14,12.5006,12.8012,12.4852,12.7896,507214.0
2010-04-15,12.832,12.8628,12.4312,12.6046,515856.0
2010-04-16,12.5622,12.7087,12.3079,12.3156,381791.0
2010-04-17,12.5622,12.7087,12.3079,12.3156,381791.0
2010-04-18,12.5622,12.7087,12.3079,12.3156,381791.0
2010-04-19,12.9091,13.0208,12.3465,12.4852,825001.0
2010-04-20,12.6779,12.8936,12.5391,12.7395,513726.0
2010-04-21,12.7935,12.859,12.5468,12.7742,522521.0
2010-04-22,12.8243,12.9977,12.385,12.4698,539926.0
2010-04-23,12.4929,12.7164,12.4852,12.5545,373904.0
2010-04-24,12.4929,12.7164,12.4852,12.5545,373904.0
2010-04-25,12.4929,12.7164,12.4852,12.5545,373904.0
2010-04-26,12.7279,12.778,12.6046,12.7241,420509.0
2010-04-27,12.7626,12.7935,12.2501,12.2501,390251.0
2010-04-28,11.9187,11.9187,11.1134,11.5295,1229328.0
2010-04-29,11.5295,12.1152,11.2829,12.0074,451367.0
2010-04-30,12.0574,12.2732,11.5989,11.7684,282977.0
2010-05-01,12.0574,12.2732,11.5989,11.7684,282977.0
2010-05-02,12.0574,12.2732,11.5989,11.7684,282977.0
2010-05-03,11.7646,11.9033,11.5218,11.7607,219269.0
2010-05-04,11.8378,11.9226,10.8282,10.8706,540311.0
2010-05-05,10.7087,10.7974,10.1115,10.4043,1044579.0
2010-05-06,10.3272,10.9823,10.096,10.3889,790629.0
2010-05-07,10.019,10.2887,9.518,9.7685,832663.0
2010-05-08,10.019,10.2887,9.518,9.7685,832663.0
2010-05-09,10.019,10.2887,9.518,9.7685,832663.0
2010-05-10,10.7126,11.1904,10.5507,11.0055,830587.0
2010-05-11,10.913,10.9554,10.4043,10.7742,354896.0
2010-05-12,10.7126,11.0825,10.5777,10.9592,204023.0
2010-05-13,11.1134,11.229,10.913,11.017,174253.0
2010-05-14,10.9207,10.9245,10.1924,10.2656,299067.0
2010-05-15,10.9207,10.9245,10.1924,10.2656,299067.0
2010-05-16,10.9207,10.9245,10.1924,10.2656,299067.0
2010-05-17,10.019,10.3504,9.8648,10.0036,430098.0
2010-05-18,10.177,10.466,10.0729,10.2502,333602.0
2010-05-19,10.0036,10.0421,9.703,9.703,429669.0
2010-05-20,9.7878,9.9804,8.9246,9.2097,617038.0
2010-05-21,9.1327,9.491,8.8822,9.4718,590021.0
2010-05-22,9.1327,9.491,8.8822,9.4718,590021.0
2010-05-23,9.1327,9.491,8.8822,9.4718,590021.0
2010-05-24,9.6028,9.7492,9.2868,9.3909,230206.0
2010-05-25,8.8668,9.071,8.5084,8.547,540640.0
2010-05-26,8.8629,9.7107,8.7473,9.4872,978457.0
2010-05-27,9.518,10.0305,9.518,10.0305,592489.0
2010-05-28,10.1577,10.3581,9.6413,9.9573,547003.0
2010-05-29,10.1577,10.3581,9.6413,9.9573,547003.0
2010-05-30,10.1577,10.3581,9.6413,9.9573,547003.0
2010-05-31,9.7955,10.1346,9.6375,9.7454,261227.0
2010-06-01,9.6336,9.7531,9.1481,9.5373,824693.0
2010-06-02,9.3408,9.5103,9.256,9.5026,311184.0
2010-06-03,10.2039,10.2502,9.7107,9.9342,720086.0
2010-06-04,10.0036,10.6201,10.0036,10.0575,1157722.0
2010-06-05,10.0036,10.6201,10.0036,10.0575,1157722.0
2010-06-06,10.0036,10.6201,10.0036,10.0575,1157722.0
2010-06-07,9.6645,10.2116,9.5643,9.8918,579647.0
2010-06-08,10.019,10.1577,9.649,9.8456,414641.0
2010-06-09,9.9997,10.2964,9.8648,10.2656,389431.0
2010-06-10,10.1731,10.728,10.0729,10.7203,394690.0
2010-06-11,10.8282,11.1056,10.466,10.8821,602578.0
2010-06-12,10.8282,11.1056,10.466,10.8821,602578.0
2010-06-13,10.8282,11.1056,10.466,10.8821,602578.0
2010-06-14,11.0517,11.5372,10.9862,11.4255,579994.0
2010-06-15,11.229,11.5604,11.1403,11.4062,527484.0
2010-06-16,11.5604,11.622,11.0864,11.3369,478392.0
2010-06-17,11.4756,11.4833,11.1519,11.3677,254084.0
2010-06-18,11.3369,11.5989,11.2675,11.4602,298892.0
2010-06-19,11.3369,11.5989,11.2675,11.4602,298892.0
2010-06-20,11.3369,11.5989,11.2675,11.4602,298892.0
2010-06-21,11.6374,11.8609,11.5681,11.7299,401386.0
2010-06-22,11.5604,11.7029,11.3214,11.5835,284185.0
2010-06-23,11.2444,11.5526,11.1827,11.2713,353663.0
2010-06-24,11.3908,11.4255,10.6972,10.7242,448732.0
2010-06-25,10.7897,10.8436,10.3272,10.3812,362493.0
2010-06-26,10.7897,10.8436,10.3272,10.3812,362493.0
2010-06-27,10.7897,10.8436,10.3272,10.3812,362493.0
2010-06-28,10.5546,10.6432,10.2579,10.4968,313295.0
2010-06-29,10.2887,10.3195,9.8995,9.9573,358767.0
2010-06-30,10.0575,10.5585,9.8648,10.1885,417984.0
2010-07-01,10.0806,10.4737,9.8957,10.019,408290.0
2010-07-02,10.2271,10.4737,10.0382,10.2425,276338.0
2010-07-03,10.2271,10.4737,10.0382,10.2425,276338.0
2010-07-04,10.2271,10.4737,10.0382,10.2425,276338.0
2010-07-05,10.2887,10.4043,10.1037,10.3041,142551.0
2010-07-06,10.3195,10.782,10.2733,10.7087,178940.0
2010-07-07,10.8513,11.1403,10.4583,11.1249,501032.0
2010-07-08,11.7839,11.7916,11.3715,11.491,372980.0
2010-07-09,11.4987,11.6182,11.2752,11.5912,247231.0
2010-07-10,11.4987,11.6182,11.2752,11.5912,247231.0
2010-07-11,11.4987,11.6182,11.2752,11.5912,247231.0
2010-07-12,11.4833,12.0574,11.4178,11.9303,352711.0
2010-07-13,11.938,12.2386,11.9303,12.1923,286042.0
2010-07-14,12.2347,12.2848,11.7569,12.0151,262976.0
2010-07-15,11.8417,11.9457,11.4255,11.4871,504488.0
2010-07-16,11.4293,11.676,11.1056,11.3137,383390.0
2010-07-17,11.4293,11.676,11.1056,11.3137,383390.0
2010-07-18,11.4293,11.676,11.1056,11.3137,383390.0
2010-07-19,11.3484,11.5526,11.0517,11.2367,248092.0
2010-07-20,11.3985,11.3985,11.0633,11.2521,204620.0
2010-07-21,11.6104,11.7376,11.4833,11.7299,447417.0
2010-07-22,11.9457,12.1769,11.4139,11.8648,1066015.0
2010-07-23,12.2463,12.254,11.4139,11.7299,730156.0
2010-07-24,12.2463,12.254,11.4139,11.7299,730156.0
2010-07-25,12.2463,12.254,11.4139,11.7299,730156.0
2010-07-26,11.8763,11.9149,11.5989,11.807,410430.0
2010-07-27,11.8802,11.9341,11.5989,11.6374,368579.0
2010-07-28,11.8147,11.8609,11.4948,11.6374,312849.0
2010-07-29,11.518,11.8301,11.4062,11.6104,286446.0
2010-07-30,11.5796,11.807,11.5218,11.6143,244444.0
2010-07-31,11.5796,11.807,11.5218,11.6143,244444.0
2010-08-01,11.5796,11.807,11.5218,11.6143,244444.0
2010-08-02,11.6952,11.8802,11.6027,11.7453,175854.0
2010-08-03,11.753,11.7839,11.491,11.6991,208760.0
2010-08-04,11.6297,11.753,11.491,11.649,149893.0
2010-08-05,11.6914,11.7916,11.5411,11.595,151881.0
2010-08-06,11.5488,11.7453,11.3985,11.4447,211293.0
2010-08-07,11.5488,11.7453,11.3985,11.4447,211293.0
2010-08-08,11.5488,11.7453,11.3985,11.4447,211293.0
2010-08-09,11.5604,11.7029,11.5526,11.6259,96325.0
2010-08-10,11.6259,11.6644,11.4293,11.6528,182365.0
2010-08-11,11.5681,11.5681,10.8899,10.9284,261103.0
2010-08-12,10.7974,10.8976,10.4852,10.5507,424857.0
2010-08-13,10.6355,10.7049,10.3735,10.5854,201378.0
2010-08-14,10.6355,10.7049,10.3735,10.5854,201378.0
2010-08-15,10.6355,10.7049,10.3735,10.5854,201378.0
2010-08-16,10.6972,10.7665,10.4429,10.728,115008.0
2010-08-17,10.8166,11.175,10.8012,11.1365,190567.0
2010-08-18,11.0979,11.1904,10.9438,11.1211,115072.0
2010-08-19,11.0902,11.2444,10.7126,10.7742,135700.0
2010-08-20,10.6509,10.7665,10.3272,10.4544,240932.0
2010-08-21,10.6509,10.7665,10.3272,10.4544,240932.0
2010-08-22,10.6509,10.7665,10.3272,10.4544,240932.0
2010-08-23,10.3851,10.597,10.3542,10.4274,260959.0
2010-08-24,10.3427,10.3889,10.0267,10.1924,261368.0
2010-08-25,10.0768,10.2001,9.9419,10.0806,234319.0
2010-08-26,10.2463,10.4583,10.1885,10.3542,187627.0
2010-08-27,10.2348,10.6355,10.2001,10.6317,200347.0
2010-08-28,10.2348,10.6355,10.2001,10.6317,200347.0
2010-08-29,10.2348,10.6355,10.2001,10.6317,200347.0
2010-08-30,10.8205,10.8282,10.4621,10.4968,146735.0
2010-08-31,10.2001,10.5546,10.1153,10.5546,324275.0
2010-09-01,10.5931,11.0979,10.4313,11.0401,278613.0
2010-09-02,11.0401,11.4139,10.9592,11.333,396351.0
2010-09-03,11.2906,11.5449,10.99,11.2598,390648.0
2010-09-04,11.2906,11.5449,10.99,11.2598,390648.0
2010-09-05,11.2906,11.5449,10.99,11.2598,390648.0
2010-09-06,11.2752,11.3985,11.2212,11.2405,104646.0
2010-09-07,11.1712,11.1712,10.8744,11.0132,135571.0
2010-09-08,10.8629,11.1211,10.7511,11.0517,211998.0
2010-09-09,11.071,11.6721,10.9708,11.6259,518903.0
2010-09-10,11.6374,11.9457,11.6297,11.8532,524451.0
2010-09-11,11.6374,11.9457,11.6297,11.8532,524451.0
2010-09-12,11.6374,11.9457,11.6297,11.8532,524451.0
2010-09-13,12.0228,12.1692,11.9765,12.0921,538081.0
2010-09-14,12.1769,12.2154,11.8802,12.0228,294348.0
2010-09-15,12.0151,12.2501,11.9534,12.1923,512838.0
2010-09-16,12.1769,12.2925,11.9919,12.2617,445491.0
2010-09-17,12.331,12.5622,12.3156,12.3465,634622.0
2010-09-18,12.331,12.5622,12.3156,12.3465,634622.0
2010-09-19,12.331,12.5622,12.3156,12.3465,634622.0
2010-09-20,12.3426,12.6971,12.2887,12.6933,449317.0
2010-09-21,12.7087,12.8744,12.5969,12.7279,446861.0
2010-09-22,12.8012,12.8705,12.4043,12.6663,319638.0
2010-09-23,12.9476,13.0093,12.5006,12.8166,494133.0
2010-09-24,12.6933,13.2405,12.57,13.148,369592.0
2010-09-25,12.6933,13.2405,12.57,13.148,369592.0
2010-09-26,12.6933,13.2405,12.57,13.148,369592.0
2010-09-27,13.1788,13.4485,13.0632,13.2636,353842.0
2010-09-28,13.2405,13.306,12.9746,13.2135,286660.0
2010-09-29,13.1865,13.3175,12.99,13.1672,195929.0
2010-09-30,13.0054,13.41,12.99,13.252,266515.0
2010-10-01,13.3445,13.4794,13.252,13.2944,315675.0
2010-10-02,13.3445,13.4794,13.252,13.2944,315675.0
2010-10-03,13.3445,13.4794,13.252,13.2944,315675.0
2010-10-04,13.3329,13.3715,12.9553,12.9823,341117.0
2010-10-05,12.9245,13.3098,12.7588,13.2713,283665.0
2010-10-06,13.3561,13.4447,13.2443,13.3291,169559.0
2010-10-07,13.3021,13.4871,13.252,13.3329,335429.0
2010-10-08,13.3368,13.383,13.148,13.3753,176385.0
2010-10-09,13.3368,13.383,13.148,13.3753,176385.0
2010-10-10,13.3368,13.383,13.148,13.3753,176385.0
2010-10-11,13.3715,13.8262,13.3715,13.7298,291897.0
2010-10-12,13.6027,14.4813,13.3946,14.3156,729113.0
2010-10-13,14.489,15.2173,14.489,14.9822,932656.0
2010-10-14,15.1826,15.1826,14.7202,15.0439,463846.0
2010-10-15,15.1055,15.1518,14.7973,15.0439,634511.0
2010-10-16,15.1055,15.1518,14.7973,15.0439,634511.0
2010-10-17,15.1055,15.1518,14.7973,15.0439,634511.0
2010-10-18,15.3252,15.6296,14.6123,14.7703,1345061.0
2010-10-19,14.8358,15.2365,14.7973,15.0554,561971.0
2010-10-20,14.1807,14.3503,13.988,14.2539,3021989.0
2010-10-21,14.2616,14.5005,14.1807,14.5005,974695.0
2010-10-22,14.5506,14.8974,14.4774,14.6316,1067382.0
2010-10-23,14.5506,14.8974,14.4774,14.6316,1067382.0
2010-10-24,14.5506,14.8974,14.4774,14.6316,1067382.0
2010-10-25,14.7549,14.8666,14.6585,14.8127,666507.0
2010-10-26,14.8743,14.9051,14.5892,14.5969,427628.0
2010-10-27,14.6123,14.7818,14.5044,14.6431,518526.0
2010-10-28,14.6585,14.7202,14.4196,14.4851,334096.0
2010-10-29,14.489,15.067,14.4389,14.9206,712760.0
2010-10-30,14.489,15.067,14.4389,14.9206,712760.0
2010-10-31,14.489,15.067,14.4389,14.9206,712760.0
2010-11-01,14.9899,15.0208,14.751,14.8782,249516.0
2010-11-02,14.8512,14.9899,14.7587,14.9129,343544.0
2010-11-03,14.8127,14.9013,14.6084,14.647,297925.0
2010-11-04,14.7587,14.9437,14.7317,14.8743,357844.0
2010-11-05,14.9129,15.1325,14.8743,14.9013,446119.0
2010-11-06,14.9129,15.1325,14.8743,14.9013,446119.0
2010-11-07,14.9129,15.1325,14.8743,14.9013,446119.0
2010-11-08,14.936,15.0786,14.8204,14.8743,179081.0
2010-11-09,14.9167,15.1017,14.8743,15.0208,313505.0
2010-11-10,14.9514,15.0747,14.2231,14.5005,458332.0
2010-11-11,14.5275,14.6431,14.4081,14.4928,175000.0
2010-11-12,14.1923,14.4504,14.0651,14.3695,337452.0
2010-11-13,14.1923,14.4504,14.0651,14.3695,337452.0
2010-11-14,14.1923,14.4504,14.0651,14.3695,337452.0
2010-11-15,14.1807,14.7973,14.1807,14.6894,239606.0
2010-11-16,14.6123,14.6123,14.0651,14.0689,297083.0
2010-11-17,14.0651,14.2539,14.0651,14.1345,328193.0
2010-11-18,14.1807,14.9206,14.1807,14.7973,512252.0
2010-11-19,14.8127,14.8358,14.5275,14.7857,279973.0
2010-11-20,14.8127,14.8358,14.5275,14.7857,279973.0
2010-11-21,14.8127,14.8358,14.5275,14.7857,279973.0
2010-11-22,14.8358,14.8859,14.5391,14.566,441331.0
2010-11-23,14.4389,14.6354,14.0689,14.0805,359062.0
2010-11-24,14.0805,14.5969,14.0651,14.5583,418016.0
2010-11-25,14.489,14.8666,14.489,14.7356,329328.0
2010-11-26,14.6508,14.7202,14.3734,14.6393,257756.0
2010-11-27,14.6508,14.7202,14.3734,14.6393,257756.0
2010-11-28,14.6508,14.7202,14.3734,14.6393,257756.0
2010-11-29,14.6816,14.7549,14.0921,14.0921,286637.0
2010-11-30,14.1036,14.2385,13.7838,14.0767,690753.0
2010-12-01,14.2424,15.198,14.2308,15.1364,781462.0
2010-12-02,15.1903,15.41,15.04,15.3714,528702.0
2010-12-03,15.4138,16.4041,15.3367,16.304,1353100.0
2010-12-04,15.4138,16.4041,15.3367,16.304,1353100.0
2010-12-05,15.4138,16.4041,15.3367,16.304,1353100.0
2010-12-06,16.2924,16.2924,15.8993,16.2192,662350.0
2010-12-07,16.304,16.9552,16.223,16.6546,683362.0
2010-12-08,16.6238,16.7471,16.4581,16.5082,551505.0
2010-12-09,16.5698,16.8627,15.9302,15.9648,676147.0
2010-12-10,15.9803,16.4735,15.9803,16.354,452399.0
2010-12-11,15.9803,16.4735,15.9803,16.354,452399.0
2010-12-12,15.9803,16.4735,15.9803,16.354,452399.0
2010-12-13,16.5159,16.8319,16.4851,16.7625,420801.0
2010-12-14,16.7625,16.801,16.4157,16.5313,434743.0
2010-12-15,16.5313,16.8319,16.1228,16.7741,468392.0
2010-12-16,16.6084,16.7625,16.4542,16.5737,228776.0
2010-12-17,16.5005,16.8203,16.4966,16.4966,329713.0
2010-12-18,16.5005,16.8203,16.4966,16.4966,329713.0
2010-12-19,16.5005,16.8203,16.4966,16.4966,329713.0
2010-12-20,16.4542,16.6469,16.1806,16.1845,311214.0
2010-12-21,16.2192,16.5698,16.1922,16.5352,355069.0
2010-12-22,16.5313,17.0284,16.4542,16.959,462376.0
2010-12-23,16.9937,17.329,16.9783,17.1825,342528.0
2010-12-24,17.1864,17.2596,16.882,16.882,78773.0
2010-12-25,17.1864,17.2596,16.882,16.882,78773.0
2010-12-26,17.1864,17.2596,16.882,16.882,78773.0
2010-12-27,16.7933,16.8242,16.1691,16.1691,459404.0
2010-12-28,16.1845,16.6122,16.1845,16.4504,307188.0
2010-12-29,16.4735,16.6777,16.4735,16.6392,123814.0
2010-12-30,16.5698,16.7009,16.4157,16.6315,145015.0
2010-12-31,16.3463,16.67,16.3463,16.67,64513.0
2011-01-01,16.3463,16.67,16.3463,16.67,64513.0
2011-01-02,16.3463,16.67,16.3463,16.67,64513.0
2011-01-03,16.8588,17.4484,16.7394,17.3174,374679.0
2011-01-04,17.4561,18.169,17.117,17.7259,773635.0
2011-01-05,17.6873,18.065,17.5794,17.9648,493762.0
2011-01-06,18.0342,18.5852,17.9956,18.2076,668740.0
2011-01-07,18.4195,18.9127,18.2615,18.8781,788717.0
2011-01-08,18.4195,18.9127,18.2615,18.8781,788717.0
2011-01-09,18.4195,18.9127,18.2615,18.8781,788717.0
2011-01-10,19.2673,19.7297,18.7509,19.0977,2155313.0
2011-01-11,19.2557,19.7952,19.1285,19.6603,978725.0
2011-01-12,19.7682,20.1112,19.6526,19.8183,970115.0
2011-01-13,19.7682,19.8992,19.1247,19.2133,724400.0
2011-01-14,19.1902,19.3829,18.8665,19.0669,536789.0
2011-01-15,19.1902,19.3829,18.8665,19.0669,536789.0
2011-01-16,19.1902,19.3829,18.8665,19.0669,536789.0
2011-01-17,19.2249,19.3636,18.8935,19.1362,337854.0
2011-01-18,19.3405,19.7065,19.2595,19.5331,493203.0
2011-01-19,19.6526,19.6526,19.2017,19.2017,595995.0
2011-01-20,19.2287,19.2673,17.8299,18.3155,1520405.0
2011-01-21,18.4118,18.7432,18.0496,18.1652,713752.0
2011-01-22,18.4118,18.7432,18.0496,18.1652,713752.0
2011-01-23,18.4118,18.7432,18.0496,18.1652,713752.0
2011-01-24,18.643,18.7278,17.5949,17.8492,1110765.0
2011-01-25,18.0727,18.4233,17.9185,18.2962,980538.0
2011-01-26,18.4889,19.4676,18.4889,19.4561,870357.0
2011-01-27,19.5331,20.011,19.3829,19.7143,981804.0
2011-01-28,19.8067,20.3848,19.6526,19.9917,952751.0
2011-01-29,19.8067,20.3848,19.6526,19.9917,952751.0
2011-01-30,19.8067,20.3848,19.6526,19.9917,952751.0
2011-01-31,19.6911,19.8491,19.3212,19.5254,899809.0
2011-02-01,19.7952,19.8838,19.3135,19.6526,558873.0
2011-02-02,19.7682,19.8414,18.5582,18.8665,943280.0
2011-02-03,18.8819,19.6449,18.4388,19.4214,923169.0
2011-02-04,19.537,19.537,19.2634,19.4561,415626.0
2011-02-05,19.537,19.537,19.2634,19.4561,415626.0
2011-02-06,19.537,19.537,19.2634,19.4561,415626.0
2011-02-07,19.537,19.7759,19.1632,19.7759,648524.0
2011-02-08,20.5004,21.8491,20.4888,21.6371,2445561.0
2011-02-09,22.034,22.7045,21.2749,21.614,2283549.0
2011-02-10,21.9261,21.9261,20.8279,21.0052,1083894.0
2011-02-11,21.0784,22.2151,20.9358,22.1419,688394.0
2011-02-12,21.0784,22.2151,20.9358,22.1419,688394.0
2011-02-13,21.0784,22.2151,20.9358,22.1419,688394.0
2011-02-14,22.4155,22.8124,22.35,22.6583,839761.0
2011-02-15,22.7354,22.7354,22.4271,22.5042,545327.0
2011-02-16,22.8895,23.1091,22.5311,22.9974,584107.0
2011-02-17,23.1631,23.3134,21.8491,22.0957,1018898.0
2011-02-18,22.1882,22.3115,21.6718,22.1381,398141.0
2011-02-19,22.1882,22.3115,21.6718,22.1381,398141.0
2011-02-20,22.1882,22.3115,21.6718,22.1381,398141.0
2011-02-21,22.2344,22.35,21.6641,21.7103,426316.0
2011-02-22,21.4945,21.6795,20.8549,21.3558,899948.0
2011-02-23,21.352,21.7566,21.0013,21.1593,572689.0
2011-02-24,21.0052,21.0938,20.4618,20.8433,602250.0
2011-02-25,21.194,21.5947,21.1863,21.5947,688564.0
2011-02-26,21.194,21.5947,21.1863,21.5947,688564.0
2011-02-27,21.194,21.5947,21.1863,21.5947,688564.0
2011-02-28,21.8414,21.957,21.325,21.7142,503604.0
2011-03-01,21.9415,22.5196,21.8876,22.0803,857502.0
2011-03-02,21.745,21.8105,21.2402,21.4984,710438.0
2011-03-03,21.8876,21.9454,21.4445,21.4753,362403.0
2011-03-04,21.6564,21.8105,20.9628,21.194,495284.0
2011-03-05,21.6564,21.8105,20.9628,21.194,495284.0
2011-03-06,21.6564,21.8105,20.9628,21.194,495284.0
2011-03-07,21.0591,21.5023,20.8857,21.063,417857.0
2011-03-08,21.2325,21.5755,20.878,21.2441,756200.0
2011-03-09,21.3173,21.5292,21.1786,21.271,368405.0
2011-03-10,21.194,21.3635,20.5042,20.6005,434742.0
2011-03-11,20.3,20.4233,19.88,20.0649,564324.0
2011-03-12,20.3,20.4233,19.88,20.0649,564324.0
2011-03-13,20.3,20.4233,19.88,20.0649,564324.0
2011-03-14,20.0379,20.3231,19.5023,19.6719,476108.0
