,OTP HB Equity,OTP HB Equity,OTP HB Equity,OTP HB Equity,OTP HB Equity
2013-06-23,3750.5,3773.9,3598.1,3598.1,2214861.0
2013-06-24,3589.2,3689.2,3579.6,3629.6,1618649.0
2013-06-25,3678.0,3748.9,3662.6,3690.1,1078827.0
2013-06-26,3710.2,3786.8,3686.0,3778.8,1574014.0
2013-06-27,3788.5,3803.0,3745.7,3774.7,567219.0
2013-06-28,3774.7,3835.2,3760.2,3835.2,1100969.0
2013-06-29,3774.7,3835.2,3760.2,3835.2,1100969.0
2013-06-30,3774.7,3835.2,3760.2,3835.2,1100969.0
2013-07-01,3810.2,3855.4,3782.8,3790.1,1112836.0
2013-07-02,3786.8,3805.4,3726.3,3726.3,770480.0
2013-07-03,3711.0,3733.6,3658.6,3710.2,851326.0
2013-07-04,3714.2,3908.6,3714.2,3873.1,1382626.0
2013-07-05,3911.9,3966.7,3895.7,3897.3,1940870.0
2013-07-06,3911.9,3966.7,3895.7,3897.3,1940870.0
2013-07-07,3911.9,3966.7,3895.7,3897.3,1940870.0
2013-07-08,3913.5,3966.7,3903.8,3966.7,1383904.0
2013-07-09,3968.3,4048.2,3968.3,4040.9,1423249.0
2013-07-10,4039.3,4107.0,4021.6,4081.2,1768794.0
2013-07-11,4113.5,4152.2,3948.2,3980.4,2276530.0
2013-07-12,3992.5,4069.1,3992.5,4069.1,897277.0
2013-07-13,3992.5,4069.1,3992.5,4069.1,897277.0
2013-07-14,3992.5,4069.1,3992.5,4069.1,897277.0
2013-07-15,4081.2,4108.7,4073.2,4102.2,839397.0
2013-07-16,4105.4,4113.5,4049.0,4057.0,726969.0
2013-07-17,4055.4,4055.4,3891.7,3909.4,1961632.0
2013-07-18,3863.5,3869.9,3684.4,3726.3,4467441.0
2013-07-19,3690.1,3702.2,3185.9,3387.6,8487646.0
2013-07-20,3690.1,3702.2,3185.9,3387.6,8487646.0
2013-07-21,3690.1,3702.2,3185.9,3387.6,8487646.0
2013-07-22,3306.9,3445.7,3218.2,3406.1,2966016.0
2013-07-23,3379.5,3460.2,3323.1,3424.7,1458521.0
2013-07-24,3386.8,3593.3,3347.3,3585.2,2566958.0
2013-07-25,3629.6,3682.0,3598.9,3661.8,2308711.0
2013-07-26,3669.9,3749.7,3609.4,3660.2,1451521.0
2013-07-27,3669.9,3749.7,3609.4,3660.2,1451521.0
2013-07-28,3669.9,3749.7,3609.4,3660.2,1451521.0
2013-07-29,3629.6,3641.7,3456.1,3508.6,1347866.0
2013-07-30,3516.6,3589.2,3406.9,3587.6,1209443.0
2013-07-31,3589.2,3653.8,3508.6,3653.8,1290768.0
2013-08-01,3653.8,3653.8,3540.8,3603.7,619132.0
2013-08-02,3629.6,3629.6,3528.7,3548.9,499905.0
2013-08-03,3629.6,3629.6,3528.7,3548.9,499905.0
2013-08-04,3629.6,3629.6,3528.7,3548.9,499905.0
2013-08-05,3532.8,3563.4,3496.5,3508.6,518844.0
2013-08-06,3488.4,3527.9,3436.8,3444.9,541721.0
2013-08-07,3444.0,3572.3,3413.4,3548.9,859322.0
2013-08-08,3569.1,3644.9,3533.6,3637.6,694237.0
2013-08-09,3629.6,3669.9,3613.4,3622.3,705061.0
2013-08-10,3629.6,3669.9,3613.4,3622.3,705061.0
2013-08-11,3629.6,3669.9,3613.4,3622.3,705061.0
2013-08-12,3606.2,3667.5,3577.1,3649.7,572789.0
2013-08-13,3634.4,3669.9,3584.4,3605.4,418416.0
2013-08-14,3617.5,3649.7,3589.2,3627.9,614521.0
2013-08-15,3647.3,3661.8,3490.0,3490.0,1182050.0
2013-08-16,3476.3,3532.8,3454.5,3499.7,1051663.0
2013-08-17,3476.3,3532.8,3454.5,3499.7,1051663.0
2013-08-18,3476.3,3532.8,3454.5,3499.7,1051663.0
2013-08-19,3476.3,3532.8,3454.5,3499.7,1051663.0
2013-08-20,3476.3,3532.8,3454.5,3499.7,1051663.0
2013-08-21,3460.2,3468.2,3391.6,3452.1,1197500.0
2013-08-22,3427.9,3467.4,3387.6,3458.6,1004853.0
2013-08-23,3466.6,3500.5,3444.0,3500.5,577836.0
2013-08-24,3466.6,3500.5,3444.0,3500.5,577836.0
2013-08-25,3466.6,3500.5,3444.0,3500.5,577836.0
2013-08-26,3476.3,3514.2,3461.0,3487.6,315972.0
2013-08-27,3459.4,3482.8,3364.2,3379.5,1172904.0
2013-08-28,3347.3,3466.6,3315.0,3427.9,1203189.0
2013-08-29,3431.9,3456.1,3377.1,3404.5,396800.0
2013-08-30,3402.9,3444.9,3363.4,3419.0,534671.0
2013-08-31,3402.9,3444.9,3363.4,3419.0,534671.0
2013-09-01,3402.9,3444.9,3363.4,3419.0,534671.0
2013-09-02,3452.1,3505.3,3445.7,3476.3,530568.0
2013-09-03,3474.7,3477.1,3427.9,3444.0,557371.0
2013-09-04,3430.3,3460.2,3392.4,3405.3,362749.0
2013-09-05,3401.3,3444.0,3381.1,3436.0,545061.0
2013-09-06,3419.9,3426.3,3335.2,3375.5,890398.0
2013-09-07,3419.9,3426.3,3335.2,3375.5,890398.0
2013-09-08,3419.9,3426.3,3335.2,3375.5,890398.0
2013-09-09,3352.1,3371.5,3311.8,3331.1,502927.0
2013-09-10,3371.5,3427.1,3339.2,3427.1,984258.0
2013-09-11,3432.8,3488.4,3396.5,3488.4,946981.0
2013-09-12,3470.7,3492.4,3441.6,3472.3,688559.0
2013-09-13,3471.5,3496.5,3444.9,3493.2,543452.0
2013-09-14,3471.5,3496.5,3444.9,3493.2,543452.0
2013-09-15,3471.5,3496.5,3444.9,3493.2,543452.0
2013-09-16,3527.1,3548.9,3511.0,3540.0,882803.0
2013-09-17,3539.2,3571.5,3509.4,3569.1,1025323.0
2013-09-18,3559.4,3577.1,3540.8,3561.0,707965.0
2013-09-19,3629.6,3645.7,3500.5,3552.9,1747574.0
2013-09-20,3544.9,3548.9,3431.9,3456.1,1702958.0
2013-09-21,3544.9,3548.9,3431.9,3456.1,1702958.0
2013-09-22,3544.9,3548.9,3431.9,3456.1,1702958.0
2013-09-23,3452.1,3468.2,3419.9,3444.0,859141.0
2013-09-24,3431.9,3474.7,3431.9,3468.2,598357.0
2013-09-25,3444.9,3468.2,3442.4,3465.8,352469.0
2013-09-26,3464.2,3492.4,3431.9,3492.4,682661.0
2013-09-27,3500.5,3528.7,3485.2,3513.4,547927.0
2013-09-28,3500.5,3528.7,3485.2,3513.4,547927.0
2013-09-29,3500.5,3528.7,3485.2,3513.4,547927.0
2013-09-30,3465.8,3508.6,3436.0,3508.6,711248.0
2013-10-01,3489.2,3503.7,3468.2,3491.6,604151.0
2013-10-02,3488.4,3500.5,3452.1,3465.8,773349.0
2013-10-03,3468.2,3476.3,3435.2,3452.1,432466.0
2013-10-04,3450.5,3452.1,3413.4,3415.8,536709.0
2013-10-05,3450.5,3452.1,3413.4,3415.8,536709.0
2013-10-06,3450.5,3452.1,3413.4,3415.8,536709.0
2013-10-07,3410.2,3410.2,3340.8,3370.7,1227211.0
2013-10-08,3348.1,3427.1,3347.3,3398.9,662256.0
2013-10-09,3415.8,3415.8,3377.9,3388.4,512030.0
2013-10-10,3403.7,3488.4,3394.8,3484.4,493858.0
2013-10-11,3506.2,3522.3,3484.4,3516.6,785665.0
2013-10-12,3506.2,3522.3,3484.4,3516.6,785665.0
2013-10-13,3506.2,3522.3,3484.4,3516.6,785665.0
2013-10-14,3495.7,3495.7,3436.8,3440.0,394574.0
2013-10-15,3448.9,3528.7,3448.1,3505.3,764012.0
2013-10-16,3507.8,3539.2,3484.4,3508.6,1360646.0
2013-10-17,3516.6,3532.8,3484.4,3524.7,521098.0
2013-10-18,3526.3,3550.5,3508.6,3536.8,609373.0
2013-10-19,3526.3,3550.5,3508.6,3536.8,609373.0
2013-10-20,3526.3,3550.5,3508.6,3536.8,609373.0
2013-10-21,3540.8,3605.4,3536.8,3605.4,892329.0
2013-10-22,3592.5,3632.8,3577.1,3613.4,1208291.0
2013-10-23,3592.5,3632.8,3577.1,3613.4,1208291.0
2013-10-24,3593.3,3655.4,3590.8,3641.7,1510752.0
2013-10-25,3629.6,3678.8,3617.5,3629.6,952484.0
2013-10-26,3629.6,3678.8,3617.5,3629.6,952484.0
2013-10-27,3629.6,3678.8,3617.5,3629.6,952484.0
2013-10-28,3638.4,3649.7,3528.7,3528.7,899994.0
2013-10-29,3548.9,3584.4,3527.9,3584.4,352682.0
2013-10-30,3589.2,3644.9,3582.8,3629.6,989485.0
2013-10-31,3611.8,3645.7,3589.2,3645.7,1213914.0
2013-11-01,3611.8,3645.7,3589.2,3645.7,1213914.0
2013-11-02,3611.8,3645.7,3589.2,3645.7,1213914.0
2013-11-03,3611.8,3645.7,3589.2,3645.7,1213914.0
2013-11-04,3659.4,3807.0,3632.0,3784.4,2339201.0
2013-11-05,3794.1,3888.5,3760.2,3798.1,1841505.0
2013-11-06,3822.3,3863.5,3815.1,3855.4,807424.0
2013-11-07,3851.4,3859.4,3650.5,3674.7,2666985.0
2013-11-08,3629.6,3653.8,3598.1,3641.7,1067387.0
2013-11-09,3629.6,3653.8,3598.1,3641.7,1067387.0
2013-11-10,3629.6,3653.8,3598.1,3641.7,1067387.0
2013-11-11,3654.6,3657.0,3590.8,3629.6,476961.0
2013-11-12,3630.4,3686.0,3589.2,3589.2,460542.0
2013-11-13,3589.2,3605.4,3494.9,3494.9,1619565.0
2013-11-14,3552.1,3661.0,3552.1,3612.6,1589783.0
2013-11-15,3629.6,3648.9,3609.4,3628.8,623237.0
2013-11-16,3629.6,3648.9,3609.4,3628.8,623237.0
2013-11-17,3629.6,3648.9,3609.4,3628.8,623237.0
2013-11-18,3644.1,3644.1,3602.1,3621.5,423597.0
2013-11-19,3610.2,3610.2,3545.7,3557.0,390891.0
2013-11-20,3551.3,3555.4,3499.7,3512.6,493578.0
2013-11-21,3484.4,3582.0,3473.1,3582.0,641836.0
2013-11-22,3569.1,3585.2,3536.0,3536.8,425092.0
2013-11-23,3569.1,3585.2,3536.0,3536.8,425092.0
2013-11-24,3569.1,3585.2,3536.0,3536.8,425092.0
2013-11-25,3532.8,3560.2,3512.6,3526.3,382330.0
2013-11-26,3526.3,3532.8,3448.9,3448.9,1760288.0
2013-11-27,3481.2,3551.3,3477.9,3524.7,781314.0
2013-11-28,3555.4,3593.3,3555.4,3592.5,381525.0
2013-11-29,3585.2,3620.7,3561.0,3620.7,607703.0
2013-11-30,3585.2,3620.7,3561.0,3620.7,607703.0
2013-12-01,3585.2,3620.7,3561.0,3620.7,607703.0
2013-12-02,3617.5,3637.6,3593.3,3628.8,712475.0
2013-12-03,3605.4,3620.7,3532.8,3532.8,654091.0
2013-12-04,3535.2,3548.9,3488.4,3523.1,845846.0
2013-12-05,3508.6,3548.9,3459.4,3459.4,648679.0
2013-12-06,3468.2,3508.6,3398.1,3431.9,1211010.0
2013-12-07,3468.2,3508.6,3398.1,3431.9,1211010.0
2013-12-08,3468.2,3508.6,3398.1,3431.9,1211010.0
2013-12-09,3460.2,3468.2,3375.5,3387.6,1238552.0
2013-12-10,3399.7,3425.5,3367.4,3379.5,986164.0
2013-12-11,3371.5,3387.6,3359.4,3387.6,550962.0
2013-12-12,3355.3,3371.5,3348.1,3351.3,659676.0
2013-12-13,3351.3,3389.2,3348.1,3383.6,852739.0
2013-12-14,3351.3,3389.2,3348.1,3383.6,852739.0
2013-12-15,3351.3,3389.2,3348.1,3383.6,852739.0
2013-12-16,3367.4,3565.0,3352.1,3477.1,2556399.0
2013-12-17,3500.5,3507.8,3421.5,3427.9,1031264.0
2013-12-18,3445.7,3445.7,3373.1,3403.7,858344.0
2013-12-19,3436.0,3436.0,3383.6,3395.7,1023681.0
2013-12-20,3387.6,3395.7,3302.9,3306.9,2947910.0
2013-12-21,3387.6,3395.7,3302.9,3306.9,2947910.0
2013-12-22,3387.6,3395.7,3302.9,3306.9,2947910.0
2013-12-23,3311.8,3330.3,3255.3,3273.9,849893.0
2013-12-24,3311.8,3330.3,3255.3,3273.9,849893.0
2013-12-25,3311.8,3330.3,3255.3,3273.9,849893.0
2013-12-26,3311.8,3330.3,3255.3,3273.9,849893.0
2013-12-27,3311.8,3330.3,3255.3,3273.9,849893.0
2013-12-28,3311.8,3330.3,3255.3,3273.9,849893.0
2013-12-29,3311.8,3330.3,3255.3,3273.9,849893.0
2013-12-30,3262.6,3334.4,3262.6,3306.9,672861.0
2013-12-31,3262.6,3334.4,3262.6,3306.9,672861.0
2014-01-01,3262.6,3334.4,3262.6,3306.9,672861.0
2014-01-02,3323.1,3395.7,3313.4,3323.1,445824.0
2014-01-03,3355.3,3386.8,3306.9,3386.8,334395.0
2014-01-04,3355.3,3386.8,3306.9,3386.8,334395.0
2014-01-05,3355.3,3386.8,3306.9,3386.8,334395.0
2014-01-06,3363.4,3398.9,3355.3,3364.2,487715.0
2014-01-07,3379.5,3411.8,3365.8,3395.7,487306.0
2014-01-08,3379.5,3464.2,3379.5,3436.0,822845.0
2014-01-09,3429.5,3505.3,3429.5,3497.3,1413242.0
2014-01-10,3490.0,3539.2,3490.0,3538.4,1343734.0
2014-01-11,3490.0,3539.2,3490.0,3538.4,1343734.0
2014-01-12,3490.0,3539.2,3490.0,3538.4,1343734.0
2014-01-13,3540.0,3597.3,3531.2,3597.3,1629145.0
2014-01-14,3541.6,3625.5,3516.6,3581.2,1151421.0
2014-01-15,3581.2,3629.6,3575.5,3614.2,1091870.0
2014-01-16,3598.1,3636.8,3597.3,3612.6,917566.0
2014-01-17,3605.4,3639.2,3557.8,3563.4,973142.0
2014-01-18,3605.4,3639.2,3557.8,3563.4,973142.0
2014-01-19,3605.4,3639.2,3557.8,3563.4,973142.0
2014-01-20,3537.6,3574.7,3524.7,3574.7,431036.0
2014-01-21,3561.0,3710.2,3561.0,3710.2,2371851.0
2014-01-22,3710.2,3723.9,3621.5,3698.1,1001115.0
2014-01-23,3686.0,3734.4,3673.9,3694.1,1194078.0
2014-01-24,3704.6,3708.6,3501.3,3508.6,1919374.0
2014-01-25,3704.6,3708.6,3501.3,3508.6,1919374.0
2014-01-26,3704.6,3708.6,3501.3,3508.6,1919374.0
2014-01-27,3507.8,3507.8,3412.6,3427.9,1739654.0
2014-01-28,3460.2,3492.4,3436.0,3436.0,1143500.0
2014-01-29,3468.2,3539.2,3318.2,3371.5,2795655.0
2014-01-30,3371.5,3423.9,3327.9,3398.1,1203715.0
2014-01-31,3403.7,3440.0,3372.3,3419.9,1658277.0
2014-02-01,3403.7,3440.0,3372.3,3419.9,1658277.0
2014-02-02,3403.7,3440.0,3372.3,3419.9,1658277.0
2014-02-03,3413.4,3440.0,3340.0,3363.4,1525529.0
2014-02-04,3347.3,3410.2,3323.1,3387.6,1234392.0
2014-02-05,3403.7,3456.1,3391.6,3403.7,732784.0
2014-02-06,3418.2,3457.8,3403.7,3450.5,685098.0
2014-02-07,3460.2,3472.3,3414.2,3444.0,825811.0
2014-02-08,3460.2,3472.3,3414.2,3444.0,825811.0
2014-02-09,3460.2,3472.3,3414.2,3444.0,825811.0
2014-02-10,3452.1,3454.5,3414.2,3436.0,476950.0
2014-02-11,3436.0,3467.4,3416.6,3438.4,429557.0
2014-02-12,3444.0,3456.1,3340.8,3367.4,1309578.0
2014-02-13,3386.0,3386.0,3320.6,3371.5,567487.0
2014-02-14,3377.9,3427.9,3337.6,3395.7,1578099.0
2014-02-15,3377.9,3427.9,3337.6,3395.7,1578099.0
2014-02-16,3377.9,3427.9,3337.6,3395.7,1578099.0
2014-02-17,3418.2,3441.6,3391.6,3427.9,314440.0
2014-02-18,3427.9,3448.1,3387.6,3411.8,1011484.0
2014-02-19,3387.6,3407.8,3286.0,3339.2,1100074.0
2014-02-20,3330.3,3345.6,3294.8,3345.6,917202.0
2014-02-21,3356.1,3411.8,3342.4,3411.8,847905.0
2014-02-22,3356.1,3411.8,3342.4,3411.8,847905.0
2014-02-23,3356.1,3411.8,3342.4,3411.8,847905.0
2014-02-24,3387.6,3415.8,3375.5,3409.4,262053.0
2014-02-25,3410.2,3411.0,3345.6,3359.4,540402.0
2014-02-26,3359.4,3363.4,3284.3,3306.1,1129461.0
2014-02-27,3302.9,3323.1,3115.0,3157.7,2295779.0
2014-02-28,3167.4,3246.4,3167.4,3217.4,1305729.0
2014-03-01,3167.4,3246.4,3167.4,3217.4,1305729.0
2014-03-02,3167.4,3246.4,3167.4,3217.4,1305729.0
2014-03-03,3048.8,3060.9,2900.4,3048.8,3180217.0
2014-03-04,3138.4,3246.4,3123.8,3242.4,1813036.0
2014-03-05,3266.6,3316.6,3223.0,3255.3,1762596.0
2014-03-06,3255.3,3306.9,3169.8,3185.9,1324731.0
2014-03-07,3129.5,3174.7,3061.7,3096.4,1469974.0
2014-03-08,3129.5,3174.7,3061.7,3096.4,1469974.0
2014-03-09,3129.5,3174.7,3061.7,3096.4,1469974.0
2014-03-10,3060.9,3103.7,2984.3,2999.6,1375344.0
2014-03-11,3029.5,3048.0,2898.8,2934.3,1819953.0
2014-03-12,2936.7,2959.3,2871.4,2959.3,1728123.0
2014-03-13,2984.3,2998.0,2867.4,2867.4,1311750.0
2014-03-14,2845.6,2922.2,2823.0,2922.2,1228175.0
2014-03-15,2845.6,2922.2,2823.0,2922.2,1228175.0
2014-03-16,2845.6,2922.2,2823.0,2922.2,1228175.0
2014-03-17,2935.1,3073.0,2911.7,3065.0,1377387.0
2014-03-18,3103.7,3226.3,3081.9,3178.7,3786671.0
2014-03-19,3207.7,3261.8,3147.2,3227.1,1540459.0
2014-03-20,3181.9,3254.5,3160.9,3206.1,1110416.0
2014-03-21,3262.6,3305.3,3105.3,3105.3,2657358.0
2014-03-22,3262.6,3305.3,3105.3,3105.3,2657358.0
2014-03-23,3262.6,3305.3,3105.3,3105.3,2657358.0
2014-03-24,3163.4,3210.1,3117.4,3169.0,820853.0
2014-03-25,3168.2,3235.1,3168.2,3210.9,671634.0
2014-03-26,3235.1,3306.9,3235.1,3306.9,1259420.0
2014-03-27,3292.4,3387.6,3266.6,3343.2,2342650.0
2014-03-28,3387.6,3431.9,3375.5,3411.8,1195445.0
2014-03-29,3387.6,3431.9,3375.5,3411.8,1195445.0
2014-03-30,3387.6,3431.9,3375.5,3411.8,1195445.0
2014-03-31,3444.0,3456.1,3352.1,3445.7,1524100.0
2014-04-01,3450.5,3468.2,3423.1,3468.2,904436.0
2014-04-02,3482.0,3507.8,3429.5,3507.8,790875.0
2014-04-03,3507.8,3507.8,3452.9,3496.5,911279.0
2014-04-04,3491.6,3495.7,3421.5,3488.4,1015052.0
2014-04-05,3491.6,3495.7,3421.5,3488.4,1015052.0
2014-04-06,3491.6,3495.7,3421.5,3488.4,1015052.0
2014-04-07,3457.8,3520.7,3436.8,3508.6,1057601.0
2014-04-08,3476.3,3540.8,3457.0,3540.8,1787762.0
2014-04-09,3528.7,3592.5,3526.3,3589.2,1652907.0
2014-04-10,3589.2,3627.1,3554.5,3581.2,1344471.0
2014-04-11,3532.8,3555.4,3452.1,3476.3,2475209.0
2014-04-12,3532.8,3555.4,3452.1,3476.3,2475209.0
2014-04-13,3532.8,3555.4,3452.1,3476.3,2475209.0
2014-04-14,3436.0,3492.4,3412.6,3492.4,1384999.0
2014-04-15,3469.1,3484.4,3365.0,3371.5,1260273.0
2014-04-16,3419.9,3425.5,3354.5,3371.5,1242901.0
2014-04-17,3411.8,3490.8,3388.4,3490.8,744354.0
2014-04-18,3411.8,3490.8,3388.4,3490.8,744354.0
2014-04-19,3411.8,3490.8,3388.4,3490.8,744354.0
2014-04-20,3411.8,3490.8,3388.4,3490.8,744354.0
2014-04-21,3411.8,3490.8,3388.4,3490.8,744354.0
2014-04-22,3484.4,3547.3,3472.3,3547.3,678211.0
2014-04-23,3548.9,3548.9,3492.4,3492.4,435261.0
2014-04-24,3501.3,3516.6,3411.8,3412.6,574145.0
2014-04-25,3427.1,3427.1,3310.2,3327.9,1575451.0
2014-04-26,3427.1,3427.1,3310.2,3327.9,1575451.0
2014-04-27,3427.1,3427.1,3310.2,3327.9,1575451.0
2014-04-28,3335.2,3381.1,3306.9,3372.3,920060.0
2014-04-29,3396.5,3438.4,3389.2,3420.7,587582.0
2014-04-30,3373.9,3431.1,3348.1,3396.5,1353149.0
2014-05-01,3373.9,3431.1,3348.1,3396.5,1353149.0
2014-05-02,3373.9,3431.1,3348.1,3396.5,1353149.0
2014-05-03,3373.9,3431.1,3348.1,3396.5,1353149.0
2014-05-04,3373.9,3431.1,3348.1,3396.5,1353149.0
2014-05-05,3387.6,3402.1,3355.3,3387.6,751055.0
2014-05-06,3388.4,3483.6,3375.5,3480.3,650243.0
2014-05-07,3487.6,3549.7,3452.1,3548.1,1183188.0
2014-05-08,3516.6,3613.4,3500.5,3613.4,2228792.0
2014-05-09,3597.3,3618.3,3561.0,3593.3,1019120.0
2014-05-10,3597.3,3618.3,3561.0,3593.3,1019120.0
2014-05-11,3597.3,3618.3,3561.0,3593.3,1019120.0
2014-05-12,3597.3,3622.3,3573.1,3621.5,437069.0
2014-05-13,3623.1,3627.9,3506.2,3517.4,832787.0
2014-05-14,3532.8,3560.2,3509.4,3542.4,826849.0
2014-05-15,3536.8,3609.4,3508.6,3508.6,1184089.0
2014-05-16,3532.8,3621.5,3503.7,3621.5,1270203.0
2014-05-17,3532.8,3621.5,3503.7,3621.5,1270203.0
2014-05-18,3532.8,3621.5,3503.7,3621.5,1270203.0
2014-05-19,3621.5,3698.1,3594.1,3678.8,2342351.0
2014-05-20,3693.3,3738.4,3669.9,3738.4,1130634.0
2014-05-21,3726.3,3778.8,3686.8,3778.8,1724031.0
2014-05-22,3831.2,3850.6,3782.8,3831.2,1777064.0
2014-05-23,3831.2,3871.5,3815.1,3871.5,1441806.0
2014-05-24,3831.2,3871.5,3815.1,3871.5,1441806.0
2014-05-25,3831.2,3871.5,3815.1,3871.5,1441806.0
2014-05-26,3871.5,3899.8,3848.1,3875.6,620342.0
2014-05-27,3869.9,3890.9,3798.9,3815.1,1212727.0
2014-05-28,3814.3,3843.3,3792.5,3839.3,1444054.0
2014-05-29,3855.0,3903.3,3845.0,3890.8,1003748.0
2014-05-30,3890.8,4039.0,3870.0,4039.0,2339579.0
2014-05-31,3890.8,4039.0,3870.0,4039.0,2339579.0
2014-06-01,3890.8,4039.0,3870.0,4039.0,2339579.0
2014-06-02,4030.6,4136.3,4024.8,4057.3,1863424.0
2014-06-03,4036.5,4046.4,3939.9,3978.2,2132689.0
2014-06-04,3911.6,3953.2,3881.7,3953.2,1364194.0
2014-06-05,3937.4,3993.2,3836.7,3853.4,1398862.0
2014-06-06,3855.0,3905.8,3800.1,3905.8,1232277.0
2014-06-07,3855.0,3905.8,3800.1,3905.8,1232277.0
2014-06-08,3855.0,3905.8,3800.1,3905.8,1232277.0
2014-06-09,3855.0,3905.8,3800.1,3905.8,1232277.0
2014-06-10,3931.6,3962.4,3812.6,3824.2,1387660.0
2014-06-11,3828.4,3828.4,3657.8,3728.5,3228889.0
2014-06-12,3743.5,3777.6,3666.9,3745.2,1293328.0
2014-06-13,3724.4,3739.3,3679.4,3716.0,427291.0
2014-06-14,3724.4,3739.3,3679.4,3716.0,427291.0
2014-06-15,3724.4,3739.3,3679.4,3716.0,427291.0
2014-06-16,3693.6,3786.8,3656.1,3745.2,1207346.0
2014-06-17,3746.8,3761.8,3703.6,3728.5,1831746.0
2014-06-18,3707.7,3748.5,3695.2,3744.3,1098105.0
2014-06-19,3745.2,3816.7,3733.5,3790.9,1080457.0
2014-06-20,3803.4,3820.1,3756.0,3756.0,627840.0
2014-06-21,3803.4,3820.1,3756.0,3756.0,627840.0
2014-06-22,3803.4,3820.1,3756.0,3756.0,627840.0
2014-06-23,3757.7,3799.3,3748.5,3761.8,343255.0
2014-06-24,3776.0,3776.0,3695.2,3703.6,953930.0
2014-06-25,3686.9,3703.6,3630.3,3661.9,793349.0
2014-06-26,3684.4,3684.4,3623.7,3645.3,395775.0
2014-06-27,3653.6,3703.6,3628.7,3680.3,379142.0
2014-06-28,3653.6,3703.6,3628.7,3680.3,379142.0
2014-06-29,3653.6,3703.6,3628.7,3680.3,379142.0
2014-06-30,3628.7,3648.6,3591.2,3618.7,721372.0
2014-07-01,3612.0,3653.6,3549.6,3562.1,951836.0
2014-07-02,3571.2,3578.7,3512.1,3570.4,817170.0
2014-07-03,3577.9,3588.7,3528.8,3588.7,423470.0
2014-07-04,3537.1,3537.1,3443.1,3527.9,1099610.0
2014-07-05,3537.1,3537.1,3443.1,3527.9,1099610.0
2014-07-06,3537.1,3537.1,3443.1,3527.9,1099610.0
2014-07-07,3445.6,3537.1,3433.1,3537.1,980998.0
2014-07-08,3552.1,3552.1,3497.2,3504.6,1478832.0
2014-07-09,3507.1,3508.0,3428.1,3446.4,947368.0
2014-07-10,3453.9,3453.9,3337.4,3450.5,1215774.0
2014-07-11,3417.3,3460.5,3392.3,3412.3,750308.0
2014-07-12,3417.3,3460.5,3392.3,3412.3,750308.0
2014-07-13,3417.3,3460.5,3392.3,3412.3,750308.0
2014-07-14,3428.9,3478.8,3428.9,3458.0,339013.0
2014-07-15,3470.5,3489.7,3413.9,3421.4,321303.0
2014-07-16,3428.9,3445.6,3398.1,3437.2,600577.0
2014-07-17,3428.9,3445.6,3412.3,3438.1,305761.0
2014-07-18,3407.3,3455.5,3405.6,3453.9,450550.0
2014-07-19,3407.3,3455.5,3405.6,3453.9,450550.0
2014-07-20,3407.3,3455.5,3405.6,3453.9,450550.0
2014-07-21,3470.5,3470.5,3428.9,3458.9,234289.0
2014-07-22,3470.5,3478.8,3457.2,3466.4,369220.0
2014-07-23,3473.9,3478.8,3463.9,3474.7,290225.0
2014-07-24,3463.0,3473.0,3438.1,3473.0,289123.0
2014-07-25,3472.2,3473.0,3444.7,3453.9,608874.0
2014-07-26,3472.2,3473.0,3444.7,3453.9,608874.0
2014-07-27,3472.2,3473.0,3444.7,3453.9,608874.0
2014-07-28,3466.4,3478.0,3412.3,3478.0,664489.0
2014-07-29,3478.8,3491.3,3447.2,3483.8,267398.0
2014-07-30,3487.2,3528.8,3482.2,3503.8,641489.0
2014-07-31,3487.2,3508.0,3370.7,3391.5,1097357.0
2014-08-01,3384.8,3412.3,3354.8,3399.8,1086840.0
2014-08-02,3384.8,3412.3,3354.8,3399.8,1086840.0
2014-08-03,3384.8,3412.3,3354.8,3399.8,1086840.0
2014-08-04,3412.3,3413.1,3375.6,3387.3,681968.0
2014-08-05,3399.8,3411.4,3342.4,3362.3,534709.0
2014-08-06,3345.7,3345.7,3254.1,3258.3,2051768.0
2014-08-07,3245.8,3262.5,3181.7,3181.7,1743379.0
2014-08-08,3162.6,3230.0,3131.8,3159.3,1892522.0
2014-08-09,3162.6,3230.0,3131.8,3159.3,1892522.0
2014-08-10,3162.6,3230.0,3131.8,3159.3,1892522.0
2014-08-11,3205.0,3245.8,3179.2,3225.0,1026859.0
2014-08-12,3101.0,3165.9,3101.0,3158.4,1633046.0
2014-08-13,3162.6,3258.3,3156.8,3246.6,689339.0
2014-08-14,3258.3,3261.6,3212.5,3245.8,1289287.0
2014-08-15,3245.8,3335.7,3245.8,3293.3,1241909.0
2014-08-16,3245.8,3335.7,3245.8,3293.3,1241909.0
2014-08-17,3245.8,3335.7,3245.8,3293.3,1241909.0
2014-08-18,3296.6,3395.6,3296.6,3349.8,528801.0
2014-08-19,3403.1,3415.6,3372.3,3401.4,815113.0
2014-08-20,3403.1,3415.6,3372.3,3401.4,815113.0
2014-08-21,3435.6,3465.5,3403.9,3462.2,1153222.0
2014-08-22,3466.4,3468.0,3352.3,3352.3,1121691.0
2014-08-23,3466.4,3468.0,3352.3,3352.3,1121691.0
2014-08-24,3466.4,3468.0,3352.3,3352.3,1121691.0
2014-08-25,3389.0,3436.4,3379.8,3411.4,324077.0
