,UNAT NA Equity,UNAT NA Equity,UNAT NA Equity,UNAT NA Equity,UNAT NA Equity
2010-06-24,16.4243,16.4243,15.919,15.919,8543.0
2010-06-25,16.1085,16.319,15.933,16.319,24856.0
2010-06-26,16.1085,16.319,15.933,16.319,24856.0
2010-06-27,16.1085,16.319,15.933,16.319,24856.0
2010-06-28,16.0172,16.2208,15.9365,16.2208,3305.0
2010-06-29,15.9365,16.0699,15.6206,15.6206,21361.0
2010-06-30,15.7926,15.8628,15.7786,15.8347,3650.0
2010-07-01,15.5856,15.7575,15.3223,15.3223,13579.0
2010-07-02,15.7926,15.7926,15.2802,15.3996,4284.0
2010-07-03,15.7926,15.7926,15.2802,15.3996,4284.0
2010-07-04,15.7926,15.7926,15.2802,15.3996,4284.0
2010-07-05,15.7926,15.7926,15.2065,15.2065,2644.0
2010-07-06,15.2627,15.5996,15.2627,15.582,2694.0
2010-07-07,15.5119,15.7224,15.3785,15.7224,6071.0
2010-07-08,15.7224,15.8839,15.7084,15.8839,4986.0
2010-07-09,15.8839,15.9927,15.8839,15.9927,2000.0
2010-07-10,15.8839,15.9927,15.8839,15.9927,2000.0
2010-07-11,15.8839,15.9927,15.8839,15.9927,2000.0
2010-07-12,15.8558,16.0734,15.8558,16.0418,3747.0
2010-07-13,16.1506,16.5015,16.1506,16.3541,21363.0
2010-07-14,16.4805,16.6349,16.4384,16.6208,41517.0
2010-07-15,15.5259,16.6981,15.5259,16.2313,6187.0
2010-07-16,16.4103,16.4699,16.1365,16.3611,4363.0
2010-07-17,16.4103,16.4699,16.1365,16.3611,4363.0
2010-07-18,16.4103,16.4699,16.1365,16.3611,4363.0
2010-07-19,16.4103,16.4103,16.133,16.3611,1647.0
2010-07-20,16.0172,16.3857,15.9821,16.3857,5307.0
2010-07-21,15.7996,16.5507,15.7996,16.5507,10104.0
2010-07-22,16.5507,16.7402,16.5507,16.7402,2306.0
2010-07-23,15.8382,16.9156,15.8382,16.9156,15388.0
2010-07-24,15.8382,16.9156,15.8382,16.9156,15388.0
2010-07-25,15.8382,16.9156,15.8382,16.9156,15388.0
2010-07-26,16.9507,16.9507,16.5717,16.691,4554.0
2010-07-27,16.5331,16.5436,16.2839,16.3682,6366.0
2010-07-28,16.2348,16.3471,16.0664,16.1085,3150.0
2010-07-29,16.2278,16.2488,15.6943,15.6943,15461.0
2010-07-30,16.0734,16.0734,15.6943,15.8803,5691.0
2010-07-31,16.0734,16.0734,15.6943,15.8803,5691.0
2010-08-01,16.0734,16.0734,15.6943,15.8803,5691.0
2010-08-02,16.1436,16.1436,15.8628,15.8944,2880.0
2010-08-03,15.9681,15.9997,15.7189,15.7926,12123.0
2010-08-04,15.7224,16.0137,15.6242,16.0137,9708.0
2010-08-05,15.582,15.8593,15.1328,15.4417,52667.0
2010-08-06,15.4276,15.4276,14.6871,14.8802,46264.0
2010-08-07,15.4276,15.4276,14.6871,14.8802,46264.0
2010-08-08,15.4276,15.4276,14.6871,14.8802,46264.0
2010-08-09,15.0205,15.1749,14.8977,15.1749,5672.0
2010-08-10,14.9854,15.2171,14.8872,15.2171,10307.0
2010-08-11,15.2086,15.2759,14.8117,14.9463,22532.0
2010-08-12,15.0243,15.2227,15.0243,15.0314,10461.0
2010-08-13,15.1483,15.2227,14.9463,15.2227,10184.0
2010-08-14,15.1483,15.2227,14.9463,15.2227,10184.0
2010-08-15,15.1483,15.2227,14.9463,15.2227,10184.0
2010-08-16,15.1377,15.1377,14.2943,14.2943,26217.0
2010-08-17,15.1341,15.1341,14.9889,15.0952,6626.0
2010-08-18,15.0243,15.2723,14.918,15.2723,7727.0
2010-08-19,15.2298,15.244,14.9605,14.9605,2661.0
2010-08-20,14.9782,15.0243,14.7975,14.9074,18495.0
2010-08-21,14.9782,15.0243,14.7975,14.9074,18495.0
2010-08-22,14.9782,15.0243,14.7975,14.9074,18495.0
2010-08-23,14.8826,14.9605,14.8436,14.8826,3817.0
2010-08-24,15.1908,15.1908,14.6522,14.7692,16198.0
2010-08-25,14.6203,14.8259,14.6203,14.7656,1334.0
2010-08-26,14.9251,15.12,14.9215,15.0207,4264.0
2010-08-27,14.9499,15.1625,14.9215,15.1625,4953.0
2010-08-28,14.9499,15.1625,14.9215,15.1625,4953.0
2010-08-29,14.9499,15.1625,14.9215,15.1625,4953.0
2010-08-30,15.1625,15.1625,14.8294,15.12,4831.0
2010-08-31,14.879,14.9605,14.7763,14.957,26944.0
2010-09-01,14.8436,15.2688,14.8436,15.1767,4085.0
2010-09-02,15.5097,15.5097,15.0668,15.3361,8005.0
2010-09-03,15.3503,15.4389,15.0562,15.4389,6952.0
2010-09-04,15.3503,15.4389,15.0562,15.4389,6952.0
2010-09-05,15.3503,15.4389,15.0562,15.4389,6952.0
2010-09-06,15.1837,15.2263,15.0845,15.2227,5924.0
2010-09-07,15.5523,15.5523,15.0456,15.1589,9048.0
2010-09-08,15.5097,15.5097,14.9853,15.3007,4824.0
2010-09-09,15.3964,15.4849,15.2086,15.3432,10823.0
2010-09-10,15.4885,15.5204,15.3857,15.5204,14965.0
2010-09-11,15.4885,15.5204,15.3857,15.5204,14965.0
2010-09-12,15.4885,15.5204,15.3857,15.5204,14965.0
2010-09-13,15.5133,15.5487,15.3538,15.3538,7648.0
2010-09-14,15.2511,15.4531,15.2511,15.3893,11572.0
2010-09-15,15.5239,15.5239,15.166,15.2263,15492.0
2010-09-16,15.3786,15.3786,15.2617,15.2617,3915.0
2010-09-17,15.2475,15.4637,15.166,15.3751,18156.0
2010-09-18,15.2475,15.4637,15.166,15.3751,18156.0
2010-09-19,15.2475,15.4637,15.166,15.3751,18156.0
2010-09-20,15.2369,15.5983,15.2369,15.5381,12053.0
2010-09-21,15.6976,15.6976,15.4601,15.5346,18784.0
2010-09-22,15.5735,15.5735,15.3397,15.4849,8774.0
2010-09-23,15.2369,15.4743,15.0952,15.4531,3438.0
2010-09-24,15.4141,15.5912,15.3786,15.3786,7182.0
2010-09-25,15.4141,15.5912,15.3786,15.3786,7182.0
2010-09-26,15.4141,15.5912,15.3786,15.3786,7182.0
2010-09-27,15.5983,15.857,15.5983,15.6019,15791.0
2010-09-28,15.5912,15.8641,15.4034,15.6515,38234.0
2010-09-29,15.6763,15.8995,15.6161,15.6338,14345.0
2010-09-30,15.4176,15.8039,15.3964,15.655,15686.0
2010-10-01,15.3786,15.5912,15.2369,15.2369,12668.0
2010-10-02,15.3786,15.5912,15.2369,15.2369,12668.0
2010-10-03,15.3786,15.5912,15.2369,15.2369,12668.0
2010-10-04,15.5877,15.5877,15.2334,15.3397,21968.0
2010-10-05,15.3113,15.4566,15.3042,15.4212,6112.0
2010-10-06,15.5912,15.6267,15.3397,15.3397,5662.0
2010-10-07,15.4743,15.5239,15.3786,15.3786,3018.0
2010-10-08,15.4495,15.4991,15.166,15.4991,6394.0
2010-10-09,15.4495,15.4991,15.166,15.4991,6394.0
2010-10-10,15.4495,15.4991,15.166,15.4991,6394.0
2010-10-11,15.5735,15.5735,15.0881,15.1022,22198.0
2010-10-12,15.1306,15.1306,14.7798,14.9889,39047.0
2010-10-13,15.244,15.3078,15.1837,15.2298,5398.0
2010-10-14,15.166,15.3609,15.166,15.1696,10428.0
2010-10-15,15.1448,15.446,15.081,15.446,2631.0
2010-10-16,15.1448,15.446,15.081,15.446,2631.0
2010-10-17,15.1448,15.446,15.081,15.446,2631.0
2010-10-18,14.9534,15.1802,14.9534,15.0278,9475.0
2010-10-19,14.8896,14.9711,14.8613,14.8861,23396.0
2010-10-20,14.8861,15.0385,14.8861,14.9215,10758.0
2010-10-21,14.9889,15.4495,14.9889,15.2901,17796.0
2010-10-22,15.5912,15.5912,15.1306,15.2298,34932.0
2010-10-23,15.5912,15.5912,15.1306,15.2298,34932.0
2010-10-24,15.5912,15.5912,15.1306,15.2298,34932.0
2010-10-25,14.9959,15.4779,14.9959,15.2759,21155.0
2010-10-26,15.1341,15.2511,15.0987,15.1306,18070.0
2010-10-27,15.3432,15.3432,15.0172,15.3326,9958.0
2010-10-28,15.1377,15.2227,14.9889,15.0456,16333.0
2010-10-29,14.9747,15.1271,14.9747,15.1271,3756.0
2010-10-30,14.9747,15.1271,14.9747,15.1271,3756.0
2010-10-31,14.9747,15.1271,14.9747,15.1271,3756.0
2010-11-01,15.2369,15.2511,14.9853,15.1448,17298.0
2010-11-02,15.3397,15.3397,15.0066,15.1873,9625.0
2010-11-03,15.166,15.3007,15.1022,15.1377,15011.0
2010-11-04,15.3432,16.0023,15.3397,16.0023,21987.0
2010-11-05,15.8464,16.144,15.8464,15.981,19563.0
2010-11-06,15.8464,16.144,15.8464,15.981,19563.0
2010-11-07,15.8464,16.144,15.8464,15.981,19563.0
2010-11-08,16.144,16.144,15.7968,15.9704,16179.0
2010-11-09,16.1547,16.1547,15.9172,16.0058,9496.0
2010-11-10,16.2369,16.2369,15.7433,15.8792,11644.0
2010-11-11,15.9472,16.0044,15.915,15.9794,19947.0
2010-11-12,15.8792,15.8792,15.5895,15.5895,6751.0
2010-11-13,15.8792,15.8792,15.5895,15.5895,6751.0
2010-11-14,15.8792,15.8792,15.5895,15.5895,6751.0
2010-11-15,15.7004,16.0259,15.7004,15.9508,7041.0
2010-11-16,15.8757,15.9186,15.7791,15.7791,28419.0
2010-11-17,15.7362,15.94,15.7362,15.94,7058.0
2010-11-18,15.9508,16.2226,15.9508,16.2118,19023.0
2010-11-19,15.8506,16.3191,15.8506,16.3191,11772.0
2010-11-20,15.8506,16.3191,15.8506,16.3191,11772.0
2010-11-21,15.8506,16.3191,15.8506,16.3191,11772.0
2010-11-22,16.3585,16.3585,16.1332,16.1332,29761.0
2010-11-23,15.8685,16.0366,15.797,15.8184,7050.0
2010-11-24,15.89,16.0831,15.8792,16.0831,13997.0
2010-11-25,16.0902,16.0902,15.8435,15.9365,6002.0
2010-11-26,15.9114,15.9758,15.7362,15.9758,18195.0
2010-11-27,15.9114,15.9758,15.7362,15.9758,18195.0
2010-11-28,15.9114,15.9758,15.7362,15.9758,18195.0
2010-11-29,15.8113,15.9829,15.6754,15.6825,20500.0
2010-11-30,15.6897,15.8041,15.5431,15.5895,15199.0
2010-12-01,15.5466,15.8363,15.5216,15.8077,9499.0
2010-12-02,15.7612,16.0402,15.7362,16.0402,1956.0
2010-12-03,15.6682,16.0545,15.6682,16.0437,2557.0
2010-12-04,15.6682,16.0545,15.6682,16.0437,2557.0
2010-12-05,15.6682,16.0545,15.6682,16.0437,2557.0
2010-12-06,15.7362,16.0616,15.7362,16.0545,14810.0
2010-12-07,16.2691,16.7912,16.2691,16.6625,20477.0
2010-12-08,16.4908,16.7769,16.4765,16.641,15289.0
2010-12-09,16.641,16.7125,16.4264,16.4264,36158.0
2010-12-10,16.6768,16.709,16.6195,16.6195,4462.0
2010-12-11,16.6768,16.709,16.6195,16.6195,4462.0
2010-12-12,16.6768,16.709,16.6195,16.6195,4462.0
2010-12-13,16.8055,16.8413,16.7197,16.7984,18572.0
2010-12-14,16.8055,16.8341,16.6625,16.7662,8636.0
2010-12-15,16.5945,16.7876,16.5945,16.7876,9615.0
2010-12-16,16.6124,16.9629,16.6124,16.8878,15825.0
2010-12-17,16.8449,16.9307,16.8341,16.9057,9240.0
2010-12-18,16.8449,16.9307,16.8341,16.9057,9240.0
2010-12-19,16.8449,16.9307,16.8341,16.9057,9240.0
2010-12-20,16.9021,17.131,16.8484,16.9414,23785.0
2010-12-21,17.1596,17.1596,16.8771,17.0308,6405.0
2010-12-22,16.9343,17.0022,16.8949,16.9414,13640.0
2010-12-23,16.8234,17.0344,16.8234,17.0058,8136.0
2010-12-24,17.1596,17.1596,16.9843,16.9843,2283.0
2010-12-25,17.1596,17.1596,16.9843,16.9843,2283.0
2010-12-26,17.1596,17.1596,16.9843,16.9843,2283.0
2010-12-27,17.0666,17.0666,16.7698,16.9092,9820.0
2010-12-28,17.1596,17.1596,16.9522,16.97,12902.0
2010-12-29,16.8842,17.1667,16.8842,17.1238,17040.0
2010-12-30,17.0416,17.063,16.8627,16.8914,15862.0
2010-12-31,16.8771,16.8771,16.7876,16.7876,2416.0
2011-01-01,16.8771,16.8771,16.7876,16.7876,2416.0
2011-01-02,16.8771,16.8771,16.7876,16.7876,2416.0
2011-01-03,16.7912,17.1381,16.7912,17.0165,12105.0
2011-01-04,16.9593,16.9915,16.9343,16.9772,1247.0
2011-01-05,17.1632,17.1632,16.6017,16.709,17535.0
2011-01-06,16.7376,16.8878,16.5874,16.6875,17912.0
2011-01-07,16.5266,16.8341,16.4765,16.8341,13915.0
2011-01-08,16.5266,16.8341,16.4765,16.8341,13915.0
2011-01-09,16.5266,16.8341,16.4765,16.8341,13915.0
2011-01-10,16.5266,16.5909,16.4622,16.5266,8481.0
2011-01-11,16.4622,16.6732,16.4586,16.5731,8515.0
2011-01-12,16.4944,16.6124,16.4765,16.5588,5407.0
2011-01-13,16.7018,16.7018,16.2333,16.405,20251.0
2011-01-14,16.3442,16.3978,16.0974,16.362,16172.0
2011-01-15,16.3442,16.3978,16.0974,16.362,16172.0
2011-01-16,16.3442,16.3978,16.0974,16.362,16172.0
2011-01-17,16.2905,16.3442,16.2011,16.2691,10045.0
2011-01-18,16.2726,16.3656,16.2655,16.2941,9220.0
2011-01-19,16.5552,16.5552,16.2476,16.2476,11876.0
2011-01-20,16.101,16.2583,16.0724,16.2154,12588.0
2011-01-21,16.5731,16.5731,16.1653,16.3907,11847.0
2011-01-22,16.5731,16.5731,16.1653,16.3907,11847.0
2011-01-23,16.5731,16.5731,16.1653,16.3907,11847.0
2011-01-24,16.1653,16.4872,16.1653,16.312,21382.0
2011-01-25,16.3084,16.312,15.8649,15.9543,21973.0
2011-01-26,15.7719,16.0437,15.7719,15.9293,14404.0
2011-01-27,15.9508,15.9508,15.5216,15.797,39857.0
2011-01-28,15.797,15.797,15.4894,15.5717,18569.0
2011-01-29,15.797,15.797,15.4894,15.5717,18569.0
2011-01-30,15.797,15.797,15.4894,15.5717,18569.0
2011-01-31,15.5431,15.5967,15.3964,15.5967,21341.0
2011-02-01,15.5574,15.704,15.5216,15.6575,5494.0
2011-02-02,15.8935,15.8935,15.6539,15.8935,7537.0
2011-02-03,16.0688,16.2655,15.5931,15.7362,32448.0
2011-02-04,15.7648,15.7648,15.5252,15.7111,16710.0
2011-02-05,15.7648,15.7648,15.5252,15.7111,16710.0
2011-02-06,15.7648,15.7648,15.5252,15.7111,16710.0
2011-02-07,15.6646,15.7862,15.6039,15.7827,55857.0
2011-02-08,15.6611,15.7755,15.6039,15.7147,18478.0
2011-02-09,15.9913,15.9913,15.5725,15.7674,18432.0
2011-02-10,16.031,16.031,15.6122,15.883,11739.0
2011-02-11,15.8794,15.8794,15.5869,15.7999,34874.0
2011-02-12,15.8794,15.8794,15.5869,15.7999,34874.0
2011-02-13,15.8794,15.8794,15.5869,15.7999,34874.0
2011-02-14,15.7422,15.8757,15.6483,15.7313,10266.0
2011-02-15,15.7494,15.8577,15.7277,15.7783,12842.0
2011-02-16,15.7494,16.5004,15.7205,15.7819,115668.0
2011-02-17,15.7133,15.9082,15.6952,15.7963,18790.0
2011-02-18,15.7746,15.9263,15.7205,15.9263,12498.0
2011-02-19,15.7746,15.9263,15.7205,15.9263,12498.0
2011-02-20,15.7746,15.9263,15.7205,15.9263,12498.0
2011-02-21,15.8469,15.9588,15.836,15.836,7614.0
2011-02-22,15.7783,15.8469,15.7385,15.7927,35228.0
2011-02-23,15.7566,15.7963,15.6627,15.6627,13446.0
2011-02-24,15.7494,15.7494,15.5905,15.6266,40009.0
2011-02-25,15.5508,15.836,15.5508,15.7891,6358.0
2011-02-26,15.5508,15.836,15.5508,15.7891,6358.0
2011-02-27,15.5508,15.836,15.5508,15.7891,6358.0
2011-02-28,15.8866,15.8974,15.7024,15.8974,9732.0
2011-03-01,16.1357,16.1357,15.7241,15.7422,13588.0
2011-03-02,15.7422,15.8035,15.6591,15.7205,11759.0
2011-03-03,15.706,15.8108,15.5363,15.5363,13570.0
2011-03-04,15.7891,15.7891,15.5652,15.5652,13412.0
2011-03-05,15.7891,15.7891,15.5652,15.5652,13412.0
2011-03-06,15.7891,15.7891,15.5652,15.5652,13412.0
2011-03-07,15.5363,15.7927,15.5363,15.6266,3067.0
2011-03-08,15.7422,15.7855,15.7097,15.7133,3205.0
2011-03-09,15.7783,15.9082,15.7783,15.7963,12111.0
2011-03-10,15.8505,15.8974,15.7891,15.8866,31480.0
2011-03-11,15.8866,15.8866,15.6844,15.7999,14284.0
2011-03-12,15.8866,15.8866,15.6844,15.7999,14284.0
2011-03-13,15.8866,15.8866,15.6844,15.7999,14284.0
2011-03-14,15.6772,15.6808,15.54,15.54,5027.0
