,AKZA NA Equity,AKZA NA Equity,AKZA NA Equity,AKZA NA Equity,AKZA NA Equity
2010-02-23,24.5421,24.5606,23.8894,23.9729,1765463.0
2010-02-24,23.8801,24.0069,23.181,23.4532,2187775.0
2010-02-25,23.3914,23.5182,22.9026,22.9985,1946534.0
2010-02-26,23.1594,23.2151,22.5871,23.1037,2135302.0
2010-02-27,23.1594,23.2151,22.5871,23.1037,2135302.0
2010-02-28,23.1594,23.2151,22.5871,23.1037,2135302.0
2010-03-01,23.3202,23.4471,23.0264,23.4471,2055246.0
2010-03-02,23.4594,23.9822,23.4501,23.9203,1306709.0
2010-03-03,23.9049,24.7988,23.8585,24.6813,2106679.0
2010-03-04,24.6101,24.6782,24.2668,24.4586,1313653.0
2010-03-05,24.6534,24.8359,24.4493,24.6936,1165228.0
2010-03-06,24.6534,24.8359,24.4493,24.6936,1165228.0
2010-03-07,24.6534,24.8359,24.4493,24.6936,1165228.0
2010-03-08,24.8328,24.8576,24.6782,24.7462,922627.0
2010-03-09,24.8916,25.1484,24.805,25.0772,1575734.0
2010-03-10,25.1514,25.4391,25.0865,25.303,1380939.0
2010-03-11,25.2783,25.3896,25.1205,25.2721,1062717.0
2010-03-12,25.4422,25.4422,25.2226,25.3401,1085259.0
2010-03-13,25.4422,25.4422,25.2226,25.3401,1085259.0
2010-03-14,25.4422,25.4422,25.2226,25.3401,1085259.0
2010-03-15,25.3649,25.4268,25.2721,25.3092,819015.0
2010-03-16,25.3896,25.6433,25.2628,25.5443,819736.0
2010-03-17,25.668,25.7515,25.4886,25.7113,1080480.0
2010-03-18,25.5969,25.7608,25.535,25.6959,1045530.0
2010-03-19,25.8691,25.8691,25.4546,25.6278,1689681.0
2010-03-20,25.8691,25.8691,25.4546,25.6278,1689681.0
2010-03-21,25.8691,25.8691,25.4546,25.6278,1689681.0
2010-03-22,25.6,25.6,25.1638,25.5629,897642.0
2010-03-23,25.6,25.7361,25.3618,25.6433,757739.0
2010-03-24,25.7268,25.9588,25.4515,25.569,1185145.0
2010-03-25,25.4762,25.5752,25.2226,25.436,1135446.0
2010-03-26,25.2752,25.5907,25.17,25.4793,847997.0
2010-03-27,25.2752,25.5907,25.17,25.4793,847997.0
2010-03-28,25.2752,25.5907,25.17,25.4793,847997.0
2010-03-29,25.5907,25.6835,25.4268,25.6464,530383.0
2010-03-30,25.832,26.0887,25.7825,26.0176,705525.0
2010-03-31,25.999,26.1042,25.8846,26.1042,873130.0
2010-04-01,26.1568,26.5713,26.1568,26.5713,897812.0
2010-04-02,26.1568,26.5713,26.1568,26.5713,897812.0
2010-04-03,26.1568,26.5713,26.1568,26.5713,897812.0
2010-04-04,26.1568,26.5713,26.1568,26.5713,897812.0
2010-04-05,26.1568,26.5713,26.1568,26.5713,897812.0
2010-04-06,26.7445,27.0012,26.6641,27.0012,998446.0
2010-04-07,26.9827,26.9981,26.7785,26.9146,831343.0
2010-04-08,26.7909,26.7909,26.4444,26.5775,909469.0
2010-04-09,26.7569,26.8806,26.4877,26.6579,769954.0
2010-04-10,26.7569,26.8806,26.4877,26.6579,769954.0
2010-04-11,26.7569,26.8806,26.4877,26.6579,769954.0
2010-04-12,26.927,27.06,26.7197,26.9115,966112.0
2010-04-13,26.7476,27.2209,26.6764,26.76,1128761.0
2010-04-14,26.9456,27.0353,26.5991,26.9548,930326.0
2010-04-15,26.9208,27.1033,26.7414,26.8589,635518.0
2010-04-16,26.7538,27.1745,26.7043,26.7971,984731.0
2010-04-17,26.7538,27.1745,26.7043,26.7971,984731.0
2010-04-18,26.7538,27.1745,26.7043,26.7971,984731.0
2010-04-19,26.7538,27.1899,26.6486,26.9889,1159143.0
2010-04-20,27.0012,27.2673,26.7476,27.0755,956373.0
2010-04-21,27.1281,27.4467,27.0786,27.125,1034991.0
2010-04-22,27.2889,27.623,26.9486,27.0724,1402023.0
2010-04-23,28.2107,28.7675,27.9632,28.4365,3590483.0
2010-04-24,28.2107,28.7675,27.9632,28.4365,3590483.0
2010-04-25,28.2107,28.7675,27.9632,28.4365,3590483.0
2010-04-26,28.7799,29.7357,28.7799,29.5099,1829390.0
2010-04-27,29.5717,29.7202,28.3592,28.3592,2166397.0
2010-04-28,28.3592,28.6097,27.5518,27.6632,2422039.0
2010-04-29,28.0127,28.6933,27.4931,28.6469,1716299.0
2010-04-30,28.9475,29.2989,28.2291,28.2702,1644646.0
2010-05-01,28.9475,29.2989,28.2291,28.2702,1644646.0
2010-05-02,28.9475,29.2989,28.2291,28.2702,1644646.0
2010-05-03,28.2924,28.6374,27.9537,28.5804,710345.0
2010-05-04,28.4886,28.6437,27.2416,27.3112,1869286.0
2010-05-05,27.4346,27.6752,26.5579,26.8048,1885638.0
2010-05-06,26.4851,27.2194,26.4851,26.9251,1586199.0
2010-05-07,26.0958,26.7447,25.5546,25.9439,2235488.0
2010-05-08,26.0958,26.7447,25.5546,25.9439,2235488.0
2010-05-09,26.0958,26.7447,25.5546,25.9439,2235488.0
2010-05-10,26.7637,27.2796,26.3332,27.2194,1586787.0
2010-05-11,26.8776,27.0802,26.6719,26.8111,1172468.0
2010-05-12,26.6244,27.2954,26.3712,27.096,1690494.0
2010-05-13,27.5106,27.7796,27.3619,27.672,988555.0
2010-05-14,27.5486,27.6246,26.8143,26.9093,1066660.0
2010-05-15,27.5486,27.6246,26.8143,26.9093,1066660.0
2010-05-16,27.5486,27.6246,26.8143,26.9093,1066660.0
2010-05-17,26.5896,27.0422,26.501,26.7637,902364.0
2010-05-18,27.1561,27.4948,26.8396,27.327,894238.0
2010-05-19,27.2194,27.2194,26.5136,26.6845,1091474.0
2010-05-20,26.7542,26.8586,25.4027,25.9123,1598871.0
2010-05-21,25.7952,25.9091,25.2223,25.8743,1720735.0
2010-05-22,25.7952,25.9091,25.2223,25.8743,1720735.0
2010-05-23,25.7952,25.9091,25.2223,25.8743,1720735.0
2010-05-24,25.9661,26.1401,25.4438,25.9091,690017.0
2010-05-25,25.3204,25.3426,24.8013,25.1716,1033445.0
2010-05-26,25.7793,26.2098,25.4375,25.8774,1412747.0
2010-05-27,26.08,26.6814,25.9534,26.6086,889221.0
2010-05-28,26.9093,26.9093,26.2224,26.3269,1030173.0
2010-05-29,26.9093,26.9093,26.2224,26.3269,1030173.0
2010-05-30,26.9093,26.9093,26.2224,26.3269,1030173.0
2010-05-31,26.1053,26.5358,26.1053,26.4282,256500.0
2010-06-01,26.118,26.5769,25.7508,26.4092,940947.0
2010-06-02,26.2731,26.6782,26.0167,26.6086,736463.0
2010-06-03,27.3144,27.3872,26.9409,27.0643,957315.0
2010-06-04,27.1435,27.5518,26.7478,26.9694,1246099.0
2010-06-05,27.1435,27.5518,26.7478,26.9694,1246099.0
2010-06-06,27.1435,27.5518,26.7478,26.9694,1246099.0
2010-06-07,26.4155,26.9346,26.2699,26.6244,780425.0
2010-06-08,26.7542,26.9124,26.08,26.2604,1034337.0
2010-06-09,26.4345,26.7352,26.1212,26.675,828405.0
2010-06-10,27.3017,27.4505,26.9472,27.2384,1094157.0
2010-06-11,27.3777,27.3777,26.8396,27.1466,887046.0
2010-06-12,27.3777,27.3777,26.8396,27.1466,887046.0
2010-06-13,27.3777,27.3777,26.8396,27.1466,887046.0
2010-06-14,27.3207,27.4536,27.1814,27.3112,623167.0
2010-06-15,27.1846,27.4252,27.1245,27.3365,963496.0
2010-06-16,27.5359,27.6752,27.2606,27.6752,1118474.0
2010-06-17,27.6499,28.3493,27.6056,28.2766,1539505.0
2010-06-18,28.3209,28.6342,28.0866,28.5076,1362379.0
2010-06-19,28.3209,28.6342,28.0866,28.5076,1362379.0
2010-06-20,28.3209,28.6342,28.0866,28.5076,1362379.0
2010-06-21,29.7451,29.9255,28.9412,29.1185,1509997.0
2010-06-22,28.8083,29.1881,28.8019,29.0678,813229.0
2010-06-23,28.6627,29.1596,28.6184,28.7766,679302.0
2010-06-24,29.0235,29.1058,28.3968,28.5139,996551.0
2010-06-25,28.4475,28.5456,27.9316,27.998,729941.0
2010-06-26,28.4475,28.5456,27.9316,27.998,729941.0
2010-06-27,28.4475,28.5456,27.9316,27.998,729941.0
2010-06-28,28.0518,28.2259,27.805,28.2259,800538.0
2010-06-29,28.0328,28.112,27.134,27.3524,924159.0
2010-06-30,27.2922,27.4505,27.0137,27.2226,1086140.0
2010-07-01,26.7605,27.2764,26.4377,26.656,895466.0
2010-07-02,26.9029,27.3049,26.7383,26.9536,895856.0
2010-07-03,26.9029,27.3049,26.7383,26.9536,895856.0
2010-07-04,26.9029,27.3049,26.7383,26.9536,895856.0
2010-07-05,27.0802,27.0802,26.7257,26.7257,354389.0
2010-07-06,26.9472,27.4948,26.9187,27.2163,991357.0
2010-07-07,26.8776,27.1371,26.4661,27.0928,922008.0
2010-07-08,27.3619,27.3619,27.0295,27.1625,1296484.0
2010-07-09,27.3017,27.4663,27.0612,27.3207,1087945.0
2010-07-10,27.3017,27.4663,27.0612,27.3207,1087945.0
2010-07-11,27.3017,27.4663,27.0612,27.3207,1087945.0
2010-07-12,27.3587,27.5486,27.0865,27.3777,644205.0
2010-07-13,27.422,28.4854,27.3967,28.4285,1214569.0
2010-07-14,28.5044,28.65,28.1658,28.438,584424.0
2010-07-15,28.324,28.7038,27.9664,28.1088,913381.0
2010-07-16,28.1658,28.3557,27.6815,27.8524,996647.0
2010-07-17,28.1658,28.3557,27.6815,27.8524,996647.0
2010-07-18,28.1658,28.3557,27.6815,27.8524,996647.0
2010-07-19,27.6752,27.9727,27.3429,27.441,627895.0
2010-07-20,27.5518,27.653,26.9536,27.2606,644224.0
2010-07-21,27.3967,27.8018,27.308,27.5296,879234.0
2010-07-22,27.4853,28.1531,27.3334,28.036,957792.0
2010-07-23,28.8811,29.59,28.6247,28.764,2233378.0
2010-07-24,28.8811,29.59,28.6247,28.764,2233378.0
2010-07-25,28.8811,29.59,28.6247,28.764,2233378.0
2010-07-26,29.0203,29.0868,28.4538,28.7386,772501.0
2010-07-27,28.6753,29.0298,28.5962,28.669,1178316.0
2010-07-28,28.8653,28.9697,28.7545,28.8969,1018215.0
2010-07-29,29.0203,29.3685,28.8336,28.8558,917168.0
2010-07-30,28.8684,28.9665,28.2924,28.6152,766023.0
2010-07-31,28.8684,28.9665,28.2924,28.6152,766023.0
2010-08-01,28.8684,28.9665,28.2924,28.6152,766023.0
2010-08-02,28.9729,29.5299,28.7545,29.4286,739602.0
2010-08-03,29.5046,29.5489,29.0868,29.302,592181.0
2010-08-04,29.2229,29.4223,28.9729,29.2704,464209.0
2010-08-05,29.416,29.5109,29.2039,29.359,674851.0
2010-08-06,29.397,29.7072,28.8304,28.9317,712858.0
2010-08-07,29.397,29.7072,28.8304,28.9317,712858.0
2010-08-08,29.397,29.7072,28.8304,28.9317,712858.0
2010-08-09,29.1881,29.2514,28.7323,28.8621,669843.0
2010-08-10,28.7925,28.8589,28.4854,28.6532,550924.0
2010-08-11,28.381,28.4348,27.7037,27.7575,991938.0
2010-08-12,27.5201,27.7322,27.2036,27.3967,1016427.0
2010-08-13,27.6435,27.6752,26.9536,27.3587,687709.0
2010-08-14,27.6435,27.6752,26.9536,27.3587,687709.0
2010-08-15,27.6435,27.6752,26.9536,27.3587,687709.0
2010-08-16,27.4157,27.6372,27.308,27.6151,716971.0
2010-08-17,27.6625,27.8398,27.4979,27.8303,605461.0
2010-08-18,27.7955,27.8113,27.5707,27.7986,488398.0
2010-08-19,27.9695,28.0423,27.5897,27.6562,841213.0
2010-08-20,27.5897,27.6562,26.9757,27.058,1322693.0
2010-08-21,27.5897,27.6562,26.9757,27.058,1322693.0
2010-08-22,27.5897,27.6562,26.9757,27.058,1322693.0
2010-08-23,27.0928,27.346,26.789,26.8428,951331.0
2010-08-24,26.6655,26.6687,25.811,26.1433,1055581.0
2010-08-25,26.08,26.3111,25.8141,26.0673,1074282.0
2010-08-26,26.2889,26.4187,26.0357,26.1433,688679.0
2010-08-27,26.0579,26.368,25.8933,26.2636,560270.0
2010-08-28,26.0579,26.368,25.8933,26.2636,560270.0
2010-08-29,26.0579,26.368,25.8933,26.2636,560270.0
2010-08-30,26.3522,26.4345,26.0325,26.1306,340982.0
2010-08-31,25.7762,26.3744,25.7635,26.3744,862263.0
2010-09-01,26.8428,27.1561,26.5231,26.8681,1754713.0
2010-09-02,26.8681,27.4505,26.751,27.4093,1274848.0
2010-09-03,27.46,27.6879,27.2004,27.3144,773829.0
2010-09-04,27.46,27.6879,27.2004,27.3144,773829.0
2010-09-05,27.46,27.6879,27.2004,27.3144,773829.0
2010-09-06,27.3935,27.7037,27.3777,27.6562,489417.0
2010-09-07,27.6182,27.691,27.308,27.4663,620245.0
2010-09-08,27.4473,27.8524,27.2036,27.786,717245.0
2010-09-09,27.7163,28.7545,27.6973,28.4158,1414075.0
2010-09-10,28.2006,28.5361,28.2006,28.4095,672563.0
2010-09-11,28.2006,28.5361,28.2006,28.4095,672563.0
2010-09-12,28.2006,28.5361,28.2006,28.4095,672563.0
2010-09-13,30.0363,30.0363,28.6595,28.9349,1422575.0
2010-09-14,28.9729,29.2324,28.8653,29.1754,1024006.0
2010-09-15,29.2039,29.4318,28.7608,29.0393,563989.0
2010-09-16,29.0203,29.1659,28.8874,28.9286,541734.0
2010-09-17,29.1564,29.2767,28.5487,28.8209,1160217.0
2010-09-18,29.1564,29.2767,28.5487,28.8209,1160217.0
2010-09-19,29.1564,29.2767,28.5487,28.8209,1160217.0
2010-09-20,29.0615,29.2451,28.938,29.1944,765753.0
2010-09-21,29.1185,29.4951,28.976,29.2799,810880.0
2010-09-22,29.2799,29.6249,29.1216,29.1913,1344454.0
2010-09-23,29.34,29.5331,28.65,29.1185,933981.0
2010-09-24,28.9349,29.6122,28.8906,29.4508,877077.0
2010-09-25,28.9349,29.6122,28.8906,29.4508,877077.0
2010-09-26,28.9349,29.6122,28.8906,29.4508,877077.0
2010-09-27,29.4318,29.7325,29.34,29.647,746294.0
2010-09-28,29.109,29.109,28.2291,29.0045,2603282.0
2010-09-29,29.1185,29.264,29.0488,29.1185,1309041.0
2010-09-30,28.9665,29.1153,28.3747,28.6469,1920506.0
2010-10-01,28.5709,28.9064,27.7037,28.0075,2310645.0
2010-10-02,28.5709,28.9064,27.7037,28.0075,2310645.0
2010-10-03,28.5709,28.9064,27.7037,28.0075,2310645.0
2010-10-04,28.0075,28.1563,27.7543,27.9822,976338.0
2010-10-05,27.9949,28.4411,27.8145,28.3335,911389.0
2010-10-06,28.5171,28.6437,28.324,28.4886,1522805.0
2010-10-07,28.4981,28.6342,28.1689,28.5456,1245519.0
2010-10-08,28.5487,28.6753,28.381,28.4854,793513.0
2010-10-09,28.5487,28.6753,28.381,28.4854,793513.0
2010-10-10,28.5487,28.6753,28.381,28.4854,793513.0
2010-10-11,28.4823,28.6184,28.1151,28.1405,1053703.0
2010-10-12,28.036,28.1563,27.7005,27.9885,880232.0
2010-10-13,27.7258,28.0993,27.7258,27.7891,1279436.0
2010-10-14,27.8524,27.9759,27.7543,27.7543,1366177.0
2010-10-15,27.8461,28.0423,27.7258,27.9727,904375.0
2010-10-16,27.8461,28.0423,27.7258,27.9727,904375.0
2010-10-17,27.8461,28.0423,27.7258,27.9727,904375.0
2010-10-18,27.9411,28.3272,27.8809,28.286,786547.0
2010-10-19,28.2797,28.4791,28.0233,28.1626,832964.0
2010-10-20,28.1594,28.3335,28.017,28.2576,822087.0
2010-10-21,28.0423,28.3177,27.1814,27.2194,3182164.0
2010-10-22,27.2827,27.4948,27.0264,27.3365,1240172.0
2010-10-23,27.2827,27.4948,27.0264,27.3365,1240172.0
2010-10-24,27.2827,27.4948,27.0264,27.3365,1240172.0
2010-10-25,27.6395,27.6395,27.3748,27.429,866893.0
2010-10-26,27.3907,27.6139,26.9953,27.2823,1142996.0
2010-10-27,27.1069,27.3525,26.9156,27.2441,1023903.0
2010-10-28,27.3589,27.4194,27.0846,27.2058,724912.0
2010-10-29,27.1867,27.4099,27.0974,27.2058,856093.0
2010-10-30,27.1867,27.4099,27.0974,27.2058,856093.0
2010-10-31,27.1867,27.4099,27.0974,27.2058,856093.0
2010-11-01,27.3844,27.6139,27.3046,27.4354,863559.0
2010-11-02,27.4896,27.5789,27.3046,27.531,780824.0
2010-11-03,27.6108,27.6426,27.3589,27.4736,674176.0
2010-11-04,27.7032,27.8148,27.5023,27.7734,1430280.0
2010-11-05,27.9137,28.3729,27.7574,28.1241,1464592.0
2010-11-06,27.9137,28.3729,27.7574,28.1241,1464592.0
2010-11-07,27.9137,28.3729,27.7574,28.1241,1464592.0
2010-11-08,28.1528,28.2262,27.9264,28.1305,867558.0
2010-11-09,28.0285,28.443,28.0093,28.2644,1111125.0
2010-11-10,28.2007,28.2007,27.8882,28.0285,793403.0
2010-11-11,28.1401,28.1496,27.7574,27.8659,526292.0
2010-11-12,27.6108,27.8212,27.4864,27.7032,589848.0
2010-11-13,27.6108,27.8212,27.4864,27.7032,589848.0
2010-11-14,27.6108,27.8212,27.4864,27.7032,589848.0
2010-11-15,27.6139,28.1496,27.5438,28.054,830789.0
2010-11-16,27.9647,28.0093,27.6809,27.7064,708631.0
2010-11-17,27.6554,27.9169,27.6044,27.8946,583779.0
2010-11-18,28.0125,28.038,27.8563,27.9743,884600.0
2010-11-19,28.0125,28.1018,27.8818,28.0476,832793.0
2010-11-20,28.0125,28.1018,27.8818,28.0476,832793.0
2010-11-21,28.0125,28.1018,27.8818,28.0476,832793.0
2010-11-22,28.2102,28.2836,28.0062,28.0986,576429.0
2010-11-23,27.9519,28.1879,27.6937,27.7032,912078.0
2010-11-24,27.7032,27.7606,27.531,27.665,705160.0
2010-11-25,27.6363,27.6937,27.2919,27.3907,830365.0
2010-11-26,27.2568,27.5374,26.9156,27.3652,927911.0
2010-11-27,27.2568,27.5374,26.9156,27.3652,927911.0
2010-11-28,27.2568,27.5374,26.9156,27.3652,927911.0
2010-11-29,27.4449,27.5087,26.7976,26.8104,1484263.0
2010-11-30,26.7594,26.8072,26.3417,26.4214,1325951.0
2010-12-01,26.7466,26.8646,26.5394,26.7849,1201128.0
2010-12-02,26.9571,26.9571,26.6255,26.804,1113814.0
2010-12-03,26.8487,27.2377,26.7402,27.1994,1272551.0
2010-12-04,26.8487,27.2377,26.7402,27.1994,1272551.0
2010-12-05,26.8487,27.2377,26.7402,27.1994,1272551.0
2010-12-06,26.9124,27.1516,26.7434,26.8869,1055392.0
2010-12-07,26.8774,27.311,26.8487,27.2441,1051234.0
2010-12-08,27.1229,27.6905,27.1229,27.6171,1239109.0
2010-12-09,27.8308,27.8499,27.3461,27.547,1207052.0
2010-12-10,27.5374,27.8754,27.5342,27.8467,856332.0
2010-12-11,27.5374,27.8754,27.5342,27.8467,856332.0
2010-12-12,27.5374,27.8754,27.5342,27.8467,856332.0
2010-12-13,27.869,27.9519,27.7861,27.8659,669381.0
2010-12-14,27.9137,27.9519,27.7957,27.9009,555837.0
2010-12-15,27.8627,27.9615,27.6745,27.8754,500971.0
2010-12-16,27.9583,28.9755,27.8563,28.6662,1948564.0
2010-12-17,28.6662,28.9659,28.5068,28.9213,1632497.0
2010-12-18,28.6662,28.9659,28.5068,28.9213,1632497.0
2010-12-19,28.6662,28.9659,28.5068,28.9213,1632497.0
2010-12-20,28.9659,29.2019,28.8926,29.017,573384.0
2010-12-21,29.1286,29.9066,29.1254,29.6866,1285111.0
2010-12-22,29.6515,29.7504,29.2434,29.6419,540932.0
2010-12-23,29.6324,29.8365,29.5846,29.8333,381186.0
2010-12-24,29.7822,29.9098,29.6962,29.9098,55645.0
2010-12-25,29.7822,29.9098,29.6962,29.9098,55645.0
2010-12-26,29.7822,29.9098,29.6962,29.9098,55645.0
2010-12-27,29.9098,29.9608,29.5654,29.8875,242126.0
2010-12-28,29.8779,30.0118,29.8779,29.9736,200908.0
2010-12-29,29.9991,30.0501,29.8269,29.9034,314699.0
2010-12-30,29.8939,29.9449,29.5909,29.6834,353900.0
2010-12-31,29.8396,29.8396,29.5909,29.6451,173362.0
2011-01-01,29.8396,29.8396,29.5909,29.6451,173362.0
2011-01-02,29.8396,29.8396,29.5909,29.6451,173362.0
2011-01-03,29.9098,29.9927,29.5048,29.559,586781.0
2011-01-04,29.5909,29.6356,28.9628,28.9851,1427304.0
2011-01-05,28.9245,28.9659,28.4685,28.8543,1135875.0
2011-01-06,29.2466,29.5877,29.0903,29.2721,1393229.0
2011-01-07,29.2657,29.2657,28.7555,29.119,974679.0
2011-01-08,29.2657,29.2657,28.7555,29.119,974679.0
2011-01-09,29.2657,29.2657,28.7555,29.119,974679.0
2011-01-10,29.1222,29.1254,28.5578,28.6853,1161619.0
2011-01-11,28.8225,29.3295,28.7842,29.2625,869320.0
2011-01-12,29.3454,29.8588,29.288,29.795,942831.0
2011-01-13,29.9098,29.9321,29.2593,29.3677,786009.0
2011-01-14,29.3582,29.5367,29.3135,29.4889,640946.0
2011-01-15,29.3582,29.5367,29.3135,29.4889,640946.0
2011-01-16,29.3582,29.5367,29.3135,29.4889,640946.0
2011-01-17,29.6611,29.8014,29.339,29.5112,587371.0
2011-01-18,29.5431,29.6324,29.4698,29.559,561986.0
2011-01-19,29.6451,29.795,29.3422,29.3422,843457.0
2011-01-20,29.3358,29.3996,28.7874,28.9978,1781902.0
2011-01-21,28.9851,29.0839,28.7938,29.0042,1163038.0
2011-01-22,28.9851,29.0839,28.7938,29.0042,1163038.0
2011-01-23,28.9851,29.0839,28.7938,29.0042,1163038.0
2011-01-24,29.3326,29.3613,28.8575,29.0935,619813.0
2011-01-25,29.1318,29.559,28.8575,28.9659,1141061.0
2011-01-26,29.0712,29.626,29.0074,29.5559,965581.0
2011-01-27,29.6324,29.6324,29.186,29.4793,837530.0
2011-01-28,29.4889,29.5814,29.2434,29.3103,582374.0
2011-01-29,29.4889,29.5814,29.2434,29.3103,582374.0
2011-01-30,29.4889,29.5814,29.2434,29.3103,582374.0
2011-01-31,29.2147,29.3008,28.8862,29.1349,742789.0
2011-02-01,29.457,29.728,29.1764,29.5559,962163.0
2011-02-02,29.6675,29.7057,28.9309,29.3964,1276477.0
2011-02-03,29.3709,29.4953,28.9341,29.3645,1100319.0
2011-02-04,29.6101,29.6101,29.2434,29.4219,827526.0
2011-02-05,29.6101,29.6101,29.2434,29.4219,827526.0
2011-02-06,29.6101,29.6101,29.2434,29.4219,827526.0
2011-02-07,29.3677,29.9098,29.3677,29.6675,844245.0
2011-02-08,29.5941,29.795,29.3358,29.5527,800837.0
2011-02-09,29.4953,30.0437,29.4538,29.9672,1099381.0
2011-02-10,29.9672,31.5934,29.8237,31.4435,3270072.0
2011-02-11,31.249,31.4978,30.7548,31.0131,1768498.0
2011-02-12,31.249,31.4978,30.7548,31.0131,1768498.0
2011-02-13,31.249,31.4978,30.7548,31.0131,1768498.0
2011-02-14,31.2331,31.4978,30.9876,31.0641,1132653.0
2011-02-15,31.0577,31.4467,31.0354,31.4467,721516.0
2011-02-16,31.3288,31.4978,30.9557,30.9557,1260822.0
2011-02-17,30.6113,31.9761,30.3562,31.9761,2991863.0
2011-02-18,31.9505,32.1419,31.8007,32.0207,1405788.0
2011-02-19,31.9505,32.1419,31.8007,32.0207,1405788.0
2011-02-20,31.9505,32.1419,31.8007,32.0207,1405788.0
2011-02-21,31.3224,32.059,31.2745,31.7337,1009373.0
2011-02-22,31.6412,31.6763,31.0896,31.4404,1048205.0
2011-02-23,31.2172,31.3415,30.9461,30.9621,1255493.0
2011-02-24,30.6783,31.4786,30.6432,31.2586,1343670.0
2011-02-25,31.3192,31.5552,31.1279,31.2586,630477.0
2011-02-26,31.3192,31.5552,31.1279,31.2586,630477.0
2011-02-27,31.3192,31.5552,31.1279,31.2586,630477.0
2011-02-28,31.2172,31.5105,30.9716,31.4212,855305.0
2011-03-01,31.4914,31.7847,31.3032,31.4212,874430.0
2011-03-02,31.1821,31.2745,31.0418,31.1247,950568.0
2011-03-03,31.3001,31.3096,31.0418,31.1087,728793.0
2011-03-04,31.1629,31.3128,30.9334,31.0513,590659.0
2011-03-05,31.1629,31.3128,30.9334,31.0513,590659.0
2011-03-06,31.1629,31.3128,30.9334,31.0513,590659.0
2011-03-07,30.9621,31.4021,30.8919,31.029,537358.0
