,TRPL4 BZ Equity,TRPL4 BZ Equity,TRPL4 BZ Equity,TRPL4 BZ Equity,TRPL4 BZ Equity
2017-09-26,9.307,9.366,9.221,9.26,619600.0
2017-09-27,9.264,9.281,8.979,9.113,1928000.0
2017-09-28,9.111,9.173,9.04,9.066,2570400.0
2017-09-29,9.099,9.221,9.01,9.142,1955600.0
2017-09-30,9.099,9.221,9.01,9.142,1955600.0
2017-10-01,9.099,9.221,9.01,9.142,1955600.0
2017-10-02,9.142,9.194,9.077,9.099,894400.0
2017-10-03,9.099,9.3,9.099,9.241,611200.0
2017-10-04,9.269,9.272,9.19,9.245,825600.0
2017-10-05,9.239,9.459,9.239,9.356,862400.0
2017-10-06,9.358,9.445,9.2,9.367,878800.0
2017-10-07,9.358,9.445,9.2,9.367,878800.0
2017-10-08,9.358,9.445,9.2,9.367,878800.0
2017-10-09,9.394,9.467,9.145,9.17,856400.0
2017-10-10,9.193,9.483,9.193,9.261,1570400.0
2017-10-11,9.293,9.334,9.165,9.178,1611200.0
2017-10-12,9.293,9.334,9.165,9.178,1611200.0
2017-10-13,9.133,9.284,9.133,9.16,870000.0
2017-10-14,9.133,9.284,9.133,9.16,870000.0
2017-10-15,9.133,9.284,9.133,9.16,870000.0
2017-10-16,9.152,9.185,9.099,9.118,1360800.0
2017-10-17,9.145,9.186,9.016,9.085,1243200.0
2017-10-18,9.148,9.148,9.061,9.066,801600.0
2017-10-19,9.069,9.149,8.975,9.077,2007600.0
2017-10-20,9.126,9.134,9.007,9.066,1561200.0
2017-10-21,9.126,9.134,9.007,9.066,1561200.0
2017-10-22,9.126,9.134,9.007,9.066,1561200.0
2017-10-23,9.119,9.19,8.941,9.032,2429600.0
2017-10-24,9.09,9.119,8.943,8.982,1676800.0
2017-10-25,8.982,9.086,8.889,8.974,1236800.0
2017-10-26,8.963,9.135,8.963,9.099,919200.0
2017-10-27,9.081,9.291,9.081,9.139,1692000.0
2017-10-28,9.081,9.291,9.081,9.139,1692000.0
2017-10-29,9.081,9.291,9.081,9.139,1692000.0
2017-10-30,9.117,9.173,8.947,8.967,560800.0
2017-10-31,8.964,8.996,8.782,8.899,1660000.0
2017-11-01,8.959,8.959,8.749,8.786,853200.0
2017-11-02,8.959,8.959,8.749,8.786,853200.0
2017-11-03,8.8,8.8,8.575,8.651,1788000.0
2017-11-04,8.8,8.8,8.575,8.651,1788000.0
2017-11-05,8.8,8.8,8.575,8.651,1788000.0
2017-11-06,8.618,8.773,8.584,8.592,1828400.0
2017-11-07,8.584,8.721,8.462,8.484,1751200.0
2017-11-08,8.489,8.612,8.318,8.404,1872800.0
2017-11-09,8.428,8.531,8.334,8.46,1307200.0
2017-11-10,8.489,8.503,8.342,8.342,978800.0
2017-11-11,8.489,8.503,8.342,8.342,978800.0
2017-11-12,8.489,8.503,8.342,8.342,978800.0
2017-11-13,8.39,8.662,8.232,8.516,1676800.0
2017-11-14,8.527,8.652,8.442,8.45,2278800.0
2017-11-15,8.527,8.652,8.442,8.45,2278800.0
2017-11-16,8.564,8.62,8.377,8.559,2914800.0
2017-11-17,8.537,8.576,8.473,8.564,1980800.0
2017-11-18,8.537,8.576,8.473,8.564,1980800.0
2017-11-19,8.537,8.576,8.473,8.564,1980800.0
2017-11-20,8.537,8.576,8.473,8.564,1980800.0
2017-11-21,8.687,8.687,8.515,8.596,1942800.0
2017-11-22,8.626,8.641,8.544,8.611,1681600.0
2017-11-23,8.6,8.664,8.583,8.594,640400.0
2017-11-24,8.622,8.827,8.578,8.733,1221600.0
2017-11-25,8.622,8.827,8.578,8.733,1221600.0
2017-11-26,8.622,8.827,8.578,8.733,1221600.0
2017-11-27,8.72,8.72,8.574,8.644,2127200.0
2017-11-28,8.651,8.709,8.553,8.619,1718800.0
2017-11-29,8.594,8.697,8.507,8.56,1639200.0
2017-11-30,8.562,8.608,8.353,8.45,1310400.0
2017-12-01,8.471,8.474,8.309,8.36,1472800.0
2017-12-02,8.471,8.474,8.309,8.36,1472800.0
2017-12-03,8.471,8.474,8.309,8.36,1472800.0
2017-12-04,8.386,8.461,8.33,8.4,1491600.0
2017-12-05,8.386,8.549,8.386,8.44,508400.0
2017-12-06,8.392,8.641,8.277,8.594,2405200.0
2017-12-07,8.551,8.754,8.483,8.594,2738000.0
2017-12-08,8.637,8.826,8.637,8.766,1116000.0
2017-12-09,8.637,8.826,8.637,8.766,1116000.0
2017-12-10,8.637,8.826,8.637,8.766,1116000.0
2017-12-11,8.773,8.879,8.759,8.858,2179600.0
2017-12-12,8.863,8.974,8.711,8.927,1935600.0
2017-12-13,8.941,8.959,8.714,8.788,1331600.0
2017-12-14,8.788,8.906,8.755,8.844,1188400.0
2017-12-15,8.941,9.128,8.905,9.064,1713600.0
2017-12-16,8.941,9.128,8.905,9.064,1713600.0
2017-12-17,8.941,9.128,8.905,9.064,1713600.0
2017-12-18,9.127,9.17,8.917,8.917,1458000.0
2017-12-19,8.938,9.08,8.707,8.707,1583200.0
2017-12-20,8.773,8.994,8.727,8.887,778400.0
2017-12-21,8.931,9.091,8.931,9.091,738400.0
2017-12-22,9.01,9.149,9.003,9.048,652400.0
2017-12-23,9.01,9.149,9.003,9.048,652400.0
2017-12-24,9.01,9.149,9.003,9.048,652400.0
2017-12-25,9.01,9.149,9.003,9.048,652400.0
2017-12-26,9.092,9.167,9.046,9.08,401600.0
2017-12-27,9.08,9.128,8.988,9.053,619600.0
2017-12-28,9.122,9.3,9.071,9.274,4104800.0
2017-12-29,9.122,9.3,9.071,9.274,4104800.0
2017-12-30,9.122,9.3,9.071,9.274,4104800.0
2017-12-31,9.122,9.3,9.071,9.274,4104800.0
2018-01-01,9.122,9.3,9.071,9.274,4104800.0
2018-01-02,9.2,9.358,9.164,9.342,1127600.0
2018-01-03,9.294,9.326,9.135,9.152,1131200.0
2018-01-04,9.159,9.225,8.901,8.901,1856000.0
2018-01-05,8.953,9.102,8.888,9.043,834400.0
2018-01-06,8.953,9.102,8.888,9.043,834400.0
2018-01-07,8.953,9.102,8.888,9.043,834400.0
2018-01-08,9.088,9.099,8.888,8.996,1306000.0
2018-01-09,8.995,9.055,8.908,9.055,759200.0
2018-01-10,9.05,9.05,8.941,9.01,1054400.0
2018-01-11,8.966,9.002,8.879,8.881,1016000.0
2018-01-12,8.872,9.023,8.802,9.023,684400.0
2018-01-13,8.872,9.023,8.802,9.023,684400.0
2018-01-14,8.872,9.023,8.802,9.023,684400.0
2018-01-15,9.024,9.08,8.928,9.08,513200.0
2018-01-16,9.064,9.286,8.976,9.286,1562400.0
2018-01-17,9.257,9.257,9.082,9.244,833600.0
2018-01-18,9.233,9.233,8.985,9.017,1209600.0
2018-01-19,9.059,9.107,8.916,9.106,1414400.0
2018-01-20,9.059,9.107,8.916,9.106,1414400.0
2018-01-21,9.059,9.107,8.916,9.106,1414400.0
2018-01-22,9.104,9.342,9.041,9.254,2079600.0
2018-01-23,9.301,9.301,8.985,9.059,1766400.0
2018-01-24,9.139,9.179,8.899,9.145,3294000.0
2018-01-25,9.139,9.179,8.899,9.145,3294000.0
2018-01-26,9.19,9.276,9.013,9.262,2129600.0
2018-01-27,9.19,9.276,9.013,9.262,2129600.0
2018-01-28,9.19,9.276,9.013,9.262,2129600.0
2018-01-29,9.233,9.346,9.138,9.321,881600.0
2018-01-30,9.286,9.314,9.153,9.231,705200.0
2018-01-31,9.231,9.325,9.118,9.322,942000.0
2018-02-01,9.348,9.38,9.218,9.371,760400.0
2018-02-02,9.347,9.4,9.228,9.394,979200.0
2018-02-03,9.347,9.4,9.228,9.394,979200.0
2018-02-04,9.347,9.4,9.228,9.394,979200.0
2018-02-05,9.343,9.375,9.15,9.171,1192400.0
2018-02-06,9.15,9.238,8.973,9.215,1060400.0
2018-02-07,9.177,9.282,9.132,9.257,985200.0
2018-02-08,9.256,9.312,9.005,9.012,1185600.0
2018-02-09,9.012,9.012,8.883,8.974,1926400.0
2018-02-10,9.012,9.012,8.883,8.974,1926400.0
2018-02-11,9.012,9.012,8.883,8.974,1926400.0
2018-02-12,9.012,9.012,8.883,8.974,1926400.0
2018-02-13,9.012,9.012,8.883,8.974,1926400.0
2018-02-14,8.974,9.243,8.966,9.232,936400.0
2018-02-15,9.226,9.233,9.109,9.196,766400.0
2018-02-16,9.168,9.246,9.05,9.093,959200.0
2018-02-17,9.168,9.246,9.05,9.093,959200.0
2018-02-18,9.168,9.246,9.05,9.093,959200.0
2018-02-19,9.146,9.159,9.093,9.114,723200.0
2018-02-20,9.109,9.225,9.107,9.204,1026800.0
2018-02-21,9.206,9.22,9.01,9.204,819200.0
2018-02-22,9.195,9.256,9.143,9.218,744400.0
2018-02-23,9.225,9.281,9.192,9.192,925200.0
2018-02-24,9.225,9.281,9.192,9.192,925200.0
2018-02-25,9.225,9.281,9.192,9.192,925200.0
2018-02-26,9.233,9.361,9.233,9.329,782400.0
2018-02-27,9.286,9.371,9.197,9.329,684800.0
2018-02-28,9.362,9.457,9.243,9.247,1346400.0
2018-03-01,9.243,9.372,9.179,9.267,887200.0
2018-03-02,9.3,9.3,9.068,9.22,948000.0
2018-03-03,9.3,9.3,9.068,9.22,948000.0
2018-03-04,9.3,9.3,9.068,9.22,948000.0
2018-03-05,9.218,9.355,9.214,9.343,1076800.0
2018-03-06,9.371,9.48,9.262,9.472,1055600.0
2018-03-07,9.412,9.454,9.247,9.371,830400.0
2018-03-08,9.343,9.426,9.3,9.325,455200.0
2018-03-09,9.342,9.364,9.146,9.157,1497600.0
2018-03-10,9.342,9.364,9.146,9.157,1497600.0
2018-03-11,9.342,9.364,9.146,9.157,1497600.0
2018-03-12,9.217,9.283,9.157,9.157,766800.0
2018-03-13,9.185,9.287,9.163,9.287,650000.0
2018-03-14,9.267,9.278,9.074,9.217,1120000.0
2018-03-15,9.201,9.204,9.122,9.177,1094800.0
2018-03-16,9.136,9.19,9.046,9.149,1484400.0
2018-03-17,9.136,9.19,9.046,9.149,1484400.0
2018-03-18,9.136,9.19,9.046,9.149,1484400.0
2018-03-19,9.145,9.145,9.01,9.01,634000.0
2018-03-20,9.063,9.253,9.059,9.193,1040000.0
2018-03-21,9.192,9.192,9.081,9.096,532000.0
2018-03-22,9.12,9.224,9.032,9.075,756400.0
2018-03-23,9.052,9.364,9.043,9.249,2632400.0
2018-03-24,9.052,9.364,9.043,9.249,2632400.0
2018-03-25,9.052,9.364,9.043,9.249,2632400.0
2018-03-26,9.251,9.29,9.121,9.287,1664400.0
2018-03-27,9.271,9.285,9.197,9.218,1185200.0
2018-03-28,9.179,9.249,9.05,9.084,1354800.0
2018-03-29,9.107,9.218,9.067,9.218,1267600.0
2018-03-30,9.107,9.218,9.067,9.218,1267600.0
2018-03-31,9.107,9.218,9.067,9.218,1267600.0
2018-04-01,9.107,9.218,9.067,9.218,1267600.0
2018-04-02,9.19,9.246,9.135,9.149,717200.0
2018-04-03,9.208,9.208,9.098,9.149,916000.0
2018-04-04,9.081,9.203,9.081,9.183,929200.0
2018-04-05,9.211,9.243,9.086,9.086,968800.0
2018-04-06,9.118,9.156,9.016,9.149,886000.0
2018-04-07,9.118,9.156,9.016,9.149,886000.0
2018-04-08,9.118,9.156,9.016,9.149,886000.0
2018-04-09,9.207,9.207,9.045,9.1,1013200.0
2018-04-10,9.113,9.116,8.996,9.067,928000.0
2018-04-11,9.038,9.117,9.016,9.031,1080000.0
2018-04-12,9.073,9.111,9.002,9.01,916400.0
2018-04-13,9.045,9.045,8.874,8.941,1218000.0
2018-04-14,9.045,9.045,8.874,8.941,1218000.0
2018-04-15,9.045,9.045,8.874,8.941,1218000.0
2018-04-16,8.941,9.021,8.879,8.879,779600.0
2018-04-17,8.927,9.02,8.827,9.01,779200.0
2018-04-18,9.014,9.067,9.001,9.001,613600.0
2018-04-19,9.012,9.04,8.935,8.991,1453600.0
2018-04-20,8.991,9.058,8.935,9.054,1440800.0
2018-04-21,8.991,9.058,8.935,9.054,1440800.0
2018-04-22,8.991,9.058,8.935,9.054,1440800.0
2018-04-23,8.987,9.057,8.942,8.998,450400.0
2018-04-24,9.044,9.044,8.93,9.042,2591600.0
2018-04-25,8.983,9.391,8.965,9.334,2032000.0
2018-04-26,9.317,9.431,9.317,9.35,883200.0
2018-04-27,9.35,9.454,9.35,9.424,749600.0
2018-04-28,9.35,9.454,9.35,9.424,749600.0
2018-04-29,9.35,9.454,9.35,9.424,749600.0
2018-04-30,9.363,9.571,9.363,9.501,1047600.0
2018-05-01,9.363,9.571,9.363,9.501,1047600.0
2018-05-02,9.459,9.459,9.269,9.311,814000.0
2018-05-03,9.359,9.447,9.29,9.36,2454800.0
2018-05-04,9.324,9.593,9.308,9.593,2056000.0
2018-05-05,9.324,9.593,9.308,9.593,2056000.0
2018-05-06,9.324,9.593,9.308,9.593,2056000.0
2018-05-07,9.574,9.69,9.556,9.627,2545600.0
2018-05-08,9.641,9.642,9.413,9.558,2268400.0
2018-05-09,9.554,9.554,9.374,9.422,1277200.0
2018-05-10,9.419,9.779,9.419,9.662,1771200.0
2018-05-11,9.662,9.742,9.529,9.613,1236800.0
2018-05-12,9.662,9.742,9.529,9.613,1236800.0
2018-05-13,9.662,9.742,9.529,9.613,1236800.0
2018-05-14,9.613,9.613,9.296,9.459,1324800.0
2018-05-15,9.409,9.409,8.903,9.177,3782000.0
2018-05-16,9.123,9.286,9.057,9.269,1920800.0
2018-05-17,9.199,9.199,8.956,8.97,1485600.0
2018-05-18,9.075,9.075,8.769,8.967,1386000.0
2018-05-19,9.075,9.075,8.769,8.967,1386000.0
2018-05-20,9.075,9.075,8.769,8.967,1386000.0
2018-05-21,8.973,9.222,8.949,9.083,1227600.0
2018-05-22,9.035,9.413,9.035,9.37,780400.0
2018-05-23,9.37,9.37,9.1,9.146,1453600.0
2018-05-24,9.042,9.166,8.953,9.026,2024400.0
2018-05-25,9.033,9.206,8.997,9.125,1245200.0
2018-05-26,9.033,9.206,8.997,9.125,1245200.0
2018-05-27,9.033,9.206,8.997,9.125,1245200.0
2018-05-28,9.183,9.183,8.815,8.935,586400.0
2018-05-29,8.909,9.008,8.828,8.94,1686400.0
2018-05-30,8.849,9.051,8.843,9.015,1632400.0
2018-05-31,8.849,9.051,8.843,9.015,1632400.0
2018-06-01,9.292,9.525,9.03,9.484,2440000.0
2018-06-02,9.292,9.525,9.03,9.484,2440000.0
2018-06-03,9.292,9.525,9.03,9.484,2440000.0
2018-06-04,9.556,9.654,9.433,9.628,2554800.0
2018-06-05,9.781,10.074,9.641,9.74,3340000.0
2018-06-06,9.726,9.795,9.509,9.666,2262800.0
2018-06-07,9.651,9.651,9.356,9.397,2764800.0
2018-06-08,9.428,9.493,9.029,9.148,2838000.0
2018-06-09,9.428,9.493,9.029,9.148,2838000.0
2018-06-10,9.428,9.493,9.029,9.148,2838000.0
2018-06-11,9.074,9.228,8.964,8.978,1954000.0
2018-06-12,8.964,8.997,8.864,8.987,1413600.0
2018-06-13,9.02,9.223,8.927,8.964,1689200.0
2018-06-14,9.002,9.199,8.822,8.963,1965600.0
2018-06-15,8.963,8.991,8.78,8.948,920400.0
2018-06-16,8.963,8.991,8.78,8.948,920400.0
2018-06-17,8.963,8.991,8.78,8.948,920400.0
2018-06-18,8.945,8.945,8.713,8.858,930000.0
2018-06-19,8.827,9.116,8.827,9.069,3202800.0
2018-06-20,9.083,9.186,8.973,9.169,1799200.0
2018-06-21,9.157,9.157,8.854,8.864,777600.0
2018-06-22,8.923,8.93,8.777,8.911,974000.0
2018-06-23,8.923,8.93,8.777,8.911,974000.0
2018-06-24,8.923,8.93,8.777,8.911,974000.0
2018-06-25,8.961,8.961,8.83,8.851,1134000.0
2018-06-26,8.854,8.896,8.792,8.849,613200.0
2018-06-27,8.902,8.902,8.683,8.771,665200.0
2018-06-28,8.771,8.833,8.544,8.62,1674400.0
2018-06-29,8.679,8.764,8.426,8.679,2748800.0
2018-06-30,8.679,8.764,8.426,8.679,2748800.0
2018-07-01,8.679,8.764,8.426,8.679,2748800.0
2018-07-02,8.731,8.827,8.58,8.729,1563600.0
2018-07-03,8.725,8.828,8.725,8.797,1109600.0
2018-07-04,8.7,8.976,8.7,8.861,1113200.0
2018-07-05,8.903,8.948,8.798,8.834,625600.0
2018-07-06,8.813,8.942,8.794,8.888,458800.0
2018-07-07,8.813,8.942,8.794,8.888,458800.0
2018-07-08,8.813,8.942,8.794,8.888,458800.0
2018-07-09,8.813,8.942,8.794,8.888,458800.0
2018-07-10,8.933,8.999,8.846,8.861,683200.0
2018-07-11,8.86,9.077,8.852,9.002,1080400.0
2018-07-12,9.002,9.117,8.92,8.984,1291200.0
2018-07-13,9.008,9.081,8.92,9.038,683200.0
2018-07-14,9.008,9.081,8.92,9.038,683200.0
2018-07-15,9.008,9.081,8.92,9.038,683200.0
2018-07-16,9.053,9.21,9.005,9.156,714400.0
2018-07-17,9.213,9.265,9.105,9.117,586400.0
2018-07-18,9.128,9.174,8.937,8.988,980400.0
2018-07-19,8.897,9.068,8.888,8.978,822400.0
2018-07-20,9.014,9.199,8.945,9.02,1916800.0
2018-07-21,9.014,9.199,8.945,9.02,1916800.0
2018-07-22,9.014,9.199,8.945,9.02,1916800.0
2018-07-23,9.053,9.095,8.905,8.905,656800.0
2018-07-24,8.972,9.053,8.851,8.978,1552000.0
2018-07-25,8.985,9.151,8.985,9.098,1340400.0
2018-07-26,9.113,9.217,9.038,9.18,1249200.0
2018-07-27,9.219,9.219,8.905,9.098,1255200.0
2018-07-28,9.219,9.219,8.905,9.098,1255200.0
2018-07-29,9.219,9.219,8.905,9.098,1255200.0
2018-07-30,9.047,9.165,8.991,9.107,614400.0
2018-07-31,9.066,9.225,8.991,9.178,924400.0
2018-08-01,9.262,9.365,9.135,9.136,854000.0
2018-08-02,9.154,9.268,9.092,9.105,1082400.0
2018-08-03,9.163,9.195,9.023,9.098,2167600.0
2018-08-04,9.163,9.195,9.023,9.098,2167600.0
2018-08-05,9.163,9.195,9.023,9.098,2167600.0
2018-08-06,9.105,9.163,9.044,9.078,1095200.0
2018-08-07,9.089,9.135,8.896,8.951,1145600.0
2018-08-08,9.015,9.047,8.842,8.908,788000.0
2018-08-09,8.952,9.026,8.813,8.942,1624400.0
2018-08-10,8.928,8.928,8.697,8.828,1154000.0
2018-08-11,8.928,8.928,8.697,8.828,1154000.0
2018-08-12,8.928,8.928,8.697,8.828,1154000.0
2018-08-13,8.828,8.87,8.692,8.776,1094400.0
2018-08-14,8.846,9.053,8.836,9.008,909200.0
2018-08-15,8.991,9.03,8.869,9.03,824400.0
2018-08-16,8.976,9.202,8.976,9.083,2310400.0
2018-08-17,9.035,9.056,8.882,8.927,1060400.0
2018-08-18,9.035,9.056,8.882,8.927,1060400.0
2018-08-19,9.035,9.056,8.882,8.927,1060400.0
2018-08-20,8.926,8.94,8.828,8.866,846000.0
2018-08-21,8.864,8.882,8.629,8.688,962400.0
2018-08-22,8.679,8.807,8.565,8.807,1704000.0
2018-08-23,8.801,8.824,8.568,8.601,946000.0
2018-08-24,8.758,8.828,8.544,8.626,1961600.0
2018-08-25,8.758,8.828,8.544,8.626,1961600.0
2018-08-26,8.758,8.828,8.544,8.626,1961600.0
2018-08-27,8.635,8.816,8.572,8.789,983200.0
2018-08-28,8.753,8.821,8.694,8.741,806400.0
2018-08-29,8.806,8.806,8.68,8.782,1279200.0
2018-08-30,8.753,8.753,8.544,8.544,1064400.0
2018-08-31,8.584,8.686,8.536,8.566,2235200.0
2018-09-01,8.584,8.686,8.536,8.566,2235200.0
2018-09-02,8.584,8.686,8.536,8.566,2235200.0
2018-09-03,8.587,8.688,8.55,8.574,917600.0
2018-09-04,8.655,8.668,8.529,8.587,953200.0
2018-09-05,8.598,8.707,8.519,8.625,1215200.0
2018-09-06,8.584,8.641,8.526,8.605,751200.0
2018-09-07,8.584,8.641,8.526,8.605,751200.0
2018-09-08,8.584,8.641,8.526,8.605,751200.0
2018-09-09,8.584,8.641,8.526,8.605,751200.0
2018-09-10,8.676,8.737,8.53,8.583,677600.0
2018-09-11,8.538,8.538,8.379,8.453,1328400.0
2018-09-12,8.456,8.526,8.357,8.379,802400.0
2018-09-13,8.396,8.396,8.255,8.299,1347600.0
2018-09-14,8.3,8.388,8.23,8.312,724000.0
2018-09-15,8.3,8.388,8.23,8.312,724000.0
2018-09-16,8.3,8.388,8.23,8.312,724000.0
2018-09-17,8.296,8.394,8.261,8.357,816800.0
2018-09-18,8.364,8.487,8.306,8.385,762000.0
2018-09-19,8.378,8.463,8.343,8.402,987600.0
2018-09-20,8.417,8.656,8.354,8.592,1145200.0
2018-09-21,8.562,8.701,8.517,8.664,1330800.0
2018-09-22,8.562,8.701,8.517,8.664,1330800.0
2018-09-23,8.562,8.701,8.517,8.664,1330800.0
2018-09-24,8.592,8.616,8.498,8.545,518800.0
2018-09-25,8.495,8.495,8.358,8.379,676000.0
2018-09-26,8.384,8.511,8.384,8.45,826800.0
2018-09-27,8.432,8.626,8.432,8.589,924800.0
2018-09-28,8.556,8.795,8.511,8.747,2163600.0
2018-09-29,8.556,8.795,8.511,8.747,2163600.0
2018-09-30,8.556,8.795,8.511,8.747,2163600.0
2018-10-01,8.747,8.897,8.628,8.761,1488000.0
2018-10-02,8.9,9.186,8.777,9.128,2622800.0
2018-10-03,9.202,9.35,8.99,9.241,1779200.0
2018-10-04,9.142,9.502,9.096,9.449,4891200.0
2018-10-05,9.479,9.558,9.22,9.413,1642000.0
2018-10-06,9.479,9.558,9.22,9.413,1642000.0
2018-10-07,9.479,9.558,9.22,9.413,1642000.0
2018-10-08,9.674,9.674,9.214,9.277,2660000.0
2018-10-09,9.319,9.392,9.204,9.247,1250000.0
2018-10-10,9.232,9.289,9.098,9.12,2433600.0
2018-10-11,9.135,9.303,8.897,8.993,1740800.0
2018-10-12,9.135,9.303,8.897,8.993,1740800.0
2018-10-13,9.135,9.303,8.897,8.993,1740800.0
2018-10-14,9.135,9.303,8.897,8.993,1740800.0
2018-10-15,8.993,9.249,8.993,9.15,1918000.0
2018-10-16,9.178,9.277,9.056,9.135,2090000.0
2018-10-17,9.135,9.178,9.042,9.096,1318800.0
2018-10-18,9.117,9.276,9.024,9.169,926800.0
2018-10-19,9.192,9.246,9.093,9.122,819200.0
2018-10-20,9.192,9.246,9.093,9.122,819200.0
2018-10-21,9.192,9.246,9.093,9.122,819200.0
2018-10-22,9.225,9.252,9.074,9.15,1258000.0
2018-10-23,9.123,9.237,9.074,9.175,1293600.0
2018-10-24,9.195,9.228,9.116,9.163,1006400.0
2018-10-25,9.21,9.3,9.111,9.171,2226400.0
2018-10-26,9.172,9.31,9.09,9.31,3513200.0
2018-10-27,9.172,9.31,9.09,9.31,3513200.0
2018-10-28,9.172,9.31,9.09,9.31,3513200.0
2018-10-29,9.325,9.424,9.128,9.3,2843200.0
2018-10-30,9.316,9.739,9.238,9.663,3060800.0
2018-10-31,9.726,9.906,9.632,9.778,2501600.0
2018-11-01,9.786,10.058,9.786,10.01,2907200.0
2018-11-02,9.786,10.058,9.786,10.01,2907200.0
2018-11-03,9.786,10.058,9.786,10.01,2907200.0
2018-11-04,9.786,10.058,9.786,10.01,2907200.0
2018-11-05,10.021,10.241,9.973,10.106,1942000.0
2018-11-06,10.105,10.191,10.012,10.015,2503200.0
2018-11-07,10.066,10.214,10.066,10.144,1591200.0
2018-11-08,10.146,10.38,9.962,10.054,2861600.0
2018-11-09,10.054,10.173,10.001,10.09,1881200.0
2018-11-10,10.054,10.173,10.001,10.09,1881200.0
2018-11-11,10.054,10.173,10.001,10.09,1881200.0
2018-11-12,10.09,10.298,10.09,10.22,2128000.0
2018-11-13,10.25,10.392,10.16,10.302,1020000.0
2018-11-14,10.251,10.622,10.251,10.564,2934800.0
2018-11-15,10.251,10.622,10.251,10.564,2934800.0
2018-11-16,10.682,11.01,10.628,10.875,2248400.0
2018-11-17,10.682,11.01,10.628,10.875,2248400.0
2018-11-18,10.682,11.01,10.628,10.875,2248400.0
2018-11-19,10.848,10.963,10.696,10.827,2422400.0
2018-11-20,10.848,10.963,10.696,10.827,2422400.0
2018-11-21,10.8,10.98,10.558,10.788,1460000.0
2018-11-22,10.788,10.823,10.624,10.773,761200.0
2018-11-23,10.744,10.785,10.393,10.429,1719600.0
2018-11-24,10.744,10.785,10.393,10.429,1719600.0
2018-11-25,10.744,10.785,10.393,10.429,1719600.0
2018-11-26,10.452,10.818,10.428,10.516,2581600.0
2018-11-27,10.527,10.925,10.527,10.848,4454800.0
2018-11-28,10.784,10.902,10.69,10.854,2655200.0
2018-11-29,10.854,10.923,10.748,10.827,2443200.0
2018-11-30,10.827,10.943,10.782,10.796,2800000.0
2018-12-01,10.827,10.943,10.782,10.796,2800000.0
2018-12-02,10.827,10.943,10.782,10.796,2800000.0
2018-12-03,10.797,11.103,10.797,10.908,2788800.0
2018-12-04,11.342,11.402,11.103,11.162,7470000.0
2018-12-05,11.372,11.432,11.297,11.333,7980000.0
2018-12-06,11.351,11.356,11.164,11.267,26473200.0
2018-12-07,11.24,11.265,10.835,10.958,7580800.0
2018-12-08,11.24,11.265,10.835,10.958,7580800.0
2018-12-09,11.24,11.265,10.835,10.958,7580800.0
2018-12-10,10.958,11.074,10.893,10.983,3179200.0
2018-12-11,11.033,11.041,10.817,10.971,5050400.0
2018-12-12,10.973,11.207,10.973,11.144,1735200.0
2018-12-13,11.19,11.323,11.147,11.268,1318000.0
2018-12-14,11.268,11.348,11.215,11.336,1532400.0
2018-12-15,11.268,11.348,11.215,11.336,1532400.0
2018-12-16,11.268,11.348,11.215,11.336,1532400.0
2018-12-17,11.333,11.348,11.273,11.325,3006800.0
2018-12-18,11.331,11.348,11.185,11.185,2652000.0
2018-12-19,11.287,11.287,11.074,11.091,1163600.0
2018-12-20,11.107,11.288,11.089,11.212,1766000.0
2018-12-21,11.237,11.403,11.086,11.363,3481200.0
2018-12-22,11.237,11.403,11.086,11.363,3481200.0
2018-12-23,11.237,11.403,11.086,11.363,3481200.0
2018-12-24,11.237,11.403,11.086,11.363,3481200.0
2018-12-25,11.237,11.403,11.086,11.363,3481200.0
2018-12-26,11.361,11.396,11.15,11.257,1230800.0
2018-12-27,11.363,11.363,11.174,11.298,1470400.0
2018-12-28,11.351,11.486,11.258,11.486,1370400.0
2018-12-29,11.351,11.486,11.258,11.486,1370400.0
2018-12-30,11.351,11.486,11.258,11.486,1370400.0
2018-12-31,11.351,11.486,11.258,11.486,1370400.0
2019-01-01,11.351,11.486,11.258,11.486,1370400.0
2019-01-02,11.506,11.871,11.466,11.622,2330800.0
2019-01-03,11.698,11.866,11.698,11.788,2400800.0
2019-01-04,11.866,12.278,11.828,12.22,4454800.0
2019-01-05,11.866,12.278,11.828,12.22,4454800.0
2019-01-06,11.866,12.278,11.828,12.22,4454800.0
2019-01-07,12.268,12.314,11.987,12.12,2236000.0
2019-01-08,12.148,12.177,12.029,12.085,711200.0
2019-01-09,12.103,12.198,12.07,12.132,1100400.0
2019-01-10,12.087,12.308,12.087,12.278,1786800.0
2019-01-11,12.278,12.485,12.203,12.454,2349200.0
2019-01-12,12.278,12.485,12.203,12.454,2349200.0
2019-01-13,12.278,12.485,12.203,12.454,2349200.0
2019-01-14,12.454,12.509,12.336,12.381,1325600.0
2019-01-15,12.402,12.406,12.044,12.062,1580000.0
2019-01-16,12.082,12.215,12.082,12.198,728000.0
2019-01-17,12.195,12.236,12.07,12.12,711600.0
2019-01-18,12.163,12.351,12.15,12.268,1247200.0
2019-01-19,12.163,12.351,12.15,12.268,1247200.0
2019-01-20,12.163,12.351,12.15,12.268,1247200.0
2019-01-21,12.268,12.359,12.246,12.268,466800.0
2019-01-22,12.27,12.477,12.253,12.331,2850800.0
2019-01-23,12.326,12.482,12.303,12.436,1241200.0
