,TAEE11 BZ Equity,TAEE11 BZ Equity,TAEE11 BZ Equity,TAEE11 BZ Equity,TAEE11 BZ Equity
2016-12-02,8.916,9.215,8.799,9.117,1965200.0
2016-12-03,8.916,9.215,8.799,9.117,1965200.0
2016-12-04,8.916,9.215,8.799,9.117,1965200.0
2016-12-05,9.161,9.294,9.152,9.191,1383000.0
2016-12-06,9.166,9.225,9.019,9.068,1778300.0
2016-12-07,9.088,9.191,8.946,9.019,1789400.0
2016-12-08,9.073,9.401,8.995,9.294,3019700.0
2016-12-09,9.264,9.534,9.235,9.485,2850300.0
2016-12-10,9.264,9.534,9.235,9.485,2850300.0
2016-12-11,9.264,9.534,9.235,9.485,2850300.0
2016-12-12,9.485,9.705,9.348,9.607,7658000.0
2016-12-13,9.656,9.671,9.509,9.558,3081800.0
2016-12-14,9.563,9.602,9.46,9.558,2096400.0
2016-12-15,9.612,9.651,9.47,9.549,3259400.0
2016-12-16,9.593,9.818,9.549,9.656,3636900.0
2016-12-17,9.593,9.818,9.549,9.656,3636900.0
2016-12-18,9.593,9.818,9.549,9.656,3636900.0
2016-12-19,9.735,10.004,9.735,9.813,2509300.0
2016-12-20,9.867,9.901,9.71,9.779,1662500.0
2016-12-21,9.828,9.97,9.75,9.97,1278000.0
2016-12-22,10.0,10.127,9.901,10.122,825900.0
2016-12-23,10.142,10.176,9.936,10.049,884300.0
2016-12-24,10.142,10.176,9.936,10.049,884300.0
2016-12-25,10.142,10.176,9.936,10.049,884300.0
2016-12-26,10.068,10.083,9.774,9.892,296300.0
2016-12-27,9.926,9.98,9.779,9.95,453300.0
2016-12-28,9.955,10.093,9.862,10.073,991600.0
2016-12-29,10.073,10.22,10.019,10.166,819100.0
2016-12-30,10.073,10.22,10.019,10.166,819100.0
2016-12-31,10.073,10.22,10.019,10.166,819100.0
2017-01-01,10.073,10.22,10.019,10.166,819100.0
2017-01-02,10.151,10.49,10.098,10.49,572300.0
2017-01-03,10.504,10.534,10.323,10.509,1292700.0
2017-01-04,10.495,10.514,10.328,10.416,1173400.0
2017-01-05,10.397,10.519,10.269,10.465,1069600.0
2017-01-06,10.421,10.495,10.377,10.377,574100.0
2017-01-07,10.421,10.495,10.377,10.377,574100.0
2017-01-08,10.421,10.495,10.377,10.377,574100.0
2017-01-09,10.416,10.421,10.063,10.191,1170600.0
2017-01-10,10.24,10.475,10.122,10.475,2158300.0
2017-01-11,10.475,10.671,10.323,10.323,1361300.0
2017-01-12,10.583,10.602,10.401,10.578,1966000.0
2017-01-13,10.583,10.789,10.49,10.754,1846800.0
2017-01-14,10.583,10.789,10.49,10.754,1846800.0
2017-01-15,10.583,10.789,10.49,10.754,1846800.0
2017-01-16,10.803,10.852,10.499,10.735,1055100.0
2017-01-17,10.784,10.784,10.671,10.759,986600.0
2017-01-18,10.759,10.882,10.735,10.833,819400.0
2017-01-19,10.833,10.926,10.642,10.676,878700.0
2017-01-20,10.661,10.862,10.661,10.784,1044100.0
2017-01-21,10.661,10.862,10.661,10.784,1044100.0
2017-01-22,10.661,10.862,10.661,10.784,1044100.0
2017-01-23,10.784,10.784,10.563,10.637,2210200.0
2017-01-24,10.651,10.774,10.617,10.666,1904500.0
2017-01-25,10.651,10.774,10.617,10.666,1904500.0
2017-01-26,10.705,10.774,10.696,10.71,1594000.0
2017-01-27,10.735,10.872,10.676,10.789,1364600.0
2017-01-28,10.735,10.872,10.676,10.789,1364600.0
2017-01-29,10.735,10.872,10.676,10.789,1364600.0
2017-01-30,10.789,10.803,10.465,10.612,988200.0
2017-01-31,10.612,10.661,10.421,10.519,1001500.0
2017-02-01,10.588,10.696,10.514,10.661,1509600.0
2017-02-02,10.651,10.828,10.548,10.749,1052400.0
2017-02-03,10.833,10.848,10.749,10.769,707000.0
2017-02-04,10.833,10.848,10.749,10.769,707000.0
2017-02-05,10.833,10.848,10.749,10.769,707000.0
2017-02-06,10.759,10.759,10.548,10.632,1061800.0
2017-02-07,10.656,10.7,10.539,10.563,748100.0
2017-02-08,10.563,10.622,10.274,10.431,1149500.0
2017-02-09,10.397,10.509,10.343,10.45,1408600.0
2017-02-10,10.441,10.509,10.313,10.441,1474000.0
2017-02-11,10.441,10.509,10.313,10.441,1474000.0
2017-02-12,10.441,10.509,10.313,10.441,1474000.0
2017-02-13,10.441,10.784,10.406,10.715,1680200.0
2017-02-14,10.779,10.828,10.49,10.514,1402100.0
2017-02-15,10.539,10.642,10.514,10.558,1371700.0
2017-02-16,10.558,10.764,10.539,10.7,1282800.0
2017-02-17,10.7,11.009,10.647,10.818,1696200.0
2017-02-18,10.7,11.009,10.647,10.818,1696200.0
2017-02-19,10.7,11.009,10.647,10.818,1696200.0
2017-02-20,10.931,10.98,10.848,10.848,740200.0
2017-02-21,10.931,10.941,10.71,10.808,982000.0
2017-02-22,10.843,10.98,10.823,10.877,1140700.0
2017-02-23,10.926,10.97,10.651,10.808,1287600.0
2017-02-24,10.735,10.857,10.656,10.789,674400.0
2017-02-25,10.735,10.857,10.656,10.789,674400.0
2017-02-26,10.735,10.857,10.656,10.789,674400.0
2017-02-27,10.735,10.857,10.656,10.789,674400.0
2017-02-28,10.735,10.857,10.656,10.789,674400.0
2017-03-01,10.789,11.186,10.789,11.186,1679500.0
2017-03-02,11.205,11.347,11.073,11.073,2221100.0
2017-03-03,11.058,11.274,11.053,11.21,1037600.0
2017-03-04,11.058,11.274,11.053,11.21,1037600.0
2017-03-05,11.058,11.274,11.053,11.21,1037600.0
2017-03-06,11.225,11.406,11.097,11.269,1294200.0
2017-03-07,11.225,11.396,11.225,11.343,900100.0
2017-03-08,11.392,11.392,10.965,11.039,2702400.0
2017-03-09,10.931,11.117,10.798,10.833,3612800.0
2017-03-10,10.843,11.24,10.843,11.24,1276000.0
2017-03-11,10.843,11.24,10.843,11.24,1276000.0
2017-03-12,10.843,11.24,10.843,11.24,1276000.0
2017-03-13,11.107,11.171,11.009,11.132,467000.0
2017-03-14,11.142,11.142,10.852,10.901,1102500.0
2017-03-15,10.975,11.078,10.828,11.004,1330100.0
2017-03-16,10.936,11.029,10.583,10.588,1823400.0
2017-03-17,10.598,10.696,10.578,10.583,1952400.0
2017-03-18,10.598,10.696,10.578,10.583,1952400.0
2017-03-19,10.598,10.696,10.578,10.583,1952400.0
2017-03-20,10.583,10.764,10.49,10.637,689500.0
2017-03-21,10.705,10.833,10.455,10.735,1136100.0
2017-03-22,10.745,10.843,10.656,10.715,1446800.0
2017-03-23,10.686,10.7,10.558,10.607,1347100.0
2017-03-24,10.568,10.784,10.568,10.764,715500.0
2017-03-25,10.568,10.784,10.568,10.764,715500.0
2017-03-26,10.568,10.784,10.568,10.764,715500.0
2017-03-27,10.745,10.808,10.651,10.808,618500.0
2017-03-28,10.813,10.999,10.813,10.995,688600.0
2017-03-29,11.014,11.249,10.98,11.151,927600.0
2017-03-30,11.171,11.215,11.102,11.176,731900.0
2017-03-31,11.166,11.431,11.132,11.249,1247000.0
2017-04-01,11.166,11.431,11.132,11.249,1247000.0
2017-04-02,11.166,11.431,11.132,11.249,1247000.0
2017-04-03,11.274,11.485,11.235,11.347,1255900.0
2017-04-04,11.401,11.426,11.274,11.357,837100.0
2017-04-05,11.377,11.396,11.24,11.264,2214200.0
2017-04-06,11.294,11.294,10.955,11.078,1010300.0
2017-04-07,11.004,11.186,10.936,11.014,979200.0
2017-04-08,11.004,11.186,10.936,11.014,979200.0
2017-04-09,11.004,11.186,10.936,11.014,979200.0
2017-04-10,11.048,11.22,10.95,11.142,1097900.0
2017-04-11,11.142,11.357,11.058,11.294,1247600.0
2017-04-12,11.284,11.612,11.186,11.367,2890700.0
2017-04-13,11.48,11.48,11.205,11.22,1338000.0
2017-04-14,11.48,11.48,11.205,11.22,1338000.0
2017-04-15,11.48,11.48,11.205,11.22,1338000.0
2017-04-16,11.48,11.48,11.205,11.22,1338000.0
2017-04-17,11.362,11.421,11.284,11.284,803900.0
2017-04-18,11.416,11.499,11.313,11.426,891600.0
2017-04-19,11.568,11.617,11.421,11.593,1384700.0
2017-04-20,11.593,11.691,11.499,11.499,1224600.0
2017-04-21,11.593,11.691,11.499,11.499,1224600.0
2017-04-22,11.593,11.691,11.499,11.499,1224600.0
2017-04-23,11.593,11.691,11.499,11.499,1224600.0
2017-04-24,11.499,11.666,11.029,11.083,2217500.0
2017-04-25,11.137,11.362,11.093,11.347,2349500.0
2017-04-26,11.382,11.446,11.205,11.298,1210700.0
2017-04-27,11.347,11.436,11.274,11.421,1094700.0
2017-04-28,11.46,11.553,11.279,11.279,1286400.0
2017-04-29,11.46,11.553,11.279,11.279,1286400.0
2017-04-30,11.46,11.553,11.279,11.279,1286400.0
2017-05-01,11.46,11.553,11.279,11.279,1286400.0
2017-05-02,11.372,11.612,11.333,11.49,2074200.0
2017-05-03,11.539,11.553,11.303,11.303,1579400.0
2017-05-04,11.377,11.416,11.048,11.176,1751900.0
2017-05-05,11.28,11.28,11.074,11.28,1621200.0
2017-05-06,11.28,11.28,11.074,11.28,1621200.0
2017-05-07,11.28,11.28,11.074,11.28,1621200.0
2017-05-08,11.36,11.601,11.265,11.53,1823500.0
2017-05-09,11.566,11.982,11.535,11.831,3810900.0
2017-05-10,11.836,12.032,11.646,11.926,1941600.0
2017-05-11,11.926,12.032,11.846,11.997,1671500.0
2017-05-12,12.027,12.182,11.987,12.032,971300.0
2017-05-13,12.027,12.182,11.987,12.032,971300.0
2017-05-14,12.027,12.182,11.987,12.032,971300.0
2017-05-15,12.057,12.127,11.826,12.022,948600.0
2017-05-16,12.132,12.488,12.102,12.232,3123900.0
2017-05-17,12.247,12.353,12.062,12.122,2589800.0
2017-05-18,10.834,11.53,10.834,11.43,5010700.0
2017-05-19,11.631,11.972,11.601,11.731,2088100.0
2017-05-20,11.631,11.972,11.601,11.731,2088100.0
2017-05-21,11.631,11.972,11.601,11.731,2088100.0
2017-05-22,11.731,11.786,11.48,11.48,2684400.0
2017-05-23,11.58,11.744,11.529,11.616,1737500.0
2017-05-24,11.703,11.795,11.631,11.636,2136200.0
2017-05-25,11.718,11.795,11.503,11.554,1622800.0
2017-05-26,11.59,11.97,11.59,11.852,3006000.0
2017-05-27,11.59,11.97,11.59,11.852,3006000.0
2017-05-28,11.59,11.97,11.59,11.852,3006000.0
2017-05-29,11.903,11.934,11.795,11.841,590500.0
2017-05-30,11.908,12.072,11.8,12.026,3555400.0
2017-05-31,12.083,12.226,11.641,11.641,23092600.0
2017-06-01,11.739,11.877,11.472,11.488,1994400.0
2017-06-02,11.595,11.611,11.165,11.457,1684500.0
2017-06-03,11.595,11.611,11.165,11.457,1684500.0
2017-06-04,11.595,11.611,11.165,11.457,1684500.0
2017-06-05,11.457,11.457,11.18,11.257,2067200.0
2017-06-06,11.257,11.575,11.108,11.488,3504400.0
2017-06-07,11.57,11.57,11.318,11.477,1713600.0
2017-06-08,11.441,11.441,11.236,11.282,2528100.0
2017-06-09,11.339,11.359,11.047,11.206,2754000.0
2017-06-10,11.339,11.359,11.047,11.206,2754000.0
2017-06-11,11.339,11.359,11.047,11.206,2754000.0
2017-06-12,11.231,11.482,11.206,11.318,1776200.0
2017-06-13,11.339,11.436,11.149,11.206,1097300.0
2017-06-14,11.282,11.308,11.098,11.17,2023200.0
2017-06-15,11.282,11.308,11.098,11.17,2023200.0
2017-06-16,11.159,11.318,11.139,11.18,2502800.0
2017-06-17,11.159,11.318,11.139,11.18,2502800.0
2017-06-18,11.159,11.318,11.139,11.18,2502800.0
2017-06-19,11.216,11.221,11.057,11.057,1719100.0
2017-06-20,11.062,11.165,11.006,11.016,1361800.0
2017-06-21,11.031,11.221,11.0,11.047,2039600.0
2017-06-22,11.108,11.313,11.052,11.072,1529700.0
2017-06-23,11.077,11.124,10.959,11.077,1099800.0
2017-06-24,11.077,11.124,10.959,11.077,1099800.0
2017-06-25,11.077,11.124,10.959,11.077,1099800.0
2017-06-26,11.082,11.334,11.082,11.298,1543000.0
2017-06-27,11.329,11.447,11.149,11.149,2076700.0
2017-06-28,11.195,11.272,11.026,11.026,1717800.0
2017-06-29,11.103,11.257,11.026,11.236,5383600.0
2017-06-30,11.231,11.524,11.231,11.303,1997500.0
2017-07-01,11.231,11.524,11.231,11.303,1997500.0
2017-07-02,11.231,11.524,11.231,11.303,1997500.0
2017-07-03,11.354,11.508,11.354,11.426,1012400.0
2017-07-04,11.488,11.734,11.472,11.606,2034600.0
2017-07-05,11.641,11.677,11.385,11.385,1843300.0
2017-07-06,11.421,11.595,11.129,11.129,2811500.0
2017-07-07,11.211,11.657,11.211,11.344,3926000.0
2017-07-08,11.211,11.657,11.211,11.344,3926000.0
2017-07-09,11.211,11.657,11.211,11.344,3926000.0
2017-07-10,11.559,11.883,11.559,11.775,4317000.0
2017-07-11,11.811,11.872,11.539,11.754,1764900.0
2017-07-12,11.795,11.872,11.77,11.77,2874600.0
2017-07-13,11.795,12.036,11.79,11.959,1948500.0
2017-07-14,11.934,12.006,11.708,11.708,1948400.0
2017-07-15,11.934,12.006,11.708,11.708,1948400.0
2017-07-16,11.934,12.006,11.708,11.708,1948400.0
2017-07-17,11.759,11.811,11.58,11.606,1964400.0
2017-07-18,11.636,11.683,11.575,11.59,2078000.0
2017-07-19,11.631,11.693,11.513,11.549,2561400.0
2017-07-20,11.611,11.657,11.58,11.59,1019700.0
2017-07-21,11.662,11.708,11.565,11.683,3284700.0
2017-07-22,11.662,11.708,11.565,11.683,3284700.0
2017-07-23,11.662,11.708,11.565,11.683,3284700.0
2017-07-24,11.718,11.79,11.647,11.79,1558200.0
2017-07-25,11.8,11.995,11.718,11.995,1622800.0
2017-07-26,11.995,12.165,11.872,11.872,1998400.0
2017-07-27,11.939,12.021,11.883,12.021,956000.0
2017-07-28,12.006,12.036,11.908,11.918,793700.0
2017-07-29,12.006,12.036,11.908,11.918,793700.0
2017-07-30,12.006,12.036,11.908,11.918,793700.0
2017-07-31,11.918,11.995,11.78,11.908,1199800.0
2017-08-01,11.939,12.18,11.877,12.129,873200.0
2017-08-02,12.088,12.175,11.898,11.898,1386000.0
2017-08-03,11.949,12.124,11.908,12.0,611100.0
2017-08-04,12.047,12.247,12.041,12.18,1065800.0
2017-08-05,12.047,12.247,12.041,12.18,1065800.0
2017-08-06,12.047,12.247,12.041,12.18,1065800.0
2017-08-07,12.226,12.39,12.108,12.39,1091500.0
2017-08-08,12.406,12.406,12.17,12.18,1520100.0
2017-08-09,12.175,12.252,12.103,12.226,867000.0
2017-08-10,11.913,12.047,11.713,12.0,1259100.0
2017-08-11,12.052,12.057,11.806,11.883,1190200.0
2017-08-12,12.052,12.057,11.806,11.883,1190200.0
2017-08-13,12.052,12.057,11.806,11.883,1190200.0
2017-08-14,11.98,12.098,11.759,11.759,882400.0
2017-08-15,11.821,11.995,11.785,11.831,946300.0
2017-08-16,11.852,11.918,11.652,11.744,1363900.0
2017-08-17,11.766,11.771,11.621,11.746,1285900.0
2017-08-18,11.808,11.859,11.663,11.746,1302000.0
2017-08-19,11.808,11.859,11.663,11.746,1302000.0
2017-08-20,11.808,11.859,11.663,11.746,1302000.0
2017-08-21,11.844,11.844,11.575,11.642,833800.0
2017-08-22,11.818,11.859,11.678,11.849,1123900.0
2017-08-23,11.844,11.973,11.777,11.906,1109300.0
2017-08-24,11.906,11.952,11.746,11.746,1258300.0
2017-08-25,11.777,11.844,11.751,11.797,767500.0
2017-08-26,11.777,11.844,11.751,11.797,767500.0
2017-08-27,11.777,11.844,11.751,11.797,767500.0
2017-08-28,11.802,11.875,11.771,11.849,790900.0
2017-08-29,11.849,11.87,11.673,11.746,711000.0
2017-08-30,11.797,11.797,11.487,11.539,1107800.0
2017-08-31,11.59,11.689,11.513,11.642,1519000.0
2017-09-01,11.658,12.082,11.585,12.082,3895200.0
2017-09-02,11.658,12.082,11.585,12.082,3895200.0
2017-09-03,11.658,12.082,11.585,12.082,3895200.0
2017-09-04,11.999,12.04,11.802,11.875,1030600.0
2017-09-05,11.942,12.03,11.818,11.937,1189800.0
2017-09-06,11.952,11.994,11.787,11.787,1976400.0
2017-09-07,11.952,11.994,11.787,11.787,1976400.0
2017-09-08,11.823,11.906,11.813,11.901,1342700.0
2017-09-09,11.823,11.906,11.813,11.901,1342700.0
2017-09-10,11.823,11.906,11.813,11.901,1342700.0
2017-09-11,11.942,12.066,11.901,12.004,1031600.0
2017-09-12,12.03,12.071,11.833,11.921,1004400.0
2017-09-13,11.947,12.056,11.859,11.906,820500.0
2017-09-14,11.906,12.03,11.849,11.906,827100.0
2017-09-15,11.952,12.071,11.89,12.071,1390000.0
2017-09-16,11.952,12.071,11.89,12.071,1390000.0
2017-09-17,11.952,12.071,11.89,12.071,1390000.0
2017-09-18,12.082,12.247,12.03,12.056,953300.0
2017-09-19,12.087,12.087,11.642,11.73,1802300.0
2017-09-20,11.746,11.865,11.652,11.746,915200.0
2017-09-21,11.746,11.766,11.383,11.575,988000.0
2017-09-22,11.59,11.709,11.508,11.606,688600.0
2017-09-23,11.59,11.709,11.508,11.606,688600.0
2017-09-24,11.59,11.709,11.508,11.606,688600.0
2017-09-25,11.668,11.751,11.383,11.451,1143300.0
2017-09-26,11.539,11.544,11.228,11.228,1693400.0
2017-09-27,11.311,11.394,11.073,11.228,2576000.0
2017-09-28,11.275,11.342,11.13,11.28,953200.0
2017-09-29,11.342,11.642,11.342,11.513,1847200.0
2017-09-30,11.342,11.642,11.342,11.513,1847200.0
2017-10-01,11.342,11.642,11.342,11.513,1847200.0
2017-10-02,11.554,11.59,11.409,11.559,1143800.0
2017-10-03,11.544,11.663,11.445,11.564,1740200.0
2017-10-04,11.57,11.663,11.492,11.492,1216000.0
2017-10-05,11.58,11.963,11.518,11.859,2296000.0
2017-10-06,11.849,11.849,11.699,11.797,1571200.0
2017-10-07,11.849,11.849,11.699,11.797,1571200.0
2017-10-08,11.849,11.849,11.699,11.797,1571200.0
2017-10-09,11.797,11.849,11.544,11.616,1188700.0
2017-10-10,11.735,11.777,11.554,11.564,1399700.0
2017-10-11,11.632,11.735,11.564,11.647,1954500.0
2017-10-12,11.632,11.735,11.564,11.647,1954500.0
2017-10-13,11.673,11.849,11.559,11.627,2042900.0
2017-10-14,11.673,11.849,11.559,11.627,2042900.0
2017-10-15,11.673,11.849,11.559,11.627,2042900.0
2017-10-16,11.606,11.637,11.28,11.332,2569800.0
2017-10-17,11.378,11.445,11.197,11.414,4348600.0
2017-10-18,11.461,11.461,11.202,11.409,2556200.0
2017-10-19,11.383,11.383,11.187,11.228,1411400.0
2017-10-20,11.326,11.342,11.156,11.228,3271100.0
2017-10-21,11.326,11.342,11.156,11.228,3271100.0
2017-10-22,11.326,11.342,11.156,11.228,3271100.0
2017-10-23,11.301,11.301,11.125,11.14,790300.0
2017-10-24,11.166,11.218,10.975,11.063,1569200.0
2017-10-25,11.104,11.15,10.912,10.995,1501800.0
2017-10-26,11.021,11.057,10.7,10.716,2494800.0
2017-10-27,10.783,10.902,10.654,10.711,1863900.0
2017-10-28,10.783,10.902,10.654,10.711,1863900.0
2017-10-29,10.783,10.902,10.654,10.711,1863900.0
2017-10-30,10.711,10.737,10.55,10.607,1366700.0
2017-10-31,10.659,10.711,10.566,10.607,2095600.0
2017-11-01,10.659,10.747,10.524,10.53,1516200.0
2017-11-02,10.659,10.747,10.524,10.53,1516200.0
2017-11-03,10.555,10.773,10.555,10.695,2394300.0
2017-11-04,10.555,10.773,10.555,10.695,2394300.0
2017-11-05,10.555,10.773,10.555,10.695,2394300.0
2017-11-06,10.747,10.845,10.452,10.726,2106500.0
2017-11-07,10.674,10.747,10.431,10.499,1358700.0
2017-11-08,10.504,10.612,10.457,10.473,1955900.0
2017-11-09,10.38,10.69,10.328,10.488,2401700.0
2017-11-10,10.524,10.649,10.328,10.555,1598400.0
2017-11-11,10.524,10.649,10.328,10.555,1598400.0
2017-11-12,10.524,10.649,10.328,10.555,1598400.0
2017-11-13,10.483,10.726,10.426,10.519,2654000.0
2017-11-14,10.519,10.649,10.162,10.24,2099900.0
2017-11-15,10.519,10.649,10.162,10.24,2099900.0
2017-11-16,10.276,10.659,10.235,10.555,2015000.0
2017-11-17,10.617,10.832,10.538,10.696,2115400.0
2017-11-18,10.617,10.832,10.538,10.696,2115400.0
2017-11-19,10.617,10.832,10.538,10.696,2115400.0
2017-11-20,10.617,10.832,10.538,10.696,2115400.0
2017-11-21,10.743,11.01,10.722,10.785,1537400.0
2017-11-22,10.806,10.963,10.675,10.827,1740200.0
2017-11-23,10.732,11.068,10.706,10.853,2193900.0
2017-11-24,10.853,11.194,10.79,11.089,40190600.0
2017-11-25,10.853,11.194,10.79,11.089,40190600.0
2017-11-26,10.853,11.194,10.79,11.089,40190600.0
2017-11-27,11.094,11.325,11.047,11.314,2778900.0
2017-11-28,11.32,11.535,11.293,11.482,2319300.0
2017-11-29,11.482,11.514,11.314,11.377,2297600.0
2017-11-30,11.377,11.414,10.989,11.157,4628300.0
2017-12-01,11.078,11.162,10.942,11.021,911600.0
2017-12-02,11.078,11.162,10.942,11.021,911600.0
2017-12-03,11.078,11.162,10.942,11.021,911600.0
2017-12-04,11.026,11.246,11.026,11.078,993100.0
2017-12-05,11.194,11.236,11.021,11.078,1256300.0
2017-12-06,11.015,11.089,10.753,10.911,2653700.0
2017-12-07,10.905,10.905,10.664,10.748,1918500.0
2017-12-08,10.895,10.974,10.78,10.9,1986200.0
2017-12-09,10.895,10.974,10.78,10.9,1986200.0
2017-12-10,10.895,10.974,10.78,10.9,1986200.0
2017-12-11,10.905,11.005,10.748,10.811,1554100.0
2017-12-12,10.748,11.183,10.748,11.183,2363800.0
2017-12-13,11.168,11.272,10.874,10.958,2086300.0
2017-12-14,10.974,11.063,10.858,10.989,2383800.0
2017-12-15,11.01,11.12,10.863,10.905,1778800.0
2017-12-16,11.01,11.12,10.863,10.905,1778800.0
2017-12-17,11.01,11.12,10.863,10.905,1778800.0
2017-12-18,11.042,11.057,10.764,10.884,1352600.0
2017-12-19,10.916,10.959,10.635,10.677,1519100.0
2017-12-20,10.773,10.922,10.768,10.89,1489100.0
2017-12-21,10.97,10.996,10.842,10.922,609700.0
2017-12-22,11.044,11.076,10.901,11.044,776100.0
2017-12-23,11.044,11.076,10.901,11.044,776100.0
2017-12-24,11.044,11.076,10.901,11.044,776100.0
2017-12-25,11.044,11.076,10.901,11.044,776100.0
2017-12-26,11.113,11.23,11.065,11.209,898100.0
2017-12-27,11.219,11.288,11.102,11.187,794300.0
2017-12-28,11.209,11.336,11.15,11.336,1498900.0
2017-12-29,11.209,11.336,11.15,11.336,1498900.0
2017-12-30,11.209,11.336,11.15,11.336,1498900.0
2017-12-31,11.209,11.336,11.15,11.336,1498900.0
2018-01-01,11.209,11.336,11.15,11.336,1498900.0
2018-01-02,11.331,11.437,11.219,11.4,638700.0
2018-01-03,11.267,11.442,11.251,11.416,1001900.0
2018-01-04,11.432,11.437,11.225,11.235,1604100.0
2018-01-05,11.235,11.325,11.214,11.288,647000.0
2018-01-06,11.235,11.325,11.214,11.288,647000.0
2018-01-07,11.235,11.325,11.214,11.288,647000.0
2018-01-08,11.315,11.315,11.15,11.235,1939800.0
2018-01-09,11.235,11.235,11.017,11.028,2093200.0
2018-01-10,11.023,11.023,10.863,10.879,1476300.0
2018-01-11,10.901,10.922,10.762,10.8,1150200.0
2018-01-12,10.768,10.879,10.731,10.8,1025800.0
2018-01-13,10.768,10.879,10.731,10.8,1025800.0
2018-01-14,10.768,10.879,10.731,10.8,1025800.0
2018-01-15,10.901,10.986,10.842,10.916,580200.0
2018-01-16,10.89,10.97,10.81,10.853,773600.0
2018-01-17,10.916,10.948,10.831,10.89,1254700.0
2018-01-18,10.89,10.911,10.683,10.81,1096100.0
2018-01-19,10.853,10.853,10.709,10.8,3835300.0
2018-01-20,10.853,10.853,10.709,10.8,3835300.0
2018-01-21,10.853,10.853,10.709,10.8,3835300.0
2018-01-22,10.821,10.869,10.762,10.858,641400.0
2018-01-23,10.858,10.874,10.741,10.8,890800.0
2018-01-24,10.837,10.932,10.736,10.932,1146600.0
2018-01-25,10.837,10.932,10.736,10.932,1146600.0
2018-01-26,11.017,11.028,10.794,10.869,1935800.0
2018-01-27,11.017,11.028,10.794,10.869,1935800.0
2018-01-28,11.017,11.028,10.794,10.869,1935800.0
2018-01-29,10.858,10.954,10.816,10.869,814200.0
2018-01-30,10.869,10.885,10.688,10.81,961500.0
2018-01-31,10.842,10.863,10.704,10.704,2316100.0
2018-02-01,10.731,10.816,10.704,10.778,839500.0
2018-02-02,10.731,10.762,10.63,10.762,917000.0
2018-02-03,10.731,10.762,10.63,10.762,917000.0
2018-02-04,10.731,10.762,10.63,10.762,917000.0
2018-02-05,10.688,10.762,10.646,10.646,814100.0
2018-02-06,10.63,10.725,10.545,10.699,1165200.0
2018-02-07,10.693,10.731,10.646,10.709,769800.0
2018-02-08,10.715,10.805,10.428,10.507,2381500.0
2018-02-09,10.518,10.587,10.359,10.438,1690800.0
2018-02-10,10.518,10.587,10.359,10.438,1690800.0
2018-02-11,10.518,10.587,10.359,10.438,1690800.0
2018-02-12,10.518,10.587,10.359,10.438,1690800.0
2018-02-13,10.518,10.587,10.359,10.438,1690800.0
2018-02-14,10.545,10.863,10.545,10.831,2337700.0
2018-02-15,10.863,10.943,10.8,10.943,1517100.0
2018-02-16,10.89,10.97,10.805,10.97,1027000.0
2018-02-17,10.89,10.97,10.805,10.97,1027000.0
2018-02-18,10.89,10.97,10.805,10.97,1027000.0
2018-02-19,10.959,10.97,10.837,10.853,483500.0
2018-02-20,10.837,11.15,10.826,11.039,1277800.0
2018-02-21,11.086,11.155,11.007,11.155,1978400.0
2018-02-22,11.102,11.203,11.06,11.129,870900.0
2018-02-23,11.15,11.182,11.023,11.161,2427800.0
2018-02-24,11.15,11.182,11.023,11.161,2427800.0
2018-02-25,11.15,11.182,11.023,11.161,2427800.0
2018-02-26,11.182,11.49,11.166,11.368,2042000.0
2018-02-27,11.373,11.426,11.198,11.251,1560300.0
2018-02-28,11.267,11.341,10.837,10.89,6490200.0
2018-03-01,10.821,11.065,10.789,10.863,2088900.0
2018-03-02,10.837,11.049,10.794,11.049,1204300.0
2018-03-03,10.837,11.049,10.794,11.049,1204300.0
2018-03-04,10.837,11.049,10.794,11.049,1204300.0
2018-03-05,11.065,11.118,10.874,10.927,834700.0
2018-03-06,10.943,11.001,10.863,10.863,731700.0
2018-03-07,10.858,10.964,10.8,10.863,1247100.0
2018-03-08,10.89,10.927,10.816,10.863,933100.0
2018-03-09,10.922,11.065,10.869,10.996,919800.0
2018-03-10,10.922,11.065,10.869,10.996,919800.0
2018-03-11,10.922,11.065,10.869,10.996,919800.0
2018-03-12,10.948,11.182,10.948,11.097,1345900.0
2018-03-13,11.039,11.155,10.986,10.996,799300.0
2018-03-14,11.012,11.081,10.8,10.943,1463600.0
2018-03-15,10.932,10.996,10.863,10.943,1129400.0
2018-03-16,10.938,11.049,10.869,11.049,3109500.0
2018-03-17,10.938,11.049,10.869,11.049,3109500.0
2018-03-18,10.938,11.049,10.869,11.049,3109500.0
2018-03-19,10.959,11.023,10.916,11.007,1486400.0
2018-03-20,11.007,11.033,10.81,10.826,2777100.0
2018-03-21,10.853,10.874,10.693,10.731,1948200.0
2018-03-22,10.794,10.901,10.725,10.789,1071000.0
2018-03-23,10.8,11.14,10.8,11.092,1603800.0
2018-03-24,10.8,11.14,10.8,11.092,1603800.0
2018-03-25,10.8,11.14,10.8,11.092,1603800.0
2018-03-26,11.118,11.155,11.092,11.155,1299200.0
2018-03-27,11.102,11.416,11.102,11.304,1350400.0
2018-03-28,11.193,11.421,11.187,11.331,1397200.0
2018-03-29,11.363,11.543,11.341,11.543,709700.0
2018-03-30,11.363,11.543,11.341,11.543,709700.0
