,BRSR6 BZ Equity,BRSR6 BZ Equity,BRSR6 BZ Equity,BRSR6 BZ Equity,BRSR6 BZ Equity
2017-03-04,10.092,10.249,10.007,10.219,1588500.0
2017-03-05,10.092,10.249,10.007,10.219,1588500.0
2017-03-06,10.303,10.442,10.056,10.37,639600.0
2017-03-07,10.442,10.563,10.219,10.376,1084400.0
2017-03-08,10.472,10.484,9.893,10.104,959000.0
2017-03-09,10.11,10.11,9.681,9.832,663200.0
2017-03-10,9.808,10.013,9.603,9.869,1095000.0
2017-03-11,9.808,10.013,9.603,9.869,1095000.0
2017-03-12,9.808,10.013,9.603,9.869,1095000.0
2017-03-13,9.953,9.953,9.748,9.869,862900.0
2017-03-14,9.941,9.959,9.501,9.501,1615100.0
2017-03-15,9.489,9.751,9.128,9.257,1556200.0
2017-03-16,9.299,9.531,9.165,9.367,1391800.0
2017-03-17,9.623,9.794,9.085,9.36,2153200.0
2017-03-18,9.623,9.794,9.085,9.36,2153200.0
2017-03-19,9.623,9.794,9.085,9.36,2153200.0
2017-03-20,9.25,9.458,9.134,9.177,523800.0
2017-03-21,9.165,9.281,8.859,9.037,751400.0
2017-03-22,9.037,9.079,8.817,8.927,814500.0
2017-03-23,8.92,9.018,8.817,8.847,1139600.0
2017-03-24,8.865,9.079,8.853,8.878,476100.0
2017-03-25,8.865,9.079,8.853,8.878,476100.0
2017-03-26,8.865,9.079,8.853,8.878,476100.0
2017-03-27,8.835,8.884,8.609,8.835,608400.0
2017-03-28,8.798,9.183,8.786,9.14,831200.0
2017-03-29,9.147,9.318,9.03,9.293,1162200.0
2017-03-30,9.379,9.379,9.067,9.165,4429800.0
2017-03-31,9.189,9.287,8.92,9.238,4083800.0
2017-04-01,9.189,9.287,8.92,9.238,4083800.0
2017-04-02,9.189,9.287,8.92,9.238,4083800.0
2017-04-03,9.232,9.813,9.226,9.776,2958800.0
2017-04-04,9.733,9.959,9.489,9.715,997000.0
2017-04-05,9.77,9.849,9.232,9.336,837700.0
2017-04-06,9.336,9.336,8.859,8.951,1026900.0
2017-04-07,8.951,9.397,8.878,9.257,610300.0
2017-04-08,8.951,9.397,8.878,9.257,610300.0
2017-04-09,8.951,9.397,8.878,9.257,610300.0
2017-04-10,9.177,9.342,8.927,8.982,456900.0
2017-04-11,9.012,9.183,8.89,9.043,625800.0
2017-04-12,9.043,9.061,8.694,8.694,652900.0
2017-04-13,8.707,8.975,8.658,8.737,365900.0
2017-04-14,8.707,8.975,8.658,8.737,365900.0
2017-04-15,8.707,8.975,8.658,8.737,365900.0
2017-04-16,8.707,8.975,8.658,8.737,365900.0
2017-04-17,8.737,9.177,8.694,9.03,368900.0
2017-04-18,9.037,9.104,8.707,8.89,376100.0
2017-04-19,9.012,9.159,8.688,8.908,614500.0
2017-04-20,8.908,9.043,8.743,8.743,771800.0
2017-04-21,8.908,9.043,8.743,8.743,771800.0
2017-04-22,8.908,9.043,8.743,8.743,771800.0
2017-04-23,8.908,9.043,8.743,8.743,771800.0
2017-04-24,8.786,9.079,8.646,8.737,675300.0
2017-04-25,8.749,8.872,8.676,8.841,213400.0
2017-04-26,8.92,8.92,8.707,8.719,295200.0
2017-04-27,8.81,8.81,8.511,8.664,491600.0
2017-04-28,8.676,8.792,8.523,8.682,778900.0
2017-04-29,8.676,8.792,8.523,8.682,778900.0
2017-04-30,8.676,8.792,8.523,8.682,778900.0
2017-05-01,8.676,8.792,8.523,8.682,778900.0
2017-05-02,8.682,9.11,8.676,9.073,1234000.0
2017-05-03,9.104,9.409,9.018,9.318,1203100.0
2017-05-04,9.324,9.324,8.982,9.134,914900.0
2017-05-05,9.098,9.38,9.098,9.282,801400.0
2017-05-06,9.098,9.38,9.098,9.282,801400.0
2017-05-07,9.098,9.38,9.098,9.282,801400.0
2017-05-08,9.276,9.306,9.141,9.251,336500.0
2017-05-09,9.245,9.582,9.196,9.558,738800.0
2017-05-10,9.564,9.772,9.496,9.717,951100.0
2017-05-11,9.705,10.048,9.619,10.023,1222400.0
2017-05-12,10.078,10.152,9.907,10.035,579600.0
2017-05-13,10.078,10.152,9.907,10.035,579600.0
2017-05-14,10.078,10.152,9.907,10.035,579600.0
2017-05-15,10.035,10.035,9.38,9.558,1434100.0
2017-05-16,9.731,9.775,9.595,9.731,839800.0
2017-05-17,9.731,9.731,9.557,9.731,2309800.0
2017-05-18,8.316,8.372,7.671,7.77,4043400.0
2017-05-19,8.056,8.223,7.882,8.006,1527900.0
2017-05-20,8.056,8.223,7.882,8.006,1527900.0
2017-05-21,8.056,8.223,7.882,8.006,1527900.0
2017-05-22,7.882,7.882,7.454,7.571,1431500.0
2017-05-23,7.522,7.789,7.497,7.789,2129600.0
2017-05-24,7.931,8.155,7.913,8.056,1215400.0
2017-05-25,8.049,8.223,7.944,8.223,1252700.0
2017-05-26,8.242,8.707,8.236,8.614,1997200.0
2017-05-27,8.242,8.707,8.236,8.614,1997200.0
2017-05-28,8.242,8.707,8.236,8.614,1997200.0
2017-05-29,8.527,8.782,8.459,8.782,541200.0
2017-05-30,8.782,8.862,8.651,8.72,1288500.0
2017-05-31,8.689,8.744,8.484,8.595,1363300.0
2017-06-01,8.552,8.595,8.124,8.192,2001000.0
2017-06-02,8.211,8.353,8.062,8.192,750100.0
2017-06-03,8.211,8.353,8.062,8.192,750100.0
2017-06-04,8.211,8.353,8.062,8.192,750100.0
2017-06-05,8.099,8.155,7.962,8.006,878200.0
2017-06-06,7.975,8.298,7.851,8.124,1824900.0
2017-06-07,8.161,8.329,7.956,8.099,1906500.0
2017-06-08,7.987,8.093,7.882,7.888,1089500.0
2017-06-09,7.894,7.987,7.54,7.671,1938500.0
2017-06-10,7.894,7.987,7.54,7.671,1938500.0
2017-06-11,7.894,7.987,7.54,7.671,1938500.0
2017-06-12,7.733,7.764,7.553,7.665,539000.0
2017-06-13,7.658,7.758,7.547,7.714,683100.0
2017-06-14,7.82,7.838,7.615,7.758,1118700.0
2017-06-15,7.82,7.838,7.615,7.758,1118700.0
2017-06-16,7.758,7.776,7.54,7.665,678000.0
2017-06-17,7.758,7.776,7.54,7.665,678000.0
2017-06-18,7.758,7.776,7.54,7.665,678000.0
2017-06-19,7.634,7.733,7.447,7.491,1498900.0
2017-06-20,7.491,7.516,7.249,7.323,1565400.0
2017-06-21,7.441,7.441,7.199,7.336,918200.0
2017-06-22,7.342,7.391,7.224,7.391,615400.0
2017-06-23,7.398,7.441,7.243,7.261,705400.0
2017-06-24,7.398,7.441,7.243,7.261,705400.0
2017-06-25,7.398,7.441,7.243,7.261,705400.0
2017-06-26,7.317,7.627,7.261,7.615,2030600.0
2017-06-27,7.621,7.82,7.522,7.782,1873300.0
2017-06-28,7.801,7.894,7.708,7.832,699600.0
2017-06-29,7.814,7.944,7.776,7.944,837600.0
2017-06-30,7.913,8.161,7.9,8.155,1297100.0
2017-07-01,7.913,8.161,7.9,8.155,1297100.0
2017-07-02,7.913,8.161,7.9,8.155,1297100.0
2017-07-03,8.192,8.471,8.161,8.248,4459000.0
2017-07-04,8.254,8.552,8.204,8.416,973000.0
2017-07-05,8.416,8.533,8.242,8.409,1174200.0
2017-07-06,8.453,8.453,8.211,8.31,2178500.0
2017-07-07,8.31,8.471,8.242,8.384,437100.0
2017-07-08,8.31,8.471,8.242,8.384,437100.0
2017-07-09,8.31,8.471,8.242,8.384,437100.0
2017-07-10,8.384,8.558,8.384,8.496,502000.0
2017-07-11,8.502,8.757,8.397,8.72,1183800.0
2017-07-12,8.689,9.042,8.608,8.993,1190800.0
2017-07-13,8.999,9.179,8.999,9.073,1212400.0
2017-07-14,9.098,9.135,8.844,8.918,1201900.0
2017-07-15,9.098,9.135,8.844,8.918,1201900.0
2017-07-16,9.098,9.135,8.844,8.918,1201900.0
2017-07-17,8.943,9.117,8.937,9.055,385900.0
2017-07-18,9.123,9.123,9.011,9.123,413100.0
2017-07-19,9.154,9.166,8.993,8.993,810600.0
2017-07-20,8.993,9.142,8.993,9.142,336200.0
2017-07-21,9.092,9.34,8.918,8.974,638500.0
2017-07-22,9.092,9.34,8.918,8.974,638500.0
2017-07-23,9.092,9.34,8.918,8.974,638500.0
2017-07-24,8.949,9.098,8.881,8.974,405200.0
2017-07-25,9.011,9.21,8.98,9.135,708000.0
2017-07-26,9.247,9.247,8.968,9.042,362100.0
2017-07-27,9.148,9.148,8.869,8.906,312200.0
2017-07-28,8.875,8.931,8.732,8.794,360300.0
2017-07-29,8.875,8.931,8.732,8.794,360300.0
2017-07-30,8.875,8.931,8.732,8.794,360300.0
2017-07-31,8.813,9.117,8.813,9.08,808100.0
2017-08-01,9.086,9.359,9.086,9.21,2941500.0
2017-08-02,9.253,9.582,9.253,9.582,1127200.0
2017-08-03,9.557,9.682,9.483,9.52,491900.0
2017-08-04,9.557,9.626,9.446,9.539,676900.0
2017-08-05,9.557,9.626,9.446,9.539,676900.0
2017-08-06,9.557,9.626,9.446,9.539,676900.0
2017-08-07,9.533,9.626,9.471,9.477,340600.0
2017-08-08,9.483,9.601,9.421,9.545,434600.0
2017-08-09,9.44,9.557,9.334,9.402,655500.0
2017-08-10,9.402,9.526,9.166,9.415,414200.0
2017-08-11,9.452,9.613,9.241,9.613,472300.0
2017-08-12,9.452,9.613,9.241,9.613,472300.0
2017-08-13,9.452,9.613,9.241,9.613,472300.0
2017-08-14,9.657,9.967,9.489,9.837,1034500.0
2017-08-15,9.927,10.052,9.782,9.782,384900.0
2017-08-16,9.864,9.889,9.606,9.719,300500.0
2017-08-17,9.681,9.751,9.405,9.644,665100.0
2017-08-18,9.644,9.839,9.499,9.839,1302000.0
2017-08-19,9.644,9.839,9.499,9.839,1302000.0
2017-08-20,9.644,9.839,9.499,9.839,1302000.0
2017-08-21,10.002,10.002,9.468,9.562,948500.0
2017-08-22,9.751,10.386,9.751,10.36,1804200.0
2017-08-23,10.354,10.354,10.128,10.134,514700.0
2017-08-24,10.184,10.279,10.14,10.235,976400.0
2017-08-25,10.247,10.373,10.034,10.342,529400.0
2017-08-26,10.247,10.373,10.034,10.342,529400.0
2017-08-27,10.247,10.373,10.034,10.342,529400.0
2017-08-28,10.348,10.499,10.272,10.448,1405000.0
2017-08-29,10.436,10.562,10.31,10.511,424800.0
2017-08-30,10.53,10.593,10.203,10.373,930700.0
2017-08-31,10.448,10.637,10.078,10.637,989400.0
2017-09-01,10.631,10.932,10.499,10.932,931400.0
2017-09-02,10.631,10.932,10.499,10.932,931400.0
2017-09-03,10.631,10.932,10.499,10.932,931400.0
2017-09-04,10.775,11.09,10.706,11.027,579500.0
2017-09-05,11.014,11.297,10.8,10.895,616900.0
2017-09-06,10.907,11.058,10.819,10.876,579300.0
2017-09-07,10.907,11.058,10.819,10.876,579300.0
2017-09-08,10.882,11.002,10.763,10.958,488900.0
2017-09-09,10.882,11.002,10.763,10.958,488900.0
2017-09-10,10.882,11.002,10.763,10.958,488900.0
2017-09-11,11.046,11.241,11.008,11.065,503800.0
2017-09-12,11.033,11.14,10.775,10.876,773500.0
2017-09-13,10.813,10.888,10.763,10.807,893500.0
2017-09-14,10.65,10.888,10.631,10.888,548300.0
2017-09-15,10.876,10.939,10.8,10.939,533300.0
2017-09-16,10.876,10.939,10.8,10.939,533300.0
2017-09-17,10.876,10.939,10.8,10.939,533300.0
2017-09-18,10.97,11.077,10.876,10.907,411500.0
2017-09-19,10.888,10.995,10.687,10.794,531000.0
2017-09-20,10.75,10.932,10.398,10.612,900100.0
2017-09-21,10.549,10.681,10.411,10.53,557700.0
2017-09-22,10.53,10.65,10.31,10.65,476800.0
2017-09-23,10.53,10.65,10.31,10.65,476800.0
2017-09-24,10.53,10.65,10.31,10.65,476800.0
2017-09-25,10.612,10.656,10.461,10.486,396500.0
2017-09-26,10.549,10.58,10.411,10.53,366800.0
2017-09-27,10.624,10.624,10.241,10.373,767400.0
2017-09-28,10.436,10.606,10.36,10.574,1234200.0
2017-09-29,10.574,11.096,10.574,11.09,1461200.0
2017-09-30,10.574,11.096,10.574,11.09,1461200.0
2017-10-01,10.574,11.096,10.574,11.09,1461200.0
2017-10-02,11.127,11.228,10.769,10.876,919400.0
2017-10-03,10.983,11.046,10.826,10.932,1013700.0
2017-10-04,9.681,10.241,9.524,9.744,9979100.0
2017-10-05,9.996,10.015,9.593,9.619,2601400.0
2017-10-06,9.681,9.681,9.304,9.468,1335700.0
2017-10-07,9.681,9.681,9.304,9.468,1335700.0
2017-10-08,9.681,9.681,9.304,9.468,1335700.0
2017-10-09,9.524,9.524,9.185,9.399,1525100.0
2017-10-10,9.361,9.744,9.361,9.744,3461700.0
2017-10-11,9.744,9.82,9.417,9.417,2536700.0
2017-10-12,9.744,9.82,9.417,9.417,2536700.0
2017-10-13,9.518,9.575,9.392,9.461,1564800.0
2017-10-14,9.518,9.575,9.392,9.461,1564800.0
2017-10-15,9.518,9.575,9.392,9.461,1564800.0
2017-10-16,9.568,9.568,9.241,9.399,1109600.0
2017-10-17,9.323,9.43,9.097,9.153,1178800.0
2017-10-18,9.216,9.317,9.141,9.21,1093900.0
2017-10-19,9.21,9.21,9.015,9.172,635400.0
2017-10-20,9.273,9.543,9.16,9.531,1892600.0
2017-10-21,9.273,9.543,9.16,9.531,1892600.0
2017-10-22,9.273,9.543,9.16,9.531,1892600.0
2017-10-23,9.531,9.732,9.373,9.663,2150500.0
2017-10-24,9.744,9.92,9.619,9.839,1458500.0
2017-10-25,9.845,9.964,9.776,9.933,1360000.0
2017-10-26,9.945,10.04,9.839,9.87,2197200.0
2017-10-27,9.933,9.933,9.637,9.782,962600.0
2017-10-28,9.933,9.933,9.637,9.782,962600.0
2017-10-29,9.933,9.933,9.637,9.782,962600.0
2017-10-30,9.744,9.757,9.512,9.549,381300.0
2017-10-31,9.637,9.637,9.399,9.581,1078100.0
2017-11-01,9.6,9.795,9.436,9.493,820700.0
2017-11-02,9.6,9.795,9.436,9.493,820700.0
2017-11-03,9.499,9.543,9.323,9.493,787600.0
2017-11-04,9.499,9.543,9.323,9.493,787600.0
2017-11-05,9.499,9.543,9.323,9.493,787600.0
2017-11-06,9.455,9.738,9.455,9.738,574600.0
2017-11-07,9.744,9.744,9.185,9.355,928400.0
2017-11-08,9.298,9.493,9.191,9.43,1840400.0
2017-11-09,9.43,9.43,9.153,9.317,651500.0
2017-11-10,9.367,9.367,9.034,9.034,724200.0
2017-11-11,9.367,9.367,9.034,9.034,724200.0
2017-11-12,9.367,9.367,9.034,9.034,724200.0
2017-11-13,9.034,9.166,8.858,9.078,1237100.0
2017-11-14,9.206,9.206,8.783,8.954,950700.0
2017-11-15,9.206,9.206,8.783,8.954,950700.0
2017-11-16,9.099,9.112,8.928,9.03,618100.0
2017-11-17,8.966,9.225,8.954,9.213,494900.0
2017-11-18,8.966,9.225,8.954,9.213,494900.0
2017-11-19,8.966,9.225,8.954,9.213,494900.0
2017-11-20,8.966,9.225,8.954,9.213,494900.0
2017-11-21,9.295,9.333,9.08,9.162,813300.0
2017-11-22,9.238,9.314,9.048,9.162,1144000.0
2017-11-23,9.175,9.213,9.067,9.137,297000.0
2017-11-24,9.232,9.409,9.137,9.409,759600.0
2017-11-25,9.232,9.409,9.137,9.409,759600.0
2017-11-26,9.232,9.409,9.137,9.409,759600.0
2017-11-27,9.409,9.415,9.143,9.339,924900.0
2017-11-28,9.358,9.364,8.935,8.973,1756200.0
2017-11-29,8.998,9.036,8.486,8.625,1222800.0
2017-11-30,8.688,8.783,8.183,8.214,2171500.0
2017-12-01,8.214,8.473,8.107,8.372,559400.0
2017-12-02,8.214,8.473,8.107,8.372,559400.0
2017-12-03,8.214,8.473,8.107,8.372,559400.0
2017-12-04,8.53,9.402,8.53,9.017,2115400.0
2017-12-05,9.03,9.15,8.802,9.004,1034900.0
2017-12-06,8.916,9.124,8.846,9.004,712300.0
2017-12-07,8.909,9.162,8.865,9.131,1328200.0
2017-12-08,9.131,9.402,9.131,9.194,865500.0
2017-12-09,9.131,9.402,9.131,9.194,865500.0
2017-12-10,9.131,9.402,9.131,9.194,865500.0
2017-12-11,9.162,9.326,9.162,9.225,505300.0
2017-12-12,9.225,9.352,9.099,9.352,1102800.0
2017-12-13,9.308,9.674,9.238,9.478,1675400.0
2017-12-14,9.472,9.472,8.979,9.225,1227800.0
2017-12-15,9.225,9.402,9.112,9.352,1134900.0
2017-12-16,9.225,9.402,9.112,9.352,1134900.0
2017-12-17,9.225,9.402,9.112,9.352,1134900.0
2017-12-18,9.352,9.352,9.169,9.194,577100.0
2017-12-19,9.162,9.308,9.067,9.257,909100.0
2017-12-20,9.175,9.352,9.156,9.352,605800.0
2017-12-21,9.371,9.383,9.093,9.194,1431100.0
2017-12-22,9.105,9.263,9.099,9.257,309500.0
2017-12-23,9.105,9.263,9.099,9.257,309500.0
2017-12-24,9.105,9.263,9.099,9.257,309500.0
2017-12-25,9.105,9.263,9.099,9.257,309500.0
2017-12-26,9.263,9.396,9.15,9.187,860800.0
2017-12-27,9.187,9.32,9.112,9.169,630200.0
2017-12-28,9.137,9.44,9.036,9.415,939600.0
2017-12-29,9.137,9.44,9.036,9.415,939600.0
2017-12-30,9.137,9.44,9.036,9.415,939600.0
2017-12-31,9.137,9.44,9.036,9.415,939600.0
2018-01-01,9.137,9.44,9.036,9.415,939600.0
2018-01-02,9.421,9.617,9.402,9.402,521300.0
2018-01-03,9.409,9.586,9.383,9.447,649400.0
2018-01-04,9.465,9.75,9.465,9.503,1045400.0
2018-01-05,9.609,9.667,9.441,9.628,530000.0
2018-01-06,9.609,9.667,9.441,9.628,530000.0
2018-01-07,9.609,9.667,9.441,9.628,530000.0
2018-01-08,9.615,9.905,9.564,9.789,1084800.0
2018-01-09,9.899,9.905,9.628,9.744,642600.0
2018-01-10,9.77,9.828,9.615,9.789,1360900.0
2018-01-11,9.809,9.918,9.751,9.918,303100.0
2018-01-12,9.815,9.88,9.525,9.641,764900.0
2018-01-13,9.815,9.88,9.525,9.641,764900.0
2018-01-14,9.815,9.88,9.525,9.641,764900.0
2018-01-15,9.648,9.725,9.544,9.615,482000.0
2018-01-16,9.615,9.667,9.473,9.512,525100.0
2018-01-17,9.544,9.544,9.351,9.357,5405400.0
2018-01-18,9.409,9.641,9.338,9.338,1511700.0
2018-01-19,9.351,9.583,9.351,9.486,1748300.0
2018-01-20,9.351,9.583,9.351,9.486,1748300.0
2018-01-21,9.351,9.583,9.351,9.486,1748300.0
2018-01-22,9.499,9.931,9.499,9.835,2170600.0
2018-01-23,9.835,9.899,9.609,9.699,580500.0
2018-01-24,9.712,10.183,9.712,10.183,1145600.0
2018-01-25,9.712,10.183,9.712,10.183,1145600.0
2018-01-26,10.241,10.634,10.241,10.576,1259200.0
2018-01-27,10.241,10.634,10.241,10.576,1259200.0
2018-01-28,10.241,10.634,10.241,10.576,1259200.0
2018-01-29,10.57,10.576,10.138,10.473,754700.0
2018-01-30,10.331,10.512,10.299,10.512,452700.0
2018-01-31,10.525,10.873,10.525,10.77,1684500.0
2018-02-01,10.763,10.808,10.492,10.531,688800.0
2018-02-02,10.479,10.641,10.331,10.537,588700.0
2018-02-03,10.479,10.641,10.331,10.537,588700.0
2018-02-04,10.479,10.641,10.331,10.537,588700.0
2018-02-05,10.512,10.512,10.241,10.344,277200.0
2018-02-06,10.254,10.447,10.002,10.447,387300.0
2018-02-07,10.415,10.66,10.35,10.447,569000.0
2018-02-08,10.479,10.583,10.17,10.312,440000.0
2018-02-09,10.312,10.338,9.918,10.254,760600.0
2018-02-10,10.312,10.338,9.918,10.254,760600.0
2018-02-11,10.312,10.338,9.918,10.254,760600.0
2018-02-12,10.312,10.338,9.918,10.254,760600.0
2018-02-13,10.312,10.338,9.918,10.254,760600.0
2018-02-14,10.318,10.557,10.073,10.557,457400.0
2018-02-15,10.563,10.692,10.46,10.634,510300.0
2018-02-16,10.647,10.95,10.505,10.899,547000.0
2018-02-17,10.647,10.95,10.505,10.899,547000.0
2018-02-18,10.647,10.95,10.505,10.899,547000.0
2018-02-19,11.169,11.821,11.092,11.576,4000300.0
2018-02-20,11.569,11.731,11.337,11.485,812100.0
2018-02-21,11.485,11.576,11.382,11.382,465500.0
2018-02-22,11.311,11.627,11.234,11.415,2837000.0
2018-02-23,11.382,11.672,11.35,11.466,635200.0
2018-02-24,11.382,11.672,11.35,11.466,635200.0
2018-02-25,11.382,11.672,11.35,11.466,635200.0
2018-02-26,11.473,11.718,11.473,11.608,1713600.0
2018-02-27,11.638,12.036,11.638,11.749,1131800.0
2018-02-28,11.906,11.906,11.743,11.841,1396800.0
2018-03-01,11.867,12.219,11.867,12.036,2108900.0
2018-03-02,12.023,12.297,11.775,12.069,2057600.0
2018-03-03,12.023,12.297,11.775,12.069,2057600.0
2018-03-04,12.023,12.297,11.775,12.069,2057600.0
2018-03-05,12.069,12.343,12.017,12.16,1443400.0
2018-03-06,12.186,12.33,11.984,12.069,1150100.0
2018-03-07,12.069,12.408,11.984,12.317,1460700.0
2018-03-08,12.336,12.715,12.089,12.271,1965200.0
2018-03-09,12.33,12.545,12.219,12.415,2548000.0
2018-03-10,12.33,12.545,12.219,12.415,2548000.0
2018-03-11,12.33,12.545,12.219,12.415,2548000.0
2018-03-12,12.454,12.865,12.454,12.656,1796700.0
2018-03-13,12.8,12.982,12.552,12.95,3019300.0
2018-03-14,12.832,13.23,12.826,12.917,2325300.0
2018-03-15,13.041,13.087,12.845,13.015,2028000.0
2018-03-16,12.924,13.367,12.924,13.165,3088400.0
2018-03-17,12.924,13.367,12.924,13.165,3088400.0
2018-03-18,12.924,13.367,12.924,13.165,3088400.0
2018-03-19,13.178,13.406,13.106,13.113,1570100.0
2018-03-20,13.178,13.322,13.139,13.243,461800.0
2018-03-21,13.263,13.798,13.263,13.7,1310100.0
2018-03-22,13.785,13.811,13.269,13.543,1085800.0
2018-03-23,13.504,14.098,13.472,13.961,2659700.0
2018-03-24,13.504,14.098,13.472,13.961,2659700.0
2018-03-25,13.504,14.098,13.472,13.961,2659700.0
2018-03-26,14.189,14.209,13.654,13.83,730900.0
2018-03-27,13.811,13.928,13.563,13.602,532100.0
2018-03-28,13.687,13.687,13.282,13.472,2349400.0
2018-03-29,13.504,13.504,13.002,13.224,1755600.0
2018-03-30,13.504,13.504,13.002,13.224,1755600.0
2018-03-31,13.504,13.504,13.002,13.224,1755600.0
2018-04-01,13.504,13.504,13.002,13.224,1755600.0
2018-04-02,13.224,13.224,12.8,12.956,562400.0
2018-04-03,13.067,13.641,13.041,13.145,1258800.0
2018-04-04,13.139,13.139,12.845,12.897,2526900.0
2018-04-05,13.269,13.387,12.93,13.048,2015300.0
2018-04-06,13.132,13.132,12.597,12.852,1177600.0
2018-04-07,13.132,13.132,12.597,12.852,1177600.0
2018-04-08,13.132,13.132,12.597,12.852,1177600.0
2018-04-09,12.95,12.982,12.291,12.493,1586400.0
2018-04-10,12.265,12.539,12.134,12.232,29456800.0
2018-04-11,12.46,12.708,12.395,12.65,2633000.0
2018-04-12,12.774,13.087,12.715,12.982,2222200.0
2018-04-13,13.048,13.132,12.565,12.689,3255800.0
2018-04-14,13.048,13.132,12.565,12.689,3255800.0
2018-04-15,13.048,13.132,12.565,12.689,3255800.0
2018-04-16,12.65,12.845,12.278,12.389,1109900.0
2018-04-17,12.395,12.526,12.31,12.441,1468800.0
2018-04-18,12.441,13.048,12.441,12.982,3507400.0
2018-04-19,13.054,13.1,12.793,13.041,708100.0
2018-04-20,13.145,13.387,12.956,13.387,1399600.0
2018-04-21,13.145,13.387,12.956,13.387,1399600.0
2018-04-22,13.145,13.387,12.956,13.387,1399600.0
2018-04-23,13.243,13.602,13.171,13.322,1334200.0
2018-04-24,13.459,13.569,13.126,13.126,903400.0
2018-04-25,13.132,13.374,13.132,13.308,787200.0
2018-04-26,13.374,13.504,13.178,13.315,597600.0
2018-04-27,13.374,13.478,12.982,13.308,1132700.0
2018-04-28,13.374,13.478,12.982,13.308,1132700.0
2018-04-29,13.374,13.478,12.982,13.308,1132700.0
2018-04-30,13.308,13.322,12.858,13.106,801500.0
2018-05-01,13.308,13.322,12.858,13.106,801500.0
2018-05-02,13.048,13.152,12.539,12.578,1022600.0
2018-05-03,12.65,12.65,11.971,12.336,1135400.0
2018-05-04,12.336,12.336,11.904,12.114,1741000.0
2018-05-05,12.336,12.336,11.904,12.114,1741000.0
2018-05-06,12.336,12.336,11.904,12.114,1741000.0
2018-05-07,12.114,12.46,12.114,12.179,737200.0
2018-05-08,12.29,12.29,11.819,12.166,1009000.0
2018-05-09,12.087,12.558,12.042,12.428,703500.0
2018-05-10,12.428,12.702,12.349,12.617,761600.0
2018-05-11,12.532,12.611,12.153,12.231,1351200.0
2018-05-12,12.532,12.611,12.153,12.231,1351200.0
2018-05-13,12.532,12.611,12.153,12.231,1351200.0
2018-05-14,11.944,12.009,11.257,11.643,3731800.0
2018-05-15,11.66,11.66,11.09,11.521,1770900.0
2018-05-16,11.587,11.878,11.435,11.713,785500.0
2018-05-17,11.713,11.753,10.892,11.057,1450800.0
2018-05-18,10.991,11.051,10.475,10.792,2176400.0
2018-05-19,10.991,11.051,10.475,10.792,2176400.0
2018-05-20,10.991,11.051,10.475,10.792,2176400.0
2018-05-21,10.945,11.024,10.64,10.726,1562900.0
2018-05-22,10.766,11.051,10.706,11.018,1271100.0
2018-05-23,10.826,11.15,10.634,10.852,1143600.0
2018-05-24,10.673,11.335,10.382,11.256,1696600.0
2018-05-25,11.256,11.408,10.951,11.21,810100.0
2018-05-26,11.256,11.408,10.951,11.21,810100.0
2018-05-27,11.256,11.408,10.951,11.21,810100.0
2018-05-28,11.21,11.21,10.428,10.481,827100.0
2018-05-29,10.541,10.965,10.541,10.918,1091600.0
2018-05-30,10.845,11.09,10.64,10.865,1073400.0
2018-05-31,10.845,11.09,10.64,10.865,1073400.0
2018-06-01,10.812,11.375,10.759,11.19,909300.0
2018-06-02,10.812,11.375,10.759,11.19,909300.0
2018-06-03,10.812,11.375,10.759,11.19,909300.0
2018-06-04,11.243,11.508,11.243,11.488,1075500.0
2018-06-05,11.395,11.481,10.693,10.792,1455500.0
2018-06-06,10.647,10.779,10.077,10.157,1398000.0
2018-06-07,10.097,10.097,9.091,9.726,2517800.0
2018-06-08,9.726,9.819,9.15,9.581,1358700.0
2018-06-09,9.726,9.819,9.15,9.581,1358700.0
2018-06-10,9.726,9.819,9.15,9.581,1358700.0
2018-06-11,9.587,9.991,9.217,9.217,1448400.0
2018-06-12,9.283,9.773,9.27,9.733,814300.0
2018-06-13,9.76,9.846,9.488,9.634,723400.0
2018-06-14,9.634,9.68,9.422,9.429,516000.0
2018-06-15,9.482,9.482,8.806,8.872,2359100.0
2018-06-16,9.482,9.482,8.806,8.872,2359100.0
2018-06-17,9.482,9.482,8.806,8.872,2359100.0
2018-06-18,8.819,8.985,8.707,8.939,497000.0
2018-06-19,8.939,9.369,8.852,9.336,749000.0
2018-06-20,9.442,9.601,9.237,9.323,758500.0
2018-06-21,9.296,9.369,8.985,9.084,644700.0
2018-06-22,9.256,9.587,8.932,9.422,602900.0
2018-06-23,9.256,9.587,8.932,9.422,602900.0
2018-06-24,9.256,9.587,8.932,9.422,602900.0
2018-06-25,9.435,9.726,8.939,9.614,1487500.0
2018-06-26,9.601,9.707,9.177,9.369,1089200.0
2018-06-27,9.362,9.528,9.203,9.501,639100.0
2018-06-28,9.409,9.634,9.409,9.528,585900.0
2018-06-29,9.587,9.932,9.475,9.766,1395900.0
2018-06-30,9.587,9.932,9.475,9.766,1395900.0
2018-07-01,9.587,9.932,9.475,9.766,1395900.0
2018-07-02,9.793,9.793,9.369,9.621,982100.0
2018-07-03,9.773,9.918,9.634,9.799,477800.0
2018-07-04,9.925,9.925,9.707,9.899,656900.0
2018-07-05,9.918,10.077,9.713,9.819,421000.0
