,CSAN3 BZ Equity,CSAN3 BZ Equity,CSAN3 BZ Equity,CSAN3 BZ Equity,CSAN3 BZ Equity
2021-07-10,22.878,23.281,22.729,23.065,6721200.0
2021-07-11,22.878,23.281,22.729,23.065,6721200.0
2021-07-12,23.58,24.797,23.58,24.45,16887500.0
2021-07-13,24.273,25.199,24.17,24.694,12252900.0
2021-07-14,25.171,25.236,24.563,25.236,11063500.0
2021-07-15,25.133,25.386,24.899,25.171,7142300.0
2021-07-16,25.33,25.48,24.703,24.703,4808200.0
2021-07-17,25.33,25.48,24.703,24.703,4808200.0
2021-07-18,25.33,25.48,24.703,24.703,4808200.0
2021-07-19,24.404,24.544,24.057,24.46,6146800.0
2021-07-20,24.375,24.516,24.048,24.31,5615000.0
2021-07-21,24.329,24.834,23.982,24.666,7030800.0
2021-07-22,24.666,25.629,24.488,25.452,7718800.0
2021-07-23,25.498,25.545,24.768,25.264,4905700.0
2021-07-24,25.498,25.545,24.768,25.264,4905700.0
2021-07-25,25.498,25.545,24.768,25.264,4905700.0
2021-07-26,25.171,25.536,24.862,24.881,5415900.0
2021-07-27,24.881,25.068,24.179,24.619,6874500.0
2021-07-28,24.768,25.096,24.432,25.096,16819900.0
2021-07-29,25.358,25.452,24.581,24.75,6956000.0
2021-07-30,24.45,24.572,23.346,23.908,15730900.0
2021-07-31,24.45,24.572,23.346,23.908,15730900.0
2021-08-01,24.45,24.572,23.346,23.908,15730900.0
2021-08-02,24.244,24.563,23.964,24.095,13056900.0
2021-08-03,24.048,24.16,23.299,23.945,10515700.0
2021-08-04,23.936,23.936,22.701,22.972,18567200.0
2021-08-05,23.674,23.674,22.504,22.766,10969300.0
2021-08-06,22.794,22.869,22.41,22.644,8238300.0
2021-08-07,22.794,22.869,22.41,22.644,8238300.0
2021-08-08,22.794,22.869,22.41,22.644,8238300.0
2021-08-09,22.457,22.972,22.41,22.729,4508400.0
2021-08-10,22.878,23.131,22.504,22.738,7736300.0
2021-08-11,22.598,22.972,22.298,22.729,5930000.0
2021-08-12,22.616,22.747,22.345,22.41,7748800.0
2021-08-13,22.532,22.551,21.971,22.074,8233100.0
2021-08-14,22.532,22.551,21.971,22.074,8233100.0
2021-08-15,22.532,22.551,21.971,22.074,8233100.0
2021-08-16,22.13,22.214,21.241,21.587,9031300.0
2021-08-17,21.381,21.493,20.492,21.325,14116200.0
2021-08-18,21.1,21.419,20.352,20.867,13487200.0
2021-08-19,20.586,21.288,20.399,20.998,9891100.0
2021-08-20,20.717,21.241,20.492,21.082,6953100.0
2021-08-21,20.717,21.241,20.492,21.082,6953100.0
2021-08-22,20.717,21.241,20.492,21.082,6953100.0
2021-08-23,21.147,21.157,20.679,20.698,5809900.0
2021-08-24,21.25,21.793,20.96,21.035,10317100.0
2021-08-25,21.241,21.241,20.698,21.138,10677500.0
2021-08-26,21.044,21.11,20.361,20.736,12235000.0
2021-08-27,20.838,21.11,20.614,21.044,8130400.0
2021-08-28,20.838,21.11,20.614,21.044,8130400.0
2021-08-29,20.838,21.11,20.614,21.044,8130400.0
2021-08-30,21.044,21.054,20.605,20.773,8057800.0
2021-08-31,20.81,20.923,20.333,20.633,9487000.0
2021-09-01,20.474,21.297,20.146,21.119,12427700.0
2021-09-02,20.857,21.016,20.651,20.857,10066700.0
2021-09-03,20.876,20.951,20.492,20.707,10613800.0
2021-09-04,20.876,20.951,20.492,20.707,10613800.0
2021-09-05,20.876,20.951,20.492,20.707,10613800.0
2021-09-06,20.651,21.082,20.53,20.913,4809600.0
2021-09-07,20.651,21.082,20.53,20.913,4809600.0
2021-09-08,20.773,20.857,20.212,20.305,9124900.0
2021-09-09,20.305,20.913,20.043,20.764,6976700.0
2021-09-10,20.951,21.119,20.38,20.445,6923100.0
2021-09-11,20.951,21.119,20.38,20.445,6923100.0
2021-09-12,20.951,21.119,20.38,20.445,6923100.0
2021-09-13,20.867,21.456,20.689,21.166,7889800.0
2021-09-14,21.334,22.13,21.334,21.989,13947400.0
2021-09-15,22.046,22.27,21.522,22.036,10524400.0
2021-09-16,22.036,22.644,21.886,22.13,9788400.0
2021-09-17,22.111,22.139,21.522,21.886,19212400.0
2021-09-18,22.111,22.139,21.522,21.886,19212400.0
2021-09-19,22.111,22.139,21.522,21.886,19212400.0
2021-09-20,21.802,22.373,21.138,21.54,7015400.0
2021-09-21,21.718,22.074,21.559,21.802,6019900.0
2021-09-22,21.83,22.186,21.709,21.858,10411200.0
2021-09-23,21.924,22.541,21.924,22.317,6720700.0
2021-09-24,22.205,22.373,21.905,22.317,6436300.0
2021-09-25,22.205,22.373,21.905,22.317,6436300.0
2021-09-26,22.205,22.373,21.905,22.317,6436300.0
2021-09-27,22.326,22.476,21.746,21.989,6762000.0
2021-09-28,21.896,22.036,21.344,21.362,6122200.0
2021-09-29,21.596,21.755,21.344,21.54,7645000.0
2021-09-30,21.699,21.868,21.222,21.503,10105100.0
2021-10-01,21.559,22.177,21.391,22.139,7176000.0
2021-10-02,21.559,22.177,21.391,22.139,7176000.0
2021-10-03,21.559,22.177,21.391,22.139,7176000.0
2021-10-04,21.924,21.924,21.072,21.868,8852500.0
2021-10-05,21.765,21.886,21.512,21.624,5676900.0
2021-10-06,21.362,21.531,20.988,21.465,8499100.0
2021-10-07,21.662,21.83,20.82,21.699,10646500.0
2021-10-08,21.886,22.373,21.653,21.868,7361700.0
2021-10-09,21.886,22.373,21.653,21.868,7361700.0
2021-10-10,21.886,22.373,21.653,21.868,7361700.0
2021-10-11,21.924,22.223,21.316,21.334,11854400.0
2021-10-12,21.924,22.223,21.316,21.334,11854400.0
2021-10-13,21.456,22.167,21.409,22.008,7844000.0
2021-10-14,22.167,22.177,21.765,21.989,3525600.0
2021-10-15,21.989,21.989,21.624,21.755,7800300.0
2021-10-16,21.989,21.989,21.624,21.755,7800300.0
2021-10-17,21.989,21.989,21.624,21.755,7800300.0
2021-10-18,21.578,22.074,21.362,21.765,3406900.0
2021-10-19,21.522,21.69,20.913,21.1,7034100.0
2021-10-20,21.213,21.213,20.576,20.773,8500000.0
2021-10-21,20.474,20.548,19.379,19.921,13145900.0
2021-10-22,19.388,19.819,18.275,19.575,19968100.0
2021-10-23,19.388,19.819,18.275,19.575,19968100.0
2021-10-24,19.388,19.819,18.275,19.575,19968100.0
2021-10-25,19.725,20.614,19.594,20.277,7509400.0
2021-10-26,19.847,20.305,19.304,19.388,10102500.0
2021-10-27,19.472,19.659,19.117,19.229,7379900.0
2021-10-28,19.033,19.369,18.724,18.845,8839800.0
2021-10-29,18.995,19.061,18.415,18.518,7102400.0
2021-10-30,18.995,19.061,18.415,18.518,7102400.0
2021-10-31,18.995,19.061,18.415,18.518,7102400.0
2021-11-01,18.761,19.117,18.621,18.892,7333000.0
2021-11-02,18.761,19.117,18.621,18.892,7333000.0
2021-11-03,18.621,19.397,18.518,19.238,10764800.0
2021-11-04,19.145,19.266,18.752,18.93,5441200.0
2021-11-05,19.21,19.762,18.995,19.444,6201100.0
2021-11-06,19.21,19.762,18.995,19.444,6201100.0
2021-11-07,19.21,19.762,18.995,19.444,6201100.0
2021-11-08,19.201,19.641,19.164,19.313,4871300.0
2021-11-09,19.276,20.081,19.229,19.669,5673200.0
2021-11-10,19.631,20.436,19.566,19.912,9346500.0
2021-11-11,20.193,20.969,20.09,20.455,5386400.0
2021-11-12,20.408,20.492,19.641,19.753,7289700.0
2021-11-13,20.408,20.492,19.641,19.753,7289700.0
2021-11-14,20.408,20.492,19.641,19.753,7289700.0
2021-11-15,20.408,20.492,19.641,19.753,7289700.0
2021-11-16,19.903,20.427,18.902,19.454,10334800.0
2021-11-17,19.697,20.174,19.164,19.482,8577300.0
2021-11-18,19.528,19.996,19.426,19.622,4734000.0
2021-11-19,19.603,20.146,19.538,19.706,5092800.0
2021-11-20,19.603,20.146,19.538,19.706,5092800.0
2021-11-21,19.603,20.146,19.538,19.706,5092800.0
2021-11-22,19.744,20.202,19.332,19.332,5586200.0
2021-11-23,19.369,20.062,19.229,19.903,9822300.0
2021-11-24,19.762,20.118,19.697,19.847,7669600.0
2021-11-25,19.95,20.623,19.847,20.137,6705600.0
2021-11-26,19.65,19.978,19.491,19.931,6947000.0
2021-11-27,19.65,19.978,19.491,19.931,6947000.0
2021-11-28,19.65,19.978,19.491,19.931,6947000.0
2021-11-29,20.09,20.483,19.95,20.099,6302900.0
2021-11-30,20.099,20.352,19.519,19.884,15905100.0
2021-12-01,20.024,20.408,19.669,19.856,7796600.0
2021-12-02,20.202,20.633,19.978,20.53,8631800.0
2021-12-03,20.586,21.241,20.52,20.932,9427900.0
2021-12-04,20.586,21.241,20.52,20.932,9427900.0
2021-12-05,20.586,21.241,20.52,20.932,9427900.0
2021-12-06,20.998,21.306,20.38,20.483,7627500.0
2021-12-07,20.661,20.792,20.286,20.558,5827900.0
2021-12-08,20.689,21.054,20.595,20.782,8170500.0
2021-12-09,20.745,20.904,20.417,20.605,4595800.0
2021-12-10,20.698,21.1,20.698,20.829,5368100.0
2021-12-11,20.698,21.1,20.698,20.829,5368100.0
2021-12-12,20.698,21.1,20.698,20.829,5368100.0
2021-12-13,20.96,21.044,20.595,20.745,5553000.0
2021-12-14,20.979,21.615,20.707,20.773,5650600.0
2021-12-15,20.739,21.434,20.682,21.206,9511900.0
2021-12-16,21.225,21.491,21.091,21.263,7003200.0
2021-12-17,21.053,21.177,20.873,21.072,7084300.0
2021-12-18,21.053,21.177,20.873,21.072,7084300.0
2021-12-19,21.053,21.177,20.873,21.072,7084300.0
2021-12-20,20.939,20.968,20.349,20.625,5249300.0
2021-12-21,20.52,20.635,20.273,20.311,4045500.0
2021-12-22,20.321,20.473,20.025,20.368,5440600.0
2021-12-23,20.387,20.444,20.044,20.13,4131400.0
2021-12-24,20.387,20.444,20.044,20.13,4131400.0
2021-12-25,20.387,20.444,20.044,20.13,4131400.0
2021-12-26,20.387,20.444,20.044,20.13,4131400.0
2021-12-27,20.225,20.52,20.149,20.378,3303100.0
2021-12-28,20.359,20.587,20.178,20.416,3394300.0
2021-12-29,20.482,20.597,20.244,20.425,2401200.0
2021-12-30,20.454,20.787,20.444,20.644,5705600.0
2021-12-31,20.454,20.787,20.444,20.644,5705600.0
2022-01-01,20.454,20.787,20.444,20.644,5705600.0
2022-01-02,20.454,20.787,20.444,20.644,5705600.0
2022-01-03,20.72,21.11,20.044,20.149,8988900.0
2022-01-04,20.159,20.606,20.025,20.273,6331300.0
2022-01-05,20.235,20.34,19.255,19.264,8466900.0
2022-01-06,19.302,19.397,18.683,18.817,6832500.0
2022-01-07,18.845,19.064,18.693,18.855,5231700.0
2022-01-08,18.845,19.064,18.693,18.855,5231700.0
2022-01-09,18.845,19.064,18.693,18.855,5231700.0
2022-01-10,18.855,18.988,18.455,18.779,5970500.0
2022-01-11,18.75,19.721,18.645,19.569,8906000.0
2022-01-12,19.464,20.359,19.378,20.206,7841100.0
2022-01-13,20.054,20.349,19.94,20.035,3926600.0
2022-01-14,20.035,20.34,19.978,20.197,3053300.0
2022-01-15,20.035,20.34,19.978,20.197,3053300.0
2022-01-16,20.035,20.34,19.978,20.197,3053300.0
2022-01-17,20.149,20.52,19.987,20.064,4386400.0
2022-01-18,20.102,20.406,20.006,20.282,3839300.0
2022-01-19,20.463,21.339,20.34,20.911,9478700.0
2022-01-20,21.006,21.672,20.996,21.32,5895400.0
2022-01-21,21.149,21.291,20.768,20.92,7715300.0
2022-01-22,21.149,21.291,20.768,20.92,7715300.0
2022-01-23,21.149,21.291,20.768,20.92,7715300.0
2022-01-24,20.92,21.063,20.416,20.606,4620900.0
2022-01-25,20.482,20.987,20.378,20.901,9111700.0
2022-01-26,21.044,21.91,20.977,21.348,8951600.0
2022-01-27,21.52,22.234,21.52,22.234,9507300.0
2022-01-28,21.929,22.405,21.834,22.091,7062900.0
2022-01-29,21.929,22.405,21.834,22.091,7062900.0
2022-01-30,21.929,22.405,21.834,22.091,7062900.0
2022-01-31,22.167,22.938,22.015,22.624,12053600.0
2022-02-01,22.805,22.843,22.243,22.557,5699300.0
2022-02-02,22.681,22.938,22.348,22.491,7136200.0
2022-02-03,22.491,22.757,22.31,22.5,3259000.0
2022-02-04,22.472,22.481,21.586,22.186,6505800.0
2022-02-05,22.472,22.481,21.586,22.186,6505800.0
2022-02-06,22.472,22.481,21.586,22.186,6505800.0
2022-02-07,22.005,22.043,21.387,21.453,6137300.0
2022-02-08,21.491,21.548,20.806,21.101,9080200.0
2022-02-09,21.101,21.491,20.977,21.282,5529300.0
2022-02-10,21.348,21.444,20.939,21.244,3829500.0
2022-02-11,21.32,21.434,20.977,21.196,6387300.0
2022-02-12,21.32,21.434,20.977,21.196,6387300.0
2022-02-13,21.32,21.434,20.977,21.196,6387300.0
2022-02-14,21.196,21.634,20.977,21.196,12091600.0
2022-02-15,21.396,21.501,20.882,21.225,7372600.0
2022-02-16,21.225,21.939,21.139,21.815,8664900.0
2022-02-17,21.872,22.119,21.634,21.758,6280300.0
2022-02-18,21.872,21.9,20.444,20.711,11838700.0
2022-02-19,21.872,21.9,20.444,20.711,11838700.0
2022-02-20,21.872,21.9,20.444,20.711,11838700.0
2022-02-21,20.882,20.882,19.987,20.159,7166600.0
2022-02-22,20.349,20.387,19.492,19.531,9896700.0
2022-02-23,19.521,19.721,19.064,19.464,8096100.0
2022-02-24,19.074,19.645,19.026,19.521,6268000.0
2022-02-25,19.54,20.168,19.416,20.092,10842400.0
2022-02-26,19.54,20.168,19.416,20.092,10842400.0
2022-02-27,19.54,20.168,19.416,20.092,10842400.0
2022-02-28,19.54,20.168,19.416,20.092,10842400.0
2022-03-01,19.54,20.168,19.416,20.092,10842400.0
2022-03-02,20.301,21.091,19.997,20.758,6715900.0
2022-03-03,20.758,21.367,20.644,21.272,11348700.0
2022-03-04,21.215,21.434,21.091,21.234,8603600.0
2022-03-05,21.215,21.434,21.091,21.234,8603600.0
2022-03-06,21.215,21.434,21.091,21.234,8603600.0
2022-03-07,21.082,21.282,20.72,20.863,9920100.0
2022-03-08,20.901,21.282,20.539,20.968,8868800.0
2022-03-09,21.063,21.72,21.006,21.529,8389800.0
2022-03-10,21.558,21.653,20.749,20.987,9376900.0
2022-03-11,20.939,21.225,20.273,20.501,7414400.0
2022-03-12,20.939,21.225,20.273,20.501,7414400.0
2022-03-13,20.939,21.225,20.273,20.501,7414400.0
2022-03-14,20.501,20.739,19.816,20.035,6454200.0
2022-03-15,19.978,20.178,19.645,19.892,7391700.0
2022-03-16,19.892,19.997,19.521,19.94,6732900.0
2022-03-17,19.93,20.892,19.797,20.892,7059400.0
2022-03-18,20.796,21.682,20.616,21.663,20822400.0
2022-03-19,20.796,21.682,20.616,21.663,20822400.0
2022-03-20,20.796,21.682,20.616,21.663,20822400.0
2022-03-21,21.653,21.691,21.377,21.558,3082000.0
2022-03-22,21.729,22.652,21.72,22.281,7631600.0
2022-03-23,22.176,22.881,22.138,22.567,6225800.0
2022-03-24,22.652,23.49,22.595,23.338,8078400.0
2022-03-25,23.452,23.795,23.166,23.366,6207300.0
2022-03-26,23.452,23.795,23.166,23.366,6207300.0
2022-03-27,23.452,23.795,23.166,23.366,6207300.0
2022-03-28,23.338,23.538,23.033,23.395,5318200.0
2022-03-29,23.499,24.004,23.005,23.033,6675300.0
2022-03-30,23.128,23.347,22.881,23.071,3925400.0
2022-03-31,23.147,23.309,22.405,22.51,8202400.0
2022-04-01,22.633,22.9,22.348,22.652,7111700.0
2022-04-02,22.633,22.9,22.348,22.652,7111700.0
2022-04-03,22.633,22.9,22.348,22.652,7111700.0
2022-04-04,22.767,22.776,22.338,22.443,4098800.0
2022-04-05,22.519,22.69,22.129,22.272,3855600.0
2022-04-06,22.119,22.291,21.805,22.167,4363800.0
2022-04-07,21.948,22.11,21.634,21.977,4225000.0
2022-04-08,21.843,22.234,21.624,22.167,6264200.0
2022-04-09,21.843,22.234,21.624,22.167,6264200.0
2022-04-10,21.843,22.234,21.624,22.167,6264200.0
2022-04-11,22.196,22.453,21.872,21.9,4788300.0
2022-04-12,22.215,22.433,22.053,22.215,5574900.0
2022-04-13,22.443,22.709,21.843,22.005,8391200.0
2022-04-14,21.862,22.053,21.539,22.053,2996800.0
2022-04-15,21.862,22.053,21.539,22.053,2996800.0
2022-04-16,21.862,22.053,21.539,22.053,2996800.0
2022-04-17,21.862,22.053,21.539,22.053,2996800.0
2022-04-18,22.034,22.215,21.824,22.034,3389900.0
2022-04-19,21.881,22.024,21.263,21.586,4185300.0
2022-04-20,21.472,22.433,21.234,21.634,4560000.0
2022-04-21,21.472,22.433,21.234,21.634,4560000.0
2022-04-22,21.101,21.767,20.968,21.101,4226100.0
2022-04-23,21.101,21.767,20.968,21.101,4226100.0
2022-04-24,21.101,21.767,20.968,21.101,4226100.0
2022-04-25,20.939,21.063,20.53,20.949,5214900.0
2022-04-26,20.768,21.11,20.577,20.606,6196100.0
2022-04-27,20.911,20.977,20.425,20.53,4492200.0
2022-04-28,20.644,20.654,20.187,20.321,5061000.0
2022-04-29,20.558,20.996,19.873,19.987,7900900.0
2022-04-30,20.558,20.996,19.873,19.987,7900900.0
2022-05-01,20.558,20.996,19.873,19.987,7900900.0
2022-05-02,19.987,19.997,19.112,19.283,8269900.0
2022-05-03,19.283,19.369,18.484,18.836,14248900.0
2022-05-04,18.741,19.055,18.236,19.017,10383600.0
2022-05-05,18.807,18.931,18.017,18.227,9282200.0
2022-05-06,18.244,18.322,17.475,17.757,11892400.0
2022-05-07,18.244,18.322,17.475,17.757,11892400.0
2022-05-08,18.244,18.322,17.475,17.757,11892400.0
2022-05-09,17.553,17.611,16.579,17.164,19548500.0
2022-05-10,17.319,17.709,17.086,17.378,12552200.0
2022-05-11,17.485,18.127,17.144,17.845,11845000.0
2022-05-12,17.699,18.196,17.388,18.059,8680100.0
2022-05-13,18.098,18.712,18.069,18.536,18997800.0
2022-05-14,18.098,18.712,18.069,18.536,18997800.0
2022-05-15,18.098,18.712,18.069,18.536,18997800.0
2022-05-16,18.429,18.984,18.02,18.342,13327800.0
2022-05-17,18.439,18.838,18.303,18.497,11385700.0
2022-05-18,18.439,18.595,17.68,17.816,7922400.0
2022-05-19,17.855,18.04,17.621,17.845,5333200.0
2022-05-20,18.079,18.157,17.68,18.127,6311800.0
2022-05-21,18.079,18.157,17.68,18.127,6311800.0
2022-05-22,18.079,18.157,17.68,18.127,6311800.0
2022-05-23,18.196,18.887,18.196,18.819,7217800.0
2022-05-24,18.663,19.179,18.527,19.15,10593300.0
2022-05-25,19.052,19.568,18.935,19.5,6255300.0
2022-05-26,19.461,20.863,19.403,20.688,14992500.0
2022-05-27,20.727,21.457,20.639,21.058,10908300.0
2022-05-28,20.727,21.457,20.639,21.058,10908300.0
2022-05-29,20.727,21.457,20.639,21.058,10908300.0
2022-05-30,21.175,21.282,20.746,20.98,5589600.0
2022-05-31,21.145,21.399,20.902,21.038,31063700.0
2022-06-01,21.33,21.399,20.902,21.184,7771900.0
2022-06-02,21.418,21.807,20.824,21.496,8333000.0
2022-06-03,21.535,21.622,20.766,20.834,7384700.0
2022-06-04,21.535,21.622,20.766,20.834,7384700.0
2022-06-05,21.535,21.622,20.766,20.834,7384700.0
2022-06-06,20.931,21.029,20.513,20.746,5637600.0
2022-06-07,20.454,20.921,20.006,20.016,9697200.0
2022-06-08,19.88,20.113,19.403,19.685,12492600.0
2022-06-09,19.753,19.928,19.412,19.5,8061500.0
2022-06-10,19.296,19.49,18.877,19.218,6637400.0
2022-06-11,19.296,19.49,18.877,19.218,6637400.0
2022-06-12,19.296,19.49,18.877,19.218,6637400.0
2022-06-13,18.974,19.198,18.361,18.497,5593700.0
2022-06-14,18.575,18.692,17.719,17.884,9105600.0
2022-06-15,18.137,18.595,18.011,18.264,8515800.0
2022-06-16,18.137,18.595,18.011,18.264,8515800.0
2022-06-17,18.001,18.234,17.777,17.855,10995700.0
2022-06-18,18.001,18.234,17.777,17.855,10995700.0
2022-06-19,18.001,18.234,17.777,17.855,10995700.0
2022-06-20,17.952,18.351,17.602,17.923,4660400.0
2022-06-21,17.981,18.196,17.699,17.952,6393700.0
2022-06-22,17.845,18.234,17.67,18.001,5493500.0
2022-06-23,18.079,18.254,17.592,17.621,7955600.0
2022-06-24,17.728,17.991,17.465,17.903,6733000.0
2022-06-25,17.728,17.991,17.465,17.903,6733000.0
2022-06-26,17.728,17.991,17.465,17.903,6733000.0
2022-06-27,18.098,18.429,17.942,18.098,4687100.0
2022-06-28,18.098,18.546,18.04,18.244,5769200.0
2022-06-29,18.351,18.429,17.952,18.079,4754800.0
2022-06-30,17.816,17.962,17.641,17.719,6736000.0
2022-07-01,17.621,17.66,17.173,17.407,5689000.0
2022-07-02,17.621,17.66,17.173,17.407,5689000.0
2022-07-03,17.621,17.66,17.173,17.407,5689000.0
2022-07-04,17.232,17.397,17.105,17.134,2558900.0
2022-07-05,17.037,17.076,16.599,16.833,4866100.0
2022-07-06,16.648,16.735,16.083,16.657,8084100.0
2022-07-07,16.794,17.378,16.784,17.115,5807500.0
2022-07-08,17.144,17.563,17.057,17.271,3485100.0
2022-07-09,17.144,17.563,17.057,17.271,3485100.0
2022-07-10,17.144,17.563,17.057,17.271,3485100.0
2022-07-11,17.154,17.193,16.881,16.959,4076900.0
2022-07-12,16.969,17.037,16.638,16.687,3222100.0
2022-07-13,16.57,16.687,16.326,16.326,4451800.0
2022-07-14,16.21,16.881,16.005,16.687,5921100.0
2022-07-15,16.745,16.91,16.278,16.774,3920500.0
2022-07-16,16.745,16.91,16.278,16.774,3920500.0
2022-07-17,16.745,16.91,16.278,16.774,3920500.0
2022-07-18,16.949,17.251,16.803,16.959,4048200.0
2022-07-19,17.037,17.261,16.852,17.008,4906000.0
2022-07-20,16.959,17.261,16.93,17.076,8577900.0
2022-07-21,17.076,17.339,16.628,17.3,6729800.0
2022-07-22,17.29,17.349,16.833,17.027,5441500.0
2022-07-23,17.29,17.349,16.833,17.027,5441500.0
2022-07-24,17.29,17.349,16.833,17.027,5441500.0
2022-07-25,17.183,17.319,16.998,17.222,4175600.0
2022-07-26,17.29,17.475,16.988,17.134,3094600.0
2022-07-27,17.212,17.894,17.173,17.894,4095600.0
2022-07-28,17.884,18.088,17.689,17.981,3766100.0
2022-07-29,18.108,18.517,17.962,18.176,7116800.0
2022-07-30,18.108,18.517,17.962,18.176,7116800.0
2022-07-31,18.108,18.517,17.962,18.176,7116800.0
2022-08-01,18.176,18.419,18.001,18.254,4875800.0
2022-08-02,18.176,18.673,18.147,18.527,5021100.0
2022-08-03,18.614,18.906,18.468,18.721,5047800.0
2022-08-04,18.916,19.743,18.848,19.675,8210500.0
2022-08-05,19.636,19.841,19.237,19.383,4952900.0
2022-08-06,19.636,19.841,19.237,19.383,4952900.0
2022-08-07,19.636,19.841,19.237,19.383,4952900.0
2022-08-08,19.432,19.666,19.15,19.539,5252800.0
2022-08-09,19.578,19.782,19.335,19.471,3673700.0
2022-08-10,19.977,20.493,19.792,20.454,5157000.0
2022-08-11,20.737,20.805,19.646,19.773,6011400.0
2022-08-12,20.006,20.542,19.958,20.483,7572200.0
2022-08-13,20.006,20.542,19.958,20.483,7572200.0
2022-08-14,20.006,20.542,19.958,20.483,7572200.0
2022-08-15,19.899,20.766,19.899,20.522,5744300.0
2022-08-16,20.571,20.756,20.074,20.444,5477700.0
2022-08-17,20.337,20.873,20.289,20.707,6489300.0
2022-08-18,20.824,21.184,20.61,20.688,6320100.0
2022-08-19,20.61,20.629,20.104,20.279,6030100.0
2022-08-20,20.61,20.629,20.104,20.279,6030100.0
2022-08-21,20.61,20.629,20.104,20.279,6030100.0
2022-08-22,20.123,20.172,19.812,19.919,4379400.0
2022-08-23,19.899,20.191,19.666,20.084,4396700.0
2022-08-24,20.074,20.561,20.045,20.308,3487200.0
2022-08-25,20.444,20.513,19.977,20.221,3776300.0
2022-08-26,20.318,20.415,19.588,19.773,4305200.0
2022-08-27,20.318,20.415,19.588,19.773,4305200.0
2022-08-28,20.318,20.415,19.588,19.773,4305200.0
2022-08-29,19.695,20.561,19.607,20.123,4999100.0
2022-08-30,20.152,20.259,19.5,19.617,6218500.0
2022-08-31,19.627,19.773,19.286,19.451,9241500.0
2022-09-01,19.471,19.539,18.867,19.15,10120600.0
2022-09-02,19.15,19.374,18.897,19.169,8358200.0
2022-09-03,19.15,19.374,18.897,19.169,8358200.0
2022-09-04,19.15,19.374,18.897,19.169,8358200.0
2022-09-05,19.091,19.539,18.994,19.043,4133000.0
2022-09-06,18.984,19.072,18.059,18.332,10227800.0
2022-09-07,18.984,19.072,18.059,18.332,10227800.0
2022-09-08,18.4,18.527,17.942,18.079,9066400.0
2022-09-09,18.234,18.614,18.127,18.381,5609700.0
2022-09-10,18.234,18.614,18.127,18.381,5609700.0
2022-09-11,18.234,18.614,18.127,18.381,5609700.0
2022-09-12,18.556,18.809,18.449,18.653,5573100.0
2022-09-13,18.303,18.536,17.845,17.981,7277300.0
2022-09-14,17.972,18.322,17.787,18.196,5061600.0
2022-09-15,18.118,18.157,17.339,17.349,12009200.0
2022-09-16,17.514,17.641,17.164,17.426,14317300.0
2022-09-17,17.514,17.641,17.164,17.426,14317300.0
2022-09-18,17.514,17.641,17.164,17.426,14317300.0
2022-09-19,17.339,17.865,17.115,17.767,7975300.0
2022-09-20,17.855,18.088,17.689,17.991,8847400.0
2022-09-21,18.001,18.098,17.67,17.855,8809000.0
2022-09-22,18.03,18.897,17.865,18.643,9718900.0
2022-09-23,18.293,18.293,17.553,17.767,9623700.0
2022-09-24,18.293,18.293,17.553,17.767,9623700.0
2022-09-25,18.293,18.293,17.553,17.767,9623700.0
2022-09-26,17.709,17.757,17.193,17.241,5543300.0
2022-09-27,17.465,17.602,16.891,16.988,8208900.0
2022-09-28,16.998,17.037,16.57,16.764,8926900.0
2022-09-29,16.648,16.735,16.297,16.599,8970500.0
2022-09-30,16.599,17.066,16.375,16.92,9996100.0
2022-10-01,16.599,17.066,16.375,16.92,9996100.0
2022-10-02,16.599,17.066,16.375,16.92,9996100.0
2022-10-03,17.495,18.108,17.261,17.962,10813900.0
2022-10-04,18.468,18.673,17.65,17.787,5786600.0
2022-10-05,17.816,17.913,17.183,17.426,10271900.0
2022-10-06,17.631,17.894,17.465,17.757,8298500.0
2022-10-07,17.728,17.787,16.093,16.21,53257600.0
2022-10-08,17.728,17.787,16.093,16.21,53257600.0
2022-10-09,17.728,17.787,16.093,16.21,53257600.0
2022-10-10,15.382,16.044,14.993,14.993,93185000.0
2022-10-11,15.1,15.596,14.847,15.246,46982700.0
2022-10-12,15.1,15.596,14.847,15.246,46982700.0
2022-10-13,15.255,15.81,14.827,15.606,22740700.0
2022-10-14,15.625,15.694,15.236,15.275,16354500.0
2022-10-15,15.625,15.694,15.236,15.275,16354500.0
2022-10-16,15.625,15.694,15.236,15.275,16354500.0
2022-10-17,15.275,15.927,15.217,15.742,16075800.0
2022-10-18,15.966,16.229,15.849,15.976,13653700.0
2022-10-19,15.995,16.239,15.898,16.025,6825500.0
2022-10-20,16.19,16.599,15.937,16.122,13214300.0
2022-10-21,16.132,16.755,16.054,16.648,13546300.0
2022-10-22,16.132,16.755,16.054,16.648,13546300.0
2022-10-23,16.132,16.755,16.054,16.648,13546300.0
2022-10-24,16.502,16.687,16.375,16.472,9400000.0
2022-10-25,16.463,16.599,15.791,15.917,12117000.0
2022-10-26,15.83,16.326,15.548,16.054,16339400.0
2022-10-27,16.161,16.346,15.966,16.034,8464300.0
2022-10-28,15.879,16.083,15.625,15.908,10615200.0
2022-10-29,15.879,16.083,15.625,15.908,10615200.0
2022-10-30,15.879,16.083,15.625,15.908,10615200.0
2022-10-31,15.674,16.472,15.47,16.414,10854500.0
2022-11-01,16.599,17.407,16.521,17.125,15324900.0
