,EGIE3 BZ Equity,EGIE3 BZ Equity,EGIE3 BZ Equity,EGIE3 BZ Equity,EGIE3 BZ Equity
2017-04-13,17.617,17.775,17.297,17.297,774750.0
2017-04-14,17.617,17.775,17.297,17.297,774750.0
2017-04-15,17.617,17.775,17.297,17.297,774750.0
2017-04-16,17.617,17.775,17.297,17.297,774750.0
2017-04-17,17.383,17.76,17.327,17.678,1022750.0
2017-04-18,17.612,17.74,17.577,17.704,625875.0
2017-04-19,17.719,17.76,17.394,17.455,789875.0
2017-04-20,17.526,17.923,17.455,17.521,1023750.0
2017-04-21,17.526,17.923,17.455,17.521,1023750.0
2017-04-22,17.526,17.923,17.455,17.521,1023750.0
2017-04-23,17.526,17.923,17.455,17.521,1023750.0
2017-04-24,17.551,17.806,17.297,17.546,655750.0
2017-04-25,17.572,17.76,17.307,17.678,1023250.0
2017-04-26,17.806,17.994,17.46,17.592,868750.0
2017-04-27,17.684,17.694,17.353,17.47,1039000.0
2017-04-28,17.465,17.572,17.297,17.297,1713250.0
2017-04-29,17.465,17.572,17.297,17.297,1713250.0
2017-04-30,17.465,17.572,17.297,17.297,1713250.0
2017-05-01,17.465,17.572,17.297,17.297,1713250.0
2017-05-02,17.383,17.851,17.348,17.643,2941125.0
2017-05-03,17.704,17.806,17.577,17.694,1159000.0
2017-05-04,17.572,17.78,17.399,17.516,1060500.0
2017-05-05,17.546,17.617,17.404,17.511,798625.0
2017-05-06,17.546,17.617,17.404,17.511,798625.0
2017-05-07,17.546,17.617,17.404,17.511,798625.0
2017-05-08,17.551,17.582,17.348,17.404,539625.0
2017-05-09,17.49,17.572,17.322,17.322,1006250.0
2017-05-10,17.404,17.546,17.358,17.465,1278375.0
2017-05-11,17.521,17.694,17.317,17.338,933125.0
2017-05-12,17.424,17.678,17.424,17.516,1151875.0
2017-05-13,17.424,17.678,17.424,17.516,1151875.0
2017-05-14,17.424,17.678,17.424,17.516,1151875.0
2017-05-15,17.551,17.673,17.475,17.643,778750.0
2017-05-16,17.668,17.765,17.5,17.74,1115875.0
2017-05-17,17.607,17.689,17.327,17.556,1870000.0
2017-05-18,16.737,17.277,15.415,16.641,3417500.0
2017-05-19,16.702,17.119,16.702,16.992,2236250.0
2017-05-20,16.702,17.119,16.702,16.992,2236250.0
2017-05-21,16.702,17.119,16.702,16.992,2236250.0
2017-05-22,16.992,17.068,16.747,16.864,1676375.0
2017-05-23,16.946,17.287,16.803,16.89,1189250.0
2017-05-24,17.139,17.271,17.017,17.058,1092250.0
2017-05-25,17.16,17.17,16.875,16.992,675750.0
2017-05-26,17.119,17.277,17.012,17.154,1192375.0
2017-05-27,17.119,17.277,17.012,17.154,1192375.0
2017-05-28,17.119,17.277,17.012,17.154,1192375.0
2017-05-29,17.043,17.124,16.905,17.048,548500.0
2017-05-30,17.109,17.264,17.036,17.186,1045125.0
2017-05-31,17.243,17.243,16.886,17.197,1540500.0
2017-06-01,17.197,17.451,17.046,17.306,1415125.0
2017-06-02,17.435,17.497,17.238,17.311,1366625.0
2017-06-03,17.435,17.497,17.238,17.311,1366625.0
2017-06-04,17.435,17.497,17.238,17.311,1366625.0
2017-06-05,17.259,17.482,17.109,17.181,1193750.0
2017-06-06,17.181,17.337,17.088,17.181,1102500.0
2017-06-07,17.321,17.347,17.15,17.347,1300500.0
2017-06-08,17.29,17.311,17.072,17.212,834625.0
2017-06-09,17.274,17.347,17.077,17.264,1230625.0
2017-06-10,17.274,17.347,17.077,17.264,1230625.0
2017-06-11,17.274,17.347,17.077,17.264,1230625.0
2017-06-12,17.306,17.306,17.083,17.212,1024750.0
2017-06-13,17.197,17.368,17.109,17.269,1281500.0
2017-06-14,17.285,17.461,17.15,17.212,2146125.0
2017-06-15,17.285,17.461,17.15,17.212,2146125.0
2017-06-16,17.171,17.84,17.171,17.84,4087750.0
2017-06-17,17.171,17.84,17.171,17.84,4087750.0
2017-06-18,17.171,17.84,17.171,17.84,4087750.0
2017-06-19,17.824,18.145,17.741,18.042,896125.0
2017-06-20,18.037,18.135,17.85,17.938,1531750.0
2017-06-21,17.881,18.332,17.881,18.068,1420500.0
2017-06-22,18.026,18.265,17.923,18.011,927125.0
2017-06-23,18.011,18.145,17.917,17.917,1043500.0
2017-06-24,18.011,18.145,17.917,17.917,1043500.0
2017-06-25,18.011,18.145,17.917,17.917,1043500.0
2017-06-26,18.006,18.208,17.886,18.099,916625.0
2017-06-27,18.042,18.104,17.751,17.902,1373625.0
2017-06-28,17.881,18.135,17.881,18.068,832875.0
2017-06-29,18.109,18.109,17.627,17.627,1098250.0
2017-06-30,17.715,17.803,17.586,17.586,1070875.0
2017-07-01,17.715,17.803,17.586,17.586,1070875.0
2017-07-02,17.715,17.803,17.586,17.586,1070875.0
2017-07-03,17.71,17.829,17.601,17.793,554125.0
2017-07-04,17.808,17.834,17.705,17.757,253125.0
2017-07-05,17.798,17.902,17.503,17.611,950625.0
2017-07-06,17.611,17.834,17.606,17.669,1172875.0
2017-07-07,17.757,18.088,17.741,17.829,1423125.0
2017-07-08,17.757,18.088,17.741,17.829,1423125.0
2017-07-09,17.757,18.088,17.741,17.829,1423125.0
2017-07-10,18.063,18.073,17.819,18.042,1247875.0
2017-07-11,18.042,18.223,17.824,18.073,1247250.0
2017-07-12,18.208,18.451,18.031,18.182,1800250.0
2017-07-13,18.26,18.26,17.964,18.14,1704000.0
2017-07-14,18.177,18.208,17.912,18.016,812750.0
2017-07-15,18.177,18.208,17.912,18.016,812750.0
2017-07-16,18.177,18.208,17.912,18.016,812750.0
2017-07-17,18.026,18.068,17.855,18.016,485125.0
2017-07-18,17.995,18.109,17.876,18.068,558250.0
2017-07-19,18.006,18.088,17.902,17.985,618875.0
2017-07-20,18.026,18.078,17.845,18.052,626500.0
2017-07-21,18.063,18.244,17.985,18.052,783250.0
2017-07-22,18.063,18.244,17.985,18.052,783250.0
2017-07-23,18.063,18.244,17.985,18.052,783250.0
2017-07-24,18.13,18.223,18.078,18.203,390250.0
2017-07-25,18.208,18.446,18.031,18.306,889125.0
2017-07-26,18.275,18.348,18.12,18.177,823000.0
2017-07-27,18.317,18.353,18.145,18.182,531125.0
2017-07-28,18.405,18.446,18.047,18.109,765250.0
2017-07-29,18.405,18.446,18.047,18.109,765250.0
2017-07-30,18.405,18.446,18.047,18.109,765250.0
2017-07-31,18.239,18.265,18.099,18.145,860375.0
2017-08-01,18.234,18.488,18.197,18.379,1076750.0
2017-08-02,18.384,18.856,18.306,18.586,1116625.0
2017-08-03,18.617,18.851,18.586,18.768,975625.0
2017-08-04,18.794,18.819,18.612,18.768,531625.0
2017-08-05,18.794,18.819,18.612,18.768,531625.0
2017-08-06,18.794,18.819,18.612,18.768,531625.0
2017-08-07,18.851,19.006,18.56,18.814,947750.0
2017-08-08,18.856,18.861,18.586,18.617,1263000.0
2017-08-09,18.628,18.716,18.488,18.555,1360250.0
2017-08-10,18.5,18.554,18.149,18.446,1057125.0
2017-08-11,18.473,18.673,18.344,18.56,820250.0
2017-08-12,18.473,18.673,18.344,18.56,820250.0
2017-08-13,18.473,18.673,18.344,18.56,820250.0
2017-08-14,18.576,18.943,18.446,18.7,853250.0
2017-08-15,18.786,19.013,18.705,18.846,860500.0
2017-08-16,18.981,19.04,18.56,18.624,1369250.0
2017-08-17,18.63,18.776,18.495,18.646,665625.0
2017-08-18,18.727,18.867,18.592,18.846,501500.0
2017-08-19,18.727,18.867,18.592,18.846,501500.0
2017-08-20,18.727,18.867,18.592,18.846,501500.0
2017-08-21,18.83,18.851,18.689,18.689,401375.0
2017-08-22,18.797,18.905,18.797,18.857,962750.0
2017-08-23,18.857,18.976,18.797,18.846,699625.0
2017-08-24,18.932,18.954,18.819,18.905,3097250.0
2017-08-25,18.938,19.116,18.878,18.976,649875.0
2017-08-26,18.938,19.116,18.878,18.976,649875.0
2017-08-27,18.938,19.116,18.878,18.976,649875.0
2017-08-28,18.976,19.202,18.976,19.094,523375.0
2017-08-29,19.051,19.337,19.013,19.3,767750.0
2017-08-30,19.256,19.273,19.062,19.202,780500.0
2017-08-31,19.229,19.645,19.229,19.499,2253250.0
2017-09-01,19.451,19.607,19.348,19.543,1068250.0
2017-09-02,19.451,19.607,19.348,19.543,1068250.0
2017-09-03,19.451,19.607,19.348,19.543,1068250.0
2017-09-04,19.548,19.548,19.321,19.375,351750.0
2017-09-05,19.516,19.64,19.418,19.553,1337000.0
2017-09-06,19.624,19.694,19.445,19.445,1297375.0
2017-09-07,19.624,19.694,19.445,19.445,1297375.0
2017-09-08,19.467,19.948,19.462,19.883,3869125.0
2017-09-09,19.467,19.948,19.462,19.883,3869125.0
2017-09-10,19.467,19.948,19.462,19.883,3869125.0
2017-09-11,19.932,20.499,19.921,20.439,1089750.0
2017-09-12,20.407,20.515,20.234,20.304,1620000.0
2017-09-13,20.326,20.483,20.256,20.326,2013500.0
2017-09-14,20.326,20.537,20.175,20.175,1209375.0
2017-09-15,20.218,20.25,19.721,19.748,2606625.0
2017-09-16,20.218,20.25,19.721,19.748,2606625.0
2017-09-17,20.218,20.25,19.721,19.748,2606625.0
2017-09-18,19.856,20.18,19.856,20.056,725750.0
2017-09-19,20.04,20.131,19.797,19.878,1089750.0
2017-09-20,19.894,19.986,19.635,19.716,1739000.0
2017-09-21,19.775,20.045,19.451,19.548,953875.0
2017-09-22,19.591,19.705,19.472,19.472,723375.0
2017-09-23,19.591,19.705,19.472,19.472,723375.0
2017-09-24,19.591,19.705,19.472,19.472,723375.0
2017-09-25,19.467,19.564,19.251,19.359,703000.0
2017-09-26,19.456,19.699,19.31,19.699,1783625.0
2017-09-27,19.775,19.818,19.37,19.386,1392625.0
2017-09-28,19.445,20.045,19.273,19.629,1675000.0
2017-09-29,19.71,19.888,19.559,19.58,1226750.0
2017-09-30,19.71,19.888,19.559,19.58,1226750.0
2017-10-01,19.71,19.888,19.559,19.58,1226750.0
2017-10-02,19.635,19.726,19.327,19.402,626250.0
2017-10-03,19.532,20.056,19.44,19.834,1487875.0
2017-10-04,19.894,20.196,19.759,19.78,581375.0
2017-10-05,19.91,20.715,19.91,20.083,2106750.0
2017-10-06,19.948,20.072,19.753,19.959,529750.0
2017-10-07,19.948,20.072,19.753,19.959,529750.0
2017-10-08,19.948,20.072,19.753,19.959,529750.0
2017-10-09,19.915,20.056,19.775,19.802,635500.0
2017-10-10,19.986,20.439,19.899,20.018,1080000.0
2017-10-11,19.937,20.266,19.883,19.986,1853500.0
2017-10-12,19.937,20.266,19.883,19.986,1853500.0
2017-10-13,20.067,20.412,20.067,20.304,1263875.0
2017-10-14,20.067,20.412,20.067,20.304,1263875.0
2017-10-15,20.067,20.412,20.067,20.304,1263875.0
2017-10-16,20.423,20.52,20.083,20.083,1007500.0
2017-10-17,20.153,20.407,19.856,19.932,1852625.0
2017-10-18,19.921,20.002,19.813,19.824,1698500.0
2017-10-19,19.802,19.942,19.635,19.78,1082000.0
2017-10-20,19.926,19.942,19.689,19.699,1241125.0
2017-10-21,19.926,19.942,19.689,19.699,1241125.0
2017-10-22,19.926,19.942,19.689,19.699,1241125.0
2017-10-23,19.748,19.807,19.435,19.445,1036500.0
2017-10-24,19.456,19.683,19.456,19.57,1329750.0
2017-10-25,19.683,19.764,19.467,19.553,732250.0
2017-10-26,19.624,19.759,19.44,19.44,855250.0
2017-10-27,19.445,20.007,19.386,19.786,1385000.0
2017-10-28,19.445,20.007,19.386,19.786,1385000.0
2017-10-29,19.445,20.007,19.386,19.786,1385000.0
2017-10-30,19.748,19.829,19.181,19.451,1356500.0
2017-10-31,19.451,19.586,19.289,19.337,1055000.0
2017-11-01,19.494,19.64,19.208,19.24,763625.0
2017-11-02,19.494,19.64,19.208,19.24,763625.0
2017-11-03,19.24,19.327,18.938,19.051,1436625.0
2017-11-04,19.24,19.327,18.938,19.051,1436625.0
2017-11-05,19.24,19.327,18.938,19.051,1436625.0
2017-11-06,19.148,19.699,19.078,19.505,993250.0
2017-11-07,19.424,19.829,19.1,19.289,1760000.0
2017-11-08,19.429,20.418,19.418,20.266,1682875.0
2017-11-09,20.002,20.515,20.002,20.369,987000.0
2017-11-10,20.424,20.452,19.809,19.952,1022875.0
2017-11-11,20.424,20.452,19.809,19.952,1022875.0
2017-11-12,20.424,20.452,19.809,19.952,1022875.0
2017-11-13,19.825,20.479,19.655,19.957,1514875.0
2017-11-14,20.056,20.144,19.616,19.743,975250.0
2017-11-15,20.056,20.144,19.616,19.743,975250.0
2017-11-16,19.93,20.309,19.831,20.281,1013750.0
2017-11-17,20.083,20.441,20.045,20.111,935375.0
2017-11-18,20.083,20.441,20.045,20.111,935375.0
2017-11-19,20.083,20.441,20.045,20.111,935375.0
2017-11-20,20.083,20.441,20.045,20.111,935375.0
2017-11-21,20.369,20.88,20.149,20.391,968000.0
2017-11-22,20.551,20.798,20.386,20.452,831750.0
2017-11-23,20.523,20.869,20.27,20.611,251875.0
2017-11-24,20.815,20.853,20.402,20.402,358875.0
2017-11-25,20.815,20.853,20.402,20.402,358875.0
2017-11-26,20.815,20.853,20.402,20.402,358875.0
2017-11-27,20.435,20.507,20.105,20.331,610625.0
2017-11-28,20.452,20.567,20.16,20.16,791875.0
2017-11-29,20.177,20.259,19.693,19.847,1237625.0
2017-11-30,19.798,19.88,19.259,19.473,1871750.0
2017-12-01,19.473,19.699,19.292,19.418,835500.0
2017-12-02,19.473,19.699,19.292,19.418,835500.0
2017-12-03,19.473,19.699,19.292,19.418,835500.0
2017-12-04,19.462,19.836,19.435,19.693,739875.0
2017-12-05,19.567,19.869,19.385,19.468,511625.0
2017-12-06,19.407,19.534,19.287,19.413,1068750.0
2017-12-07,19.27,19.512,19.061,19.237,1135000.0
2017-12-08,19.369,19.539,19.155,19.155,953250.0
2017-12-09,19.369,19.539,19.155,19.155,953250.0
2017-12-10,19.369,19.539,19.155,19.155,953250.0
2017-12-11,19.177,19.336,19.083,19.182,599750.0
2017-12-12,19.078,19.265,18.885,19.265,779875.0
2017-12-13,19.402,19.666,18.891,19.127,1664000.0
2017-12-14,18.946,19.374,18.88,19.133,1124750.0
2017-12-15,19.133,19.6,19.133,19.517,1871375.0
2017-12-16,19.133,19.6,19.133,19.517,1871375.0
2017-12-17,19.133,19.6,19.133,19.517,1871375.0
2017-12-18,19.567,19.66,19.336,19.583,587375.0
2017-12-19,19.6,19.754,19.078,19.281,1448125.0
2017-12-20,19.27,19.704,19.27,19.495,1027125.0
2017-12-21,19.517,19.677,19.446,19.506,1056875.0
2017-12-22,19.462,19.583,19.391,19.407,288750.0
2017-12-23,19.462,19.583,19.391,19.407,288750.0
2017-12-24,19.462,19.583,19.391,19.407,288750.0
2017-12-25,19.462,19.583,19.391,19.407,288750.0
2017-12-26,19.556,19.732,19.473,19.512,457000.0
2017-12-27,19.649,19.82,19.468,19.633,350125.0
2017-12-28,19.776,19.864,19.517,19.517,1106625.0
2017-12-29,19.776,19.864,19.517,19.517,1106625.0
2017-12-30,19.776,19.864,19.517,19.517,1106625.0
2017-12-31,19.776,19.864,19.517,19.517,1106625.0
2018-01-01,19.776,19.864,19.517,19.517,1106625.0
2018-01-02,19.671,19.776,19.49,19.633,663625.0
2018-01-03,19.512,19.666,19.38,19.501,673250.0
2018-01-04,19.649,19.649,19.248,19.248,1421000.0
2018-01-05,19.276,19.451,19.276,19.347,444750.0
2018-01-06,19.276,19.451,19.276,19.347,444750.0
2018-01-07,19.276,19.451,19.276,19.347,444750.0
2018-01-08,19.38,19.539,19.265,19.457,806000.0
2018-01-09,19.462,19.523,19.254,19.457,933625.0
2018-01-10,19.462,19.462,19.314,19.385,1040375.0
2018-01-11,19.44,19.44,19.182,19.193,1292125.0
2018-01-12,19.199,19.314,19.1,19.292,624875.0
2018-01-13,19.199,19.314,19.1,19.292,624875.0
2018-01-14,19.199,19.314,19.1,19.292,624875.0
2018-01-15,19.325,19.457,19.21,19.396,405250.0
2018-01-16,19.396,19.49,19.363,19.484,623500.0
2018-01-17,19.424,19.913,19.402,19.776,896250.0
2018-01-18,19.721,20.045,19.66,19.842,2963500.0
2018-01-19,19.935,20.452,19.847,20.199,1101875.0
2018-01-20,19.935,20.452,19.847,20.199,1101875.0
2018-01-21,19.935,20.452,19.847,20.199,1101875.0
2018-01-22,20.232,20.424,20.116,20.171,908500.0
2018-01-23,20.171,20.21,19.644,19.787,749875.0
2018-01-24,19.952,20.369,19.858,20.171,1966125.0
2018-01-25,19.952,20.369,19.858,20.171,1966125.0
2018-01-26,20.375,20.474,20.078,20.232,1088375.0
2018-01-27,20.375,20.474,20.078,20.232,1088375.0
2018-01-28,20.375,20.474,20.078,20.232,1088375.0
2018-01-29,20.309,20.347,19.985,20.133,1042500.0
2018-01-30,19.985,20.16,19.759,20.034,557125.0
2018-01-31,20.166,20.248,19.649,19.754,1100000.0
2018-02-01,20.171,20.32,19.809,19.836,1345250.0
2018-02-02,19.787,20.007,19.545,19.787,1285500.0
2018-02-03,19.787,20.007,19.545,19.787,1285500.0
2018-02-04,19.787,20.007,19.545,19.787,1285500.0
2018-02-05,19.765,19.765,19.462,19.512,872500.0
2018-02-06,19.314,19.814,19.193,19.759,1420875.0
2018-02-07,19.776,19.968,19.578,19.66,829250.0
2018-02-08,19.655,19.726,19.276,19.336,764750.0
2018-02-09,19.292,19.418,19.072,19.21,850750.0
2018-02-10,19.292,19.418,19.072,19.21,850750.0
2018-02-11,19.292,19.418,19.072,19.21,850750.0
2018-02-12,19.292,19.418,19.072,19.21,850750.0
2018-02-13,19.292,19.418,19.072,19.21,850750.0
2018-02-14,19.347,19.836,19.314,19.473,1462375.0
2018-02-15,19.644,20.04,19.495,19.759,1131625.0
2018-02-16,19.842,20.386,19.792,20.193,1313875.0
2018-02-17,19.842,20.386,19.792,20.193,1313875.0
2018-02-18,19.842,20.386,19.792,20.193,1313875.0
2018-02-19,20.281,20.325,20.045,20.237,319250.0
2018-02-20,20.111,21.034,20.073,20.76,3194500.0
2018-02-21,20.765,21.1,20.424,20.913,2283750.0
2018-02-22,20.913,21.265,20.721,20.996,2289750.0
2018-02-23,21.463,21.6,21.067,21.436,2069250.0
2018-02-24,21.463,21.6,21.067,21.436,2069250.0
2018-02-25,21.463,21.6,21.067,21.436,2069250.0
2018-02-26,21.622,22.062,21.524,21.765,2213000.0
2018-02-27,21.76,21.952,21.683,21.71,1299500.0
2018-02-28,21.699,21.842,21.177,21.518,2161375.0
2018-03-01,21.513,22.09,21.37,21.606,1433500.0
2018-03-02,21.622,21.87,21.21,21.518,1869500.0
2018-03-03,21.622,21.87,21.21,21.518,1869500.0
2018-03-04,21.622,21.87,21.21,21.518,1869500.0
2018-03-05,21.562,21.71,21.496,21.573,850000.0
2018-03-06,21.694,21.694,21.249,21.249,1438000.0
2018-03-07,21.271,21.573,21.271,21.469,1436500.0
2018-03-08,21.436,21.617,21.425,21.496,760875.0
2018-03-09,21.6,21.754,21.485,21.518,765000.0
2018-03-10,21.6,21.754,21.485,21.518,765000.0
2018-03-11,21.6,21.754,21.485,21.518,765000.0
2018-03-12,21.518,21.804,21.518,21.639,689750.0
2018-03-13,21.732,21.732,21.144,21.161,1301625.0
2018-03-14,21.249,21.309,20.974,21.051,907875.0
2018-03-15,21.161,21.166,20.825,20.88,1306375.0
2018-03-16,20.825,21.6,20.82,21.1,2551625.0
2018-03-17,20.825,21.6,20.82,21.1,2551625.0
2018-03-18,20.825,21.6,20.82,21.1,2551625.0
2018-03-19,20.908,21.353,20.908,21.216,558250.0
2018-03-20,21.337,21.408,21.144,21.326,451250.0
2018-03-21,21.386,21.595,21.199,21.496,1116000.0
2018-03-22,21.573,21.688,21.1,21.254,971375.0
2018-03-23,21.161,21.32,20.968,21.128,802125.0
2018-03-24,21.161,21.32,20.968,21.128,802125.0
2018-03-25,21.161,21.32,20.968,21.128,802125.0
2018-03-26,21.342,21.342,20.869,21.161,939250.0
2018-03-27,21.133,21.342,21.023,21.205,1212875.0
2018-03-28,21.084,21.573,21.084,21.243,1834000.0
2018-03-29,21.425,21.661,21.26,21.524,931375.0
2018-03-30,21.425,21.661,21.26,21.524,931375.0
2018-03-31,21.425,21.661,21.26,21.524,931375.0
2018-04-01,21.425,21.661,21.26,21.524,931375.0
2018-04-02,21.551,21.595,20.985,21.155,759250.0
2018-04-03,21.166,21.282,20.864,20.864,1664750.0
2018-04-04,20.738,21.216,20.617,20.979,1654125.0
2018-04-05,21.271,21.573,21.034,21.232,1484375.0
2018-04-06,21.106,21.491,20.65,21.001,1389375.0
2018-04-07,21.106,21.491,20.65,21.001,1389375.0
2018-04-08,21.106,21.491,20.65,21.001,1389375.0
2018-04-09,21.205,21.205,20.732,20.776,1243000.0
2018-04-10,20.771,21.397,20.771,21.161,2745750.0
2018-04-11,21.238,21.265,20.694,20.886,828750.0
2018-04-12,21.04,21.1,20.886,21.023,1234000.0
2018-04-13,20.968,21.216,20.727,21.078,815500.0
2018-04-14,20.968,21.216,20.727,21.078,815500.0
2018-04-15,20.968,21.216,20.727,21.078,815500.0
2018-04-16,21.166,21.166,20.606,20.606,844625.0
2018-04-17,20.694,20.858,20.49,20.858,1139375.0
2018-04-18,20.858,21.04,20.727,20.974,1687000.0
2018-04-19,20.924,20.93,20.556,20.71,1099125.0
2018-04-20,20.853,20.853,20.391,20.655,1413375.0
2018-04-21,20.853,20.853,20.391,20.655,1413375.0
2018-04-22,20.853,20.853,20.391,20.655,1413375.0
2018-04-23,20.721,20.88,20.501,20.501,799375.0
2018-04-24,20.606,20.905,20.465,20.6,1179250.0
2018-04-25,20.482,20.775,20.482,20.657,855125.0
2018-04-26,20.702,21.317,20.674,21.278,943250.0
2018-04-27,21.323,21.323,21.007,21.244,1512625.0
2018-04-28,21.323,21.323,21.007,21.244,1512625.0
2018-04-29,21.323,21.323,21.007,21.244,1512625.0
2018-04-30,21.3,21.3,20.877,20.877,804000.0
2018-05-01,21.3,21.3,20.877,20.877,804000.0
2018-05-02,20.792,20.939,20.628,20.798,988625.0
2018-05-03,20.713,21.018,20.572,20.702,1266750.0
2018-05-04,20.64,20.741,20.42,20.504,753000.0
2018-05-05,20.64,20.741,20.42,20.504,753000.0
2018-05-06,20.64,20.741,20.42,20.504,753000.0
2018-05-07,20.482,20.64,20.38,20.386,782250.0
2018-05-08,20.403,20.555,20.154,20.284,951625.0
2018-05-09,20.29,20.51,20.126,20.307,970250.0
2018-05-10,20.425,21.131,20.29,20.984,1671500.0
2018-05-11,20.894,21.091,20.583,20.843,1229000.0
2018-05-12,20.894,21.091,20.583,20.843,1229000.0
2018-05-13,20.894,21.091,20.583,20.843,1229000.0
2018-05-14,20.956,21.255,20.758,20.882,1738750.0
2018-05-15,20.882,21.074,20.493,20.866,1629250.0
2018-05-16,20.696,22.0,20.696,21.842,2114500.0
2018-05-17,21.616,21.746,21.3,21.379,1777750.0
2018-05-18,21.294,21.853,21.108,21.831,2149250.0
2018-05-19,21.294,21.853,21.108,21.831,2149250.0
2018-05-20,21.294,21.853,21.108,21.831,2149250.0
2018-05-21,21.87,21.955,21.39,21.785,1297625.0
2018-05-22,22.011,22.051,21.498,21.571,2138625.0
2018-05-23,21.509,21.802,21.34,21.582,1116875.0
2018-05-24,21.419,21.701,21.261,21.272,1541875.0
2018-05-25,21.278,21.622,21.17,21.227,1131000.0
2018-05-26,21.278,21.622,21.17,21.227,1131000.0
2018-05-27,21.278,21.622,21.17,21.227,1131000.0
2018-05-28,21.17,21.272,20.549,20.871,461500.0
2018-05-29,20.973,20.973,20.166,20.487,2272375.0
2018-05-30,20.42,20.95,20.375,20.877,1615125.0
2018-05-31,20.42,20.95,20.375,20.877,1615125.0
2018-06-01,20.933,21.39,20.764,21.221,1378625.0
2018-06-02,20.933,21.39,20.764,21.221,1378625.0
2018-06-03,20.933,21.39,20.764,21.221,1378625.0
2018-06-04,21.43,21.43,20.894,21.04,965125.0
2018-06-05,20.888,21.046,20.431,20.431,1162125.0
2018-06-06,20.335,20.628,19.951,20.064,1086750.0
2018-06-07,19.872,20.042,19.172,19.782,1350250.0
2018-06-08,19.946,19.946,19.415,19.607,1554375.0
2018-06-09,19.946,19.946,19.415,19.607,1554375.0
2018-06-10,19.946,19.946,19.415,19.607,1554375.0
2018-06-11,19.573,20.025,19.387,19.449,1111000.0
2018-06-12,19.404,19.505,19.189,19.302,1611125.0
2018-06-13,19.37,19.714,19.082,19.201,1554750.0
2018-06-14,19.229,19.342,18.879,18.935,1103250.0
2018-06-15,18.873,19.347,18.873,19.308,2381125.0
2018-06-16,18.873,19.347,18.873,19.308,2381125.0
2018-06-17,18.873,19.347,18.873,19.308,2381125.0
2018-06-18,19.133,19.325,18.935,18.975,753750.0
2018-06-19,18.941,19.308,18.845,18.935,1333750.0
2018-06-20,19.059,19.155,18.789,18.907,1173375.0
2018-06-21,18.794,19.065,18.71,18.862,1464125.0
2018-06-22,18.851,19.178,18.766,19.065,1423375.0
2018-06-23,18.851,19.178,18.766,19.065,1423375.0
2018-06-24,18.851,19.178,18.766,19.065,1423375.0
2018-06-25,19.15,19.37,19.009,19.189,1092875.0
2018-06-26,19.308,19.37,19.02,19.37,839375.0
2018-06-27,19.172,19.421,19.172,19.37,921750.0
2018-06-28,19.206,19.522,19.206,19.432,1055750.0
2018-06-29,19.505,19.686,19.195,19.319,1168250.0
2018-06-30,19.505,19.686,19.195,19.319,1168250.0
2018-07-01,19.505,19.686,19.195,19.319,1168250.0
2018-07-02,19.302,19.438,19.144,19.336,446125.0
2018-07-03,19.421,19.788,19.308,19.471,668000.0
2018-07-04,19.81,19.946,19.488,19.669,685750.0
2018-07-05,19.94,19.94,19.483,19.505,470500.0
2018-07-06,19.675,19.675,19.263,19.342,685500.0
2018-07-07,19.675,19.675,19.263,19.342,685500.0
2018-07-08,19.675,19.675,19.263,19.342,685500.0
2018-07-09,19.675,19.675,19.263,19.342,685500.0
2018-07-10,19.443,19.669,19.291,19.415,799125.0
2018-07-11,19.376,19.85,19.308,19.658,916500.0
2018-07-12,19.951,20.081,19.72,19.957,1348750.0
2018-07-13,19.957,20.566,19.872,20.476,1367500.0
2018-07-14,19.957,20.566,19.872,20.476,1367500.0
2018-07-15,19.957,20.566,19.872,20.476,1367500.0
2018-07-16,20.555,20.555,20.324,20.437,365750.0
2018-07-17,20.346,20.685,19.946,20.036,1741125.0
2018-07-18,20.008,20.245,19.94,19.991,499250.0
2018-07-19,19.957,20.115,19.816,20.064,635875.0
2018-07-20,20.262,20.578,20.07,20.279,897250.0
2018-07-21,20.262,20.578,20.07,20.279,897250.0
2018-07-22,20.262,20.578,20.07,20.279,897250.0
2018-07-23,20.211,20.375,19.996,20.137,499250.0
2018-07-24,20.341,20.719,20.166,20.38,1171125.0
2018-07-25,20.38,21.024,20.363,20.719,813125.0
2018-07-26,20.606,21.097,20.538,20.628,1159500.0
2018-07-27,20.628,21.012,20.6,20.775,455500.0
2018-07-28,20.628,21.012,20.6,20.775,455500.0
2018-07-29,20.628,21.012,20.6,20.775,455500.0
2018-07-30,20.978,21.328,20.674,20.95,777125.0
2018-07-31,20.922,21.402,20.911,21.103,1287125.0
2018-08-01,21.159,21.278,20.922,21.063,593125.0
2018-08-02,21.091,21.182,20.911,21.063,577875.0
2018-08-03,21.04,21.379,20.866,21.249,821125.0
2018-08-04,21.04,21.379,20.866,21.249,821125.0
2018-08-05,21.04,21.379,20.866,21.249,821125.0
2018-08-06,21.278,21.436,21.142,21.283,319125.0
2018-08-07,21.3,21.334,20.578,20.713,1586125.0
2018-08-08,20.849,21.221,20.662,20.662,1409375.0
2018-08-09,21.447,22.299,21.215,21.594,3008750.0
2018-08-10,21.673,21.814,21.029,21.046,1418375.0
2018-08-11,21.673,21.814,21.029,21.046,1418375.0
2018-08-12,21.673,21.814,21.029,21.046,1418375.0
