,ADVANC TB Equity
2010-06-10,22.6361
2010-06-11,22.6361
2010-06-12,22.6361
2010-06-13,22.6361
2010-06-14,22.6361
2010-06-15,22.6361
2010-06-16,22.6361
2010-06-17,22.6361
2010-06-18,22.6361
2010-06-19,22.6361
2010-06-20,22.6361
2010-06-21,22.6361
2010-06-22,22.6361
2010-06-23,22.6361
2010-06-24,22.6361
2010-06-25,22.6361
2010-06-26,22.6361
2010-06-27,22.6361
2010-06-28,22.6361
2010-06-29,22.6361
2010-06-30,28.1142
2010-07-01,28.1142
2010-07-02,28.1142
2010-07-03,28.1142
2010-07-04,28.1142
2010-07-05,28.1142
2010-07-06,28.1142
2010-07-07,28.1142
2010-07-08,28.1142
2010-07-09,28.1142
2010-07-10,28.1142
2010-07-11,28.1142
2010-07-12,28.1142
2010-07-13,28.1142
2010-07-14,28.1142
2010-07-15,28.1142
2010-07-16,28.1142
2010-07-17,28.1142
2010-07-18,28.1142
2010-07-19,28.1142
2010-07-20,28.1142
2010-07-21,28.1142
2010-07-22,28.1142
2010-07-23,28.1142
2010-07-24,28.1142
2010-07-25,28.1142
2010-07-26,28.1142
2010-07-27,28.1142
2010-07-28,28.1142
2010-07-29,28.1142
2010-07-30,28.1142
2010-07-31,28.1142
2010-08-01,28.1142
2010-08-02,28.1142
2010-08-03,28.1142
2010-08-04,28.1142
2010-08-05,28.1142
2010-08-06,28.1142
2010-08-07,28.1142
2010-08-08,28.1142
2010-08-09,28.1142
2010-08-10,28.1142
2010-08-11,28.1142
2010-08-12,28.1142
2010-08-13,28.1142
2010-08-14,28.1142
2010-08-15,28.1142
2010-08-16,28.1142
2010-08-17,28.1142
2010-08-18,28.1142
2010-08-19,28.1142
2010-08-20,28.1142
2010-08-21,28.1142
2010-08-22,28.1142
2010-08-23,28.1142
2010-08-24,28.1142
2010-08-25,28.1142
2010-08-26,28.1142
2010-08-27,28.1142
2010-08-28,28.1142
2010-08-29,28.1142
2010-08-30,28.1142
2010-08-31,28.1142
2010-09-01,28.1142
2010-09-02,28.1142
2010-09-03,28.1142
2010-09-04,28.1142
2010-09-05,28.1142
2010-09-06,28.1142
2010-09-07,28.1142
2010-09-08,28.1142
2010-09-09,28.1142
2010-09-10,28.1142
2010-09-11,28.1142
2010-09-12,28.1142
2010-09-13,28.1142
2010-09-14,28.1142
2010-09-15,28.1142
2010-09-16,28.1142
2010-09-17,28.1142
2010-09-18,28.1142
2010-09-19,28.1142
2010-09-20,28.1142
2010-09-21,28.1142
2010-09-22,28.1142
2010-09-23,28.1142
2010-09-24,28.1142
2010-09-25,28.1142
2010-09-26,28.1142
2010-09-27,28.1142
2010-09-28,28.1142
2010-09-29,28.1142
2010-09-30,31.2252
2010-10-01,31.2252
2010-10-02,31.2252
2010-10-03,31.2252
2010-10-04,31.2252
2010-10-05,31.2252
2010-10-06,31.2252
2010-10-07,31.2252
2010-10-08,31.2252
2010-10-09,31.2252
2010-10-10,31.2252
2010-10-11,31.2252
2010-10-12,31.2252
2010-10-13,31.2252
2010-10-14,31.2252
2010-10-15,31.2252
2010-10-16,31.2252
2010-10-17,31.2252
2010-10-18,31.2252
2010-10-19,31.2252
2010-10-20,31.2252
2010-10-21,31.2252
2010-10-22,31.2252
2010-10-23,31.2252
2010-10-24,31.2252
2010-10-25,31.2252
2010-10-26,31.2252
2010-10-27,31.2252
2010-10-28,31.2252
2010-10-29,31.2252
2010-10-30,31.2252
2010-10-31,31.2252
2010-11-01,31.2252
2010-11-02,31.2252
2010-11-03,31.2252
2010-11-04,31.2252
2010-11-05,31.2252
2010-11-06,31.2252
2010-11-07,31.2252
2010-11-08,31.2252
2010-11-09,31.2252
2010-11-10,31.2252
2010-11-11,31.2252
2010-11-12,31.2252
2010-11-13,31.2252
2010-11-14,31.2252
2010-11-15,31.2252
2010-11-16,31.2252
2010-11-17,31.2252
2010-11-18,31.2252
2010-11-19,31.2252
2010-11-20,31.2252
2010-11-21,31.2252
2010-11-22,31.2252
2010-11-23,31.2252
2010-11-24,31.2252
2010-11-25,31.2252
2010-11-26,31.2252
2010-11-27,31.2252
2010-11-28,31.2252
2010-11-29,31.2252
2010-11-30,31.2252
2010-12-01,31.2252
2010-12-02,31.2252
2010-12-03,31.2252
2010-12-04,31.2252
2010-12-05,31.2252
2010-12-06,31.2252
2010-12-07,31.2252
2010-12-08,31.2252
2010-12-09,31.2252
2010-12-10,31.2252
2010-12-11,31.2252
2010-12-12,31.2252
2010-12-13,31.2252
2010-12-14,31.2252
2010-12-15,31.2252
2010-12-16,31.2252
2010-12-17,31.2252
2010-12-18,31.2252
2010-12-19,31.2252
2010-12-20,31.2252
2010-12-21,31.2252
2010-12-22,31.2252
2010-12-23,31.2252
2010-12-24,31.2252
2010-12-25,31.2252
2010-12-26,31.2252
2010-12-27,31.2252
2010-12-28,31.2252
2010-12-29,31.2252
2010-12-30,31.2252
2010-12-31,36.4677
2011-01-01,36.4677
2011-01-02,36.4677
2011-01-03,36.4677
2011-01-04,36.4677
2011-01-05,36.4677
2011-01-06,36.4677
2011-01-07,36.4677
2011-01-08,36.4677
2011-01-09,36.4677
2011-01-10,36.4677
2011-01-11,36.4677
2011-01-12,36.4677
2011-01-13,36.4677
2011-01-14,36.4677
2011-01-15,36.4677
2011-01-16,36.4677
2011-01-17,36.4677
2011-01-18,36.4677
2011-01-19,36.4677
2011-01-20,36.4677
2011-01-21,36.4677
2011-01-22,36.4677
2011-01-23,36.4677
2011-01-24,36.4677
2011-01-25,36.4677
2011-01-26,36.4677
2011-01-27,36.4677
2011-01-28,36.4677
2011-01-29,36.4677
2011-01-30,36.4677
2011-01-31,36.4677
2011-02-01,36.4677
2011-02-02,36.4677
2011-02-03,36.4677
2011-02-04,36.4677
2011-02-05,36.4677
2011-02-06,36.4677
2011-02-07,36.4677
2011-02-08,36.4677
2011-02-09,36.4677
2011-02-10,36.4677
2011-02-11,36.4677
2011-02-12,36.4677
2011-02-13,36.4677
2011-02-14,36.4677
2011-02-15,36.4677
2011-02-16,36.4677
2011-02-17,36.4677
2011-02-18,36.4677
2011-02-19,36.4677
2011-02-20,36.4677
2011-02-21,36.4677
2011-02-22,36.4677
2011-02-23,36.4677
2011-02-24,36.4677
2011-02-25,36.4677
2011-02-26,36.4677
2011-02-27,36.4677
2011-02-28,36.4677
2011-03-01,36.4677
2011-03-02,36.4677
2011-03-03,36.4677
2011-03-04,36.4677
2011-03-05,36.4677
2011-03-06,36.4677
2011-03-07,36.4677
2011-03-08,36.4677
2011-03-09,36.4677
2011-03-10,36.4677
2011-03-11,36.4677
2011-03-12,36.4677
2011-03-13,36.4677
2011-03-14,36.4677
2011-03-15,36.4677
2011-03-16,36.4677
2011-03-17,36.4677
2011-03-18,36.4677
2011-03-19,36.4677
2011-03-20,36.4677
2011-03-21,36.4677
2011-03-22,36.4677
2011-03-23,36.4677
2011-03-24,36.4677
2011-03-25,36.4677
2011-03-26,36.4677
2011-03-27,36.4677
2011-03-28,36.4677
2011-03-29,36.4677
2011-03-30,36.4677
2011-03-31,38.8662
2011-04-01,38.8662
2011-04-02,38.8662
2011-04-03,38.8662
2011-04-04,38.8662
2011-04-05,38.8662
2011-04-06,38.8662
2011-04-07,38.8662
2011-04-08,38.8662
2011-04-09,38.8662
2011-04-10,38.8662
2011-04-11,38.8662
2011-04-12,38.8662
2011-04-13,38.8662
2011-04-14,38.8662
2011-04-15,38.8662
2011-04-16,38.8662
2011-04-17,38.8662
2011-04-18,38.8662
2011-04-19,38.8662
2011-04-20,38.8662
2011-04-21,38.8662
2011-04-22,38.8662
2011-04-23,38.8662
2011-04-24,38.8662
2011-04-25,38.8662
2011-04-26,38.8662
2011-04-27,38.8662
2011-04-28,38.8662
2011-04-29,38.8662
2011-04-30,38.8662
2011-05-01,38.8662
2011-05-02,38.8662
2011-05-03,38.8662
2011-05-04,38.8662
2011-05-05,38.8662
2011-05-06,38.8662
2011-05-07,38.8662
2011-05-08,38.8662
2011-05-09,38.8662
2011-05-10,38.8662
2011-05-11,38.8662
2011-05-12,38.8662
2011-05-13,38.8662
2011-05-14,38.8662
2011-05-15,38.8662
2011-05-16,38.8662
2011-05-17,38.8662
2011-05-18,38.8662
2011-05-19,38.8662
2011-05-20,38.8662
2011-05-21,38.8662
2011-05-22,38.8662
2011-05-23,38.8662
2011-05-24,38.8662
2011-05-25,38.8662
2011-05-26,38.8662
2011-05-27,38.8662
2011-05-28,38.8662
2011-05-29,38.8662
2011-05-30,38.8662
2011-05-31,38.8662
2011-06-01,38.8662
2011-06-02,38.8662
2011-06-03,38.8662
2011-06-04,38.8662
2011-06-05,38.8662
2011-06-06,38.8662
2011-06-07,38.8662
2011-06-08,38.8662
2011-06-09,38.8662
2011-06-10,38.8662
2011-06-11,38.8662
2011-06-12,38.8662
2011-06-13,38.8662
2011-06-14,38.8662
2011-06-15,38.8662
2011-06-16,38.8662
2011-06-17,38.8662
2011-06-18,38.8662
2011-06-19,38.8662
2011-06-20,38.8662
2011-06-21,38.8662
2011-06-22,38.8662
2011-06-23,38.8662
2011-06-24,38.8662
2011-06-25,38.8662
2011-06-26,38.8662
2011-06-27,38.8662
2011-06-28,38.8662
2011-06-29,38.8662
2011-06-30,46.7053
2011-07-01,46.7053
2011-07-02,46.7053
2011-07-03,46.7053
2011-07-04,46.7053
2011-07-05,46.7053
2011-07-06,46.7053
2011-07-07,46.7053
2011-07-08,46.7053
2011-07-09,46.7053
2011-07-10,46.7053
2011-07-11,46.7053
2011-07-12,46.7053
2011-07-13,46.7053
2011-07-14,46.7053
2011-07-15,46.7053
2011-07-16,46.7053
2011-07-17,46.7053
2011-07-18,46.7053
2011-07-19,46.7053
2011-07-20,46.7053
2011-07-21,46.7053
2011-07-22,46.7053
2011-07-23,46.7053
2011-07-24,46.7053
2011-07-25,46.7053
2011-07-26,46.7053
2011-07-27,46.7053
2011-07-28,46.7053
2011-07-29,46.7053
2011-07-30,46.7053
2011-07-31,46.7053
2011-08-01,46.7053
2011-08-02,46.7053
2011-08-03,46.7053
2011-08-04,46.7053
2011-08-05,46.7053
2011-08-06,46.7053
2011-08-07,46.7053
2011-08-08,46.7053
2011-08-09,46.7053
2011-08-10,46.7053
2011-08-11,46.7053
2011-08-12,46.7053
2011-08-13,46.7053
2011-08-14,46.7053
2011-08-15,46.7053
2011-08-16,46.7053
2011-08-17,46.7053
2011-08-18,46.7053
2011-08-19,46.7053
2011-08-20,46.7053
2011-08-21,46.7053
2011-08-22,46.7053
2011-08-23,46.7053
2011-08-24,46.7053
2011-08-25,46.7053
2011-08-26,46.7053
2011-08-27,46.7053
2011-08-28,46.7053
2011-08-29,46.7053
2011-08-30,46.7053
2011-08-31,46.7053
2011-09-01,46.7053
2011-09-02,46.7053
2011-09-03,46.7053
2011-09-04,46.7053
2011-09-05,46.7053
2011-09-06,46.7053
2011-09-07,46.7053
2011-09-08,46.7053
2011-09-09,46.7053
2011-09-10,46.7053
2011-09-11,46.7053
2011-09-12,46.7053
2011-09-13,46.7053
2011-09-14,46.7053
2011-09-15,46.7053
2011-09-16,46.7053
2011-09-17,46.7053
2011-09-18,46.7053
2011-09-19,46.7053
2011-09-20,46.7053
2011-09-21,46.7053
2011-09-22,46.7053
2011-09-23,46.7053
2011-09-24,46.7053
2011-09-25,46.7053
2011-09-26,46.7053
2011-09-27,46.7053
2011-09-28,46.7053
2011-09-29,46.7053
2011-09-30,54.9354
2011-10-01,54.9354
2011-10-02,54.9354
2011-10-03,54.9354
2011-10-04,54.9354
2011-10-05,54.9354
2011-10-06,54.9354
2011-10-07,54.9354
2011-10-08,54.9354
2011-10-09,54.9354
2011-10-10,54.9354
2011-10-11,54.9354
2011-10-12,54.9354
2011-10-13,54.9354
2011-10-14,54.9354
2011-10-15,54.9354
2011-10-16,54.9354
2011-10-17,54.9354
2011-10-18,54.9354
2011-10-19,54.9354
2011-10-20,54.9354
2011-10-21,54.9354
2011-10-22,54.9354
2011-10-23,54.9354
2011-10-24,54.9354
2011-10-25,54.9354
2011-10-26,54.9354
2011-10-27,54.9354
2011-10-28,54.9354
2011-10-29,54.9354
2011-10-30,54.9354
2011-10-31,54.9354
2011-11-01,54.9354
2011-11-02,54.9354
2011-11-03,54.9354
2011-11-04,54.9354
2011-11-05,54.9354
2011-11-06,54.9354
2011-11-07,54.9354
2011-11-08,54.9354
2011-11-09,54.9354
2011-11-10,54.9354
2011-11-11,54.9354
2011-11-12,54.9354
2011-11-13,54.9354
2011-11-14,54.9354
2011-11-15,54.9354
2011-11-16,54.9354
2011-11-17,54.9354
2011-11-18,54.9354
2011-11-19,54.9354
2011-11-20,54.9354
2011-11-21,54.9354
2011-11-22,54.9354
2011-11-23,54.9354
2011-11-24,54.9354
2011-11-25,54.9354
2011-11-26,54.9354
2011-11-27,54.9354
2011-11-28,54.9354
2011-11-29,54.9354
2011-11-30,54.9354
2011-12-01,54.9354
2011-12-02,54.9354
2011-12-03,54.9354
2011-12-04,54.9354
2011-12-05,54.9354
2011-12-06,54.9354
2011-12-07,54.9354
2011-12-08,54.9354
2011-12-09,54.9354
2011-12-10,54.9354
2011-12-11,54.9354
2011-12-12,54.9354
2011-12-13,54.9354
2011-12-14,54.9354
2011-12-15,54.9354
2011-12-16,54.9354
2011-12-17,54.9354
2011-12-18,54.9354
2011-12-19,54.9354
2011-12-20,54.9354
2011-12-21,54.9354
2011-12-22,54.9354
2011-12-23,54.9354
2011-12-24,54.9354
2011-12-25,54.9354
2011-12-26,54.9354
2011-12-27,54.9354
2011-12-28,54.9354
2011-12-29,54.9354
2011-12-30,54.9354
2011-12-31,55.4441
2012-01-01,55.4441
2012-01-02,55.4441
2012-01-03,55.4441
2012-01-04,55.4441
2012-01-05,55.4441
2012-01-06,55.4441
2012-01-07,55.4441
2012-01-08,55.4441
2012-01-09,55.4441
2012-01-10,55.4441
2012-01-11,55.4441
2012-01-12,55.4441
2012-01-13,55.4441
2012-01-14,55.4441
2012-01-15,55.4441
2012-01-16,55.4441
2012-01-17,55.4441
2012-01-18,55.4441
2012-01-19,55.4441
2012-01-20,55.4441
2012-01-21,55.4441
2012-01-22,55.4441
2012-01-23,55.4441
2012-01-24,55.4441
2012-01-25,55.4441
2012-01-26,55.4441
2012-01-27,55.4441
2012-01-28,55.4441
2012-01-29,55.4441
2012-01-30,55.4441
2012-01-31,55.4441
2012-02-01,55.4441
2012-02-02,55.4441
2012-02-03,55.4441
2012-02-04,55.4441
2012-02-05,55.4441
2012-02-06,55.4441
2012-02-07,55.4441
2012-02-08,55.4441
2012-02-09,55.4441
2012-02-10,55.4441
2012-02-11,55.4441
2012-02-12,55.4441
2012-02-13,55.4441
2012-02-14,55.4441
2012-02-15,55.4441
2012-02-16,55.4441
2012-02-17,55.4441
2012-02-18,55.4441
2012-02-19,55.4441
2012-02-20,55.4441
2012-02-21,55.4441
2012-02-22,55.4441
2012-02-23,55.4441
2012-02-24,55.4441
2012-02-25,55.4441
2012-02-26,55.4441
2012-02-27,55.4441
2012-02-28,55.4441
2012-02-29,55.4441
2012-03-01,55.4441
2012-03-02,55.4441
2012-03-03,55.4441
2012-03-04,55.4441
2012-03-05,55.4441
2012-03-06,55.4441
2012-03-07,55.4441
2012-03-08,55.4441
2012-03-09,55.4441
2012-03-10,55.4441
2012-03-11,55.4441
2012-03-12,55.4441
2012-03-13,55.4441
2012-03-14,55.4441
2012-03-15,55.4441
2012-03-16,55.4441
2012-03-17,55.4441
2012-03-18,55.4441
2012-03-19,55.4441
2012-03-20,55.4441
2012-03-21,55.4441
2012-03-22,55.4441
2012-03-23,55.4441
2012-03-24,55.4441
2012-03-25,55.4441
2012-03-26,55.4441
2012-03-27,55.4441
2012-03-28,55.4441
2012-03-29,55.4441
2012-03-30,55.4441
2012-03-31,69.9416
2012-04-01,69.9416
2012-04-02,69.9416
2012-04-03,69.9416
2012-04-04,69.9416
2012-04-05,69.9416
2012-04-06,69.9416
2012-04-07,69.9416
2012-04-08,69.9416
2012-04-09,69.9416
2012-04-10,69.9416
2012-04-11,69.9416
2012-04-12,69.9416
2012-04-13,69.9416
2012-04-14,69.9416
2012-04-15,69.9416
2012-04-16,69.9416
2012-04-17,69.9416
2012-04-18,69.9416
2012-04-19,69.9416
2012-04-20,69.9416
2012-04-21,69.9416
2012-04-22,69.9416
2012-04-23,69.9416
2012-04-24,69.9416
2012-04-25,69.9416
2012-04-26,69.9416
2012-04-27,69.9416
2012-04-28,69.9416
2012-04-29,69.9416
2012-04-30,69.9416
2012-05-01,69.9416
2012-05-02,69.9416
2012-05-03,69.9416
2012-05-04,69.9416
2012-05-05,69.9416
2012-05-06,69.9416
2012-05-07,69.9416
2012-05-08,69.9416
2012-05-09,69.9416
2012-05-10,69.9416
2012-05-11,69.9416
2012-05-12,69.9416
2012-05-13,69.9416
2012-05-14,69.9416
2012-05-15,69.9416
2012-05-16,69.9416
2012-05-17,69.9416
2012-05-18,69.9416
2012-05-19,69.9416
2012-05-20,69.9416
2012-05-21,69.9416
2012-05-22,69.9416
2012-05-23,69.9416
2012-05-24,69.9416
2012-05-25,69.9416
2012-05-26,69.9416
2012-05-27,69.9416
2012-05-28,69.9416
2012-05-29,69.9416
2012-05-30,69.9416
2012-05-31,69.9416
2012-06-01,69.9416
2012-06-02,69.9416
2012-06-03,69.9416
2012-06-04,69.9416
2012-06-05,69.9416
2012-06-06,69.9416
2012-06-07,69.9416
2012-06-08,69.9416
2012-06-09,69.9416
2012-06-10,69.9416
2012-06-11,69.9416
2012-06-12,69.9416
2012-06-13,69.9416
2012-06-14,69.9416
2012-06-15,69.9416
2012-06-16,69.9416
2012-06-17,69.9416
2012-06-18,69.9416
2012-06-19,69.9416
2012-06-20,69.9416
2012-06-21,69.9416
2012-06-22,69.9416
2012-06-23,69.9416
2012-06-24,69.9416
2012-06-25,69.9416
2012-06-26,69.9416
2012-06-27,69.9416
2012-06-28,69.9416
2012-06-29,69.9416
2012-06-30,63.8536
2012-07-01,63.8536
2012-07-02,63.8536
2012-07-03,63.8536
2012-07-04,63.8536
2012-07-05,63.8536
2012-07-06,63.8536
2012-07-07,63.8536
2012-07-08,63.8536
2012-07-09,63.8536
2012-07-10,63.8536
2012-07-11,63.8536
2012-07-12,63.8536
2012-07-13,63.8536
2012-07-14,63.8536
2012-07-15,63.8536
2012-07-16,63.8536
2012-07-17,63.8536
2012-07-18,63.8536
2012-07-19,63.8536
2012-07-20,63.8536
2012-07-21,63.8536
2012-07-22,63.8536
2012-07-23,63.8536
2012-07-24,63.8536
2012-07-25,63.8536
2012-07-26,63.8536
2012-07-27,63.8536
2012-07-28,63.8536
2012-07-29,63.8536
2012-07-30,63.8536
2012-07-31,63.8536
2012-08-01,63.8536
2012-08-02,63.8536
2012-08-03,63.8536
2012-08-04,63.8536
2012-08-05,63.8536
2012-08-06,63.8536
2012-08-07,63.8536
2012-08-08,63.8536
2012-08-09,63.8536
2012-08-10,63.8536
2012-08-11,63.8536
2012-08-12,63.8536
2012-08-13,63.8536
2012-08-14,63.8536
2012-08-15,63.8536
2012-08-16,63.8536
2012-08-17,63.8536
2012-08-18,63.8536
2012-08-19,63.8536
2012-08-20,63.8536
2012-08-21,63.8536
2012-08-22,63.8536
2012-08-23,63.8536
2012-08-24,63.8536
2012-08-25,63.8536
2012-08-26,63.8536
2012-08-27,63.8536
2012-08-28,63.8536
2012-08-29,63.8536
2012-08-30,63.8536
2012-08-31,63.8536
2012-09-01,63.8536
2012-09-02,63.8536
2012-09-03,63.8536
2012-09-04,63.8536
2012-09-05,63.8536
2012-09-06,63.8536
2012-09-07,63.8536
2012-09-08,63.8536
2012-09-09,63.8536
2012-09-10,63.8536
2012-09-11,63.8536
2012-09-12,63.8536
2012-09-13,63.8536
2012-09-14,63.8536
2012-09-15,63.8536
2012-09-16,63.8536
2012-09-17,63.8536
2012-09-18,63.8536
2012-09-19,63.8536
2012-09-20,63.8536
2012-09-21,63.8536
2012-09-22,63.8536
2012-09-23,63.8536
2012-09-24,63.8536
2012-09-25,63.8536
2012-09-26,63.8536
2012-09-27,63.8536
2012-09-28,63.8536
2012-09-29,63.8536
2012-09-30,84.6691
2012-10-01,84.6691
2012-10-02,84.6691
2012-10-03,84.6691
2012-10-04,84.6691
2012-10-05,84.6691
2012-10-06,84.6691
2012-10-07,84.6691
2012-10-08,84.6691
2012-10-09,84.6691
2012-10-10,84.6691
2012-10-11,84.6691
2012-10-12,84.6691
2012-10-13,84.6691
2012-10-14,84.6691
2012-10-15,84.6691
2012-10-16,84.6691
2012-10-17,84.6691
2012-10-18,84.6691
2012-10-19,84.6691
2012-10-20,84.6691
2012-10-21,84.6691
2012-10-22,84.6691
2012-10-23,84.6691
2012-10-24,84.6691
2012-10-25,84.6691
2012-10-26,84.6691
2012-10-27,84.6691
2012-10-28,84.6691
2012-10-29,84.6691
2012-10-30,84.6691
2012-10-31,84.6691
2012-11-01,84.6691
2012-11-02,84.6691
2012-11-03,84.6691
2012-11-04,84.6691
2012-11-05,84.6691
2012-11-06,84.6691
2012-11-07,84.6691
2012-11-08,84.6691
2012-11-09,84.6691
2012-11-10,84.6691
2012-11-11,84.6691
2012-11-12,84.6691
2012-11-13,84.6691
2012-11-14,84.6691
2012-11-15,84.6691
2012-11-16,84.6691
2012-11-17,84.6691
2012-11-18,84.6691
2012-11-19,84.6691
2012-11-20,84.6691
2012-11-21,84.6691
2012-11-22,84.6691
2012-11-23,84.6691
2012-11-24,84.6691
2012-11-25,84.6691
2012-11-26,84.6691
2012-11-27,84.6691
2012-11-28,84.6691
2012-11-29,84.6691
2012-11-30,84.6691
2012-12-01,84.6691
2012-12-02,84.6691
2012-12-03,84.6691
2012-12-04,84.6691
2012-12-05,84.6691
2012-12-06,84.6691
2012-12-07,84.6691
2012-12-08,84.6691
2012-12-09,84.6691
2012-12-10,84.6691
2012-12-11,84.6691
2012-12-12,84.6691
2012-12-13,84.6691
2012-12-14,84.6691
2012-12-15,84.6691
2012-12-16,84.6691
2012-12-17,84.6691
2012-12-18,84.6691
2012-12-19,84.6691
2012-12-20,84.6691
2012-12-21,84.6691
2012-12-22,84.6691
2012-12-23,84.6691
2012-12-24,84.6691
2012-12-25,84.6691
2012-12-26,84.6691
2012-12-27,84.6691
2012-12-28,84.6691
2012-12-29,84.6691
2012-12-30,84.6691
2012-12-31,84.456
2013-01-01,84.456
2013-01-02,84.456
2013-01-03,84.456
2013-01-04,84.456
2013-01-05,84.456
2013-01-06,84.456
2013-01-07,84.456
2013-01-08,84.456
2013-01-09,84.456
2013-01-10,84.456
2013-01-11,84.456
2013-01-12,84.456
2013-01-13,84.456
2013-01-14,84.456
2013-01-15,84.456
2013-01-16,84.456
2013-01-17,84.456
2013-01-18,84.456
2013-01-19,84.456
2013-01-20,84.456
2013-01-21,84.456
2013-01-22,84.456
2013-01-23,84.456
2013-01-24,84.456
2013-01-25,84.456
2013-01-26,84.456
2013-01-27,84.456
2013-01-28,84.456
2013-01-29,84.456
2013-01-30,84.456
2013-01-31,84.456
2013-02-01,84.456
2013-02-02,84.456
2013-02-03,84.456
2013-02-04,84.456
2013-02-05,84.456
2013-02-06,84.456
2013-02-07,84.456
2013-02-08,84.456
2013-02-09,84.456
2013-02-10,84.456
2013-02-11,84.456
2013-02-12,84.456
2013-02-13,84.456
2013-02-14,84.456
2013-02-15,84.456
2013-02-16,84.456
2013-02-17,84.456
2013-02-18,84.456
2013-02-19,84.456
2013-02-20,84.456
2013-02-21,84.456
2013-02-22,84.456
2013-02-23,84.456
2013-02-24,84.456
2013-02-25,84.456
2013-02-26,84.456
2013-02-27,84.456
2013-02-28,84.456
2013-03-01,84.456
2013-03-02,84.456
2013-03-03,84.456
2013-03-04,84.456
2013-03-05,84.456
2013-03-06,84.456
2013-03-07,84.456
2013-03-08,84.456
2013-03-09,84.456
2013-03-10,84.456
2013-03-11,84.456
2013-03-12,84.456
2013-03-13,84.456
2013-03-14,84.456
