,EOG US Equity
,RETURN_COM_EQY
2020-01-01,13.3394
2020-01-02,13.3394
2020-01-03,13.3394
2020-01-04,13.3394
2020-01-05,13.3394
2020-01-06,13.3394
2020-01-07,13.3394
2020-01-08,13.3394
2020-01-09,13.3394
2020-01-10,13.3394
2020-01-11,13.3394
2020-01-12,13.3394
2020-01-13,13.3394
2020-01-14,13.3394
2020-01-15,13.3394
2020-01-16,13.3394
2020-01-17,13.3394
2020-01-18,13.3394
2020-01-19,13.3394
2020-01-20,13.3394
2020-01-21,13.3394
2020-01-22,13.3394
2020-01-23,13.3394
2020-01-24,13.3394
2020-01-25,13.3394
2020-01-26,13.3394
2020-01-27,13.3394
2020-01-28,13.3394
2020-01-29,13.3394
2020-01-30,13.3394
2020-01-31,13.3394
2020-02-01,13.3394
2020-02-02,13.3394
2020-02-03,13.3394
2020-02-04,13.3394
2020-02-05,13.3394
2020-02-06,13.3394
2020-02-07,13.3394
2020-02-08,13.3394
2020-02-09,13.3394
2020-02-10,13.3394
2020-02-11,13.3394
2020-02-12,13.3394
2020-02-13,13.3394
2020-02-14,13.3394
2020-02-15,13.3394
2020-02-16,13.3394
2020-02-17,13.3394
2020-02-18,13.3394
2020-02-19,13.3394
2020-02-20,13.3394
2020-02-21,13.3394
2020-02-22,13.3394
2020-02-23,13.3394
2020-02-24,13.3394
2020-02-25,13.3394
2020-02-26,13.3394
2020-02-27,13.3394
2020-02-28,13.3394
2020-02-29,13.3394
2020-03-01,13.3394
2020-03-02,13.3394
2020-03-03,13.3394
2020-03-04,13.3394
2020-03-05,13.3394
2020-03-06,13.3394
2020-03-07,13.3394
2020-03-08,13.3394
2020-03-09,13.3394
2020-03-10,13.3394
2020-03-11,13.3394
2020-03-12,13.3394
2020-03-13,13.3394
2020-03-14,13.3394
2020-03-15,13.3394
2020-03-16,13.3394
2020-03-17,13.3394
2020-03-18,13.3394
2020-03-19,13.3394
2020-03-20,13.3394
2020-03-21,13.3394
2020-03-22,13.3394
2020-03-23,13.3394
2020-03-24,13.3394
2020-03-25,13.3394
2020-03-26,13.3394
2020-03-27,13.3394
2020-03-28,13.3394
2020-03-29,13.3394
2020-03-30,13.3394
2020-03-31,10.1961
2020-04-01,10.1961
2020-04-02,10.1961
2020-04-03,10.1961
2020-04-04,10.1961
2020-04-05,10.1961
2020-04-06,10.1961
2020-04-07,10.1961
2020-04-08,10.1961
2020-04-09,10.1961
2020-04-10,10.1961
2020-04-11,10.1961
2020-04-12,10.1961
2020-04-13,10.1961
2020-04-14,10.1961
2020-04-15,10.1961
2020-04-16,10.1961
2020-04-17,10.1961
2020-04-18,10.1961
2020-04-19,10.1961
2020-04-20,10.1961
2020-04-21,10.1961
2020-04-22,10.1961
2020-04-23,10.1961
2020-04-24,10.1961
2020-04-25,10.1961
2020-04-26,10.1961
2020-04-27,10.1961
2020-04-28,10.1961
2020-04-29,10.1961
2020-04-30,10.1961
2020-05-01,10.1961
2020-05-02,10.1961
2020-05-03,10.1961
2020-05-04,10.1961
2020-05-05,10.1961
2020-05-06,10.1961
2020-05-07,10.1961
2020-05-08,10.1961
2020-05-09,10.1961
2020-05-10,10.1961
2020-05-11,10.1961
2020-05-12,10.1961
2020-05-13,10.1961
2020-05-14,10.1961
2020-05-15,10.1961
2020-05-16,10.1961
2020-05-17,10.1961
2020-05-18,10.1961
2020-05-19,10.1961
2020-05-20,10.1961
2020-05-21,10.1961
2020-05-22,10.1961
2020-05-23,10.1961
2020-05-24,10.1961
2020-05-25,10.1961
2020-05-26,10.1961
2020-05-27,10.1961
2020-05-28,10.1961
2020-05-29,10.1961
2020-05-30,10.1961
2020-05-31,10.1961
2020-06-01,10.1961
2020-06-02,10.1961
2020-06-03,10.1961
2020-06-04,10.1961
2020-06-05,10.1961
2020-06-06,10.1961
2020-06-07,10.1961
2020-06-08,10.1961
2020-06-09,10.1961
2020-06-10,10.1961
2020-06-11,10.1961
2020-06-12,10.1961
2020-06-13,10.1961
2020-06-14,10.1961
2020-06-15,10.1961
2020-06-16,10.1961
2020-06-17,10.1961
2020-06-18,10.1961
2020-06-19,10.1961
2020-06-20,10.1961
2020-06-21,10.1961
2020-06-22,10.1961
2020-06-23,10.1961
2020-06-24,10.1961
2020-06-25,10.1961
2020-06-26,10.1961
2020-06-27,10.1961
2020-06-28,10.1961
2020-06-29,10.1961
2020-06-30,1.7137
