,TROW US Equity
,RETURN_COM_EQY
2020-01-01,31.3918
2020-01-02,31.3918
2020-01-03,31.3918
2020-01-04,31.3918
2020-01-05,31.3918
2020-01-06,31.3918
2020-01-07,31.3918
2020-01-08,31.3918
2020-01-09,31.3918
2020-01-10,31.3918
2020-01-11,31.3918
2020-01-12,31.3918
2020-01-13,31.3918
2020-01-14,31.3918
2020-01-15,31.3918
2020-01-16,31.3918
2020-01-17,31.3918
2020-01-18,31.3918
2020-01-19,31.3918
2020-01-20,31.3918
2020-01-21,31.3918
2020-01-22,31.3918
2020-01-23,31.3918
2020-01-24,31.3918
2020-01-25,31.3918
2020-01-26,31.3918
2020-01-27,31.3918
2020-01-28,31.3918
2020-01-29,31.3918
2020-01-30,31.3918
2020-01-31,31.3918
2020-02-01,31.3918
2020-02-02,31.3918
2020-02-03,31.3918
2020-02-04,31.3918
2020-02-05,31.3918
2020-02-06,31.3918
2020-02-07,31.3918
2020-02-08,31.3918
2020-02-09,31.3918
2020-02-10,31.3918
2020-02-11,31.3918
2020-02-12,31.3918
2020-02-13,31.3918
2020-02-14,31.3918
2020-02-15,31.3918
2020-02-16,31.3918
2020-02-17,31.3918
2020-02-18,31.3918
2020-02-19,31.3918
2020-02-20,31.3918
2020-02-21,31.3918
2020-02-22,31.3918
2020-02-23,31.3918
2020-02-24,31.3918
2020-02-25,31.3918
2020-02-26,31.3918
2020-02-27,31.3918
2020-02-28,31.3918
2020-02-29,31.3918
2020-03-01,31.3918
2020-03-02,31.3918
2020-03-03,31.3918
2020-03-04,31.3918
2020-03-05,31.3918
2020-03-06,31.3918
2020-03-07,31.3918
2020-03-08,31.3918
2020-03-09,31.3918
2020-03-10,31.3918
2020-03-11,31.3918
2020-03-12,31.3918
2020-03-13,31.3918
2020-03-14,31.3918
2020-03-15,31.3918
2020-03-16,31.3918
2020-03-17,31.3918
2020-03-18,31.3918
2020-03-19,31.3918
2020-03-20,31.3918
2020-03-21,31.3918
2020-03-22,31.3918
2020-03-23,31.3918
2020-03-24,31.3918
2020-03-25,31.3918
2020-03-26,31.3918
2020-03-27,31.3918
2020-03-28,31.3918
2020-03-29,31.3918
2020-03-30,31.3918
2020-03-31,29.9741
2020-04-01,29.9741
2020-04-02,29.9741
2020-04-03,29.9741
2020-04-04,29.9741
2020-04-05,29.9741
2020-04-06,29.9741
2020-04-07,29.9741
2020-04-08,29.9741
2020-04-09,29.9741
2020-04-10,29.9741
2020-04-11,29.9741
2020-04-12,29.9741
2020-04-13,29.9741
2020-04-14,29.9741
2020-04-15,29.9741
2020-04-16,29.9741
2020-04-17,29.9741
2020-04-18,29.9741
2020-04-19,29.9741
2020-04-20,29.9741
2020-04-21,29.9741
2020-04-22,29.9741
2020-04-23,29.9741
2020-04-24,29.9741
2020-04-25,29.9741
2020-04-26,29.9741
2020-04-27,29.9741
2020-04-28,29.9741
2020-04-29,29.9741
2020-04-30,29.9741
2020-05-01,29.9741
2020-05-02,29.9741
2020-05-03,29.9741
2020-05-04,29.9741
2020-05-05,29.9741
2020-05-06,29.9741
2020-05-07,29.9741
2020-05-08,29.9741
2020-05-09,29.9741
2020-05-10,29.9741
2020-05-11,29.9741
2020-05-12,29.9741
2020-05-13,29.9741
2020-05-14,29.9741
2020-05-15,29.9741
2020-05-16,29.9741
2020-05-17,29.9741
2020-05-18,29.9741
2020-05-19,29.9741
2020-05-20,29.9741
2020-05-21,29.9741
2020-05-22,29.9741
2020-05-23,29.9741
2020-05-24,29.9741
2020-05-25,29.9741
2020-05-26,29.9741
2020-05-27,29.9741
2020-05-28,29.9741
2020-05-29,29.9741
2020-05-30,29.9741
2020-05-31,29.9741
2020-06-01,29.9741
2020-06-02,29.9741
2020-06-03,29.9741
2020-06-04,29.9741
2020-06-05,29.9741
2020-06-06,29.9741
2020-06-07,29.9741
2020-06-08,29.9741
2020-06-09,29.9741
2020-06-10,29.9741
2020-06-11,29.9741
2020-06-12,29.9741
2020-06-13,29.9741
2020-06-14,29.9741
2020-06-15,29.9741
2020-06-16,29.9741
2020-06-17,29.9741
2020-06-18,29.9741
2020-06-19,29.9741
2020-06-20,29.9741
2020-06-21,29.9741
2020-06-22,29.9741
2020-06-23,29.9741
2020-06-24,29.9741
2020-06-25,29.9741
2020-06-26,29.9741
2020-06-27,29.9741
2020-06-28,29.9741
2020-06-29,29.9741
2020-06-30,29.7469
2020-07-01,29.7469
2020-07-02,29.7469
2020-07-03,29.7469
2020-07-04,29.7469
2020-07-05,29.7469
2020-07-06,29.7469
2020-07-07,29.7469
2020-07-08,29.7469
2020-07-09,29.7469
2020-07-10,29.7469
2020-07-11,29.7469
2020-07-12,29.7469
2020-07-13,29.7469
2020-07-14,29.7469
2020-07-15,29.7469
2020-07-16,29.7469
2020-07-17,29.7469
2020-07-18,29.7469
2020-07-19,29.7469
2020-07-20,29.7469
2020-07-21,29.7469
2020-07-22,29.7469
2020-07-23,29.7469
2020-07-24,29.7469
2020-07-25,29.7469
2020-07-26,29.7469
2020-07-27,29.7469
2020-07-28,29.7469
2020-07-29,29.7469
2020-07-30,29.7469
2020-07-31,29.7469
2020-08-01,29.7469
2020-08-02,29.7469
2020-08-03,29.7469
2020-08-04,29.7469
2020-08-05,29.7469
2020-08-06,29.7469
2020-08-07,29.7469
2020-08-08,29.7469
2020-08-09,29.7469
2020-08-10,29.7469
2020-08-11,29.7469
2020-08-12,29.7469
2020-08-13,29.7469
2020-08-14,29.7469
2020-08-15,29.7469
2020-08-16,29.7469
2020-08-17,29.7469
2020-08-18,29.7469
2020-08-19,29.7469
2020-08-20,29.7469
2020-08-21,29.7469
2020-08-22,29.7469
2020-08-23,29.7469
2020-08-24,29.7469
2020-08-25,29.7469
2020-08-26,29.7469
2020-08-27,29.7469
2020-08-28,29.7469
2020-08-29,29.7469
2020-08-30,29.7469
2020-08-31,29.7469
2020-09-01,29.7469
2020-09-02,29.7469
2020-09-03,29.7469
2020-09-04,29.7469
2020-09-05,29.7469
2020-09-06,29.7469
2020-09-07,29.7469
2020-09-08,29.7469
2020-09-09,29.7469
2020-09-10,29.7469
2020-09-11,29.7469
2020-09-12,29.7469
2020-09-13,29.7469
2020-09-14,29.7469
2020-09-15,29.7469
2020-09-16,29.7469
2020-09-17,29.7469
2020-09-18,29.7469
2020-09-19,29.7469
2020-09-20,29.7469
2020-09-21,29.7469
2020-09-22,29.7469
2020-09-23,29.7469
2020-09-24,29.7469
2020-09-25,29.7469
2020-09-26,29.7469
2020-09-27,29.7469
2020-09-28,29.7469
2020-09-29,29.7469
2020-09-30,29.723
2020-10-01,29.723
2020-10-02,29.723
2020-10-03,29.723
2020-10-04,29.723
2020-10-05,29.723
2020-10-06,29.723
2020-10-07,29.723
2020-10-08,29.723
2020-10-09,29.723
2020-10-10,29.723
2020-10-11,29.723
2020-10-12,29.723
2020-10-13,29.723
2020-10-14,29.723
2020-10-15,29.723
2020-10-16,29.723
2020-10-17,29.723
2020-10-18,29.723
2020-10-19,29.723
2020-10-20,29.723
2020-10-21,29.723
2020-10-22,29.723
2020-10-23,29.723
2020-10-24,29.723
2020-10-25,29.723
2020-10-26,29.723
2020-10-27,29.723
2020-10-28,29.723
2020-10-29,29.723
2020-10-30,29.723
2020-10-31,29.723
2020-11-01,29.723
2020-11-02,29.723
2020-11-03,29.723
2020-11-04,29.723
2020-11-05,29.723
2020-11-06,29.723
2020-11-07,29.723
2020-11-08,29.723
2020-11-09,29.723
2020-11-10,29.723
2020-11-11,29.723
2020-11-12,29.723
2020-11-13,29.723
2020-11-14,29.723
2020-11-15,29.723
2020-11-16,29.723
2020-11-17,29.723
2020-11-18,29.723
2020-11-19,29.723
2020-11-20,29.723
2020-11-21,29.723
2020-11-22,29.723
2020-11-23,29.723
2020-11-24,29.723
2020-11-25,29.723
2020-11-26,29.723
2020-11-27,29.723
2020-11-28,29.723
2020-11-29,29.723
2020-11-30,29.723
2020-12-01,29.723
2020-12-02,29.723
2020-12-03,29.723
2020-12-04,29.723
2020-12-05,29.723
2020-12-06,29.723
2020-12-07,29.723
2020-12-08,29.723
2020-12-09,29.723
2020-12-10,29.723
2020-12-11,29.723
2020-12-12,29.723
2020-12-13,29.723
2020-12-14,29.723
2020-12-15,29.723
2020-12-16,29.723
2020-12-17,29.723
2020-12-18,29.723
2020-12-19,29.723
2020-12-20,29.723
2020-12-21,29.723
2020-12-22,29.723
2020-12-23,29.723
2020-12-24,29.723
2020-12-25,29.723
2020-12-26,29.723
2020-12-27,29.723
2020-12-28,29.723
2020-12-29,29.723
2020-12-30,29.723
2020-12-31,31.1619
2021-01-01,31.1619
2021-01-02,31.1619
2021-01-03,31.1619
2021-01-04,31.1619
2021-01-05,31.1619
2021-01-06,31.1619
2021-01-07,31.1619
2021-01-08,31.1619
2021-01-09,31.1619
2021-01-10,31.1619
2021-01-11,31.1619
2021-01-12,31.1619
2021-01-13,31.1619
2021-01-14,31.1619
2021-01-15,31.1619
2021-01-16,31.1619
2021-01-17,31.1619
2021-01-18,31.1619
2021-01-19,31.1619
2021-01-20,31.1619
2021-01-21,31.1619
2021-01-22,31.1619
2021-01-23,31.1619
2021-01-24,31.1619
2021-01-25,31.1619
2021-01-26,31.1619
2021-01-27,31.1619
2021-01-28,31.1619
2021-01-29,31.1619
2021-01-30,31.1619
2021-01-31,31.1619
2021-02-01,31.1619
2021-02-02,31.1619
2021-02-03,31.1619
2021-02-04,31.1619
2021-02-05,31.1619
2021-02-06,31.1619
2021-02-07,31.1619
2021-02-08,31.1619
2021-02-09,31.1619
2021-02-10,31.1619
2021-02-11,31.1619
2021-02-12,31.1619
2021-02-13,31.1619
2021-02-14,31.1619
2021-02-15,31.1619
2021-02-16,31.1619
2021-02-17,31.1619
2021-02-18,31.1619
2021-02-19,31.1619
2021-02-20,31.1619
2021-02-21,31.1619
2021-02-22,31.1619
2021-02-23,31.1619
2021-02-24,31.1619
2021-02-25,31.1619
2021-02-26,31.1619
2021-02-27,31.1619
2021-02-28,31.1619
2021-03-01,31.1619
2021-03-02,31.1619
2021-03-03,31.1619
2021-03-04,31.1619
2021-03-05,31.1619
2021-03-06,31.1619
2021-03-07,31.1619
2021-03-08,31.1619
2021-03-09,31.1619
2021-03-10,31.1619
2021-03-11,31.1619
2021-03-12,31.1619
2021-03-13,31.1619
2021-03-14,31.1619
2021-03-15,31.1619
2021-03-16,31.1619
2021-03-17,31.1619
2021-03-18,31.1619
2021-03-19,31.1619
2021-03-20,31.1619
2021-03-21,31.1619
2021-03-22,31.1619
2021-03-23,31.1619
2021-03-24,31.1619
2021-03-25,31.1619
2021-03-26,31.1619
2021-03-27,31.1619
2021-03-28,31.1619
2021-03-29,31.1619
2021-03-30,31.1619
2021-03-31,37.4347
2021-04-01,37.4347
2021-04-02,37.4347
2021-04-03,37.4347
2021-04-04,37.4347
2021-04-05,37.4347
2021-04-06,37.4347
2021-04-07,37.4347
2021-04-08,37.4347
2021-04-09,37.4347
2021-04-10,37.4347
2021-04-11,37.4347
2021-04-12,37.4347
2021-04-13,37.4347
2021-04-14,37.4347
2021-04-15,37.4347
2021-04-16,37.4347
2021-04-17,37.4347
2021-04-18,37.4347
2021-04-19,37.4347
2021-04-20,37.4347
2021-04-21,37.4347
2021-04-22,37.4347
2021-04-23,37.4347
2021-04-24,37.4347
2021-04-25,37.4347
2021-04-26,37.4347
2021-04-27,37.4347
2021-04-28,37.4347
2021-04-29,37.4347
2021-04-30,37.4347
2021-05-01,37.4347
2021-05-02,37.4347
2021-05-03,37.4347
2021-05-04,37.4347
2021-05-05,37.4347
2021-05-06,37.4347
2021-05-07,37.4347
2021-05-08,37.4347
2021-05-09,37.4347
2021-05-10,37.4347
2021-05-11,37.4347
2021-05-12,37.4347
2021-05-13,37.4347
2021-05-14,37.4347
2021-05-15,37.4347
2021-05-16,37.4347
2021-05-17,37.4347
2021-05-18,37.4347
2021-05-19,37.4347
2021-05-20,37.4347
2021-05-21,37.4347
2021-05-22,37.4347
2021-05-23,37.4347
2021-05-24,37.4347
2021-05-25,37.4347
2021-05-26,37.4347
2021-05-27,37.4347
2021-05-28,37.4347
2021-05-29,37.4347
2021-05-30,37.4347
2021-05-31,37.4347
2021-06-01,37.4347
2021-06-02,37.4347
2021-06-03,37.4347
2021-06-04,37.4347
2021-06-05,37.4347
2021-06-06,37.4347
2021-06-07,37.4347
2021-06-08,37.4347
2021-06-09,37.4347
2021-06-10,37.4347
2021-06-11,37.4347
2021-06-12,37.4347
2021-06-13,37.4347
2021-06-14,37.4347
2021-06-15,37.4347
2021-06-16,37.4347
2021-06-17,37.4347
2021-06-18,37.4347
2021-06-19,37.4347
2021-06-20,37.4347
2021-06-21,37.4347
2021-06-22,37.4347
2021-06-23,37.4347
2021-06-24,37.4347
2021-06-25,37.4347
2021-06-26,37.4347
2021-06-27,37.4347
2021-06-28,37.4347
2021-06-29,37.4347
2021-06-30,39.7509
2021-07-01,39.7509
2021-07-02,39.7509
2021-07-03,39.7509
2021-07-04,39.7509
2021-07-05,39.7509
2021-07-06,39.7509
2021-07-07,39.7509
2021-07-08,39.7509
2021-07-09,39.7509
2021-07-10,39.7509
2021-07-11,39.7509
2021-07-12,39.7509
2021-07-13,39.7509
2021-07-14,39.7509
2021-07-15,39.7509
2021-07-16,39.7509
2021-07-17,39.7509
2021-07-18,39.7509
2021-07-19,39.7509
2021-07-20,39.7509
2021-07-21,39.7509
2021-07-22,39.7509
2021-07-23,39.7509
2021-07-24,39.7509
2021-07-25,39.7509
2021-07-26,39.7509
2021-07-27,39.7509
2021-07-28,39.7509
2021-07-29,39.7509
2021-07-30,39.7509
2021-07-31,39.7509
2021-08-01,39.7509
2021-08-02,39.7509
2021-08-03,39.7509
2021-08-04,39.7509
2021-08-05,39.7509
2021-08-06,39.7509
2021-08-07,39.7509
2021-08-08,39.7509
2021-08-09,39.7509
2021-08-10,39.7509
2021-08-11,39.7509
2021-08-12,39.7509
2021-08-13,39.7509
2021-08-14,39.7509
2021-08-15,39.7509
2021-08-16,39.7509
2021-08-17,39.7509
2021-08-18,39.7509
2021-08-19,39.7509
2021-08-20,39.7509
2021-08-21,39.7509
2021-08-22,39.7509
2021-08-23,39.7509
2021-08-24,39.7509
2021-08-25,39.7509
2021-08-26,39.7509
2021-08-27,39.7509
2021-08-28,39.7509
2021-08-29,39.7509
2021-08-30,39.7509
2021-08-31,39.7509
2021-09-01,39.7509
2021-09-02,39.7509
2021-09-03,39.7509
2021-09-04,39.7509
2021-09-05,39.7509
2021-09-06,39.7509
2021-09-07,39.7509
2021-09-08,39.7509
2021-09-09,39.7509
2021-09-10,39.7509
2021-09-11,39.7509
2021-09-12,39.7509
2021-09-13,39.7509
2021-09-14,39.7509
2021-09-15,39.7509
2021-09-16,39.7509
2021-09-17,39.7509
2021-09-18,39.7509
2021-09-19,39.7509
2021-09-20,39.7509
2021-09-21,39.7509
2021-09-22,39.7509
2021-09-23,39.7509
2021-09-24,39.7509
2021-09-25,39.7509
2021-09-26,39.7509
2021-09-27,39.7509
2021-09-28,39.7509
2021-09-29,39.7509
2021-09-30,39.5423
2021-10-01,39.5423
2021-10-02,39.5423
2021-10-03,39.5423
2021-10-04,39.5423
2021-10-05,39.5423
2021-10-06,39.5423
2021-10-07,39.5423
2021-10-08,39.5423
2021-10-09,39.5423
2021-10-10,39.5423
2021-10-11,39.5423
2021-10-12,39.5423
2021-10-13,39.5423
2021-10-14,39.5423
2021-10-15,39.5423
2021-10-16,39.5423
2021-10-17,39.5423
2021-10-18,39.5423
2021-10-19,39.5423
2021-10-20,39.5423
2021-10-21,39.5423
2021-10-22,39.5423
2021-10-23,39.5423
2021-10-24,39.5423
2021-10-25,39.5423
2021-10-26,39.5423
2021-10-27,39.5423
2021-10-28,39.5423
2021-10-29,39.5423
2021-10-30,39.5423
2021-10-31,39.5423
2021-11-01,39.5423
2021-11-02,39.5423
2021-11-03,39.5423
2021-11-04,39.5423
2021-11-05,39.5423
2021-11-06,39.5423
2021-11-07,39.5423
2021-11-08,39.5423
2021-11-09,39.5423
2021-11-10,39.5423
2021-11-11,39.5423
2021-11-12,39.5423
2021-11-13,39.5423
2021-11-14,39.5423
2021-11-15,39.5423
2021-11-16,39.5423
2021-11-17,39.5423
2021-11-18,39.5423
2021-11-19,39.5423
2021-11-20,39.5423
2021-11-21,39.5423
