,SYF US Equity
2021-01-04,10.2172
2021-01-05,10.2172
2021-01-06,10.2172
2021-01-07,10.2172
2021-01-08,10.2172
2021-01-09,10.2172
2021-01-10,10.2172
2021-01-11,10.2172
2021-01-12,10.2172
2021-01-13,10.2172
2021-01-14,10.2172
2021-01-15,10.2172
2021-01-16,10.2172
2021-01-17,10.2172
2021-01-18,10.2172
2021-01-19,10.2172
2021-01-20,10.2172
2021-01-21,10.2172
2021-01-22,10.2172
2021-01-23,10.2172
2021-01-24,10.2172
2021-01-25,10.2172
2021-01-26,10.2172
2021-01-27,10.2172
2021-01-28,10.2172
2021-01-29,10.2172
2021-01-30,10.2172
2021-01-31,10.2172
2021-02-01,10.2172
2021-02-02,10.2172
2021-02-03,10.2172
2021-02-04,10.2172
2021-02-05,10.2172
2021-02-06,10.2172
2021-02-07,10.2172
2021-02-08,10.2172
2021-02-09,10.2172
2021-02-10,10.2172
2021-02-11,10.2172
2021-02-12,10.2172
2021-02-13,10.2172
2021-02-14,10.2172
2021-02-15,10.2172
2021-02-16,10.2172
2021-02-17,10.2172
2021-02-18,10.2172
2021-02-19,10.2172
2021-02-20,10.2172
2021-02-21,10.2172
2021-02-22,10.2172
2021-02-23,10.2172
2021-02-24,10.2172
2021-02-25,10.2172
2021-02-26,10.2172
2021-02-27,10.2172
2021-02-28,10.2172
2021-03-01,10.2172
2021-03-02,10.2172
2021-03-03,10.2172
2021-03-04,10.2172
2021-03-05,10.2172
2021-03-06,10.2172
2021-03-07,10.2172
2021-03-08,10.2172
2021-03-09,10.2172
2021-03-10,10.2172
2021-03-11,10.2172
2021-03-12,10.2172
2021-03-13,10.2172
2021-03-14,10.2172
2021-03-15,10.2172
2021-03-16,10.2172
2021-03-17,10.2172
2021-03-18,10.2172
2021-03-19,10.2172
2021-03-20,10.2172
2021-03-21,10.2172
2021-03-22,10.2172
2021-03-23,10.2172
2021-03-24,10.2172
2021-03-25,10.2172
2021-03-26,10.2172
2021-03-27,10.2172
2021-03-28,10.2172
2021-03-29,10.2172
2021-03-30,10.2172
2021-03-31,17.416
2021-04-01,17.416
2021-04-02,17.416
2021-04-03,17.416
2021-04-04,17.416
2021-04-05,17.416
2021-04-06,17.416
2021-04-07,17.416
2021-04-08,17.416
2021-04-09,17.416
2021-04-10,17.416
2021-04-11,17.416
2021-04-12,17.416
2021-04-13,17.416
2021-04-14,17.416
2021-04-15,17.416
2021-04-16,17.416
2021-04-17,17.416
2021-04-18,17.416
2021-04-19,17.416
2021-04-20,17.416
2021-04-21,17.416
2021-04-22,17.416
2021-04-23,17.416
2021-04-24,17.416
2021-04-25,17.416
2021-04-26,17.416
2021-04-27,17.416
2021-04-28,17.416
2021-04-29,17.416
2021-04-30,17.416
2021-05-01,17.416
2021-05-02,17.416
2021-05-03,17.416
2021-05-04,17.416
2021-05-05,17.416
2021-05-06,17.416
2021-05-07,17.416
2021-05-08,17.416
2021-05-09,17.416
2021-05-10,17.416
2021-05-11,17.416
2021-05-12,17.416
2021-05-13,17.416
2021-05-14,17.416
2021-05-15,17.416
2021-05-16,17.416
2021-05-17,17.416
2021-05-18,17.416
2021-05-19,17.416
2021-05-20,17.416
2021-05-21,17.416
2021-05-22,17.416
2021-05-23,17.416
2021-05-24,17.416
2021-05-25,17.416
2021-05-26,17.416
2021-05-27,17.416
2021-05-28,17.416
2021-05-29,17.416
2021-05-30,17.416
2021-05-31,17.416
2021-06-01,17.416
2021-06-02,17.416
2021-06-03,17.416
2021-06-04,17.416
2021-06-05,17.416
2021-06-06,17.416
2021-06-07,17.416
2021-06-08,17.416
2021-06-09,17.416
2021-06-10,17.416
2021-06-11,17.416
2021-06-12,17.416
2021-06-13,17.416
2021-06-14,17.416
2021-06-15,17.416
2021-06-16,17.416
2021-06-17,17.416
2021-06-18,17.416
2021-06-19,17.416
2021-06-20,17.416
2021-06-21,17.416
2021-06-22,17.416
2021-06-23,17.416
2021-06-24,17.416
2021-06-25,17.416
2021-06-26,17.416
2021-06-27,17.416
2021-06-28,17.416
2021-06-29,17.416
2021-06-30,26.6466
2021-07-01,26.6466
2021-07-02,26.6466
2021-07-03,26.6466
2021-07-04,26.6466
2021-07-05,26.6466
2021-07-06,26.6466
2021-07-07,26.6466
2021-07-08,26.6466
2021-07-09,26.6466
2021-07-10,26.6466
2021-07-11,26.6466
2021-07-12,26.6466
2021-07-13,26.6466
2021-07-14,26.6466
2021-07-15,26.6466
2021-07-16,26.6466
2021-07-17,26.6466
2021-07-18,26.6466
2021-07-19,26.6466
2021-07-20,26.6466
2021-07-21,26.6466
2021-07-22,26.6466
2021-07-23,26.6466
2021-07-24,26.6466
2021-07-25,26.6466
2021-07-26,26.6466
2021-07-27,26.6466
2021-07-28,26.6466
2021-07-29,26.6466
2021-07-30,26.6466
2021-07-31,26.6466
2021-08-01,26.6466
2021-08-02,26.6466
2021-08-03,26.6466
2021-08-04,26.6466
2021-08-05,26.6466
2021-08-06,26.6466
2021-08-07,26.6466
2021-08-08,26.6466
2021-08-09,26.6466
2021-08-10,26.6466
2021-08-11,26.6466
2021-08-12,26.6466
2021-08-13,26.6466
2021-08-14,26.6466
2021-08-15,26.6466
2021-08-16,26.6466
2021-08-17,26.6466
2021-08-18,26.6466
2021-08-19,26.6466
2021-08-20,26.6466
2021-08-21,26.6466
2021-08-22,26.6466
2021-08-23,26.6466
2021-08-24,26.6466
2021-08-25,26.6466
2021-08-26,26.6466
2021-08-27,26.6466
2021-08-28,26.6466
2021-08-29,26.6466
2021-08-30,26.6466
2021-08-31,26.6466
2021-09-01,26.6466
2021-09-02,26.6466
2021-09-03,26.6466
2021-09-04,26.6466
2021-09-05,26.6466
2021-09-06,26.6466
2021-09-07,26.6466
2021-09-08,26.6466
2021-09-09,26.6466
2021-09-10,26.6466
2021-09-11,26.6466
2021-09-12,26.6466
2021-09-13,26.6466
2021-09-14,26.6466
2021-09-15,26.6466
2021-09-16,26.6466
2021-09-17,26.6466
2021-09-18,26.6466
2021-09-19,26.6466
2021-09-20,26.6466
2021-09-21,26.6466
2021-09-22,26.6466
2021-09-23,26.6466
2021-09-24,26.6466
2021-09-25,26.6466
2021-09-26,26.6466
2021-09-27,26.6466
2021-09-28,26.6466
2021-09-29,26.6466
2021-09-30,33.4542
2021-10-01,33.4542
2021-10-02,33.4542
2021-10-03,33.4542
2021-10-04,33.4542
2021-10-05,33.4542
2021-10-06,33.4542
2021-10-07,33.4542
2021-10-08,33.4542
2021-10-09,33.4542
2021-10-10,33.4542
2021-10-11,33.4542
2021-10-12,33.4542
2021-10-13,33.4542
2021-10-14,33.4542
2021-10-15,33.4542
2021-10-16,33.4542
2021-10-17,33.4542
2021-10-18,33.4542
2021-10-19,33.4542
2021-10-20,33.4542
2021-10-21,33.4542
2021-10-22,33.4542
2021-10-23,33.4542
2021-10-24,33.4542
2021-10-25,33.4542
2021-10-26,33.4542
2021-10-27,33.4542
2021-10-28,33.4542
2021-10-29,33.4542
2021-10-30,33.4542
2021-10-31,33.4542
2021-11-01,33.4542
2021-11-02,33.4542
2021-11-03,33.4542
2021-11-04,33.4542
2021-11-05,33.4542
2021-11-06,33.4542
2021-11-07,33.4542
2021-11-08,33.4542
2021-11-09,33.4542
2021-11-10,33.4542
2021-11-11,33.4542
2021-11-12,33.4542
2021-11-13,33.4542
2021-11-14,33.4542
2021-11-15,33.4542
2021-11-16,33.4542
2021-11-17,33.4542
2021-11-18,33.4542
2021-11-19,33.4542
2021-11-20,33.4542
2021-11-21,33.4542
2021-11-22,33.4542
2021-11-23,33.4542
2021-11-24,33.4542
2021-11-25,33.4542
2021-11-26,33.4542
2021-11-27,33.4542
2021-11-28,33.4542
2021-11-29,33.4542
2021-11-30,33.4542
2021-12-01,33.4542
2021-12-02,33.4542
2021-12-03,33.4542
2021-12-04,33.4542
2021-12-05,33.4542
2021-12-06,33.4542
2021-12-07,33.4542
2021-12-08,33.4542
2021-12-09,33.4542
2021-12-10,33.4542
2021-12-11,33.4542
2021-12-12,33.4542
2021-12-13,33.4542
2021-12-14,33.4542
2021-12-15,33.4542
2021-12-16,33.4542
2021-12-17,33.4542
2021-12-18,33.4542
2021-12-19,33.4542
2021-12-20,33.4542
2021-12-21,33.4542
2021-12-22,33.4542
2021-12-23,33.4542
2021-12-24,33.4542
2021-12-25,33.4542
2021-12-26,33.4542
2021-12-27,33.4542
2021-12-28,33.4542
2021-12-29,33.4542
2021-12-30,33.4542
2021-12-31,33.6257
2022-01-01,33.6257
2022-01-02,33.6257
2022-01-03,33.6257
2022-01-04,33.6257
2022-01-05,33.6257
2022-01-06,33.6257
2022-01-07,33.6257
2022-01-08,33.6257
2022-01-09,33.6257
2022-01-10,33.6257
2022-01-11,33.6257
2022-01-12,33.6257
2022-01-13,33.6257
2022-01-14,33.6257
2022-01-15,33.6257
2022-01-16,33.6257
2022-01-17,33.6257
2022-01-18,33.6257
2022-01-19,33.6257
2022-01-20,33.6257
2022-01-21,33.6257
2022-01-22,33.6257
2022-01-23,33.6257
2022-01-24,33.6257
2022-01-25,33.6257
2022-01-26,33.6257
2022-01-27,33.6257
2022-01-28,33.6257
2022-01-29,33.6257
2022-01-30,33.6257
2022-01-31,33.6257
2022-02-01,33.6257
2022-02-02,33.6257
2022-02-03,33.6257
2022-02-04,33.6257
2022-02-05,33.6257
2022-02-06,33.6257
2022-02-07,33.6257
2022-02-08,33.6257
2022-02-09,33.6257
2022-02-10,33.6257
2022-02-11,33.6257
2022-02-12,33.6257
2022-02-13,33.6257
2022-02-14,33.6257
2022-02-15,33.6257
2022-02-16,33.6257
2022-02-17,33.6257
2022-02-18,33.6257
2022-02-19,33.6257
2022-02-20,33.6257
2022-02-21,33.6257
2022-02-22,33.6257
2022-02-23,33.6257
2022-02-24,33.6257
2022-02-25,33.6257
2022-02-26,33.6257
2022-02-27,33.6257
2022-02-28,33.6257
2022-03-01,33.6257
2022-03-02,33.6257
2022-03-03,33.6257
2022-03-04,33.6257
2022-03-05,33.6257
2022-03-06,33.6257
2022-03-07,33.6257
2022-03-08,33.6257
2022-03-09,33.6257
2022-03-10,33.6257
2022-03-11,33.6257
2022-03-12,33.6257
2022-03-13,33.6257
2022-03-14,33.6257
2022-03-15,33.6257
2022-03-16,33.6257
2022-03-17,33.6257
2022-03-18,33.6257
2022-03-19,33.6257
2022-03-20,33.6257
2022-03-21,33.6257
2022-03-22,33.6257
2022-03-23,33.6257
2022-03-24,33.6257
2022-03-25,33.6257
2022-03-26,33.6257
2022-03-27,33.6257
2022-03-28,33.6257
2022-03-29,33.6257
2022-03-30,33.6257
2022-03-31,32.2357
2022-04-01,32.2357
2022-04-02,32.2357
2022-04-03,32.2357
2022-04-04,32.2357
2022-04-05,32.2357
2022-04-06,32.2357
2022-04-07,32.2357
2022-04-08,32.2357
2022-04-09,32.2357
2022-04-10,32.2357
2022-04-11,32.2357
2022-04-12,32.2357
2022-04-13,32.2357
2022-04-14,32.2357
2022-04-15,32.2357
2022-04-16,32.2357
2022-04-17,32.2357
2022-04-18,32.2357
2022-04-19,32.2357
2022-04-20,32.2357
2022-04-21,32.2357
2022-04-22,32.2357
2022-04-23,32.2357
2022-04-24,32.2357
2022-04-25,32.2357
2022-04-26,32.2357
2022-04-27,32.2357
2022-04-28,32.2357
2022-04-29,32.2357
2022-04-30,32.2357
2022-05-01,32.2357
2022-05-02,32.2357
2022-05-03,32.2357
2022-05-04,32.2357
2022-05-05,32.2357
2022-05-06,32.2357
2022-05-07,32.2357
2022-05-08,32.2357
2022-05-09,32.2357
2022-05-10,32.2357
2022-05-11,32.2357
2022-05-12,32.2357
2022-05-13,32.2357
2022-05-14,32.2357
2022-05-15,32.2357
2022-05-16,32.2357
2022-05-17,32.2357
2022-05-18,32.2357
2022-05-19,32.2357
2022-05-20,32.2357
2022-05-21,32.2357
2022-05-22,32.2357
2022-05-23,32.2357
2022-05-24,32.2357
2022-05-25,32.2357
2022-05-26,32.2357
2022-05-27,32.2357
2022-05-28,32.2357
2022-05-29,32.2357
2022-05-30,32.2357
2022-05-31,32.2357
2022-06-01,32.2357
2022-06-02,32.2357
2022-06-03,32.2357
2022-06-04,32.2357
2022-06-05,32.2357
2022-06-06,32.2357
2022-06-07,32.2357
2022-06-08,32.2357
2022-06-09,32.2357
2022-06-10,32.2357
2022-06-11,32.2357
2022-06-12,32.2357
2022-06-13,32.2357
2022-06-14,32.2357
2022-06-15,32.2357
2022-06-16,32.2357
2022-06-17,32.2357
2022-06-18,32.2357
2022-06-19,32.2357
2022-06-20,32.2357
2022-06-21,32.2357
2022-06-22,32.2357
2022-06-23,32.2357
2022-06-24,32.2357
2022-06-25,32.2357
2022-06-26,32.2357
2022-06-27,32.2357
2022-06-28,32.2357
2022-06-29,32.2357
2022-06-30,27.9647
2022-07-01,27.9647
2022-07-02,27.9647
2022-07-03,27.9647
2022-07-04,27.9647
2022-07-05,27.9647
2022-07-06,27.9647
2022-07-07,27.9647
2022-07-08,27.9647
2022-07-09,27.9647
2022-07-10,27.9647
2022-07-11,27.9647
2022-07-12,27.9647
2022-07-13,27.9647
2022-07-14,27.9647
2022-07-15,27.9647
2022-07-16,27.9647
2022-07-17,27.9647
2022-07-18,27.9647
2022-07-19,27.9647
2022-07-20,27.9647
2022-07-21,27.9647
2022-07-22,27.9647
2022-07-23,27.9647
2022-07-24,27.9647
2022-07-25,27.9647
2022-07-26,27.9647
2022-07-27,27.9647
2022-07-28,27.9647
2022-07-29,27.9647
2022-07-30,27.9647
2022-07-31,27.9647
2022-08-01,27.9647
2022-08-02,27.9647
2022-08-03,27.9647
2022-08-04,27.9647
2022-08-05,27.9647
2022-08-06,27.9647
2022-08-07,27.9647
2022-08-08,27.9647
2022-08-09,27.9647
2022-08-10,27.9647
2022-08-11,27.9647
2022-08-12,27.9647
2022-08-13,27.9647
2022-08-14,27.9647
2022-08-15,27.9647
2022-08-16,27.9647
2022-08-17,27.9647
2022-08-18,27.9647
2022-08-19,27.9647
2022-08-20,27.9647
2022-08-21,27.9647
2022-08-22,27.9647
2022-08-23,27.9647
2022-08-24,27.9647
2022-08-25,27.9647
2022-08-26,27.9647
2022-08-27,27.9647
2022-08-28,27.9647
2022-08-29,27.9647
2022-08-30,27.9647
2022-08-31,27.9647
2022-09-01,27.9647
2022-09-02,27.9647
2022-09-03,27.9647
2022-09-04,27.9647
2022-09-05,27.9647
2022-09-06,27.9647
2022-09-07,27.9647
2022-09-08,27.9647
2022-09-09,27.9647
2022-09-10,27.9647
2022-09-11,27.9647
2022-09-12,27.9647
2022-09-13,27.9647
2022-09-14,27.9647
2022-09-15,27.9647
2022-09-16,27.9647
2022-09-17,27.9647
2022-09-18,27.9647
2022-09-19,27.9647
2022-09-20,27.9647
2022-09-21,27.9647
2022-09-22,27.9647
2022-09-23,27.9647
2022-09-24,27.9647
2022-09-25,27.9647
2022-09-26,27.9647
2022-09-27,27.9647
2022-09-28,27.9647
2022-09-29,27.9647
2022-09-30,25.1415
2022-10-01,25.1415
2022-10-02,25.1415
2022-10-03,25.1415
2022-10-04,25.1415
2022-10-05,25.1415
2022-10-06,25.1415
2022-10-07,25.1415
2022-10-08,25.1415
2022-10-09,25.1415
2022-10-10,25.1415
2022-10-11,25.1415
2022-10-12,25.1415
2022-10-13,25.1415
2022-10-14,25.1415
2022-10-15,25.1415
2022-10-16,25.1415
2022-10-17,25.1415
2022-10-18,25.1415
2022-10-19,25.1415
2022-10-20,25.1415
2022-10-21,25.1415
2022-10-22,25.1415
2022-10-23,25.1415
2022-10-24,25.1415
2022-10-25,25.1415
2022-10-26,25.1415
2022-10-27,25.1415
2022-10-28,25.1415
2022-10-29,25.1415
2022-10-30,25.1415
2022-10-31,25.1415
2022-11-01,25.1415
2022-11-02,25.1415
2022-11-03,25.1415
2022-11-04,25.1415
2022-11-05,25.1415
2022-11-06,25.1415
2022-11-07,25.1415
2022-11-08,25.1415
2022-11-09,25.1415
2022-11-10,25.1415
2022-11-11,25.1415
2022-11-12,25.1415
2022-11-13,25.1415
2022-11-14,25.1415
2022-11-15,25.1415
2022-11-16,25.1415
2022-11-17,25.1415
2022-11-18,25.1415
2022-11-19,25.1415
2022-11-20,25.1415
2022-11-21,25.1415
2022-11-22,25.1415
2022-11-23,25.1415
2022-11-24,25.1415
2022-11-25,25.1415
2022-11-26,25.1415
2022-11-27,25.1415
2022-11-28,25.1415
2022-11-29,25.1415
2022-11-30,25.1415
2022-12-01,25.1415
2022-12-02,25.1415
2022-12-03,25.1415
2022-12-04,25.1415
2022-12-05,25.1415
2022-12-06,25.1415
2022-12-07,25.1415
2022-12-08,25.1415
2022-12-09,25.1415
2022-12-10,25.1415
2022-12-11,25.1415
2022-12-12,25.1415
2022-12-13,25.1415
2022-12-14,25.1415
2022-12-15,25.1415
2022-12-16,25.1415
2022-12-17,25.1415
2022-12-18,25.1415
2022-12-19,25.1415
2022-12-20,25.1415
2022-12-21,25.1415
2022-12-22,25.1415
2022-12-23,25.1415
2022-12-24,25.1415
2022-12-25,25.1415
2022-12-26,25.1415
2022-12-27,25.1415
2022-12-28,25.1415
2022-12-29,25.1415
2022-12-30,25.1415
2022-12-31,23.6775
2023-01-01,23.6775
2023-01-02,23.6775
2023-01-03,23.6775
2023-01-04,23.6775
2023-01-05,23.6775
2023-01-06,23.6775
2023-01-07,23.6775
2023-01-08,23.6775
2023-01-09,23.6775
2023-01-10,23.6775
2023-01-11,23.6775
2023-01-12,23.6775
2023-01-13,23.6775
2023-01-14,23.6775
2023-01-15,23.6775
2023-01-16,23.6775
2023-01-17,23.6775
2023-01-18,23.6775
2023-01-19,23.6775
2023-01-20,23.6775
2023-01-21,23.6775
2023-01-22,23.6775
2023-01-23,23.6775
2023-01-24,23.6775
2023-01-25,23.6775
2023-01-26,23.6775
2023-01-27,23.6775
2023-01-28,23.6775
2023-01-29,23.6775
2023-01-30,23.6775
2023-01-31,23.6775
2023-02-01,23.6775
2023-02-02,23.6775
2023-02-03,23.6775
2023-02-04,23.6775
2023-02-05,23.6775
2023-02-06,23.6775
2023-02-07,23.6775
2023-02-08,23.6775
2023-02-09,23.6775
2023-02-10,23.6775
2023-02-11,23.6775
2023-02-12,23.6775
2023-02-13,23.6775
2023-02-14,23.6775
2023-02-15,23.6775
2023-02-16,23.6775
2023-02-17,23.6775
2023-02-18,23.6775
2023-02-19,23.6775
2023-02-20,23.6775
2023-02-21,23.6775
2023-02-22,23.6775
2023-02-23,23.6775
2023-02-24,23.6775
2023-02-25,23.6775
2023-02-26,23.6775
2023-02-27,23.6775
2023-02-28,23.6775
2023-03-01,23.6775
2023-03-02,23.6775
2023-03-03,23.6775
2023-03-04,23.6775
2023-03-05,23.6775
2023-03-06,23.6775
2023-03-07,23.6775
2023-03-08,23.6775
2023-03-09,23.6775
2023-03-10,23.6775
2023-03-11,23.6775
2023-03-12,23.6775
2023-03-13,23.6775
2023-03-14,23.6775
2023-03-15,23.6775
2023-03-16,23.6775
