,DECK US Equity
,RETURN_COM_EQY
2020-01-01,26.5238
2020-01-02,26.5238
2020-01-03,26.5238
2020-01-04,26.5238
2020-01-05,26.5238
2020-01-06,26.5238
2020-01-07,26.5238
2020-01-08,26.5238
2020-01-09,26.5238
2020-01-10,26.5238
2020-01-11,26.5238
2020-01-12,26.5238
2020-01-13,26.5238
2020-01-14,26.5238
2020-01-15,26.5238
2020-01-16,26.5238
2020-01-17,26.5238
2020-01-18,26.5238
2020-01-19,26.5238
2020-01-20,26.5238
2020-01-21,26.5238
2020-01-22,26.5238
2020-01-23,26.5238
2020-01-24,26.5238
2020-01-25,26.5238
2020-01-26,26.5238
2020-01-27,26.5238
2020-01-28,26.5238
2020-01-29,26.5238
2020-01-30,26.5238
2020-01-31,26.5238
2020-02-01,26.5238
2020-02-02,26.5238
2020-02-03,26.5238
2020-02-04,26.5238
2020-02-05,26.5238
2020-02-06,26.5238
2020-02-07,26.5238
2020-02-08,26.5238
2020-02-09,26.5238
2020-02-10,26.5238
2020-02-11,26.5238
2020-02-12,26.5238
2020-02-13,26.5238
2020-02-14,26.5238
2020-02-15,26.5238
2020-02-16,26.5238
2020-02-17,26.5238
2020-02-18,26.5238
2020-02-19,26.5238
2020-02-20,26.5238
2020-02-21,26.5238
2020-02-22,26.5238
2020-02-23,26.5238
2020-02-24,26.5238
2020-02-25,26.5238
2020-02-26,26.5238
2020-02-27,26.5238
2020-02-28,26.5238
2020-02-29,26.5238
2020-03-01,26.5238
2020-03-02,26.5238
2020-03-03,26.5238
2020-03-04,26.5238
2020-03-05,26.5238
2020-03-06,26.5238
2020-03-07,26.5238
2020-03-08,26.5238
2020-03-09,26.5238
2020-03-10,26.5238
2020-03-11,26.5238
2020-03-12,26.5238
2020-03-13,26.5238
2020-03-14,26.5238
2020-03-15,26.5238
2020-03-16,26.5238
2020-03-17,26.5238
2020-03-18,26.5238
2020-03-19,26.5238
2020-03-20,26.5238
2020-03-21,26.5238
2020-03-22,26.5238
2020-03-23,26.5238
2020-03-24,26.5238
2020-03-25,26.5238
2020-03-26,26.5238
2020-03-27,26.5238
2020-03-28,26.5238
2020-03-29,26.5238
2020-03-30,26.5238
2020-03-31,25.2733
2020-04-01,25.2733
2020-04-02,25.2733
2020-04-03,25.2733
2020-04-04,25.2733
2020-04-05,25.2733
2020-04-06,25.2733
2020-04-07,25.2733
2020-04-08,25.2733
2020-04-09,25.2733
2020-04-10,25.2733
2020-04-11,25.2733
2020-04-12,25.2733
2020-04-13,25.2733
2020-04-14,25.2733
2020-04-15,25.2733
2020-04-16,25.2733
2020-04-17,25.2733
2020-04-18,25.2733
2020-04-19,25.2733
2020-04-20,25.2733
2020-04-21,25.2733
2020-04-22,25.2733
2020-04-23,25.2733
2020-04-24,25.2733
2020-04-25,25.2733
2020-04-26,25.2733
2020-04-27,25.2733
2020-04-28,25.2733
2020-04-29,25.2733
2020-04-30,25.2733
2020-05-01,25.2733
2020-05-02,25.2733
2020-05-03,25.2733
2020-05-04,25.2733
2020-05-05,25.2733
2020-05-06,25.2733
2020-05-07,25.2733
2020-05-08,25.2733
2020-05-09,25.2733
2020-05-10,25.2733
2020-05-11,25.2733
2020-05-12,25.2733
2020-05-13,25.2733
2020-05-14,25.2733
2020-05-15,25.2733
2020-05-16,25.2733
2020-05-17,25.2733
2020-05-18,25.2733
2020-05-19,25.2733
2020-05-20,25.2733
2020-05-21,25.2733
2020-05-22,25.2733
2020-05-23,25.2733
2020-05-24,25.2733
2020-05-25,25.2733
2020-05-26,25.2733
2020-05-27,25.2733
2020-05-28,25.2733
2020-05-29,25.2733
2020-05-30,25.2733
2020-05-31,25.2733
2020-06-01,25.2733
2020-06-02,25.2733
2020-06-03,25.2733
2020-06-04,25.2733
2020-06-05,25.2733
2020-06-06,25.2733
2020-06-07,25.2733
2020-06-08,25.2733
2020-06-09,25.2733
2020-06-10,25.2733
2020-06-11,25.2733
2020-06-12,25.2733
2020-06-13,25.2733
2020-06-14,25.2733
2020-06-15,25.2733
2020-06-16,25.2733
2020-06-17,25.2733
2020-06-18,25.2733
2020-06-19,25.2733
2020-06-20,25.2733
2020-06-21,25.2733
2020-06-22,25.2733
2020-06-23,25.2733
2020-06-24,25.2733
2020-06-25,25.2733
2020-06-26,25.2733
2020-06-27,25.2733
2020-06-28,25.2733
2020-06-29,25.2733
2020-06-30,26.9692
2020-07-01,26.9692
2020-07-02,26.9692
2020-07-03,26.9692
2020-07-04,26.9692
2020-07-05,26.9692
2020-07-06,26.9692
2020-07-07,26.9692
2020-07-08,26.9692
2020-07-09,26.9692
2020-07-10,26.9692
2020-07-11,26.9692
2020-07-12,26.9692
2020-07-13,26.9692
2020-07-14,26.9692
2020-07-15,26.9692
2020-07-16,26.9692
2020-07-17,26.9692
2020-07-18,26.9692
2020-07-19,26.9692
2020-07-20,26.9692
2020-07-21,26.9692
2020-07-22,26.9692
2020-07-23,26.9692
2020-07-24,26.9692
2020-07-25,26.9692
2020-07-26,26.9692
2020-07-27,26.9692
2020-07-28,26.9692
2020-07-29,26.9692
2020-07-30,26.9692
2020-07-31,26.9692
2020-08-01,26.9692
2020-08-02,26.9692
2020-08-03,26.9692
2020-08-04,26.9692
2020-08-05,26.9692
2020-08-06,26.9692
2020-08-07,26.9692
2020-08-08,26.9692
2020-08-09,26.9692
2020-08-10,26.9692
2020-08-11,26.9692
2020-08-12,26.9692
2020-08-13,26.9692
2020-08-14,26.9692
2020-08-15,26.9692
2020-08-16,26.9692
2020-08-17,26.9692
2020-08-18,26.9692
2020-08-19,26.9692
2020-08-20,26.9692
2020-08-21,26.9692
2020-08-22,26.9692
2020-08-23,26.9692
2020-08-24,26.9692
2020-08-25,26.9692
2020-08-26,26.9692
2020-08-27,26.9692
2020-08-28,26.9692
2020-08-29,26.9692
2020-08-30,26.9692
2020-08-31,26.9692
2020-09-01,26.9692
2020-09-02,26.9692
2020-09-03,26.9692
2020-09-04,26.9692
2020-09-05,26.9692
2020-09-06,26.9692
2020-09-07,26.9692
2020-09-08,26.9692
2020-09-09,26.9692
2020-09-10,26.9692
2020-09-11,26.9692
2020-09-12,26.9692
2020-09-13,26.9692
2020-09-14,26.9692
2020-09-15,26.9692
2020-09-16,26.9692
2020-09-17,26.9692
2020-09-18,26.9692
2020-09-19,26.9692
2020-09-20,26.9692
2020-09-21,26.9692
2020-09-22,26.9692
2020-09-23,26.9692
2020-09-24,26.9692
2020-09-25,26.9692
2020-09-26,26.9692
2020-09-27,26.9692
2020-09-28,26.9692
2020-09-29,26.9692
2020-09-30,28.8305
2020-10-01,28.8305
2020-10-02,28.8305
2020-10-03,28.8305
2020-10-04,28.8305
2020-10-05,28.8305
2020-10-06,28.8305
2020-10-07,28.8305
2020-10-08,28.8305
2020-10-09,28.8305
2020-10-10,28.8305
2020-10-11,28.8305
2020-10-12,28.8305
2020-10-13,28.8305
2020-10-14,28.8305
2020-10-15,28.8305
2020-10-16,28.8305
2020-10-17,28.8305
2020-10-18,28.8305
2020-10-19,28.8305
2020-10-20,28.8305
2020-10-21,28.8305
2020-10-22,28.8305
2020-10-23,28.8305
2020-10-24,28.8305
2020-10-25,28.8305
2020-10-26,28.8305
2020-10-27,28.8305
2020-10-28,28.8305
2020-10-29,28.8305
2020-10-30,28.8305
2020-10-31,28.8305
2020-11-01,28.8305
2020-11-02,28.8305
2020-11-03,28.8305
2020-11-04,28.8305
2020-11-05,28.8305
2020-11-06,28.8305
2020-11-07,28.8305
2020-11-08,28.8305
2020-11-09,28.8305
2020-11-10,28.8305
2020-11-11,28.8305
2020-11-12,28.8305
2020-11-13,28.8305
2020-11-14,28.8305
2020-11-15,28.8305
2020-11-16,28.8305
2020-11-17,28.8305
2020-11-18,28.8305
2020-11-19,28.8305
2020-11-20,28.8305
2020-11-21,28.8305
