,TSCO US Equity
,RETURN_COM_EQY
2020-01-01,35.9453
2020-01-02,35.9453
2020-01-03,35.9453
2020-01-04,35.9453
2020-01-05,35.9453
2020-01-06,35.9453
2020-01-07,35.9453
2020-01-08,35.9453
2020-01-09,35.9453
2020-01-10,35.9453
2020-01-11,35.9453
2020-01-12,35.9453
2020-01-13,35.9453
2020-01-14,35.9453
2020-01-15,35.9453
2020-01-16,35.9453
2020-01-17,35.9453
2020-01-18,35.9453
2020-01-19,35.9453
2020-01-20,35.9453
2020-01-21,35.9453
2020-01-22,35.9453
2020-01-23,35.9453
2020-01-24,35.9453
2020-01-25,35.9453
2020-01-26,35.9453
2020-01-27,35.9453
2020-01-28,35.9453
2020-01-29,35.9453
2020-01-30,35.9453
2020-01-31,35.9453
2020-02-01,35.9453
2020-02-02,35.9453
2020-02-03,35.9453
2020-02-04,35.9453
2020-02-05,35.9453
2020-02-06,35.9453
2020-02-07,35.9453
2020-02-08,35.9453
2020-02-09,35.9453
2020-02-10,35.9453
2020-02-11,35.9453
2020-02-12,35.9453
2020-02-13,35.9453
2020-02-14,35.9453
2020-02-15,35.9453
2020-02-16,35.9453
2020-02-17,35.9453
2020-02-18,35.9453
2020-02-19,35.9453
2020-02-20,35.9453
2020-02-21,35.9453
2020-02-22,35.9453
2020-02-23,35.9453
2020-02-24,35.9453
2020-02-25,35.9453
2020-02-26,35.9453
2020-02-27,35.9453
2020-02-28,35.9453
2020-02-29,35.9453
2020-03-01,35.9453
2020-03-02,35.9453
2020-03-03,35.9453
2020-03-04,35.9453
2020-03-05,35.9453
2020-03-06,35.9453
2020-03-07,35.9453
2020-03-08,35.9453
2020-03-09,35.9453
2020-03-10,35.9453
2020-03-11,35.9453
2020-03-12,35.9453
2020-03-13,35.9453
2020-03-14,35.9453
2020-03-15,35.9453
2020-03-16,35.9453
2020-03-17,35.9453
2020-03-18,35.9453
2020-03-19,35.9453
2020-03-20,35.9453
2020-03-21,35.9453
2020-03-22,35.9453
2020-03-23,35.9453
2020-03-24,35.9453
2020-03-25,35.9453
2020-03-26,35.9453
2020-03-27,35.9453
2020-03-28,40.1014
2020-03-29,40.1014
2020-03-30,40.1014
2020-03-31,40.1014
2020-04-01,40.1014
2020-04-02,40.1014
2020-04-03,40.1014
2020-04-04,40.1014
2020-04-05,40.1014
2020-04-06,40.1014
2020-04-07,40.1014
2020-04-08,40.1014
2020-04-09,40.1014
2020-04-10,40.1014
2020-04-11,40.1014
2020-04-12,40.1014
2020-04-13,40.1014
2020-04-14,40.1014
2020-04-15,40.1014
2020-04-16,40.1014
2020-04-17,40.1014
2020-04-18,40.1014
2020-04-19,40.1014
2020-04-20,40.1014
2020-04-21,40.1014
2020-04-22,40.1014
2020-04-23,40.1014
2020-04-24,40.1014
2020-04-25,40.1014
2020-04-26,40.1014
2020-04-27,40.1014
2020-04-28,40.1014
2020-04-29,40.1014
2020-04-30,40.1014
2020-05-01,40.1014
2020-05-02,40.1014
2020-05-03,40.1014
2020-05-04,40.1014
2020-05-05,40.1014
2020-05-06,40.1014
2020-05-07,40.1014
2020-05-08,40.1014
2020-05-09,40.1014
2020-05-10,40.1014
2020-05-11,40.1014
2020-05-12,40.1014
2020-05-13,40.1014
2020-05-14,40.1014
2020-05-15,40.1014
2020-05-16,40.1014
2020-05-17,40.1014
2020-05-18,40.1014
2020-05-19,40.1014
2020-05-20,40.1014
2020-05-21,40.1014
2020-05-22,40.1014
2020-05-23,40.1014
2020-05-24,40.1014
2020-05-25,40.1014
2020-05-26,40.1014
2020-05-27,40.1014
2020-05-28,40.1014
2020-05-29,40.1014
2020-05-30,40.1014
2020-05-31,40.1014
2020-06-01,40.1014
2020-06-02,40.1014
2020-06-03,40.1014
2020-06-04,40.1014
2020-06-05,40.1014
2020-06-06,40.1014
2020-06-07,40.1014
2020-06-08,40.1014
2020-06-09,40.1014
2020-06-10,40.1014
2020-06-11,40.1014
2020-06-12,40.1014
2020-06-13,40.1014
2020-06-14,40.1014
2020-06-15,40.1014
2020-06-16,40.1014
2020-06-17,40.1014
2020-06-18,40.1014
2020-06-19,40.1014
2020-06-20,40.1014
2020-06-21,40.1014
2020-06-22,40.1014
2020-06-23,40.1014
2020-06-24,40.1014
2020-06-25,40.1014
2020-06-26,40.1014
2020-06-27,42.5077
2020-06-28,42.5077
2020-06-29,42.5077
2020-06-30,42.5077
2020-07-01,42.5077
2020-07-02,42.5077
2020-07-03,42.5077
2020-07-04,42.5077
2020-07-05,42.5077
2020-07-06,42.5077
2020-07-07,42.5077
2020-07-08,42.5077
2020-07-09,42.5077
2020-07-10,42.5077
2020-07-11,42.5077
2020-07-12,42.5077
2020-07-13,42.5077
2020-07-14,42.5077
2020-07-15,42.5077
2020-07-16,42.5077
2020-07-17,42.5077
2020-07-18,42.5077
2020-07-19,42.5077
2020-07-20,42.5077
2020-07-21,42.5077
2020-07-22,42.5077
2020-07-23,42.5077
2020-07-24,42.5077
2020-07-25,42.5077
2020-07-26,42.5077
2020-07-27,42.5077
2020-07-28,42.5077
2020-07-29,42.5077
2020-07-30,42.5077
2020-07-31,42.5077
2020-08-01,42.5077
2020-08-02,42.5077
2020-08-03,42.5077
2020-08-04,42.5077
2020-08-05,42.5077
2020-08-06,42.5077
2020-08-07,42.5077
2020-08-08,42.5077
2020-08-09,42.5077
2020-08-10,42.5077
2020-08-11,42.5077
2020-08-12,42.5077
2020-08-13,42.5077
2020-08-14,42.5077
2020-08-15,42.5077
2020-08-16,42.5077
2020-08-17,42.5077
2020-08-18,42.5077
2020-08-19,42.5077
2020-08-20,42.5077
2020-08-21,42.5077
2020-08-22,42.5077
2020-08-23,42.5077
