,WBA US Equity
2020-03-28,14.4074
2020-03-29,14.4074
2020-03-30,14.4074
2020-03-31,14.4074
2020-04-01,14.4074
2020-04-02,14.4074
2020-04-03,14.4074
2020-04-04,14.4074
2020-04-05,14.4074
2020-04-06,14.4074
2020-04-07,14.4074
2020-04-08,14.4074
2020-04-09,14.4074
2020-04-10,14.4074
2020-04-11,14.4074
2020-04-12,14.4074
2020-04-13,14.4074
2020-04-14,14.4074
2020-04-15,14.4074
2020-04-16,14.4074
2020-04-17,14.4074
2020-04-18,14.4074
2020-04-19,14.4074
2020-04-20,14.4074
2020-04-21,14.4074
2020-04-22,14.4074
2020-04-23,14.4074
2020-04-24,14.4074
2020-04-25,14.4074
2020-04-26,14.4074
2020-04-27,14.4074
2020-04-28,14.4074
2020-04-29,14.4074
2020-04-30,14.4074
2020-05-01,14.4074
2020-05-02,14.4074
2020-05-03,14.4074
2020-05-04,14.4074
2020-05-05,14.4074
2020-05-06,14.4074
2020-05-07,14.4074
2020-05-08,14.4074
2020-05-09,14.4074
2020-05-10,14.4074
2020-05-11,14.4074
2020-05-12,14.4074
2020-05-13,14.4074
2020-05-14,14.4074
2020-05-15,14.4074
2020-05-16,14.4074
2020-05-17,14.4074
2020-05-18,14.4074
2020-05-19,14.4074
2020-05-20,14.4074
2020-05-21,14.4074
2020-05-22,14.4074
2020-05-23,14.4074
2020-05-24,14.4074
2020-05-25,14.4074
2020-05-26,14.4074
2020-05-27,14.4074
2020-05-28,14.4074
2020-05-29,14.4074
2020-05-30,14.4074
2020-05-31,3.3876
2020-06-01,3.3876
2020-06-02,3.3876
2020-06-03,3.3876
2020-06-04,3.3876
2020-06-05,3.3876
2020-06-06,3.3876
2020-06-07,3.3876
2020-06-08,3.3876
2020-06-09,3.3876
2020-06-10,3.3876
2020-06-11,3.3876
2020-06-12,3.3876
2020-06-13,3.3876
2020-06-14,3.3876
2020-06-15,3.3876
2020-06-16,3.3876
2020-06-17,3.3876
2020-06-18,3.3876
2020-06-19,3.3876
2020-06-20,3.3876
2020-06-21,3.3876
2020-06-22,3.3876
2020-06-23,3.3876
2020-06-24,3.3876
2020-06-25,3.3876
2020-06-26,3.3876
2020-06-27,3.3876
2020-06-28,3.3876
2020-06-29,3.3876
2020-06-30,3.3876
2020-07-01,3.3876
2020-07-02,3.3876
2020-07-03,3.3876
2020-07-04,3.3876
2020-07-05,3.3876
2020-07-06,3.3876
2020-07-07,3.3876
2020-07-08,3.3876
2020-07-09,3.3876
2020-07-10,3.3876
2020-07-11,3.3876
2020-07-12,3.3876
2020-07-13,3.3876
2020-07-14,3.3876
2020-07-15,3.3876
2020-07-16,3.3876
2020-07-17,3.3876
2020-07-18,3.3876
2020-07-19,3.3876
2020-07-20,3.3876
2020-07-21,3.3876
2020-07-22,3.3876
2020-07-23,3.3876
2020-07-24,3.3876
2020-07-25,3.3876
2020-07-26,3.3876
2020-07-27,3.3876
2020-07-28,3.3876
2020-07-29,3.3876
2020-07-30,3.3876
2020-07-31,3.3876
2020-08-01,3.3876
2020-08-02,3.3876
2020-08-03,3.3876
2020-08-04,3.3876
2020-08-05,3.3876
2020-08-06,3.3876
2020-08-07,3.3876
2020-08-08,3.3876
2020-08-09,3.3876
2020-08-10,3.3876
2020-08-11,3.3876
2020-08-12,3.3876
2020-08-13,3.3876
2020-08-14,3.3876
2020-08-15,3.3876
2020-08-16,3.3876
2020-08-17,3.3876
2020-08-18,3.3876
2020-08-19,3.3876
2020-08-20,3.3876
2020-08-21,3.3876
2020-08-22,3.3876
2020-08-23,3.3876
2020-08-24,3.3876
2020-08-25,3.3876
2020-08-26,3.3876
2020-08-27,3.3876
2020-08-28,3.3876
2020-08-29,3.3876
2020-08-30,3.3876
2020-08-31,2.0657
2020-09-01,2.0657
2020-09-02,2.0657
2020-09-03,2.0657
2020-09-04,2.0657
2020-09-05,2.0657
2020-09-06,2.0657
2020-09-07,2.0657
2020-09-08,2.0657
2020-09-09,2.0657
2020-09-10,2.0657
2020-09-11,2.0657
2020-09-12,2.0657
2020-09-13,2.0657
2020-09-14,2.0657
2020-09-15,2.0657
2020-09-16,2.0657
2020-09-17,2.0657
2020-09-18,2.0657
2020-09-19,2.0657
2020-09-20,2.0657
2020-09-21,2.0657
2020-09-22,2.0657
2020-09-23,2.0657
2020-09-24,2.0657
2020-09-25,2.0657
2020-09-26,2.0657
2020-09-27,2.0657
2020-09-28,2.0657
2020-09-29,2.0657
2020-09-30,2.0657
2020-10-01,2.0657
2020-10-02,2.0657
2020-10-03,2.0657
2020-10-04,2.0657
2020-10-05,2.0657
2020-10-06,2.0657
2020-10-07,2.0657
2020-10-08,2.0657
2020-10-09,2.0657
2020-10-10,2.0657
2020-10-11,2.0657
2020-10-12,2.0657
2020-10-13,2.0657
2020-10-14,2.0657
2020-10-15,2.0657
2020-10-16,2.0657
2020-10-17,2.0657
2020-10-18,2.0657
2020-10-19,2.0657
2020-10-20,2.0657
2020-10-21,2.0657
2020-10-22,2.0657
2020-10-23,2.0657
2020-10-24,2.0657
2020-10-25,2.0657
2020-10-26,2.0657
2020-10-27,2.0657
2020-10-28,2.0657
2020-10-29,2.0657
2020-10-30,2.0657
2020-10-31,2.0657
2020-11-01,2.0657
2020-11-02,2.0657
2020-11-03,2.0657
2020-11-04,2.0657
2020-11-05,2.0657
2020-11-06,2.0657
2020-11-07,2.0657
2020-11-08,2.0657
2020-11-09,2.0657
2020-11-10,2.0657
2020-11-11,2.0657
2020-11-12,2.0657
2020-11-13,2.0657
2020-11-14,2.0657
2020-11-15,2.0657
2020-11-16,2.0657
2020-11-17,2.0657
2020-11-18,2.0657
2020-11-19,2.0657
2020-11-20,2.0657
2020-11-21,2.0657
2020-11-22,2.0657
2020-11-23,2.0657
2020-11-24,2.0657
2020-11-25,2.0657
2020-11-26,2.0657
2020-11-27,2.0657
2020-11-28,2.0657
2020-11-29,2.0657
2020-11-30,-3.1885
2020-12-01,-3.1885
2020-12-02,-3.1885
2020-12-03,-3.1885
2020-12-04,-3.1885
2020-12-05,-3.1885
2020-12-06,-3.1885
2020-12-07,-3.1885
2020-12-08,-3.1885
2020-12-09,-3.1885
2020-12-10,-3.1885
2020-12-11,-3.1885
2020-12-12,-3.1885
2020-12-13,-3.1885
2020-12-14,-3.1885
2020-12-15,-3.1885
2020-12-16,-3.1885
2020-12-17,-3.1885
2020-12-18,-3.1885
2020-12-19,-3.1885
2020-12-20,-3.1885
2020-12-21,-3.1885
2020-12-22,-3.1885
2020-12-23,-3.1885
2020-12-24,-3.1885
2020-12-25,-3.1885
2020-12-26,-3.1885
2020-12-27,-3.1885
2020-12-28,-3.1885
2020-12-29,-3.1885
2020-12-30,-3.1885
2020-12-31,-3.1885
2021-01-01,-3.1885
2021-01-02,-3.1885
2021-01-03,-3.1885
2021-01-04,-3.1885
2021-01-05,-3.1885
2021-01-06,-3.1885
2021-01-07,-3.1885
2021-01-08,-3.1885
2021-01-09,-3.1885
2021-01-10,-3.1885
2021-01-11,-3.1885
2021-01-12,-3.1885
2021-01-13,-3.1885
2021-01-14,-3.1885
2021-01-15,-3.1885
2021-01-16,-3.1885
2021-01-17,-3.1885
2021-01-18,-3.1885
2021-01-19,-3.1885
2021-01-20,-3.1885
2021-01-21,-3.1885
2021-01-22,-3.1885
2021-01-23,-3.1885
2021-01-24,-3.1885
2021-01-25,-3.1885
2021-01-26,-3.1885
2021-01-27,-3.1885
2021-01-28,-3.1885
2021-01-29,-3.1885
2021-01-30,-3.1885
2021-01-31,-3.1885
2021-02-01,-3.1885
2021-02-02,-3.1885
2021-02-03,-3.1885
2021-02-04,-3.1885
2021-02-05,-3.1885
2021-02-06,-3.1885
2021-02-07,-3.1885
2021-02-08,-3.1885
2021-02-09,-3.1885
2021-02-10,-3.1885
2021-02-11,-3.1885
2021-02-12,-3.1885
2021-02-13,-3.1885
2021-02-14,-3.1885
2021-02-15,-3.1885
2021-02-16,-3.1885
2021-02-17,-3.1885
2021-02-18,-3.1885
2021-02-19,-3.1885
2021-02-20,-3.1885
2021-02-21,-3.1885
2021-02-22,-3.1885
2021-02-23,-3.1885
2021-02-24,-3.1885
2021-02-25,-3.1885
2021-02-26,-3.1885
2021-02-27,-3.1885
2021-02-28,-2.7526
2021-03-01,-2.7526
2021-03-02,-2.7526
2021-03-03,-2.7526
2021-03-04,-2.7526
2021-03-05,-2.7526
2021-03-06,-2.7526
2021-03-07,-2.7526
2021-03-08,-2.7526
2021-03-09,-2.7526
2021-03-10,-2.7526
2021-03-11,-2.7526
2021-03-12,-2.7526
2021-03-13,-2.7526
2021-03-14,-2.7526
2021-03-15,-2.7526
2021-03-16,-2.7526
2021-03-17,-2.7526
2021-03-18,-2.7526
2021-03-19,-2.7526
2021-03-20,-2.7526
2021-03-21,-2.7526
2021-03-22,-2.7526
2021-03-23,-2.7526
2021-03-24,-2.7526
2021-03-25,-2.7526
2021-03-26,-2.7526
2021-03-27,-2.7526
2021-03-28,-2.7526
2021-03-29,-2.7526
2021-03-30,-2.7526
2021-03-31,-2.7526
2021-04-01,-2.7526
2021-04-02,-2.7526
2021-04-03,-2.7526
2021-04-04,-2.7526
2021-04-05,-2.7526
2021-04-06,-2.7526
2021-04-07,-2.7526
2021-04-08,-2.7526
2021-04-09,-2.7526
2021-04-10,-2.7526
2021-04-11,-2.7526
2021-04-12,-2.7526
2021-04-13,-2.7526
2021-04-14,-2.7526
2021-04-15,-2.7526
2021-04-16,-2.7526
2021-04-17,-2.7526
2021-04-18,-2.7526
2021-04-19,-2.7526
2021-04-20,-2.7526
2021-04-21,-2.7526
2021-04-22,-2.7526
2021-04-23,-2.7526
2021-04-24,-2.7526
2021-04-25,-2.7526
2021-04-26,-2.7526
2021-04-27,-2.7526
2021-04-28,-2.7526
2021-04-29,-2.7526
2021-04-30,-2.7526
2021-05-01,-2.7526
2021-05-02,-2.7526
2021-05-03,-2.7526
2021-05-04,-2.7526
2021-05-05,-2.7526
2021-05-06,-2.7526
2021-05-07,-2.7526
2021-05-08,-2.7526
2021-05-09,-2.7526
2021-05-10,-2.7526
2021-05-11,-2.7526
2021-05-12,-2.7526
2021-05-13,-2.7526
2021-05-14,-2.7526
2021-05-15,-2.7526
2021-05-16,-2.7526
2021-05-17,-2.7526
2021-05-18,-2.7526
2021-05-19,-2.7526
2021-05-20,-2.7526
2021-05-21,-2.7526
2021-05-22,-2.7526
2021-05-23,-2.7526
2021-05-24,-2.7526
2021-05-25,-2.7526
2021-05-26,-2.7526
2021-05-27,-2.7526
2021-05-28,-2.7526
2021-05-29,-2.7526
2021-05-30,-2.7526
2021-05-31,10.6821
2021-06-01,10.6821
2021-06-02,10.6821
2021-06-03,10.6821
2021-06-04,10.6821
2021-06-05,10.6821
2021-06-06,10.6821
2021-06-07,10.6821
2021-06-08,10.6821
2021-06-09,10.6821
2021-06-10,10.6821
2021-06-11,10.6821
2021-06-12,10.6821
2021-06-13,10.6821
2021-06-14,10.6821
2021-06-15,10.6821
2021-06-16,10.6821
2021-06-17,10.6821
2021-06-18,10.6821
2021-06-19,10.6821
2021-06-20,10.6821
2021-06-21,10.6821
2021-06-22,10.6821
2021-06-23,10.6821
2021-06-24,10.6821
2021-06-25,10.6821
2021-06-26,10.6821
2021-06-27,10.6821
2021-06-28,10.6821
2021-06-29,10.6821
2021-06-30,10.6821
2021-07-01,10.6821
2021-07-02,10.6821
2021-07-03,10.6821
2021-07-04,10.6821
2021-07-05,10.6821
2021-07-06,10.6821
2021-07-07,10.6821
2021-07-08,10.6821
2021-07-09,10.6821
2021-07-10,10.6821
2021-07-11,10.6821
2021-07-12,10.6821
2021-07-13,10.6821
2021-07-14,10.6821
2021-07-15,10.6821
2021-07-16,10.6821
2021-07-17,10.6821
2021-07-18,10.6821
2021-07-19,10.6821
2021-07-20,10.6821
2021-07-21,10.6821
2021-07-22,10.6821
2021-07-23,10.6821
2021-07-24,10.6821
2021-07-25,10.6821
2021-07-26,10.6821
2021-07-27,10.6821
2021-07-28,10.6821
2021-07-29,10.6821
2021-07-30,10.6821
2021-07-31,10.6821
2021-08-01,10.6821
2021-08-02,10.6821
2021-08-03,10.6821
2021-08-04,10.6821
2021-08-05,10.6821
2021-08-06,10.6821
2021-08-07,10.6821
2021-08-08,10.6821
2021-08-09,10.6821
2021-08-10,10.6821
2021-08-11,10.6821
2021-08-12,10.6821
2021-08-13,10.6821
2021-08-14,10.6821
2021-08-15,10.6821
2021-08-16,10.6821
2021-08-17,10.6821
2021-08-18,10.6821
2021-08-19,10.6821
2021-08-20,10.6821
2021-08-21,10.6821
2021-08-22,10.6821
2021-08-23,10.6821
2021-08-24,10.6821
2021-08-25,10.6821
2021-08-26,10.6821
2021-08-27,10.6821
2021-08-28,10.6821
2021-08-29,10.6821
2021-08-30,10.6821
2021-08-31,11.5396
2021-09-01,11.5396
2021-09-02,11.5396
2021-09-03,11.5396
2021-09-04,11.5396
2021-09-05,11.5396
2021-09-06,11.5396
2021-09-07,11.5396
2021-09-08,11.5396
2021-09-09,11.5396
2021-09-10,11.5396
2021-09-11,11.5396
2021-09-12,11.5396
2021-09-13,11.5396
2021-09-14,11.5396
2021-09-15,11.5396
2021-09-16,11.5396
2021-09-17,11.5396
2021-09-18,11.5396
2021-09-19,11.5396
2021-09-20,11.5396
2021-09-21,11.5396
2021-09-22,11.5396
2021-09-23,11.5396
2021-09-24,11.5396
2021-09-25,11.5396
2021-09-26,11.5396
2021-09-27,11.5396
2021-09-28,11.5396
2021-09-29,11.5396
2021-09-30,11.5396
2021-10-01,11.5396
2021-10-02,11.5396
2021-10-03,11.5396
2021-10-04,11.5396
2021-10-05,11.5396
2021-10-06,11.5396
2021-10-07,11.5396
2021-10-08,11.5396
2021-10-09,11.5396
2021-10-10,11.5396
2021-10-11,11.5396
2021-10-12,11.5396
2021-10-13,11.5396
2021-10-14,11.5396
2021-10-15,11.5396
2021-10-16,11.5396
2021-10-17,11.5396
2021-10-18,11.5396
2021-10-19,11.5396
2021-10-20,11.5396
2021-10-21,11.5396
2021-10-22,11.5396
2021-10-23,11.5396
2021-10-24,11.5396
2021-10-25,11.5396
2021-10-26,11.5396
2021-10-27,11.5396
2021-10-28,11.5396
2021-10-29,11.5396
2021-10-30,11.5396
2021-10-31,11.5396
2021-11-01,11.5396
2021-11-02,11.5396
2021-11-03,11.5396
2021-11-04,11.5396
2021-11-05,11.5396
2021-11-06,11.5396
2021-11-07,11.5396
2021-11-08,11.5396
2021-11-09,11.5396
2021-11-10,11.5396
2021-11-11,11.5396
2021-11-12,11.5396
2021-11-13,11.5396
2021-11-14,11.5396
2021-11-15,11.5396
2021-11-16,11.5396
2021-11-17,11.5396
2021-11-18,11.5396
2021-11-19,11.5396
2021-11-20,11.5396
2021-11-21,11.5396
2021-11-22,11.5396
2021-11-23,11.5396
2021-11-24,11.5396
2021-11-25,11.5396
2021-11-26,11.5396
2021-11-27,11.5396
2021-11-28,11.5396
2021-11-29,11.5396
2021-11-30,27.7622
2021-12-01,27.7622
2021-12-02,27.7622
2021-12-03,27.7622
2021-12-04,27.7622
2021-12-05,27.7622
2021-12-06,27.7622
2021-12-07,27.7622
2021-12-08,27.7622
2021-12-09,27.7622
2021-12-10,27.7622
2021-12-11,27.7622
2021-12-12,27.7622
2021-12-13,27.7622
2021-12-14,27.7622
2021-12-15,27.7622
2021-12-16,27.7622
2021-12-17,27.7622
2021-12-18,27.7622
2021-12-19,27.7622
2021-12-20,27.7622
2021-12-21,27.7622
2021-12-22,27.7622
2021-12-23,27.7622
2021-12-24,27.7622
2021-12-25,27.7622
2021-12-26,27.7622
2021-12-27,27.7622
2021-12-28,27.7622
2021-12-29,27.7622
2021-12-30,27.7622
2021-12-31,27.7622
2022-01-01,27.7622
2022-01-02,27.7622
2022-01-03,27.7622
2022-01-04,27.7622
2022-01-05,27.7622
2022-01-06,27.7622
2022-01-07,27.7622
2022-01-08,27.7622
2022-01-09,27.7622
2022-01-10,27.7622
2022-01-11,27.7622
2022-01-12,27.7622
2022-01-13,27.7622
2022-01-14,27.7622
2022-01-15,27.7622
2022-01-16,27.7622
2022-01-17,27.7622
2022-01-18,27.7622
2022-01-19,27.7622
2022-01-20,27.7622
2022-01-21,27.7622
2022-01-22,27.7622
2022-01-23,27.7622
2022-01-24,27.7622
2022-01-25,27.7622
2022-01-26,27.7622
2022-01-27,27.7622
2022-01-28,27.7622
2022-01-29,27.7622
2022-01-30,27.7622
2022-01-31,27.7622
2022-02-01,27.7622
2022-02-02,27.7622
2022-02-03,27.7622
2022-02-04,27.7622
2022-02-05,27.7622
2022-02-06,27.7622
2022-02-07,27.7622
2022-02-08,27.7622
2022-02-09,27.7622
2022-02-10,27.7622
2022-02-11,27.7622
2022-02-12,27.7622
2022-02-13,27.7622
2022-02-14,27.7622
2022-02-15,27.7622
2022-02-16,27.7622
2022-02-17,27.7622
2022-02-18,27.7622
2022-02-19,27.7622
2022-02-20,27.7622
2022-02-21,27.7622
2022-02-22,27.7622
2022-02-23,27.7622
2022-02-24,27.7622
2022-02-25,27.7622
2022-02-26,27.7622
2022-02-27,27.7622
2022-02-28,26.2983
2022-03-01,26.2983
2022-03-02,26.2983
2022-03-03,26.2983
2022-03-04,26.2983
2022-03-05,26.2983
2022-03-06,26.2983
2022-03-07,26.2983
2022-03-08,26.2983
2022-03-09,26.2983
2022-03-10,26.2983
2022-03-11,26.2983
2022-03-12,26.2983
2022-03-13,26.2983
2022-03-14,26.2983
2022-03-15,26.2983
2022-03-16,26.2983
2022-03-17,26.2983
2022-03-18,26.2983
2022-03-19,26.2983
2022-03-20,26.2983
2022-03-21,26.2983
2022-03-22,26.2983
2022-03-23,26.2983
2022-03-24,26.2983
2022-03-25,26.2983
2022-03-26,26.2983
2022-03-27,26.2983
2022-03-28,26.2983
2022-03-29,26.2983
2022-03-30,26.2983
2022-03-31,26.2983
2022-04-01,26.2983
2022-04-02,26.2983
2022-04-03,26.2983
2022-04-04,26.2983
2022-04-05,26.2983
2022-04-06,26.2983
2022-04-07,26.2983
2022-04-08,26.2983
2022-04-09,26.2983
2022-04-10,26.2983
2022-04-11,26.2983
2022-04-12,26.2983
2022-04-13,26.2983
2022-04-14,26.2983
2022-04-15,26.2983
2022-04-16,26.2983
2022-04-17,26.2983
2022-04-18,26.2983
2022-04-19,26.2983
2022-04-20,26.2983
2022-04-21,26.2983
2022-04-22,26.2983
2022-04-23,26.2983
2022-04-24,26.2983
2022-04-25,26.2983
2022-04-26,26.2983
2022-04-27,26.2983
2022-04-28,26.2983
2022-04-29,26.2983
2022-04-30,26.2983
2022-05-01,26.2983
2022-05-02,26.2983
2022-05-03,26.2983
2022-05-04,26.2983
2022-05-05,26.2983
2022-05-06,26.2983
2022-05-07,26.2983
2022-05-08,26.2983
2022-05-09,26.2983
2022-05-10,26.2983
2022-05-11,26.2983
2022-05-12,26.2983
2022-05-13,26.2983
2022-05-14,26.2983
2022-05-15,26.2983
2022-05-16,26.2983
2022-05-17,26.2983
2022-05-18,26.2983
2022-05-19,26.2983
2022-05-20,26.2983
2022-05-21,26.2983
2022-05-22,26.2983
2022-05-23,26.2983
2022-05-24,26.2983
2022-05-25,26.2983
2022-05-26,26.2983
2022-05-27,26.2983
2022-05-28,26.2983
2022-05-29,26.2983
2022-05-30,26.2983
2022-05-31,22.2484
2022-06-01,22.2484
2022-06-02,22.2484
2022-06-03,22.2484
2022-06-04,22.2484
2022-06-05,22.2484
2022-06-06,22.2484
2022-06-07,22.2484
2022-06-08,22.2484
2022-06-09,22.2484
2022-06-10,22.2484
2022-06-11,22.2484
2022-06-12,22.2484
2022-06-13,22.2484
2022-06-14,22.2484
2022-06-15,22.2484
2022-06-16,22.2484
2022-06-17,22.2484
2022-06-18,22.2484
2022-06-19,22.2484
2022-06-20,22.2484
2022-06-21,22.2484
2022-06-22,22.2484
2022-06-23,22.2484
2022-06-24,22.2484
2022-06-25,22.2484
2022-06-26,22.2484
2022-06-27,22.2484
2022-06-28,22.2484
2022-06-29,22.2484
2022-06-30,22.2484
2022-07-01,22.2484
2022-07-02,22.2484
2022-07-03,22.2484
2022-07-04,22.2484
2022-07-05,22.2484
2022-07-06,22.2484
2022-07-07,22.2484
2022-07-08,22.2484
2022-07-09,22.2484
2022-07-10,22.2484
2022-07-11,22.2484
2022-07-12,22.2484
2022-07-13,22.2484
2022-07-14,22.2484
2022-07-15,22.2484
2022-07-16,22.2484
2022-07-17,22.2484
2022-07-18,22.2484
2022-07-19,22.2484
2022-07-20,22.2484
2022-07-21,22.2484
2022-07-22,22.2484
2022-07-23,22.2484
2022-07-24,22.2484
2022-07-25,22.2484
2022-07-26,22.2484
2022-07-27,22.2484
2022-07-28,22.2484
2022-07-29,22.2484
2022-07-30,22.2484
2022-07-31,22.2484
2022-08-01,22.2484
2022-08-02,22.2484
2022-08-03,22.2484
2022-08-04,22.2484
2022-08-05,22.2484
2022-08-06,22.2484
2022-08-07,22.2484
2022-08-08,22.2484
2022-08-09,22.2484
2022-08-10,22.2484
2022-08-11,22.2484
2022-08-12,22.2484
2022-08-13,22.2484
2022-08-14,22.2484
2022-08-15,22.2484
2022-08-16,22.2484
2022-08-17,22.2484
2022-08-18,22.2484
2022-08-19,22.2484
2022-08-20,22.2484
2022-08-21,22.2484
2022-08-22,22.2484
2022-08-23,22.2484
2022-08-24,22.2484
2022-08-25,22.2484
2022-08-26,22.2484
2022-08-27,22.2484
2022-08-28,22.2484
2022-08-29,22.2484
2022-08-30,22.2484
2022-08-31,17.8136
2022-09-01,17.8136
2022-09-02,17.8136
2022-09-03,17.8136
2022-09-04,17.8136
2022-09-05,17.8136
2022-09-06,17.8136
2022-09-07,17.8136
2022-09-08,17.8136
2022-09-09,17.8136
2022-09-10,17.8136
2022-09-11,17.8136
2022-09-12,17.8136
2022-09-13,17.8136
2022-09-14,17.8136
2022-09-15,17.8136
2022-09-16,17.8136
2022-09-17,17.8136
2022-09-18,17.8136
2022-09-19,17.8136
2022-09-20,17.8136
2022-09-21,17.8136
2022-09-22,17.8136
2022-09-23,17.8136
2022-09-24,17.8136
2022-09-25,17.8136
2022-09-26,17.8136
2022-09-27,17.8136
2022-09-28,17.8136
2022-09-29,17.8136
2022-09-30,17.8136
2022-10-01,17.8136
2022-10-02,17.8136
2022-10-03,17.8136
2022-10-04,17.8136
2022-10-05,17.8136
2022-10-06,17.8136
2022-10-07,17.8136
2022-10-08,17.8136
2022-10-09,17.8136
2022-10-10,17.8136
2022-10-11,17.8136
2022-10-12,17.8136
2022-10-13,17.8136
2022-10-14,17.8136
2022-10-15,17.8136
2022-10-16,17.8136
2022-10-17,17.8136
2022-10-18,17.8136
2022-10-19,17.8136
2022-10-20,17.8136
2022-10-21,17.8136
2022-10-22,17.8136
2022-10-23,17.8136
2022-10-24,17.8136
2022-10-25,17.8136
2022-10-26,17.8136
2022-10-27,17.8136
2022-10-28,17.8136
2022-10-29,17.8136
2022-10-30,17.8136
2022-10-31,17.8136
2022-11-01,17.8136
2022-11-02,17.8136
2022-11-03,17.8136
2022-11-04,17.8136
2022-11-05,17.8136
2022-11-06,17.8136
2022-11-07,17.8136
2022-11-08,17.8136
2022-11-09,17.8136
2022-11-10,17.8136
2022-11-11,17.8136
2022-11-12,17.8136
2022-11-13,17.8136
2022-11-14,17.8136
2022-11-15,17.8136
2022-11-16,17.8136
2022-11-17,17.8136
2022-11-18,17.8136
2022-11-19,17.8136
2022-11-20,17.8136
2022-11-21,17.8136
2022-11-22,17.8136
2022-11-23,17.8136
2022-11-24,17.8136
2022-11-25,17.8136
2022-11-26,17.8136
2022-11-27,17.8136
2022-11-28,17.8136
2022-11-29,17.8136
2022-11-30,-12.6561
2022-12-01,-12.6561
2022-12-02,-12.6561
2022-12-03,-12.6561
2022-12-04,-12.6561
2022-12-05,-12.6561
2022-12-06,-12.6561
2022-12-07,-12.6561
2022-12-08,-12.6561
2022-12-09,-12.6561
2022-12-10,-12.6561
2022-12-11,-12.6561
2022-12-12,-12.6561
2022-12-13,-12.6561
2022-12-14,-12.6561
2022-12-15,-12.6561
2022-12-16,-12.6561
2022-12-17,-12.6561
2022-12-18,-12.6561
2022-12-19,-12.6561
2022-12-20,-12.6561
2022-12-21,-12.6561
2022-12-22,-12.6561
2022-12-23,-12.6561
2022-12-24,-12.6561
2022-12-25,-12.6561
2022-12-26,-12.6561
2022-12-27,-12.6561
2022-12-28,-12.6561
2022-12-29,-12.6561
2022-12-30,-12.6561
2022-12-31,-12.6561
2023-01-01,-12.6561
2023-01-02,-12.6561
2023-01-03,-12.6561
2023-01-04,-12.6561
2023-01-05,-12.6561
2023-01-06,-12.6561
2023-01-07,-12.6561
2023-01-08,-12.6561
2023-01-09,-12.6561
2023-01-10,-12.6561
2023-01-11,-12.6561
2023-01-12,-12.6561
2023-01-13,-12.6561
2023-01-14,-12.6561
2023-01-15,-12.6561
2023-01-16,-12.6561
2023-01-17,-12.6561
2023-01-18,-12.6561
2023-01-19,-12.6561
2023-01-20,-12.6561
2023-01-21,-12.6561
2023-01-22,-12.6561
2023-01-23,-12.6561
2023-01-24,-12.6561
2023-01-25,-12.6561
2023-01-26,-12.6561
2023-01-27,-12.6561
2023-01-28,-12.6561
2023-01-29,-12.6561
2023-01-30,-12.6561
2023-01-31,-12.6561
2023-02-01,-12.6561
2023-02-02,-12.6561
2023-02-03,-12.6561
2023-02-04,-12.6561
2023-02-05,-12.6561
2023-02-06,-12.6561
2023-02-07,-12.6561
2023-02-08,-12.6561
2023-02-09,-12.6561
2023-02-10,-12.6561
2023-02-11,-12.6561
2023-02-12,-12.6561
2023-02-13,-12.6561
2023-02-14,-12.6561
2023-02-15,-12.6561
