,LMT US Equity
2020-05-29,211.2333
2020-05-30,211.2333
2020-05-31,211.2333
2020-06-01,211.2333
2020-06-02,211.2333
2020-06-03,211.2333
2020-06-04,211.2333
2020-06-05,211.2333
2020-06-06,211.2333
2020-06-07,211.2333
2020-06-08,211.2333
2020-06-09,211.2333
2020-06-10,211.2333
2020-06-11,211.2333
2020-06-12,211.2333
2020-06-13,211.2333
2020-06-14,211.2333
2020-06-15,211.2333
2020-06-16,211.2333
2020-06-17,211.2333
2020-06-18,211.2333
2020-06-19,211.2333
2020-06-20,211.2333
2020-06-21,211.2333
2020-06-22,211.2333
2020-06-23,211.2333
2020-06-24,211.2333
2020-06-25,211.2333
2020-06-26,211.2333
2020-06-27,211.2333
2020-06-28,195.3946
2020-06-29,195.3946
2020-06-30,195.3946
2020-07-01,195.3946
2020-07-02,195.3946
2020-07-03,195.3946
2020-07-04,195.3946
2020-07-05,195.3946
2020-07-06,195.3946
2020-07-07,195.3946
2020-07-08,195.3946
2020-07-09,195.3946
2020-07-10,195.3946
2020-07-11,195.3946
2020-07-12,195.3946
2020-07-13,195.3946
2020-07-14,195.3946
2020-07-15,195.3946
2020-07-16,195.3946
2020-07-17,195.3946
2020-07-18,195.3946
2020-07-19,195.3946
2020-07-20,195.3946
2020-07-21,195.3946
2020-07-22,195.3946
2020-07-23,195.3946
2020-07-24,195.3946
2020-07-25,195.3946
2020-07-26,195.3946
2020-07-27,195.3946
2020-07-28,195.3946
2020-07-29,195.3946
2020-07-30,195.3946
2020-07-31,195.3946
2020-08-01,195.3946
2020-08-02,195.3946
2020-08-03,195.3946
2020-08-04,195.3946
2020-08-05,195.3946
2020-08-06,195.3946
2020-08-07,195.3946
2020-08-08,195.3946
2020-08-09,195.3946
2020-08-10,195.3946
2020-08-11,195.3946
2020-08-12,195.3946
2020-08-13,195.3946
2020-08-14,195.3946
2020-08-15,195.3946
2020-08-16,195.3946
2020-08-17,195.3946
2020-08-18,195.3946
2020-08-19,195.3946
2020-08-20,195.3946
2020-08-21,195.3946
2020-08-22,195.3946
2020-08-23,195.3946
2020-08-24,195.3946
2020-08-25,195.3946
2020-08-26,195.3946
2020-08-27,195.3946
2020-08-28,195.3946
2020-08-29,195.3946
2020-08-30,195.3946
2020-08-31,195.3946
2020-09-01,195.3946
2020-09-02,195.3946
2020-09-03,195.3946
2020-09-04,195.3946
2020-09-05,195.3946
2020-09-06,195.3946
2020-09-07,195.3946
2020-09-08,195.3946
2020-09-09,195.3946
2020-09-10,195.3946
2020-09-11,195.3946
2020-09-12,195.3946
2020-09-13,195.3946
2020-09-14,195.3946
2020-09-15,195.3946
2020-09-16,195.3946
2020-09-17,195.3946
2020-09-18,195.3946
2020-09-19,195.3946
2020-09-20,195.3946
2020-09-21,195.3946
2020-09-22,195.3946
2020-09-23,195.3946
2020-09-24,195.3946
2020-09-25,195.3946
2020-09-26,195.3946
2020-09-27,147.8408
2020-09-28,147.8408
2020-09-29,147.8408
2020-09-30,147.8408
2020-10-01,147.8408
2020-10-02,147.8408
2020-10-03,147.8408
2020-10-04,147.8408
2020-10-05,147.8408
2020-10-06,147.8408
2020-10-07,147.8408
2020-10-08,147.8408
2020-10-09,147.8408
2020-10-10,147.8408
2020-10-11,147.8408
2020-10-12,147.8408
2020-10-13,147.8408
2020-10-14,147.8408
2020-10-15,147.8408
2020-10-16,147.8408
2020-10-17,147.8408
2020-10-18,147.8408
2020-10-19,147.8408
2020-10-20,147.8408
2020-10-21,147.8408
2020-10-22,147.8408
2020-10-23,147.8408
2020-10-24,147.8408
2020-10-25,147.8408
2020-10-26,147.8408
2020-10-27,147.8408
2020-10-28,147.8408
2020-10-29,147.8408
2020-10-30,147.8408
2020-10-31,147.8408
2020-11-01,147.8408
2020-11-02,147.8408
2020-11-03,147.8408
2020-11-04,147.8408
2020-11-05,147.8408
2020-11-06,147.8408
2020-11-07,147.8408
2020-11-08,147.8408
2020-11-09,147.8408
2020-11-10,147.8408
2020-11-11,147.8408
2020-11-12,147.8408
2020-11-13,147.8408
2020-11-14,147.8408
2020-11-15,147.8408
2020-11-16,147.8408
2020-11-17,147.8408
2020-11-18,147.8408
2020-11-19,147.8408
2020-11-20,147.8408
2020-11-21,147.8408
2020-11-22,147.8408
2020-11-23,147.8408
2020-11-24,147.8408
2020-11-25,147.8408
2020-11-26,147.8408
2020-11-27,147.8408
2020-11-28,147.8408
2020-11-29,147.8408
2020-11-30,147.8408
2020-12-01,147.8408
2020-12-02,147.8408
2020-12-03,147.8408
2020-12-04,147.8408
2020-12-05,147.8408
2020-12-06,147.8408
2020-12-07,147.8408
2020-12-08,147.8408
2020-12-09,147.8408
2020-12-10,147.8408
2020-12-11,147.8408
2020-12-12,147.8408
2020-12-13,147.8408
2020-12-14,147.8408
2020-12-15,147.8408
2020-12-16,147.8408
2020-12-17,147.8408
2020-12-18,147.8408
2020-12-19,147.8408
2020-12-20,147.8408
2020-12-21,147.8408
2020-12-22,147.8408
2020-12-23,147.8408
2020-12-24,147.8408
2020-12-25,147.8408
2020-12-26,147.8408
2020-12-27,147.8408
2020-12-28,147.8408
2020-12-29,147.8408
2020-12-30,147.8408
2020-12-31,149.4859
2021-01-01,149.4859
2021-01-02,149.4859
2021-01-03,149.4859
2021-01-04,149.4859
2021-01-05,149.4859
2021-01-06,149.4859
2021-01-07,149.4859
2021-01-08,149.4859
2021-01-09,149.4859
2021-01-10,149.4859
2021-01-11,149.4859
2021-01-12,149.4859
2021-01-13,149.4859
2021-01-14,149.4859
2021-01-15,149.4859
2021-01-16,149.4859
2021-01-17,149.4859
2021-01-18,149.4859
2021-01-19,149.4859
2021-01-20,149.4859
2021-01-21,149.4859
2021-01-22,149.4859
2021-01-23,149.4859
2021-01-24,149.4859
2021-01-25,149.4859
2021-01-26,149.4859
2021-01-27,149.4859
2021-01-28,149.4859
2021-01-29,149.4859
2021-01-30,149.4859
2021-01-31,149.4859
2021-02-01,149.4859
2021-02-02,149.4859
2021-02-03,149.4859
2021-02-04,149.4859
2021-02-05,149.4859
2021-02-06,149.4859
2021-02-07,149.4859
2021-02-08,149.4859
2021-02-09,149.4859
2021-02-10,149.4859
2021-02-11,149.4859
2021-02-12,149.4859
2021-02-13,149.4859
2021-02-14,149.4859
2021-02-15,149.4859
2021-02-16,149.4859
2021-02-17,149.4859
2021-02-18,149.4859
2021-02-19,149.4859
2021-02-20,149.4859
2021-02-21,149.4859
2021-02-22,149.4859
2021-02-23,149.4859
2021-02-24,149.4859
2021-02-25,149.4859
2021-02-26,149.4859
2021-02-27,149.4859
2021-02-28,149.4859
2021-03-01,149.4859
2021-03-02,149.4859
2021-03-03,149.4859
2021-03-04,149.4859
2021-03-05,149.4859
2021-03-06,149.4859
2021-03-07,149.4859
2021-03-08,149.4859
2021-03-09,149.4859
2021-03-10,149.4859
2021-03-11,149.4859
2021-03-12,149.4859
2021-03-13,149.4859
2021-03-14,149.4859
2021-03-15,149.4859
2021-03-16,149.4859
2021-03-17,149.4859
2021-03-18,149.4859
2021-03-19,149.4859
2021-03-20,149.4859
2021-03-21,149.4859
2021-03-22,149.4859
2021-03-23,149.4859
2021-03-24,149.4859
2021-03-25,149.4859
2021-03-26,149.4859
2021-03-27,149.4859
2021-03-28,142.5087
2021-03-29,142.5087
2021-03-30,142.5087
2021-03-31,142.5087
2021-04-01,142.5087
2021-04-02,142.5087
2021-04-03,142.5087
2021-04-04,142.5087
2021-04-05,142.5087
2021-04-06,142.5087
2021-04-07,142.5087
2021-04-08,142.5087
2021-04-09,142.5087
2021-04-10,142.5087
2021-04-11,142.5087
2021-04-12,142.5087
2021-04-13,142.5087
2021-04-14,142.5087
2021-04-15,142.5087
2021-04-16,142.5087
2021-04-17,142.5087
2021-04-18,142.5087
2021-04-19,142.5087
2021-04-20,142.5087
2021-04-21,142.5087
2021-04-22,142.5087
2021-04-23,142.5087
2021-04-24,142.5087
2021-04-25,142.5087
2021-04-26,142.5087
2021-04-27,142.5087
2021-04-28,142.5087
2021-04-29,142.5087
2021-04-30,142.5087
2021-05-01,142.5087
2021-05-02,142.5087
2021-05-03,142.5087
2021-05-04,142.5087
2021-05-05,142.5087
2021-05-06,142.5087
2021-05-07,142.5087
2021-05-08,142.5087
2021-05-09,142.5087
2021-05-10,142.5087
2021-05-11,142.5087
2021-05-12,142.5087
2021-05-13,142.5087
2021-05-14,142.5087
2021-05-15,142.5087
2021-05-16,142.5087
2021-05-17,142.5087
2021-05-18,142.5087
2021-05-19,142.5087
2021-05-20,142.5087
2021-05-21,142.5087
2021-05-22,142.5087
2021-05-23,142.5087
2021-05-24,142.5087
2021-05-25,142.5087
2021-05-26,142.5087
2021-05-27,142.5087
2021-05-28,142.5087
2021-05-29,142.5087
2021-05-30,142.5087
2021-05-31,142.5087
2021-06-01,142.5087
2021-06-02,142.5087
2021-06-03,142.5087
2021-06-04,142.5087
2021-06-05,142.5087
2021-06-06,142.5087
2021-06-07,142.5087
2021-06-08,142.5087
2021-06-09,142.5087
2021-06-10,142.5087
2021-06-11,142.5087
2021-06-12,142.5087
2021-06-13,142.5087
2021-06-14,142.5087
2021-06-15,142.5087
2021-06-16,142.5087
2021-06-17,142.5087
2021-06-18,142.5087
2021-06-19,142.5087
2021-06-20,142.5087
2021-06-21,142.5087
2021-06-22,142.5087
2021-06-23,142.5087
2021-06-24,142.5087
2021-06-25,142.5087
2021-06-26,142.5087
2021-06-27,139.0441
2021-06-28,139.0441
2021-06-29,139.0441
2021-06-30,139.0441
2021-07-01,139.0441
2021-07-02,139.0441
2021-07-03,139.0441
2021-07-04,139.0441
2021-07-05,139.0441
2021-07-06,139.0441
2021-07-07,139.0441
2021-07-08,139.0441
2021-07-09,139.0441
2021-07-10,139.0441
2021-07-11,139.0441
2021-07-12,139.0441
2021-07-13,139.0441
2021-07-14,139.0441
2021-07-15,139.0441
2021-07-16,139.0441
2021-07-17,139.0441
2021-07-18,139.0441
2021-07-19,139.0441
2021-07-20,139.0441
2021-07-21,139.0441
2021-07-22,139.0441
2021-07-23,139.0441
2021-07-24,139.0441
2021-07-25,139.0441
2021-07-26,139.0441
2021-07-27,139.0441
2021-07-28,139.0441
2021-07-29,139.0441
2021-07-30,139.0441
2021-07-31,139.0441
2021-08-01,139.0441
2021-08-02,139.0441
2021-08-03,139.0441
2021-08-04,139.0441
2021-08-05,139.0441
2021-08-06,139.0441
2021-08-07,139.0441
2021-08-08,139.0441
2021-08-09,139.0441
2021-08-10,139.0441
2021-08-11,139.0441
2021-08-12,139.0441
2021-08-13,139.0441
2021-08-14,139.0441
2021-08-15,139.0441
2021-08-16,139.0441
2021-08-17,139.0441
2021-08-18,139.0441
2021-08-19,139.0441
2021-08-20,139.0441
2021-08-21,139.0441
2021-08-22,139.0441
2021-08-23,139.0441
2021-08-24,139.0441
2021-08-25,139.0441
2021-08-26,139.0441
2021-08-27,139.0441
2021-08-28,139.0441
2021-08-29,139.0441
2021-08-30,139.0441
2021-08-31,139.0441
2021-09-01,139.0441
2021-09-02,139.0441
2021-09-03,139.0441
2021-09-04,139.0441
2021-09-05,139.0441
2021-09-06,139.0441
2021-09-07,139.0441
2021-09-08,139.0441
2021-09-09,139.0441
2021-09-10,139.0441
2021-09-11,139.0441
2021-09-12,139.0441
2021-09-13,139.0441
2021-09-14,139.0441
2021-09-15,139.0441
2021-09-16,139.0441
2021-09-17,139.0441
2021-09-18,139.0441
2021-09-19,139.0441
2021-09-20,139.0441
2021-09-21,139.0441
2021-09-22,139.0441
2021-09-23,139.0441
2021-09-24,139.0441
2021-09-25,139.0441
2021-09-26,83.0773
2021-09-27,83.0773
2021-09-28,83.0773
2021-09-29,83.0773
2021-09-30,83.0773
2021-10-01,83.0773
2021-10-02,83.0773
2021-10-03,83.0773
2021-10-04,83.0773
2021-10-05,83.0773
2021-10-06,83.0773
2021-10-07,83.0773
2021-10-08,83.0773
2021-10-09,83.0773
2021-10-10,83.0773
2021-10-11,83.0773
2021-10-12,83.0773
2021-10-13,83.0773
2021-10-14,83.0773
2021-10-15,83.0773
2021-10-16,83.0773
2021-10-17,83.0773
2021-10-18,83.0773
2021-10-19,83.0773
2021-10-20,83.0773
2021-10-21,83.0773
2021-10-22,83.0773
2021-10-23,83.0773
2021-10-24,83.0773
2021-10-25,83.0773
2021-10-26,83.0773
2021-10-27,83.0773
2021-10-28,83.0773
2021-10-29,83.0773
2021-10-30,83.0773
2021-10-31,83.0773
2021-11-01,83.0773
2021-11-02,83.0773
2021-11-03,83.0773
2021-11-04,83.0773
2021-11-05,83.0773
2021-11-06,83.0773
2021-11-07,83.0773
2021-11-08,83.0773
2021-11-09,83.0773
2021-11-10,83.0773
2021-11-11,83.0773
2021-11-12,83.0773
2021-11-13,83.0773
2021-11-14,83.0773
2021-11-15,83.0773
2021-11-16,83.0773
2021-11-17,83.0773
2021-11-18,83.0773
2021-11-19,83.0773
2021-11-20,83.0773
2021-11-21,83.0773
2021-11-22,83.0773
2021-11-23,83.0773
2021-11-24,83.0773
2021-11-25,83.0773
2021-11-26,83.0773
2021-11-27,83.0773
2021-11-28,83.0773
2021-11-29,83.0773
2021-11-30,83.0773
2021-12-01,83.0773
2021-12-02,83.0773
2021-12-03,83.0773
2021-12-04,83.0773
2021-12-05,83.0773
2021-12-06,83.0773
2021-12-07,83.0773
2021-12-08,83.0773
2021-12-09,83.0773
2021-12-10,83.0773
2021-12-11,83.0773
2021-12-12,83.0773
2021-12-13,83.0773
2021-12-14,83.0773
2021-12-15,83.0773
2021-12-16,83.0773
2021-12-17,83.0773
2021-12-18,83.0773
2021-12-19,83.0773
2021-12-20,83.0773
2021-12-21,83.0773
2021-12-22,83.0773
2021-12-23,83.0773
2021-12-24,83.0773
2021-12-25,83.0773
2021-12-26,83.0773
2021-12-27,83.0773
2021-12-28,83.0773
2021-12-29,83.0773
2021-12-30,83.0773
2021-12-31,74.4079
2022-01-01,74.4079
2022-01-02,74.4079
2022-01-03,74.4079
2022-01-04,74.4079
2022-01-05,74.4079
2022-01-06,74.4079
2022-01-07,74.4079
2022-01-08,74.4079
2022-01-09,74.4079
2022-01-10,74.4079
2022-01-11,74.4079
2022-01-12,74.4079
2022-01-13,74.4079
2022-01-14,74.4079
2022-01-15,74.4079
2022-01-16,74.4079
2022-01-17,74.4079
2022-01-18,74.4079
2022-01-19,74.4079
2022-01-20,74.4079
2022-01-21,74.4079
2022-01-22,74.4079
2022-01-23,74.4079
2022-01-24,74.4079
2022-01-25,74.4079
2022-01-26,74.4079
2022-01-27,74.4079
2022-01-28,74.4079
2022-01-29,74.4079
2022-01-30,74.4079
2022-01-31,74.4079
2022-02-01,74.4079
2022-02-02,74.4079
2022-02-03,74.4079
2022-02-04,74.4079
2022-02-05,74.4079
2022-02-06,74.4079
2022-02-07,74.4079
2022-02-08,74.4079
2022-02-09,74.4079
2022-02-10,74.4079
2022-02-11,74.4079
2022-02-12,74.4079
2022-02-13,74.4079
2022-02-14,74.4079
2022-02-15,74.4079
2022-02-16,74.4079
2022-02-17,74.4079
2022-02-18,74.4079
2022-02-19,74.4079
2022-02-20,74.4079
2022-02-21,74.4079
2022-02-22,74.4079
2022-02-23,74.4079
2022-02-24,74.4079
2022-02-25,74.4079
2022-02-26,74.4079
2022-02-27,74.4079
2022-02-28,74.4079
2022-03-01,74.4079
2022-03-02,74.4079
2022-03-03,74.4079
2022-03-04,74.4079
2022-03-05,74.4079
2022-03-06,74.4079
2022-03-07,74.4079
2022-03-08,74.4079
2022-03-09,74.4079
2022-03-10,74.4079
2022-03-11,74.4079
2022-03-12,74.4079
2022-03-13,74.4079
2022-03-14,74.4079
2022-03-15,74.4079
2022-03-16,74.4079
2022-03-17,74.4079
2022-03-18,74.4079
2022-03-19,74.4079
2022-03-20,74.4079
2022-03-21,74.4079
2022-03-22,74.4079
2022-03-23,74.4079
2022-03-24,74.4079
2022-03-25,74.4079
2022-03-26,74.4079
2022-03-27,76.1432
2022-03-28,76.1432
2022-03-29,76.1432
2022-03-30,76.1432
2022-03-31,76.1432
2022-04-01,76.1432
2022-04-02,76.1432
2022-04-03,76.1432
2022-04-04,76.1432
2022-04-05,76.1432
2022-04-06,76.1432
2022-04-07,76.1432
2022-04-08,76.1432
2022-04-09,76.1432
2022-04-10,76.1432
2022-04-11,76.1432
2022-04-12,76.1432
2022-04-13,76.1432
2022-04-14,76.1432
2022-04-15,76.1432
2022-04-16,76.1432
2022-04-17,76.1432
2022-04-18,76.1432
2022-04-19,76.1432
2022-04-20,76.1432
2022-04-21,76.1432
2022-04-22,76.1432
2022-04-23,76.1432
2022-04-24,76.1432
2022-04-25,76.1432
2022-04-26,76.1432
2022-04-27,76.1432
2022-04-28,76.1432
2022-04-29,76.1432
2022-04-30,76.1432
2022-05-01,76.1432
2022-05-02,76.1432
2022-05-03,76.1432
2022-05-04,76.1432
2022-05-05,76.1432
2022-05-06,76.1432
2022-05-07,76.1432
2022-05-08,76.1432
2022-05-09,76.1432
2022-05-10,76.1432
2022-05-11,76.1432
2022-05-12,76.1432
2022-05-13,76.1432
2022-05-14,76.1432
2022-05-15,76.1432
2022-05-16,76.1432
2022-05-17,76.1432
2022-05-18,76.1432
2022-05-19,76.1432
2022-05-20,76.1432
2022-05-21,76.1432
2022-05-22,76.1432
2022-05-23,76.1432
2022-05-24,76.1432
2022-05-25,76.1432
2022-05-26,76.1432
2022-05-27,76.1432
2022-05-28,76.1432
2022-05-29,76.1432
2022-05-30,76.1432
2022-05-31,76.1432
2022-06-01,76.1432
2022-06-02,76.1432
2022-06-03,76.1432
2022-06-04,76.1432
2022-06-05,76.1432
2022-06-06,76.1432
2022-06-07,76.1432
2022-06-08,76.1432
2022-06-09,76.1432
2022-06-10,76.1432
2022-06-11,76.1432
2022-06-12,76.1432
2022-06-13,76.1432
2022-06-14,76.1432
2022-06-15,76.1432
2022-06-16,76.1432
2022-06-17,76.1432
2022-06-18,76.1432
2022-06-19,76.1432
2022-06-20,76.1432
2022-06-21,76.1432
2022-06-22,76.1432
2022-06-23,76.1432
2022-06-24,76.1432
2022-06-25,76.1432
2022-06-26,52.4117
2022-06-27,52.4117
2022-06-28,52.4117
2022-06-29,52.4117
2022-06-30,52.4117
2022-07-01,52.4117
2022-07-02,52.4117
2022-07-03,52.4117
2022-07-04,52.4117
2022-07-05,52.4117
2022-07-06,52.4117
2022-07-07,52.4117
2022-07-08,52.4117
2022-07-09,52.4117
2022-07-10,52.4117
2022-07-11,52.4117
2022-07-12,52.4117
2022-07-13,52.4117
2022-07-14,52.4117
2022-07-15,52.4117
2022-07-16,52.4117
2022-07-17,52.4117
2022-07-18,52.4117
2022-07-19,52.4117
2022-07-20,52.4117
2022-07-21,52.4117
2022-07-22,52.4117
2022-07-23,52.4117
2022-07-24,52.4117
2022-07-25,52.4117
2022-07-26,52.4117
2022-07-27,52.4117
2022-07-28,52.4117
2022-07-29,52.4117
2022-07-30,52.4117
2022-07-31,52.4117
2022-08-01,52.4117
2022-08-02,52.4117
2022-08-03,52.4117
2022-08-04,52.4117
2022-08-05,52.4117
2022-08-06,52.4117
2022-08-07,52.4117
2022-08-08,52.4117
2022-08-09,52.4117
2022-08-10,52.4117
2022-08-11,52.4117
2022-08-12,52.4117
2022-08-13,52.4117
2022-08-14,52.4117
2022-08-15,52.4117
2022-08-16,52.4117
2022-08-17,52.4117
2022-08-18,52.4117
2022-08-19,52.4117
2022-08-20,52.4117
2022-08-21,52.4117
2022-08-22,52.4117
2022-08-23,52.4117
2022-08-24,52.4117
2022-08-25,52.4117
2022-08-26,52.4117
2022-08-27,52.4117
2022-08-28,52.4117
2022-08-29,52.4117
2022-08-30,52.4117
2022-08-31,52.4117
2022-09-01,52.4117
2022-09-02,52.4117
2022-09-03,52.4117
2022-09-04,52.4117
2022-09-05,52.4117
2022-09-06,52.4117
2022-09-07,52.4117
2022-09-08,52.4117
2022-09-09,52.4117
2022-09-10,52.4117
2022-09-11,52.4117
2022-09-12,52.4117
2022-09-13,52.4117
2022-09-14,52.4117
2022-09-15,52.4117
2022-09-16,52.4117
2022-09-17,52.4117
2022-09-18,52.4117
2022-09-19,52.4117
2022-09-20,52.4117
2022-09-21,52.4117
2022-09-22,52.4117
2022-09-23,52.4117
2022-09-24,52.4117
2022-09-25,54.3501
2022-09-26,54.3501
2022-09-27,54.3501
2022-09-28,54.3501
2022-09-29,54.3501
2022-09-30,54.3501
2022-10-01,54.3501
2022-10-02,54.3501
2022-10-03,54.3501
2022-10-04,54.3501
2022-10-05,54.3501
2022-10-06,54.3501
2022-10-07,54.3501
2022-10-08,54.3501
2022-10-09,54.3501
2022-10-10,54.3501
2022-10-11,54.3501
2022-10-12,54.3501
2022-10-13,54.3501
2022-10-14,54.3501
2022-10-15,54.3501
2022-10-16,54.3501
2022-10-17,54.3501
2022-10-18,54.3501
2022-10-19,54.3501
2022-10-20,54.3501
2022-10-21,54.3501
2022-10-22,54.3501
2022-10-23,54.3501
2022-10-24,54.3501
2022-10-25,54.3501
2022-10-26,54.3501
2022-10-27,54.3501
2022-10-28,54.3501
2022-10-29,54.3501
2022-10-30,54.3501
2022-10-31,54.3501
2022-11-01,54.3501
2022-11-02,54.3501
2022-11-03,54.3501
2022-11-04,54.3501
2022-11-05,54.3501
2022-11-06,54.3501
2022-11-07,54.3501
2022-11-08,54.3501
2022-11-09,54.3501
2022-11-10,54.3501
2022-11-11,54.3501
2022-11-12,54.3501
2022-11-13,54.3501
2022-11-14,54.3501
2022-11-15,54.3501
2022-11-16,54.3501
2022-11-17,54.3501
2022-11-18,54.3501
2022-11-19,54.3501
2022-11-20,54.3501
2022-11-21,54.3501
2022-11-22,54.3501
2022-11-23,54.3501
2022-11-24,54.3501
2022-11-25,54.3501
2022-11-26,54.3501
2022-11-27,54.3501
2022-11-28,54.3501
2022-11-29,54.3501
2022-11-30,54.3501
2022-12-01,54.3501
2022-12-02,54.3501
2022-12-03,54.3501
2022-12-04,54.3501
2022-12-05,54.3501
2022-12-06,54.3501
2022-12-07,54.3501
2022-12-08,54.3501
2022-12-09,54.3501
2022-12-10,54.3501
2022-12-11,54.3501
2022-12-12,54.3501
2022-12-13,54.3501
2022-12-14,54.3501
2022-12-15,54.3501
2022-12-16,54.3501
2022-12-17,54.3501
2022-12-18,54.3501
2022-12-19,54.3501
2022-12-20,54.3501
2022-12-21,54.3501
2022-12-22,54.3501
2022-12-23,54.3501
2022-12-24,54.3501
2022-12-25,54.3501
2022-12-26,54.3501
2022-12-27,54.3501
2022-12-28,54.3501
2022-12-29,54.3501
2022-12-30,54.3501
2022-12-31,56.6823
2023-01-01,56.6823
2023-01-02,56.6823
2023-01-03,56.6823
2023-01-04,56.6823
2023-01-05,56.6823
2023-01-06,56.6823
2023-01-07,56.6823
2023-01-08,56.6823
2023-01-09,56.6823
2023-01-10,56.6823
2023-01-11,56.6823
2023-01-12,56.6823
2023-01-13,56.6823
2023-01-14,56.6823
2023-01-15,56.6823
2023-01-16,56.6823
2023-01-17,56.6823
2023-01-18,56.6823
2023-01-19,56.6823
2023-01-20,56.6823
2023-01-21,56.6823
2023-01-22,56.6823
2023-01-23,56.6823
2023-01-24,56.6823
2023-01-25,56.6823
2023-01-26,56.6823
2023-01-27,56.6823
2023-01-28,56.6823
2023-01-29,56.6823
2023-01-30,56.6823
2023-01-31,56.6823
2023-02-01,56.6823
2023-02-02,56.6823
2023-02-03,56.6823
2023-02-04,56.6823
2023-02-05,56.6823
2023-02-06,56.6823
2023-02-07,56.6823
2023-02-08,56.6823
2023-02-09,56.6823
2023-02-10,56.6823
2023-02-11,56.6823
2023-02-12,56.6823
2023-02-13,56.6823
2023-02-14,56.6823
2023-02-15,56.6823
2023-02-16,56.6823
2023-02-17,56.6823
2023-02-18,56.6823
2023-02-19,56.6823
2023-02-20,56.6823
2023-02-21,56.6823
2023-02-22,56.6823
2023-02-23,56.6823
2023-02-24,56.6823
2023-02-25,56.6823
2023-02-26,56.6823
2023-02-27,56.6823
2023-02-28,56.6823
2023-03-01,56.6823
2023-03-02,56.6823
2023-03-03,56.6823
2023-03-04,56.6823
2023-03-05,56.6823
2023-03-06,56.6823
2023-03-07,56.6823
2023-03-08,56.6823
2023-03-09,56.6823
