,CHDN US Equity
2021-07-04,64.2196
2021-07-05,64.2196
2021-07-06,64.2196
2021-07-07,64.2196
2021-07-08,64.2196
2021-07-09,64.2196
2021-07-10,64.2196
2021-07-11,64.2196
2021-07-12,64.2196
2021-07-13,64.2196
2021-07-14,64.2196
2021-07-15,64.2196
2021-07-16,64.2196
2021-07-17,64.2196
2021-07-18,64.2196
2021-07-19,64.2196
2021-07-20,64.2196
2021-07-21,64.2196
2021-07-22,64.2196
2021-07-23,64.2196
2021-07-24,64.2196
2021-07-25,64.2196
2021-07-26,64.2196
2021-07-27,64.2196
2021-07-28,64.2196
2021-07-29,64.2196
2021-07-30,64.2196
2021-07-31,64.2196
2021-08-01,64.2196
2021-08-02,64.2196
2021-08-03,64.2196
2021-08-04,64.2196
2021-08-05,64.2196
2021-08-06,64.2196
2021-08-07,64.2196
2021-08-08,64.2196
2021-08-09,64.2196
2021-08-10,64.2196
2021-08-11,64.2196
2021-08-12,64.2196
2021-08-13,64.2196
2021-08-14,64.2196
2021-08-15,64.2196
2021-08-16,64.2196
2021-08-17,64.2196
2021-08-18,64.2196
2021-08-19,64.2196
2021-08-20,64.2196
2021-08-21,64.2196
2021-08-22,64.2196
2021-08-23,64.2196
2021-08-24,64.2196
2021-08-25,64.2196
2021-08-26,64.2196
2021-08-27,64.2196
2021-08-28,64.2196
2021-08-29,64.2196
2021-08-30,64.2196
2021-08-31,64.2196
2021-09-01,64.2196
2021-09-02,64.2196
2021-09-03,64.2196
2021-09-04,64.2196
2021-09-05,64.2196
2021-09-06,64.2196
2021-09-07,64.2196
2021-09-08,64.2196
2021-09-09,64.2196
2021-09-10,64.2196
2021-09-11,64.2196
2021-09-12,64.2196
2021-09-13,64.2196
2021-09-14,64.2196
2021-09-15,64.2196
2021-09-16,64.2196
2021-09-17,64.2196
2021-09-18,64.2196
2021-09-19,64.2196
2021-09-20,64.2196
2021-09-21,64.2196
2021-09-22,64.2196
2021-09-23,64.2196
2021-09-24,64.2196
2021-09-25,64.2196
2021-09-26,64.2196
2021-09-27,64.2196
2021-09-28,64.2196
2021-09-29,64.2196
2021-09-30,62.7004
2021-10-01,62.7004
2021-10-02,62.7004
2021-10-03,62.7004
2021-10-04,62.7004
2021-10-05,62.7004
2021-10-06,62.7004
2021-10-07,62.7004
2021-10-08,62.7004
2021-10-09,62.7004
2021-10-10,62.7004
2021-10-11,62.7004
2021-10-12,62.7004
2021-10-13,62.7004
2021-10-14,62.7004
2021-10-15,62.7004
2021-10-16,62.7004
2021-10-17,62.7004
2021-10-18,62.7004
2021-10-19,62.7004
2021-10-20,62.7004
2021-10-21,62.7004
2021-10-22,62.7004
2021-10-23,62.7004
2021-10-24,62.7004
2021-10-25,62.7004
2021-10-26,62.7004
2021-10-27,62.7004
2021-10-28,62.7004
2021-10-29,62.7004
2021-10-30,62.7004
2021-10-31,62.7004
2021-11-01,62.7004
2021-11-02,62.7004
2021-11-03,62.7004
2021-11-04,62.7004
2021-11-05,62.7004
2021-11-06,62.7004
2021-11-07,62.7004
2021-11-08,62.7004
2021-11-09,62.7004
2021-11-10,62.7004
2021-11-11,62.7004
2021-11-12,62.7004
2021-11-13,62.7004
2021-11-14,62.7004
2021-11-15,62.7004
2021-11-16,62.7004
2021-11-17,62.7004
2021-11-18,62.7004
2021-11-19,62.7004
2021-11-20,62.7004
2021-11-21,62.7004
2021-11-22,62.7004
2021-11-23,62.7004
2021-11-24,62.7004
2021-11-25,62.7004
2021-11-26,62.7004
2021-11-27,62.7004
2021-11-28,62.7004
2021-11-29,62.7004
2021-11-30,62.7004
2021-12-01,62.7004
2021-12-02,62.7004
2021-12-03,62.7004
2021-12-04,62.7004
2021-12-05,62.7004
2021-12-06,62.7004
2021-12-07,62.7004
2021-12-08,62.7004
2021-12-09,62.7004
2021-12-10,62.7004
2021-12-11,62.7004
2021-12-12,62.7004
2021-12-13,62.7004
2021-12-14,62.7004
2021-12-15,62.7004
2021-12-16,62.7004
2021-12-17,62.7004
2021-12-18,62.7004
2021-12-19,62.7004
2021-12-20,62.7004
2021-12-21,62.7004
2021-12-22,62.7004
2021-12-23,62.7004
2021-12-24,62.7004
2021-12-25,62.7004
2021-12-26,62.7004
2021-12-27,62.7004
2021-12-28,62.7004
2021-12-29,62.7004
2021-12-30,62.7004
2021-12-31,73.9279
2022-01-01,73.9279
2022-01-02,73.9279
2022-01-03,73.9279
2022-01-04,73.9279
2022-01-05,73.9279
2022-01-06,73.9279
2022-01-07,73.9279
2022-01-08,73.9279
2022-01-09,73.9279
2022-01-10,73.9279
2022-01-11,73.9279
2022-01-12,73.9279
2022-01-13,73.9279
2022-01-14,73.9279
2022-01-15,73.9279
2022-01-16,73.9279
2022-01-17,73.9279
2022-01-18,73.9279
2022-01-19,73.9279
2022-01-20,73.9279
2022-01-21,73.9279
2022-01-22,73.9279
2022-01-23,73.9279
2022-01-24,73.9279
2022-01-25,73.9279
2022-01-26,73.9279
2022-01-27,73.9279
2022-01-28,73.9279
2022-01-29,73.9279
2022-01-30,73.9279
2022-01-31,73.9279
2022-02-01,73.9279
2022-02-02,73.9279
2022-02-03,73.9279
2022-02-04,73.9279
2022-02-05,73.9279
2022-02-06,73.9279
2022-02-07,73.9279
2022-02-08,73.9279
2022-02-09,73.9279
2022-02-10,73.9279
2022-02-11,73.9279
2022-02-12,73.9279
2022-02-13,73.9279
2022-02-14,73.9279
2022-02-15,73.9279
2022-02-16,73.9279
2022-02-17,73.9279
2022-02-18,73.9279
2022-02-19,73.9279
2022-02-20,73.9279
2022-02-21,73.9279
2022-02-22,73.9279
2022-02-23,73.9279
2022-02-24,73.9279
2022-02-25,73.9279
2022-02-26,73.9279
2022-02-27,73.9279
2022-02-28,73.9279
2022-03-01,73.9279
2022-03-02,73.9279
2022-03-03,73.9279
2022-03-04,73.9279
2022-03-05,73.9279
2022-03-06,73.9279
2022-03-07,73.9279
2022-03-08,73.9279
2022-03-09,73.9279
2022-03-10,73.9279
2022-03-11,73.9279
2022-03-12,73.9279
2022-03-13,73.9279
2022-03-14,73.9279
2022-03-15,73.9279
2022-03-16,73.9279
2022-03-17,73.9279
2022-03-18,73.9279
2022-03-19,73.9279
2022-03-20,73.9279
2022-03-21,73.9279
2022-03-22,73.9279
2022-03-23,73.9279
2022-03-24,73.9279
2022-03-25,73.9279
2022-03-26,73.9279
2022-03-27,73.9279
2022-03-28,73.9279
2022-03-29,73.9279
2022-03-30,73.9279
2022-03-31,98.1154
2022-04-01,98.1154
2022-04-02,98.1154
2022-04-03,98.1154
2022-04-04,98.1154
2022-04-05,98.1154
2022-04-06,98.1154
2022-04-07,98.1154
2022-04-08,98.1154
2022-04-09,98.1154
2022-04-10,98.1154
2022-04-11,98.1154
2022-04-12,98.1154
2022-04-13,98.1154
2022-04-14,98.1154
2022-04-15,98.1154
2022-04-16,98.1154
2022-04-17,98.1154
2022-04-18,98.1154
2022-04-19,98.1154
2022-04-20,98.1154
2022-04-21,98.1154
2022-04-22,98.1154
2022-04-23,98.1154
2022-04-24,98.1154
2022-04-25,98.1154
2022-04-26,98.1154
2022-04-27,98.1154
2022-04-28,98.1154
2022-04-29,98.1154
2022-04-30,98.1154
2022-05-01,98.1154
2022-05-02,98.1154
2022-05-03,98.1154
2022-05-04,98.1154
2022-05-05,98.1154
2022-05-06,98.1154
2022-05-07,98.1154
2022-05-08,98.1154
2022-05-09,98.1154
2022-05-10,98.1154
2022-05-11,98.1154
2022-05-12,98.1154
2022-05-13,98.1154
2022-05-14,98.1154
2022-05-15,98.1154
2022-05-16,98.1154
2022-05-17,98.1154
2022-05-18,98.1154
2022-05-19,98.1154
2022-05-20,98.1154
2022-05-21,98.1154
2022-05-22,98.1154
2022-05-23,98.1154
2022-05-24,98.1154
2022-05-25,98.1154
2022-05-26,98.1154
2022-05-27,98.1154
2022-05-28,98.1154
2022-05-29,98.1154
2022-05-30,98.1154
2022-05-31,98.1154
2022-06-01,98.1154
2022-06-02,98.1154
2022-06-03,98.1154
2022-06-04,98.1154
2022-06-05,98.1154
2022-06-06,98.1154
2022-06-07,98.1154
2022-06-08,98.1154
2022-06-09,98.1154
2022-06-10,98.1154
2022-06-11,98.1154
2022-06-12,98.1154
2022-06-13,98.1154
2022-06-14,98.1154
2022-06-15,98.1154
2022-06-16,98.1154
2022-06-17,98.1154
2022-06-18,98.1154
2022-06-19,98.1154
2022-06-20,98.1154
2022-06-21,98.1154
2022-06-22,98.1154
2022-06-23,98.1154
2022-06-24,98.1154
2022-06-25,98.1154
2022-06-26,98.1154
2022-06-27,98.1154
2022-06-28,98.1154
2022-06-29,98.1154
2022-06-30,105.6395
2022-07-01,105.6395
2022-07-02,105.6395
2022-07-03,105.6395
2022-07-04,105.6395
2022-07-05,105.6395
2022-07-06,105.6395
2022-07-07,105.6395
2022-07-08,105.6395
2022-07-09,105.6395
2022-07-10,105.6395
2022-07-11,105.6395
2022-07-12,105.6395
2022-07-13,105.6395
2022-07-14,105.6395
2022-07-15,105.6395
2022-07-16,105.6395
2022-07-17,105.6395
2022-07-18,105.6395
2022-07-19,105.6395
2022-07-20,105.6395
2022-07-21,105.6395
2022-07-22,105.6395
2022-07-23,105.6395
2022-07-24,105.6395
2022-07-25,105.6395
2022-07-26,105.6395
2022-07-27,105.6395
2022-07-28,105.6395
2022-07-29,105.6395
2022-07-30,105.6395
2022-07-31,105.6395
2022-08-01,105.6395
2022-08-02,105.6395
2022-08-03,105.6395
2022-08-04,105.6395
2022-08-05,105.6395
2022-08-06,105.6395
2022-08-07,105.6395
2022-08-08,105.6395
2022-08-09,105.6395
2022-08-10,105.6395
2022-08-11,105.6395
2022-08-12,105.6395
2022-08-13,105.6395
2022-08-14,105.6395
2022-08-15,105.6395
2022-08-16,105.6395
2022-08-17,105.6395
2022-08-18,105.6395
2022-08-19,105.6395
2022-08-20,105.6395
2022-08-21,105.6395
2022-08-22,105.6395
2022-08-23,105.6395
2022-08-24,105.6395
2022-08-25,105.6395
2022-08-26,105.6395
2022-08-27,105.6395
2022-08-28,105.6395
2022-08-29,105.6395
2022-08-30,105.6395
2022-08-31,105.6395
2022-09-01,105.6395
2022-09-02,105.6395
2022-09-03,105.6395
2022-09-04,105.6395
2022-09-05,105.6395
2022-09-06,105.6395
2022-09-07,105.6395
2022-09-08,105.6395
2022-09-09,105.6395
2022-09-10,105.6395
2022-09-11,105.6395
2022-09-12,105.6395
2022-09-13,105.6395
2022-09-14,105.6395
2022-09-15,105.6395
2022-09-16,105.6395
2022-09-17,105.6395
2022-09-18,105.6395
2022-09-19,105.6395
2022-09-20,105.6395
2022-09-21,105.6395
2022-09-22,105.6395
2022-09-23,105.6395
2022-09-24,105.6395
2022-09-25,105.6395
2022-09-26,105.6395
2022-09-27,105.6395
2022-09-28,105.6395
2022-09-29,105.6395
2022-09-30,101.2507
2022-10-01,101.2507
2022-10-02,101.2507
2022-10-03,101.2507
2022-10-04,101.2507
2022-10-05,101.2507
2022-10-06,101.2507
2022-10-07,101.2507
2022-10-08,101.2507
2022-10-09,101.2507
2022-10-10,101.2507
2022-10-11,101.2507
2022-10-12,101.2507
2022-10-13,101.2507
2022-10-14,101.2507
2022-10-15,101.2507
2022-10-16,101.2507
2022-10-17,101.2507
2022-10-18,101.2507
2022-10-19,101.2507
2022-10-20,101.2507
2022-10-21,101.2507
2022-10-22,101.2507
2022-10-23,101.2507
2022-10-24,101.2507
2022-10-25,101.2507
2022-10-26,101.2507
2022-10-27,101.2507
2022-10-28,101.2507
2022-10-29,101.2507
2022-10-30,101.2507
2022-10-31,101.2507
2022-11-01,101.2507
2022-11-02,101.2507
2022-11-03,101.2507
2022-11-04,101.2507
2022-11-05,101.2507
2022-11-06,101.2507
2022-11-07,101.2507
2022-11-08,101.2507
2022-11-09,101.2507
2022-11-10,101.2507
2022-11-11,101.2507
2022-11-12,101.2507
2022-11-13,101.2507
2022-11-14,101.2507
2022-11-15,101.2507
2022-11-16,101.2507
2022-11-17,101.2507
2022-11-18,101.2507
2022-11-19,101.2507
2022-11-20,101.2507
2022-11-21,101.2507
2022-11-22,101.2507
2022-11-23,101.2507
2022-11-24,101.2507
2022-11-25,101.2507
2022-11-26,101.2507
2022-11-27,101.2507
2022-11-28,101.2507
2022-11-29,101.2507
2022-11-30,101.2507
2022-12-01,101.2507
2022-12-02,101.2507
2022-12-03,101.2507
2022-12-04,101.2507
2022-12-05,101.2507
2022-12-06,101.2507
2022-12-07,101.2507
2022-12-08,101.2507
2022-12-09,101.2507
2022-12-10,101.2507
2022-12-11,101.2507
2022-12-12,101.2507
2022-12-13,101.2507
2022-12-14,101.2507
2022-12-15,101.2507
2022-12-16,101.2507
2022-12-17,101.2507
2022-12-18,101.2507
2022-12-19,101.2507
2022-12-20,101.2507
2022-12-21,101.2507
2022-12-22,101.2507
2022-12-23,101.2507
2022-12-24,101.2507
2022-12-25,101.2507
2022-12-26,101.2507
2022-12-27,101.2507
2022-12-28,101.2507
2022-12-29,101.2507
2022-12-30,101.2507
2022-12-31,102.3884
2023-01-01,102.3884
2023-01-02,102.3884
2023-01-03,102.3884
2023-01-04,102.3884
2023-01-05,102.3884
2023-01-06,102.3884
2023-01-07,102.3884
2023-01-08,102.3884
2023-01-09,102.3884
2023-01-10,102.3884
2023-01-11,102.3884
2023-01-12,102.3884
2023-01-13,102.3884
2023-01-14,102.3884
2023-01-15,102.3884
2023-01-16,102.3884
2023-01-17,102.3884
2023-01-18,102.3884
2023-01-19,102.3884
2023-01-20,102.3884
2023-01-21,102.3884
2023-01-22,102.3884
2023-01-23,102.3884
2023-01-24,102.3884
2023-01-25,102.3884
2023-01-26,102.3884
2023-01-27,102.3884
2023-01-28,102.3884
2023-01-29,102.3884
2023-01-30,102.3884
2023-01-31,102.3884
2023-02-01,102.3884
2023-02-02,102.3884
2023-02-03,102.3884
2023-02-04,102.3884
2023-02-05,102.3884
2023-02-06,102.3884
2023-02-07,102.3884
2023-02-08,102.3884
2023-02-09,102.3884
2023-02-10,102.3884
2023-02-11,102.3884
2023-02-12,102.3884
2023-02-13,102.3884
2023-02-14,102.3884
