,ENVA US Equity
2020-04-16,1.7261
2020-04-17,1.7261
2020-04-18,1.7261
2020-04-19,1.7261
2020-04-20,1.7261
2020-04-21,1.7261
2020-04-22,1.7261
2020-04-23,1.7261
2020-04-24,1.7261
2020-04-25,1.7261
2020-04-26,1.7261
2020-04-27,1.7261
2020-04-28,1.7261
2020-04-29,1.7261
2020-04-30,1.7261
2020-05-01,1.7261
2020-05-02,1.7261
2020-05-03,1.7261
2020-05-04,1.7261
2020-05-05,1.7261
2020-05-06,1.7261
2020-05-07,1.7261
2020-05-08,1.7261
2020-05-09,1.7261
2020-05-10,1.7261
2020-05-11,1.7261
2020-05-12,1.7261
2020-05-13,1.7261
2020-05-14,1.7261
2020-05-15,1.7261
2020-05-16,1.7261
2020-05-17,1.7261
2020-05-18,1.7261
2020-05-19,1.7261
2020-05-20,1.7261
2020-05-21,1.7261
2020-05-22,1.7261
2020-05-23,1.7261
2020-05-24,1.7261
2020-05-25,1.7261
2020-05-26,1.7261
2020-05-27,1.7261
2020-05-28,1.7261
2020-05-29,1.7261
2020-05-30,1.7261
2020-05-31,1.7261
2020-06-01,1.7261
2020-06-02,1.7261
2020-06-03,1.7261
2020-06-04,1.7261
2020-06-05,1.7261
2020-06-06,1.7261
2020-06-07,1.7261
2020-06-08,1.7261
2020-06-09,1.7261
2020-06-10,1.7261
2020-06-11,1.7261
2020-06-12,1.7261
2020-06-13,1.7261
2020-06-14,1.7261
2020-06-15,1.7261
2020-06-16,1.7261
2020-06-17,1.7261
2020-06-18,1.7261
2020-06-19,1.7261
2020-06-20,1.7261
2020-06-21,1.7261
2020-06-22,1.7261
2020-06-23,1.7261
2020-06-24,1.7261
2020-06-25,1.7261
2020-06-26,1.7261
2020-06-27,1.7261
2020-06-28,1.7261
2020-06-29,1.7261
2020-06-30,6.8016
2020-07-01,6.8016
2020-07-02,6.8016
2020-07-03,6.8016
2020-07-04,6.8016
2020-07-05,6.8016
2020-07-06,6.8016
2020-07-07,6.8016
2020-07-08,6.8016
2020-07-09,6.8016
2020-07-10,6.8016
2020-07-11,6.8016
2020-07-12,6.8016
2020-07-13,6.8016
2020-07-14,6.8016
2020-07-15,6.8016
2020-07-16,6.8016
2020-07-17,6.8016
2020-07-18,6.8016
2020-07-19,6.8016
2020-07-20,6.8016
2020-07-21,6.8016
2020-07-22,6.8016
2020-07-23,6.8016
2020-07-24,6.8016
2020-07-25,6.8016
2020-07-26,6.8016
2020-07-27,6.8016
2020-07-28,6.8016
2020-07-29,6.8016
2020-07-30,6.8016
2020-07-31,6.8016
2020-08-01,6.8016
2020-08-02,6.8016
2020-08-03,6.8016
2020-08-04,6.8016
2020-08-05,6.8016
2020-08-06,6.8016
2020-08-07,6.8016
2020-08-08,6.8016
2020-08-09,6.8016
2020-08-10,6.8016
2020-08-11,6.8016
2020-08-12,6.8016
2020-08-13,6.8016
2020-08-14,6.8016
2020-08-15,6.8016
2020-08-16,6.8016
2020-08-17,6.8016
2020-08-18,6.8016
2020-08-19,6.8016
2020-08-20,6.8016
2020-08-21,6.8016
2020-08-22,6.8016
2020-08-23,6.8016
2020-08-24,6.8016
2020-08-25,6.8016
2020-08-26,6.8016
2020-08-27,6.8016
2020-08-28,6.8016
2020-08-29,6.8016
2020-08-30,6.8016
2020-08-31,6.8016
2020-09-01,6.8016
2020-09-02,6.8016
2020-09-03,6.8016
2020-09-04,6.8016
2020-09-05,6.8016
2020-09-06,6.8016
2020-09-07,6.8016
2020-09-08,6.8016
2020-09-09,6.8016
2020-09-10,6.8016
2020-09-11,6.8016
2020-09-12,6.8016
2020-09-13,6.8016
2020-09-14,6.8016
2020-09-15,6.8016
2020-09-16,6.8016
2020-09-17,6.8016
2020-09-18,6.8016
2020-09-19,6.8016
2020-09-20,6.8016
2020-09-21,6.8016
2020-09-22,6.8016
2020-09-23,6.8016
2020-09-24,6.8016
2020-09-25,6.8016
2020-09-26,6.8016
2020-09-27,6.8016
2020-09-28,6.8016
2020-09-29,6.8016
2020-09-30,19.173
2020-10-01,19.173
2020-10-02,19.173
2020-10-03,19.173
2020-10-04,19.173
2020-10-05,19.173
2020-10-06,19.173
2020-10-07,19.173
2020-10-08,19.173
2020-10-09,19.173
2020-10-10,19.173
2020-10-11,19.173
2020-10-12,19.173
2020-10-13,19.173
2020-10-14,19.173
2020-10-15,19.173
2020-10-16,19.173
2020-10-17,19.173
2020-10-18,19.173
2020-10-19,19.173
2020-10-20,19.173
2020-10-21,19.173
2020-10-22,19.173
2020-10-23,19.173
2020-10-24,19.173
2020-10-25,19.173
2020-10-26,19.173
2020-10-27,19.173
2020-10-28,19.173
2020-10-29,19.173
2020-10-30,19.173
2020-10-31,19.173
2020-11-01,19.173
2020-11-02,19.173
2020-11-03,19.173
2020-11-04,19.173
2020-11-05,19.173
2020-11-06,19.173
2020-11-07,19.173
2020-11-08,19.173
2020-11-09,19.173
2020-11-10,19.173
2020-11-11,19.173
2020-11-12,19.173
2020-11-13,19.173
2020-11-14,19.173
2020-11-15,19.173
2020-11-16,19.173
2020-11-17,19.173
2020-11-18,19.173
2020-11-19,19.173
2020-11-20,19.173
2020-11-21,19.173
2020-11-22,19.173
2020-11-23,19.173
2020-11-24,19.173
2020-11-25,19.173
2020-11-26,19.173
2020-11-27,19.173
2020-11-28,19.173
2020-11-29,19.173
2020-11-30,19.173
2020-12-01,19.173
2020-12-02,19.173
2020-12-03,19.173
2020-12-04,19.173
2020-12-05,19.173
2020-12-06,19.173
2020-12-07,19.173
2020-12-08,19.173
2020-12-09,19.173
2020-12-10,19.173
2020-12-11,19.173
2020-12-12,19.173
2020-12-13,19.173
2020-12-14,19.173
2020-12-15,19.173
2020-12-16,19.173
2020-12-17,19.173
2020-12-18,19.173
2020-12-19,19.173
2020-12-20,19.173
2020-12-21,19.173
2020-12-22,19.173
2020-12-23,19.173
2020-12-24,19.173
2020-12-25,19.173
2020-12-26,19.173
2020-12-27,19.173
2020-12-28,19.173
2020-12-29,19.173
2020-12-30,19.173
2020-12-31,58.4011
2021-01-01,58.4011
2021-01-02,58.4011
2021-01-03,58.4011
2021-01-04,58.4011
2021-01-05,58.4011
2021-01-06,58.4011
2021-01-07,58.4011
2021-01-08,58.4011
2021-01-09,58.4011
2021-01-10,58.4011
2021-01-11,58.4011
2021-01-12,58.4011
2021-01-13,58.4011
2021-01-14,58.4011
2021-01-15,58.4011
2021-01-16,58.4011
2021-01-17,58.4011
2021-01-18,58.4011
2021-01-19,58.4011
2021-01-20,58.4011
2021-01-21,58.4011
2021-01-22,58.4011
2021-01-23,58.4011
2021-01-24,58.4011
2021-01-25,58.4011
2021-01-26,58.4011
2021-01-27,58.4011
2021-01-28,58.4011
2021-01-29,58.4011
2021-01-30,58.4011
2021-01-31,58.4011
2021-02-01,58.4011
2021-02-02,58.4011
2021-02-03,58.4011
2021-02-04,58.4011
2021-02-05,58.4011
2021-02-06,58.4011
2021-02-07,58.4011
2021-02-08,58.4011
2021-02-09,58.4011
2021-02-10,58.4011
2021-02-11,58.4011
2021-02-12,58.4011
2021-02-13,58.4011
2021-02-14,58.4011
2021-02-15,58.4011
2021-02-16,58.4011
2021-02-17,58.4011
2021-02-18,58.4011
2021-02-19,58.4011
2021-02-20,58.4011
2021-02-21,58.4011
2021-02-22,58.4011
2021-02-23,58.4011
2021-02-24,58.4011
2021-02-25,58.4011
2021-02-26,58.4011
2021-02-27,58.4011
2021-02-28,58.4011
2021-03-01,58.4011
2021-03-02,58.4011
2021-03-03,58.4011
2021-03-04,58.4011
2021-03-05,58.4011
2021-03-06,58.4011
2021-03-07,58.4011
2021-03-08,58.4011
2021-03-09,58.4011
2021-03-10,58.4011
2021-03-11,58.4011
2021-03-12,58.4011
2021-03-13,58.4011
2021-03-14,58.4011
2021-03-15,58.4011
2021-03-16,58.4011
2021-03-17,58.4011
2021-03-18,58.4011
2021-03-19,58.4011
2021-03-20,58.4011
2021-03-21,58.4011
2021-03-22,58.4011
2021-03-23,58.4011
2021-03-24,58.4011
2021-03-25,58.4011
2021-03-26,58.4011
2021-03-27,58.4011
2021-03-28,58.4011
2021-03-29,58.4011
2021-03-30,58.4011
2021-03-31,62.1316
2021-04-01,62.1316
2021-04-02,62.1316
2021-04-03,62.1316
2021-04-04,62.1316
2021-04-05,62.1316
2021-04-06,62.1316
2021-04-07,62.1316
2021-04-08,62.1316
2021-04-09,62.1316
2021-04-10,62.1316
2021-04-11,62.1316
2021-04-12,62.1316
2021-04-13,62.1316
2021-04-14,62.1316
2021-04-15,62.1316
2021-04-16,62.1316
2021-04-17,62.1316
2021-04-18,62.1316
2021-04-19,62.1316
2021-04-20,62.1316
2021-04-21,62.1316
2021-04-22,62.1316
2021-04-23,62.1316
2021-04-24,62.1316
2021-04-25,62.1316
2021-04-26,62.1316
2021-04-27,62.1316
2021-04-28,62.1316
2021-04-29,62.1316
2021-04-30,62.1316
2021-05-01,62.1316
2021-05-02,62.1316
2021-05-03,62.1316
2021-05-04,62.1316
2021-05-05,62.1316
2021-05-06,62.1316
2021-05-07,62.1316
2021-05-08,62.1316
2021-05-09,62.1316
2021-05-10,62.1316
2021-05-11,62.1316
2021-05-12,62.1316
2021-05-13,62.1316
2021-05-14,62.1316
2021-05-15,62.1316
2021-05-16,62.1316
2021-05-17,62.1316
2021-05-18,62.1316
2021-05-19,62.1316
2021-05-20,62.1316
2021-05-21,62.1316
2021-05-22,62.1316
2021-05-23,62.1316
2021-05-24,62.1316
2021-05-25,62.1316
2021-05-26,62.1316
2021-05-27,62.1316
2021-05-28,62.1316
2021-05-29,62.1316
2021-05-30,62.1316
2021-05-31,62.1316
2021-06-01,62.1316
2021-06-02,62.1316
2021-06-03,62.1316
2021-06-04,62.1316
2021-06-05,62.1316
2021-06-06,62.1316
2021-06-07,62.1316
2021-06-08,62.1316
2021-06-09,62.1316
2021-06-10,62.1316
2021-06-11,62.1316
2021-06-12,62.1316
2021-06-13,62.1316
2021-06-14,62.1316
2021-06-15,62.1316
2021-06-16,62.1316
2021-06-17,62.1316
2021-06-18,62.1316
2021-06-19,62.1316
2021-06-20,62.1316
2021-06-21,62.1316
2021-06-22,62.1316
2021-06-23,62.1316
2021-06-24,62.1316
2021-06-25,62.1316
2021-06-26,62.1316
2021-06-27,62.1316
2021-06-28,62.1316
2021-06-29,62.1316
2021-06-30,61.2091
2021-07-01,61.2091
2021-07-02,61.2091
2021-07-03,61.2091
2021-07-04,61.2091
2021-07-05,61.2091
2021-07-06,61.2091
2021-07-07,61.2091
2021-07-08,61.2091
2021-07-09,61.2091
2021-07-10,61.2091
2021-07-11,61.2091
2021-07-12,61.2091
2021-07-13,61.2091
2021-07-14,61.2091
2021-07-15,61.2091
2021-07-16,61.2091
2021-07-17,61.2091
2021-07-18,61.2091
2021-07-19,61.2091
2021-07-20,61.2091
2021-07-21,61.2091
2021-07-22,61.2091
2021-07-23,61.2091
2021-07-24,61.2091
2021-07-25,61.2091
2021-07-26,61.2091
2021-07-27,61.2091
2021-07-28,61.2091
2021-07-29,61.2091
2021-07-30,61.2091
2021-07-31,61.2091
2021-08-01,61.2091
2021-08-02,61.2091
2021-08-03,61.2091
2021-08-04,61.2091
2021-08-05,61.2091
2021-08-06,61.2091
2021-08-07,61.2091
2021-08-08,61.2091
2021-08-09,61.2091
2021-08-10,61.2091
2021-08-11,61.2091
2021-08-12,61.2091
2021-08-13,61.2091
2021-08-14,61.2091
2021-08-15,61.2091
2021-08-16,61.2091
2021-08-17,61.2091
2021-08-18,61.2091
2021-08-19,61.2091
2021-08-20,61.2091
2021-08-21,61.2091
2021-08-22,61.2091
2021-08-23,61.2091
2021-08-24,61.2091
2021-08-25,61.2091
2021-08-26,61.2091
2021-08-27,61.2091
2021-08-28,61.2091
2021-08-29,61.2091
2021-08-30,61.2091
2021-08-31,61.2091
2021-09-01,61.2091
2021-09-02,61.2091
2021-09-03,61.2091
2021-09-04,61.2091
2021-09-05,61.2091
2021-09-06,61.2091
2021-09-07,61.2091
2021-09-08,61.2091
2021-09-09,61.2091
2021-09-10,61.2091
2021-09-11,61.2091
2021-09-12,61.2091
2021-09-13,61.2091
2021-09-14,61.2091
2021-09-15,61.2091
2021-09-16,61.2091
2021-09-17,61.2091
2021-09-18,61.2091
2021-09-19,61.2091
2021-09-20,61.2091
2021-09-21,61.2091
2021-09-22,61.2091
2021-09-23,61.2091
2021-09-24,61.2091
2021-09-25,61.2091
2021-09-26,61.2091
2021-09-27,61.2091
2021-09-28,61.2091
2021-09-29,61.2091
2021-09-30,51.3686
2021-10-01,51.3686
2021-10-02,51.3686
2021-10-03,51.3686
2021-10-04,51.3686
2021-10-05,51.3686
2021-10-06,51.3686
2021-10-07,51.3686
2021-10-08,51.3686
2021-10-09,51.3686
2021-10-10,51.3686
2021-10-11,51.3686
2021-10-12,51.3686
2021-10-13,51.3686
2021-10-14,51.3686
2021-10-15,51.3686
2021-10-16,51.3686
2021-10-17,51.3686
2021-10-18,51.3686
2021-10-19,51.3686
2021-10-20,51.3686
2021-10-21,51.3686
2021-10-22,51.3686
2021-10-23,51.3686
2021-10-24,51.3686
2021-10-25,51.3686
2021-10-26,51.3686
2021-10-27,51.3686
2021-10-28,51.3686
2021-10-29,51.3686
2021-10-30,51.3686
2021-10-31,51.3686
2021-11-01,51.3686
2021-11-02,51.3686
2021-11-03,51.3686
2021-11-04,51.3686
2021-11-05,51.3686
2021-11-06,51.3686
2021-11-07,51.3686
2021-11-08,51.3686
2021-11-09,51.3686
2021-11-10,51.3686
2021-11-11,51.3686
2021-11-12,51.3686
2021-11-13,51.3686
2021-11-14,51.3686
2021-11-15,51.3686
2021-11-16,51.3686
2021-11-17,51.3686
2021-11-18,51.3686
2021-11-19,51.3686
2021-11-20,51.3686
2021-11-21,51.3686
2021-11-22,51.3686
2021-11-23,51.3686
2021-11-24,51.3686
2021-11-25,51.3686
2021-11-26,51.3686
2021-11-27,51.3686
2021-11-28,51.3686
2021-11-29,51.3686
2021-11-30,51.3686
2021-12-01,51.3686
2021-12-02,51.3686
2021-12-03,51.3686
2021-12-04,51.3686
2021-12-05,51.3686
2021-12-06,51.3686
2021-12-07,51.3686
2021-12-08,51.3686
2021-12-09,51.3686
2021-12-10,51.3686
2021-12-11,51.3686
2021-12-12,51.3686
2021-12-13,51.3686
2021-12-14,51.3686
2021-12-15,51.3686
2021-12-16,51.3686
2021-12-17,51.3686
2021-12-18,51.3686
2021-12-19,51.3686
2021-12-20,51.3686
2021-12-21,51.3686
2021-12-22,51.3686
2021-12-23,51.3686
2021-12-24,51.3686
2021-12-25,51.3686
2021-12-26,51.3686
2021-12-27,51.3686
2021-12-28,51.3686
2021-12-29,51.3686
2021-12-30,51.3686
2021-12-31,25.4969
2022-01-01,25.4969
2022-01-02,25.4969
2022-01-03,25.4969
2022-01-04,25.4969
2022-01-05,25.4969
2022-01-06,25.4969
2022-01-07,25.4969
2022-01-08,25.4969
2022-01-09,25.4969
2022-01-10,25.4969
2022-01-11,25.4969
2022-01-12,25.4969
2022-01-13,25.4969
2022-01-14,25.4969
2022-01-15,25.4969
2022-01-16,25.4969
2022-01-17,25.4969
2022-01-18,25.4969
2022-01-19,25.4969
2022-01-20,25.4969
2022-01-21,25.4969
2022-01-22,25.4969
2022-01-23,25.4969
2022-01-24,25.4969
2022-01-25,25.4969
2022-01-26,25.4969
2022-01-27,25.4969
2022-01-28,25.4969
2022-01-29,25.4969
2022-01-30,25.4969
2022-01-31,25.4969
2022-02-01,25.4969
2022-02-02,25.4969
2022-02-03,25.4969
2022-02-04,25.4969
2022-02-05,25.4969
2022-02-06,25.4969
2022-02-07,25.4969
2022-02-08,25.4969
2022-02-09,25.4969
2022-02-10,25.4969
2022-02-11,25.4969
2022-02-12,25.4969
2022-02-13,25.4969
2022-02-14,25.4969
2022-02-15,25.4969
2022-02-16,25.4969
2022-02-17,25.4969
2022-02-18,25.4969
2022-02-19,25.4969
2022-02-20,25.4969
2022-02-21,25.4969
2022-02-22,25.4969
2022-02-23,25.4969
2022-02-24,25.4969
2022-02-25,25.4969
2022-02-26,25.4969
2022-02-27,25.4969
2022-02-28,25.4969
2022-03-01,25.4969
2022-03-02,25.4969
2022-03-03,25.4969
2022-03-04,25.4969
2022-03-05,25.4969
2022-03-06,25.4969
2022-03-07,25.4969
2022-03-08,25.4969
2022-03-09,25.4969
2022-03-10,25.4969
2022-03-11,25.4969
2022-03-12,25.4969
2022-03-13,25.4969
2022-03-14,25.4969
2022-03-15,25.4969
2022-03-16,25.4969
2022-03-17,25.4969
2022-03-18,25.4969
2022-03-19,25.4969
2022-03-20,25.4969
2022-03-21,25.4969
2022-03-22,25.4969
2022-03-23,25.4969
2022-03-24,25.4969
2022-03-25,25.4969
2022-03-26,25.4969
2022-03-27,25.4969
2022-03-28,25.4969
2022-03-29,25.4969
2022-03-30,25.4969
2022-03-31,22.3561
2022-04-01,22.3561
2022-04-02,22.3561
2022-04-03,22.3561
2022-04-04,22.3561
2022-04-05,22.3561
2022-04-06,22.3561
2022-04-07,22.3561
2022-04-08,22.3561
2022-04-09,22.3561
2022-04-10,22.3561
2022-04-11,22.3561
2022-04-12,22.3561
2022-04-13,22.3561
2022-04-14,22.3561
2022-04-15,22.3561
2022-04-16,22.3561
2022-04-17,22.3561
2022-04-18,22.3561
2022-04-19,22.3561
2022-04-20,22.3561
2022-04-21,22.3561
2022-04-22,22.3561
2022-04-23,22.3561
2022-04-24,22.3561
2022-04-25,22.3561
2022-04-26,22.3561
2022-04-27,22.3561
2022-04-28,22.3561
2022-04-29,22.3561
2022-04-30,22.3561
2022-05-01,22.3561
2022-05-02,22.3561
2022-05-03,22.3561
2022-05-04,22.3561
2022-05-05,22.3561
2022-05-06,22.3561
2022-05-07,22.3561
2022-05-08,22.3561
2022-05-09,22.3561
2022-05-10,22.3561
2022-05-11,22.3561
2022-05-12,22.3561
2022-05-13,22.3561
2022-05-14,22.3561
2022-05-15,22.3561
2022-05-16,22.3561
2022-05-17,22.3561
2022-05-18,22.3561
2022-05-19,22.3561
2022-05-20,22.3561
2022-05-21,22.3561
2022-05-22,22.3561
2022-05-23,22.3561
2022-05-24,22.3561
2022-05-25,22.3561
2022-05-26,22.3561
2022-05-27,22.3561
2022-05-28,22.3561
2022-05-29,22.3561
2022-05-30,22.3561
2022-05-31,22.3561
2022-06-01,22.3561
2022-06-02,22.3561
2022-06-03,22.3561
2022-06-04,22.3561
2022-06-05,22.3561
2022-06-06,22.3561
2022-06-07,22.3561
2022-06-08,22.3561
2022-06-09,22.3561
2022-06-10,22.3561
2022-06-11,22.3561
2022-06-12,22.3561
2022-06-13,22.3561
2022-06-14,22.3561
2022-06-15,22.3561
2022-06-16,22.3561
2022-06-17,22.3561
2022-06-18,22.3561
2022-06-19,22.3561
2022-06-20,22.3561
2022-06-21,22.3561
2022-06-22,22.3561
2022-06-23,22.3561
2022-06-24,22.3561
2022-06-25,22.3561
2022-06-26,22.3561
2022-06-27,22.3561
2022-06-28,22.3561
2022-06-29,22.3561
2022-06-30,18.6254
2022-07-01,18.6254
2022-07-02,18.6254
2022-07-03,18.6254
2022-07-04,18.6254
2022-07-05,18.6254
2022-07-06,18.6254
2022-07-07,18.6254
2022-07-08,18.6254
2022-07-09,18.6254
2022-07-10,18.6254
2022-07-11,18.6254
2022-07-12,18.6254
2022-07-13,18.6254
2022-07-14,18.6254
2022-07-15,18.6254
2022-07-16,18.6254
2022-07-17,18.6254
2022-07-18,18.6254
2022-07-19,18.6254
2022-07-20,18.6254
2022-07-21,18.6254
2022-07-22,18.6254
2022-07-23,18.6254
2022-07-24,18.6254
2022-07-25,18.6254
2022-07-26,18.6254
2022-07-27,18.6254
2022-07-28,18.6254
2022-07-29,18.6254
2022-07-30,18.6254
2022-07-31,18.6254
2022-08-01,18.6254
2022-08-02,18.6254
2022-08-03,18.6254
2022-08-04,18.6254
2022-08-05,18.6254
2022-08-06,18.6254
2022-08-07,18.6254
2022-08-08,18.6254
2022-08-09,18.6254
2022-08-10,18.6254
2022-08-11,18.6254
2022-08-12,18.6254
2022-08-13,18.6254
2022-08-14,18.6254
2022-08-15,18.6254
2022-08-16,18.6254
2022-08-17,18.6254
2022-08-18,18.6254
2022-08-19,18.6254
2022-08-20,18.6254
2022-08-21,18.6254
2022-08-22,18.6254
2022-08-23,18.6254
2022-08-24,18.6254
2022-08-25,18.6254
2022-08-26,18.6254
2022-08-27,18.6254
2022-08-28,18.6254
2022-08-29,18.6254
2022-08-30,18.6254
2022-08-31,18.6254
2022-09-01,18.6254
2022-09-02,18.6254
2022-09-03,18.6254
2022-09-04,18.6254
2022-09-05,18.6254
2022-09-06,18.6254
2022-09-07,18.6254
2022-09-08,18.6254
2022-09-09,18.6254
2022-09-10,18.6254
2022-09-11,18.6254
2022-09-12,18.6254
2022-09-13,18.6254
2022-09-14,18.6254
2022-09-15,18.6254
2022-09-16,18.6254
2022-09-17,18.6254
2022-09-18,18.6254
2022-09-19,18.6254
2022-09-20,18.6254
2022-09-21,18.6254
2022-09-22,18.6254
2022-09-23,18.6254
2022-09-24,18.6254
2022-09-25,18.6254
2022-09-26,18.6254
2022-09-27,18.6254
2022-09-28,18.6254
2022-09-29,18.6254
2022-09-30,18.0068
2022-10-01,18.0068
2022-10-02,18.0068
2022-10-03,18.0068
2022-10-04,18.0068
2022-10-05,18.0068
2022-10-06,18.0068
2022-10-07,18.0068
2022-10-08,18.0068
2022-10-09,18.0068
2022-10-10,18.0068
2022-10-11,18.0068
2022-10-12,18.0068
2022-10-13,18.0068
2022-10-14,18.0068
2022-10-15,18.0068
2022-10-16,18.0068
2022-10-17,18.0068
2022-10-18,18.0068
2022-10-19,18.0068
2022-10-20,18.0068
2022-10-21,18.0068
2022-10-22,18.0068
2022-10-23,18.0068
2022-10-24,18.0068
2022-10-25,18.0068
2022-10-26,18.0068
2022-10-27,18.0068
2022-10-28,18.0068
2022-10-29,18.0068
2022-10-30,18.0068
2022-10-31,18.0068
2022-11-01,18.0068
2022-11-02,18.0068
2022-11-03,18.0068
2022-11-04,18.0068
2022-11-05,18.0068
2022-11-06,18.0068
2022-11-07,18.0068
2022-11-08,18.0068
2022-11-09,18.0068
2022-11-10,18.0068
2022-11-11,18.0068
2022-11-12,18.0068
2022-11-13,18.0068
2022-11-14,18.0068
2022-11-15,18.0068
2022-11-16,18.0068
2022-11-17,18.0068
2022-11-18,18.0068
2022-11-19,18.0068
2022-11-20,18.0068
2022-11-21,18.0068
2022-11-22,18.0068
2022-11-23,18.0068
2022-11-24,18.0068
2022-11-25,18.0068
2022-11-26,18.0068
2022-11-27,18.0068
2022-11-28,18.0068
2022-11-29,18.0068
2022-11-30,18.0068
2022-12-01,18.0068
2022-12-02,18.0068
2022-12-03,18.0068
2022-12-04,18.0068
2022-12-05,18.0068
2022-12-06,18.0068
2022-12-07,18.0068
2022-12-08,18.0068
2022-12-09,18.0068
2022-12-10,18.0068
2022-12-11,18.0068
2022-12-12,18.0068
2022-12-13,18.0068
2022-12-14,18.0068
2022-12-15,18.0068
2022-12-16,18.0068
2022-12-17,18.0068
2022-12-18,18.0068
2022-12-19,18.0068
2022-12-20,18.0068
2022-12-21,18.0068
2022-12-22,18.0068
2022-12-23,18.0068
2022-12-24,18.0068
2022-12-25,18.0068
2022-12-26,18.0068
2022-12-27,18.0068
2022-12-28,18.0068
2022-12-29,18.0068
2022-12-30,18.0068
2022-12-31,18.2015
2023-01-01,18.2015
2023-01-02,18.2015
2023-01-03,18.2015
2023-01-04,18.2015
2023-01-05,18.2015
2023-01-06,18.2015
2023-01-07,18.2015
2023-01-08,18.2015
2023-01-09,18.2015
2023-01-10,18.2015
2023-01-11,18.2015
2023-01-12,18.2015
2023-01-13,18.2015
2023-01-14,18.2015
2023-01-15,18.2015
2023-01-16,18.2015
2023-01-17,18.2015
2023-01-18,18.2015
2023-01-19,18.2015
2023-01-20,18.2015
2023-01-21,18.2015
2023-01-22,18.2015
2023-01-23,18.2015
2023-01-24,18.2015
2023-01-25,18.2015
2023-01-26,18.2015
2023-01-27,18.2015
2023-01-28,18.2015
2023-01-29,18.2015
2023-01-30,18.2015
2023-01-31,18.2015
2023-02-01,18.2015
2023-02-02,18.2015
2023-02-03,18.2015
2023-02-04,18.2015
2023-02-05,18.2015
2023-02-06,18.2015
2023-02-07,18.2015
2023-02-08,18.2015
2023-02-09,18.2015
2023-02-10,18.2015
2023-02-11,18.2015
2023-02-12,18.2015
2023-02-13,18.2015
2023-02-14,18.2015
2023-02-15,18.2015
2023-02-16,18.2015
2023-02-17,18.2015
2023-02-18,18.2015
2023-02-19,18.2015
2023-02-20,18.2015
2023-02-21,18.2015
2023-02-22,18.2015
2023-02-23,18.2015
2023-02-24,18.2015
2023-02-25,18.2015
2023-02-26,18.2015
2023-02-27,18.2015
2023-02-28,18.2015
2023-03-01,18.2015
2023-03-02,18.2015
2023-03-03,18.2015
2023-03-04,18.2015
2023-03-05,18.2015
2023-03-06,18.2015
2023-03-07,18.2015
2023-03-08,18.2015
2023-03-09,18.2015
2023-03-10,18.2015
2023-03-11,18.2015
2023-03-12,18.2015
2023-03-13,18.2015
2023-03-14,18.2015
2023-03-15,18.2015
2023-03-16,18.2015
