,CMI US Equity
,RETURN_COM_EQY
2020-01-01,30.4275
2020-01-02,30.4275
2020-01-03,30.4275
2020-01-04,30.4275
2020-01-05,30.4275
2020-01-06,30.4275
2020-01-07,30.4275
2020-01-08,30.4275
2020-01-09,30.4275
2020-01-10,30.4275
2020-01-11,30.4275
2020-01-12,30.4275
2020-01-13,30.4275
2020-01-14,30.4275
2020-01-15,30.4275
2020-01-16,30.4275
2020-01-17,30.4275
2020-01-18,30.4275
2020-01-19,30.4275
2020-01-20,30.4275
2020-01-21,30.4275
2020-01-22,30.4275
2020-01-23,30.4275
2020-01-24,30.4275
2020-01-25,30.4275
2020-01-26,30.4275
2020-01-27,30.4275
2020-01-28,30.4275
2020-01-29,30.4275
2020-01-30,30.4275
2020-01-31,30.4275
2020-02-01,30.4275
2020-02-02,30.4275
2020-02-03,30.4275
2020-02-04,30.4275
2020-02-05,30.4275
2020-02-06,30.4275
2020-02-07,30.4275
2020-02-08,30.4275
2020-02-09,30.4275
2020-02-10,30.4275
2020-02-11,30.4275
2020-02-12,30.4275
2020-02-13,30.4275
2020-02-14,30.4275
2020-02-15,30.4275
2020-02-16,30.4275
2020-02-17,30.4275
2020-02-18,30.4275
2020-02-19,30.4275
2020-02-20,30.4275
2020-02-21,30.4275
2020-02-22,30.4275
2020-02-23,30.4275
2020-02-24,30.4275
2020-02-25,30.4275
2020-02-26,30.4275
2020-02-27,30.4275
2020-02-28,30.4275
2020-02-29,30.4275
2020-03-01,30.4275
2020-03-02,30.4275
2020-03-03,30.4275
2020-03-04,30.4275
2020-03-05,30.4275
2020-03-06,30.4275
2020-03-07,30.4275
2020-03-08,30.4275
2020-03-09,30.4275
2020-03-10,30.4275
2020-03-11,30.4275
2020-03-12,30.4275
2020-03-13,30.4275
2020-03-14,30.4275
2020-03-15,30.4275
2020-03-16,30.4275
2020-03-17,30.4275
2020-03-18,30.4275
2020-03-19,30.4275
2020-03-20,30.4275
2020-03-21,30.4275
2020-03-22,30.4275
2020-03-23,30.4275
2020-03-24,30.4275
2020-03-25,30.4275
2020-03-26,30.4275
2020-03-27,30.4275
2020-03-28,30.4275
2020-03-29,28.3181
2020-03-30,28.3181
2020-03-31,28.3181
2020-04-01,28.3181
2020-04-02,28.3181
2020-04-03,28.3181
2020-04-04,28.3181
2020-04-05,28.3181
2020-04-06,28.3181
2020-04-07,28.3181
2020-04-08,28.3181
2020-04-09,28.3181
2020-04-10,28.3181
2020-04-11,28.3181
2020-04-12,28.3181
2020-04-13,28.3181
2020-04-14,28.3181
2020-04-15,28.3181
2020-04-16,28.3181
2020-04-17,28.3181
2020-04-18,28.3181
2020-04-19,28.3181
2020-04-20,28.3181
2020-04-21,28.3181
2020-04-22,28.3181
2020-04-23,28.3181
2020-04-24,28.3181
2020-04-25,28.3181
2020-04-26,28.3181
2020-04-27,28.3181
2020-04-28,28.3181
2020-04-29,28.3181
2020-04-30,28.3181
2020-05-01,28.3181
2020-05-02,28.3181
2020-05-03,28.3181
2020-05-04,28.3181
2020-05-05,28.3181
2020-05-06,28.3181
2020-05-07,28.3181
2020-05-08,28.3181
2020-05-09,28.3181
2020-05-10,28.3181
2020-05-11,28.3181
2020-05-12,28.3181
2020-05-13,28.3181
2020-05-14,28.3181
2020-05-15,28.3181
2020-05-16,28.3181
2020-05-17,28.3181
2020-05-18,28.3181
2020-05-19,28.3181
2020-05-20,28.3181
2020-05-21,28.3181
2020-05-22,28.3181
2020-05-23,28.3181
2020-05-24,28.3181
2020-05-25,28.3181
2020-05-26,28.3181
2020-05-27,28.3181
2020-05-28,28.3181
2020-05-29,28.3181
2020-05-30,28.3181
2020-05-31,28.3181
2020-06-01,28.3181
2020-06-02,28.3181
2020-06-03,28.3181
2020-06-04,28.3181
2020-06-05,28.3181
2020-06-06,28.3181
2020-06-07,28.3181
2020-06-08,28.3181
2020-06-09,28.3181
2020-06-10,28.3181
2020-06-11,28.3181
2020-06-12,28.3181
2020-06-13,28.3181
2020-06-14,28.3181
2020-06-15,28.3181
2020-06-16,28.3181
2020-06-17,28.3181
2020-06-18,28.3181
2020-06-19,28.3181
2020-06-20,28.3181
2020-06-21,28.3181
2020-06-22,28.3181
2020-06-23,28.3181
2020-06-24,28.3181
2020-06-25,28.3181
2020-06-26,28.3181
2020-06-27,28.3181
2020-06-28,22.0944
2020-06-29,22.0944
2020-06-30,22.0944
2020-07-01,22.0944
2020-07-02,22.0944
2020-07-03,22.0944
2020-07-04,22.0944
2020-07-05,22.0944
2020-07-06,22.0944
2020-07-07,22.0944
2020-07-08,22.0944
2020-07-09,22.0944
2020-07-10,22.0944
2020-07-11,22.0944
2020-07-12,22.0944
2020-07-13,22.0944
2020-07-14,22.0944
2020-07-15,22.0944
2020-07-16,22.0944
2020-07-17,22.0944
2020-07-18,22.0944
2020-07-19,22.0944
2020-07-20,22.0944
2020-07-21,22.0944
2020-07-22,22.0944
2020-07-23,22.0944
2020-07-24,22.0944
2020-07-25,22.0944
2020-07-26,22.0944
2020-07-27,22.0944
2020-07-28,22.0944
2020-07-29,22.0944
2020-07-30,22.0944
2020-07-31,22.0944
2020-08-01,22.0944
2020-08-02,22.0944
2020-08-03,22.0944
2020-08-04,22.0944
2020-08-05,22.0944
2020-08-06,22.0944
2020-08-07,22.0944
2020-08-08,22.0944
2020-08-09,22.0944
2020-08-10,22.0944
2020-08-11,22.0944
2020-08-12,22.0944
2020-08-13,22.0944
2020-08-14,22.0944
2020-08-15,22.0944
2020-08-16,22.0944
2020-08-17,22.0944
2020-08-18,22.0944
2020-08-19,22.0944
2020-08-20,22.0944
2020-08-21,22.0944
2020-08-22,22.0944
2020-08-23,22.0944
2020-08-24,22.0944
2020-08-25,22.0944
2020-08-26,22.0944
2020-08-27,22.0944
2020-08-28,22.0944
2020-08-29,22.0944
2020-08-30,22.0944
2020-08-31,22.0944
2020-09-01,22.0944
2020-09-02,22.0944
2020-09-03,22.0944
2020-09-04,22.0944
2020-09-05,22.0944
2020-09-06,22.0944
2020-09-07,22.0944
2020-09-08,22.0944
2020-09-09,22.0944
2020-09-10,22.0944
2020-09-11,22.0944
2020-09-12,22.0944
2020-09-13,22.0944
2020-09-14,22.0944
2020-09-15,22.0944
2020-09-16,22.0944
2020-09-17,22.0944
2020-09-18,22.0944
2020-09-19,22.0944
2020-09-20,22.0944
2020-09-21,22.0944
2020-09-22,22.0944
2020-09-23,22.0944
2020-09-24,22.0944
2020-09-25,22.0944
2020-09-26,22.0944
2020-09-27,20.4771
2020-09-28,20.4771
2020-09-29,20.4771
2020-09-30,20.4771
2020-10-01,20.4771
2020-10-02,20.4771
2020-10-03,20.4771
2020-10-04,20.4771
2020-10-05,20.4771
2020-10-06,20.4771
2020-10-07,20.4771
2020-10-08,20.4771
2020-10-09,20.4771
2020-10-10,20.4771
2020-10-11,20.4771
2020-10-12,20.4771
2020-10-13,20.4771
2020-10-14,20.4771
2020-10-15,20.4771
2020-10-16,20.4771
2020-10-17,20.4771
2020-10-18,20.4771
2020-10-19,20.4771
2020-10-20,20.4771
2020-10-21,20.4771
2020-10-22,20.4771
2020-10-23,20.4771
2020-10-24,20.4771
2020-10-25,20.4771
2020-10-26,20.4771
2020-10-27,20.4771
2020-10-28,20.4771
2020-10-29,20.4771
2020-10-30,20.4771
2020-10-31,20.4771
2020-11-01,20.4771
2020-11-02,20.4771
2020-11-03,20.4771
2020-11-04,20.4771
2020-11-05,20.4771
2020-11-06,20.4771
2020-11-07,20.4771
2020-11-08,20.4771
2020-11-09,20.4771
2020-11-10,20.4771
2020-11-11,20.4771
2020-11-12,20.4771
2020-11-13,20.4771
2020-11-14,20.4771
2020-11-15,20.4771
2020-11-16,20.4771
2020-11-17,20.4771
2020-11-18,20.4771
2020-11-19,20.4771
2020-11-20,20.4771
2020-11-21,20.4771
2020-11-22,20.4771
2020-11-23,20.4771
2020-11-24,20.4771
2020-11-25,20.4771
2020-11-26,20.4771
2020-11-27,20.4771
2020-11-28,20.4771
2020-11-29,20.4771
2020-11-30,20.4771
2020-12-01,20.4771
2020-12-02,20.4771
2020-12-03,20.4771
2020-12-04,20.4771
2020-12-05,20.4771
2020-12-06,20.4771
2020-12-07,20.4771
2020-12-08,20.4771
2020-12-09,20.4771
2020-12-10,20.4771
2020-12-11,20.4771
2020-12-12,20.4771
2020-12-13,20.4771
2020-12-14,20.4771
2020-12-15,20.4771
2020-12-16,20.4771
2020-12-17,20.4771
2020-12-18,20.4771
2020-12-19,20.4771
2020-12-20,20.4771
2020-12-21,20.4771
2020-12-22,20.4771
2020-12-23,20.4771
2020-12-24,20.4771
2020-12-25,20.4771
2020-12-26,20.4771
2020-12-27,20.4771
2020-12-28,20.4771
2020-12-29,20.4771
2020-12-30,20.4771
2020-12-31,22.9816
2021-01-01,22.9816
2021-01-02,22.9816
2021-01-03,22.9816
2021-01-04,22.9816
2021-01-05,22.9816
2021-01-06,22.9816
2021-01-07,22.9816
2021-01-08,22.9816
2021-01-09,22.9816
2021-01-10,22.9816
2021-01-11,22.9816
2021-01-12,22.9816
2021-01-13,22.9816
2021-01-14,22.9816
2021-01-15,22.9816
2021-01-16,22.9816
2021-01-17,22.9816
2021-01-18,22.9816
2021-01-19,22.9816
2021-01-20,22.9816
2021-01-21,22.9816
2021-01-22,22.9816
2021-01-23,22.9816
2021-01-24,22.9816
2021-01-25,22.9816
2021-01-26,22.9816
2021-01-27,22.9816
2021-01-28,22.9816
2021-01-29,22.9816
2021-01-30,22.9816
2021-01-31,22.9816
2021-02-01,22.9816
2021-02-02,22.9816
2021-02-03,22.9816
2021-02-04,22.9816
2021-02-05,22.9816
2021-02-06,22.9816
2021-02-07,22.9816
2021-02-08,22.9816
2021-02-09,22.9816
2021-02-10,22.9816
2021-02-11,22.9816
2021-02-12,22.9816
2021-02-13,22.9816
2021-02-14,22.9816
2021-02-15,22.9816
2021-02-16,22.9816
2021-02-17,22.9816
2021-02-18,22.9816
2021-02-19,22.9816
2021-02-20,22.9816
2021-02-21,22.9816
2021-02-22,22.9816
2021-02-23,22.9816
2021-02-24,22.9816
2021-02-25,22.9816
2021-02-26,22.9816
2021-02-27,22.9816
2021-02-28,22.9816
2021-03-01,22.9816
2021-03-02,22.9816
2021-03-03,22.9816
2021-03-04,22.9816
2021-03-05,22.9816
2021-03-06,22.9816
2021-03-07,22.9816
2021-03-08,22.9816
2021-03-09,22.9816
2021-03-10,22.9816
2021-03-11,22.9816
2021-03-12,22.9816
2021-03-13,22.9816
2021-03-14,22.9816
2021-03-15,22.9816
2021-03-16,22.9816
2021-03-17,22.9816
2021-03-18,22.9816
2021-03-19,22.9816
2021-03-20,22.9816
2021-03-21,22.9816
2021-03-22,22.9816
2021-03-23,22.9816
2021-03-24,22.9816
2021-03-25,22.9816
2021-03-26,22.9816
2021-03-27,22.9816
2021-03-28,22.9816
2021-03-29,22.9816
2021-03-30,22.9816
2021-03-31,22.9816
2021-04-01,22.9816
2021-04-02,22.9816
2021-04-03,22.9816
2021-04-04,24.7875
2021-04-05,24.7875
2021-04-06,24.7875
2021-04-07,24.7875
2021-04-08,24.7875
2021-04-09,24.7875
2021-04-10,24.7875
2021-04-11,24.7875
2021-04-12,24.7875
2021-04-13,24.7875
2021-04-14,24.7875
2021-04-15,24.7875
2021-04-16,24.7875
2021-04-17,24.7875
2021-04-18,24.7875
2021-04-19,24.7875
2021-04-20,24.7875
2021-04-21,24.7875
2021-04-22,24.7875
2021-04-23,24.7875
2021-04-24,24.7875
2021-04-25,24.7875
2021-04-26,24.7875
2021-04-27,24.7875
2021-04-28,24.7875
2021-04-29,24.7875
2021-04-30,24.7875
2021-05-01,24.7875
2021-05-02,24.7875
2021-05-03,24.7875
2021-05-04,24.7875
2021-05-05,24.7875
2021-05-06,24.7875
2021-05-07,24.7875
2021-05-08,24.7875
2021-05-09,24.7875
2021-05-10,24.7875
2021-05-11,24.7875
2021-05-12,24.7875
2021-05-13,24.7875
2021-05-14,24.7875
2021-05-15,24.7875
2021-05-16,24.7875
2021-05-17,24.7875
2021-05-18,24.7875
2021-05-19,24.7875
2021-05-20,24.7875
2021-05-21,24.7875
2021-05-22,24.7875
2021-05-23,24.7875
2021-05-24,24.7875
2021-05-25,24.7875
2021-05-26,24.7875
2021-05-27,24.7875
2021-05-28,24.7875
2021-05-29,24.7875
2021-05-30,24.7875
2021-05-31,24.7875
2021-06-01,24.7875
2021-06-02,24.7875
2021-06-03,24.7875
2021-06-04,24.7875
2021-06-05,24.7875
2021-06-06,24.7875
2021-06-07,24.7875
2021-06-08,24.7875
2021-06-09,24.7875
2021-06-10,24.7875
2021-06-11,24.7875
2021-06-12,24.7875
2021-06-13,24.7875
2021-06-14,24.7875
2021-06-15,24.7875
2021-06-16,24.7875
2021-06-17,24.7875
2021-06-18,24.7875
2021-06-19,24.7875
2021-06-20,24.7875
2021-06-21,24.7875
2021-06-22,24.7875
2021-06-23,24.7875
2021-06-24,24.7875
2021-06-25,24.7875
2021-06-26,24.7875
2021-06-27,24.7875
2021-06-28,24.7875
2021-06-29,24.7875
2021-06-30,24.7875
2021-07-01,24.7875
2021-07-02,24.7875
2021-07-03,24.7875
2021-07-04,29.2868
2021-07-05,29.2868
2021-07-06,29.2868
2021-07-07,29.2868
2021-07-08,29.2868
2021-07-09,29.2868
2021-07-10,29.2868
2021-07-11,29.2868
2021-07-12,29.2868
2021-07-13,29.2868
