,CLB US Equity
,RETURN_COM_EQY
2022-11-27,9.1854
2022-11-28,9.1854
2022-11-29,9.1854
2022-11-30,9.1854
2022-12-01,9.1854
2022-12-02,9.1854
2022-12-03,9.1854
2022-12-04,9.1854
2022-12-05,9.1854
2022-12-06,9.1854
2022-12-07,9.1854
2022-12-08,9.1854
2022-12-09,9.1854
2022-12-10,9.1854
2022-12-11,9.1854
2022-12-12,9.1854
2022-12-13,9.1854
2022-12-14,9.1854
2022-12-15,9.1854
2022-12-16,9.1854
2022-12-17,9.1854
2022-12-18,9.1854
2022-12-19,9.1854
2022-12-20,9.1854
2022-12-21,9.1854
2022-12-22,9.1854
2022-12-23,9.1854
2022-12-24,9.1854
2022-12-25,9.1854
2022-12-26,9.1854
2022-12-27,9.1854
2022-12-28,9.1854
2022-12-29,9.1854
2022-12-30,9.1854
2022-12-31,11.4192
2023-01-01,11.4192
2023-01-02,11.4192
2023-01-03,11.4192
2023-01-04,11.4192
2023-01-05,11.4192
2023-01-06,11.4192
2023-01-07,11.4192
2023-01-08,11.4192
2023-01-09,11.4192
2023-01-10,11.4192
2023-01-11,11.4192
2023-01-12,11.4192
2023-01-13,11.4192
2023-01-14,11.4192
2023-01-15,11.4192
2023-01-16,11.4192
2023-01-17,11.4192
2023-01-18,11.4192
2023-01-19,11.4192
2023-01-20,11.4192
2023-01-21,11.4192
2023-01-22,11.4192
2023-01-23,11.4192
2023-01-24,11.4192
2023-01-25,11.4192
2023-01-26,11.4192
2023-01-27,11.4192
2023-01-28,11.4192
