,DK US Equity
2020-12-06,-18.8488
2020-12-07,-18.8488
2020-12-08,-18.8488
2020-12-09,-18.8488
2020-12-10,-18.8488
2020-12-11,-18.8488
2020-12-12,-18.8488
2020-12-13,-18.8488
2020-12-14,-18.8488
2020-12-15,-18.8488
2020-12-16,-18.8488
2020-12-17,-18.8488
2020-12-18,-18.8488
2020-12-19,-18.8488
2020-12-20,-18.8488
2020-12-21,-18.8488
2020-12-22,-18.8488
2020-12-23,-18.8488
2020-12-24,-18.8488
2020-12-25,-18.8488
2020-12-26,-18.8488
2020-12-27,-18.8488
2020-12-28,-18.8488
2020-12-29,-18.8488
2020-12-30,-18.8488
2020-12-31,-45.492
2021-01-01,-45.492
2021-01-02,-45.492
2021-01-03,-45.492
2021-01-04,-45.492
2021-01-05,-45.492
2021-01-06,-45.492
2021-01-07,-45.492
2021-01-08,-45.492
2021-01-09,-45.492
2021-01-10,-45.492
2021-01-11,-45.492
2021-01-12,-45.492
2021-01-13,-45.492
2021-01-14,-45.492
2021-01-15,-45.492
2021-01-16,-45.492
2021-01-17,-45.492
2021-01-18,-45.492
2021-01-19,-45.492
2021-01-20,-45.492
2021-01-21,-45.492
2021-01-22,-45.492
2021-01-23,-45.492
2021-01-24,-45.492
2021-01-25,-45.492
2021-01-26,-45.492
2021-01-27,-45.492
2021-01-28,-45.492
2021-01-29,-45.492
2021-01-30,-45.492
2021-01-31,-45.492
2021-02-01,-45.492
2021-02-02,-45.492
2021-02-03,-45.492
2021-02-04,-45.492
2021-02-05,-45.492
2021-02-06,-45.492
2021-02-07,-45.492
2021-02-08,-45.492
2021-02-09,-45.492
2021-02-10,-45.492
2021-02-11,-45.492
2021-02-12,-45.492
2021-02-13,-45.492
2021-02-14,-45.492
2021-02-15,-45.492
2021-02-16,-45.492
2021-02-17,-45.492
2021-02-18,-45.492
2021-02-19,-45.492
2021-02-20,-45.492
2021-02-21,-45.492
2021-02-22,-45.492
2021-02-23,-45.492
2021-02-24,-45.492
2021-02-25,-45.492
2021-02-26,-45.492
2021-02-27,-45.492
2021-02-28,-45.492
2021-03-01,-45.492
2021-03-02,-45.492
2021-03-03,-45.492
2021-03-04,-45.492
2021-03-05,-45.492
2021-03-06,-45.492
2021-03-07,-45.492
2021-03-08,-45.492
2021-03-09,-45.492
2021-03-10,-45.492
2021-03-11,-45.492
2021-03-12,-45.492
2021-03-13,-45.492
2021-03-14,-45.492
2021-03-15,-45.492
2021-03-16,-45.492
2021-03-17,-45.492
2021-03-18,-45.492
2021-03-19,-45.492
2021-03-20,-45.492
2021-03-21,-45.492
2021-03-22,-45.492
2021-03-23,-45.492
2021-03-24,-45.492
2021-03-25,-45.492
2021-03-26,-45.492
2021-03-27,-45.492
2021-03-28,-45.492
2021-03-29,-45.492
2021-03-30,-45.492
2021-03-31,-32.4904
2021-04-01,-32.4904
2021-04-02,-32.4904
2021-04-03,-32.4904
2021-04-04,-32.4904
2021-04-05,-32.4904
2021-04-06,-32.4904
2021-04-07,-32.4904
2021-04-08,-32.4904
2021-04-09,-32.4904
2021-04-10,-32.4904
2021-04-11,-32.4904
2021-04-12,-32.4904
2021-04-13,-32.4904
2021-04-14,-32.4904
2021-04-15,-32.4904
2021-04-16,-32.4904
2021-04-17,-32.4904
2021-04-18,-32.4904
2021-04-19,-32.4904
2021-04-20,-32.4904
2021-04-21,-32.4904
2021-04-22,-32.4904
2021-04-23,-32.4904
2021-04-24,-32.4904
2021-04-25,-32.4904
2021-04-26,-32.4904
2021-04-27,-32.4904
2021-04-28,-32.4904
2021-04-29,-32.4904
2021-04-30,-32.4904
2021-05-01,-32.4904
2021-05-02,-32.4904
2021-05-03,-32.4904
2021-05-04,-32.4904
2021-05-05,-32.4904
2021-05-06,-32.4904
2021-05-07,-32.4904
2021-05-08,-32.4904
2021-05-09,-32.4904
2021-05-10,-32.4904
2021-05-11,-32.4904
2021-05-12,-32.4904
2021-05-13,-32.4904
2021-05-14,-32.4904
2021-05-15,-32.4904
2021-05-16,-32.4904
2021-05-17,-32.4904
2021-05-18,-32.4904
2021-05-19,-32.4904
2021-05-20,-32.4904
2021-05-21,-32.4904
2021-05-22,-32.4904
2021-05-23,-32.4904
2021-05-24,-32.4904
2021-05-25,-32.4904
2021-05-26,-32.4904
2021-05-27,-32.4904
2021-05-28,-32.4904
2021-05-29,-32.4904
2021-05-30,-32.4904
2021-05-31,-32.4904
2021-06-01,-32.4904
2021-06-02,-32.4904
2021-06-03,-32.4904
2021-06-04,-32.4904
2021-06-05,-32.4904
2021-06-06,-32.4904
2021-06-07,-32.4904
2021-06-08,-32.4904
2021-06-09,-32.4904
2021-06-10,-32.4904
2021-06-11,-32.4904
2021-06-12,-32.4904
2021-06-13,-32.4904
2021-06-14,-32.4904
2021-06-15,-32.4904
2021-06-16,-32.4904
2021-06-17,-32.4904
2021-06-18,-32.4904
2021-06-19,-32.4904
2021-06-20,-32.4904
2021-06-21,-32.4904
2021-06-22,-32.4904
2021-06-23,-32.4904
2021-06-24,-32.4904
2021-06-25,-32.4904
2021-06-26,-32.4904
2021-06-27,-32.4904
2021-06-28,-32.4904
2021-06-29,-32.4904
2021-06-30,-45.6055
2021-07-01,-45.6055
2021-07-02,-45.6055
2021-07-03,-45.6055
2021-07-04,-45.6055
2021-07-05,-45.6055
2021-07-06,-45.6055
2021-07-07,-45.6055
2021-07-08,-45.6055
2021-07-09,-45.6055
2021-07-10,-45.6055
2021-07-11,-45.6055
2021-07-12,-45.6055
2021-07-13,-45.6055
2021-07-14,-45.6055
2021-07-15,-45.6055
2021-07-16,-45.6055
2021-07-17,-45.6055
2021-07-18,-45.6055
2021-07-19,-45.6055
2021-07-20,-45.6055
2021-07-21,-45.6055
2021-07-22,-45.6055
2021-07-23,-45.6055
2021-07-24,-45.6055
2021-07-25,-45.6055
2021-07-26,-45.6055
2021-07-27,-45.6055
2021-07-28,-45.6055
2021-07-29,-45.6055
2021-07-30,-45.6055
2021-07-31,-45.6055
2021-08-01,-45.6055
2021-08-02,-45.6055
2021-08-03,-45.6055
2021-08-04,-45.6055
2021-08-05,-45.6055
2021-08-06,-45.6055
2021-08-07,-45.6055
2021-08-08,-45.6055
2021-08-09,-45.6055
2021-08-10,-45.6055
2021-08-11,-45.6055
2021-08-12,-45.6055
2021-08-13,-45.6055
2021-08-14,-45.6055
2021-08-15,-45.6055
2021-08-16,-45.6055
2021-08-17,-45.6055
2021-08-18,-45.6055
2021-08-19,-45.6055
2021-08-20,-45.6055
2021-08-21,-45.6055
2021-08-22,-45.6055
2021-08-23,-45.6055
2021-08-24,-45.6055
2021-08-25,-45.6055
2021-08-26,-45.6055
2021-08-27,-45.6055
2021-08-28,-45.6055
2021-08-29,-45.6055
2021-08-30,-45.6055
2021-08-31,-45.6055
2021-09-01,-45.6055
2021-09-02,-45.6055
2021-09-03,-45.6055
2021-09-04,-45.6055
2021-09-05,-45.6055
2021-09-06,-45.6055
2021-09-07,-45.6055
2021-09-08,-45.6055
2021-09-09,-45.6055
2021-09-10,-45.6055
2021-09-11,-45.6055
2021-09-12,-45.6055
2021-09-13,-45.6055
2021-09-14,-45.6055
2021-09-15,-45.6055
2021-09-16,-45.6055
2021-09-17,-45.6055
2021-09-18,-45.6055
2021-09-19,-45.6055
2021-09-20,-45.6055
2021-09-21,-45.6055
2021-09-22,-45.6055
2021-09-23,-45.6055
2021-09-24,-45.6055
2021-09-25,-45.6055
2021-09-26,-45.6055
2021-09-27,-45.6055
2021-09-28,-45.6055
2021-09-29,-45.6055
2021-09-30,-37.7713
2021-10-01,-37.7713
2021-10-02,-37.7713
2021-10-03,-37.7713
2021-10-04,-37.7713
2021-10-05,-37.7713
2021-10-06,-37.7713
2021-10-07,-37.7713
2021-10-08,-37.7713
2021-10-09,-37.7713
2021-10-10,-37.7713
2021-10-11,-37.7713
2021-10-12,-37.7713
2021-10-13,-37.7713
2021-10-14,-37.7713
2021-10-15,-37.7713
2021-10-16,-37.7713
2021-10-17,-37.7713
2021-10-18,-37.7713
2021-10-19,-37.7713
2021-10-20,-37.7713
2021-10-21,-37.7713
2021-10-22,-37.7713
2021-10-23,-37.7713
2021-10-24,-37.7713
2021-10-25,-37.7713
2021-10-26,-37.7713
2021-10-27,-37.7713
2021-10-28,-37.7713
2021-10-29,-37.7713
2021-10-30,-37.7713
2021-10-31,-37.7713
2021-11-01,-37.7713
2021-11-02,-37.7713
2021-11-03,-37.7713
2021-11-04,-37.7713
2021-11-05,-37.7713
2021-11-06,-37.7713
2021-11-07,-37.7713
2021-11-08,-37.7713
2021-11-09,-37.7713
2021-11-10,-37.7713
2021-11-11,-37.7713
2021-11-12,-37.7713
2021-11-13,-37.7713
2021-11-14,-37.7713
2021-11-15,-37.7713
2021-11-16,-37.7713
2021-11-17,-37.7713
2021-11-18,-37.7713
2021-11-19,-37.7713
2021-11-20,-37.7713
2021-11-21,-37.7713
2021-11-22,-37.7713
2021-11-23,-37.7713
2021-11-24,-37.7713
2021-11-25,-37.7713
2021-11-26,-37.7713
2021-11-27,-37.7713
2021-11-28,-37.7713
2021-11-29,-37.7713
2021-11-30,-37.7713
2021-12-01,-37.7713
2021-12-02,-37.7713
2021-12-03,-37.7713
2021-12-04,-37.7713
2021-12-05,-37.7713
2021-12-06,-37.7713
2021-12-07,-37.7713
2021-12-08,-37.7713
2021-12-09,-37.7713
2021-12-10,-37.7713
2021-12-11,-37.7713
2021-12-12,-37.7713
2021-12-13,-37.7713
2021-12-14,-37.7713
2021-12-15,-37.7713
2021-12-16,-37.7713
2021-12-17,-37.7713
2021-12-18,-37.7713
2021-12-19,-37.7713
2021-12-20,-37.7713
2021-12-21,-37.7713
2021-12-22,-37.7713
2021-12-23,-37.7713
2021-12-24,-37.7713
2021-12-25,-37.7713
2021-12-26,-37.7713
2021-12-27,-37.7713
2021-12-28,-37.7713
2021-12-29,-37.7713
2021-12-30,-37.7713
2021-12-31,-13.4989
2022-01-01,-13.4989
2022-01-02,-13.4989
2022-01-03,-13.4989
2022-01-04,-13.4989
2022-01-05,-13.4989
2022-01-06,-13.4989
2022-01-07,-13.4989
2022-01-08,-13.4989
2022-01-09,-13.4989
2022-01-10,-13.4989
2022-01-11,-13.4989
2022-01-12,-13.4989
2022-01-13,-13.4989
2022-01-14,-13.4989
2022-01-15,-13.4989
2022-01-16,-13.4989
2022-01-17,-13.4989
2022-01-18,-13.4989
2022-01-19,-13.4989
2022-01-20,-13.4989
2022-01-21,-13.4989
2022-01-22,-13.4989
2022-01-23,-13.4989
2022-01-24,-13.4989
2022-01-25,-13.4989
2022-01-26,-13.4989
2022-01-27,-13.4989
2022-01-28,-13.4989
2022-01-29,-13.4989
2022-01-30,-13.4989
2022-01-31,-13.4989
2022-02-01,-13.4989
2022-02-02,-13.4989
2022-02-03,-13.4989
2022-02-04,-13.4989
2022-02-05,-13.4989
2022-02-06,-13.4989
2022-02-07,-13.4989
2022-02-08,-13.4989
2022-02-09,-13.4989
2022-02-10,-13.4989
2022-02-11,-13.4989
2022-02-12,-13.4989
2022-02-13,-13.4989
2022-02-14,-13.4989
2022-02-15,-13.4989
2022-02-16,-13.4989
2022-02-17,-13.4989
2022-02-18,-13.4989
2022-02-19,-13.4989
2022-02-20,-13.4989
2022-02-21,-13.4989
2022-02-22,-13.4989
2022-02-23,-13.4989
2022-02-24,-13.4989
2022-02-25,-13.4989
2022-02-26,-13.4989
2022-02-27,-13.4989
2022-02-28,-13.4989
2022-03-01,-13.4989
2022-03-02,-13.4989
2022-03-03,-13.4989
2022-03-04,-13.4989
2022-03-05,-13.4989
2022-03-06,-13.4989
2022-03-07,-13.4989
2022-03-08,-13.4989
2022-03-09,-13.4989
2022-03-10,-13.4989
2022-03-11,-13.4989
2022-03-12,-13.4989
2022-03-13,-13.4989
2022-03-14,-13.4989
2022-03-15,-13.4989
2022-03-16,-13.4989
2022-03-17,-13.4989
2022-03-18,-13.4989
2022-03-19,-13.4989
2022-03-20,-13.4989
2022-03-21,-13.4989
2022-03-22,-13.4989
2022-03-23,-13.4989
2022-03-24,-13.4989
2022-03-25,-13.4989
2022-03-26,-13.4989
2022-03-27,-13.4989
2022-03-28,-13.4989
2022-03-29,-13.4989
2022-03-30,-13.4989
2022-03-31,-5.8703
2022-04-01,-5.8703
2022-04-02,-5.8703
2022-04-03,-5.8703
2022-04-04,-5.8703
2022-04-05,-5.8703
2022-04-06,-5.8703
2022-04-07,-5.8703
2022-04-08,-5.8703
2022-04-09,-5.8703
2022-04-10,-5.8703
2022-04-11,-5.8703
2022-04-12,-5.8703
2022-04-13,-5.8703
2022-04-14,-5.8703
2022-04-15,-5.8703
2022-04-16,-5.8703
2022-04-17,-5.8703
2022-04-18,-5.8703
2022-04-19,-5.8703
2022-04-20,-5.8703
2022-04-21,-5.8703
2022-04-22,-5.8703
2022-04-23,-5.8703
2022-04-24,-5.8703
2022-04-25,-5.8703
2022-04-26,-5.8703
2022-04-27,-5.8703
2022-04-28,-5.8703
2022-04-29,-5.8703
2022-04-30,-5.8703
2022-05-01,-5.8703
2022-05-02,-5.8703
2022-05-03,-5.8703
2022-05-04,-5.8703
2022-05-05,-5.8703
2022-05-06,-5.8703
2022-05-07,-5.8703
2022-05-08,-5.8703
2022-05-09,-5.8703
2022-05-10,-5.8703
2022-05-11,-5.8703
2022-05-12,-5.8703
2022-05-13,-5.8703
2022-05-14,-5.8703
2022-05-15,-5.8703
2022-05-16,-5.8703
2022-05-17,-5.8703
2022-05-18,-5.8703
2022-05-19,-5.8703
2022-05-20,-5.8703
2022-05-21,-5.8703
2022-05-22,-5.8703
2022-05-23,-5.8703
2022-05-24,-5.8703
2022-05-25,-5.8703
2022-05-26,-5.8703
2022-05-27,-5.8703
2022-05-28,-5.8703
2022-05-29,-5.8703
2022-05-30,-5.8703
2022-05-31,-5.8703
2022-06-01,-5.8703
2022-06-02,-5.8703
2022-06-03,-5.8703
2022-06-04,-5.8703
2022-06-05,-5.8703
2022-06-06,-5.8703
2022-06-07,-5.8703
2022-06-08,-5.8703
2022-06-09,-5.8703
2022-06-10,-5.8703
2022-06-11,-5.8703
2022-06-12,-5.8703
2022-06-13,-5.8703
2022-06-14,-5.8703
2022-06-15,-5.8703
2022-06-16,-5.8703
2022-06-17,-5.8703
2022-06-18,-5.8703
2022-06-19,-5.8703
2022-06-20,-5.8703
2022-06-21,-5.8703
2022-06-22,-5.8703
2022-06-23,-5.8703
2022-06-24,-5.8703
2022-06-25,-5.8703
2022-06-26,-5.8703
2022-06-27,-5.8703
2022-06-28,-5.8703
2022-06-29,-5.8703
2022-06-30,35.8028
2022-07-01,35.8028
2022-07-02,35.8028
2022-07-03,35.8028
2022-07-04,35.8028
2022-07-05,35.8028
2022-07-06,35.8028
2022-07-07,35.8028
2022-07-08,35.8028
2022-07-09,35.8028
2022-07-10,35.8028
2022-07-11,35.8028
2022-07-12,35.8028
2022-07-13,35.8028
2022-07-14,35.8028
2022-07-15,35.8028
2022-07-16,35.8028
2022-07-17,35.8028
2022-07-18,35.8028
2022-07-19,35.8028
2022-07-20,35.8028
2022-07-21,35.8028
2022-07-22,35.8028
2022-07-23,35.8028
2022-07-24,35.8028
2022-07-25,35.8028
2022-07-26,35.8028
2022-07-27,35.8028
2022-07-28,35.8028
2022-07-29,35.8028
2022-07-30,35.8028
2022-07-31,35.8028
2022-08-01,35.8028
2022-08-02,35.8028
2022-08-03,35.8028
2022-08-04,35.8028
2022-08-05,35.8028
2022-08-06,35.8028
2022-08-07,35.8028
2022-08-08,35.8028
2022-08-09,35.8028
2022-08-10,35.8028
2022-08-11,35.8028
2022-08-12,35.8028
2022-08-13,35.8028
2022-08-14,35.8028
2022-08-15,35.8028
2022-08-16,35.8028
2022-08-17,35.8028
2022-08-18,35.8028
2022-08-19,35.8028
2022-08-20,35.8028
2022-08-21,35.8028
2022-08-22,35.8028
2022-08-23,35.8028
2022-08-24,35.8028
2022-08-25,35.8028
2022-08-26,35.8028
2022-08-27,35.8028
2022-08-28,35.8028
2022-08-29,35.8028
2022-08-30,35.8028
2022-08-31,35.8028
2022-09-01,35.8028
2022-09-02,35.8028
2022-09-03,35.8028
2022-09-04,35.8028
2022-09-05,35.8028
2022-09-06,35.8028
2022-09-07,35.8028
2022-09-08,35.8028
2022-09-09,35.8028
2022-09-10,35.8028
2022-09-11,35.8028
2022-09-12,35.8028
2022-09-13,35.8028
2022-09-14,35.8028
2022-09-15,35.8028
2022-09-16,35.8028
2022-09-17,35.8028
2022-09-18,35.8028
2022-09-19,35.8028
2022-09-20,35.8028
2022-09-21,35.8028
2022-09-22,35.8028
2022-09-23,35.8028
2022-09-24,35.8028
2022-09-25,35.8028
2022-09-26,35.8028
2022-09-27,35.8028
2022-09-28,35.8028
2022-09-29,35.8028
2022-09-30,35.899
2022-10-01,35.899
2022-10-02,35.899
2022-10-03,35.899
2022-10-04,35.899
2022-10-05,35.899
2022-10-06,35.899
2022-10-07,35.899
2022-10-08,35.899
2022-10-09,35.899
2022-10-10,35.899
2022-10-11,35.899
2022-10-12,35.899
2022-10-13,35.899
2022-10-14,35.899
2022-10-15,35.899
2022-10-16,35.899
2022-10-17,35.899
2022-10-18,35.899
2022-10-19,35.899
2022-10-20,35.899
2022-10-21,35.899
2022-10-22,35.899
2022-10-23,35.899
2022-10-24,35.899
2022-10-25,35.899
2022-10-26,35.899
2022-10-27,35.899
2022-10-28,35.899
2022-10-29,35.899
2022-10-30,35.899
2022-10-31,35.899
2022-11-01,35.899
2022-11-02,35.899
2022-11-03,35.899
2022-11-04,35.899
2022-11-05,35.899
2022-11-06,35.899
2022-11-07,35.899
2022-11-08,35.899
2022-11-09,35.899
2022-11-10,35.899
2022-11-11,35.899
2022-11-12,35.899
2022-11-13,35.899
2022-11-14,35.899
2022-11-15,35.899
2022-11-16,35.899
2022-11-17,35.899
2022-11-18,35.899
2022-11-19,35.899
2022-11-20,35.899
2022-11-21,35.899
2022-11-22,35.899
2022-11-23,35.899
2022-11-24,35.899
2022-11-25,35.899
2022-11-26,35.899
2022-11-27,35.899
2022-11-28,35.899
2022-11-29,35.899
2022-11-30,35.899
2022-12-01,35.899
2022-12-02,35.899
2022-12-03,35.899
2022-12-04,35.899
2022-12-05,35.899
2022-12-06,35.899
2022-12-07,35.899
2022-12-08,35.899
2022-12-09,35.899
2022-12-10,35.899
2022-12-11,35.899
2022-12-12,35.899
2022-12-13,35.899
2022-12-14,35.899
2022-12-15,35.899
2022-12-16,35.899
2022-12-17,35.899
2022-12-18,35.899
2022-12-19,35.899
2022-12-20,35.899
2022-12-21,35.899
2022-12-22,35.899
2022-12-23,35.899
2022-12-24,35.899
2022-12-25,35.899
2022-12-26,35.899
2022-12-27,35.899
2022-12-28,35.899
2022-12-29,35.899
2022-12-30,35.899
2022-12-31,27.9791
2023-01-01,27.9791
2023-01-02,27.9791
2023-01-03,27.9791
2023-01-04,27.9791
2023-01-05,27.9791
2023-01-06,27.9791
2023-01-07,27.9791
2023-01-08,27.9791
2023-01-09,27.9791
2023-01-10,27.9791
2023-01-11,27.9791
2023-01-12,27.9791
2023-01-13,27.9791
2023-01-14,27.9791
2023-01-15,27.9791
