,PLAY US Equity
2020-08-05,-30.6929
2020-08-06,-30.6929
2020-08-07,-30.6929
2020-08-08,-30.6929
2020-08-09,-30.6929
2020-08-10,-30.6929
2020-08-11,-30.6929
2020-08-12,-30.6929
2020-08-13,-30.6929
2020-08-14,-30.6929
2020-08-15,-30.6929
2020-08-16,-30.6929
2020-08-17,-30.6929
2020-08-18,-30.6929
2020-08-19,-30.6929
2020-08-20,-30.6929
2020-08-21,-30.6929
2020-08-22,-30.6929
2020-08-23,-30.6929
2020-08-24,-30.6929
2020-08-25,-30.6929
2020-08-26,-30.6929
2020-08-27,-30.6929
2020-08-28,-30.6929
2020-08-29,-30.6929
2020-08-30,-30.6929
2020-08-31,-30.6929
2020-09-01,-30.6929
2020-09-02,-30.6929
2020-09-03,-30.6929
2020-09-04,-30.6929
2020-09-05,-30.6929
2020-09-06,-30.6929
2020-09-07,-30.6929
2020-09-08,-30.6929
2020-09-09,-30.6929
2020-09-10,-30.6929
2020-09-11,-30.6929
2020-09-12,-30.6929
2020-09-13,-30.6929
2020-09-14,-30.6929
2020-09-15,-30.6929
2020-09-16,-30.6929
2020-09-17,-30.6929
2020-09-18,-30.6929
2020-09-19,-30.6929
2020-09-20,-30.6929
2020-09-21,-30.6929
2020-09-22,-30.6929
2020-09-23,-30.6929
2020-09-24,-30.6929
2020-09-25,-30.6929
2020-09-26,-30.6929
2020-09-27,-30.6929
2020-09-28,-30.6929
2020-09-29,-30.6929
2020-09-30,-30.6929
2020-10-01,-30.6929
2020-10-02,-30.6929
2020-10-03,-30.6929
2020-10-04,-30.6929
2020-10-05,-30.6929
2020-10-06,-30.6929
2020-10-07,-30.6929
2020-10-08,-30.6929
2020-10-09,-30.6929
2020-10-10,-30.6929
2020-10-11,-30.6929
2020-10-12,-30.6929
2020-10-13,-30.6929
2020-10-14,-30.6929
2020-10-15,-30.6929
2020-10-16,-30.6929
2020-10-17,-30.6929
2020-10-18,-30.6929
2020-10-19,-30.6929
2020-10-20,-30.6929
2020-10-21,-30.6929
2020-10-22,-30.6929
2020-10-23,-30.6929
2020-10-24,-30.6929
2020-10-25,-30.6929
2020-10-26,-30.6929
2020-10-27,-30.6929
2020-10-28,-30.6929
2020-10-29,-30.6929
2020-10-30,-30.6929
2020-10-31,-30.6929
2020-11-01,-70.56
2020-11-02,-70.56
2020-11-03,-70.56
2020-11-04,-70.56
2020-11-05,-70.56
2020-11-06,-70.56
2020-11-07,-70.56
2020-11-08,-70.56
2020-11-09,-70.56
2020-11-10,-70.56
2020-11-11,-70.56
2020-11-12,-70.56
2020-11-13,-70.56
2020-11-14,-70.56
2020-11-15,-70.56
2020-11-16,-70.56
2020-11-17,-70.56
2020-11-18,-70.56
2020-11-19,-70.56
2020-11-20,-70.56
2020-11-21,-70.56
2020-11-22,-70.56
2020-11-23,-70.56
2020-11-24,-70.56
2020-11-25,-70.56
2020-11-26,-70.56
2020-11-27,-70.56
2020-11-28,-70.56
2020-11-29,-70.56
2020-11-30,-70.56
2020-12-01,-70.56
2020-12-02,-70.56
2020-12-03,-70.56
2020-12-04,-70.56
2020-12-05,-70.56
2020-12-06,-70.56
2020-12-07,-70.56
2020-12-08,-70.56
2020-12-09,-70.56
2020-12-10,-70.56
2020-12-11,-70.56
2020-12-12,-70.56
2020-12-13,-70.56
2020-12-14,-70.56
2020-12-15,-70.56
2020-12-16,-70.56
2020-12-17,-70.56
2020-12-18,-70.56
2020-12-19,-70.56
2020-12-20,-70.56
2020-12-21,-70.56
2020-12-22,-70.56
2020-12-23,-70.56
2020-12-24,-70.56
2020-12-25,-70.56
2020-12-26,-70.56
2020-12-27,-70.56
2020-12-28,-70.56
2020-12-29,-70.56
2020-12-30,-70.56
2020-12-31,-70.56
2021-01-01,-70.56
2021-01-02,-70.56
2021-01-03,-70.56
2021-01-04,-70.56
2021-01-05,-70.56
2021-01-06,-70.56
2021-01-07,-70.56
2021-01-08,-70.56
2021-01-09,-70.56
2021-01-10,-70.56
2021-01-11,-70.56
2021-01-12,-70.56
2021-01-13,-70.56
2021-01-14,-70.56
2021-01-15,-70.56
2021-01-16,-70.56
2021-01-17,-70.56
2021-01-18,-70.56
2021-01-19,-70.56
2021-01-20,-70.56
2021-01-21,-70.56
2021-01-22,-70.56
2021-01-23,-70.56
2021-01-24,-70.56
2021-01-25,-70.56
2021-01-26,-70.56
2021-01-27,-70.56
2021-01-28,-70.56
2021-01-29,-70.56
2021-01-30,-70.56
2021-01-31,-128.2041
2021-02-01,-128.2041
2021-02-02,-128.2041
2021-02-03,-128.2041
2021-02-04,-128.2041
2021-02-05,-128.2041
2021-02-06,-128.2041
2021-02-07,-128.2041
2021-02-08,-128.2041
2021-02-09,-128.2041
2021-02-10,-128.2041
2021-02-11,-128.2041
2021-02-12,-128.2041
2021-02-13,-128.2041
2021-02-14,-128.2041
2021-02-15,-128.2041
2021-02-16,-128.2041
2021-02-17,-128.2041
2021-02-18,-128.2041
2021-02-19,-128.2041
2021-02-20,-128.2041
2021-02-21,-128.2041
2021-02-22,-128.2041
2021-02-23,-128.2041
2021-02-24,-128.2041
2021-02-25,-128.2041
2021-02-26,-128.2041
2021-02-27,-128.2041
2021-02-28,-128.2041
2021-03-01,-128.2041
2021-03-02,-128.2041
2021-03-03,-128.2041
2021-03-04,-128.2041
2021-03-05,-128.2041
2021-03-06,-128.2041
2021-03-07,-128.2041
2021-03-08,-128.2041
2021-03-09,-128.2041
2021-03-10,-128.2041
2021-03-11,-128.2041
2021-03-12,-128.2041
2021-03-13,-128.2041
2021-03-14,-128.2041
2021-03-15,-128.2041
2021-03-16,-128.2041
2021-03-17,-128.2041
2021-03-18,-128.2041
2021-03-19,-128.2041
2021-03-20,-128.2041
2021-03-21,-128.2041
2021-03-22,-128.2041
2021-03-23,-128.2041
2021-03-24,-128.2041
2021-03-25,-128.2041
2021-03-26,-128.2041
2021-03-27,-128.2041
2021-03-28,-128.2041
2021-03-29,-128.2041
2021-03-30,-128.2041
2021-03-31,-128.2041
2021-04-01,-128.2041
2021-04-02,-128.2041
2021-04-03,-128.2041
2021-04-04,-128.2041
2021-04-05,-128.2041
2021-04-06,-128.2041
2021-04-07,-128.2041
2021-04-08,-128.2041
2021-04-09,-128.2041
2021-04-10,-128.2041
2021-04-11,-128.2041
2021-04-12,-128.2041
2021-04-13,-128.2041
2021-04-14,-128.2041
2021-04-15,-128.2041
2021-04-16,-128.2041
2021-04-17,-128.2041
2021-04-18,-128.2041
2021-04-19,-128.2041
2021-04-20,-128.2041
2021-04-21,-128.2041
2021-04-22,-128.2041
2021-04-23,-128.2041
2021-04-24,-128.2041
2021-04-25,-128.2041
2021-04-26,-128.2041
2021-04-27,-128.2041
2021-04-28,-128.2041
2021-04-29,-128.2041
2021-04-30,-128.2041
2021-05-01,-128.2041
2021-05-02,-77.4597
2021-05-03,-77.4597
2021-05-04,-77.4597
2021-05-05,-77.4597
2021-05-06,-77.4597
2021-05-07,-77.4597
2021-05-08,-77.4597
2021-05-09,-77.4597
2021-05-10,-77.4597
2021-05-11,-77.4597
2021-05-12,-77.4597
2021-05-13,-77.4597
2021-05-14,-77.4597
2021-05-15,-77.4597
2021-05-16,-77.4597
2021-05-17,-77.4597
2021-05-18,-77.4597
2021-05-19,-77.4597
2021-05-20,-77.4597
2021-05-21,-77.4597
2021-05-22,-77.4597
2021-05-23,-77.4597
2021-05-24,-77.4597
2021-05-25,-77.4597
2021-05-26,-77.4597
2021-05-27,-77.4597
2021-05-28,-77.4597
2021-05-29,-77.4597
2021-05-30,-77.4597
2021-05-31,-77.4597
2021-06-01,-77.4597
2021-06-02,-77.4597
2021-06-03,-77.4597
2021-06-04,-77.4597
2021-06-05,-77.4597
2021-06-06,-77.4597
2021-06-07,-77.4597
2021-06-08,-77.4597
2021-06-09,-77.4597
2021-06-10,-77.4597
2021-06-11,-77.4597
2021-06-12,-77.4597
2021-06-13,-77.4597
2021-06-14,-77.4597
2021-06-15,-77.4597
2021-06-16,-77.4597
2021-06-17,-77.4597
2021-06-18,-77.4597
2021-06-19,-77.4597
2021-06-20,-77.4597
2021-06-21,-77.4597
2021-06-22,-77.4597
2021-06-23,-77.4597
2021-06-24,-77.4597
2021-06-25,-77.4597
2021-06-26,-77.4597
2021-06-27,-77.4597
2021-06-28,-77.4597
2021-06-29,-77.4597
2021-06-30,-77.4597
2021-07-01,-77.4597
2021-07-02,-77.4597
2021-07-03,-77.4597
2021-07-04,-77.4597
2021-07-05,-77.4597
2021-07-06,-77.4597
2021-07-07,-77.4597
2021-07-08,-77.4597
2021-07-09,-77.4597
2021-07-10,-77.4597
2021-07-11,-77.4597
2021-07-12,-77.4597
2021-07-13,-77.4597
2021-07-14,-77.4597
2021-07-15,-77.4597
2021-07-16,-77.4597
2021-07-17,-77.4597
2021-07-18,-77.4597
2021-07-19,-77.4597
2021-07-20,-77.4597
2021-07-21,-77.4597
2021-07-22,-77.4597
2021-07-23,-77.4597
2021-07-24,-77.4597
2021-07-25,-77.4597
2021-07-26,-77.4597
2021-07-27,-77.4597
2021-07-28,-77.4597
2021-07-29,-77.4597
2021-07-30,-77.4597
2021-07-31,-77.4597
2021-08-01,-13.5027
2021-08-02,-13.5027
2021-08-03,-13.5027
2021-08-04,-13.5027
2021-08-05,-13.5027
2021-08-06,-13.5027
2021-08-07,-13.5027
2021-08-08,-13.5027
2021-08-09,-13.5027
2021-08-10,-13.5027
2021-08-11,-13.5027
2021-08-12,-13.5027
2021-08-13,-13.5027
2021-08-14,-13.5027
2021-08-15,-13.5027
2021-08-16,-13.5027
2021-08-17,-13.5027
2021-08-18,-13.5027
2021-08-19,-13.5027
2021-08-20,-13.5027
2021-08-21,-13.5027
2021-08-22,-13.5027
2021-08-23,-13.5027
2021-08-24,-13.5027
2021-08-25,-13.5027
2021-08-26,-13.5027
2021-08-27,-13.5027
2021-08-28,-13.5027
2021-08-29,-13.5027
2021-08-30,-13.5027
2021-08-31,-13.5027
2021-09-01,-13.5027
2021-09-02,-13.5027
2021-09-03,-13.5027
2021-09-04,-13.5027
2021-09-05,-13.5027
2021-09-06,-13.5027
2021-09-07,-13.5027
2021-09-08,-13.5027
2021-09-09,-13.5027
2021-09-10,-13.5027
2021-09-11,-13.5027
2021-09-12,-13.5027
2021-09-13,-13.5027
2021-09-14,-13.5027
2021-09-15,-13.5027
2021-09-16,-13.5027
2021-09-17,-13.5027
2021-09-18,-13.5027
2021-09-19,-13.5027
2021-09-20,-13.5027
2021-09-21,-13.5027
2021-09-22,-13.5027
2021-09-23,-13.5027
2021-09-24,-13.5027
2021-09-25,-13.5027
2021-09-26,-13.5027
2021-09-27,-13.5027
2021-09-28,-13.5027
2021-09-29,-13.5027
2021-09-30,-13.5027
2021-10-01,-13.5027
2021-10-02,-13.5027
2021-10-03,-13.5027
2021-10-04,-13.5027
2021-10-05,-13.5027
2021-10-06,-13.5027
2021-10-07,-13.5027
2021-10-08,-13.5027
2021-10-09,-13.5027
2021-10-10,-13.5027
2021-10-11,-13.5027
2021-10-12,-13.5027
2021-10-13,-13.5027
2021-10-14,-13.5027
2021-10-15,-13.5027
2021-10-16,-13.5027
2021-10-17,-13.5027
2021-10-18,-13.5027
2021-10-19,-13.5027
2021-10-20,-13.5027
2021-10-21,-13.5027
2021-10-22,-13.5027
2021-10-23,-13.5027
2021-10-24,-13.5027
2021-10-25,-13.5027
2021-10-26,-13.5027
2021-10-27,-13.5027
2021-10-28,-13.5027
2021-10-29,-13.5027
2021-10-30,-13.5027
2021-10-31,11.561
2021-11-01,11.561
2021-11-02,11.561
2021-11-03,11.561
2021-11-04,11.561
2021-11-05,11.561
2021-11-06,11.561
2021-11-07,11.561
2021-11-08,11.561
2021-11-09,11.561
2021-11-10,11.561
2021-11-11,11.561
2021-11-12,11.561
2021-11-13,11.561
2021-11-14,11.561
2021-11-15,11.561
2021-11-16,11.561
2021-11-17,11.561
2021-11-18,11.561
2021-11-19,11.561
2021-11-20,11.561
2021-11-21,11.561
2021-11-22,11.561
2021-11-23,11.561
2021-11-24,11.561
2021-11-25,11.561
2021-11-26,11.561
2021-11-27,11.561
2021-11-28,11.561
2021-11-29,11.561
2021-11-30,11.561
2021-12-01,11.561
2021-12-02,11.561
2021-12-03,11.561
2021-12-04,11.561
2021-12-05,11.561
2021-12-06,11.561
2021-12-07,11.561
2021-12-08,11.561
2021-12-09,11.561
2021-12-10,11.561
2021-12-11,11.561
2021-12-12,11.561
2021-12-13,11.561
2021-12-14,11.561
2021-12-15,11.561
2021-12-16,11.561
2021-12-17,11.561
2021-12-18,11.561
2021-12-19,11.561
2021-12-20,11.561
2021-12-21,11.561
2021-12-22,11.561
2021-12-23,11.561
2021-12-24,11.561
2021-12-25,11.561
2021-12-26,11.561
2021-12-27,11.561
2021-12-28,11.561
2021-12-29,11.561
2021-12-30,11.561
2021-12-31,11.561
2022-01-01,11.561
2022-01-02,11.561
2022-01-03,11.561
2022-01-04,11.561
2022-01-05,11.561
2022-01-06,11.561
2022-01-07,11.561
2022-01-08,11.561
2022-01-09,11.561
2022-01-10,11.561
2022-01-11,11.561
2022-01-12,11.561
2022-01-13,11.561
2022-01-14,11.561
2022-01-15,11.561
2022-01-16,11.561
2022-01-17,11.561
2022-01-18,11.561
2022-01-19,11.561
2022-01-20,11.561
2022-01-21,11.561
2022-01-22,11.561
2022-01-23,11.561
2022-01-24,11.561
2022-01-25,11.561
2022-01-26,11.561
2022-01-27,11.561
2022-01-28,11.561
2022-01-29,11.561
2022-01-30,50.6844
2022-01-31,50.6844
2022-02-01,50.6844
2022-02-02,50.6844
2022-02-03,50.6844
2022-02-04,50.6844
2022-02-05,50.6844
2022-02-06,50.6844
2022-02-07,50.6844
2022-02-08,50.6844
2022-02-09,50.6844
2022-02-10,50.6844
2022-02-11,50.6844
2022-02-12,50.6844
2022-02-13,50.6844
2022-02-14,50.6844
2022-02-15,50.6844
2022-02-16,50.6844
2022-02-17,50.6844
2022-02-18,50.6844
2022-02-19,50.6844
2022-02-20,50.6844
2022-02-21,50.6844
2022-02-22,50.6844
2022-02-23,50.6844
2022-02-24,50.6844
2022-02-25,50.6844
2022-02-26,50.6844
2022-02-27,50.6844
2022-02-28,50.6844
2022-03-01,50.6844
2022-03-02,50.6844
2022-03-03,50.6844
2022-03-04,50.6844
2022-03-05,50.6844
2022-03-06,50.6844
2022-03-07,50.6844
2022-03-08,50.6844
2022-03-09,50.6844
2022-03-10,50.6844
2022-03-11,50.6844
2022-03-12,50.6844
2022-03-13,50.6844
2022-03-14,50.6844
2022-03-15,50.6844
2022-03-16,50.6844
2022-03-17,50.6844
2022-03-18,50.6844
2022-03-19,50.6844
2022-03-20,50.6844
2022-03-21,50.6844
2022-03-22,50.6844
2022-03-23,50.6844
2022-03-24,50.6844
2022-03-25,50.6844
2022-03-26,50.6844
2022-03-27,50.6844
2022-03-28,50.6844
2022-03-29,50.6844
2022-03-30,50.6844
2022-03-31,50.6844
2022-04-01,50.6844
2022-04-02,50.6844
2022-04-03,50.6844
2022-04-04,50.6844
2022-04-05,50.6844
2022-04-06,50.6844
2022-04-07,50.6844
2022-04-08,50.6844
2022-04-09,50.6844
2022-04-10,50.6844
2022-04-11,50.6844
2022-04-12,50.6844
2022-04-13,50.6844
2022-04-14,50.6844
2022-04-15,50.6844
2022-04-16,50.6844
2022-04-17,50.6844
2022-04-18,50.6844
2022-04-19,50.6844
2022-04-20,50.6844
2022-04-21,50.6844
2022-04-22,50.6844
2022-04-23,50.6844
2022-04-24,50.6844
2022-04-25,50.6844
2022-04-26,50.6844
2022-04-27,50.6844
2022-04-28,50.6844
2022-04-29,50.6844
2022-04-30,50.6844
2022-05-01,58.8212
2022-05-02,58.8212
2022-05-03,58.8212
2022-05-04,58.8212
2022-05-05,58.8212
2022-05-06,58.8212
2022-05-07,58.8212
2022-05-08,58.8212
2022-05-09,58.8212
2022-05-10,58.8212
2022-05-11,58.8212
2022-05-12,58.8212
2022-05-13,58.8212
2022-05-14,58.8212
2022-05-15,58.8212
2022-05-16,58.8212
2022-05-17,58.8212
2022-05-18,58.8212
2022-05-19,58.8212
2022-05-20,58.8212
2022-05-21,58.8212
2022-05-22,58.8212
2022-05-23,58.8212
2022-05-24,58.8212
2022-05-25,58.8212
2022-05-26,58.8212
2022-05-27,58.8212
2022-05-28,58.8212
2022-05-29,58.8212
2022-05-30,58.8212
2022-05-31,58.8212
2022-06-01,58.8212
2022-06-02,58.8212
2022-06-03,58.8212
2022-06-04,58.8212
2022-06-05,58.8212
2022-06-06,58.8212
2022-06-07,58.8212
2022-06-08,58.8212
2022-06-09,58.8212
2022-06-10,58.8212
2022-06-11,58.8212
2022-06-12,58.8212
2022-06-13,58.8212
2022-06-14,58.8212
2022-06-15,58.8212
2022-06-16,58.8212
2022-06-17,58.8212
2022-06-18,58.8212
2022-06-19,58.8212
2022-06-20,58.8212
2022-06-21,58.8212
2022-06-22,58.8212
2022-06-23,58.8212
2022-06-24,58.8212
2022-06-25,58.8212
2022-06-26,58.8212
2022-06-27,58.8212
2022-06-28,58.8212
2022-06-29,58.8212
2022-06-30,58.8212
2022-07-01,58.8212
2022-07-02,58.8212
2022-07-03,58.8212
2022-07-04,58.8212
2022-07-05,58.8212
2022-07-06,58.8212
2022-07-07,58.8212
2022-07-08,58.8212
2022-07-09,58.8212
2022-07-10,58.8212
2022-07-11,58.8212
2022-07-12,58.8212
2022-07-13,58.8212
2022-07-14,58.8212
2022-07-15,58.8212
2022-07-16,58.8212
2022-07-17,58.8212
2022-07-18,58.8212
2022-07-19,58.8212
2022-07-20,58.8212
2022-07-21,58.8212
2022-07-22,58.8212
2022-07-23,58.8212
2022-07-24,58.8212
2022-07-25,58.8212
2022-07-26,58.8212
2022-07-27,58.8212
2022-07-28,58.8212
2022-07-29,58.8212
2022-07-30,58.8212
2022-07-31,45.1364
2022-08-01,45.1364
2022-08-02,45.1364
2022-08-03,45.1364
2022-08-04,45.1364
2022-08-05,45.1364
2022-08-06,45.1364
2022-08-07,45.1364
2022-08-08,45.1364
2022-08-09,45.1364
2022-08-10,45.1364
2022-08-11,45.1364
2022-08-12,45.1364
2022-08-13,45.1364
2022-08-14,45.1364
2022-08-15,45.1364
2022-08-16,45.1364
2022-08-17,45.1364
2022-08-18,45.1364
2022-08-19,45.1364
2022-08-20,45.1364
2022-08-21,45.1364
2022-08-22,45.1364
2022-08-23,45.1364
2022-08-24,45.1364
2022-08-25,45.1364
2022-08-26,45.1364
2022-08-27,45.1364
2022-08-28,45.1364
2022-08-29,45.1364
2022-08-30,45.1364
2022-08-31,45.1364
2022-09-01,45.1364
2022-09-02,45.1364
2022-09-03,45.1364
2022-09-04,45.1364
2022-09-05,45.1364
2022-09-06,45.1364
2022-09-07,45.1364
2022-09-08,45.1364
2022-09-09,45.1364
2022-09-10,45.1364
2022-09-11,45.1364
2022-09-12,45.1364
2022-09-13,45.1364
2022-09-14,45.1364
2022-09-15,45.1364
2022-09-16,45.1364
2022-09-17,45.1364
2022-09-18,45.1364
2022-09-19,45.1364
2022-09-20,45.1364
2022-09-21,45.1364
2022-09-22,45.1364
2022-09-23,45.1364
2022-09-24,45.1364
2022-09-25,45.1364
2022-09-26,45.1364
2022-09-27,45.1364
2022-09-28,45.1364
2022-09-29,45.1364
2022-09-30,45.1364
2022-10-01,45.1364
2022-10-02,45.1364
2022-10-03,45.1364
2022-10-04,45.1364
2022-10-05,45.1364
2022-10-06,45.1364
2022-10-07,45.1364
2022-10-08,45.1364
2022-10-09,45.1364
2022-10-10,45.1364
2022-10-11,45.1364
2022-10-12,45.1364
2022-10-13,45.1364
2022-10-14,45.1364
2022-10-15,45.1364
2022-10-16,45.1364
2022-10-17,45.1364
2022-10-18,45.1364
2022-10-19,45.1364
2022-10-20,45.1364
2022-10-21,45.1364
2022-10-22,45.1364
2022-10-23,45.1364
2022-10-24,45.1364
2022-10-25,45.1364
2022-10-26,45.1364
2022-10-27,45.1364
2022-10-28,45.1364
2022-10-29,45.1364
2022-10-30,40.6995
2022-10-31,40.6995
2022-11-01,40.6995
2022-11-02,40.6995
2022-11-03,40.6995
2022-11-04,40.6995
2022-11-05,40.6995
2022-11-06,40.6995
2022-11-07,40.6995
2022-11-08,40.6995
2022-11-09,40.6995
2022-11-10,40.6995
2022-11-11,40.6995
2022-11-12,40.6995
2022-11-13,40.6995
2022-11-14,40.6995
2022-11-15,40.6995
2022-11-16,40.6995
2022-11-17,40.6995
2022-11-18,40.6995
2022-11-19,40.6995
2022-11-20,40.6995
2022-11-21,40.6995
2022-11-22,40.6995
2022-11-23,40.6995
2022-11-24,40.6995
2022-11-25,40.6995
2022-11-26,40.6995
2022-11-27,40.6995
2022-11-28,40.6995
2022-11-29,40.6995
2022-11-30,40.6995
2022-12-01,40.6995
2022-12-02,40.6995
2022-12-03,40.6995
2022-12-04,40.6995
2022-12-05,40.6995
2022-12-06,40.6995
2022-12-07,40.6995
2022-12-08,40.6995
2022-12-09,40.6995
2022-12-10,40.6995
2022-12-11,40.6995
2022-12-12,40.6995
2022-12-13,40.6995
2022-12-14,40.6995
2022-12-15,40.6995
2022-12-16,40.6995
2022-12-17,40.6995
2022-12-18,40.6995
2022-12-19,40.6995
2022-12-20,40.6995
2022-12-21,40.6995
2022-12-22,40.6995
2022-12-23,40.6995
2022-12-24,40.6995
2022-12-25,40.6995
2022-12-26,40.6995
2022-12-27,40.6995
2022-12-28,40.6995
2022-12-29,40.6995
2022-12-30,40.6995
2022-12-31,40.6995
2023-01-01,40.6995
2023-01-02,40.6995
2023-01-03,40.6995
2023-01-04,40.6995
2023-01-05,40.6995
2023-01-06,40.6995
2023-01-07,40.6995
2023-01-08,40.6995
2023-01-09,40.6995
2023-01-10,40.6995
2023-01-11,40.6995
2023-01-12,40.6995
2023-01-13,40.6995
2023-01-14,40.6995
2023-01-15,40.6995
2023-01-16,40.6995
2023-01-17,40.6995
2023-01-18,40.6995
2023-01-19,40.6995
2023-01-20,40.6995
2023-01-21,40.6995
2023-01-22,40.6995
2023-01-23,40.6995
2023-01-24,40.6995
2023-01-25,40.6995
2023-01-26,40.6995
2023-01-27,40.6995
2023-01-28,40.6995
2023-01-29,39.981
2023-01-30,39.981
2023-01-31,39.981
2023-02-01,39.981
2023-02-02,39.981
2023-02-03,39.981
2023-02-04,39.981
2023-02-05,39.981
2023-02-06,39.981
2023-02-07,39.981
2023-02-08,39.981
2023-02-09,39.981
2023-02-10,39.981
2023-02-11,39.981
2023-02-12,39.981
2023-02-13,39.981
2023-02-14,39.981
2023-02-15,39.981
