,HGV US Equity
2021-07-18,-34.6028
2021-07-19,-34.6028
2021-07-20,-34.6028
2021-07-21,-34.6028
2021-07-22,-34.6028
2021-07-23,-34.6028
2021-07-24,-34.6028
2021-07-25,-34.6028
2021-07-26,-34.6028
2021-07-27,-34.6028
2021-07-28,-34.6028
2021-07-29,-34.6028
2021-07-30,-34.6028
2021-07-31,-34.6028
2021-08-01,-34.6028
2021-08-02,-34.6028
2021-08-03,-34.6028
2021-08-04,-34.6028
2021-08-05,-34.6028
2021-08-06,-34.6028
2021-08-07,-34.6028
2021-08-08,-34.6028
2021-08-09,-34.6028
2021-08-10,-34.6028
2021-08-11,-34.6028
2021-08-12,-34.6028
2021-08-13,-34.6028
2021-08-14,-34.6028
2021-08-15,-34.6028
2021-08-16,-34.6028
2021-08-17,-34.6028
2021-08-18,-34.6028
2021-08-19,-34.6028
2021-08-20,-34.6028
2021-08-21,-34.6028
2021-08-22,-34.6028
2021-08-23,-34.6028
2021-08-24,-34.6028
2021-08-25,-34.6028
2021-08-26,-34.6028
2021-08-27,-34.6028
2021-08-28,-34.6028
2021-08-29,-34.6028
2021-08-30,-34.6028
2021-08-31,-34.6028
2021-09-01,-34.6028
2021-09-02,-34.6028
2021-09-03,-34.6028
2021-09-04,-34.6028
2021-09-05,-34.6028
2021-09-06,-34.6028
2021-09-07,-34.6028
2021-09-08,-34.6028
2021-09-09,-34.6028
2021-09-10,-34.6028
2021-09-11,-34.6028
2021-09-12,-34.6028
2021-09-13,-34.6028
2021-09-14,-34.6028
2021-09-15,-34.6028
2021-09-16,-34.6028
2021-09-17,-34.6028
2021-09-18,-34.6028
2021-09-19,-34.6028
2021-09-20,-34.6028
2021-09-21,-34.6028
2021-09-22,-34.6028
2021-09-23,-34.6028
2021-09-24,-34.6028
2021-09-25,-34.6028
2021-09-26,-34.6028
2021-09-27,-34.6028
2021-09-28,-34.6028
2021-09-29,-34.6028
2021-09-30,-4.3874
2021-10-01,-4.3874
2021-10-02,-4.3874
2021-10-03,-4.3874
2021-10-04,-4.3874
2021-10-05,-4.3874
2021-10-06,-4.3874
2021-10-07,-4.3874
2021-10-08,-4.3874
2021-10-09,-4.3874
2021-10-10,-4.3874
2021-10-11,-4.3874
2021-10-12,-4.3874
2021-10-13,-4.3874
2021-10-14,-4.3874
2021-10-15,-4.3874
2021-10-16,-4.3874
2021-10-17,-4.3874
2021-10-18,-4.3874
2021-10-19,-4.3874
2021-10-20,-4.3874
2021-10-21,-4.3874
2021-10-22,-4.3874
2021-10-23,-4.3874
2021-10-24,-4.3874
2021-10-25,-4.3874
2021-10-26,-4.3874
2021-10-27,-4.3874
2021-10-28,-4.3874
2021-10-29,-4.3874
2021-10-30,-4.3874
2021-10-31,-4.3874
2021-11-01,-4.3874
2021-11-02,-4.3874
2021-11-03,-4.3874
2021-11-04,-4.3874
2021-11-05,-4.3874
2021-11-06,-4.3874
2021-11-07,-4.3874
2021-11-08,-4.3874
2021-11-09,-4.3874
2021-11-10,-4.3874
2021-11-11,-4.3874
2021-11-12,-4.3874
2021-11-13,-4.3874
2021-11-14,-4.3874
2021-11-15,-4.3874
2021-11-16,-4.3874
2021-11-17,-4.3874
2021-11-18,-4.3874
2021-11-19,-4.3874
2021-11-20,-4.3874
2021-11-21,-4.3874
2021-11-22,-4.3874
2021-11-23,-4.3874
2021-11-24,-4.3874
2021-11-25,-4.3874
2021-11-26,-4.3874
2021-11-27,-4.3874
2021-11-28,-4.3874
2021-11-29,-4.3874
2021-11-30,-4.3874
2021-12-01,-4.3874
2021-12-02,-4.3874
2021-12-03,-4.3874
2021-12-04,-4.3874
2021-12-05,-4.3874
2021-12-06,-4.3874
2021-12-07,-4.3874
2021-12-08,-4.3874
2021-12-09,-4.3874
2021-12-10,-4.3874
2021-12-11,-4.3874
2021-12-12,-4.3874
2021-12-13,-4.3874
2021-12-14,-4.3874
2021-12-15,-4.3874
2021-12-16,-4.3874
2021-12-17,-4.3874
2021-12-18,-4.3874
2021-12-19,-4.3874
2021-12-20,-4.3874
2021-12-21,-4.3874
2021-12-22,-4.3874
2021-12-23,-4.3874
2021-12-24,-4.3874
2021-12-25,-4.3874
2021-12-26,-4.3874
2021-12-27,-4.3874
2021-12-28,-4.3874
2021-12-29,-4.3874
2021-12-30,-4.3874
2021-12-31,14.9026
2022-01-01,14.9026
2022-01-02,14.9026
2022-01-03,14.9026
2022-01-04,14.9026
2022-01-05,14.9026
2022-01-06,14.9026
2022-01-07,14.9026
2022-01-08,14.9026
2022-01-09,14.9026
2022-01-10,14.9026
2022-01-11,14.9026
2022-01-12,14.9026
2022-01-13,14.9026
2022-01-14,14.9026
2022-01-15,14.9026
2022-01-16,14.9026
2022-01-17,14.9026
2022-01-18,14.9026
2022-01-19,14.9026
2022-01-20,14.9026
2022-01-21,14.9026
2022-01-22,14.9026
2022-01-23,14.9026
2022-01-24,14.9026
2022-01-25,14.9026
2022-01-26,14.9026
2022-01-27,14.9026
2022-01-28,14.9026
2022-01-29,14.9026
2022-01-30,14.9026
2022-01-31,14.9026
2022-02-01,14.9026
2022-02-02,14.9026
2022-02-03,14.9026
2022-02-04,14.9026
2022-02-05,14.9026
2022-02-06,14.9026
2022-02-07,14.9026
2022-02-08,14.9026
2022-02-09,14.9026
2022-02-10,14.9026
2022-02-11,14.9026
2022-02-12,14.9026
2022-02-13,14.9026
2022-02-14,14.9026
2022-02-15,14.9026
2022-02-16,14.9026
2022-02-17,14.9026
2022-02-18,14.9026
2022-02-19,14.9026
2022-02-20,14.9026
2022-02-21,14.9026
2022-02-22,14.9026
2022-02-23,14.9026
2022-02-24,14.9026
2022-02-25,14.9026
2022-02-26,14.9026
2022-02-27,14.9026
2022-02-28,14.9026
2022-03-01,14.9026
2022-03-02,14.9026
2022-03-03,14.9026
2022-03-04,14.9026
2022-03-05,14.9026
2022-03-06,14.9026
2022-03-07,14.9026
2022-03-08,14.9026
2022-03-09,14.9026
2022-03-10,14.9026
2022-03-11,14.9026
2022-03-12,14.9026
2022-03-13,14.9026
2022-03-14,14.9026
2022-03-15,14.9026
2022-03-16,14.9026
2022-03-17,14.9026
2022-03-18,14.9026
2022-03-19,14.9026
2022-03-20,14.9026
2022-03-21,14.9026
2022-03-22,14.9026
2022-03-23,14.9026
2022-03-24,14.9026
2022-03-25,14.9026
2022-03-26,14.9026
2022-03-27,14.9026
2022-03-28,14.9026
2022-03-29,14.9026
2022-03-30,14.9026
2022-03-31,19.2276
2022-04-01,19.2276
2022-04-02,19.2276
2022-04-03,19.2276
2022-04-04,19.2276
2022-04-05,19.2276
2022-04-06,19.2276
2022-04-07,19.2276
2022-04-08,19.2276
2022-04-09,19.2276
2022-04-10,19.2276
2022-04-11,19.2276
2022-04-12,19.2276
2022-04-13,19.2276
2022-04-14,19.2276
2022-04-15,19.2276
2022-04-16,19.2276
2022-04-17,19.2276
2022-04-18,19.2276
2022-04-19,19.2276
2022-04-20,19.2276
2022-04-21,19.2276
2022-04-22,19.2276
2022-04-23,19.2276
2022-04-24,19.2276
2022-04-25,19.2276
2022-04-26,19.2276
2022-04-27,19.2276
2022-04-28,19.2276
2022-04-29,19.2276
2022-04-30,19.2276
2022-05-01,19.2276
2022-05-02,19.2276
2022-05-03,19.2276
2022-05-04,19.2276
2022-05-05,19.2276
2022-05-06,19.2276
2022-05-07,19.2276
2022-05-08,19.2276
2022-05-09,19.2276
2022-05-10,19.2276
2022-05-11,19.2276
2022-05-12,19.2276
2022-05-13,19.2276
2022-05-14,19.2276
2022-05-15,19.2276
2022-05-16,19.2276
2022-05-17,19.2276
2022-05-18,19.2276
2022-05-19,19.2276
2022-05-20,19.2276
2022-05-21,19.2276
2022-05-22,19.2276
2022-05-23,19.2276
2022-05-24,19.2276
2022-05-25,19.2276
2022-05-26,19.2276
2022-05-27,19.2276
2022-05-28,19.2276
2022-05-29,19.2276
2022-05-30,19.2276
2022-05-31,19.2276
2022-06-01,19.2276
2022-06-02,19.2276
2022-06-03,19.2276
2022-06-04,19.2276
2022-06-05,19.2276
2022-06-06,19.2276
2022-06-07,19.2276
2022-06-08,19.2276
2022-06-09,19.2276
2022-06-10,19.2276
2022-06-11,19.2276
2022-06-12,19.2276
2022-06-13,19.2276
2022-06-14,19.2276
2022-06-15,19.2276
2022-06-16,19.2276
2022-06-17,19.2276
2022-06-18,19.2276
2022-06-19,19.2276
2022-06-20,19.2276
2022-06-21,19.2276
2022-06-22,19.2276
2022-06-23,19.2276
2022-06-24,19.2276
2022-06-25,19.2276
2022-06-26,19.2276
2022-06-27,19.2276
2022-06-28,19.2276
2022-06-29,19.2276
2022-06-30,24.1003
2022-07-01,24.1003
2022-07-02,24.1003
2022-07-03,24.1003
2022-07-04,24.1003
2022-07-05,24.1003
2022-07-06,24.1003
2022-07-07,24.1003
2022-07-08,24.1003
2022-07-09,24.1003
2022-07-10,24.1003
2022-07-11,24.1003
2022-07-12,24.1003
2022-07-13,24.1003
2022-07-14,24.1003
2022-07-15,24.1003
2022-07-16,24.1003
2022-07-17,24.1003
2022-07-18,24.1003
2022-07-19,24.1003
2022-07-20,24.1003
2022-07-21,24.1003
2022-07-22,24.1003
2022-07-23,24.1003
2022-07-24,24.1003
2022-07-25,24.1003
2022-07-26,24.1003
2022-07-27,24.1003
2022-07-28,24.1003
2022-07-29,24.1003
2022-07-30,24.1003
2022-07-31,24.1003
2022-08-01,24.1003
2022-08-02,24.1003
2022-08-03,24.1003
2022-08-04,24.1003
2022-08-05,24.1003
2022-08-06,24.1003
2022-08-07,24.1003
2022-08-08,24.1003
2022-08-09,24.1003
2022-08-10,24.1003
2022-08-11,24.1003
2022-08-12,24.1003
2022-08-13,24.1003
2022-08-14,24.1003
2022-08-15,24.1003
2022-08-16,24.1003
2022-08-17,24.1003
2022-08-18,24.1003
2022-08-19,24.1003
2022-08-20,24.1003
2022-08-21,24.1003
2022-08-22,24.1003
2022-08-23,24.1003
2022-08-24,24.1003
2022-08-25,24.1003
2022-08-26,24.1003
2022-08-27,24.1003
2022-08-28,24.1003
2022-08-29,24.1003
2022-08-30,24.1003
2022-08-31,24.1003
2022-09-01,24.1003
2022-09-02,24.1003
2022-09-03,24.1003
2022-09-04,24.1003
2022-09-05,24.1003
2022-09-06,24.1003
2022-09-07,24.1003
2022-09-08,24.1003
2022-09-09,24.1003
2022-09-10,24.1003
2022-09-11,24.1003
2022-09-12,24.1003
2022-09-13,24.1003
2022-09-14,24.1003
2022-09-15,24.1003
2022-09-16,24.1003
2022-09-17,24.1003
2022-09-18,24.1003
2022-09-19,24.1003
2022-09-20,24.1003
2022-09-21,24.1003
2022-09-22,24.1003
2022-09-23,24.1003
2022-09-24,24.1003
2022-09-25,24.1003
2022-09-26,24.1003
2022-09-27,24.1003
2022-09-28,24.1003
2022-09-29,24.1003
2022-09-30,17.2303
2022-10-01,17.2303
2022-10-02,17.2303
2022-10-03,17.2303
2022-10-04,17.2303
2022-10-05,17.2303
2022-10-06,17.2303
2022-10-07,17.2303
2022-10-08,17.2303
2022-10-09,17.2303
2022-10-10,17.2303
2022-10-11,17.2303
2022-10-12,17.2303
2022-10-13,17.2303
2022-10-14,17.2303
2022-10-15,17.2303
2022-10-16,17.2303
2022-10-17,17.2303
2022-10-18,17.2303
2022-10-19,17.2303
2022-10-20,17.2303
2022-10-21,17.2303
2022-10-22,17.2303
2022-10-23,17.2303
2022-10-24,17.2303
2022-10-25,17.2303
2022-10-26,17.2303
2022-10-27,17.2303
2022-10-28,17.2303
2022-10-29,17.2303
2022-10-30,17.2303
2022-10-31,17.2303
2022-11-01,17.2303
2022-11-02,17.2303
2022-11-03,17.2303
2022-11-04,17.2303
2022-11-05,17.2303
2022-11-06,17.2303
2022-11-07,17.2303
2022-11-08,17.2303
2022-11-09,17.2303
2022-11-10,17.2303
2022-11-11,17.2303
2022-11-12,17.2303
2022-11-13,17.2303
2022-11-14,17.2303
2022-11-15,17.2303
2022-11-16,17.2303
2022-11-17,17.2303
2022-11-18,17.2303
2022-11-19,17.2303
2022-11-20,17.2303
2022-11-21,17.2303
2022-11-22,17.2303
2022-11-23,17.2303
2022-11-24,17.2303
2022-11-25,17.2303
2022-11-26,17.2303
2022-11-27,17.2303
2022-11-28,17.2303
2022-11-29,17.2303
2022-11-30,17.2303
2022-12-01,17.2303
2022-12-02,17.2303
2022-12-03,17.2303
2022-12-04,17.2303
2022-12-05,17.2303
2022-12-06,17.2303
2022-12-07,17.2303
2022-12-08,17.2303
2022-12-09,17.2303
2022-12-10,17.2303
2022-12-11,17.2303
2022-12-12,17.2303
2022-12-13,17.2303
2022-12-14,17.2303
2022-12-15,17.2303
2022-12-16,17.2303
2022-12-17,17.2303
2022-12-18,17.2303
2022-12-19,17.2303
2022-12-20,17.2303
2022-12-21,17.2303
2022-12-22,17.2303
2022-12-23,17.2303
2022-12-24,17.2303
2022-12-25,17.2303
2022-12-26,17.2303
2022-12-27,17.2303
2022-12-28,17.2303
2022-12-29,17.2303
2022-12-30,17.2303
2022-12-31,17.0089
2023-01-01,17.0089
2023-01-02,17.0089
2023-01-03,17.0089
2023-01-04,17.0089
2023-01-05,17.0089
2023-01-06,17.0089
2023-01-07,17.0089
2023-01-08,17.0089
2023-01-09,17.0089
2023-01-10,17.0089
2023-01-11,17.0089
2023-01-12,17.0089
2023-01-13,17.0089
2023-01-14,17.0089
2023-01-15,17.0089
2023-01-16,17.0089
2023-01-17,17.0089
2023-01-18,17.0089
2023-01-19,17.0089
2023-01-20,17.0089
2023-01-21,17.0089
2023-01-22,17.0089
2023-01-23,17.0089
2023-01-24,17.0089
2023-01-25,17.0089
2023-01-26,17.0089
2023-01-27,17.0089
2023-01-28,17.0089
2023-01-29,17.0089
2023-01-30,17.0089
2023-01-31,17.0089
2023-02-01,17.0089
2023-02-02,17.0089
2023-02-03,17.0089
2023-02-04,17.0089
2023-02-05,17.0089
2023-02-06,17.0089
2023-02-07,17.0089
2023-02-08,17.0089
2023-02-09,17.0089
2023-02-10,17.0089
2023-02-11,17.0089
2023-02-12,17.0089
2023-02-13,17.0089
2023-02-14,17.0089
