,MOH US Equity
,RETURN_COM_EQY
2020-01-01,40.865
2020-01-02,40.865
2020-01-03,40.865
2020-01-04,40.865
2020-01-05,40.865
2020-01-06,40.865
2020-01-07,40.865
2020-01-08,40.865
2020-01-09,40.865
2020-01-10,40.865
2020-01-11,40.865
2020-01-12,40.865
2020-01-13,40.865
2020-01-14,40.865
2020-01-15,40.865
2020-01-16,40.865
2020-01-17,40.865
2020-01-18,40.865
2020-01-19,40.865
2020-01-20,40.865
2020-01-21,40.865
2020-01-22,40.865
2020-01-23,40.865
2020-01-24,40.865
2020-01-25,40.865
2020-01-26,40.865
2020-01-27,40.865
2020-01-28,40.865
2020-01-29,40.865
2020-01-30,40.865
2020-01-31,40.865
2020-02-01,40.865
2020-02-02,40.865
2020-02-03,40.865
2020-02-04,40.865
2020-02-05,40.865
2020-02-06,40.865
2020-02-07,40.865
2020-02-08,40.865
2020-02-09,40.865
2020-02-10,40.865
2020-02-11,40.865
2020-02-12,40.865
2020-02-13,40.865
2020-02-14,40.865
2020-02-15,40.865
2020-02-16,40.865
2020-02-17,40.865
2020-02-18,40.865
2020-02-19,40.865
2020-02-20,40.865
2020-02-21,40.865
2020-02-22,40.865
2020-02-23,40.865
2020-02-24,40.865
2020-02-25,40.865
2020-02-26,40.865
2020-02-27,40.865
2020-02-28,40.865
2020-02-29,40.865
2020-03-01,40.865
2020-03-02,40.865
2020-03-03,40.865
2020-03-04,40.865
2020-03-05,40.865
2020-03-06,40.865
2020-03-07,40.865
2020-03-08,40.865
2020-03-09,40.865
2020-03-10,40.865
2020-03-11,40.865
2020-03-12,40.865
2020-03-13,40.865
2020-03-14,40.865
2020-03-15,40.865
2020-03-16,40.865
2020-03-17,40.865
2020-03-18,40.865
2020-03-19,40.865
2020-03-20,40.865
2020-03-21,40.865
2020-03-22,40.865
2020-03-23,40.865
2020-03-24,40.865
2020-03-25,40.865
2020-03-26,40.865
2020-03-27,40.865
2020-03-28,40.865
2020-03-29,40.865
2020-03-30,40.865
2020-03-31,41.1832
2020-04-01,41.1832
2020-04-02,41.1832
2020-04-03,41.1832
2020-04-04,41.1832
2020-04-05,41.1832
2020-04-06,41.1832
2020-04-07,41.1832
2020-04-08,41.1832
2020-04-09,41.1832
2020-04-10,41.1832
2020-04-11,41.1832
2020-04-12,41.1832
2020-04-13,41.1832
2020-04-14,41.1832
2020-04-15,41.1832
2020-04-16,41.1832
2020-04-17,41.1832
2020-04-18,41.1832
2020-04-19,41.1832
2020-04-20,41.1832
2020-04-21,41.1832
2020-04-22,41.1832
2020-04-23,41.1832
2020-04-24,41.1832
2020-04-25,41.1832
2020-04-26,41.1832
2020-04-27,41.1832
2020-04-28,41.1832
2020-04-29,41.1832
2020-04-30,41.1832
2020-05-01,41.1832
2020-05-02,41.1832
2020-05-03,41.1832
2020-05-04,41.1832
2020-05-05,41.1832
2020-05-06,41.1832
2020-05-07,41.1832
2020-05-08,41.1832
2020-05-09,41.1832
2020-05-10,41.1832
2020-05-11,41.1832
2020-05-12,41.1832
2020-05-13,41.1832
2020-05-14,41.1832
2020-05-15,41.1832
2020-05-16,41.1832
2020-05-17,41.1832
2020-05-18,41.1832
2020-05-19,41.1832
2020-05-20,41.1832
2020-05-21,41.1832
2020-05-22,41.1832
2020-05-23,41.1832
2020-05-24,41.1832
2020-05-25,41.1832
2020-05-26,41.1832
2020-05-27,41.1832
2020-05-28,41.1832
2020-05-29,41.1832
2020-05-30,41.1832
2020-05-31,41.1832
2020-06-01,41.1832
2020-06-02,41.1832
2020-06-03,41.1832
2020-06-04,41.1832
2020-06-05,41.1832
2020-06-06,41.1832
2020-06-07,41.1832
2020-06-08,41.1832
2020-06-09,41.1832
2020-06-10,41.1832
2020-06-11,41.1832
2020-06-12,41.1832
2020-06-13,41.1832
2020-06-14,41.1832
2020-06-15,41.1832
2020-06-16,41.1832
2020-06-17,41.1832
2020-06-18,41.1832
2020-06-19,41.1832
2020-06-20,41.1832
2020-06-21,41.1832
2020-06-22,41.1832
2020-06-23,41.1832
2020-06-24,41.1832
2020-06-25,41.1832
2020-06-26,41.1832
2020-06-27,41.1832
2020-06-28,41.1832
2020-06-29,41.1832
2020-06-30,42.7117
2020-07-01,42.7117
2020-07-02,42.7117
2020-07-03,42.7117
2020-07-04,42.7117
2020-07-05,42.7117
2020-07-06,42.7117
2020-07-07,42.7117
2020-07-08,42.7117
2020-07-09,42.7117
2020-07-10,42.7117
2020-07-11,42.7117
2020-07-12,42.7117
2020-07-13,42.7117
2020-07-14,42.7117
2020-07-15,42.7117
2020-07-16,42.7117
2020-07-17,42.7117
2020-07-18,42.7117
2020-07-19,42.7117
2020-07-20,42.7117
2020-07-21,42.7117
2020-07-22,42.7117
2020-07-23,42.7117
2020-07-24,42.7117
2020-07-25,42.7117
2020-07-26,42.7117
2020-07-27,42.7117
2020-07-28,42.7117
2020-07-29,42.7117
2020-07-30,42.7117
2020-07-31,42.7117
2020-08-01,42.7117
2020-08-02,42.7117
2020-08-03,42.7117
2020-08-04,42.7117
2020-08-05,42.7117
2020-08-06,42.7117
2020-08-07,42.7117
2020-08-08,42.7117
2020-08-09,42.7117
2020-08-10,42.7117
2020-08-11,42.7117
2020-08-12,42.7117
2020-08-13,42.7117
2020-08-14,42.7117
2020-08-15,42.7117
2020-08-16,42.7117
2020-08-17,42.7117
2020-08-18,42.7117
2020-08-19,42.7117
2020-08-20,42.7117
2020-08-21,42.7117
2020-08-22,42.7117
2020-08-23,42.7117
2020-08-24,42.7117
2020-08-25,42.7117
2020-08-26,42.7117
2020-08-27,42.7117
2020-08-28,42.7117
2020-08-29,42.7117
2020-08-30,42.7117
2020-08-31,42.7117
2020-09-01,42.7117
2020-09-02,42.7117
2020-09-03,42.7117
2020-09-04,42.7117
2020-09-05,42.7117
2020-09-06,42.7117
2020-09-07,42.7117
2020-09-08,42.7117
2020-09-09,42.7117
2020-09-10,42.7117
2020-09-11,42.7117
2020-09-12,42.7117
2020-09-13,42.7117
2020-09-14,42.7117
2020-09-15,42.7117
2020-09-16,42.7117
2020-09-17,42.7117
2020-09-18,42.7117
2020-09-19,42.7117
2020-09-20,42.7117
2020-09-21,42.7117
2020-09-22,42.7117
2020-09-23,42.7117
2020-09-24,42.7117
2020-09-25,42.7117
2020-09-26,42.7117
2020-09-27,42.7117
2020-09-28,42.7117
2020-09-29,42.7117
2020-09-30,40.0298
2020-10-01,40.0298
2020-10-02,40.0298
2020-10-03,40.0298
2020-10-04,40.0298
2020-10-05,40.0298
2020-10-06,40.0298
2020-10-07,40.0298
2020-10-08,40.0298
