,CMA US Equity
,RETURN_COM_EQY
2020-01-01,16.0577
2020-01-02,16.0577
2020-01-03,16.0577
2020-01-04,16.0577
2020-01-05,16.0577
2020-01-06,16.0577
2020-01-07,16.0577
2020-01-08,16.0577
2020-01-09,16.0577
2020-01-10,16.0577
2020-01-11,16.0577
2020-01-12,16.0577
2020-01-13,16.0577
2020-01-14,16.0577
2020-01-15,16.0577
2020-01-16,16.0577
2020-01-17,16.0577
2020-01-18,16.0577
2020-01-19,16.0577
2020-01-20,16.0577
2020-01-21,16.0577
2020-01-22,16.0577
2020-01-23,16.0577
2020-01-24,16.0577
2020-01-25,16.0577
2020-01-26,16.0577
2020-01-27,16.0577
2020-01-28,16.0577
2020-01-29,16.0577
2020-01-30,16.0577
2020-01-31,16.0577
2020-02-01,16.0577
2020-02-02,16.0577
2020-02-03,16.0577
2020-02-04,16.0577
2020-02-05,16.0577
2020-02-06,16.0577
2020-02-07,16.0577
2020-02-08,16.0577
2020-02-09,16.0577
2020-02-10,16.0577
2020-02-11,16.0577
2020-02-12,16.0577
2020-02-13,16.0577
2020-02-14,16.0577
2020-02-15,16.0577
2020-02-16,16.0577
2020-02-17,16.0577
2020-02-18,16.0577
2020-02-19,16.0577
2020-02-20,16.0577
2020-02-21,16.0577
2020-02-22,16.0577
2020-02-23,16.0577
2020-02-24,16.0577
2020-02-25,16.0577
2020-02-26,16.0577
2020-02-27,16.0577
2020-02-28,16.0577
2020-02-29,16.0577
2020-03-01,16.0577
2020-03-02,16.0577
2020-03-03,16.0577
2020-03-04,16.0577
2020-03-05,16.0577
2020-03-06,16.0577
2020-03-07,16.0577
2020-03-08,16.0577
2020-03-09,16.0577
2020-03-10,16.0577
2020-03-11,16.0577
2020-03-12,16.0577
2020-03-13,16.0577
2020-03-14,16.0577
2020-03-15,16.0577
2020-03-16,16.0577
2020-03-17,16.0577
2020-03-18,16.0577
2020-03-19,16.0577
2020-03-20,16.0577
2020-03-21,16.0577
2020-03-22,16.0577
2020-03-23,16.0577
2020-03-24,16.0577
2020-03-25,16.0577
2020-03-26,16.0577
2020-03-27,16.0577
2020-03-28,16.0577
2020-03-29,16.0577
2020-03-30,16.0577
2020-03-31,10.7353
2020-04-01,10.7353
2020-04-02,10.7353
2020-04-03,10.7353
2020-04-04,10.7353
2020-04-05,10.7353
2020-04-06,10.7353
2020-04-07,10.7353
2020-04-08,10.7353
2020-04-09,10.7353
2020-04-10,10.7353
2020-04-11,10.7353
2020-04-12,10.7353
2020-04-13,10.7353
2020-04-14,10.7353
2020-04-15,10.7353
2020-04-16,10.7353
2020-04-17,10.7353
2020-04-18,10.7353
2020-04-19,10.7353
2020-04-20,10.7353
2020-04-21,10.7353
2020-04-22,10.7353
2020-04-23,10.7353
2020-04-24,10.7353
2020-04-25,10.7353
2020-04-26,10.7353
2020-04-27,10.7353
2020-04-28,10.7353
2020-04-29,10.7353
2020-04-30,10.7353
2020-05-01,10.7353
2020-05-02,10.7353
2020-05-03,10.7353
2020-05-04,10.7353
2020-05-05,10.7353
2020-05-06,10.7353
2020-05-07,10.7353
2020-05-08,10.7353
2020-05-09,10.7353
2020-05-10,10.7353
2020-05-11,10.7353
2020-05-12,10.7353
2020-05-13,10.7353
2020-05-14,10.7353
2020-05-15,10.7353
2020-05-16,10.7353
2020-05-17,10.7353
2020-05-18,10.7353
2020-05-19,10.7353
2020-05-20,10.7353
2020-05-21,10.7353
2020-05-22,10.7353
2020-05-23,10.7353
2020-05-24,10.7353
2020-05-25,10.7353
2020-05-26,10.7353
2020-05-27,10.7353
2020-05-28,10.7353
2020-05-29,10.7353
2020-05-30,10.7353
2020-05-31,10.7353
2020-06-01,10.7353
2020-06-02,10.7353
2020-06-03,10.7353
2020-06-04,10.7353
2020-06-05,10.7353
2020-06-06,10.7353
2020-06-07,10.7353
2020-06-08,10.7353
2020-06-09,10.7353
2020-06-10,10.7353
2020-06-11,10.7353
2020-06-12,10.7353
2020-06-13,10.7353
2020-06-14,10.7353
2020-06-15,10.7353
2020-06-16,10.7353
2020-06-17,10.7353
2020-06-18,10.7353
2020-06-19,10.7353
2020-06-20,10.7353
2020-06-21,10.7353
2020-06-22,10.7353
2020-06-23,10.7353
2020-06-24,10.7353
2020-06-25,10.7353
2020-06-26,10.7353
2020-06-27,10.7353
2020-06-28,10.7353
2020-06-29,10.7353
2020-06-30,8.1323
2020-07-01,8.1323
2020-07-02,8.1323
2020-07-03,8.1323
2020-07-04,8.1323
2020-07-05,8.1323
2020-07-06,8.1323
2020-07-07,8.1323
2020-07-08,8.1323
2020-07-09,8.1323
2020-07-10,8.1323
2020-07-11,8.1323
2020-07-12,8.1323
2020-07-13,8.1323
2020-07-14,8.1323
2020-07-15,8.1323
2020-07-16,8.1323
2020-07-17,8.1323
2020-07-18,8.1323
2020-07-19,8.1323
2020-07-20,8.1323
2020-07-21,8.1323
2020-07-22,8.1323
2020-07-23,8.1323
2020-07-24,8.1323
2020-07-25,8.1323
2020-07-26,8.1323
2020-07-27,8.1323
2020-07-28,8.1323
2020-07-29,8.1323
2020-07-30,8.1323
2020-07-31,8.1323
2020-08-01,8.1323
2020-08-02,8.1323
2020-08-03,8.1323
2020-08-04,8.1323
2020-08-05,8.1323
2020-08-06,8.1323
2020-08-07,8.1323
2020-08-08,8.1323
2020-08-09,8.1323
2020-08-10,8.1323
2020-08-11,8.1323
2020-08-12,8.1323
2020-08-13,8.1323
2020-08-14,8.1323
2020-08-15,8.1323
2020-08-16,8.1323
2020-08-17,8.1323
2020-08-18,8.1323
2020-08-19,8.1323
2020-08-20,8.1323
2020-08-21,8.1323
2020-08-22,8.1323
2020-08-23,8.1323
2020-08-24,8.1323
2020-08-25,8.1323
2020-08-26,8.1323
2020-08-27,8.1323
2020-08-28,8.1323
2020-08-29,8.1323
2020-08-30,8.1323
2020-08-31,8.1323
2020-09-01,8.1323
2020-09-02,8.1323
2020-09-03,8.1323
2020-09-04,8.1323
2020-09-05,8.1323
2020-09-06,8.1323
2020-09-07,8.1323
2020-09-08,8.1323
2020-09-09,8.1323
2020-09-10,8.1323
2020-09-11,8.1323
2020-09-12,8.1323
2020-09-13,8.1323
2020-09-14,8.1323
2020-09-15,8.1323
2020-09-16,8.1323
2020-09-17,8.1323
2020-09-18,8.1323
2020-09-19,8.1323
2020-09-20,8.1323
2020-09-21,8.1323
2020-09-22,8.1323
2020-09-23,8.1323
2020-09-24,8.1323
2020-09-25,8.1323
2020-09-26,8.1323
2020-09-27,8.1323
2020-09-28,8.1323
2020-09-29,8.1323
2020-09-30,7.2782
2020-10-01,7.2782
2020-10-02,7.2782
2020-10-03,7.2782
2020-10-04,7.2782
2020-10-05,7.2782
2020-10-06,7.2782
2020-10-07,7.2782
2020-10-08,7.2782
2020-10-09,7.2782
2020-10-10,7.2782
2020-10-11,7.2782
2020-10-12,7.2782
2020-10-13,7.2782
2020-10-14,7.2782
2020-10-15,7.2782
2020-10-16,7.2782
2020-10-17,7.2782
2020-10-18,7.2782
2020-10-19,7.2782
2020-10-20,7.2782
2020-10-21,7.2782
2020-10-22,7.2782
2020-10-23,7.2782
2020-10-24,7.2782
2020-10-25,7.2782
2020-10-26,7.2782
2020-10-27,7.2782
2020-10-28,7.2782
2020-10-29,7.2782
2020-10-30,7.2782
2020-10-31,7.2782
2020-11-01,7.2782
2020-11-02,7.2782
2020-11-03,7.2782
2020-11-04,7.2782
2020-11-05,7.2782
2020-11-06,7.2782
2020-11-07,7.2782
2020-11-08,7.2782
2020-11-09,7.2782
2020-11-10,7.2782
2020-11-11,7.2782
2020-11-12,7.2782
2020-11-13,7.2782
2020-11-14,7.2782
2020-11-15,7.2782
2020-11-16,7.2782
2020-11-17,7.2782
2020-11-18,7.2782
2020-11-19,7.2782
2020-11-20,7.2782
2020-11-21,7.2782
2020-11-22,7.2782
2020-11-23,7.2782
2020-11-24,7.2782
2020-11-25,7.2782
2020-11-26,7.2782
2020-11-27,7.2782
2020-11-28,7.2782
2020-11-29,7.2782
2020-11-30,7.2782
2020-12-01,7.2782
2020-12-02,7.2782
2020-12-03,7.2782
2020-12-04,7.2782
2020-12-05,7.2782
2020-12-06,7.2782
2020-12-07,7.2782
2020-12-08,7.2782
2020-12-09,7.2782
2020-12-10,7.2782
2020-12-11,7.2782
2020-12-12,7.2782
2020-12-13,7.2782
2020-12-14,7.2782
2020-12-15,7.2782
2020-12-16,7.2782
2020-12-17,7.2782
2020-12-18,7.2782
2020-12-19,7.2782
2020-12-20,7.2782
2020-12-21,7.2782
2020-12-22,7.2782
2020-12-23,7.2782
2020-12-24,7.2782
2020-12-25,7.2782
2020-12-26,7.2782
2020-12-27,7.2782
2020-12-28,7.2782
2020-12-29,7.2782
2020-12-30,7.2782
2020-12-31,6.3564
2021-01-01,6.3564
2021-01-02,6.3564
2021-01-03,6.3564
2021-01-04,6.3564
2021-01-05,6.3564
2021-01-06,6.3564
2021-01-07,6.3564
2021-01-08,6.3564
2021-01-09,6.3564
2021-01-10,6.3564
2021-01-11,6.3564
2021-01-12,6.3564
2021-01-13,6.3564
2021-01-14,6.3564
2021-01-15,6.3564
2021-01-16,6.3564
2021-01-17,6.3564
2021-01-18,6.3564
2021-01-19,6.3564
2021-01-20,6.3564
2021-01-21,6.3564
2021-01-22,6.3564
2021-01-23,6.3564
2021-01-24,6.3564
2021-01-25,6.3564
2021-01-26,6.3564
2021-01-27,6.3564
2021-01-28,6.3564
2021-01-29,6.3564
2021-01-30,6.3564
2021-01-31,6.3564
2021-02-01,6.3564
2021-02-02,6.3564
2021-02-03,6.3564
2021-02-04,6.3564
2021-02-05,6.3564
2021-02-06,6.3564
2021-02-07,6.3564
2021-02-08,6.3564
2021-02-09,6.3564
2021-02-10,6.3564
2021-02-11,6.3564
2021-02-12,6.3564
2021-02-13,6.3564
2021-02-14,6.3564
2021-02-15,6.3564
2021-02-16,6.3564
2021-02-17,6.3564
2021-02-18,6.3564
2021-02-19,6.3564
2021-02-20,6.3564
2021-02-21,6.3564
2021-02-22,6.3564
2021-02-23,6.3564
2021-02-24,6.3564
2021-02-25,6.3564
2021-02-26,6.3564
2021-02-27,6.3564
2021-02-28,6.3564
2021-03-01,6.3564
2021-03-02,6.3564
2021-03-03,6.3564
2021-03-04,6.3564
2021-03-05,6.3564
2021-03-06,6.3564
2021-03-07,6.3564
2021-03-08,6.3564
2021-03-09,6.3564
2021-03-10,6.3564
2021-03-11,6.3564
2021-03-12,6.3564
2021-03-13,6.3564
2021-03-14,6.3564
2021-03-15,6.3564
2021-03-16,6.3564
2021-03-17,6.3564
2021-03-18,6.3564
2021-03-19,6.3564
2021-03-20,6.3564
2021-03-21,6.3564
2021-03-22,6.3564
2021-03-23,6.3564
2021-03-24,6.3564
2021-03-25,6.3564
2021-03-26,6.3564
2021-03-27,6.3564
2021-03-28,6.3564
2021-03-29,6.3564
2021-03-30,6.3564
2021-03-31,11.5877
2021-04-01,11.5877
2021-04-02,11.5877
2021-04-03,11.5877
2021-04-04,11.5877
2021-04-05,11.5877
2021-04-06,11.5877
2021-04-07,11.5877
2021-04-08,11.5877
2021-04-09,11.5877
2021-04-10,11.5877
2021-04-11,11.5877
2021-04-12,11.5877
2021-04-13,11.5877
2021-04-14,11.5877
2021-04-15,11.5877
2021-04-16,11.5877
2021-04-17,11.5877
2021-04-18,11.5877
2021-04-19,11.5877
2021-04-20,11.5877
2021-04-21,11.5877
2021-04-22,11.5877
2021-04-23,11.5877
2021-04-24,11.5877
2021-04-25,11.5877
2021-04-26,11.5877
2021-04-27,11.5877
2021-04-28,11.5877
2021-04-29,11.5877
2021-04-30,11.5877
2021-05-01,11.5877
2021-05-02,11.5877
2021-05-03,11.5877
2021-05-04,11.5877
2021-05-05,11.5877
2021-05-06,11.5877
2021-05-07,11.5877
2021-05-08,11.5877
2021-05-09,11.5877
2021-05-10,11.5877
2021-05-11,11.5877
2021-05-12,11.5877
2021-05-13,11.5877
2021-05-14,11.5877
2021-05-15,11.5877
2021-05-16,11.5877
2021-05-17,11.5877
2021-05-18,11.5877
2021-05-19,11.5877
2021-05-20,11.5877
2021-05-21,11.5877
2021-05-22,11.5877
2021-05-23,11.5877
2021-05-24,11.5877
2021-05-25,11.5877
2021-05-26,11.5877
2021-05-27,11.5877
2021-05-28,11.5877
2021-05-29,11.5877
2021-05-30,11.5877
2021-05-31,11.5877
2021-06-01,11.5877
2021-06-02,11.5877
2021-06-03,11.5877
2021-06-04,11.5877
2021-06-05,11.5877
2021-06-06,11.5877
2021-06-07,11.5877
2021-06-08,11.5877
2021-06-09,11.5877
2021-06-10,11.5877
2021-06-11,11.5877
2021-06-12,11.5877
2021-06-13,11.5877
2021-06-14,11.5877
2021-06-15,11.5877
2021-06-16,11.5877
2021-06-17,11.5877
2021-06-18,11.5877
2021-06-19,11.5877
2021-06-20,11.5877
2021-06-21,11.5877
2021-06-22,11.5877
2021-06-23,11.5877
2021-06-24,11.5877
