,TGT US Equity
2020-10-22,28.8523
2020-10-23,28.8523
2020-10-24,28.8523
2020-10-25,28.8523
2020-10-26,28.8523
2020-10-27,28.8523
2020-10-28,28.8523
2020-10-29,28.8523
2020-10-30,28.8523
2020-10-31,30.7432
2020-11-01,30.7432
2020-11-02,30.7432
2020-11-03,30.7432
2020-11-04,30.7432
2020-11-05,30.7432
2020-11-06,30.7432
2020-11-07,30.7432
2020-11-08,30.7432
2020-11-09,30.7432
2020-11-10,30.7432
2020-11-11,30.7432
2020-11-12,30.7432
2020-11-13,30.7432
2020-11-14,30.7432
2020-11-15,30.7432
2020-11-16,30.7432
2020-11-17,30.7432
2020-11-18,30.7432
2020-11-19,30.7432
2020-11-20,30.7432
2020-11-21,30.7432
2020-11-22,30.7432
2020-11-23,30.7432
2020-11-24,30.7432
2020-11-25,30.7432
2020-11-26,30.7432
2020-11-27,30.7432
2020-11-28,30.7432
2020-11-29,30.7432
2020-11-30,30.7432
2020-12-01,30.7432
2020-12-02,30.7432
2020-12-03,30.7432
2020-12-04,30.7432
2020-12-05,30.7432
2020-12-06,30.7432
2020-12-07,30.7432
2020-12-08,30.7432
2020-12-09,30.7432
2020-12-10,30.7432
2020-12-11,30.7432
2020-12-12,30.7432
2020-12-13,30.7432
2020-12-14,30.7432
2020-12-15,30.7432
2020-12-16,30.7432
2020-12-17,30.7432
2020-12-18,30.7432
2020-12-19,30.7432
2020-12-20,30.7432
2020-12-21,30.7432
2020-12-22,30.7432
2020-12-23,30.7432
2020-12-24,30.7432
2020-12-25,30.7432
2020-12-26,30.7432
2020-12-27,30.7432
2020-12-28,30.7432
2020-12-29,30.7432
2020-12-30,30.7432
2020-12-31,30.7432
2021-01-01,30.7432
2021-01-02,30.7432
2021-01-03,30.7432
2021-01-04,30.7432
2021-01-05,30.7432
2021-01-06,30.7432
2021-01-07,30.7432
2021-01-08,30.7432
2021-01-09,30.7432
2021-01-10,30.7432
2021-01-11,30.7432
2021-01-12,30.7432
2021-01-13,30.7432
2021-01-14,30.7432
2021-01-15,30.7432
2021-01-16,30.7432
2021-01-17,30.7432
2021-01-18,30.7432
2021-01-19,30.7432
2021-01-20,30.7432
2021-01-21,30.7432
2021-01-22,30.7432
2021-01-23,30.7432
2021-01-24,30.7432
2021-01-25,30.7432
2021-01-26,30.7432
2021-01-27,30.7432
2021-01-28,30.7432
2021-01-29,30.7432
2021-01-30,33.2509
2021-01-31,33.2509
2021-02-01,33.2509
2021-02-02,33.2509
2021-02-03,33.2509
2021-02-04,33.2509
2021-02-05,33.2509
2021-02-06,33.2509
2021-02-07,33.2509
2021-02-08,33.2509
2021-02-09,33.2509
2021-02-10,33.2509
2021-02-11,33.2509
2021-02-12,33.2509
2021-02-13,33.2509
2021-02-14,33.2509
2021-02-15,33.2509
2021-02-16,33.2509
2021-02-17,33.2509
2021-02-18,33.2509
2021-02-19,33.2509
2021-02-20,33.2509
2021-02-21,33.2509
2021-02-22,33.2509
2021-02-23,33.2509
2021-02-24,33.2509
2021-02-25,33.2509
2021-02-26,33.2509
2021-02-27,33.2509
2021-02-28,33.2509
2021-03-01,33.2509
2021-03-02,33.2509
2021-03-03,33.2509
2021-03-04,33.2509
2021-03-05,33.2509
2021-03-06,33.2509
2021-03-07,33.2509
2021-03-08,33.2509
2021-03-09,33.2509
2021-03-10,33.2509
2021-03-11,33.2509
2021-03-12,33.2509
2021-03-13,33.2509
2021-03-14,33.2509
2021-03-15,33.2509
2021-03-16,33.2509
2021-03-17,33.2509
2021-03-18,33.2509
2021-03-19,33.2509
2021-03-20,33.2509
2021-03-21,33.2509
2021-03-22,33.2509
2021-03-23,33.2509
2021-03-24,33.2509
2021-03-25,33.2509
2021-03-26,33.2509
2021-03-27,33.2509
2021-03-28,33.2509
2021-03-29,33.2509
2021-03-30,33.2509
2021-03-31,33.2509
2021-04-01,33.2509
2021-04-02,33.2509
2021-04-03,33.2509
2021-04-04,33.2509
2021-04-05,33.2509
2021-04-06,33.2509
2021-04-07,33.2509
2021-04-08,33.2509
2021-04-09,33.2509
2021-04-10,33.2509
2021-04-11,33.2509
2021-04-12,33.2509
2021-04-13,33.2509
2021-04-14,33.2509
2021-04-15,33.2509
2021-04-16,33.2509
2021-04-17,33.2509
2021-04-18,33.2509
2021-04-19,33.2509
2021-04-20,33.2509
2021-04-21,33.2509
2021-04-22,33.2509
2021-04-23,33.2509
2021-04-24,33.2509
2021-04-25,33.2509
2021-04-26,33.2509
2021-04-27,33.2509
2021-04-28,33.2509
2021-04-29,33.2509
2021-04-30,33.2509
2021-05-01,47.3132
2021-05-02,47.3132
2021-05-03,47.3132
2021-05-04,47.3132
2021-05-05,47.3132
2021-05-06,47.3132
2021-05-07,47.3132
2021-05-08,47.3132
2021-05-09,47.3132
2021-05-10,47.3132
2021-05-11,47.3132
2021-05-12,47.3132
2021-05-13,47.3132
2021-05-14,47.3132
2021-05-15,47.3132
2021-05-16,47.3132
2021-05-17,47.3132
2021-05-18,47.3132
2021-05-19,47.3132
2021-05-20,47.3132
2021-05-21,47.3132
2021-05-22,47.3132
2021-05-23,47.3132
2021-05-24,47.3132
2021-05-25,47.3132
2021-05-26,47.3132
2021-05-27,47.3132
2021-05-28,47.3132
2021-05-29,47.3132
2021-05-30,47.3132
2021-05-31,47.3132
2021-06-01,47.3132
2021-06-02,47.3132
2021-06-03,47.3132
2021-06-04,47.3132
2021-06-05,47.3132
2021-06-06,47.3132
2021-06-07,47.3132
2021-06-08,47.3132
2021-06-09,47.3132
2021-06-10,47.3132
2021-06-11,47.3132
2021-06-12,47.3132
2021-06-13,47.3132
2021-06-14,47.3132
2021-06-15,47.3132
2021-06-16,47.3132
2021-06-17,47.3132
2021-06-18,47.3132
2021-06-19,47.3132
2021-06-20,47.3132
2021-06-21,47.3132
2021-06-22,47.3132
2021-06-23,47.3132
2021-06-24,47.3132
2021-06-25,47.3132
2021-06-26,47.3132
2021-06-27,47.3132
2021-06-28,47.3132
2021-06-29,47.3132
2021-06-30,47.3132
2021-07-01,47.3132
2021-07-02,47.3132
2021-07-03,47.3132
2021-07-04,47.3132
2021-07-05,47.3132
2021-07-06,47.3132
2021-07-07,47.3132
2021-07-08,47.3132
2021-07-09,47.3132
2021-07-10,47.3132
2021-07-11,47.3132
2021-07-12,47.3132
2021-07-13,47.3132
2021-07-14,47.3132
2021-07-15,47.3132
2021-07-16,47.3132
2021-07-17,47.3132
2021-07-18,47.3132
2021-07-19,47.3132
2021-07-20,47.3132
2021-07-21,47.3132
2021-07-22,47.3132
2021-07-23,47.3132
2021-07-24,47.3132
2021-07-25,47.3132
2021-07-26,47.3132
2021-07-27,47.3132
2021-07-28,47.3132
2021-07-29,47.3132
2021-07-30,47.3132
2021-07-31,45.98
2021-08-01,45.98
2021-08-02,45.98
2021-08-03,45.98
2021-08-04,45.98
2021-08-05,45.98
2021-08-06,45.98
2021-08-07,45.98
2021-08-08,45.98
2021-08-09,45.98
2021-08-10,45.98
2021-08-11,45.98
2021-08-12,45.98
2021-08-13,45.98
2021-08-14,45.98
2021-08-15,45.98
2021-08-16,45.98
2021-08-17,45.98
2021-08-18,45.98
2021-08-19,45.98
2021-08-20,45.98
2021-08-21,45.98
2021-08-22,45.98
2021-08-23,45.98
2021-08-24,45.98
2021-08-25,45.98
2021-08-26,45.98
2021-08-27,45.98
2021-08-28,45.98
2021-08-29,45.98
2021-08-30,45.98
2021-08-31,45.98
2021-09-01,45.98
2021-09-02,45.98
2021-09-03,45.98
2021-09-04,45.98
2021-09-05,45.98
2021-09-06,45.98
2021-09-07,45.98
2021-09-08,45.98
2021-09-09,45.98
2021-09-10,45.98
2021-09-11,45.98
2021-09-12,45.98
2021-09-13,45.98
2021-09-14,45.98
2021-09-15,45.98
2021-09-16,45.98
2021-09-17,45.98
2021-09-18,45.98
2021-09-19,45.98
2021-09-20,45.98
2021-09-21,45.98
2021-09-22,45.98
2021-09-23,45.98
2021-09-24,45.98
2021-09-25,45.98
2021-09-26,45.98
2021-09-27,45.98
2021-09-28,45.98
2021-09-29,45.98
2021-09-30,45.98
2021-10-01,45.98
2021-10-02,45.98
2021-10-03,45.98
2021-10-04,45.98
2021-10-05,45.98
2021-10-06,45.98
2021-10-07,45.98
2021-10-08,45.98
2021-10-09,45.98
2021-10-10,45.98
2021-10-11,45.98
2021-10-12,45.98
2021-10-13,45.98
2021-10-14,45.98
2021-10-15,45.98
2021-10-16,45.98
2021-10-17,45.98
2021-10-18,45.98
2021-10-19,45.98
2021-10-20,45.98
2021-10-21,45.98
2021-10-22,45.98
2021-10-23,45.98
2021-10-24,45.98
2021-10-25,45.98
2021-10-26,45.98
2021-10-27,45.98
2021-10-28,45.98
2021-10-29,45.98
2021-10-30,50.0111
2021-10-31,50.0111
2021-11-01,50.0111
2021-11-02,50.0111
2021-11-03,50.0111
2021-11-04,50.0111
2021-11-05,50.0111
2021-11-06,50.0111
2021-11-07,50.0111
2021-11-08,50.0111
2021-11-09,50.0111
2021-11-10,50.0111
2021-11-11,50.0111
2021-11-12,50.0111
2021-11-13,50.0111
2021-11-14,50.0111
2021-11-15,50.0111
2021-11-16,50.0111
2021-11-17,50.0111
2021-11-18,50.0111
2021-11-19,50.0111
2021-11-20,50.0111
2021-11-21,50.0111
2021-11-22,50.0111
2021-11-23,50.0111
2021-11-24,50.0111
2021-11-25,50.0111
2021-11-26,50.0111
2021-11-27,50.0111
2021-11-28,50.0111
2021-11-29,50.0111
2021-11-30,50.0111
2021-12-01,50.0111
2021-12-02,50.0111
2021-12-03,50.0111
2021-12-04,50.0111
2021-12-05,50.0111
2021-12-06,50.0111
2021-12-07,50.0111
2021-12-08,50.0111
2021-12-09,50.0111
2021-12-10,50.0111
2021-12-11,50.0111
2021-12-12,50.0111
2021-12-13,50.0111
2021-12-14,50.0111
2021-12-15,50.0111
2021-12-16,50.0111
2021-12-17,50.0111
2021-12-18,50.0111
2021-12-19,50.0111
2021-12-20,50.0111
2021-12-21,50.0111
2021-12-22,50.0111
2021-12-23,50.0111
2021-12-24,50.0111
2021-12-25,50.0111
2021-12-26,50.0111
2021-12-27,50.0111
2021-12-28,50.0111
2021-12-29,50.0111
2021-12-30,50.0111
2021-12-31,50.0111
2022-01-01,50.0111
2022-01-02,50.0111
2022-01-03,50.0111
2022-01-04,50.0111
2022-01-05,50.0111
2022-01-06,50.0111
2022-01-07,50.0111
2022-01-08,50.0111
2022-01-09,50.0111
2022-01-10,50.0111
2022-01-11,50.0111
2022-01-12,50.0111
2022-01-13,50.0111
2022-01-14,50.0111
2022-01-15,50.0111
2022-01-16,50.0111
2022-01-17,50.0111
2022-01-18,50.0111
2022-01-19,50.0111
2022-01-20,50.0111
2022-01-21,50.0111
2022-01-22,50.0111
2022-01-23,50.0111
2022-01-24,50.0111
2022-01-25,50.0111
2022-01-26,50.0111
2022-01-27,50.0111
2022-01-28,50.0111
2022-01-29,50.948
2022-01-30,50.948
2022-01-31,50.948
2022-02-01,50.948
2022-02-02,50.948
2022-02-03,50.948
2022-02-04,50.948
2022-02-05,50.948
2022-02-06,50.948
2022-02-07,50.948
2022-02-08,50.948
2022-02-09,50.948
2022-02-10,50.948
2022-02-11,50.948
2022-02-12,50.948
2022-02-13,50.948
2022-02-14,50.948
2022-02-15,50.948
2022-02-16,50.948
2022-02-17,50.948
2022-02-18,50.948
2022-02-19,50.948
2022-02-20,50.948
2022-02-21,50.948
2022-02-22,50.948
2022-02-23,50.948
2022-02-24,50.948
2022-02-25,50.948
2022-02-26,50.948
2022-02-27,50.948
2022-02-28,50.948
2022-03-01,50.948
2022-03-02,50.948
2022-03-03,50.948
2022-03-04,50.948
2022-03-05,50.948
2022-03-06,50.948
2022-03-07,50.948
2022-03-08,50.948
2022-03-09,50.948
2022-03-10,50.948
2022-03-11,50.948
2022-03-12,50.948
2022-03-13,50.948
2022-03-14,50.948
2022-03-15,50.948
2022-03-16,50.948
2022-03-17,50.948
2022-03-18,50.948
2022-03-19,50.948
2022-03-20,50.948
2022-03-21,50.948
2022-03-22,50.948
2022-03-23,50.948
2022-03-24,50.948
2022-03-25,50.948
2022-03-26,50.948
2022-03-27,50.948
2022-03-28,50.948
2022-03-29,50.948
2022-03-30,50.948
2022-03-31,50.948
2022-04-01,50.948
2022-04-02,50.948
2022-04-03,50.948
2022-04-04,50.948
2022-04-05,50.948
2022-04-06,50.948
2022-04-07,50.948
2022-04-08,50.948
2022-04-09,50.948
2022-04-10,50.948
2022-04-11,50.948
2022-04-12,50.948
2022-04-13,50.948
2022-04-14,50.948
2022-04-15,50.948
2022-04-16,50.948
2022-04-17,50.948
2022-04-18,50.948
2022-04-19,50.948
2022-04-20,50.948
2022-04-21,50.948
2022-04-22,50.948
2022-04-23,50.948
2022-04-24,50.948
2022-04-25,50.948
2022-04-26,50.948
2022-04-27,50.948
2022-04-28,50.948
2022-04-29,50.948
2022-04-30,45.5291
2022-05-01,45.5291
2022-05-02,45.5291
2022-05-03,45.5291
2022-05-04,45.5291
2022-05-05,45.5291
2022-05-06,45.5291
2022-05-07,45.5291
2022-05-08,45.5291
2022-05-09,45.5291
2022-05-10,45.5291
2022-05-11,45.5291
2022-05-12,45.5291
2022-05-13,45.5291
2022-05-14,45.5291
2022-05-15,45.5291
2022-05-16,45.5291
2022-05-17,45.5291
2022-05-18,45.5291
2022-05-19,45.5291
2022-05-20,45.5291
2022-05-21,45.5291
2022-05-22,45.5291
2022-05-23,45.5291
2022-05-24,45.5291
2022-05-25,45.5291
2022-05-26,45.5291
2022-05-27,45.5291
2022-05-28,45.5291
2022-05-29,45.5291
2022-05-30,45.5291
2022-05-31,45.5291
2022-06-01,45.5291
2022-06-02,45.5291
2022-06-03,45.5291
2022-06-04,45.5291
2022-06-05,45.5291
2022-06-06,45.5291
2022-06-07,45.5291
2022-06-08,45.5291
2022-06-09,45.5291
2022-06-10,45.5291
2022-06-11,45.5291
2022-06-12,45.5291
2022-06-13,45.5291
2022-06-14,45.5291
2022-06-15,45.5291
2022-06-16,45.5291
2022-06-17,45.5291
2022-06-18,45.5291
2022-06-19,45.5291
2022-06-20,45.5291
2022-06-21,45.5291
2022-06-22,45.5291
2022-06-23,45.5291
2022-06-24,45.5291
2022-06-25,45.5291
2022-06-26,45.5291
2022-06-27,45.5291
2022-06-28,45.5291
2022-06-29,45.5291
2022-06-30,45.5291
2022-07-01,45.5291
2022-07-02,45.5291
2022-07-03,45.5291
2022-07-04,45.5291
2022-07-05,45.5291
2022-07-06,45.5291
2022-07-07,45.5291
2022-07-08,45.5291
2022-07-09,45.5291
2022-07-10,45.5291
2022-07-11,45.5291
2022-07-12,45.5291
2022-07-13,45.5291
2022-07-14,45.5291
2022-07-15,45.5291
2022-07-16,45.5291
2022-07-17,45.5291
2022-07-18,45.5291
2022-07-19,45.5291
2022-07-20,45.5291
2022-07-21,45.5291
2022-07-22,45.5291
2022-07-23,45.5291
2022-07-24,45.5291
2022-07-25,45.5291
2022-07-26,45.5291
2022-07-27,45.5291
2022-07-28,45.5291
2022-07-29,45.5291
2022-07-30,33.1919
2022-07-31,33.1919
2022-08-01,33.1919
2022-08-02,33.1919
2022-08-03,33.1919
2022-08-04,33.1919
2022-08-05,33.1919
2022-08-06,33.1919
2022-08-07,33.1919
2022-08-08,33.1919
2022-08-09,33.1919
2022-08-10,33.1919
2022-08-11,33.1919
2022-08-12,33.1919
2022-08-13,33.1919
2022-08-14,33.1919
2022-08-15,33.1919
2022-08-16,33.1919
2022-08-17,33.1919
2022-08-18,33.1919
2022-08-19,33.1919
2022-08-20,33.1919
2022-08-21,33.1919
2022-08-22,33.1919
2022-08-23,33.1919
2022-08-24,33.1919
2022-08-25,33.1919
2022-08-26,33.1919
2022-08-27,33.1919
2022-08-28,33.1919
2022-08-29,33.1919
2022-08-30,33.1919
2022-08-31,33.1919
2022-09-01,33.1919
2022-09-02,33.1919
2022-09-03,33.1919
2022-09-04,33.1919
2022-09-05,33.1919
2022-09-06,33.1919
2022-09-07,33.1919
2022-09-08,33.1919
2022-09-09,33.1919
2022-09-10,33.1919
2022-09-11,33.1919
2022-09-12,33.1919
2022-09-13,33.1919
2022-09-14,33.1919
2022-09-15,33.1919
2022-09-16,33.1919
2022-09-17,33.1919
2022-09-18,33.1919
2022-09-19,33.1919
2022-09-20,33.1919
2022-09-21,33.1919
2022-09-22,33.1919
2022-09-23,33.1919
2022-09-24,33.1919
2022-09-25,33.1919
2022-09-26,33.1919
2022-09-27,33.1919
2022-09-28,33.1919
2022-09-29,33.1919
2022-09-30,33.1919
2022-10-01,33.1919
2022-10-02,33.1919
2022-10-03,33.1919
2022-10-04,33.1919
2022-10-05,33.1919
2022-10-06,33.1919
2022-10-07,33.1919
2022-10-08,33.1919
2022-10-09,33.1919
2022-10-10,33.1919
2022-10-11,33.1919
2022-10-12,33.1919
2022-10-13,33.1919
2022-10-14,33.1919
2022-10-15,33.1919
2022-10-16,33.1919
2022-10-17,33.1919
2022-10-18,33.1919
2022-10-19,33.1919
2022-10-20,33.1919
2022-10-21,33.1919
2022-10-22,33.1919
2022-10-23,33.1919
2022-10-24,33.1919
2022-10-25,33.1919
2022-10-26,33.1919
2022-10-27,33.1919
2022-10-28,33.1919
2022-10-29,27.7818
2022-10-30,27.7818
2022-10-31,27.7818
2022-11-01,27.7818
2022-11-02,27.7818
2022-11-03,27.7818
2022-11-04,27.7818
2022-11-05,27.7818
2022-11-06,27.7818
2022-11-07,27.7818
2022-11-08,27.7818
2022-11-09,27.7818
2022-11-10,27.7818
2022-11-11,27.7818
2022-11-12,27.7818
2022-11-13,27.7818
2022-11-14,27.7818
2022-11-15,27.7818
2022-11-16,27.7818
2022-11-17,27.7818
2022-11-18,27.7818
2022-11-19,27.7818
2022-11-20,27.7818
2022-11-21,27.7818
2022-11-22,27.7818
2022-11-23,27.7818
2022-11-24,27.7818
2022-11-25,27.7818
2022-11-26,27.7818
2022-11-27,27.7818
2022-11-28,27.7818
2022-11-29,27.7818
2022-11-30,27.7818
2022-12-01,27.7818
2022-12-02,27.7818
2022-12-03,27.7818
2022-12-04,27.7818
2022-12-05,27.7818
2022-12-06,27.7818
2022-12-07,27.7818
2022-12-08,27.7818
2022-12-09,27.7818
2022-12-10,27.7818
2022-12-11,27.7818
2022-12-12,27.7818
2022-12-13,27.7818
2022-12-14,27.7818
2022-12-15,27.7818
2022-12-16,27.7818
2022-12-17,27.7818
2022-12-18,27.7818
2022-12-19,27.7818
2022-12-20,27.7818
2022-12-21,27.7818
2022-12-22,27.7818
2022-12-23,27.7818
2022-12-24,27.7818
2022-12-25,27.7818
2022-12-26,27.7818
2022-12-27,27.7818
2022-12-28,27.7818
2022-12-29,27.7818
2022-12-30,27.7818
2022-12-31,27.7818
2023-01-01,27.7818
2023-01-02,27.7818
2023-01-03,27.7818
2023-01-04,27.7818
2023-01-05,27.7818
2023-01-06,27.7818
2023-01-07,27.7818
2023-01-08,27.7818
2023-01-09,27.7818
2023-01-10,27.7818
2023-01-11,27.7818
2023-01-12,27.7818
2023-01-13,27.7818
2023-01-14,27.7818
2023-01-15,27.7818
2023-01-16,27.7818
2023-01-17,27.7818
2023-01-18,27.7818
2023-01-19,27.7818
2023-01-20,27.7818
2023-01-21,27.7818
2023-01-22,27.7818
2023-01-23,27.7818
2023-01-24,27.7818
2023-01-25,27.7818
2023-01-26,27.7818
2023-01-27,27.7818
2023-01-28,23.1099
2023-01-29,23.1099
2023-01-30,23.1099
2023-01-31,23.1099
2023-02-01,23.1099
2023-02-02,23.1099
2023-02-03,23.1099
2023-02-04,23.1099
2023-02-05,23.1099
2023-02-06,23.1099
2023-02-07,23.1099
2023-02-08,23.1099
2023-02-09,23.1099
2023-02-10,23.1099
2023-02-11,23.1099
2023-02-12,23.1099
2023-02-13,23.1099
2023-02-14,23.1099
2023-02-15,23.1099
2023-02-16,23.1099
2023-02-17,23.1099
2023-02-18,23.1099
2023-02-19,23.1099
2023-02-20,23.1099
2023-02-21,23.1099
2023-02-22,23.1099
2023-02-23,23.1099
2023-02-24,23.1099
2023-02-25,23.1099
2023-02-26,23.1099
2023-02-27,23.1099
2023-02-28,23.1099
2023-03-01,23.1099
2023-03-02,23.1099
2023-03-03,23.1099
2023-03-04,23.1099
2023-03-05,23.1099
2023-03-06,23.1099
2023-03-07,23.1099
2023-03-08,23.1099
2023-03-09,23.1099
2023-03-10,23.1099
2023-03-11,23.1099
2023-03-12,23.1099
2023-03-13,23.1099
2023-03-14,23.1099
2023-03-15,23.1099
2023-03-16,23.1099
2023-03-17,23.1099
2023-03-18,23.1099
2023-03-19,23.1099
2023-03-20,23.1099
2023-03-21,23.1099
2023-03-22,23.1099
2023-03-23,23.1099
2023-03-24,23.1099
