,SCS US Equity
2020-03-27,21.8218
2020-03-28,21.8218
2020-03-29,21.8218
2020-03-30,21.8218
2020-03-31,21.8218
2020-04-01,21.8218
2020-04-02,21.8218
2020-04-03,21.8218
2020-04-04,21.8218
2020-04-05,21.8218
2020-04-06,21.8218
2020-04-07,21.8218
2020-04-08,21.8218
2020-04-09,21.8218
2020-04-10,21.8218
2020-04-11,21.8218
2020-04-12,21.8218
2020-04-13,21.8218
2020-04-14,21.8218
2020-04-15,21.8218
2020-04-16,21.8218
2020-04-17,21.8218
2020-04-18,21.8218
2020-04-19,21.8218
2020-04-20,21.8218
2020-04-21,21.8218
2020-04-22,21.8218
2020-04-23,21.8218
2020-04-24,21.8218
2020-04-25,21.8218
2020-04-26,21.8218
2020-04-27,21.8218
2020-04-28,21.8218
2020-04-29,21.8218
2020-04-30,21.8218
2020-05-01,21.8218
2020-05-02,21.8218
2020-05-03,21.8218
2020-05-04,21.8218
2020-05-05,21.8218
2020-05-06,21.8218
2020-05-07,21.8218
2020-05-08,21.8218
2020-05-09,21.8218
2020-05-10,21.8218
2020-05-11,21.8218
2020-05-12,21.8218
2020-05-13,21.8218
2020-05-14,21.8218
2020-05-15,21.8218
2020-05-16,21.8218
2020-05-17,21.8218
2020-05-18,21.8218
2020-05-19,21.8218
2020-05-20,21.8218
2020-05-21,21.8218
2020-05-22,21.8218
2020-05-23,21.8218
2020-05-24,21.8218
2020-05-25,21.8218
2020-05-26,21.8218
2020-05-27,21.8218
2020-05-28,21.8218
2020-05-29,16.4686
2020-05-30,16.4686
2020-05-31,16.4686
2020-06-01,16.4686
2020-06-02,16.4686
2020-06-03,16.4686
2020-06-04,16.4686
2020-06-05,16.4686
2020-06-06,16.4686
2020-06-07,16.4686
2020-06-08,16.4686
2020-06-09,16.4686
2020-06-10,16.4686
2020-06-11,16.4686
2020-06-12,16.4686
2020-06-13,16.4686
2020-06-14,16.4686
2020-06-15,16.4686
2020-06-16,16.4686
2020-06-17,16.4686
2020-06-18,16.4686
2020-06-19,16.4686
2020-06-20,16.4686
2020-06-21,16.4686
2020-06-22,16.4686
2020-06-23,16.4686
2020-06-24,16.4686
2020-06-25,16.4686
2020-06-26,16.4686
2020-06-27,16.4686
2020-06-28,16.4686
2020-06-29,16.4686
2020-06-30,16.4686
2020-07-01,16.4686
2020-07-02,16.4686
2020-07-03,16.4686
2020-07-04,16.4686
2020-07-05,16.4686
2020-07-06,16.4686
2020-07-07,16.4686
2020-07-08,16.4686
2020-07-09,16.4686
2020-07-10,16.4686
2020-07-11,16.4686
2020-07-12,16.4686
2020-07-13,16.4686
2020-07-14,16.4686
2020-07-15,16.4686
2020-07-16,16.4686
2020-07-17,16.4686
2020-07-18,16.4686
2020-07-19,16.4686
2020-07-20,16.4686
2020-07-21,16.4686
2020-07-22,16.4686
2020-07-23,16.4686
2020-07-24,16.4686
2020-07-25,16.4686
2020-07-26,16.4686
2020-07-27,16.4686
2020-07-28,16.4686
2020-07-29,16.4686
2020-07-30,16.4686
2020-07-31,16.4686
2020-08-01,16.4686
2020-08-02,16.4686
2020-08-03,16.4686
2020-08-04,16.4686
2020-08-05,16.4686
2020-08-06,16.4686
2020-08-07,16.4686
2020-08-08,16.4686
2020-08-09,16.4686
2020-08-10,16.4686
2020-08-11,16.4686
2020-08-12,16.4686
2020-08-13,16.4686
2020-08-14,16.4686
2020-08-15,16.4686
2020-08-16,16.4686
2020-08-17,16.4686
2020-08-18,16.4686
2020-08-19,16.4686
2020-08-20,16.4686
2020-08-21,16.4686
2020-08-22,16.4686
2020-08-23,16.4686
2020-08-24,16.4686
2020-08-25,16.4686
2020-08-26,16.4686
2020-08-27,16.4686
2020-08-28,14.9894
2020-08-29,14.9894
2020-08-30,14.9894
2020-08-31,14.9894
2020-09-01,14.9894
2020-09-02,14.9894
2020-09-03,14.9894
2020-09-04,14.9894
2020-09-05,14.9894
2020-09-06,14.9894
2020-09-07,14.9894
2020-09-08,14.9894
2020-09-09,14.9894
2020-09-10,14.9894
2020-09-11,14.9894
2020-09-12,14.9894
2020-09-13,14.9894
2020-09-14,14.9894
2020-09-15,14.9894
2020-09-16,14.9894
2020-09-17,14.9894
2020-09-18,14.9894
2020-09-19,14.9894
2020-09-20,14.9894
2020-09-21,14.9894
2020-09-22,14.9894
2020-09-23,14.9894
2020-09-24,14.9894
2020-09-25,14.9894
2020-09-26,14.9894
2020-09-27,14.9894
2020-09-28,14.9894
2020-09-29,14.9894
2020-09-30,14.9894
2020-10-01,14.9894
2020-10-02,14.9894
2020-10-03,14.9894
2020-10-04,14.9894
2020-10-05,14.9894
2020-10-06,14.9894
2020-10-07,14.9894
2020-10-08,14.9894
2020-10-09,14.9894
2020-10-10,14.9894
2020-10-11,14.9894
2020-10-12,14.9894
2020-10-13,14.9894
2020-10-14,14.9894
2020-10-15,14.9894
2020-10-16,14.9894
2020-10-17,14.9894
2020-10-18,14.9894
2020-10-19,14.9894
2020-10-20,14.9894
2020-10-21,14.9894
2020-10-22,14.9894
2020-10-23,14.9894
2020-10-24,14.9894
2020-10-25,14.9894
2020-10-26,14.9894
2020-10-27,14.9894
2020-10-28,14.9894
2020-10-29,14.9894
2020-10-30,14.9894
2020-10-31,14.9894
2020-11-01,14.9894
2020-11-02,14.9894
2020-11-03,14.9894
2020-11-04,14.9894
2020-11-05,14.9894
2020-11-06,14.9894
2020-11-07,14.9894
2020-11-08,14.9894
2020-11-09,14.9894
2020-11-10,14.9894
2020-11-11,14.9894
2020-11-12,14.9894
2020-11-13,14.9894
2020-11-14,14.9894
2020-11-15,14.9894
2020-11-16,14.9894
2020-11-17,14.9894
2020-11-18,14.9894
2020-11-19,14.9894
2020-11-20,14.9894
2020-11-21,14.9894
2020-11-22,14.9894
2020-11-23,14.9894
2020-11-24,14.9894
2020-11-25,14.9894
2020-11-26,14.9894
2020-11-27,9.1514
2020-11-28,9.1514
2020-11-29,9.1514
2020-11-30,9.1514
2020-12-01,9.1514
2020-12-02,9.1514
2020-12-03,9.1514
2020-12-04,9.1514
2020-12-05,9.1514
2020-12-06,9.1514
2020-12-07,9.1514
2020-12-08,9.1514
2020-12-09,9.1514
2020-12-10,9.1514
2020-12-11,9.1514
2020-12-12,9.1514
2020-12-13,9.1514
2020-12-14,9.1514
2020-12-15,9.1514
2020-12-16,9.1514
2020-12-17,9.1514
2020-12-18,9.1514
2020-12-19,9.1514
2020-12-20,9.1514
2020-12-21,9.1514
2020-12-22,9.1514
2020-12-23,9.1514
2020-12-24,9.1514
2020-12-25,9.1514
2020-12-26,9.1514
2020-12-27,9.1514
2020-12-28,9.1514
2020-12-29,9.1514
2020-12-30,9.1514
2020-12-31,9.1514
2021-01-01,9.1514
2021-01-02,9.1514
2021-01-03,9.1514
2021-01-04,9.1514
2021-01-05,9.1514
2021-01-06,9.1514
2021-01-07,9.1514
2021-01-08,9.1514
2021-01-09,9.1514
2021-01-10,9.1514
2021-01-11,9.1514
2021-01-12,9.1514
2021-01-13,9.1514
2021-01-14,9.1514
2021-01-15,9.1514
2021-01-16,9.1514
2021-01-17,9.1514
2021-01-18,9.1514
2021-01-19,9.1514
2021-01-20,9.1514
2021-01-21,9.1514
2021-01-22,9.1514
2021-01-23,9.1514
2021-01-24,9.1514
2021-01-25,9.1514
2021-01-26,9.1514
2021-01-27,9.1514
2021-01-28,9.1514
2021-01-29,9.1514
2021-01-30,9.1514
2021-01-31,9.1514
2021-02-01,9.1514
2021-02-02,9.1514
2021-02-03,9.1514
2021-02-04,9.1514
2021-02-05,9.1514
2021-02-06,9.1514
2021-02-07,9.1514
2021-02-08,9.1514
2021-02-09,9.1514
2021-02-10,9.1514
2021-02-11,9.1514
2021-02-12,9.1514
2021-02-13,9.1514
2021-02-14,9.1514
2021-02-15,9.1514
2021-02-16,9.1514
2021-02-17,9.1514
2021-02-18,9.1514
2021-02-19,9.1514
2021-02-20,9.1514
2021-02-21,9.1514
2021-02-22,9.1514
2021-02-23,9.1514
2021-02-24,9.1514
2021-02-25,9.1514
2021-02-26,2.7034
2021-02-27,2.7034
2021-02-28,2.7034
2021-03-01,2.7034
2021-03-02,2.7034
2021-03-03,2.7034
2021-03-04,2.7034
2021-03-05,2.7034
2021-03-06,2.7034
2021-03-07,2.7034
2021-03-08,2.7034
2021-03-09,2.7034
2021-03-10,2.7034
2021-03-11,2.7034
2021-03-12,2.7034
2021-03-13,2.7034
2021-03-14,2.7034
2021-03-15,2.7034
2021-03-16,2.7034
2021-03-17,2.7034
2021-03-18,2.7034
2021-03-19,2.7034
2021-03-20,2.7034
2021-03-21,2.7034
2021-03-22,2.7034
2021-03-23,2.7034
2021-03-24,2.7034
2021-03-25,2.7034
2021-03-26,2.7034
2021-03-27,2.7034
2021-03-28,2.7034
2021-03-29,2.7034
2021-03-30,2.7034
2021-03-31,2.7034
2021-04-01,2.7034
2021-04-02,2.7034
2021-04-03,2.7034
2021-04-04,2.7034
2021-04-05,2.7034
2021-04-06,2.7034
2021-04-07,2.7034
2021-04-08,2.7034
2021-04-09,2.7034
2021-04-10,2.7034
2021-04-11,2.7034
2021-04-12,2.7034
2021-04-13,2.7034
2021-04-14,2.7034
2021-04-15,2.7034
2021-04-16,2.7034
2021-04-17,2.7034
2021-04-18,2.7034
2021-04-19,2.7034
2021-04-20,2.7034
2021-04-21,2.7034
2021-04-22,2.7034
2021-04-23,2.7034
2021-04-24,2.7034
2021-04-25,2.7034
2021-04-26,2.7034
2021-04-27,2.7034
2021-04-28,2.7034
2021-04-29,2.7034
2021-04-30,2.7034
2021-05-01,2.7034
2021-05-02,2.7034
2021-05-03,2.7034
2021-05-04,2.7034
2021-05-05,2.7034
2021-05-06,2.7034
2021-05-07,2.7034
2021-05-08,2.7034
2021-05-09,2.7034
2021-05-10,2.7034
2021-05-11,2.7034
2021-05-12,2.7034
2021-05-13,2.7034
2021-05-14,2.7034
2021-05-15,2.7034
2021-05-16,2.7034
2021-05-17,2.7034
2021-05-18,2.7034
2021-05-19,2.7034
2021-05-20,2.7034
2021-05-21,2.7034
2021-05-22,2.7034
2021-05-23,2.7034
2021-05-24,2.7034
2021-05-25,2.7034
2021-05-26,2.7034
2021-05-27,2.7034
2021-05-28,3.9861
2021-05-29,3.9861
2021-05-30,3.9861
2021-05-31,3.9861
2021-06-01,3.9861
2021-06-02,3.9861
2021-06-03,3.9861
2021-06-04,3.9861
2021-06-05,3.9861
2021-06-06,3.9861
2021-06-07,3.9861
2021-06-08,3.9861
2021-06-09,3.9861
2021-06-10,3.9861
2021-06-11,3.9861
2021-06-12,3.9861
2021-06-13,3.9861
2021-06-14,3.9861
2021-06-15,3.9861
2021-06-16,3.9861
2021-06-17,3.9861
2021-06-18,3.9861
2021-06-19,3.9861
2021-06-20,3.9861
2021-06-21,3.9861
2021-06-22,3.9861
2021-06-23,3.9861
2021-06-24,3.9861
2021-06-25,3.9861
2021-06-26,3.9861
2021-06-27,3.9861
2021-06-28,3.9861
2021-06-29,3.9861
2021-06-30,3.9861
2021-07-01,3.9861
2021-07-02,3.9861
2021-07-03,3.9861
2021-07-04,3.9861
2021-07-05,3.9861
2021-07-06,3.9861
2021-07-07,3.9861
2021-07-08,3.9861
2021-07-09,3.9861
2021-07-10,3.9861
2021-07-11,3.9861
2021-07-12,3.9861
2021-07-13,3.9861
2021-07-14,3.9861
2021-07-15,3.9861
2021-07-16,3.9861
2021-07-17,3.9861
2021-07-18,3.9861
2021-07-19,3.9861
2021-07-20,3.9861
2021-07-21,3.9861
2021-07-22,3.9861
2021-07-23,3.9861
2021-07-24,3.9861
2021-07-25,3.9861
2021-07-26,3.9861
2021-07-27,3.9861
2021-07-28,3.9861
2021-07-29,3.9861
2021-07-30,3.9861
2021-07-31,3.9861
2021-08-01,3.9861
2021-08-02,3.9861
2021-08-03,3.9861
2021-08-04,3.9861
2021-08-05,3.9861
2021-08-06,3.9861
2021-08-07,3.9861
2021-08-08,3.9861
2021-08-09,3.9861
2021-08-10,3.9861
2021-08-11,3.9861
2021-08-12,3.9861
2021-08-13,3.9861
2021-08-14,3.9861
2021-08-15,3.9861
2021-08-16,3.9861
2021-08-17,3.9861
2021-08-18,3.9861
2021-08-19,3.9861
2021-08-20,3.9861
2021-08-21,3.9861
2021-08-22,3.9861
2021-08-23,3.9861
2021-08-24,3.9861
2021-08-25,3.9861
2021-08-26,3.9861
2021-08-27,0.5083
2021-08-28,0.5083
2021-08-29,0.5083
2021-08-30,0.5083
2021-08-31,0.5083
2021-09-01,0.5083
2021-09-02,0.5083
2021-09-03,0.5083
2021-09-04,0.5083
2021-09-05,0.5083
2021-09-06,0.5083
2021-09-07,0.5083
2021-09-08,0.5083
2021-09-09,0.5083
2021-09-10,0.5083
2021-09-11,0.5083
2021-09-12,0.5083
2021-09-13,0.5083
2021-09-14,0.5083
2021-09-15,0.5083
2021-09-16,0.5083
2021-09-17,0.5083
2021-09-18,0.5083
2021-09-19,0.5083
2021-09-20,0.5083
2021-09-21,0.5083
2021-09-22,0.5083
2021-09-23,0.5083
2021-09-24,0.5083
2021-09-25,0.5083
2021-09-26,0.5083
2021-09-27,0.5083
2021-09-28,0.5083
2021-09-29,0.5083
2021-09-30,0.5083
2021-10-01,0.5083
2021-10-02,0.5083
2021-10-03,0.5083
2021-10-04,0.5083
2021-10-05,0.5083
2021-10-06,0.5083
2021-10-07,0.5083
2021-10-08,0.5083
2021-10-09,0.5083
2021-10-10,0.5083
2021-10-11,0.5083
2021-10-12,0.5083
2021-10-13,0.5083
2021-10-14,0.5083
2021-10-15,0.5083
2021-10-16,0.5083
2021-10-17,0.5083
2021-10-18,0.5083
2021-10-19,0.5083
2021-10-20,0.5083
2021-10-21,0.5083
2021-10-22,0.5083
2021-10-23,0.5083
2021-10-24,0.5083
2021-10-25,0.5083
2021-10-26,0.5083
2021-10-27,0.5083
2021-10-28,0.5083
2021-10-29,0.5083
2021-10-30,0.5083
2021-10-31,0.5083
2021-11-01,0.5083
2021-11-02,0.5083
2021-11-03,0.5083
2021-11-04,0.5083
2021-11-05,0.5083
2021-11-06,0.5083
2021-11-07,0.5083
2021-11-08,0.5083
2021-11-09,0.5083
2021-11-10,0.5083
2021-11-11,0.5083
2021-11-12,0.5083
2021-11-13,0.5083
2021-11-14,0.5083
2021-11-15,0.5083
2021-11-16,0.5083
2021-11-17,0.5083
2021-11-18,0.5083
2021-11-19,0.5083
2021-11-20,0.5083
2021-11-21,0.5083
2021-11-22,0.5083
2021-11-23,0.5083
2021-11-24,0.5083
2021-11-25,0.5083
2021-11-26,1.3523
2021-11-27,1.3523
2021-11-28,1.3523
2021-11-29,1.3523
2021-11-30,1.3523
2021-12-01,1.3523
2021-12-02,1.3523
2021-12-03,1.3523
2021-12-04,1.3523
2021-12-05,1.3523
2021-12-06,1.3523
2021-12-07,1.3523
2021-12-08,1.3523
2021-12-09,1.3523
2021-12-10,1.3523
2021-12-11,1.3523
2021-12-12,1.3523
2021-12-13,1.3523
2021-12-14,1.3523
2021-12-15,1.3523
2021-12-16,1.3523
2021-12-17,1.3523
2021-12-18,1.3523
2021-12-19,1.3523
2021-12-20,1.3523
2021-12-21,1.3523
2021-12-22,1.3523
2021-12-23,1.3523
2021-12-24,1.3523
2021-12-25,1.3523
2021-12-26,1.3523
2021-12-27,1.3523
2021-12-28,1.3523
2021-12-29,1.3523
2021-12-30,1.3523
2021-12-31,1.3523
2022-01-01,1.3523
2022-01-02,1.3523
2022-01-03,1.3523
2022-01-04,1.3523
2022-01-05,1.3523
2022-01-06,1.3523
2022-01-07,1.3523
2022-01-08,1.3523
2022-01-09,1.3523
2022-01-10,1.3523
2022-01-11,1.3523
2022-01-12,1.3523
2022-01-13,1.3523
2022-01-14,1.3523
2022-01-15,1.3523
2022-01-16,1.3523
2022-01-17,1.3523
2022-01-18,1.3523
2022-01-19,1.3523
2022-01-20,1.3523
2022-01-21,1.3523
2022-01-22,1.3523
2022-01-23,1.3523
2022-01-24,1.3523
2022-01-25,1.3523
2022-01-26,1.3523
2022-01-27,1.3523
2022-01-28,1.3523
2022-01-29,1.3523
2022-01-30,1.3523
2022-01-31,1.3523
2022-02-01,1.3523
2022-02-02,1.3523
2022-02-03,1.3523
2022-02-04,1.3523
2022-02-05,1.3523
2022-02-06,1.3523
2022-02-07,1.3523
2022-02-08,1.3523
2022-02-09,1.3523
2022-02-10,1.3523
2022-02-11,1.3523
2022-02-12,1.3523
2022-02-13,1.3523
2022-02-14,1.3523
2022-02-15,1.3523
2022-02-16,1.3523
2022-02-17,1.3523
2022-02-18,1.3523
2022-02-19,1.3523
2022-02-20,1.3523
2022-02-21,1.3523
2022-02-22,1.3523
2022-02-23,1.3523
2022-02-24,1.3523
2022-02-25,0.3751
2022-02-26,0.3751
2022-02-27,0.3751
2022-02-28,0.3751
2022-03-01,0.3751
2022-03-02,0.3751
2022-03-03,0.3751
2022-03-04,0.3751
2022-03-05,0.3751
2022-03-06,0.3751
2022-03-07,0.3751
2022-03-08,0.3751
2022-03-09,0.3751
2022-03-10,0.3751
2022-03-11,0.3751
2022-03-12,0.3751
2022-03-13,0.3751
2022-03-14,0.3751
2022-03-15,0.3751
2022-03-16,0.3751
2022-03-17,0.3751
2022-03-18,0.3751
2022-03-19,0.3751
2022-03-20,0.3751
2022-03-21,0.3751
2022-03-22,0.3751
2022-03-23,0.3751
2022-03-24,0.3751
2022-03-25,0.3751
2022-03-26,0.3751
2022-03-27,0.3751
2022-03-28,0.3751
2022-03-29,0.3751
2022-03-30,0.3751
2022-03-31,0.3751
2022-04-01,0.3751
2022-04-02,0.3751
2022-04-03,0.3751
2022-04-04,0.3751
2022-04-05,0.3751
2022-04-06,0.3751
2022-04-07,0.3751
2022-04-08,0.3751
2022-04-09,0.3751
2022-04-10,0.3751
2022-04-11,0.3751
2022-04-12,0.3751
2022-04-13,0.3751
2022-04-14,0.3751
2022-04-15,0.3751
2022-04-16,0.3751
2022-04-17,0.3751
2022-04-18,0.3751
2022-04-19,0.3751
2022-04-20,0.3751
2022-04-21,0.3751
2022-04-22,0.3751
2022-04-23,0.3751
2022-04-24,0.3751
2022-04-25,0.3751
2022-04-26,0.3751
2022-04-27,0.3751
2022-04-28,0.3751
2022-04-29,0.3751
2022-04-30,0.3751
2022-05-01,0.3751
2022-05-02,0.3751
2022-05-03,0.3751
2022-05-04,0.3751
2022-05-05,0.3751
2022-05-06,0.3751
2022-05-07,0.3751
2022-05-08,0.3751
2022-05-09,0.3751
2022-05-10,0.3751
2022-05-11,0.3751
2022-05-12,0.3751
2022-05-13,0.3751
2022-05-14,0.3751
2022-05-15,0.3751
2022-05-16,0.3751
2022-05-17,0.3751
2022-05-18,0.3751
2022-05-19,0.3751
2022-05-20,0.3751
2022-05-21,0.3751
2022-05-22,0.3751
2022-05-23,0.3751
2022-05-24,0.3751
2022-05-25,0.3751
2022-05-26,0.3751
2022-05-27,2.3045
2022-05-28,2.3045
2022-05-29,2.3045
2022-05-30,2.3045
2022-05-31,2.3045
2022-06-01,2.3045
2022-06-02,2.3045
2022-06-03,2.3045
2022-06-04,2.3045
2022-06-05,2.3045
2022-06-06,2.3045
2022-06-07,2.3045
2022-06-08,2.3045
2022-06-09,2.3045
2022-06-10,2.3045
2022-06-11,2.3045
2022-06-12,2.3045
2022-06-13,2.3045
2022-06-14,2.3045
2022-06-15,2.3045
2022-06-16,2.3045
2022-06-17,2.3045
2022-06-18,2.3045
2022-06-19,2.3045
2022-06-20,2.3045
2022-06-21,2.3045
2022-06-22,2.3045
2022-06-23,2.3045
2022-06-24,2.3045
2022-06-25,2.3045
2022-06-26,2.3045
2022-06-27,2.3045
2022-06-28,2.3045
2022-06-29,2.3045
2022-06-30,2.3045
2022-07-01,2.3045
2022-07-02,2.3045
2022-07-03,2.3045
2022-07-04,2.3045
2022-07-05,2.3045
2022-07-06,2.3045
2022-07-07,2.3045
2022-07-08,2.3045
2022-07-09,2.3045
2022-07-10,2.3045
2022-07-11,2.3045
2022-07-12,2.3045
2022-07-13,2.3045
2022-07-14,2.3045
2022-07-15,2.3045
2022-07-16,2.3045
2022-07-17,2.3045
2022-07-18,2.3045
2022-07-19,2.3045
2022-07-20,2.3045
2022-07-21,2.3045
2022-07-22,2.3045
2022-07-23,2.3045
2022-07-24,2.3045
2022-07-25,2.3045
2022-07-26,2.3045
2022-07-27,2.3045
2022-07-28,2.3045
2022-07-29,2.3045
2022-07-30,2.3045
2022-07-31,2.3045
2022-08-01,2.3045
2022-08-02,2.3045
2022-08-03,2.3045
2022-08-04,2.3045
2022-08-05,2.3045
2022-08-06,2.3045
2022-08-07,2.3045
2022-08-08,2.3045
2022-08-09,2.3045
2022-08-10,2.3045
2022-08-11,2.3045
2022-08-12,2.3045
2022-08-13,2.3045
2022-08-14,2.3045
2022-08-15,2.3045
2022-08-16,2.3045
2022-08-17,2.3045
2022-08-18,2.3045
2022-08-19,2.3045
2022-08-20,2.3045
2022-08-21,2.3045
2022-08-22,2.3045
2022-08-23,2.3045
2022-08-24,2.3045
2022-08-25,2.3045
2022-08-26,1.7522
2022-08-27,1.7522
2022-08-28,1.7522
2022-08-29,1.7522
2022-08-30,1.7522
2022-08-31,1.7522
2022-09-01,1.7522
2022-09-02,1.7522
2022-09-03,1.7522
2022-09-04,1.7522
2022-09-05,1.7522
2022-09-06,1.7522
2022-09-07,1.7522
2022-09-08,1.7522
2022-09-09,1.7522
2022-09-10,1.7522
2022-09-11,1.7522
2022-09-12,1.7522
2022-09-13,1.7522
2022-09-14,1.7522
2022-09-15,1.7522
2022-09-16,1.7522
2022-09-17,1.7522
2022-09-18,1.7522
2022-09-19,1.7522
2022-09-20,1.7522
2022-09-21,1.7522
2022-09-22,1.7522
2022-09-23,1.7522
2022-09-24,1.7522
2022-09-25,1.7522
2022-09-26,1.7522
2022-09-27,1.7522
2022-09-28,1.7522
2022-09-29,1.7522
2022-09-30,1.7522
2022-10-01,1.7522
2022-10-02,1.7522
2022-10-03,1.7522
2022-10-04,1.7522
2022-10-05,1.7522
2022-10-06,1.7522
2022-10-07,1.7522
2022-10-08,1.7522
2022-10-09,1.7522
2022-10-10,1.7522
2022-10-11,1.7522
2022-10-12,1.7522
2022-10-13,1.7522
2022-10-14,1.7522
2022-10-15,1.7522
2022-10-16,1.7522
2022-10-17,1.7522
2022-10-18,1.7522
2022-10-19,1.7522
2022-10-20,1.7522
2022-10-21,1.7522
2022-10-22,1.7522
2022-10-23,1.7522
2022-10-24,1.7522
2022-10-25,1.7522
2022-10-26,1.7522
2022-10-27,1.7522
2022-10-28,1.7522
2022-10-29,1.7522
2022-10-30,1.7522
2022-10-31,1.7522
2022-11-01,1.7522
2022-11-02,1.7522
2022-11-03,1.7522
2022-11-04,1.7522
2022-11-05,1.7522
2022-11-06,1.7522
2022-11-07,1.7522
2022-11-08,1.7522
2022-11-09,1.7522
2022-11-10,1.7522
2022-11-11,1.7522
2022-11-12,1.7522
2022-11-13,1.7522
2022-11-14,1.7522
2022-11-15,1.7522
2022-11-16,1.7522
2022-11-17,1.7522
2022-11-18,1.7522
2022-11-19,1.7522
2022-11-20,1.7522
2022-11-21,1.7522
2022-11-22,1.7522
2022-11-23,1.7522
2022-11-24,1.7522
2022-11-25,2.0046
2022-11-26,2.0046
2022-11-27,2.0046
2022-11-28,2.0046
2022-11-29,2.0046
2022-11-30,2.0046
2022-12-01,2.0046
2022-12-02,2.0046
2022-12-03,2.0046
2022-12-04,2.0046
2022-12-05,2.0046
2022-12-06,2.0046
2022-12-07,2.0046
2022-12-08,2.0046
2022-12-09,2.0046
2022-12-10,2.0046
2022-12-11,2.0046
2022-12-12,2.0046
2022-12-13,2.0046
2022-12-14,2.0046
2022-12-15,2.0046
2022-12-16,2.0046
2022-12-17,2.0046
2022-12-18,2.0046
2022-12-19,2.0046
2022-12-20,2.0046
2022-12-21,2.0046
2022-12-22,2.0046
2022-12-23,2.0046
2022-12-24,2.0046
2022-12-25,2.0046
2022-12-26,2.0046
2022-12-27,2.0046
2022-12-28,2.0046
2022-12-29,2.0046
2022-12-30,2.0046
2022-12-31,2.0046
2023-01-01,2.0046
2023-01-02,2.0046
2023-01-03,2.0046
2023-01-04,2.0046
2023-01-05,2.0046
2023-01-06,2.0046
2023-01-07,2.0046
2023-01-08,2.0046
2023-01-09,2.0046
2023-01-10,2.0046
2023-01-11,2.0046
2023-01-12,2.0046
2023-01-13,2.0046
2023-01-14,2.0046
2023-01-15,2.0046
2023-01-16,2.0046
2023-01-17,2.0046
2023-01-18,2.0046
2023-01-19,2.0046
2023-01-20,2.0046
2023-01-21,2.0046
2023-01-22,2.0046
2023-01-23,2.0046
2023-01-24,2.0046
2023-01-25,2.0046
2023-01-26,2.0046
2023-01-27,2.0046
2023-01-28,2.0046
2023-01-29,2.0046
2023-01-30,2.0046
2023-01-31,2.0046
2023-02-01,2.0046
2023-02-02,2.0046
2023-02-03,2.0046
2023-02-04,2.0046
2023-02-05,2.0046
2023-02-06,2.0046
2023-02-07,2.0046
2023-02-08,2.0046
2023-02-09,2.0046
2023-02-10,2.0046
2023-02-11,2.0046
2023-02-12,2.0046
2023-02-13,2.0046
2023-02-14,2.0046
2023-02-15,2.0046
2023-02-16,2.0046
2023-02-17,2.0046
2023-02-18,2.0046
2023-02-19,2.0046
2023-02-20,2.0046
2023-02-21,2.0046
2023-02-22,2.0046
2023-02-23,2.0046
2023-02-24,4.123
2023-02-25,4.123
2023-02-26,4.123
2023-02-27,4.123
2023-02-28,4.123
2023-03-01,4.123
2023-03-02,4.123
2023-03-03,4.123
2023-03-04,4.123
2023-03-05,4.123
2023-03-06,4.123
2023-03-07,4.123
2023-03-08,4.123
2023-03-09,4.123
2023-03-10,4.123
