,ENPH US Equity
,RETURN_COM_EQY
2020-01-01,115.1106
2020-01-02,115.1106
2020-01-03,115.1106
2020-01-04,115.1106
2020-01-05,115.1106
2020-01-06,115.1106
2020-01-07,115.1106
2020-01-08,115.1106
2020-01-09,115.1106
2020-01-10,115.1106
2020-01-11,115.1106
2020-01-12,115.1106
2020-01-13,115.1106
2020-01-14,115.1106
2020-01-15,115.1106
2020-01-16,115.1106
2020-01-17,115.1106
2020-01-18,115.1106
2020-01-19,115.1106
2020-01-20,115.1106
2020-01-21,115.1106
2020-01-22,115.1106
2020-01-23,115.1106
2020-01-24,115.1106
2020-01-25,115.1106
2020-01-26,115.1106
2020-01-27,115.1106
2020-01-28,115.1106
2020-01-29,115.1106
2020-01-30,115.1106
2020-01-31,115.1106
2020-02-01,115.1106
2020-02-02,115.1106
2020-02-03,115.1106
2020-02-04,115.1106
2020-02-05,115.1106
2020-02-06,115.1106
2020-02-07,115.1106
2020-02-08,115.1106
2020-02-09,115.1106
2020-02-10,115.1106
2020-02-11,115.1106
2020-02-12,115.1106
2020-02-13,115.1106
2020-02-14,115.1106
2020-02-15,115.1106
2020-02-16,115.1106
2020-02-17,115.1106
2020-02-18,115.1106
2020-02-19,115.1106
2020-02-20,115.1106
2020-02-21,115.1106
2020-02-22,115.1106
2020-02-23,115.1106
2020-02-24,115.1106
2020-02-25,115.1106
2020-02-26,115.1106
2020-02-27,115.1106
2020-02-28,115.1106
2020-02-29,115.1106
2020-03-01,115.1106
2020-03-02,115.1106
2020-03-03,115.1106
2020-03-04,115.1106
2020-03-05,115.1106
2020-03-06,115.1106
2020-03-07,115.1106
2020-03-08,115.1106
2020-03-09,115.1106
2020-03-10,115.1106
2020-03-11,115.1106
2020-03-12,115.1106
2020-03-13,115.1106
2020-03-14,115.1106
2020-03-15,115.1106
2020-03-16,115.1106
2020-03-17,115.1106
2020-03-18,115.1106
2020-03-19,115.1106
2020-03-20,115.1106
2020-03-21,115.1106
2020-03-22,115.1106
2020-03-23,115.1106
2020-03-24,115.1106
2020-03-25,115.1106
2020-03-26,115.1106
2020-03-27,115.1106
2020-03-28,115.1106
2020-03-29,115.1106
2020-03-30,115.1106
2020-03-31,137.631
2020-04-01,137.631
2020-04-02,137.631
2020-04-03,137.631
2020-04-04,137.631
2020-04-05,137.631
2020-04-06,137.631
2020-04-07,137.631
2020-04-08,137.631
2020-04-09,137.631
2020-04-10,137.631
2020-04-11,137.631
2020-04-12,137.631
2020-04-13,137.631
2020-04-14,137.631
2020-04-15,137.631
2020-04-16,137.631
2020-04-17,137.631
2020-04-18,137.631
2020-04-19,137.631
2020-04-20,137.631
2020-04-21,137.631
2020-04-22,137.631
2020-04-23,137.631
2020-04-24,137.631
2020-04-25,137.631
2020-04-26,137.631
2020-04-27,137.631
2020-04-28,137.631
2020-04-29,137.631
2020-04-30,137.631
2020-05-01,137.631
2020-05-02,137.631
2020-05-03,137.631
2020-05-04,137.631
2020-05-05,137.631
2020-05-06,137.631
2020-05-07,137.631
2020-05-08,137.631
2020-05-09,137.631
2020-05-10,137.631
2020-05-11,137.631
2020-05-12,137.631
2020-05-13,137.631
2020-05-14,137.631
2020-05-15,137.631
2020-05-16,137.631
2020-05-17,137.631
2020-05-18,137.631
2020-05-19,137.631
2020-05-20,137.631
2020-05-21,137.631
2020-05-22,137.631
2020-05-23,137.631
2020-05-24,137.631
2020-05-25,137.631
2020-05-26,137.631
2020-05-27,137.631
2020-05-28,137.631
2020-05-29,137.631
2020-05-30,137.631
2020-05-31,137.631
2020-06-01,137.631
2020-06-02,137.631
2020-06-03,137.631
2020-06-04,137.631
2020-06-05,137.631
2020-06-06,137.631
2020-06-07,137.631
2020-06-08,137.631
2020-06-09,137.631
2020-06-10,137.631
2020-06-11,137.631
2020-06-12,137.631
2020-06-13,137.631
2020-06-14,137.631
2020-06-15,137.631
2020-06-16,137.631
2020-06-17,137.631
2020-06-18,137.631
2020-06-19,137.631
2020-06-20,137.631
2020-06-21,137.631
2020-06-22,137.631
2020-06-23,137.631
2020-06-24,137.631
2020-06-25,137.631
2020-06-26,137.631
2020-06-27,137.631
2020-06-28,137.631
2020-06-29,137.631
2020-06-30,69.5079
2020-07-01,69.5079
2020-07-02,69.5079
2020-07-03,69.5079
2020-07-04,69.5079
2020-07-05,69.5079
2020-07-06,69.5079
2020-07-07,69.5079
2020-07-08,69.5079
2020-07-09,69.5079
2020-07-10,69.5079
2020-07-11,69.5079
2020-07-12,69.5079
2020-07-13,69.5079
2020-07-14,69.5079
2020-07-15,69.5079
2020-07-16,69.5079
2020-07-17,69.5079
2020-07-18,69.5079
2020-07-19,69.5079
2020-07-20,69.5079
2020-07-21,69.5079
2020-07-22,69.5079
2020-07-23,69.5079
2020-07-24,69.5079
2020-07-25,69.5079
2020-07-26,69.5079
2020-07-27,69.5079
2020-07-28,69.5079
2020-07-29,69.5079
2020-07-30,69.5079
2020-07-31,69.5079
2020-08-01,69.5079
2020-08-02,69.5079
2020-08-03,69.5079
2020-08-04,69.5079
2020-08-05,69.5079
2020-08-06,69.5079
2020-08-07,69.5079
2020-08-08,69.5079
2020-08-09,69.5079
2020-08-10,69.5079
2020-08-11,69.5079
2020-08-12,69.5079
2020-08-13,69.5079
2020-08-14,69.5079
2020-08-15,69.5079
2020-08-16,69.5079
2020-08-17,69.5079
2020-08-18,69.5079
2020-08-19,69.5079
2020-08-20,69.5079
2020-08-21,69.5079
2020-08-22,69.5079
2020-08-23,69.5079
2020-08-24,69.5079
2020-08-25,69.5079
2020-08-26,69.5079
2020-08-27,69.5079
2020-08-28,69.5079
2020-08-29,69.5079
2020-08-30,69.5079
2020-08-31,69.5079
2020-09-01,69.5079
2020-09-02,69.5079
2020-09-03,69.5079
2020-09-04,69.5079
2020-09-05,69.5079
2020-09-06,69.5079
2020-09-07,69.5079
2020-09-08,69.5079
2020-09-09,69.5079
2020-09-10,69.5079
2020-09-11,69.5079
2020-09-12,69.5079
2020-09-13,69.5079
2020-09-14,69.5079
2020-09-15,69.5079
2020-09-16,69.5079
2020-09-17,69.5079
2020-09-18,69.5079
2020-09-19,69.5079
2020-09-20,69.5079
2020-09-21,69.5079
2020-09-22,69.5079
2020-09-23,69.5079
2020-09-24,69.5079
2020-09-25,69.5079
2020-09-26,69.5079
2020-09-27,69.5079
2020-09-28,69.5079
2020-09-29,69.5079
2020-09-30,62.5054
2020-10-01,62.5054
2020-10-02,62.5054
2020-10-03,62.5054
2020-10-04,62.5054
2020-10-05,62.5054
2020-10-06,62.5054
2020-10-07,62.5054
2020-10-08,62.5054
2020-10-09,62.5054
2020-10-10,62.5054
2020-10-11,62.5054
2020-10-12,62.5054
2020-10-13,62.5054
2020-10-14,62.5054
2020-10-15,62.5054
2020-10-16,62.5054
2020-10-17,62.5054
2020-10-18,62.5054
2020-10-19,62.5054
2020-10-20,62.5054
2020-10-21,62.5054
2020-10-22,62.5054
2020-10-23,62.5054
2020-10-24,62.5054
2020-10-25,62.5054
2020-10-26,62.5054
2020-10-27,62.5054
2020-10-28,62.5054
2020-10-29,62.5054
2020-10-30,62.5054
2020-10-31,62.5054
2020-11-01,62.5054
2020-11-02,62.5054
2020-11-03,62.5054
2020-11-04,62.5054
2020-11-05,62.5054
2020-11-06,62.5054
2020-11-07,62.5054
2020-11-08,62.5054
2020-11-09,62.5054
2020-11-10,62.5054
2020-11-11,62.5054
2020-11-12,62.5054
2020-11-13,62.5054
2020-11-14,62.5054
2020-11-15,62.5054
2020-11-16,62.5054
2020-11-17,62.5054
2020-11-18,62.5054
2020-11-19,62.5054
2020-11-20,62.5054
2020-11-21,62.5054
2020-11-22,62.5054
2020-11-23,62.5054
2020-11-24,62.5054
2020-11-25,62.5054
2020-11-26,62.5054
2020-11-27,62.5054
2020-11-28,62.5054
2020-11-29,62.5054
2020-11-30,62.5054
2020-12-01,62.5054
2020-12-02,62.5054
2020-12-03,62.5054
2020-12-04,62.5054
2020-12-05,62.5054
2020-12-06,62.5054
2020-12-07,62.5054
2020-12-08,62.5054
2020-12-09,62.5054
2020-12-10,62.5054
2020-12-11,62.5054
2020-12-12,62.5054
2020-12-13,62.5054
2020-12-14,62.5054
2020-12-15,62.5054
2020-12-16,62.5054
2020-12-17,62.5054
2020-12-18,62.5054
2020-12-19,62.5054
2020-12-20,62.5054
2020-12-21,62.5054
2020-12-22,62.5054
2020-12-23,62.5054
2020-12-24,62.5054
2020-12-25,62.5054
2020-12-26,62.5054
2020-12-27,62.5054
2020-12-28,62.5054
2020-12-29,62.5054
2020-12-30,62.5054
2020-12-31,35.4388
2021-01-01,35.4388
2021-01-02,35.4388
2021-01-03,35.4388
2021-01-04,35.4388
2021-01-05,35.4388
2021-01-06,35.4388
2021-01-07,35.4388
2021-01-08,35.4388
2021-01-09,35.4388
2021-01-10,35.4388
2021-01-11,35.4388
2021-01-12,35.4388
2021-01-13,35.4388
2021-01-14,35.4388
2021-01-15,35.4388
2021-01-16,35.4388
2021-01-17,35.4388
2021-01-18,35.4388
2021-01-19,35.4388
2021-01-20,35.4388
2021-01-21,35.4388
2021-01-22,35.4388
2021-01-23,35.4388
2021-01-24,35.4388
2021-01-25,35.4388
2021-01-26,35.4388
2021-01-27,35.4388
2021-01-28,35.4388
2021-01-29,35.4388
2021-01-30,35.4388
2021-01-31,35.4388
2021-02-01,35.4388
2021-02-02,35.4388
2021-02-03,35.4388
2021-02-04,35.4388
2021-02-05,35.4388
2021-02-06,35.4388
2021-02-07,35.4388
2021-02-08,35.4388
2021-02-09,35.4388
2021-02-10,35.4388
2021-02-11,35.4388
2021-02-12,35.4388
2021-02-13,35.4388
2021-02-14,35.4388
2021-02-15,35.4388
2021-02-16,35.4388
2021-02-17,35.4388
2021-02-18,35.4388
2021-02-19,35.4388
2021-02-20,35.4388
2021-02-21,35.4388
2021-02-22,35.4388
2021-02-23,35.4388
2021-02-24,35.4388
2021-02-25,35.4388
2021-02-26,35.4388
2021-02-27,35.4388
2021-02-28,35.4388
2021-03-01,35.4388
2021-03-02,35.4388
2021-03-03,35.4388
2021-03-04,35.4388
2021-03-05,35.4388
2021-03-06,35.4388
2021-03-07,35.4388
2021-03-08,35.4388
2021-03-09,35.4388
2021-03-10,35.4388
2021-03-11,35.4388
2021-03-12,35.4388
2021-03-13,35.4388
2021-03-14,35.4388
2021-03-15,35.4388
2021-03-16,35.4388
2021-03-17,35.4388
2021-03-18,35.4388
2021-03-19,35.4388
2021-03-20,35.4388
2021-03-21,35.4388
2021-03-22,35.4388
2021-03-23,35.4388
2021-03-24,35.4388
2021-03-25,35.4388
2021-03-26,35.4388
2021-03-27,35.4388
2021-03-28,35.4388
2021-03-29,35.4388
2021-03-30,35.4388
2021-03-31,18.4466
2021-04-01,18.4466
2021-04-02,18.4466
2021-04-03,18.4466
2021-04-04,18.4466
2021-04-05,18.4466
2021-04-06,18.4466
2021-04-07,18.4466
2021-04-08,18.4466
2021-04-09,18.4466
2021-04-10,18.4466
2021-04-11,18.4466
2021-04-12,18.4466
2021-04-13,18.4466
2021-04-14,18.4466
2021-04-15,18.4466
2021-04-16,18.4466
2021-04-17,18.4466
2021-04-18,18.4466
2021-04-19,18.4466
2021-04-20,18.4466
2021-04-21,18.4466
2021-04-22,18.4466
2021-04-23,18.4466
2021-04-24,18.4466
2021-04-25,18.4466
2021-04-26,18.4466
2021-04-27,18.4466
2021-04-28,18.4466
2021-04-29,18.4466
2021-04-30,18.4466
2021-05-01,18.4466
2021-05-02,18.4466
2021-05-03,18.4466
2021-05-04,18.4466
2021-05-05,18.4466
2021-05-06,18.4466
2021-05-07,18.4466
2021-05-08,18.4466
2021-05-09,18.4466
2021-05-10,18.4466
2021-05-11,18.4466
2021-05-12,18.4466
2021-05-13,18.4466
2021-05-14,18.4466
2021-05-15,18.4466
2021-05-16,18.4466
2021-05-17,18.4466
2021-05-18,18.4466
2021-05-19,18.4466
2021-05-20,18.4466
2021-05-21,18.4466
2021-05-22,18.4466
2021-05-23,18.4466
2021-05-24,18.4466
2021-05-25,18.4466
2021-05-26,18.4466
2021-05-27,18.4466
2021-05-28,18.4466
2021-05-29,18.4466
2021-05-30,18.4466
2021-05-31,18.4466
2021-06-01,18.4466
2021-06-02,18.4466
2021-06-03,18.4466
2021-06-04,18.4466
2021-06-05,18.4466
2021-06-06,18.4466
2021-06-07,18.4466
2021-06-08,18.4466
2021-06-09,18.4466
2021-06-10,18.4466
2021-06-11,18.4466
2021-06-12,18.4466
2021-06-13,18.4466
2021-06-14,18.4466
2021-06-15,18.4466
2021-06-16,18.4466
2021-06-17,18.4466
2021-06-18,18.4466
2021-06-19,18.4466
2021-06-20,18.4466
2021-06-21,18.4466
2021-06-22,18.4466
2021-06-23,18.4466
2021-06-24,18.4466
2021-06-25,18.4466
2021-06-26,18.4466
2021-06-27,18.4466
2021-06-28,18.4466
2021-06-29,18.4466
2021-06-30,38.4259
2021-07-01,38.4259
2021-07-02,38.4259
2021-07-03,38.4259
2021-07-04,38.4259
2021-07-05,38.4259
2021-07-06,38.4259
2021-07-07,38.4259
2021-07-08,38.4259
2021-07-09,38.4259
2021-07-10,38.4259
2021-07-11,38.4259
