,TALO US Equity
2020-04-01,28.421
2020-04-02,28.421
2020-04-03,28.421
2020-04-04,28.421
2020-04-05,28.421
2020-04-06,28.421
2020-04-07,28.421
2020-04-08,28.421
2020-04-09,28.421
2020-04-10,28.421
2020-04-11,28.421
2020-04-12,28.421
2020-04-13,28.421
2020-04-14,28.421
2020-04-15,28.421
2020-04-16,28.421
2020-04-17,28.421
2020-04-18,28.421
2020-04-19,28.421
2020-04-20,28.421
2020-04-21,28.421
2020-04-22,28.421
2020-04-23,28.421
2020-04-24,28.421
2020-04-25,28.421
2020-04-26,28.421
2020-04-27,28.421
2020-04-28,28.421
2020-04-29,28.421
2020-04-30,28.421
2020-05-01,28.421
2020-05-02,28.421
2020-05-03,28.421
2020-05-04,28.421
2020-05-05,28.421
2020-05-06,28.421
2020-05-07,28.421
2020-05-08,28.421
2020-05-09,28.421
2020-05-10,28.421
2020-05-11,28.421
2020-05-12,28.421
2020-05-13,28.421
2020-05-14,28.421
2020-05-15,28.421
2020-05-16,28.421
2020-05-17,28.421
2020-05-18,28.421
2020-05-19,28.421
2020-05-20,28.421
2020-05-21,28.421
2020-05-22,28.421
2020-05-23,28.421
2020-05-24,28.421
2020-05-25,28.421
2020-05-26,28.421
2020-05-27,28.421
2020-05-28,28.421
2020-05-29,28.421
2020-05-30,28.421
2020-05-31,28.421
2020-06-01,28.421
2020-06-02,28.421
2020-06-03,28.421
2020-06-04,28.421
2020-06-05,28.421
2020-06-06,28.421
2020-06-07,28.421
2020-06-08,28.421
2020-06-09,28.421
2020-06-10,28.421
2020-06-11,28.421
2020-06-12,28.421
2020-06-13,28.421
2020-06-14,28.421
2020-06-15,28.421
2020-06-16,28.421
2020-06-17,28.421
2020-06-18,28.421
2020-06-19,28.421
2020-06-20,28.421
2020-06-21,28.421
2020-06-22,28.421
2020-06-23,28.421
2020-06-24,28.421
2020-06-25,28.421
2020-06-26,28.421
2020-06-27,28.421
2020-06-28,28.421
2020-06-29,28.421
2020-06-30,7.9158
2020-07-01,7.9158
2020-07-02,7.9158
2020-07-03,7.9158
2020-07-04,7.9158
2020-07-05,7.9158
2020-07-06,7.9158
2020-07-07,7.9158
2020-07-08,7.9158
2020-07-09,7.9158
2020-07-10,7.9158
2020-07-11,7.9158
2020-07-12,7.9158
2020-07-13,7.9158
2020-07-14,7.9158
2020-07-15,7.9158
2020-07-16,7.9158
2020-07-17,7.9158
2020-07-18,7.9158
2020-07-19,7.9158
2020-07-20,7.9158
2020-07-21,7.9158
2020-07-22,7.9158
2020-07-23,7.9158
2020-07-24,7.9158
2020-07-25,7.9158
2020-07-26,7.9158
2020-07-27,7.9158
2020-07-28,7.9158
2020-07-29,7.9158
2020-07-30,7.9158
2020-07-31,7.9158
2020-08-01,7.9158
2020-08-02,7.9158
2020-08-03,7.9158
2020-08-04,7.9158
2020-08-05,7.9158
2020-08-06,7.9158
2020-08-07,7.9158
2020-08-08,7.9158
2020-08-09,7.9158
2020-08-10,7.9158
2020-08-11,7.9158
2020-08-12,7.9158
2020-08-13,7.9158
2020-08-14,7.9158
2020-08-15,7.9158
2020-08-16,7.9158
2020-08-17,7.9158
2020-08-18,7.9158
2020-08-19,7.9158
2020-08-20,7.9158
2020-08-21,7.9158
2020-08-22,7.9158
2020-08-23,7.9158
2020-08-24,7.9158
2020-08-25,7.9158
2020-08-26,7.9158
2020-08-27,7.9158
2020-08-28,7.9158
2020-08-29,7.9158
2020-08-30,7.9158
2020-08-31,7.9158
2020-09-01,7.9158
2020-09-02,7.9158
2020-09-03,7.9158
2020-09-04,7.9158
2020-09-05,7.9158
2020-09-06,7.9158
2020-09-07,7.9158
2020-09-08,7.9158
2020-09-09,7.9158
2020-09-10,7.9158
2020-09-11,7.9158
2020-09-12,7.9158
2020-09-13,7.9158
2020-09-14,7.9158
2020-09-15,7.9158
2020-09-16,7.9158
2020-09-17,7.9158
2020-09-18,7.9158
2020-09-19,7.9158
2020-09-20,7.9158
2020-09-21,7.9158
2020-09-22,7.9158
2020-09-23,7.9158
2020-09-24,7.9158
2020-09-25,7.9158
2020-09-26,7.9158
2020-09-27,7.9158
2020-09-28,7.9158
2020-09-29,7.9158
2020-09-30,-2.9322
2020-10-01,-2.9322
2020-10-02,-2.9322
2020-10-03,-2.9322
2020-10-04,-2.9322
2020-10-05,-2.9322
2020-10-06,-2.9322
2020-10-07,-2.9322
2020-10-08,-2.9322
2020-10-09,-2.9322
2020-10-10,-2.9322
2020-10-11,-2.9322
2020-10-12,-2.9322
2020-10-13,-2.9322
2020-10-14,-2.9322
2020-10-15,-2.9322
2020-10-16,-2.9322
2020-10-17,-2.9322
2020-10-18,-2.9322
2020-10-19,-2.9322
2020-10-20,-2.9322
2020-10-21,-2.9322
2020-10-22,-2.9322
2020-10-23,-2.9322
2020-10-24,-2.9322
2020-10-25,-2.9322
2020-10-26,-2.9322
2020-10-27,-2.9322
2020-10-28,-2.9322
2020-10-29,-2.9322
2020-10-30,-2.9322
2020-10-31,-2.9322
2020-11-01,-2.9322
2020-11-02,-2.9322
2020-11-03,-2.9322
2020-11-04,-2.9322
2020-11-05,-2.9322
2020-11-06,-2.9322
2020-11-07,-2.9322
2020-11-08,-2.9322
2020-11-09,-2.9322
2020-11-10,-2.9322
2020-11-11,-2.9322
2020-11-12,-2.9322
2020-11-13,-2.9322
2020-11-14,-2.9322
2020-11-15,-2.9322
2020-11-16,-2.9322
2020-11-17,-2.9322
2020-11-18,-2.9322
2020-11-19,-2.9322
2020-11-20,-2.9322
2020-11-21,-2.9322
2020-11-22,-2.9322
2020-11-23,-2.9322
2020-11-24,-2.9322
2020-11-25,-2.9322
2020-11-26,-2.9322
2020-11-27,-2.9322
2020-11-28,-2.9322
2020-11-29,-2.9322
2020-11-30,-2.9322
2020-12-01,-2.9322
2020-12-02,-2.9322
2020-12-03,-2.9322
2020-12-04,-2.9322
2020-12-05,-2.9322
2020-12-06,-2.9322
2020-12-07,-2.9322
2020-12-08,-2.9322
2020-12-09,-2.9322
2020-12-10,-2.9322
2020-12-11,-2.9322
2020-12-12,-2.9322
2020-12-13,-2.9322
2020-12-14,-2.9322
2020-12-15,-2.9322
2020-12-16,-2.9322
2020-12-17,-2.9322
2020-12-18,-2.9322
2020-12-19,-2.9322
2020-12-20,-2.9322
2020-12-21,-2.9322
2020-12-22,-2.9322
2020-12-23,-2.9322
2020-12-24,-2.9322
2020-12-25,-2.9322
2020-12-26,-2.9322
2020-12-27,-2.9322
2020-12-28,-2.9322
2020-12-29,-2.9322
2020-12-30,-2.9322
2020-12-31,-46.4472
2021-01-01,-46.4472
2021-01-02,-46.4472
2021-01-03,-46.4472
2021-01-04,-46.4472
2021-01-05,-46.4472
2021-01-06,-46.4472
2021-01-07,-46.4472
2021-01-08,-46.4472
2021-01-09,-46.4472
2021-01-10,-46.4472
2021-01-11,-46.4472
2021-01-12,-46.4472
2021-01-13,-46.4472
2021-01-14,-46.4472
2021-01-15,-46.4472
2021-01-16,-46.4472
2021-01-17,-46.4472
2021-01-18,-46.4472
2021-01-19,-46.4472
2021-01-20,-46.4472
2021-01-21,-46.4472
2021-01-22,-46.4472
2021-01-23,-46.4472
2021-01-24,-46.4472
2021-01-25,-46.4472
2021-01-26,-46.4472
2021-01-27,-46.4472
2021-01-28,-46.4472
2021-01-29,-46.4472
2021-01-30,-46.4472
2021-01-31,-46.4472
2021-02-01,-46.4472
2021-02-02,-46.4472
2021-02-03,-46.4472
2021-02-04,-46.4472
2021-02-05,-46.4472
2021-02-06,-46.4472
2021-02-07,-46.4472
2021-02-08,-46.4472
2021-02-09,-46.4472
2021-02-10,-46.4472
2021-02-11,-46.4472
2021-02-12,-46.4472
2021-02-13,-46.4472
2021-02-14,-46.4472
2021-02-15,-46.4472
2021-02-16,-46.4472
2021-02-17,-46.4472
2021-02-18,-46.4472
2021-02-19,-46.4472
2021-02-20,-46.4472
2021-02-21,-46.4472
2021-02-22,-46.4472
2021-02-23,-46.4472
2021-02-24,-46.4472
2021-02-25,-46.4472
2021-02-26,-46.4472
2021-02-27,-46.4472
2021-02-28,-46.4472
2021-03-01,-46.4472
2021-03-02,-46.4472
2021-03-03,-46.4472
2021-03-04,-46.4472
2021-03-05,-46.4472
2021-03-06,-46.4472
2021-03-07,-46.4472
2021-03-08,-46.4472
2021-03-09,-46.4472
2021-03-10,-46.4472
2021-03-11,-46.4472
2021-03-12,-46.4472
2021-03-13,-46.4472
2021-03-14,-46.4472
2021-03-15,-46.4472
2021-03-16,-46.4472
2021-03-17,-46.4472
2021-03-18,-46.4472
2021-03-19,-46.4472
2021-03-20,-46.4472
2021-03-21,-46.4472
2021-03-22,-46.4472
2021-03-23,-46.4472
2021-03-24,-46.4472
2021-03-25,-46.4472
2021-03-26,-46.4472
2021-03-27,-46.4472
2021-03-28,-46.4472
2021-03-29,-46.4472
2021-03-30,-46.4472
2021-03-31,-67.6501
2021-04-01,-67.6501
2021-04-02,-67.6501
2021-04-03,-67.6501
2021-04-04,-67.6501
2021-04-05,-67.6501
2021-04-06,-67.6501
2021-04-07,-67.6501
2021-04-08,-67.6501
2021-04-09,-67.6501
2021-04-10,-67.6501
2021-04-11,-67.6501
2021-04-12,-67.6501
2021-04-13,-67.6501
2021-04-14,-67.6501
2021-04-15,-67.6501
2021-04-16,-67.6501
2021-04-17,-67.6501
2021-04-18,-67.6501
2021-04-19,-67.6501
2021-04-20,-67.6501
2021-04-21,-67.6501
2021-04-22,-67.6501
2021-04-23,-67.6501
2021-04-24,-67.6501
2021-04-25,-67.6501
2021-04-26,-67.6501
2021-04-27,-67.6501
2021-04-28,-67.6501
2021-04-29,-67.6501
2021-04-30,-67.6501
2021-05-01,-67.6501
2021-05-02,-67.6501
2021-05-03,-67.6501
2021-05-04,-67.6501
2021-05-05,-67.6501
2021-05-06,-67.6501
2021-05-07,-67.6501
2021-05-08,-67.6501
2021-05-09,-67.6501
2021-05-10,-67.6501
2021-05-11,-67.6501
2021-05-12,-67.6501
2021-05-13,-67.6501
2021-05-14,-67.6501
2021-05-15,-67.6501
2021-05-16,-67.6501
2021-05-17,-67.6501
2021-05-18,-67.6501
2021-05-19,-67.6501
2021-05-20,-67.6501
2021-05-21,-67.6501
2021-05-22,-67.6501
2021-05-23,-67.6501
2021-05-24,-67.6501
2021-05-25,-67.6501
2021-05-26,-67.6501
2021-05-27,-67.6501
2021-05-28,-67.6501
2021-05-29,-67.6501
2021-05-30,-67.6501
2021-05-31,-67.6501
2021-06-01,-67.6501
2021-06-02,-67.6501
2021-06-03,-67.6501
2021-06-04,-67.6501
2021-06-05,-67.6501
2021-06-06,-67.6501
2021-06-07,-67.6501
2021-06-08,-67.6501
2021-06-09,-67.6501
2021-06-10,-67.6501
2021-06-11,-67.6501
2021-06-12,-67.6501
2021-06-13,-67.6501
2021-06-14,-67.6501
2021-06-15,-67.6501
2021-06-16,-67.6501
2021-06-17,-67.6501
2021-06-18,-67.6501
2021-06-19,-67.6501
2021-06-20,-67.6501
2021-06-21,-67.6501
2021-06-22,-67.6501
2021-06-23,-67.6501
2021-06-24,-67.6501
2021-06-25,-67.6501
2021-06-26,-67.6501
2021-06-27,-67.6501
2021-06-28,-67.6501
2021-06-29,-67.6501
2021-06-30,-73.7027
2021-07-01,-73.7027
2021-07-02,-73.7027
2021-07-03,-73.7027
2021-07-04,-73.7027
2021-07-05,-73.7027
2021-07-06,-73.7027
2021-07-07,-73.7027
2021-07-08,-73.7027
2021-07-09,-73.7027
2021-07-10,-73.7027
2021-07-11,-73.7027
2021-07-12,-73.7027
2021-07-13,-73.7027
2021-07-14,-73.7027
2021-07-15,-73.7027
2021-07-16,-73.7027
2021-07-17,-73.7027
2021-07-18,-73.7027
2021-07-19,-73.7027
2021-07-20,-73.7027
2021-07-21,-73.7027
2021-07-22,-73.7027
2021-07-23,-73.7027
2021-07-24,-73.7027
2021-07-25,-73.7027
2021-07-26,-73.7027
2021-07-27,-73.7027
2021-07-28,-73.7027
2021-07-29,-73.7027
2021-07-30,-73.7027
2021-07-31,-73.7027
2021-08-01,-73.7027
2021-08-02,-73.7027
2021-08-03,-73.7027
2021-08-04,-73.7027
2021-08-05,-73.7027
2021-08-06,-73.7027
2021-08-07,-73.7027
2021-08-08,-73.7027
2021-08-09,-73.7027
2021-08-10,-73.7027
2021-08-11,-73.7027
2021-08-12,-73.7027
2021-08-13,-73.7027
2021-08-14,-73.7027
2021-08-15,-73.7027
2021-08-16,-73.7027
2021-08-17,-73.7027
2021-08-18,-73.7027
2021-08-19,-73.7027
2021-08-20,-73.7027
2021-08-21,-73.7027
2021-08-22,-73.7027
2021-08-23,-73.7027
2021-08-24,-73.7027
2021-08-25,-73.7027
2021-08-26,-73.7027
2021-08-27,-73.7027
2021-08-28,-73.7027
2021-08-29,-73.7027
2021-08-30,-73.7027
2021-08-31,-73.7027
2021-09-01,-73.7027
2021-09-02,-73.7027
2021-09-03,-73.7027
2021-09-04,-73.7027
2021-09-05,-73.7027
2021-09-06,-73.7027
2021-09-07,-73.7027
2021-09-08,-73.7027
2021-09-09,-73.7027
2021-09-10,-73.7027
2021-09-11,-73.7027
2021-09-12,-73.7027
2021-09-13,-73.7027
2021-09-14,-73.7027
2021-09-15,-73.7027
2021-09-16,-73.7027
2021-09-17,-73.7027
2021-09-18,-73.7027
2021-09-19,-73.7027
2021-09-20,-73.7027
2021-09-21,-73.7027
2021-09-22,-73.7027
2021-09-23,-73.7027
2021-09-24,-73.7027
2021-09-25,-73.7027
2021-09-26,-73.7027
2021-09-27,-73.7027
2021-09-28,-73.7027
2021-09-29,-73.7027
2021-09-30,-71.0008
2021-10-01,-71.0008
2021-10-02,-71.0008
2021-10-03,-71.0008
2021-10-04,-71.0008
2021-10-05,-71.0008
2021-10-06,-71.0008
2021-10-07,-71.0008
2021-10-08,-71.0008
2021-10-09,-71.0008
2021-10-10,-71.0008
2021-10-11,-71.0008
2021-10-12,-71.0008
2021-10-13,-71.0008
2021-10-14,-71.0008
2021-10-15,-71.0008
2021-10-16,-71.0008
2021-10-17,-71.0008
2021-10-18,-71.0008
2021-10-19,-71.0008
2021-10-20,-71.0008
2021-10-21,-71.0008
2021-10-22,-71.0008
2021-10-23,-71.0008
2021-10-24,-71.0008
2021-10-25,-71.0008
2021-10-26,-71.0008
2021-10-27,-71.0008
2021-10-28,-71.0008
2021-10-29,-71.0008
2021-10-30,-71.0008
2021-10-31,-71.0008
2021-11-01,-71.0008
2021-11-02,-71.0008
2021-11-03,-71.0008
2021-11-04,-71.0008
2021-11-05,-71.0008
2021-11-06,-71.0008
2021-11-07,-71.0008
2021-11-08,-71.0008
2021-11-09,-71.0008
2021-11-10,-71.0008
2021-11-11,-71.0008
2021-11-12,-71.0008
2021-11-13,-71.0008
2021-11-14,-71.0008
2021-11-15,-71.0008
2021-11-16,-71.0008
2021-11-17,-71.0008
2021-11-18,-71.0008
2021-11-19,-71.0008
2021-11-20,-71.0008
2021-11-21,-71.0008
2021-11-22,-71.0008
2021-11-23,-71.0008
2021-11-24,-71.0008
2021-11-25,-71.0008
2021-11-26,-71.0008
2021-11-27,-71.0008
2021-11-28,-71.0008
2021-11-29,-71.0008
2021-11-30,-71.0008
2021-12-01,-71.0008
2021-12-02,-71.0008
2021-12-03,-71.0008
2021-12-04,-71.0008
2021-12-05,-71.0008
2021-12-06,-71.0008
2021-12-07,-71.0008
2021-12-08,-71.0008
2021-12-09,-71.0008
2021-12-10,-71.0008
2021-12-11,-71.0008
2021-12-12,-71.0008
2021-12-13,-71.0008
2021-12-14,-71.0008
2021-12-15,-71.0008
2021-12-16,-71.0008
2021-12-17,-71.0008
2021-12-18,-71.0008
2021-12-19,-71.0008
2021-12-20,-71.0008
2021-12-21,-71.0008
2021-12-22,-71.0008
2021-12-23,-71.0008
2021-12-24,-71.0008
2021-12-25,-71.0008
2021-12-26,-71.0008
2021-12-27,-71.0008
2021-12-28,-71.0008
2021-12-29,-71.0008
2021-12-30,-71.0008
2021-12-31,-21.6864
2022-01-01,-21.6864
2022-01-02,-21.6864
2022-01-03,-21.6864
2022-01-04,-21.6864
2022-01-05,-21.6864
2022-01-06,-21.6864
2022-01-07,-21.6864
2022-01-08,-21.6864
2022-01-09,-21.6864
2022-01-10,-21.6864
2022-01-11,-21.6864
2022-01-12,-21.6864
2022-01-13,-21.6864
2022-01-14,-21.6864
2022-01-15,-21.6864
2022-01-16,-21.6864
2022-01-17,-21.6864
2022-01-18,-21.6864
2022-01-19,-21.6864
2022-01-20,-21.6864
2022-01-21,-21.6864
2022-01-22,-21.6864
2022-01-23,-21.6864
2022-01-24,-21.6864
2022-01-25,-21.6864
2022-01-26,-21.6864
2022-01-27,-21.6864
2022-01-28,-21.6864
2022-01-29,-21.6864
2022-01-30,-21.6864
2022-01-31,-21.6864
2022-02-01,-21.6864
2022-02-02,-21.6864
2022-02-03,-21.6864
2022-02-04,-21.6864
2022-02-05,-21.6864
2022-02-06,-21.6864
2022-02-07,-21.6864
2022-02-08,-21.6864
2022-02-09,-21.6864
2022-02-10,-21.6864
2022-02-11,-21.6864
2022-02-12,-21.6864
2022-02-13,-21.6864
2022-02-14,-21.6864
2022-02-15,-21.6864
2022-02-16,-21.6864
2022-02-17,-21.6864
2022-02-18,-21.6864
2022-02-19,-21.6864
2022-02-20,-21.6864
2022-02-21,-21.6864
2022-02-22,-21.6864
2022-02-23,-21.6864
2022-02-24,-21.6864
2022-02-25,-21.6864
2022-02-26,-21.6864
2022-02-27,-21.6864
2022-02-28,-21.6864
2022-03-01,-21.6864
2022-03-02,-21.6864
2022-03-03,-21.6864
2022-03-04,-21.6864
2022-03-05,-21.6864
2022-03-06,-21.6864
2022-03-07,-21.6864
2022-03-08,-21.6864
2022-03-09,-21.6864
2022-03-10,-21.6864
2022-03-11,-21.6864
2022-03-12,-21.6864
2022-03-13,-21.6864
2022-03-14,-21.6864
2022-03-15,-21.6864
2022-03-16,-21.6864
2022-03-17,-21.6864
2022-03-18,-21.6864
2022-03-19,-21.6864
2022-03-20,-21.6864
2022-03-21,-21.6864
2022-03-22,-21.6864
2022-03-23,-21.6864
2022-03-24,-21.6864
2022-03-25,-21.6864
2022-03-26,-21.6864
2022-03-27,-21.6864
2022-03-28,-21.6864
2022-03-29,-21.6864
2022-03-30,-21.6864
2022-03-31,-17.0277
2022-04-01,-17.0277
2022-04-02,-17.0277
2022-04-03,-17.0277
2022-04-04,-17.0277
2022-04-05,-17.0277
2022-04-06,-17.0277
2022-04-07,-17.0277
2022-04-08,-17.0277
2022-04-09,-17.0277
2022-04-10,-17.0277
2022-04-11,-17.0277
2022-04-12,-17.0277
2022-04-13,-17.0277
2022-04-14,-17.0277
2022-04-15,-17.0277
2022-04-16,-17.0277
2022-04-17,-17.0277
2022-04-18,-17.0277
2022-04-19,-17.0277
2022-04-20,-17.0277
2022-04-21,-17.0277
2022-04-22,-17.0277
2022-04-23,-17.0277
2022-04-24,-17.0277
2022-04-25,-17.0277
2022-04-26,-17.0277
2022-04-27,-17.0277
2022-04-28,-17.0277
2022-04-29,-17.0277
2022-04-30,-17.0277
2022-05-01,-17.0277
2022-05-02,-17.0277
2022-05-03,-17.0277
2022-05-04,-17.0277
2022-05-05,-17.0277
2022-05-06,-17.0277
2022-05-07,-17.0277
2022-05-08,-17.0277
2022-05-09,-17.0277
2022-05-10,-17.0277
2022-05-11,-17.0277
2022-05-12,-17.0277
2022-05-13,-17.0277
2022-05-14,-17.0277
2022-05-15,-17.0277
2022-05-16,-17.0277
2022-05-17,-17.0277
2022-05-18,-17.0277
2022-05-19,-17.0277
2022-05-20,-17.0277
2022-05-21,-17.0277
2022-05-22,-17.0277
2022-05-23,-17.0277
2022-05-24,-17.0277
2022-05-25,-17.0277
2022-05-26,-17.0277
2022-05-27,-17.0277
2022-05-28,-17.0277
2022-05-29,-17.0277
2022-05-30,-17.0277
2022-05-31,-17.0277
2022-06-01,-17.0277
2022-06-02,-17.0277
2022-06-03,-17.0277
2022-06-04,-17.0277
2022-06-05,-17.0277
2022-06-06,-17.0277
2022-06-07,-17.0277
2022-06-08,-17.0277
2022-06-09,-17.0277
2022-06-10,-17.0277
2022-06-11,-17.0277
2022-06-12,-17.0277
2022-06-13,-17.0277
2022-06-14,-17.0277
2022-06-15,-17.0277
2022-06-16,-17.0277
2022-06-17,-17.0277
2022-06-18,-17.0277
2022-06-19,-17.0277
2022-06-20,-17.0277
2022-06-21,-17.0277
2022-06-22,-17.0277
2022-06-23,-17.0277
2022-06-24,-17.0277
2022-06-25,-17.0277
2022-06-26,-17.0277
2022-06-27,-17.0277
2022-06-28,-17.0277
2022-06-29,-17.0277
2022-06-30,24.3724
2022-07-01,24.3724
2022-07-02,24.3724
2022-07-03,24.3724
2022-07-04,24.3724
2022-07-05,24.3724
2022-07-06,24.3724
2022-07-07,24.3724
2022-07-08,24.3724
2022-07-09,24.3724
2022-07-10,24.3724
2022-07-11,24.3724
2022-07-12,24.3724
2022-07-13,24.3724
2022-07-14,24.3724
2022-07-15,24.3724
2022-07-16,24.3724
2022-07-17,24.3724
2022-07-18,24.3724
2022-07-19,24.3724
2022-07-20,24.3724
2022-07-21,24.3724
2022-07-22,24.3724
2022-07-23,24.3724
2022-07-24,24.3724
2022-07-25,24.3724
2022-07-26,24.3724
2022-07-27,24.3724
2022-07-28,24.3724
2022-07-29,24.3724
2022-07-30,24.3724
2022-07-31,24.3724
2022-08-01,24.3724
2022-08-02,24.3724
2022-08-03,24.3724
2022-08-04,24.3724
2022-08-05,24.3724
2022-08-06,24.3724
2022-08-07,24.3724
2022-08-08,24.3724
2022-08-09,24.3724
2022-08-10,24.3724
2022-08-11,24.3724
2022-08-12,24.3724
2022-08-13,24.3724
2022-08-14,24.3724
2022-08-15,24.3724
2022-08-16,24.3724
2022-08-17,24.3724
2022-08-18,24.3724
2022-08-19,24.3724
2022-08-20,24.3724
2022-08-21,24.3724
2022-08-22,24.3724
2022-08-23,24.3724
2022-08-24,24.3724
2022-08-25,24.3724
2022-08-26,24.3724
2022-08-27,24.3724
2022-08-28,24.3724
2022-08-29,24.3724
2022-08-30,24.3724
2022-08-31,24.3724
2022-09-01,24.3724
2022-09-02,24.3724
2022-09-03,24.3724
2022-09-04,24.3724
2022-09-05,24.3724
2022-09-06,24.3724
2022-09-07,24.3724
2022-09-08,24.3724
2022-09-09,24.3724
2022-09-10,24.3724
2022-09-11,24.3724
2022-09-12,24.3724
2022-09-13,24.3724
2022-09-14,24.3724
2022-09-15,24.3724
2022-09-16,24.3724
2022-09-17,24.3724
2022-09-18,24.3724
2022-09-19,24.3724
2022-09-20,24.3724
2022-09-21,24.3724
2022-09-22,24.3724
2022-09-23,24.3724
2022-09-24,24.3724
2022-09-25,24.3724
2022-09-26,24.3724
2022-09-27,24.3724
2022-09-28,24.3724
2022-09-29,24.3724
2022-09-30,50.2935
2022-10-01,50.2935
2022-10-02,50.2935
2022-10-03,50.2935
2022-10-04,50.2935
2022-10-05,50.2935
2022-10-06,50.2935
2022-10-07,50.2935
2022-10-08,50.2935
2022-10-09,50.2935
2022-10-10,50.2935
2022-10-11,50.2935
2022-10-12,50.2935
2022-10-13,50.2935
2022-10-14,50.2935
2022-10-15,50.2935
2022-10-16,50.2935
2022-10-17,50.2935
2022-10-18,50.2935
2022-10-19,50.2935
2022-10-20,50.2935
2022-10-21,50.2935
2022-10-22,50.2935
2022-10-23,50.2935
2022-10-24,50.2935
2022-10-25,50.2935
2022-10-26,50.2935
2022-10-27,50.2935
2022-10-28,50.2935
2022-10-29,50.2935
2022-10-30,50.2935
2022-10-31,50.2935
2022-11-01,50.2935
2022-11-02,50.2935
2022-11-03,50.2935
2022-11-04,50.2935
2022-11-05,50.2935
2022-11-06,50.2935
2022-11-07,50.2935
2022-11-08,50.2935
2022-11-09,50.2935
2022-11-10,50.2935
2022-11-11,50.2935
2022-11-12,50.2935
2022-11-13,50.2935
2022-11-14,50.2935
2022-11-15,50.2935
2022-11-16,50.2935
2022-11-17,50.2935
2022-11-18,50.2935
2022-11-19,50.2935
2022-11-20,50.2935
2022-11-21,50.2935
2022-11-22,50.2935
2022-11-23,50.2935
2022-11-24,50.2935
2022-11-25,50.2935
2022-11-26,50.2935
2022-11-27,50.2935
2022-11-28,50.2935
2022-11-29,50.2935
2022-11-30,50.2935
2022-12-01,50.2935
2022-12-02,50.2935
2022-12-03,50.2935
2022-12-04,50.2935
2022-12-05,50.2935
2022-12-06,50.2935
2022-12-07,50.2935
2022-12-08,50.2935
2022-12-09,50.2935
2022-12-10,50.2935
2022-12-11,50.2935
2022-12-12,50.2935
2022-12-13,50.2935
2022-12-14,50.2935
2022-12-15,50.2935
2022-12-16,50.2935
2022-12-17,50.2935
2022-12-18,50.2935
2022-12-19,50.2935
2022-12-20,50.2935
2022-12-21,50.2935
2022-12-22,50.2935
2022-12-23,50.2935
2022-12-24,50.2935
2022-12-25,50.2935
2022-12-26,50.2935
2022-12-27,50.2935
2022-12-28,50.2935
2022-12-29,50.2935
2022-12-30,50.2935
2022-12-31,39.6542
2023-01-01,39.6542
2023-01-02,39.6542
2023-01-03,39.6542
2023-01-04,39.6542
2023-01-05,39.6542
2023-01-06,39.6542
2023-01-07,39.6542
2023-01-08,39.6542
2023-01-09,39.6542
2023-01-10,39.6542
2023-01-11,39.6542
2023-01-12,39.6542
2023-01-13,39.6542
2023-01-14,39.6542
2023-01-15,39.6542
2023-01-16,39.6542
2023-01-17,39.6542
2023-01-18,39.6542
2023-01-19,39.6542
2023-01-20,39.6542
2023-01-21,39.6542
2023-01-22,39.6542
