,TXN US Equity
,RETURN_COM_EQY
2020-01-01,55.7176
2020-01-02,55.7176
2020-01-03,55.7176
2020-01-04,55.7176
2020-01-05,55.7176
2020-01-06,55.7176
2020-01-07,55.7176
2020-01-08,55.7176
2020-01-09,55.7176
2020-01-10,55.7176
2020-01-11,55.7176
2020-01-12,55.7176
2020-01-13,55.7176
2020-01-14,55.7176
2020-01-15,55.7176
2020-01-16,55.7176
2020-01-17,55.7176
2020-01-18,55.7176
2020-01-19,55.7176
2020-01-20,55.7176
2020-01-21,55.7176
2020-01-22,55.7176
2020-01-23,55.7176
2020-01-24,55.7176
2020-01-25,55.7176
2020-01-26,55.7176
2020-01-27,55.7176
2020-01-28,55.7176
2020-01-29,55.7176
2020-01-30,55.7176
2020-01-31,55.7176
2020-02-01,55.7176
2020-02-02,55.7176
2020-02-03,55.7176
2020-02-04,55.7176
2020-02-05,55.7176
2020-02-06,55.7176
2020-02-07,55.7176
2020-02-08,55.7176
2020-02-09,55.7176
2020-02-10,55.7176
2020-02-11,55.7176
2020-02-12,55.7176
2020-02-13,55.7176
2020-02-14,55.7176
2020-02-15,55.7176
2020-02-16,55.7176
2020-02-17,55.7176
2020-02-18,55.7176
2020-02-19,55.7176
2020-02-20,55.7176
2020-02-21,55.7176
2020-02-22,55.7176
2020-02-23,55.7176
2020-02-24,55.7176
2020-02-25,55.7176
2020-02-26,55.7176
2020-02-27,55.7176
2020-02-28,55.7176
2020-02-29,55.7176
2020-03-01,55.7176
2020-03-02,55.7176
2020-03-03,55.7176
2020-03-04,55.7176
2020-03-05,55.7176
2020-03-06,55.7176
2020-03-07,55.7176
2020-03-08,55.7176
2020-03-09,55.7176
2020-03-10,55.7176
2020-03-11,55.7176
2020-03-12,55.7176
2020-03-13,55.7176
2020-03-14,55.7176
2020-03-15,55.7176
2020-03-16,55.7176
2020-03-17,55.7176
2020-03-18,55.7176
2020-03-19,55.7176
2020-03-20,55.7176
2020-03-21,55.7176
2020-03-22,55.7176
2020-03-23,55.7176
2020-03-24,55.7176
2020-03-25,55.7176
2020-03-26,55.7176
2020-03-27,55.7176
2020-03-28,55.7176
2020-03-29,55.7176
2020-03-30,55.7176
2020-03-31,60.8626
2020-04-01,60.8626
2020-04-02,60.8626
2020-04-03,60.8626
2020-04-04,60.8626
2020-04-05,60.8626
2020-04-06,60.8626
2020-04-07,60.8626
2020-04-08,60.8626
2020-04-09,60.8626
2020-04-10,60.8626
2020-04-11,60.8626
2020-04-12,60.8626
2020-04-13,60.8626
2020-04-14,60.8626
2020-04-15,60.8626
2020-04-16,60.8626
2020-04-17,60.8626
2020-04-18,60.8626
2020-04-19,60.8626
2020-04-20,60.8626
2020-04-21,60.8626
2020-04-22,60.8626
2020-04-23,60.8626
2020-04-24,60.8626
2020-04-25,60.8626
2020-04-26,60.8626
2020-04-27,60.8626
2020-04-28,60.8626
2020-04-29,60.8626
2020-04-30,60.8626
2020-05-01,60.8626
2020-05-02,60.8626
2020-05-03,60.8626
2020-05-04,60.8626
2020-05-05,60.8626
2020-05-06,60.8626
2020-05-07,60.8626
2020-05-08,60.8626
2020-05-09,60.8626
2020-05-10,60.8626
2020-05-11,60.8626
2020-05-12,60.8626
2020-05-13,60.8626
2020-05-14,60.8626
2020-05-15,60.8626
2020-05-16,60.8626
2020-05-17,60.8626
2020-05-18,60.8626
2020-05-19,60.8626
2020-05-20,60.8626
2020-05-21,60.8626
2020-05-22,60.8626
2020-05-23,60.8626
2020-05-24,60.8626
2020-05-25,60.8626
2020-05-26,60.8626
2020-05-27,60.8626
2020-05-28,60.8626
2020-05-29,60.8626
2020-05-30,60.8626
2020-05-31,60.8626
2020-06-01,60.8626
2020-06-02,60.8626
2020-06-03,60.8626
2020-06-04,60.8626
2020-06-05,60.8626
2020-06-06,60.8626
2020-06-07,60.8626
2020-06-08,60.8626
2020-06-09,60.8626
2020-06-10,60.8626
2020-06-11,60.8626
2020-06-12,60.8626
2020-06-13,60.8626
2020-06-14,60.8626
2020-06-15,60.8626
2020-06-16,60.8626
2020-06-17,60.8626
2020-06-18,60.8626
2020-06-19,60.8626
2020-06-20,60.8626
2020-06-21,60.8626
2020-06-22,60.8626
2020-06-23,60.8626
2020-06-24,60.8626
2020-06-25,60.8626
2020-06-26,60.8626
2020-06-27,60.8626
2020-06-28,60.8626
2020-06-29,60.8626
2020-06-30,62.2691
2020-07-01,62.2691
2020-07-02,62.2691
2020-07-03,62.2691
2020-07-04,62.2691
2020-07-05,62.2691
2020-07-06,62.2691
2020-07-07,62.2691
2020-07-08,62.2691
2020-07-09,62.2691
2020-07-10,62.2691
2020-07-11,62.2691
2020-07-12,62.2691
2020-07-13,62.2691
2020-07-14,62.2691
2020-07-15,62.2691
2020-07-16,62.2691
2020-07-17,62.2691
2020-07-18,62.2691
2020-07-19,62.2691
2020-07-20,62.2691
2020-07-21,62.2691
2020-07-22,62.2691
2020-07-23,62.2691
2020-07-24,62.2691
2020-07-25,62.2691
2020-07-26,62.2691
2020-07-27,62.2691
2020-07-28,62.2691
2020-07-29,62.2691
2020-07-30,62.2691
2020-07-31,62.2691
2020-08-01,62.2691
2020-08-02,62.2691
2020-08-03,62.2691
2020-08-04,62.2691
2020-08-05,62.2691
2020-08-06,62.2691
2020-08-07,62.2691
2020-08-08,62.2691
2020-08-09,62.2691
2020-08-10,62.2691
2020-08-11,62.2691
2020-08-12,62.2691
2020-08-13,62.2691
2020-08-14,62.2691
2020-08-15,62.2691
2020-08-16,62.2691
2020-08-17,62.2691
2020-08-18,62.2691
2020-08-19,62.2691
2020-08-20,62.2691
2020-08-21,62.2691
2020-08-22,62.2691
2020-08-23,62.2691
2020-08-24,62.2691
2020-08-25,62.2691
2020-08-26,62.2691
2020-08-27,62.2691
2020-08-28,62.2691
2020-08-29,62.2691
2020-08-30,62.2691
2020-08-31,62.2691
2020-09-01,62.2691
2020-09-02,62.2691
2020-09-03,62.2691
2020-09-04,62.2691
2020-09-05,62.2691
2020-09-06,62.2691
2020-09-07,62.2691
2020-09-08,62.2691
2020-09-09,62.2691
2020-09-10,62.2691
2020-09-11,62.2691
2020-09-12,62.2691
2020-09-13,62.2691
2020-09-14,62.2691
2020-09-15,62.2691
2020-09-16,62.2691
2020-09-17,62.2691
2020-09-18,62.2691
2020-09-19,62.2691
2020-09-20,62.2691
2020-09-21,62.2691
2020-09-22,62.2691
2020-09-23,62.2691
2020-09-24,62.2691
2020-09-25,62.2691
2020-09-26,62.2691
2020-09-27,62.2691
2020-09-28,62.2691
2020-09-29,62.2691
2020-09-30,57.2155
2020-10-01,57.2155
2020-10-02,57.2155
2020-10-03,57.2155
2020-10-04,57.2155
2020-10-05,57.2155
2020-10-06,57.2155
2020-10-07,57.2155
2020-10-08,57.2155
2020-10-09,57.2155
2020-10-10,57.2155
2020-10-11,57.2155
2020-10-12,57.2155
2020-10-13,57.2155
2020-10-14,57.2155
2020-10-15,57.2155
2020-10-16,57.2155
2020-10-17,57.2155
2020-10-18,57.2155
2020-10-19,57.2155
2020-10-20,57.2155
2020-10-21,57.2155
2020-10-22,57.2155
2020-10-23,57.2155
2020-10-24,57.2155
2020-10-25,57.2155
2020-10-26,57.2155
2020-10-27,57.2155
2020-10-28,57.2155
2020-10-29,57.2155
2020-10-30,57.2155
2020-10-31,57.2155
2020-11-01,57.2155
2020-11-02,57.2155
2020-11-03,57.2155
2020-11-04,57.2155
2020-11-05,57.2155
2020-11-06,57.2155
2020-11-07,57.2155
2020-11-08,57.2155
2020-11-09,57.2155
2020-11-10,57.2155
2020-11-11,57.2155
2020-11-12,57.2155
2020-11-13,57.2155
2020-11-14,57.2155
2020-11-15,57.2155
2020-11-16,57.2155
2020-11-17,57.2155
2020-11-18,57.2155
2020-11-19,57.2155
2020-11-20,57.2155
2020-11-21,57.2155
2020-11-22,57.2155
2020-11-23,57.2155
2020-11-24,57.2155
2020-11-25,57.2155
2020-11-26,57.2155
2020-11-27,57.2155
2020-11-28,57.2155
2020-11-29,57.2155
2020-11-30,57.2155
2020-12-01,57.2155
2020-12-02,57.2155
2020-12-03,57.2155
2020-12-04,57.2155
2020-12-05,57.2155
2020-12-06,57.2155
2020-12-07,57.2155
2020-12-08,57.2155
2020-12-09,57.2155
2020-12-10,57.2155
2020-12-11,57.2155
2020-12-12,57.2155
2020-12-13,57.2155
2020-12-14,57.2155
2020-12-15,57.2155
2020-12-16,57.2155
2020-12-17,57.2155
2020-12-18,57.2155
2020-12-19,57.2155
2020-12-20,57.2155
2020-12-21,57.2155
2020-12-22,57.2155
2020-12-23,57.2155
2020-12-24,57.2155
2020-12-25,57.2155
2020-12-26,57.2155
2020-12-27,57.2155
2020-12-28,57.2155
2020-12-29,57.2155
2020-12-30,57.2155
2020-12-31,61.5453
2021-01-01,61.5453
2021-01-02,61.5453
2021-01-03,61.5453
2021-01-04,61.5453
2021-01-05,61.5453
2021-01-06,61.5453
2021-01-07,61.5453
2021-01-08,61.5453
2021-01-09,61.5453
2021-01-10,61.5453
2021-01-11,61.5453
2021-01-12,61.5453
2021-01-13,61.5453
2021-01-14,61.5453
2021-01-15,61.5453
2021-01-16,61.5453
2021-01-17,61.5453
2021-01-18,61.5453
2021-01-19,61.5453
2021-01-20,61.5453
2021-01-21,61.5453
2021-01-22,61.5453
2021-01-23,61.5453
2021-01-24,61.5453
2021-01-25,61.5453
2021-01-26,61.5453
2021-01-27,61.5453
2021-01-28,61.5453
2021-01-29,61.5453
2021-01-30,61.5453
2021-01-31,61.5453
2021-02-01,61.5453
2021-02-02,61.5453
2021-02-03,61.5453
2021-02-04,61.5453
2021-02-05,61.5453
2021-02-06,61.5453
2021-02-07,61.5453
2021-02-08,61.5453
2021-02-09,61.5453
2021-02-10,61.5453
2021-02-11,61.5453
2021-02-12,61.5453
2021-02-13,61.5453
2021-02-14,61.5453
2021-02-15,61.5453
2021-02-16,61.5453
2021-02-17,61.5453
2021-02-18,61.5453
2021-02-19,61.5453
2021-02-20,61.5453
2021-02-21,61.5453
2021-02-22,61.5453
2021-02-23,61.5453
2021-02-24,61.5453
2021-02-25,61.5453
2021-02-26,61.5453
2021-02-27,61.5453
2021-02-28,61.5453
2021-03-01,61.5453
2021-03-02,61.5453
2021-03-03,61.5453
2021-03-04,61.5453
2021-03-05,61.5453
2021-03-06,61.5453
2021-03-07,61.5453
2021-03-08,61.5453
2021-03-09,61.5453
2021-03-10,61.5453
2021-03-11,61.5453
2021-03-12,61.5453
2021-03-13,61.5453
2021-03-14,61.5453
2021-03-15,61.5453
2021-03-16,61.5453
2021-03-17,61.5453
2021-03-18,61.5453
2021-03-19,61.5453
2021-03-20,61.5453
