,PDCO US Equity
,RETURN_COM_EQY
2023-02-17,18.3228
2023-02-18,18.3228
2023-02-19,18.3228
2023-02-20,18.3228
2023-02-21,18.3228
2023-02-22,18.3228
2023-02-23,18.3228
2023-02-24,18.3228
2023-02-25,18.3228
2023-02-26,18.3228
2023-02-27,18.3228
2023-02-28,18.3228
2023-03-01,18.3228
2023-03-02,18.3228
2023-03-03,18.3228
2023-03-04,18.3228
2023-03-05,18.3228
2023-03-06,18.3228
2023-03-07,18.3228
2023-03-08,18.3228
2023-03-09,18.3228
2023-03-10,18.3228
2023-03-11,18.3228
2023-03-12,18.3228
2023-03-13,18.3228
2023-03-14,18.3228
2023-03-15,18.3228
2023-03-16,18.3228
2023-03-17,18.3228
2023-03-18,18.3228
2023-03-19,18.3228
2023-03-20,18.3228
2023-03-21,18.3228
2023-03-22,18.3228
2023-03-23,18.3228
2023-03-24,18.3228
2023-03-25,18.3228
2023-03-26,18.3228
2023-03-27,18.3228
2023-03-28,18.3228
2023-03-29,18.3228
2023-03-30,18.3228
2023-03-31,18.3228
2023-04-01,18.3228
2023-04-02,18.3228
2023-04-03,18.3228
2023-04-04,18.3228
2023-04-05,18.3228
2023-04-06,18.3228
2023-04-07,18.3228
2023-04-08,18.3228
2023-04-09,18.3228
2023-04-10,18.3228
2023-04-11,18.3228
2023-04-12,18.3228
2023-04-13,18.3228
2023-04-14,18.3228
2023-04-15,18.3228
2023-04-16,18.3228
2023-04-17,18.3228
2023-04-18,18.3228
2023-04-19,18.3228
2023-04-20,18.3228
2023-04-21,18.3228
2023-04-22,18.3228
2023-04-23,18.3228
2023-04-24,18.3228
2023-04-25,18.3228
2023-04-26,18.3228
2023-04-27,18.3228
2023-04-28,18.3228
2023-04-29,19.2253
2023-04-30,19.2253
2023-05-01,19.2253
2023-05-02,19.2253
2023-05-03,19.2253
2023-05-04,19.2253
2023-05-05,19.2253
2023-05-06,19.2253
2023-05-07,19.2253
2023-05-08,19.2253
2023-05-09,19.2253
2023-05-10,19.2253
2023-05-11,19.2253
2023-05-12,19.2253
2023-05-13,19.2253
2023-05-14,19.2253
2023-05-15,19.2253
2023-05-16,19.2253
2023-05-17,19.2253
2023-05-18,19.2253
2023-05-19,19.2253
2023-05-20,19.2253
2023-05-21,19.2253
2023-05-22,19.2253
2023-05-23,19.2253
2023-05-24,19.2253
2023-05-25,19.2253
2023-05-26,19.2253
2023-05-27,19.2253
2023-05-28,19.2253
2023-05-29,19.2253
2023-05-30,19.2253
2023-05-31,19.2253
2023-06-01,19.2253
2023-06-02,19.2253
2023-06-03,19.2253
2023-06-04,19.2253
2023-06-05,19.2253
2023-06-06,19.2253
2023-06-07,19.2253
2023-06-08,19.2253
2023-06-09,19.2253
2023-06-10,19.2253
2023-06-11,19.2253
2023-06-12,19.2253
2023-06-13,19.2253
2023-06-14,19.2253
2023-06-15,19.2253
2023-06-16,19.2253
2023-06-17,19.2253
2023-06-18,19.2253
2023-06-19,19.2253
2023-06-20,19.2253
2023-06-21,19.2253
2023-06-22,19.2253
2023-06-23,19.2253
2023-06-24,19.2253
2023-06-25,19.2253
2023-06-26,19.2253
2023-06-27,19.2253
2023-06-28,19.2253
2023-06-29,19.2253
2023-06-30,19.2253
2023-07-01,19.2253
2023-07-02,19.2253
2023-07-03,19.2253
2023-07-04,19.2253
2023-07-05,19.2253
2023-07-06,19.2253
2023-07-07,19.2253
2023-07-08,19.2253
2023-07-09,19.2253
2023-07-10,19.2253
2023-07-11,19.2253
2023-07-12,19.2253
2023-07-13,19.2253
2023-07-14,19.2253
2023-07-15,19.2253
2023-07-16,19.2253
2023-07-17,19.2253
2023-07-18,19.2253
2023-07-19,19.2253
2023-07-20,19.2253
2023-07-21,19.2253
2023-07-22,19.2253
2023-07-23,19.2253
2023-07-24,19.2253
2023-07-25,19.2253
2023-07-26,19.2253
2023-07-27,19.2253
2023-07-28,19.2253
2023-07-29,20.0541
2023-07-30,20.0541
2023-07-31,20.0541
2023-08-01,20.0541
2023-08-02,20.0541
2023-08-03,20.0541
2023-08-04,20.0541
2023-08-05,20.0541
2023-08-06,20.0541
2023-08-07,20.0541
2023-08-08,20.0541
2023-08-09,20.0541
2023-08-10,20.0541
2023-08-11,20.0541
2023-08-12,20.0541
2023-08-13,20.0541
2023-08-14,20.0541
2023-08-15,20.0541
2023-08-16,20.0541
2023-08-17,20.0541
2023-08-18,20.0541
2023-08-19,20.0541
2023-08-20,20.0541
2023-08-21,20.0541
2023-08-22,20.0541
2023-08-23,20.0541
2023-08-24,20.0541
2023-08-25,20.0541
2023-08-26,20.0541
2023-08-27,20.0541
2023-08-28,20.0541
2023-08-29,20.0541
2023-08-30,20.0541
2023-08-31,20.0541
2023-09-01,20.0541
2023-09-02,20.0541
2023-09-03,20.0541
2023-09-04,20.0541
2023-09-05,20.0541
2023-09-06,20.0541
2023-09-07,20.0541
2023-09-08,20.0541
2023-09-09,20.0541
2023-09-10,20.0541
2023-09-11,20.0541
2023-09-12,20.0541
2023-09-13,20.0541
2023-09-14,20.0541
2023-09-15,20.0541
2023-09-16,20.0541
2023-09-17,20.0541
2023-09-18,20.0541
2023-09-19,20.0541
2023-09-20,20.0541
2023-09-21,20.0541
2023-09-22,20.0541
2023-09-23,20.0541
2023-09-24,20.0541
2023-09-25,20.0541
2023-09-26,20.0541
2023-09-27,20.0541
2023-09-28,20.0541
2023-09-29,20.0541
2023-09-30,20.0541
2023-10-01,20.0541
2023-10-02,20.0541
2023-10-03,20.0541
2023-10-04,20.0541
2023-10-05,20.0541
2023-10-06,20.0541
2023-10-07,20.0541
2023-10-08,20.0541
2023-10-09,20.0541
2023-10-10,20.0541
2023-10-11,20.0541
2023-10-12,20.0541
2023-10-13,20.0541
2023-10-14,20.0541
2023-10-15,20.0541
2023-10-16,20.0541
2023-10-17,20.0541
2023-10-18,20.0541
2023-10-19,20.0541
2023-10-20,20.0541
2023-10-21,20.0541
2023-10-22,20.0541
2023-10-23,20.0541
2023-10-24,20.0541
2023-10-25,20.0541
2023-10-26,20.0541
2023-10-27,20.0541
2023-10-28,19.0995
2023-10-29,19.0995
2023-10-30,19.0995
2023-10-31,19.0995
2023-11-01,19.0995
2023-11-02,19.0995
2023-11-03,19.0995
2023-11-04,19.0995
2023-11-05,19.0995
2023-11-06,19.0995
2023-11-07,19.0995
2023-11-08,19.0995
2023-11-09,19.0995
2023-11-10,19.0995
2023-11-11,19.0995
2023-11-12,19.0995
2023-11-13,19.0995
2023-11-14,19.0995
2023-11-15,19.0995
2023-11-16,19.0995
2023-11-17,19.0995
2023-11-18,19.0995
2023-11-19,19.0995
2023-11-20,19.0995
2023-11-21,19.0995
2023-11-22,19.0995
2023-11-23,19.0995
2023-11-24,19.0995
2023-11-25,19.0995
2023-11-26,19.0995
2023-11-27,19.0995
2023-11-28,19.0995
2023-11-29,19.0995
2023-11-30,19.0995
2023-12-01,19.0995
2023-12-02,19.0995
2023-12-03,19.0995
2023-12-04,19.0995
2023-12-05,19.0995
2023-12-06,19.0995
2023-12-07,19.0995
2023-12-08,19.0995
2023-12-09,19.0995
2023-12-10,19.0995
2023-12-11,19.0995
2023-12-12,19.0995
2023-12-13,19.0995
2023-12-14,19.0995
2023-12-15,19.0995
2023-12-16,19.0995
2023-12-17,19.0995
2023-12-18,19.0995
2023-12-19,19.0995
2023-12-20,19.0995
2023-12-21,19.0995
2023-12-22,19.0995
2023-12-23,19.0995
2023-12-24,19.0995
2023-12-25,19.0995
2023-12-26,19.0995
2023-12-27,19.0995
2023-12-28,19.0995
2023-12-29,19.0995
2023-12-30,19.0995
2023-12-31,19.0995
2024-01-01,19.0995
2024-01-02,19.0995
2024-01-03,19.0995
2024-01-04,19.0995
2024-01-05,19.0995
2024-01-06,19.0995
2024-01-07,19.0995
2024-01-08,19.0995
2024-01-09,19.0995
2024-01-10,19.0995
2024-01-11,19.0995
2024-01-12,19.0995
2024-01-13,19.0995
2024-01-14,19.0995
2024-01-15,19.0995
2024-01-16,19.0995
2024-01-17,19.0995
2024-01-18,19.0995
2024-01-19,19.0995
2024-01-20,19.0995
2024-01-21,19.0995
2024-01-22,19.0995
2024-01-23,19.0995
2024-01-24,19.0995
2024-01-25,19.0995
2024-01-26,19.0995
2024-01-27,18.7053
2024-01-28,18.7053
2024-01-29,18.7053
2024-01-30,18.7053
2024-01-31,18.7053
2024-02-01,18.7053
2024-02-02,18.7053
2024-02-03,18.7053
2024-02-04,18.7053
2024-02-05,18.7053
2024-02-06,18.7053
2024-02-07,18.7053
2024-02-08,18.7053
2024-02-09,18.7053
2024-02-10,18.7053
2024-02-11,18.7053
2024-02-12,18.7053
2024-02-13,18.7053
2024-02-14,18.7053
2024-02-15,18.7053
2024-02-16,18.7053
2024-02-17,18.7053
2024-02-18,18.7053
2024-02-19,18.7053
2024-02-20,18.7053
2024-02-21,18.7053
2024-02-22,18.7053
2024-02-23,18.7053
2024-02-24,18.7053
2024-02-25,18.7053
2024-02-26,18.7053
2024-02-27,18.7053
2024-02-28,18.7053
2024-02-29,18.7053
2024-03-01,18.7053
2024-03-02,18.7053
2024-03-03,18.7053
2024-03-04,18.7053
2024-03-05,18.7053
2024-03-06,18.7053
2024-03-07,18.7053
2024-03-08,18.7053
2024-03-09,18.7053
2024-03-10,18.7053
2024-03-11,18.7053
2024-03-12,18.7053
2024-03-13,18.7053
2024-03-14,18.7053
2024-03-15,18.7053
2024-03-16,18.7053
2024-03-17,18.7053
2024-03-18,18.7053
2024-03-19,18.7053
2024-03-20,18.7053
2024-03-21,18.7053
2024-03-22,18.7053
2024-03-23,18.7053
2024-03-24,18.7053
2024-03-25,18.7053
2024-03-26,18.7053
2024-03-27,18.7053
2024-03-28,18.7053
2024-03-29,18.7053
2024-03-30,18.7053
2024-03-31,18.7053
2024-04-01,18.7053
2024-04-02,18.7053
2024-04-03,18.7053
2024-04-04,18.7053
2024-04-05,18.7053
2024-04-06,18.7053
2024-04-07,18.7053
2024-04-08,18.7053
