,CAKE US Equity
2020-12-23,-44.6513
2020-12-24,-44.6513
2020-12-25,-44.6513
2020-12-26,-44.6513
2020-12-27,-44.6513
2020-12-28,-44.6513
2020-12-29,-64.4109
2020-12-30,-64.4109
2020-12-31,-64.4109
2021-01-01,-64.4109
2021-01-02,-64.4109
2021-01-03,-64.4109
2021-01-04,-64.4109
2021-01-05,-64.4109
2021-01-06,-64.4109
2021-01-07,-64.4109
2021-01-08,-64.4109
2021-01-09,-64.4109
2021-01-10,-64.4109
2021-01-11,-64.4109
2021-01-12,-64.4109
2021-01-13,-64.4109
2021-01-14,-64.4109
2021-01-15,-64.4109
2021-01-16,-64.4109
2021-01-17,-64.4109
2021-01-18,-64.4109
2021-01-19,-64.4109
2021-01-20,-64.4109
2021-01-21,-64.4109
2021-01-22,-64.4109
2021-01-23,-64.4109
2021-01-24,-64.4109
2021-01-25,-64.4109
2021-01-26,-64.4109
2021-01-27,-64.4109
2021-01-28,-64.4109
2021-01-29,-64.4109
2021-01-30,-64.4109
2021-01-31,-64.4109
2021-02-01,-64.4109
2021-02-02,-64.4109
2021-02-03,-64.4109
2021-02-04,-64.4109
2021-02-05,-64.4109
2021-02-06,-64.4109
2021-02-07,-64.4109
2021-02-08,-64.4109
2021-02-09,-64.4109
2021-02-10,-64.4109
2021-02-11,-64.4109
2021-02-12,-64.4109
2021-02-13,-64.4109
2021-02-14,-64.4109
2021-02-15,-64.4109
2021-02-16,-64.4109
2021-02-17,-64.4109
2021-02-18,-64.4109
2021-02-19,-64.4109
2021-02-20,-64.4109
2021-02-21,-64.4109
2021-02-22,-64.4109
2021-02-23,-64.4109
2021-02-24,-64.4109
2021-02-25,-64.4109
2021-02-26,-64.4109
2021-02-27,-64.4109
2021-02-28,-64.4109
2021-03-01,-64.4109
2021-03-02,-64.4109
2021-03-03,-64.4109
2021-03-04,-64.4109
2021-03-05,-64.4109
2021-03-06,-64.4109
2021-03-07,-64.4109
2021-03-08,-64.4109
2021-03-09,-64.4109
2021-03-10,-64.4109
2021-03-11,-64.4109
2021-03-12,-64.4109
2021-03-13,-64.4109
2021-03-14,-64.4109
2021-03-15,-64.4109
2021-03-16,-64.4109
2021-03-17,-64.4109
2021-03-18,-64.4109
2021-03-19,-64.4109
2021-03-20,-64.4109
2021-03-21,-64.4109
2021-03-22,-64.4109
2021-03-23,-64.4109
2021-03-24,-64.4109
2021-03-25,-64.4109
2021-03-26,-64.4109
2021-03-27,-64.4109
2021-03-28,-64.4109
2021-03-29,-64.4109
2021-03-30,-38.6537
2021-03-31,-38.6537
2021-04-01,-38.6537
2021-04-02,-38.6537
2021-04-03,-38.6537
2021-04-04,-38.6537
2021-04-05,-38.6537
2021-04-06,-38.6537
2021-04-07,-38.6537
2021-04-08,-38.6537
2021-04-09,-38.6537
2021-04-10,-38.6537
2021-04-11,-38.6537
2021-04-12,-38.6537
2021-04-13,-38.6537
2021-04-14,-38.6537
2021-04-15,-38.6537
2021-04-16,-38.6537
2021-04-17,-38.6537
2021-04-18,-38.6537
2021-04-19,-38.6537
2021-04-20,-38.6537
2021-04-21,-38.6537
2021-04-22,-38.6537
2021-04-23,-38.6537
2021-04-24,-38.6537
2021-04-25,-38.6537
2021-04-26,-38.6537
2021-04-27,-38.6537
2021-04-28,-38.6537
2021-04-29,-38.6537
2021-04-30,-38.6537
2021-05-01,-38.6537
2021-05-02,-38.6537
2021-05-03,-38.6537
2021-05-04,-38.6537
2021-05-05,-38.6537
2021-05-06,-38.6537
2021-05-07,-38.6537
2021-05-08,-38.6537
2021-05-09,-38.6537
2021-05-10,-38.6537
2021-05-11,-38.6537
2021-05-12,-38.6537
2021-05-13,-38.6537
2021-05-14,-38.6537
2021-05-15,-38.6537
2021-05-16,-38.6537
2021-05-17,-38.6537
2021-05-18,-38.6537
2021-05-19,-38.6537
2021-05-20,-38.6537
2021-05-21,-38.6537
2021-05-22,-38.6537
2021-05-23,-38.6537
2021-05-24,-38.6537
2021-05-25,-38.6537
2021-05-26,-38.6537
2021-05-27,-38.6537
2021-05-28,-38.6537
2021-05-29,-38.6537
2021-05-30,-38.6537
2021-05-31,-38.6537
2021-06-01,-38.6537
2021-06-02,-38.6537
2021-06-03,-38.6537
2021-06-04,-38.6537
2021-06-05,-38.6537
2021-06-06,-38.6537
2021-06-07,-38.6537
2021-06-08,-38.6537
2021-06-09,-38.6537
2021-06-10,-38.6537
2021-06-11,-38.6537
2021-06-12,-38.6537
2021-06-13,-38.6537
2021-06-14,-38.6537
2021-06-15,-38.6537
2021-06-16,-38.6537
2021-06-17,-38.6537
2021-06-18,-38.6537
2021-06-19,-38.6537
2021-06-20,-38.6537
2021-06-21,-38.6537
2021-06-22,-38.6537
2021-06-23,-38.6537
2021-06-24,-38.6537
2021-06-25,-38.6537
2021-06-26,-38.6537
2021-06-27,-38.6537
2021-06-28,-38.6537
2021-06-29,-17.15
2021-06-30,-17.15
2021-07-01,-17.15
2021-07-02,-17.15
2021-07-03,-17.15
2021-07-04,-17.15
2021-07-05,-17.15
2021-07-06,-17.15
2021-07-07,-17.15
2021-07-08,-17.15
2021-07-09,-17.15
2021-07-10,-17.15
2021-07-11,-17.15
2021-07-12,-17.15
2021-07-13,-17.15
2021-07-14,-17.15
2021-07-15,-17.15
2021-07-16,-17.15
2021-07-17,-17.15
2021-07-18,-17.15
2021-07-19,-17.15
2021-07-20,-17.15
2021-07-21,-17.15
2021-07-22,-17.15
2021-07-23,-17.15
2021-07-24,-17.15
2021-07-25,-17.15
2021-07-26,-17.15
2021-07-27,-17.15
2021-07-28,-17.15
2021-07-29,-17.15
2021-07-30,-17.15
2021-07-31,-17.15
2021-08-01,-17.15
2021-08-02,-17.15
2021-08-03,-17.15
2021-08-04,-17.15
2021-08-05,-17.15
2021-08-06,-17.15
2021-08-07,-17.15
2021-08-08,-17.15
2021-08-09,-17.15
2021-08-10,-17.15
2021-08-11,-17.15
2021-08-12,-17.15
2021-08-13,-17.15
2021-08-14,-17.15
2021-08-15,-17.15
2021-08-16,-17.15
2021-08-17,-17.15
2021-08-18,-17.15
2021-08-19,-17.15
2021-08-20,-17.15
2021-08-21,-17.15
2021-08-22,-17.15
2021-08-23,-17.15
2021-08-24,-17.15
2021-08-25,-17.15
2021-08-26,-17.15
2021-08-27,-17.15
2021-08-28,-17.15
2021-08-29,-17.15
2021-08-30,-17.15
2021-08-31,-17.15
2021-09-01,-17.15
2021-09-02,-17.15
2021-09-03,-17.15
2021-09-04,-17.15
2021-09-05,-17.15
2021-09-06,-17.15
2021-09-07,-17.15
2021-09-08,-17.15
2021-09-09,-17.15
2021-09-10,-17.15
2021-09-11,-17.15
2021-09-12,-17.15
2021-09-13,-17.15
2021-09-14,-17.15
2021-09-15,-17.15
2021-09-16,-17.15
2021-09-17,-17.15
2021-09-18,-17.15
2021-09-19,-17.15
2021-09-20,-17.15
2021-09-21,-17.15
2021-09-22,-17.15
2021-09-23,-17.15
2021-09-24,-17.15
2021-09-25,-17.15
2021-09-26,-17.15
2021-09-27,-17.15
2021-09-28,3.5022
2021-09-29,3.5022
2021-09-30,3.5022
2021-10-01,3.5022
2021-10-02,3.5022
2021-10-03,3.5022
2021-10-04,3.5022
2021-10-05,3.5022
2021-10-06,3.5022
2021-10-07,3.5022
2021-10-08,3.5022
2021-10-09,3.5022
2021-10-10,3.5022
2021-10-11,3.5022
2021-10-12,3.5022
2021-10-13,3.5022
2021-10-14,3.5022
2021-10-15,3.5022
2021-10-16,3.5022
2021-10-17,3.5022
2021-10-18,3.5022
2021-10-19,3.5022
2021-10-20,3.5022
2021-10-21,3.5022
2021-10-22,3.5022
2021-10-23,3.5022
2021-10-24,3.5022
2021-10-25,3.5022
2021-10-26,3.5022
2021-10-27,3.5022
2021-10-28,3.5022
2021-10-29,3.5022
2021-10-30,3.5022
2021-10-31,3.5022
2021-11-01,3.5022
2021-11-02,3.5022
2021-11-03,3.5022
2021-11-04,3.5022
2021-11-05,3.5022
2021-11-06,3.5022
2021-11-07,3.5022
2021-11-08,3.5022
2021-11-09,3.5022
2021-11-10,3.5022
2021-11-11,3.5022
2021-11-12,3.5022
2021-11-13,3.5022
2021-11-14,3.5022
2021-11-15,3.5022
2021-11-16,3.5022
2021-11-17,3.5022
2021-11-18,3.5022
2021-11-19,3.5022
2021-11-20,3.5022
2021-11-21,3.5022
2021-11-22,3.5022
2021-11-23,3.5022
2021-11-24,3.5022
2021-11-25,3.5022
2021-11-26,3.5022
2021-11-27,3.5022
2021-11-28,3.5022
2021-11-29,3.5022
2021-11-30,3.5022
2021-12-01,3.5022
2021-12-02,3.5022
2021-12-03,3.5022
2021-12-04,3.5022
2021-12-05,3.5022
2021-12-06,3.5022
2021-12-07,3.5022
2021-12-08,3.5022
2021-12-09,3.5022
2021-12-10,3.5022
2021-12-11,3.5022
2021-12-12,3.5022
2021-12-13,3.5022
2021-12-14,3.5022
2021-12-15,3.5022
2021-12-16,3.5022
2021-12-17,3.5022
2021-12-18,3.5022
2021-12-19,3.5022
2021-12-20,3.5022
2021-12-21,3.5022
2021-12-22,3.5022
2021-12-23,3.5022
2021-12-24,3.5022
2021-12-25,3.5022
2021-12-26,3.5022
2021-12-27,3.5022
2021-12-28,16.3724
2021-12-29,16.3724
2021-12-30,16.3724
2021-12-31,16.3724
2022-01-01,16.3724
2022-01-02,16.3724
2022-01-03,16.3724
2022-01-04,16.3724
2022-01-05,16.3724
2022-01-06,16.3724
2022-01-07,16.3724
2022-01-08,16.3724
2022-01-09,16.3724
2022-01-10,16.3724
2022-01-11,16.3724
2022-01-12,16.3724
2022-01-13,16.3724
2022-01-14,16.3724
2022-01-15,16.3724
2022-01-16,16.3724
2022-01-17,16.3724
2022-01-18,16.3724
2022-01-19,16.3724
2022-01-20,16.3724
2022-01-21,16.3724
2022-01-22,16.3724
2022-01-23,16.3724
2022-01-24,16.3724
2022-01-25,16.3724
2022-01-26,16.3724
2022-01-27,16.3724
2022-01-28,16.3724
2022-01-29,16.3724
2022-01-30,16.3724
2022-01-31,16.3724
2022-02-01,16.3724
2022-02-02,16.3724
2022-02-03,16.3724
2022-02-04,16.3724
2022-02-05,16.3724
2022-02-06,16.3724
2022-02-07,16.3724
2022-02-08,16.3724
2022-02-09,16.3724
2022-02-10,16.3724
2022-02-11,16.3724
2022-02-12,16.3724
2022-02-13,16.3724
2022-02-14,16.3724
2022-02-15,16.3724
2022-02-16,16.3724
2022-02-17,16.3724
2022-02-18,16.3724
2022-02-19,16.3724
2022-02-20,16.3724
2022-02-21,16.3724
2022-02-22,16.3724
2022-02-23,16.3724
2022-02-24,16.3724
2022-02-25,16.3724
2022-02-26,16.3724
2022-02-27,16.3724
2022-02-28,16.3724
2022-03-01,16.3724
2022-03-02,16.3724
2022-03-03,16.3724
2022-03-04,16.3724
2022-03-05,16.3724
2022-03-06,16.3724
2022-03-07,16.3724
2022-03-08,16.3724
2022-03-09,16.3724
2022-03-10,16.3724
2022-03-11,16.3724
2022-03-12,16.3724
2022-03-13,16.3724
2022-03-14,16.3724
2022-03-15,16.3724
2022-03-16,16.3724
2022-03-17,16.3724
2022-03-18,16.3724
2022-03-19,16.3724
2022-03-20,16.3724
2022-03-21,16.3724
2022-03-22,16.3724
2022-03-23,16.3724
2022-03-24,16.3724
2022-03-25,16.3724
2022-03-26,16.3724
2022-03-27,16.3724
2022-03-28,16.3724
2022-03-29,22.3345
2022-03-30,22.3345
2022-03-31,22.3345
2022-04-01,22.3345
2022-04-02,22.3345
2022-04-03,22.3345
2022-04-04,22.3345
2022-04-05,22.3345
2022-04-06,22.3345
2022-04-07,22.3345
2022-04-08,22.3345
2022-04-09,22.3345
2022-04-10,22.3345
2022-04-11,22.3345
2022-04-12,22.3345
2022-04-13,22.3345
2022-04-14,22.3345
2022-04-15,22.3345
2022-04-16,22.3345
2022-04-17,22.3345
2022-04-18,22.3345
2022-04-19,22.3345
2022-04-20,22.3345
2022-04-21,22.3345
2022-04-22,22.3345
2022-04-23,22.3345
2022-04-24,22.3345
2022-04-25,22.3345
2022-04-26,22.3345
2022-04-27,22.3345
2022-04-28,22.3345
2022-04-29,22.3345
2022-04-30,22.3345
2022-05-01,22.3345
2022-05-02,22.3345
2022-05-03,22.3345
2022-05-04,22.3345
2022-05-05,22.3345
2022-05-06,22.3345
2022-05-07,22.3345
2022-05-08,22.3345
2022-05-09,22.3345
2022-05-10,22.3345
2022-05-11,22.3345
2022-05-12,22.3345
2022-05-13,22.3345
2022-05-14,22.3345
2022-05-15,22.3345
2022-05-16,22.3345
2022-05-17,22.3345
2022-05-18,22.3345
2022-05-19,22.3345
2022-05-20,22.3345
2022-05-21,22.3345
2022-05-22,22.3345
2022-05-23,22.3345
2022-05-24,22.3345
2022-05-25,22.3345
2022-05-26,22.3345
2022-05-27,22.3345
2022-05-28,22.3345
2022-05-29,22.3345
2022-05-30,22.3345
2022-05-31,22.3345
2022-06-01,22.3345
2022-06-02,22.3345
2022-06-03,22.3345
2022-06-04,22.3345
2022-06-05,22.3345
2022-06-06,22.3345
2022-06-07,22.3345
2022-06-08,22.3345
2022-06-09,22.3345
2022-06-10,22.3345
2022-06-11,22.3345
2022-06-12,22.3345
2022-06-13,22.3345
2022-06-14,22.3345
2022-06-15,22.3345
2022-06-16,22.3345
2022-06-17,22.3345
2022-06-18,22.3345
2022-06-19,22.3345
2022-06-20,22.3345
2022-06-21,22.3345
2022-06-22,22.3345
2022-06-23,22.3345
2022-06-24,22.3345
2022-06-25,22.3345
2022-06-26,22.3345
2022-06-27,22.3345
2022-06-28,25.8734
2022-06-29,25.8734
2022-06-30,25.8734
2022-07-01,25.8734
2022-07-02,25.8734
2022-07-03,25.8734
2022-07-04,25.8734
2022-07-05,25.8734
2022-07-06,25.8734
2022-07-07,25.8734
2022-07-08,25.8734
2022-07-09,25.8734
2022-07-10,25.8734
2022-07-11,25.8734
2022-07-12,25.8734
2022-07-13,25.8734
2022-07-14,25.8734
2022-07-15,25.8734
2022-07-16,25.8734
2022-07-17,25.8734
2022-07-18,25.8734
2022-07-19,25.8734
2022-07-20,25.8734
2022-07-21,25.8734
2022-07-22,25.8734
2022-07-23,25.8734
2022-07-24,25.8734
2022-07-25,25.8734
2022-07-26,25.8734
2022-07-27,25.8734
2022-07-28,25.8734
2022-07-29,25.8734
2022-07-30,25.8734
2022-07-31,25.8734
2022-08-01,25.8734
2022-08-02,25.8734
2022-08-03,25.8734
2022-08-04,25.8734
2022-08-05,25.8734
2022-08-06,25.8734
2022-08-07,25.8734
2022-08-08,25.8734
2022-08-09,25.8734
2022-08-10,25.8734
2022-08-11,25.8734
2022-08-12,25.8734
2022-08-13,25.8734
2022-08-14,25.8734
2022-08-15,25.8734
2022-08-16,25.8734
2022-08-17,25.8734
2022-08-18,25.8734
2022-08-19,25.8734
2022-08-20,25.8734
2022-08-21,25.8734
2022-08-22,25.8734
2022-08-23,25.8734
2022-08-24,25.8734
2022-08-25,25.8734
2022-08-26,25.8734
2022-08-27,25.8734
2022-08-28,25.8734
2022-08-29,25.8734
2022-08-30,25.8734
2022-08-31,25.8734
2022-09-01,25.8734
2022-09-02,25.8734
2022-09-03,25.8734
2022-09-04,25.8734
2022-09-05,25.8734
2022-09-06,25.8734
2022-09-07,25.8734
2022-09-08,25.8734
2022-09-09,25.8734
2022-09-10,25.8734
2022-09-11,25.8734
2022-09-12,25.8734
2022-09-13,25.8734
2022-09-14,25.8734
2022-09-15,25.8734
2022-09-16,25.8734
2022-09-17,25.8734
2022-09-18,25.8734
2022-09-19,25.8734
2022-09-20,25.8734
2022-09-21,25.8734
2022-09-22,25.8734
2022-09-23,25.8734
2022-09-24,25.8734
2022-09-25,25.8734
2022-09-26,25.8734
2022-09-27,15.0381
2022-09-28,15.0381
2022-09-29,15.0381
2022-09-30,15.0381
2022-10-01,15.0381
2022-10-02,15.0381
2022-10-03,15.0381
2022-10-04,15.0381
2022-10-05,15.0381
2022-10-06,15.0381
2022-10-07,15.0381
2022-10-08,15.0381
2022-10-09,15.0381
2022-10-10,15.0381
2022-10-11,15.0381
2022-10-12,15.0381
2022-10-13,15.0381
2022-10-14,15.0381
2022-10-15,15.0381
2022-10-16,15.0381
2022-10-17,15.0381
2022-10-18,15.0381
2022-10-19,15.0381
2022-10-20,15.0381
2022-10-21,15.0381
2022-10-22,15.0381
2022-10-23,15.0381
2022-10-24,15.0381
2022-10-25,15.0381
2022-10-26,15.0381
2022-10-27,15.0381
2022-10-28,15.0381
2022-10-29,15.0381
2022-10-30,15.0381
2022-10-31,15.0381
2022-11-01,15.0381
2022-11-02,15.0381
2022-11-03,15.0381
2022-11-04,15.0381
2022-11-05,15.0381
2022-11-06,15.0381
2022-11-07,15.0381
2022-11-08,15.0381
2022-11-09,15.0381
2022-11-10,15.0381
2022-11-11,15.0381
2022-11-12,15.0381
2022-11-13,15.0381
2022-11-14,15.0381
2022-11-15,15.0381
2022-11-16,15.0381
2022-11-17,15.0381
2022-11-18,15.0381
2022-11-19,15.0381
2022-11-20,15.0381
2022-11-21,15.0381
2022-11-22,15.0381
2022-11-23,15.0381
2022-11-24,15.0381
2022-11-25,15.0381
2022-11-26,15.0381
2022-11-27,15.0381
2022-11-28,15.0381
2022-11-29,15.0381
2022-11-30,15.0381
2022-12-01,15.0381
2022-12-02,15.0381
2022-12-03,15.0381
2022-12-04,15.0381
2022-12-05,15.0381
2022-12-06,15.0381
2022-12-07,15.0381
2022-12-08,15.0381
2022-12-09,15.0381
2022-12-10,15.0381
2022-12-11,15.0381
2022-12-12,15.0381
2022-12-13,15.0381
2022-12-14,15.0381
2022-12-15,15.0381
2022-12-16,15.0381
2022-12-17,15.0381
2022-12-18,15.0381
2022-12-19,15.0381
2022-12-20,15.0381
2022-12-21,15.0381
2022-12-22,15.0381
2022-12-23,15.0381
2022-12-24,15.0381
2022-12-25,15.0381
2022-12-26,15.0381
2022-12-27,15.0381
2022-12-28,15.0381
2022-12-29,15.0381
2022-12-30,15.0381
2022-12-31,15.0381
2023-01-01,15.0381
2023-01-02,15.0381
2023-01-03,13.8621
2023-01-04,13.8621
2023-01-05,13.8621
2023-01-06,13.8621
2023-01-07,13.8621
2023-01-08,13.8621
2023-01-09,13.8621
2023-01-10,13.8621
2023-01-11,13.8621
2023-01-12,13.8621
2023-01-13,13.8621
2023-01-14,13.8621
2023-01-15,13.8621
2023-01-16,13.8621
2023-01-17,13.8621
2023-01-18,13.8621
2023-01-19,13.8621
2023-01-20,13.8621
2023-01-21,13.8621
2023-01-22,13.8621
2023-01-23,13.8621
2023-01-24,13.8621
2023-01-25,13.8621
2023-01-26,13.8621
2023-01-27,13.8621
2023-01-28,13.8621
2023-01-29,13.8621
2023-01-30,13.8621
