,PRI US Equity
,RETURN_COM_EQY
2020-01-01,23.4261
2020-01-02,23.4261
2020-01-03,23.4261
2020-01-04,23.4261
2020-01-05,23.4261
2020-01-06,23.4261
2020-01-07,23.4261
2020-01-08,23.4261
2020-01-09,23.4261
2020-01-10,23.4261
2020-01-11,23.4261
2020-01-12,23.4261
2020-01-13,23.4261
2020-01-14,23.4261
2020-01-15,23.4261
2020-01-16,23.4261
2020-01-17,23.4261
2020-01-18,23.4261
2020-01-19,23.4261
2020-01-20,23.4261
2020-01-21,23.4261
2020-01-22,23.4261
2020-01-23,23.4261
2020-01-24,23.4261
2020-01-25,23.4261
2020-01-26,23.4261
2020-01-27,23.4261
2020-01-28,23.4261
2020-01-29,23.4261
2020-01-30,23.4261
2020-01-31,23.4261
2020-02-01,23.4261
2020-02-02,23.4261
2020-02-03,23.4261
2020-02-04,23.4261
2020-02-05,23.4261
2020-02-06,23.4261
2020-02-07,23.4261
2020-02-08,23.4261
2020-02-09,23.4261
2020-02-10,23.4261
2020-02-11,23.4261
2020-02-12,23.4261
2020-02-13,23.4261
2020-02-14,23.4261
2020-02-15,23.4261
2020-02-16,23.4261
2020-02-17,23.4261
2020-02-18,23.4261
2020-02-19,23.4261
2020-02-20,23.4261
2020-02-21,23.4261
2020-02-22,23.4261
2020-02-23,23.4261
2020-02-24,23.4261
2020-02-25,23.4261
2020-02-26,23.4261
2020-02-27,23.4261
2020-02-28,23.4261
2020-02-29,23.4261
2020-03-01,23.4261
2020-03-02,23.4261
2020-03-03,23.4261
2020-03-04,23.4261
2020-03-05,23.4261
2020-03-06,23.4261
2020-03-07,23.4261
2020-03-08,23.4261
2020-03-09,23.4261
2020-03-10,23.4261
2020-03-11,23.4261
2020-03-12,23.4261
2020-03-13,23.4261
2020-03-14,23.4261
2020-03-15,23.4261
2020-03-16,23.4261
2020-03-17,23.4261
2020-03-18,23.4261
2020-03-19,23.4261
2020-03-20,23.4261
2020-03-21,23.4261
2020-03-22,23.4261
2020-03-23,23.4261
2020-03-24,23.4261
2020-03-25,23.4261
2020-03-26,23.4261
2020-03-27,23.4261
2020-03-28,23.4261
2020-03-29,23.4261
2020-03-30,23.4261
2020-03-31,23.473
2020-04-01,23.473
2020-04-02,23.473
2020-04-03,23.473
2020-04-04,23.473
2020-04-05,23.473
2020-04-06,23.473
2020-04-07,23.473
2020-04-08,23.473
2020-04-09,23.473
2020-04-10,23.473
2020-04-11,23.473
2020-04-12,23.473
2020-04-13,23.473
2020-04-14,23.473
2020-04-15,23.473
2020-04-16,23.473
2020-04-17,23.473
2020-04-18,23.473
2020-04-19,23.473
2020-04-20,23.473
2020-04-21,23.473
2020-04-22,23.473
2020-04-23,23.473
2020-04-24,23.473
2020-04-25,23.473
2020-04-26,23.473
2020-04-27,23.473
2020-04-28,23.473
2020-04-29,23.473
2020-04-30,23.473
2020-05-01,23.473
2020-05-02,23.473
2020-05-03,23.473
2020-05-04,23.473
2020-05-05,23.473
2020-05-06,23.473
2020-05-07,23.473
2020-05-08,23.473
2020-05-09,23.473
2020-05-10,23.473
2020-05-11,23.473
2020-05-12,23.473
2020-05-13,23.473
2020-05-14,23.473
2020-05-15,23.473
2020-05-16,23.473
2020-05-17,23.473
2020-05-18,23.473
2020-05-19,23.473
2020-05-20,23.473
2020-05-21,23.473
2020-05-22,23.473
2020-05-23,23.473
2020-05-24,23.473
2020-05-25,23.473
2020-05-26,23.473
2020-05-27,23.473
2020-05-28,23.473
2020-05-29,23.473
2020-05-30,23.473
2020-05-31,23.473
2020-06-01,23.473
2020-06-02,23.473
2020-06-03,23.473
2020-06-04,23.473
2020-06-05,23.473
2020-06-06,23.473
2020-06-07,23.473
2020-06-08,23.473
2020-06-09,23.473
2020-06-10,23.473
2020-06-11,23.473
2020-06-12,23.473
2020-06-13,23.473
2020-06-14,23.473
2020-06-15,23.473
2020-06-16,23.473
2020-06-17,23.473
2020-06-18,23.473
2020-06-19,23.473
2020-06-20,23.473
2020-06-21,23.473
2020-06-22,23.473
2020-06-23,23.473
2020-06-24,23.473
2020-06-25,23.473
2020-06-26,23.473
2020-06-27,23.473
2020-06-28,23.473
2020-06-29,23.473
2020-06-30,22.4366
2020-07-01,22.4366
2020-07-02,22.4366
2020-07-03,22.4366
2020-07-04,22.4366
2020-07-05,22.4366
2020-07-06,22.4366
2020-07-07,22.4366
2020-07-08,22.4366
2020-07-09,22.4366
2020-07-10,22.4366
2020-07-11,22.4366
2020-07-12,22.4366
2020-07-13,22.4366
2020-07-14,22.4366
2020-07-15,22.4366
2020-07-16,22.4366
2020-07-17,22.4366
2020-07-18,22.4366
2020-07-19,22.4366
2020-07-20,22.4366
2020-07-21,22.4366
2020-07-22,22.4366
2020-07-23,22.4366
2020-07-24,22.4366
2020-07-25,22.4366
2020-07-26,22.4366
2020-07-27,22.4366
2020-07-28,22.4366
2020-07-29,22.4366
2020-07-30,22.4366
2020-07-31,22.4366
2020-08-01,22.4366
2020-08-02,22.4366
2020-08-03,22.4366
2020-08-04,22.4366
2020-08-05,22.4366
2020-08-06,22.4366
2020-08-07,22.4366
2020-08-08,22.4366
2020-08-09,22.4366
2020-08-10,22.4366
2020-08-11,22.4366
2020-08-12,22.4366
2020-08-13,22.4366
2020-08-14,22.4366
2020-08-15,22.4366
2020-08-16,22.4366
2020-08-17,22.4366
2020-08-18,22.4366
2020-08-19,22.4366
2020-08-20,22.4366
2020-08-21,22.4366
2020-08-22,22.4366
2020-08-23,22.4366
2020-08-24,22.4366
2020-08-25,22.4366
2020-08-26,22.4366
2020-08-27,22.4366
2020-08-28,22.4366
2020-08-29,22.4366
2020-08-30,22.4366
2020-08-31,22.4366
2020-09-01,22.4366
2020-09-02,22.4366
2020-09-03,22.4366
2020-09-04,22.4366
2020-09-05,22.4366
2020-09-06,22.4366
2020-09-07,22.4366
2020-09-08,22.4366
2020-09-09,22.4366
2020-09-10,22.4366
2020-09-11,22.4366
2020-09-12,22.4366
2020-09-13,22.4366
2020-09-14,22.4366
2020-09-15,22.4366
2020-09-16,22.4366
2020-09-17,22.4366
2020-09-18,22.4366
2020-09-19,22.4366
2020-09-20,22.4366
2020-09-21,22.4366
2020-09-22,22.4366
2020-09-23,22.4366
2020-09-24,22.4366
2020-09-25,22.4366
2020-09-26,22.4366
2020-09-27,22.4366
2020-09-28,22.4366
2020-09-29,22.4366
2020-09-30,22.7143
2020-10-01,22.7143
2020-10-02,22.7143
2020-10-03,22.7143
2020-10-04,22.7143
2020-10-05,22.7143
2020-10-06,22.7143
2020-10-07,22.7143
2020-10-08,22.7143
2020-10-09,22.7143
2020-10-10,22.7143
2020-10-11,22.7143
2020-10-12,22.7143
2020-10-13,22.7143
2020-10-14,22.7143
2020-10-15,22.7143
2020-10-16,22.7143
2020-10-17,22.7143
2020-10-18,22.7143
2020-10-19,22.7143
2020-10-20,22.7143
2020-10-21,22.7143
2020-10-22,22.7143
2020-10-23,22.7143
2020-10-24,22.7143
2020-10-25,22.7143
2020-10-26,22.7143
2020-10-27,22.7143
2020-10-28,22.7143
2020-10-29,22.7143
2020-10-30,22.7143
2020-10-31,22.7143
2020-11-01,22.7143
2020-11-02,22.7143
2020-11-03,22.7143
2020-11-04,22.7143
2020-11-05,22.7143
2020-11-06,22.7143
2020-11-07,22.7143
2020-11-08,22.7143
2020-11-09,22.7143
2020-11-10,22.7143
2020-11-11,22.7143
2020-11-12,22.7143
2020-11-13,22.7143
2020-11-14,22.7143
2020-11-15,22.7143
2020-11-16,22.7143
2020-11-17,22.7143
2020-11-18,22.7143
2020-11-19,22.7143
2020-11-20,22.7143
2020-11-21,22.7143
2020-11-22,22.7143
2020-11-23,22.7143
2020-11-24,22.7143
2020-11-25,22.7143
2020-11-26,22.7143
2020-11-27,22.7143
2020-11-28,22.7143
2020-11-29,22.7143
2020-11-30,22.7143
2020-12-01,22.7143
2020-12-02,22.7143
2020-12-03,22.7143
2020-12-04,22.7143
2020-12-05,22.7143
2020-12-06,22.7143
2020-12-07,22.7143
2020-12-08,22.7143
2020-12-09,22.7143
2020-12-10,22.7143
2020-12-11,22.7143
2020-12-12,22.7143
2020-12-13,22.7143
2020-12-14,22.7143
2020-12-15,22.7143
2020-12-16,22.7143
2020-12-17,22.7143
2020-12-18,22.7143
2020-12-19,22.7143
2020-12-20,22.7143
2020-12-21,22.7143
2020-12-22,22.7143
2020-12-23,22.7143
2020-12-24,22.7143
2020-12-25,22.7143
2020-12-26,22.7143
2020-12-27,22.7143
2020-12-28,22.7143
2020-12-29,22.7143
2020-12-30,22.7143
2020-12-31,22.0441
2021-01-01,22.0441
2021-01-02,22.0441
2021-01-03,22.0441
2021-01-04,22.0441
2021-01-05,22.0441
2021-01-06,22.0441
2021-01-07,22.0441
2021-01-08,22.0441
2021-01-09,22.0441
2021-01-10,22.0441
2021-01-11,22.0441
2021-01-12,22.0441
2021-01-13,22.0441
2021-01-14,22.0441
2021-01-15,22.0441
2021-01-16,22.0441
2021-01-17,22.0441
2021-01-18,22.0441
2021-01-19,22.0441
2021-01-20,22.0441
2021-01-21,22.0441
2021-01-22,22.0441
2021-01-23,22.0441
2021-01-24,22.0441
2021-01-25,22.0441
2021-01-26,22.0441
2021-01-27,22.0441
2021-01-28,22.0441
2021-01-29,22.0441
2021-01-30,22.0441
2021-01-31,22.0441
2021-02-01,22.0441
2021-02-02,22.0441
2021-02-03,22.0441
2021-02-04,22.0441
2021-02-05,22.0441
2021-02-06,22.0441
2021-02-07,22.0441
2021-02-08,22.0441
2021-02-09,22.0441
2021-02-10,22.0441
2021-02-11,22.0441
2021-02-12,22.0441
2021-02-13,22.0441
2021-02-14,22.0441
2021-02-15,22.0441
2021-02-16,22.0441
2021-02-17,22.0441
2021-02-18,22.0441
2021-02-19,22.0441
2021-02-20,22.0441
2021-02-21,22.0441
2021-02-22,22.0441
2021-02-23,22.0441
2021-02-24,22.0441
2021-02-25,22.0441
2021-02-26,22.0441
2021-02-27,22.0441
2021-02-28,22.0441
2021-03-01,22.0441
2021-03-02,22.0441
2021-03-03,22.0441
2021-03-04,22.0441
2021-03-05,22.0441
2021-03-06,22.0441
2021-03-07,22.0441
2021-03-08,22.0441
2021-03-09,22.0441
2021-03-10,22.0441
2021-03-11,22.0441
2021-03-12,22.0441
2021-03-13,22.0441
2021-03-14,22.0441
2021-03-15,22.0441
2021-03-16,22.0441
2021-03-17,22.0441
2021-03-18,22.0441
2021-03-19,22.0441
2021-03-20,22.0441
2021-03-21,22.0441
2021-03-22,22.0441
2021-03-23,22.0441
2021-03-24,22.0441
2021-03-25,22.0441
2021-03-26,22.0441
2021-03-27,22.0441
2021-03-28,22.0441
2021-03-29,22.0441
2021-03-30,22.0441
2021-03-31,24.0535
2021-04-01,24.0535
2021-04-02,24.0535
2021-04-03,24.0535
2021-04-04,24.0535
2021-04-05,24.0535
2021-04-06,24.0535
2021-04-07,24.0535
2021-04-08,24.0535
2021-04-09,24.0535
2021-04-10,24.0535
2021-04-11,24.0535
2021-04-12,24.0535
2021-04-13,24.0535
2021-04-14,24.0535
2021-04-15,24.0535
2021-04-16,24.0535
2021-04-17,24.0535
2021-04-18,24.0535
2021-04-19,24.0535
2021-04-20,24.0535
2021-04-21,24.0535
2021-04-22,24.0535
2021-04-23,24.0535
2021-04-24,24.0535
2021-04-25,24.0535
2021-04-26,24.0535
2021-04-27,24.0535
2021-04-28,24.0535
2021-04-29,24.0535
2021-04-30,24.0535
2021-05-01,24.0535
2021-05-02,24.0535
2021-05-03,24.0535
2021-05-04,24.0535
2021-05-05,24.0535
2021-05-06,24.0535
2021-05-07,24.0535
2021-05-08,24.0535
2021-05-09,24.0535
2021-05-10,24.0535
2021-05-11,24.0535
2021-05-12,24.0535
2021-05-13,24.0535
2021-05-14,24.0535
2021-05-15,24.0535
2021-05-16,24.0535
2021-05-17,24.0535
2021-05-18,24.0535
2021-05-19,24.0535
2021-05-20,24.0535
2021-05-21,24.0535
2021-05-22,24.0535
2021-05-23,24.0535
2021-05-24,24.0535
2021-05-25,24.0535
2021-05-26,24.0535
2021-05-27,24.0535
2021-05-28,24.0535
2021-05-29,24.0535
2021-05-30,24.0535
2021-05-31,24.0535
2021-06-01,24.0535
2021-06-02,24.0535
2021-06-03,24.0535
2021-06-04,24.0535
2021-06-05,24.0535
2021-06-06,24.0535
2021-06-07,24.0535
2021-06-08,24.0535
2021-06-09,24.0535
2021-06-10,24.0535
2021-06-11,24.0535
2021-06-12,24.0535
2021-06-13,24.0535
