,LUV US Equity
2022-03-14,10.14
2022-03-15,10.14
2022-03-16,10.14
2022-03-17,10.14
2022-03-18,10.14
2022-03-19,10.14
2022-03-20,10.14
2022-03-21,10.14
2022-03-22,10.14
2022-03-23,10.14
2022-03-24,10.14
2022-03-25,10.14
2022-03-26,10.14
2022-03-27,10.14
2022-03-28,10.14
2022-03-29,10.14
2022-03-30,10.14
2022-03-31,5.9867
2022-04-01,5.9867
2022-04-02,5.9867
2022-04-03,5.9867
2022-04-04,5.9867
2022-04-05,5.9867
2022-04-06,5.9867
2022-04-07,5.9867
2022-04-08,5.9867
2022-04-09,5.9867
2022-04-10,5.9867
2022-04-11,5.9867
2022-04-12,5.9867
2022-04-13,5.9867
2022-04-14,5.9867
2022-04-15,5.9867
2022-04-16,5.9867
2022-04-17,5.9867
2022-04-18,5.9867
2022-04-19,5.9867
2022-04-20,5.9867
2022-04-21,5.9867
2022-04-22,5.9867
2022-04-23,5.9867
2022-04-24,5.9867
2022-04-25,5.9867
2022-04-26,5.9867
2022-04-27,5.9867
2022-04-28,5.9867
2022-04-29,5.9867
2022-04-30,5.9867
2022-05-01,5.9867
2022-05-02,5.9867
2022-05-03,5.9867
2022-05-04,5.9867
2022-05-05,5.9867
2022-05-06,5.9867
2022-05-07,5.9867
2022-05-08,5.9867
2022-05-09,5.9867
2022-05-10,5.9867
2022-05-11,5.9867
2022-05-12,5.9867
2022-05-13,5.9867
2022-05-14,5.9867
2022-05-15,5.9867
2022-05-16,5.9867
2022-05-17,5.9867
2022-05-18,5.9867
2022-05-19,5.9867
2022-05-20,5.9867
2022-05-21,5.9867
2022-05-22,5.9867
2022-05-23,5.9867
2022-05-24,5.9867
2022-05-25,5.9867
2022-05-26,5.9867
2022-05-27,5.9867
2022-05-28,5.9867
2022-05-29,5.9867
2022-05-30,5.9867
2022-05-31,5.9867
2022-06-01,5.9867
2022-06-02,5.9867
2022-06-03,5.9867
2022-06-04,5.9867
2022-06-05,5.9867
2022-06-06,5.9867
2022-06-07,5.9867
2022-06-08,5.9867
2022-06-09,5.9867
2022-06-10,5.9867
2022-06-11,5.9867
2022-06-12,5.9867
2022-06-13,5.9867
2022-06-14,5.9867
2022-06-15,5.9867
2022-06-16,5.9867
2022-06-17,5.9867
2022-06-18,5.9867
2022-06-19,5.9867
2022-06-20,5.9867
2022-06-21,5.9867
2022-06-22,5.9867
2022-06-23,5.9867
2022-06-24,5.9867
2022-06-25,5.9867
2022-06-26,5.9867
2022-06-27,5.9867
2022-06-28,5.9867
2022-06-29,5.9867
2022-06-30,9.5732
2022-07-01,9.5732
2022-07-02,9.5732
2022-07-03,9.5732
2022-07-04,9.5732
2022-07-05,9.5732
2022-07-06,9.5732
2022-07-07,9.5732
2022-07-08,9.5732
2022-07-09,9.5732
2022-07-10,9.5732
2022-07-11,9.5732
2022-07-12,9.5732
2022-07-13,9.5732
2022-07-14,9.5732
2022-07-15,9.5732
2022-07-16,9.5732
2022-07-17,9.5732
2022-07-18,9.5732
2022-07-19,9.5732
2022-07-20,9.5732
2022-07-21,9.5732
2022-07-22,9.5732
2022-07-23,9.5732
2022-07-24,9.5732
2022-07-25,9.5732
2022-07-26,9.5732
2022-07-27,9.5732
2022-07-28,9.5732
2022-07-29,9.5732
2022-07-30,9.5732
2022-07-31,9.5732
2022-08-01,9.5732
2022-08-02,9.5732
2022-08-03,9.5732
2022-08-04,9.5732
2022-08-05,9.5732
2022-08-06,9.5732
2022-08-07,9.5732
2022-08-08,9.5732
2022-08-09,9.5732
2022-08-10,9.5732
2022-08-11,9.5732
2022-08-12,9.5732
2022-08-13,9.5732
2022-08-14,9.5732
2022-08-15,9.5732
2022-08-16,9.5732
2022-08-17,9.5732
2022-08-18,9.5732
2022-08-19,9.5732
2022-08-20,9.5732
2022-08-21,9.5732
2022-08-22,9.5732
2022-08-23,9.5732
2022-08-24,9.5732
2022-08-25,9.5732
2022-08-26,9.5732
2022-08-27,9.5732
2022-08-28,9.5732
2022-08-29,9.5732
2022-08-30,9.5732
2022-08-31,9.5732
2022-09-01,9.5732
2022-09-02,9.5732
2022-09-03,9.5732
2022-09-04,9.5732
2022-09-05,9.5732
2022-09-06,9.5732
2022-09-07,9.5732
2022-09-08,9.5732
2022-09-09,9.5732
2022-09-10,9.5732
2022-09-11,9.5732
2022-09-12,9.5732
2022-09-13,9.5732
2022-09-14,9.5732
2022-09-15,9.5732
2022-09-16,9.5732
2022-09-17,9.5732
2022-09-18,9.5732
2022-09-19,9.5732
2022-09-20,9.5732
2022-09-21,9.5732
2022-09-22,9.5732
2022-09-23,9.5732
2022-09-24,9.5732
2022-09-25,9.5732
2022-09-26,9.5732
2022-09-27,9.5732
2022-09-28,9.5732
2022-09-29,9.5732
2022-09-30,7.8115
2022-10-01,7.8115
2022-10-02,7.8115
2022-10-03,7.8115
2022-10-04,7.8115
2022-10-05,7.8115
2022-10-06,7.8115
2022-10-07,7.8115
2022-10-08,7.8115
2022-10-09,7.8115
2022-10-10,7.8115
2022-10-11,7.8115
2022-10-12,7.8115
2022-10-13,7.8115
2022-10-14,7.8115
2022-10-15,7.8115
2022-10-16,7.8115
2022-10-17,7.8115
2022-10-18,7.8115
2022-10-19,7.8115
2022-10-20,7.8115
2022-10-21,7.8115
2022-10-22,7.8115
2022-10-23,7.8115
2022-10-24,7.8115
2022-10-25,7.8115
2022-10-26,7.8115
2022-10-27,7.8115
2022-10-28,7.8115
2022-10-29,7.8115
2022-10-30,7.8115
2022-10-31,7.8115
2022-11-01,7.8115
2022-11-02,7.8115
2022-11-03,7.8115
2022-11-04,7.8115
2022-11-05,7.8115
2022-11-06,7.8115
2022-11-07,7.8115
2022-11-08,7.8115
2022-11-09,7.8115
2022-11-10,7.8115
2022-11-11,7.8115
2022-11-12,7.8115
2022-11-13,7.8115
2022-11-14,7.8115
2022-11-15,7.8115
2022-11-16,7.8115
2022-11-17,7.8115
2022-11-18,7.8115
2022-11-19,7.8115
2022-11-20,7.8115
2022-11-21,7.8115
2022-11-22,7.8115
2022-11-23,7.8115
2022-11-24,7.8115
2022-11-25,7.8115
2022-11-26,7.8115
2022-11-27,7.8115
2022-11-28,7.8115
2022-11-29,7.8115
2022-11-30,7.8115
2022-12-01,7.8115
2022-12-02,7.8115
2022-12-03,7.8115
2022-12-04,7.8115
2022-12-05,7.8115
2022-12-06,7.8115
2022-12-07,7.8115
2022-12-08,7.8115
2022-12-09,7.8115
2022-12-10,7.8115
2022-12-11,7.8115
2022-12-12,7.8115
2022-12-13,7.8115
2022-12-14,7.8115
2022-12-15,7.8115
2022-12-16,7.8115
2022-12-17,7.8115
2022-12-18,7.8115
2022-12-19,7.8115
2022-12-20,7.8115
2022-12-21,7.8115
2022-12-22,7.8115
2022-12-23,7.8115
2022-12-24,7.8115
2022-12-25,7.8115
2022-12-26,7.8115
2022-12-27,7.8115
2022-12-28,7.8115
2022-12-29,7.8115
2022-12-30,7.8115
2022-12-31,5.1088
2023-01-01,5.1088
2023-01-02,5.1088
2023-01-03,5.1088
2023-01-04,5.1088
2023-01-05,5.1088
2023-01-06,5.1088
2023-01-07,5.1088
2023-01-08,5.1088
2023-01-09,5.1088
2023-01-10,5.1088
2023-01-11,5.1088
2023-01-12,5.1088
2023-01-13,5.1088
2023-01-14,5.1088
2023-01-15,5.1088
2023-01-16,5.1088
2023-01-17,5.1088
2023-01-18,5.1088
2023-01-19,5.1088
2023-01-20,5.1088
2023-01-21,5.1088
2023-01-22,5.1088
2023-01-23,5.1088
2023-01-24,5.1088
2023-01-25,5.1088
2023-01-26,5.1088
2023-01-27,5.1088
2023-01-28,5.1088
2023-01-29,5.1088
2023-01-30,5.1088
2023-01-31,5.1088
2023-02-01,5.1088
2023-02-02,5.1088
2023-02-03,5.1088
2023-02-04,5.1088
2023-02-05,5.1088
2023-02-06,5.1088
2023-02-07,5.1088
2023-02-08,5.1088
2023-02-09,5.1088
2023-02-10,5.1088
2023-02-11,5.1088
2023-02-12,5.1088
2023-02-13,5.1088
2023-02-14,5.1088
2023-02-15,5.1088
2023-02-16,5.1088
2023-02-17,5.1088
2023-02-18,5.1088
2023-02-19,5.1088
2023-02-20,5.1088
2023-02-21,5.1088
2023-02-22,5.1088
2023-02-23,5.1088
2023-02-24,5.1088
2023-02-25,5.1088
2023-02-26,5.1088
2023-02-27,5.1088
2023-02-28,5.1088
2023-03-01,5.1088
2023-03-02,5.1088
2023-03-03,5.1088
2023-03-04,5.1088
2023-03-05,5.1088
2023-03-06,5.1088
2023-03-07,5.1088
2023-03-08,5.1088
2023-03-09,5.1088
