,AMCX US Equity
,RETURN_COM_EQY
2020-01-01,77.4557
2020-01-02,77.4557
2020-01-03,77.4557
2020-01-04,77.4557
2020-01-05,77.4557
2020-01-06,77.4557
2020-01-07,77.4557
2020-01-08,77.4557
2020-01-09,77.4557
2020-01-10,77.4557
2020-01-11,77.4557
2020-01-12,77.4557
2020-01-13,77.4557
2020-01-14,77.4557
2020-01-15,77.4557
2020-01-16,77.4557
2020-01-17,77.4557
2020-01-18,77.4557
2020-01-19,77.4557
2020-01-20,77.4557
2020-01-21,77.4557
2020-01-22,77.4557
2020-01-23,77.4557
2020-01-24,77.4557
2020-01-25,77.4557
2020-01-26,77.4557
2020-01-27,77.4557
2020-01-28,77.4557
2020-01-29,77.4557
2020-01-30,77.4557
2020-01-31,77.4557
2020-02-01,77.4557
2020-02-02,77.4557
2020-02-03,77.4557
2020-02-04,77.4557
2020-02-05,77.4557
2020-02-06,77.4557
2020-02-07,77.4557
2020-02-08,77.4557
2020-02-09,77.4557
2020-02-10,77.4557
2020-02-11,77.4557
2020-02-12,77.4557
2020-02-13,77.4557
2020-02-14,77.4557
2020-02-15,77.4557
2020-02-16,77.4557
2020-02-17,77.4557
2020-02-18,77.4557
2020-02-19,77.4557
2020-02-20,77.4557
2020-02-21,77.4557
2020-02-22,77.4557
2020-02-23,77.4557
2020-02-24,77.4557
2020-02-25,77.4557
2020-02-26,77.4557
2020-02-27,77.4557
2020-02-28,77.4557
2020-02-29,77.4557
2020-03-01,77.4557
2020-03-02,77.4557
2020-03-03,77.4557
2020-03-04,77.4557
2020-03-05,77.4557
2020-03-06,77.4557
2020-03-07,77.4557
2020-03-08,77.4557
2020-03-09,77.4557
2020-03-10,77.4557
2020-03-11,77.4557
2020-03-12,77.4557
2020-03-13,77.4557
2020-03-14,77.4557
2020-03-15,77.4557
2020-03-16,77.4557
2020-03-17,77.4557
2020-03-18,77.4557
2020-03-19,77.4557
2020-03-20,77.4557
2020-03-21,77.4557
2020-03-22,77.4557
2020-03-23,77.4557
2020-03-24,77.4557
2020-03-25,77.4557
2020-03-26,77.4557
2020-03-27,77.4557
2020-03-28,77.4557
2020-03-29,77.4557
2020-03-30,77.4557
2020-03-31,57.2074
2020-04-01,57.2074
2020-04-02,57.2074
2020-04-03,57.2074
2020-04-04,57.2074
2020-04-05,57.2074
2020-04-06,57.2074
2020-04-07,57.2074
2020-04-08,57.2074
2020-04-09,57.2074
2020-04-10,57.2074
2020-04-11,57.2074
2020-04-12,57.2074
2020-04-13,57.2074
2020-04-14,57.2074
2020-04-15,57.2074
2020-04-16,57.2074
2020-04-17,57.2074
2020-04-18,57.2074
2020-04-19,57.2074
2020-04-20,57.2074
2020-04-21,57.2074
2020-04-22,57.2074
2020-04-23,57.2074
2020-04-24,57.2074
2020-04-25,57.2074
2020-04-26,57.2074
2020-04-27,57.2074
2020-04-28,57.2074
2020-04-29,57.2074
2020-04-30,57.2074
2020-05-01,57.2074
2020-05-02,57.2074
2020-05-03,57.2074
2020-05-04,57.2074
2020-05-05,57.2074
2020-05-06,57.2074
2020-05-07,57.2074
2020-05-08,57.2074
2020-05-09,57.2074
2020-05-10,57.2074
2020-05-11,57.2074
2020-05-12,57.2074
2020-05-13,57.2074
2020-05-14,57.2074
2020-05-15,57.2074
2020-05-16,57.2074
2020-05-17,57.2074
2020-05-18,57.2074
2020-05-19,57.2074
2020-05-20,57.2074
2020-05-21,57.2074
2020-05-22,57.2074
2020-05-23,57.2074
2020-05-24,57.2074
2020-05-25,57.2074
2020-05-26,57.2074
2020-05-27,57.2074
2020-05-28,57.2074
2020-05-29,57.2074
2020-05-30,57.2074
2020-05-31,57.2074
2020-06-01,57.2074
2020-06-02,57.2074
2020-06-03,57.2074
2020-06-04,57.2074
2020-06-05,57.2074
2020-06-06,57.2074
2020-06-07,57.2074
2020-06-08,57.2074
2020-06-09,57.2074
2020-06-10,57.2074
2020-06-11,57.2074
2020-06-12,57.2074
2020-06-13,57.2074
2020-06-14,57.2074
2020-06-15,57.2074
2020-06-16,57.2074
2020-06-17,57.2074
2020-06-18,57.2074
2020-06-19,57.2074
2020-06-20,57.2074
2020-06-21,57.2074
2020-06-22,57.2074
2020-06-23,57.2074
2020-06-24,57.2074
2020-06-25,57.2074
2020-06-26,57.2074
2020-06-27,57.2074
2020-06-28,57.2074
2020-06-29,57.2074
2020-06-30,32.1636
2020-07-01,32.1636
2020-07-02,32.1636
2020-07-03,32.1636
2020-07-04,32.1636
2020-07-05,32.1636
2020-07-06,32.1636
2020-07-07,32.1636
2020-07-08,32.1636
2020-07-09,32.1636
2020-07-10,32.1636
2020-07-11,32.1636
2020-07-12,32.1636
2020-07-13,32.1636
2020-07-14,32.1636
2020-07-15,32.1636
2020-07-16,32.1636
2020-07-17,32.1636
2020-07-18,32.1636
2020-07-19,32.1636
2020-07-20,32.1636
2020-07-21,32.1636
2020-07-22,32.1636
2020-07-23,32.1636
2020-07-24,32.1636
2020-07-25,32.1636
2020-07-26,32.1636
2020-07-27,32.1636
2020-07-28,32.1636
2020-07-29,32.1636
2020-07-30,32.1636
2020-07-31,32.1636
2020-08-01,32.1636
2020-08-02,32.1636
2020-08-03,32.1636
2020-08-04,32.1636
2020-08-05,32.1636
2020-08-06,32.1636
2020-08-07,32.1636
2020-08-08,32.1636
2020-08-09,32.1636
2020-08-10,32.1636
2020-08-11,32.1636
2020-08-12,32.1636
2020-08-13,32.1636
2020-08-14,32.1636
2020-08-15,32.1636
2020-08-16,32.1636
2020-08-17,32.1636
2020-08-18,32.1636
2020-08-19,32.1636
2020-08-20,32.1636
2020-08-21,32.1636
2020-08-22,32.1636
2020-08-23,32.1636
2020-08-24,32.1636
2020-08-25,32.1636
2020-08-26,32.1636
2020-08-27,32.1636
2020-08-28,32.1636
2020-08-29,32.1636
2020-08-30,32.1636
2020-08-31,32.1636
2020-09-01,32.1636
2020-09-02,32.1636
2020-09-03,32.1636
2020-09-04,32.1636
2020-09-05,32.1636
2020-09-06,32.1636
2020-09-07,32.1636
2020-09-08,32.1636
2020-09-09,32.1636
2020-09-10,32.1636
2020-09-11,32.1636
2020-09-12,32.1636
2020-09-13,32.1636
2020-09-14,32.1636
2020-09-15,32.1636
2020-09-16,32.1636
2020-09-17,32.1636
2020-09-18,32.1636
2020-09-19,32.1636
2020-09-20,32.1636
2020-09-21,32.1636
2020-09-22,32.1636
2020-09-23,32.1636
2020-09-24,32.1636
2020-09-25,32.1636
2020-09-26,32.1636
2020-09-27,32.1636
2020-09-28,32.1636
2020-09-29,32.1636
2020-09-30,19.8718
2020-10-01,19.8718
2020-10-02,19.8718
2020-10-03,19.8718
2020-10-04,19.8718
2020-10-05,19.8718
2020-10-06,19.8718
2020-10-07,19.8718
2020-10-08,19.8718
2020-10-09,19.8718
2020-10-10,19.8718
2020-10-11,19.8718
2020-10-12,19.8718
2020-10-13,19.8718
2020-10-14,19.8718
2020-10-15,19.8718
2020-10-16,19.8718
2020-10-17,19.8718
2020-10-18,19.8718
2020-10-19,19.8718
2020-10-20,19.8718
2020-10-21,19.8718
2020-10-22,19.8718
2020-10-23,19.8718
2020-10-24,19.8718
2020-10-25,19.8718
2020-10-26,19.8718
2020-10-27,19.8718
2020-10-28,19.8718
2020-10-29,19.8718
2020-10-30,19.8718
2020-10-31,19.8718
2020-11-01,19.8718
2020-11-02,19.8718
2020-11-03,19.8718
2020-11-04,19.8718
2020-11-05,19.8718
2020-11-06,19.8718
2020-11-07,19.8718
2020-11-08,19.8718
2020-11-09,19.8718
2020-11-10,19.8718
2020-11-11,19.8718
2020-11-12,19.8718
2020-11-13,19.8718
2020-11-14,19.8718
2020-11-15,19.8718
2020-11-16,19.8718
2020-11-17,19.8718
2020-11-18,19.8718
2020-11-19,19.8718
2020-11-20,19.8718
2020-11-21,19.8718
2020-11-22,19.8718
2020-11-23,19.8718
2020-11-24,19.8718
2020-11-25,19.8718
2020-11-26,19.8718
2020-11-27,19.8718
2020-11-28,19.8718
2020-11-29,19.8718
2020-11-30,19.8718
2020-12-01,19.8718
2020-12-02,19.8718
2020-12-03,19.8718
2020-12-04,19.8718
2020-12-05,19.8718
2020-12-06,19.8718
2020-12-07,19.8718
2020-12-08,19.8718
2020-12-09,19.8718
2020-12-10,19.8718
2020-12-11,19.8718
2020-12-12,19.8718
2020-12-13,19.8718
2020-12-14,19.8718
2020-12-15,19.8718
2020-12-16,19.8718
2020-12-17,19.8718
2020-12-18,19.8718
2020-12-19,19.8718
2020-12-20,19.8718
2020-12-21,19.8718
2020-12-22,19.8718
2020-12-23,19.8718
2020-12-24,19.8718
2020-12-25,19.8718
2020-12-26,19.8718
2020-12-27,19.8718
2020-12-28,19.8718
2020-12-29,19.8718
2020-12-30,19.8718
2020-12-31,37.4211
2021-01-01,37.4211
2021-01-02,37.4211
2021-01-03,37.4211
2021-01-04,37.4211
2021-01-05,37.4211
2021-01-06,37.4211
2021-01-07,37.4211
2021-01-08,37.4211
2021-01-09,37.4211
2021-01-10,37.4211
2021-01-11,37.4211
2021-01-12,37.4211
2021-01-13,37.4211
2021-01-14,37.4211
2021-01-15,37.4211
2021-01-16,37.4211
2021-01-17,37.4211
2021-01-18,37.4211
2021-01-19,37.4211
2021-01-20,37.4211
2021-01-21,37.4211
2021-01-22,37.4211
2021-01-23,37.4211
2021-01-24,37.4211
2021-01-25,37.4211
2021-01-26,37.4211
2021-01-27,37.4211
2021-01-28,37.4211
2021-01-29,37.4211
2021-01-30,37.4211
2021-01-31,37.4211
2021-02-01,37.4211
2021-02-02,37.4211
2021-02-03,37.4211
2021-02-04,37.4211
2021-02-05,37.4211
2021-02-06,37.4211
2021-02-07,37.4211
2021-02-08,37.4211
2021-02-09,37.4211
2021-02-10,37.4211
2021-02-11,37.4211
2021-02-12,37.4211
2021-02-13,37.4211
2021-02-14,37.4211
2021-02-15,37.4211
2021-02-16,37.4211
2021-02-17,37.4211
2021-02-18,37.4211
2021-02-19,37.4211
2021-02-20,37.4211
2021-02-21,37.4211
2021-02-22,37.4211
2021-02-23,37.4211
2021-02-24,37.4211
2021-02-25,37.4211
2021-02-26,37.4211
2021-02-27,37.4211
2021-02-28,37.4211
2021-03-01,37.4211
2021-03-02,37.4211
2021-03-03,37.4211
2021-03-04,37.4211
2021-03-05,37.4211
2021-03-06,37.4211
2021-03-07,37.4211
2021-03-08,37.4211
2021-03-09,37.4211
2021-03-10,37.4211
2021-03-11,37.4211
2021-03-12,37.4211
2021-03-13,37.4211
2021-03-14,37.4211
2021-03-15,37.4211
2021-03-16,37.4211
2021-03-17,37.4211
2021-03-18,37.4211
2021-03-19,37.4211
2021-03-20,37.4211
2021-03-21,37.4211
2021-03-22,37.4211
2021-03-23,37.4211
2021-03-24,37.4211
2021-03-25,37.4211
2021-03-26,37.4211
2021-03-27,37.4211
2021-03-28,37.4211
2021-03-29,37.4211
2021-03-30,37.4211
2021-03-31,40.145
2021-04-01,40.145
2021-04-02,40.145
2021-04-03,40.145
2021-04-04,40.145
2021-04-05,40.145
2021-04-06,40.145
2021-04-07,40.145
2021-04-08,40.145
2021-04-09,40.145
2021-04-10,40.145
2021-04-11,40.145
2021-04-12,40.145
2021-04-13,40.145
2021-04-14,40.145
2021-04-15,40.145
2021-04-16,40.145
2021-04-17,40.145
2021-04-18,40.145
2021-04-19,40.145
2021-04-20,40.145
2021-04-21,40.145
2021-04-22,40.145
2021-04-23,40.145
2021-04-24,40.145
2021-04-25,40.145
2021-04-26,40.145
2021-04-27,40.145
2021-04-28,40.145
2021-04-29,40.145
2021-04-30,40.145
2021-05-01,40.145
2021-05-02,40.145
2021-05-03,40.145
2021-05-04,40.145
2021-05-05,40.145
2021-05-06,40.145
2021-05-07,40.145
2021-05-08,40.145
2021-05-09,40.145
2021-05-10,40.145
2021-05-11,40.145
2021-05-12,40.145
2021-05-13,40.145
2021-05-14,40.145
2021-05-15,40.145
2021-05-16,40.145
2021-05-17,40.145
2021-05-18,40.145
2021-05-19,40.145
2021-05-20,40.145
2021-05-21,40.145
2021-05-22,40.145
2021-05-23,40.145
2021-05-24,40.145
2021-05-25,40.145
2021-05-26,40.145
2021-05-27,40.145
2021-05-28,40.145
2021-05-29,40.145
2021-05-30,40.145
2021-05-31,40.145
2021-06-01,40.145
2021-06-02,40.145
2021-06-03,40.145
2021-06-04,40.145
2021-06-05,40.145
2021-06-06,40.145
2021-06-07,40.145
2021-06-08,40.145
2021-06-09,40.145
2021-06-10,40.145
2021-06-11,40.145
2021-06-12,40.145
2021-06-13,40.145
2021-06-14,40.145
2021-06-15,40.145
2021-06-16,40.145
2021-06-17,40.145
2021-06-18,40.145
2021-06-19,40.145
2021-06-20,40.145
2021-06-21,40.145
2021-06-22,40.145
2021-06-23,40.145
2021-06-24,40.145
2021-06-25,40.145
2021-06-26,40.145
2021-06-27,40.145
2021-06-28,40.145
2021-06-29,40.145
2021-06-30,40.3089
2021-07-01,40.3089
2021-07-02,40.3089
2021-07-03,40.3089
2021-07-04,40.3089
2021-07-05,40.3089
2021-07-06,40.3089
2021-07-07,40.3089
2021-07-08,40.3089
2021-07-09,40.3089
2021-07-10,40.3089
2021-07-11,40.3089
2021-07-12,40.3089
2021-07-13,40.3089
2021-07-14,40.3089
2021-07-15,40.3089
2021-07-16,40.3089
2021-07-17,40.3089
2021-07-18,40.3089
2021-07-19,40.3089
2021-07-20,40.3089
2021-07-21,40.3089
2021-07-22,40.3089
2021-07-23,40.3089
2021-07-24,40.3089
2021-07-25,40.3089
2021-07-26,40.3089
2021-07-27,40.3089
2021-07-28,40.3089
2021-07-29,40.3089
2021-07-30,40.3089
2021-07-31,40.3089
2021-08-01,40.3089
2021-08-02,40.3089
2021-08-03,40.3089
2021-08-04,40.3089
2021-08-05,40.3089
2021-08-06,40.3089
2021-08-07,40.3089
2021-08-08,40.3089
2021-08-09,40.3089
2021-08-10,40.3089
2021-08-11,40.3089
2021-08-12,40.3089
2021-08-13,40.3089
2021-08-14,40.3089
2021-08-15,40.3089
2021-08-16,40.3089
2021-08-17,40.3089
2021-08-18,40.3089
2021-08-19,40.3089
2021-08-20,40.3089
2021-08-21,40.3089
2021-08-22,40.3089
2021-08-23,40.3089
2021-08-24,40.3089
2021-08-25,40.3089
2021-08-26,40.3089
2021-08-27,40.3089
