,NKE US Equity
,RETURN_COM_EQY
2020-01-01,50.5752
2020-01-02,50.5752
2020-01-03,50.5752
2020-01-04,50.5752
2020-01-05,50.5752
2020-01-06,50.5752
2020-01-07,50.5752
2020-01-08,50.5752
2020-01-09,50.5752
2020-01-10,50.5752
2020-01-11,50.5752
2020-01-12,50.5752
2020-01-13,50.5752
2020-01-14,50.5752
2020-01-15,50.5752
2020-01-16,50.5752
2020-01-17,50.5752
2020-01-18,50.5752
2020-01-19,50.5752
2020-01-20,50.5752
2020-01-21,50.5752
2020-01-22,50.5752
2020-01-23,50.5752
2020-01-24,50.5752
2020-01-25,50.5752
2020-01-26,50.5752
2020-01-27,50.5752
2020-01-28,50.5752
2020-01-29,50.5752
2020-01-30,50.5752
2020-01-31,50.5752
2020-02-01,50.5752
2020-02-02,50.5752
2020-02-03,50.5752
2020-02-04,50.5752
2020-02-05,50.5752
2020-02-06,50.5752
2020-02-07,50.5752
2020-02-08,50.5752
2020-02-09,50.5752
2020-02-10,50.5752
2020-02-11,50.5752
2020-02-12,50.5752
2020-02-13,50.5752
2020-02-14,50.5752
2020-02-15,50.5752
2020-02-16,50.5752
2020-02-17,50.5752
2020-02-18,50.5752
2020-02-19,50.5752
2020-02-20,50.5752
2020-02-21,50.5752
2020-02-22,50.5752
2020-02-23,50.5752
2020-02-24,50.5752
2020-02-25,50.5752
2020-02-26,50.5752
2020-02-27,50.5752
2020-02-28,50.5752
2020-02-29,47.9618
2020-03-01,47.9618
2020-03-02,47.9618
2020-03-03,47.9618
2020-03-04,47.9618
2020-03-05,47.9618
2020-03-06,47.9618
2020-03-07,47.9618
2020-03-08,47.9618
2020-03-09,47.9618
2020-03-10,47.9618
2020-03-11,47.9618
2020-03-12,47.9618
2020-03-13,47.9618
2020-03-14,47.9618
2020-03-15,47.9618
2020-03-16,47.9618
2020-03-17,47.9618
2020-03-18,47.9618
2020-03-19,47.9618
2020-03-20,47.9618
2020-03-21,47.9618
2020-03-22,47.9618
2020-03-23,47.9618
2020-03-24,47.9618
2020-03-25,47.9618
2020-03-26,47.9618
2020-03-27,47.9618
2020-03-28,47.9618
2020-03-29,47.9618
2020-03-30,47.9618
2020-03-31,47.9618
2020-04-01,47.9618
2020-04-02,47.9618
2020-04-03,47.9618
2020-04-04,47.9618
2020-04-05,47.9618
2020-04-06,47.9618
2020-04-07,47.9618
2020-04-08,47.9618
2020-04-09,47.9618
2020-04-10,47.9618
2020-04-11,47.9618
2020-04-12,47.9618
2020-04-13,47.9618
2020-04-14,47.9618
2020-04-15,47.9618
2020-04-16,47.9618
2020-04-17,47.9618
2020-04-18,47.9618
2020-04-19,47.9618
2020-04-20,47.9618
2020-04-21,47.9618
2020-04-22,47.9618
2020-04-23,47.9618
2020-04-24,47.9618
2020-04-25,47.9618
2020-04-26,47.9618
2020-04-27,47.9618
2020-04-28,47.9618
2020-04-29,47.9618
2020-04-30,47.9618
2020-05-01,47.9618
2020-05-02,47.9618
2020-05-03,47.9618
2020-05-04,47.9618
2020-05-05,47.9618
2020-05-06,47.9618
2020-05-07,47.9618
2020-05-08,47.9618
2020-05-09,47.9618
2020-05-10,47.9618
2020-05-11,47.9618
2020-05-12,47.9618
2020-05-13,47.9618
2020-05-14,47.9618
2020-05-15,47.9618
2020-05-16,47.9618
2020-05-17,47.9618
2020-05-18,47.9618
2020-05-19,47.9618
2020-05-20,47.9618
2020-05-21,47.9618
2020-05-22,47.9618
2020-05-23,47.9618
