,OMF US Equity
,RETURN_COM_EQY
2020-01-01,21.0358
2020-01-02,21.0358
2020-01-03,21.0358
2020-01-04,21.0358
2020-01-05,21.0358
2020-01-06,21.0358
2020-01-07,21.0358
2020-01-08,21.0358
2020-01-09,21.0358
2020-01-10,21.0358
2020-01-11,21.0358
2020-01-12,21.0358
2020-01-13,21.0358
2020-01-14,21.0358
2020-01-15,21.0358
2020-01-16,21.0358
2020-01-17,21.0358
2020-01-18,21.0358
2020-01-19,21.0358
2020-01-20,21.0358
2020-01-21,21.0358
2020-01-22,21.0358
2020-01-23,21.0358
2020-01-24,21.0358
2020-01-25,21.0358
2020-01-26,21.0358
2020-01-27,21.0358
2020-01-28,21.0358
2020-01-29,21.0358
2020-01-30,21.0358
2020-01-31,21.0358
2020-02-01,21.0358
2020-02-02,21.0358
2020-02-03,21.0358
2020-02-04,21.0358
2020-02-05,21.0358
2020-02-06,21.0358
2020-02-07,21.0358
2020-02-08,21.0358
2020-02-09,21.0358
2020-02-10,21.0358
2020-02-11,21.0358
2020-02-12,21.0358
2020-02-13,21.0358
2020-02-14,21.0358
2020-02-15,21.0358
2020-02-16,21.0358
2020-02-17,21.0358
2020-02-18,21.0358
2020-02-19,21.0358
2020-02-20,21.0358
2020-02-21,21.0358
2020-02-22,21.0358
2020-02-23,21.0358
2020-02-24,21.0358
2020-02-25,21.0358
2020-02-26,21.0358
2020-02-27,21.0358
2020-02-28,21.0358
2020-02-29,21.0358
2020-03-01,21.0358
2020-03-02,21.0358
2020-03-03,21.0358
2020-03-04,21.0358
2020-03-05,21.0358
2020-03-06,21.0358
2020-03-07,21.0358
2020-03-08,21.0358
2020-03-09,21.0358
2020-03-10,21.0358
2020-03-11,21.0358
2020-03-12,21.0358
2020-03-13,21.0358
2020-03-14,21.0358
2020-03-15,21.0358
2020-03-16,21.0358
2020-03-17,21.0358
2020-03-18,21.0358
2020-03-19,21.0358
2020-03-20,21.0358
2020-03-21,21.0358
2020-03-22,21.0358
2020-03-23,21.0358
2020-03-24,21.0358
2020-03-25,21.0358
2020-03-26,21.0358
2020-03-27,21.0358
2020-03-28,21.0358
2020-03-29,21.0358
2020-03-30,21.0358
2020-03-31,20.994
2020-04-01,20.994
2020-04-02,20.994
2020-04-03,20.994
2020-04-04,20.994
2020-04-05,20.994
2020-04-06,20.994
2020-04-07,20.994
2020-04-08,20.994
2020-04-09,20.994
2020-04-10,20.994
2020-04-11,20.994
2020-04-12,20.994
2020-04-13,20.994
2020-04-14,20.994
2020-04-15,20.994
2020-04-16,20.994
2020-04-17,20.994
2020-04-18,20.994
2020-04-19,20.994
2020-04-20,20.994
2020-04-21,20.994
2020-04-22,20.994
2020-04-23,20.994
2020-04-24,20.994
2020-04-25,20.994
2020-04-26,20.994
2020-04-27,20.994
2020-04-28,20.994
2020-04-29,20.994
2020-04-30,20.994
2020-05-01,20.994
2020-05-02,20.994
2020-05-03,20.994
2020-05-04,20.994
2020-05-05,20.994
2020-05-06,20.994
2020-05-07,20.994
2020-05-08,20.994
2020-05-09,20.994
2020-05-10,20.994
2020-05-11,20.994
2020-05-12,20.994
2020-05-13,20.994
2020-05-14,20.994
2020-05-15,20.994
2020-05-16,20.994
2020-05-17,20.994
2020-05-18,20.994
2020-05-19,20.994
2020-05-20,20.994
2020-05-21,20.994
2020-05-22,20.994
2020-05-23,20.994
2020-05-24,20.994
2020-05-25,20.994
2020-05-26,20.994
2020-05-27,20.994
2020-05-28,20.994
2020-05-29,20.994
2020-05-30,20.994
2020-05-31,20.994
2020-06-01,20.994
2020-06-02,20.994
2020-06-03,20.994
2020-06-04,20.994
2020-06-05,20.994
2020-06-06,20.994
2020-06-07,20.994
2020-06-08,20.994
2020-06-09,20.994
2020-06-10,20.994
2020-06-11,20.994
2020-06-12,20.994
2020-06-13,20.994
2020-06-14,20.994
2020-06-15,20.994
2020-06-16,20.994
2020-06-17,20.994
2020-06-18,20.994
2020-06-19,20.994
2020-06-20,20.994
2020-06-21,20.994
2020-06-22,20.994
2020-06-23,20.994
2020-06-24,20.994
2020-06-25,20.994
2020-06-26,20.994
2020-06-27,20.994
2020-06-28,20.994
2020-06-29,20.994
2020-06-30,17.2319
2020-07-01,17.2319
2020-07-02,17.2319
2020-07-03,17.2319
2020-07-04,17.2319
2020-07-05,17.2319
2020-07-06,17.2319
2020-07-07,17.2319
2020-07-08,17.2319
2020-07-09,17.2319
2020-07-10,17.2319
2020-07-11,17.2319
2020-07-12,17.2319
2020-07-13,17.2319
2020-07-14,17.2319
2020-07-15,17.2319
2020-07-16,17.2319
2020-07-17,17.2319
2020-07-18,17.2319
2020-07-19,17.2319
2020-07-20,17.2319
2020-07-21,17.2319
2020-07-22,17.2319
2020-07-23,17.2319
2020-07-24,17.2319
2020-07-25,17.2319
2020-07-26,17.2319
2020-07-27,17.2319
2020-07-28,17.2319
2020-07-29,17.2319
2020-07-30,17.2319
2020-07-31,17.2319
2020-08-01,17.2319
2020-08-02,17.2319
2020-08-03,17.2319
2020-08-04,17.2319
2020-08-05,17.2319
2020-08-06,17.2319
2020-08-07,17.2319
2020-08-08,17.2319
2020-08-09,17.2319
2020-08-10,17.2319
2020-08-11,17.2319
2020-08-12,17.2319
2020-08-13,17.2319
2020-08-14,17.2319
2020-08-15,17.2319
2020-08-16,17.2319
2020-08-17,17.2319
2020-08-18,17.2319
2020-08-19,17.2319
2020-08-20,17.2319
2020-08-21,17.2319
2020-08-22,17.2319
2020-08-23,17.2319
2020-08-24,17.2319
2020-08-25,17.2319
2020-08-26,17.2319
2020-08-27,17.2319
2020-08-28,17.2319
2020-08-29,17.2319
2020-08-30,17.2319
2020-08-31,17.2319
2020-09-01,17.2319
2020-09-02,17.2319
2020-09-03,17.2319
2020-09-04,17.2319
2020-09-05,17.2319
2020-09-06,17.2319
2020-09-07,17.2319
2020-09-08,17.2319
2020-09-09,17.2319
2020-09-10,17.2319
2020-09-11,17.2319
2020-09-12,17.2319
2020-09-13,17.2319
2020-09-14,17.2319
2020-09-15,17.2319
2020-09-16,17.2319
2020-09-17,17.2319
2020-09-18,17.2319
2020-09-19,17.2319
2020-09-20,17.2319
2020-09-21,17.2319
2020-09-22,17.2319
2020-09-23,17.2319
2020-09-24,17.2319
2020-09-25,17.2319
2020-09-26,17.2319
2020-09-27,17.2319
2020-09-28,17.2319
2020-09-29,17.2319
2020-09-30,17.5142
2020-10-01,17.5142
2020-10-02,17.5142
2020-10-03,17.5142
2020-10-04,17.5142
2020-10-05,17.5142
2020-10-06,17.5142
2020-10-07,17.5142
2020-10-08,17.5142
2020-10-09,17.5142
2020-10-10,17.5142
2020-10-11,17.5142
2020-10-12,17.5142
2020-10-13,17.5142
2020-10-14,17.5142
2020-10-15,17.5142
2020-10-16,17.5142
2020-10-17,17.5142
2020-10-18,17.5142
2020-10-19,17.5142
2020-10-20,17.5142
2020-10-21,17.5142
2020-10-22,17.5142
2020-10-23,17.5142
2020-10-24,17.5142
2020-10-25,17.5142
2020-10-26,17.5142
2020-10-27,17.5142
2020-10-28,17.5142
2020-10-29,17.5142
2020-10-30,17.5142
2020-10-31,17.5142
2020-11-01,17.5142
2020-11-02,17.5142
2020-11-03,17.5142
2020-11-04,17.5142
2020-11-05,17.5142
2020-11-06,17.5142
2020-11-07,17.5142
2020-11-08,17.5142
2020-11-09,17.5142
2020-11-10,17.5142
2020-11-11,17.5142
2020-11-12,17.5142
2020-11-13,17.5142
2020-11-14,17.5142
2020-11-15,17.5142
2020-11-16,17.5142
2020-11-17,17.5142
2020-11-18,17.5142
2020-11-19,17.5142
2020-11-20,17.5142
2020-11-21,17.5142
2020-11-22,17.5142
2020-11-23,17.5142
2020-11-24,17.5142
2020-11-25,17.5142
2020-11-26,17.5142
2020-11-27,17.5142
2020-11-28,17.5142
2020-11-29,17.5142
2020-11-30,17.5142
2020-12-01,17.5142
2020-12-02,17.5142
2020-12-03,17.5142
2020-12-04,17.5142
2020-12-05,17.5142
2020-12-06,17.5142
2020-12-07,17.5142
2020-12-08,17.5142
2020-12-09,17.5142
2020-12-10,17.5142
2020-12-11,17.5142
2020-12-12,17.5142
2020-12-13,17.5142
2020-12-14,17.5142
2020-12-15,17.5142
2020-12-16,17.5142
2020-12-17,17.5142
2020-12-18,17.5142
2020-12-19,17.5142
2020-12-20,17.5142
2020-12-21,17.5142
2020-12-22,17.5142
2020-12-23,17.5142
2020-12-24,17.5142
2020-12-25,17.5142
2020-12-26,17.5142
2020-12-27,17.5142
2020-12-28,17.5142
2020-12-29,17.5142
2020-12-30,17.5142
2020-12-31,18.7878
2021-01-01,18.7878
2021-01-02,18.7878
2021-01-03,18.7878
2021-01-04,18.7878
2021-01-05,18.7878
2021-01-06,18.7878
2021-01-07,18.7878
2021-01-08,18.7878
2021-01-09,18.7878
2021-01-10,18.7878
2021-01-11,18.7878
2021-01-12,18.7878
2021-01-13,18.7878
2021-01-14,18.7878
2021-01-15,18.7878
2021-01-16,18.7878
2021-01-17,18.7878
2021-01-18,18.7878
2021-01-19,18.7878
2021-01-20,18.7878
2021-01-21,18.7878
2021-01-22,18.7878
2021-01-23,18.7878
2021-01-24,18.7878
2021-01-25,18.7878
2021-01-26,18.7878
2021-01-27,18.7878
2021-01-28,18.7878
2021-01-29,18.7878
2021-01-30,18.7878
2021-01-31,18.7878
2021-02-01,18.7878
2021-02-02,18.7878
2021-02-03,18.7878
2021-02-04,18.7878
2021-02-05,18.7878
2021-02-06,18.7878
2021-02-07,18.7878
2021-02-08,18.7878
2021-02-09,18.7878
2021-02-10,18.7878
2021-02-11,18.7878
2021-02-12,18.7878
2021-02-13,18.7878
2021-02-14,18.7878
2021-02-15,18.7878
2021-02-16,18.7878
2021-02-17,18.7878
2021-02-18,18.7878
2021-02-19,18.7878
2021-02-20,18.7878
2021-02-21,18.7878
2021-02-22,18.7878
2021-02-23,18.7878
2021-02-24,18.7878
2021-02-25,18.7878
2021-02-26,18.7878
2021-02-27,18.7878
2021-02-28,18.7878
2021-03-01,18.7878
2021-03-02,18.7878
2021-03-03,18.7878
2021-03-04,18.7878
2021-03-05,18.7878
2021-03-06,18.7878
2021-03-07,18.7878
2021-03-08,18.7878
2021-03-09,18.7878
2021-03-10,18.7878
2021-03-11,18.7878
2021-03-12,18.7878
2021-03-13,18.7878
2021-03-14,18.7878
2021-03-15,18.7878
2021-03-16,18.7878
2021-03-17,18.7878
2021-03-18,18.7878
2021-03-19,18.7878
2021-03-20,18.7878
2021-03-21,18.7878
2021-03-22,18.7878
2021-03-23,18.7878
2021-03-24,18.7878
2021-03-25,18.7878
2021-03-26,18.7878
2021-03-27,18.7878
2021-03-28,18.7878
2021-03-29,18.7878
2021-03-30,18.7878
2021-03-31,34.9371
2021-04-01,34.9371
