,DAL US Equity
2021-01-18,-146.6375
2021-01-19,-146.6375
2021-01-20,-146.6375
2021-01-21,-146.6375
2021-01-22,-146.6375
2021-01-23,-146.6375
2021-01-24,-146.6375
2021-01-25,-146.6375
2021-01-26,-146.6375
2021-01-27,-146.6375
2021-01-28,-146.6375
2021-01-29,-146.6375
2021-01-30,-146.6375
2021-01-31,-146.6375
2021-02-01,-146.6375
2021-02-02,-146.6375
2021-02-03,-146.6375
2021-02-04,-146.6375
2021-02-05,-146.6375
2021-02-06,-146.6375
2021-02-07,-146.6375
2021-02-08,-146.6375
2021-02-09,-146.6375
2021-02-10,-146.6375
2021-02-11,-146.6375
2021-02-12,-146.6375
2021-02-13,-146.6375
2021-02-14,-146.6375
2021-02-15,-146.6375
2021-02-16,-146.6375
2021-02-17,-146.6375
2021-02-18,-146.6375
2021-02-19,-146.6375
2021-02-20,-146.6375
2021-02-21,-146.6375
2021-02-22,-146.6375
2021-02-23,-146.6375
2021-02-24,-146.6375
2021-02-25,-146.6375
2021-02-26,-146.6375
2021-02-27,-146.6375
2021-02-28,-146.6375
2021-03-01,-146.6375
2021-03-02,-146.6375
2021-03-03,-146.6375
2021-03-04,-146.6375
2021-03-05,-146.6375
2021-03-06,-146.6375
2021-03-07,-146.6375
2021-03-08,-146.6375
2021-03-09,-146.6375
2021-03-10,-146.6375
2021-03-11,-146.6375
2021-03-12,-146.6375
2021-03-13,-146.6375
2021-03-14,-146.6375
2021-03-15,-146.6375
2021-03-16,-146.6375
2021-03-17,-146.6375
2021-03-18,-146.6375
2021-03-19,-146.6375
2021-03-20,-146.6375
2021-03-21,-146.6375
2021-03-22,-146.6375
2021-03-23,-146.6375
2021-03-24,-146.6375
2021-03-25,-146.6375
2021-03-26,-146.6375
2021-03-27,-146.6375
2021-03-28,-146.6375
2021-03-29,-146.6375
2021-03-30,-146.6375
2021-03-31,-176.1612
2021-04-01,-176.1612
2021-04-02,-176.1612
2021-04-03,-176.1612
2021-04-04,-176.1612
2021-04-05,-176.1612
2021-04-06,-176.1612
2021-04-07,-176.1612
2021-04-08,-176.1612
2021-04-09,-176.1612
2021-04-10,-176.1612
2021-04-11,-176.1612
2021-04-12,-176.1612
2021-04-13,-176.1612
2021-04-14,-176.1612
2021-04-15,-176.1612
2021-04-16,-176.1612
2021-04-17,-176.1612
2021-04-18,-176.1612
2021-04-19,-176.1612
2021-04-20,-176.1612
2021-04-21,-176.1612
2021-04-22,-176.1612
2021-04-23,-176.1612
2021-04-24,-176.1612
2021-04-25,-176.1612
2021-04-26,-176.1612
2021-04-27,-176.1612
2021-04-28,-176.1612
2021-04-29,-176.1612
2021-04-30,-176.1612
2021-05-01,-176.1612
2021-05-02,-176.1612
2021-05-03,-176.1612
2021-05-04,-176.1612
2021-05-05,-176.1612
2021-05-06,-176.1612
2021-05-07,-176.1612
2021-05-08,-176.1612
2021-05-09,-176.1612
2021-05-10,-176.1612
2021-05-11,-176.1612
2021-05-12,-176.1612
2021-05-13,-176.1612
2021-05-14,-176.1612
2021-05-15,-176.1612
2021-05-16,-176.1612
2021-05-17,-176.1612
2021-05-18,-176.1612
2021-05-19,-176.1612
2021-05-20,-176.1612
2021-05-21,-176.1612
2021-05-22,-176.1612
2021-05-23,-176.1612
2021-05-24,-176.1612
2021-05-25,-176.1612
2021-05-26,-176.1612
2021-05-27,-176.1612
2021-05-28,-176.1612
2021-05-29,-176.1612
2021-05-30,-176.1612
2021-05-31,-176.1612
2021-06-01,-176.1612
2021-06-02,-176.1612
2021-06-03,-176.1612
2021-06-04,-176.1612
2021-06-05,-176.1612
2021-06-06,-176.1612
2021-06-07,-176.1612
2021-06-08,-176.1612
2021-06-09,-176.1612
2021-06-10,-176.1612
2021-06-11,-176.1612
2021-06-12,-176.1612
2021-06-13,-176.1612
2021-06-14,-176.1612
2021-06-15,-176.1612
2021-06-16,-176.1612
2021-06-17,-176.1612
2021-06-18,-176.1612
2021-06-19,-176.1612
2021-06-20,-176.1612
2021-06-21,-176.1612
2021-06-22,-176.1612
2021-06-23,-176.1612
2021-06-24,-176.1612
2021-06-25,-176.1612
2021-06-26,-176.1612
2021-06-27,-176.1612
2021-06-28,-176.1612
2021-06-29,-176.1612
2021-06-30,-133.5673
2021-07-01,-133.5673
2021-07-02,-133.5673
2021-07-03,-133.5673
2021-07-04,-133.5673
2021-07-05,-133.5673
2021-07-06,-133.5673
2021-07-07,-133.5673
2021-07-08,-133.5673
2021-07-09,-133.5673
2021-07-10,-133.5673
2021-07-11,-133.5673
2021-07-12,-133.5673
2021-07-13,-133.5673
2021-07-14,-133.5673
2021-07-15,-133.5673
2021-07-16,-133.5673
2021-07-17,-133.5673
2021-07-18,-133.5673
2021-07-19,-133.5673
2021-07-20,-133.5673
2021-07-21,-133.5673
2021-07-22,-133.5673
2021-07-23,-133.5673
2021-07-24,-133.5673
2021-07-25,-133.5673
2021-07-26,-133.5673
2021-07-27,-133.5673
2021-07-28,-133.5673
2021-07-29,-133.5673
2021-07-30,-133.5673
2021-07-31,-133.5673
2021-08-01,-133.5673
2021-08-02,-133.5673
2021-08-03,-133.5673
2021-08-04,-133.5673
2021-08-05,-133.5673
2021-08-06,-133.5673
2021-08-07,-133.5673
2021-08-08,-133.5673
2021-08-09,-133.5673
2021-08-10,-133.5673
2021-08-11,-133.5673
2021-08-12,-133.5673
2021-08-13,-133.5673
2021-08-14,-133.5673
2021-08-15,-133.5673
2021-08-16,-133.5673
2021-08-17,-133.5673
2021-08-18,-133.5673
2021-08-19,-133.5673
2021-08-20,-133.5673
2021-08-21,-133.5673
2021-08-22,-133.5673
2021-08-23,-133.5673
2021-08-24,-133.5673
2021-08-25,-133.5673
2021-08-26,-133.5673
2021-08-27,-133.5673
2021-08-28,-133.5673
2021-08-29,-133.5673
2021-08-30,-133.5673
2021-08-31,-133.5673
2021-09-01,-133.5673
2021-09-02,-133.5673
2021-09-03,-133.5673
2021-09-04,-133.5673
2021-09-05,-133.5673
2021-09-06,-133.5673
2021-09-07,-133.5673
2021-09-08,-133.5673
2021-09-09,-133.5673
2021-09-10,-133.5673
2021-09-11,-133.5673
2021-09-12,-133.5673
2021-09-13,-133.5673
2021-09-14,-133.5673
2021-09-15,-133.5673
2021-09-16,-133.5673
2021-09-17,-133.5673
2021-09-18,-133.5673
2021-09-19,-133.5673
2021-09-20,-133.5673
2021-09-21,-133.5673
2021-09-22,-133.5673
2021-09-23,-133.5673
2021-09-24,-133.5673
2021-09-25,-133.5673
2021-09-26,-133.5673
2021-09-27,-133.5673
2021-09-28,-133.5673
2021-09-29,-133.5673
2021-09-30,-2.2807
2021-10-01,-2.2807
2021-10-02,-2.2807
2021-10-03,-2.2807
2021-10-04,-2.2807
2021-10-05,-2.2807
2021-10-06,-2.2807
2021-10-07,-2.2807
2021-10-08,-2.2807
2021-10-09,-2.2807
2021-10-10,-2.2807
2021-10-11,-2.2807
2021-10-12,-2.2807
2021-10-13,-2.2807
2021-10-14,-2.2807
2021-10-15,-2.2807
2021-10-16,-2.2807
2021-10-17,-2.2807
2021-10-18,-2.2807
2021-10-19,-2.2807
2021-10-20,-2.2807
2021-10-21,-2.2807
2021-10-22,-2.2807
2021-10-23,-2.2807
2021-10-24,-2.2807
2021-10-25,-2.2807
2021-10-26,-2.2807
2021-10-27,-2.2807
2021-10-28,-2.2807
2021-10-29,-2.2807
2021-10-30,-2.2807
2021-10-31,-2.2807
2021-11-01,-2.2807
2021-11-02,-2.2807
2021-11-03,-2.2807
2021-11-04,-2.2807
2021-11-05,-2.2807
2021-11-06,-2.2807
2021-11-07,-2.2807
2021-11-08,-2.2807
2021-11-09,-2.2807
2021-11-10,-2.2807
2021-11-11,-2.2807
2021-11-12,-2.2807
2021-11-13,-2.2807
2021-11-14,-2.2807
2021-11-15,-2.2807
2021-11-16,-2.2807
2021-11-17,-2.2807
2021-11-18,-2.2807
2021-11-19,-2.2807
2021-11-20,-2.2807
2021-11-21,-2.2807
2021-11-22,-2.2807
2021-11-23,-2.2807
2021-11-24,-2.2807
2021-11-25,-2.2807
2021-11-26,-2.2807
2021-11-27,-2.2807
2021-11-28,-2.2807
2021-11-29,-2.2807
2021-11-30,-2.2807
2021-12-01,-2.2807
2021-12-02,-2.2807
2021-12-03,-2.2807
2021-12-04,-2.2807
2021-12-05,-2.2807
2021-12-06,-2.2807
2021-12-07,-2.2807
2021-12-08,-2.2807
2021-12-09,-2.2807
2021-12-10,-2.2807
2021-12-11,-2.2807
2021-12-12,-2.2807
2021-12-13,-2.2807
2021-12-14,-2.2807
2021-12-15,-2.2807
2021-12-16,-2.2807
2021-12-17,-2.2807
2021-12-18,-2.2807
2021-12-19,-2.2807
2021-12-20,-2.2807
2021-12-21,-2.2807
2021-12-22,-2.2807
2021-12-23,-2.2807
2021-12-24,-2.2807
2021-12-25,-2.2807
2021-12-26,-2.2807
2021-12-27,-2.2807
2021-12-28,-2.2807
2021-12-29,-2.2807
2021-12-30,-2.2807
2021-12-31,10.2933
2022-01-01,10.2933
2022-01-02,10.2933
2022-01-03,10.2933
2022-01-04,10.2933
2022-01-05,10.2933
2022-01-06,10.2933
2022-01-07,10.2933
2022-01-08,10.2933
2022-01-09,10.2933
2022-01-10,10.2933
2022-01-11,10.2933
2022-01-12,10.2933
2022-01-13,10.2933
2022-01-14,10.2933
2022-01-15,10.2933
2022-01-16,10.2933
2022-01-17,10.2933
2022-01-18,10.2933
2022-01-19,10.2933
2022-01-20,10.2933
2022-01-21,10.2933
2022-01-22,10.2933
2022-01-23,10.2933
2022-01-24,10.2933
2022-01-25,10.2933
2022-01-26,10.2933
2022-01-27,10.2933
2022-01-28,10.2933
2022-01-29,10.2933
2022-01-30,10.2933
2022-01-31,10.2933
2022-02-01,10.2933
2022-02-02,10.2933
2022-02-03,10.2933
2022-02-04,10.2933
2022-02-05,10.2933
2022-02-06,10.2933
2022-02-07,10.2933
2022-02-08,10.2933
2022-02-09,10.2933
2022-02-10,10.2933
2022-02-11,10.2933
2022-02-12,10.2933
2022-02-13,10.2933
2022-02-14,10.2933
2022-02-15,10.2933
2022-02-16,10.2933
2022-02-17,10.2933
2022-02-18,10.2933
2022-02-19,10.2933
2022-02-20,10.2933
2022-02-21,10.2933
2022-02-22,10.2933
2022-02-23,10.2933
2022-02-24,10.2933
2022-02-25,10.2933
2022-02-26,10.2933
2022-02-27,10.2933
2022-02-28,10.2933
2022-03-01,10.2933
2022-03-02,10.2933
2022-03-03,10.2933
2022-03-04,10.2933
2022-03-05,10.2933
2022-03-06,10.2933
2022-03-07,10.2933
2022-03-08,10.2933
2022-03-09,10.2933
2022-03-10,10.2933
2022-03-11,10.2933
2022-03-12,10.2933
2022-03-13,10.2933
2022-03-14,10.2933
2022-03-15,10.2933
2022-03-16,10.2933
2022-03-17,10.2933
2022-03-18,10.2933
2022-03-19,10.2933
2022-03-20,10.2933
2022-03-21,10.2933
2022-03-22,10.2933
2022-03-23,10.2933
2022-03-24,10.2933
2022-03-25,10.2933
2022-03-26,10.2933
2022-03-27,10.2933
2022-03-28,10.2933
2022-03-29,10.2933
2022-03-30,10.2933
2022-03-31,29.7149
2022-04-01,29.7149
2022-04-02,29.7149
2022-04-03,29.7149
2022-04-04,29.7149
2022-04-05,29.7149
2022-04-06,29.7149
2022-04-07,29.7149
2022-04-08,29.7149
2022-04-09,29.7149
2022-04-10,29.7149
2022-04-11,29.7149
2022-04-12,29.7149
2022-04-13,29.7149
2022-04-14,29.7149
2022-04-15,29.7149
2022-04-16,29.7149
2022-04-17,29.7149
2022-04-18,29.7149
2022-04-19,29.7149
2022-04-20,29.7149
2022-04-21,29.7149
2022-04-22,29.7149
2022-04-23,29.7149
2022-04-24,29.7149
2022-04-25,29.7149
2022-04-26,29.7149
2022-04-27,29.7149
2022-04-28,29.7149
2022-04-29,29.7149
2022-04-30,29.7149
2022-05-01,29.7149
2022-05-02,29.7149
2022-05-03,29.7149
2022-05-04,29.7149
2022-05-05,29.7149
2022-05-06,29.7149
2022-05-07,29.7149
2022-05-08,29.7149
2022-05-09,29.7149
2022-05-10,29.7149
2022-05-11,29.7149
2022-05-12,29.7149
2022-05-13,29.7149
2022-05-14,29.7149
2022-05-15,29.7149
2022-05-16,29.7149
2022-05-17,29.7149
2022-05-18,29.7149
2022-05-19,29.7149
2022-05-20,29.7149
2022-05-21,29.7149
2022-05-22,29.7149
2022-05-23,29.7149
2022-05-24,29.7149
2022-05-25,29.7149
2022-05-26,29.7149
2022-05-27,29.7149
2022-05-28,29.7149
2022-05-29,29.7149
2022-05-30,29.7149
2022-05-31,29.7149
2022-06-01,29.7149
2022-06-02,29.7149
2022-06-03,29.7149
2022-06-04,29.7149
2022-06-05,29.7149
2022-06-06,29.7149
2022-06-07,29.7149
2022-06-08,29.7149
2022-06-09,29.7149
2022-06-10,29.7149
2022-06-11,29.7149
2022-06-12,29.7149
2022-06-13,29.7149
2022-06-14,29.7149
2022-06-15,29.7149
2022-06-16,29.7149
2022-06-17,29.7149
2022-06-18,29.7149
2022-06-19,29.7149
2022-06-20,29.7149
2022-06-21,29.7149
2022-06-22,29.7149
2022-06-23,29.7149
2022-06-24,29.7149
2022-06-25,29.7149
2022-06-26,29.7149
2022-06-27,29.7149
2022-06-28,29.7149
2022-06-29,29.7149
2022-06-30,23.5271
2022-07-01,23.5271
2022-07-02,23.5271
2022-07-03,23.5271
2022-07-04,23.5271
2022-07-05,23.5271
2022-07-06,23.5271
2022-07-07,23.5271
2022-07-08,23.5271
2022-07-09,23.5271
2022-07-10,23.5271
2022-07-11,23.5271
2022-07-12,23.5271
2022-07-13,23.5271
2022-07-14,23.5271
2022-07-15,23.5271
2022-07-16,23.5271
2022-07-17,23.5271
2022-07-18,23.5271
2022-07-19,23.5271
2022-07-20,23.5271
2022-07-21,23.5271
2022-07-22,23.5271
2022-07-23,23.5271
2022-07-24,23.5271
2022-07-25,23.5271
2022-07-26,23.5271
2022-07-27,23.5271
2022-07-28,23.5271
2022-07-29,23.5271
2022-07-30,23.5271
2022-07-31,23.5271
2022-08-01,23.5271
2022-08-02,23.5271
2022-08-03,23.5271
2022-08-04,23.5271
2022-08-05,23.5271
2022-08-06,23.5271
2022-08-07,23.5271
2022-08-08,23.5271
2022-08-09,23.5271
2022-08-10,23.5271
2022-08-11,23.5271
2022-08-12,23.5271
2022-08-13,23.5271
2022-08-14,23.5271
2022-08-15,23.5271
2022-08-16,23.5271
2022-08-17,23.5271
2022-08-18,23.5271
2022-08-19,23.5271
2022-08-20,23.5271
2022-08-21,23.5271
2022-08-22,23.5271
2022-08-23,23.5271
2022-08-24,23.5271
2022-08-25,23.5271
2022-08-26,23.5271
2022-08-27,23.5271
2022-08-28,23.5271
2022-08-29,23.5271
2022-08-30,23.5271
2022-08-31,23.5271
2022-09-01,23.5271
2022-09-02,23.5271
2022-09-03,23.5271
2022-09-04,23.5271
2022-09-05,23.5271
2022-09-06,23.5271
2022-09-07,23.5271
2022-09-08,23.5271
2022-09-09,23.5271
2022-09-10,23.5271
2022-09-11,23.5271
2022-09-12,23.5271
2022-09-13,23.5271
2022-09-14,23.5271
2022-09-15,23.5271
2022-09-16,23.5271
2022-09-17,23.5271
2022-09-18,23.5271
2022-09-19,23.5271
2022-09-20,23.5271
2022-09-21,23.5271
2022-09-22,23.5271
2022-09-23,23.5271
2022-09-24,23.5271
2022-09-25,23.5271
2022-09-26,23.5271
2022-09-27,23.5271
2022-09-28,23.5271
2022-09-29,23.5271
2022-09-30,2.279
2022-10-01,2.279
2022-10-02,2.279
2022-10-03,2.279
2022-10-04,2.279
2022-10-05,2.279
2022-10-06,2.279
2022-10-07,2.279
2022-10-08,2.279
2022-10-09,2.279
2022-10-10,2.279
2022-10-11,2.279
2022-10-12,2.279
2022-10-13,2.279
2022-10-14,2.279
2022-10-15,2.279
2022-10-16,2.279
2022-10-17,2.279
2022-10-18,2.279
2022-10-19,2.279
2022-10-20,2.279
2022-10-21,2.279
2022-10-22,2.279
2022-10-23,2.279
2022-10-24,2.279
2022-10-25,2.279
2022-10-26,2.279
2022-10-27,2.279
2022-10-28,2.279
2022-10-29,2.279
2022-10-30,2.279
2022-10-31,2.279
2022-11-01,2.279
2022-11-02,2.279
2022-11-03,2.279
2022-11-04,2.279
2022-11-05,2.279
2022-11-06,2.279
2022-11-07,2.279
2022-11-08,2.279
2022-11-09,2.279
2022-11-10,2.279
2022-11-11,2.279
2022-11-12,2.279
2022-11-13,2.279
2022-11-14,2.279
2022-11-15,2.279
2022-11-16,2.279
2022-11-17,2.279
2022-11-18,2.279
2022-11-19,2.279
2022-11-20,2.279
2022-11-21,2.279
2022-11-22,2.279
2022-11-23,2.279
2022-11-24,2.279
2022-11-25,2.279
2022-11-26,2.279
2022-11-27,2.279
2022-11-28,2.279
2022-11-29,2.279
2022-11-30,2.279
2022-12-01,2.279
2022-12-02,2.279
2022-12-03,2.279
2022-12-04,2.279
2022-12-05,2.279
2022-12-06,2.279
2022-12-07,2.279
2022-12-08,2.279
2022-12-09,2.279
2022-12-10,2.279
2022-12-11,2.279
2022-12-12,2.279
2022-12-13,2.279
2022-12-14,2.279
2022-12-15,2.279
2022-12-16,2.279
2022-12-17,2.279
2022-12-18,2.279
2022-12-19,2.279
2022-12-20,2.279
2022-12-21,2.279
2022-12-22,2.279
2022-12-23,2.279
2022-12-24,2.279
2022-12-25,2.279
2022-12-26,2.279
2022-12-27,2.279
2022-12-28,2.279
2022-12-29,2.279
2022-12-30,2.279
2022-12-31,25.1791
2023-01-01,25.1791
2023-01-02,25.1791
2023-01-03,25.1791
2023-01-04,25.1791
2023-01-05,25.1791
2023-01-06,25.1791
2023-01-07,25.1791
2023-01-08,25.1791
2023-01-09,25.1791
2023-01-10,25.1791
2023-01-11,25.1791
2023-01-12,25.1791
2023-01-13,25.1791
2023-01-14,25.1791
2023-01-15,25.1791
2023-01-16,25.1791
2023-01-17,25.1791
2023-01-18,25.1791
2023-01-19,25.1791
2023-01-20,25.1791
2023-01-21,25.1791
2023-01-22,25.1791
2023-01-23,25.1791
2023-01-24,25.1791
2023-01-25,25.1791
2023-01-26,25.1791
2023-01-27,25.1791
2023-01-28,25.1791
2023-01-29,25.1791
2023-01-30,25.1791
