,INGR US Equity
,RETURN_COM_EQY
2020-01-01,16.1707
2020-01-02,16.1707
2020-01-03,16.1707
2020-01-04,16.1707
2020-01-05,16.1707
2020-01-06,16.1707
2020-01-07,16.1707
2020-01-08,16.1707
2020-01-09,16.1707
2020-01-10,16.1707
2020-01-11,16.1707
2020-01-12,16.1707
2020-01-13,16.1707
2020-01-14,16.1707
2020-01-15,16.1707
2020-01-16,16.1707
2020-01-17,16.1707
2020-01-18,16.1707
2020-01-19,16.1707
2020-01-20,16.1707
2020-01-21,16.1707
2020-01-22,16.1707
2020-01-23,16.1707
2020-01-24,16.1707
2020-01-25,16.1707
2020-01-26,16.1707
2020-01-27,16.1707
2020-01-28,16.1707
2020-01-29,16.1707
2020-01-30,16.1707
2020-01-31,16.1707
2020-02-01,16.1707
2020-02-02,16.1707
2020-02-03,16.1707
2020-02-04,16.1707
2020-02-05,16.1707
2020-02-06,16.1707
2020-02-07,16.1707
2020-02-08,16.1707
2020-02-09,16.1707
2020-02-10,16.1707
2020-02-11,16.1707
2020-02-12,16.1707
2020-02-13,16.1707
2020-02-14,16.1707
2020-02-15,16.1707
2020-02-16,16.1707
2020-02-17,16.1707
2020-02-18,16.1707
2020-02-19,16.1707
2020-02-20,16.1707
2020-02-21,16.1707
2020-02-22,16.1707
2020-02-23,16.1707
2020-02-24,16.1707
2020-02-25,16.1707
2020-02-26,16.1707
2020-02-27,16.1707
2020-02-28,16.1707
2020-02-29,16.1707
2020-03-01,16.1707
2020-03-02,16.1707
2020-03-03,16.1707
2020-03-04,16.1707
2020-03-05,16.1707
2020-03-06,16.1707
2020-03-07,16.1707
2020-03-08,16.1707
2020-03-09,16.1707
2020-03-10,16.1707
2020-03-11,16.1707
2020-03-12,16.1707
2020-03-13,16.1707
2020-03-14,16.1707
2020-03-15,16.1707
2020-03-16,16.1707
2020-03-17,16.1707
2020-03-18,16.1707
2020-03-19,16.1707
2020-03-20,16.1707
2020-03-21,16.1707
2020-03-22,16.1707
2020-03-23,16.1707
2020-03-24,16.1707
2020-03-25,16.1707
2020-03-26,16.1707
2020-03-27,16.1707
2020-03-28,16.1707
2020-03-29,16.1707
2020-03-30,16.1707
2020-03-31,15.0709
2020-04-01,15.0709
2020-04-02,15.0709
2020-04-03,15.0709
2020-04-04,15.0709
2020-04-05,15.0709
2020-04-06,15.0709
2020-04-07,15.0709
2020-04-08,15.0709
2020-04-09,15.0709
2020-04-10,15.0709
2020-04-11,15.0709
2020-04-12,15.0709
2020-04-13,15.0709
2020-04-14,15.0709
2020-04-15,15.0709
2020-04-16,15.0709
2020-04-17,15.0709
2020-04-18,15.0709
2020-04-19,15.0709
2020-04-20,15.0709
2020-04-21,15.0709
2020-04-22,15.0709
2020-04-23,15.0709
2020-04-24,15.0709
2020-04-25,15.0709
2020-04-26,15.0709
2020-04-27,15.0709
2020-04-28,15.0709
2020-04-29,15.0709
2020-04-30,15.0709
2020-05-01,15.0709
2020-05-02,15.0709
2020-05-03,15.0709
2020-05-04,15.0709
2020-05-05,15.0709
2020-05-06,15.0709
2020-05-07,15.0709
2020-05-08,15.0709
2020-05-09,15.0709
2020-05-10,15.0709
2020-05-11,15.0709
2020-05-12,15.0709
2020-05-13,15.0709
2020-05-14,15.0709
2020-05-15,15.0709
2020-05-16,15.0709
2020-05-17,15.0709
2020-05-18,15.0709
2020-05-19,15.0709
2020-05-20,15.0709
2020-05-21,15.0709
2020-05-22,15.0709
2020-05-23,15.0709
2020-05-24,15.0709
2020-05-25,15.0709
2020-05-26,15.0709
2020-05-27,15.0709
2020-05-28,15.0709
2020-05-29,15.0709
2020-05-30,15.0709
2020-05-31,15.0709
2020-06-01,15.0709
2020-06-02,15.0709
2020-06-03,15.0709
2020-06-04,15.0709
2020-06-05,15.0709
2020-06-06,15.0709
2020-06-07,15.0709
2020-06-08,15.0709
2020-06-09,15.0709
2020-06-10,15.0709
2020-06-11,15.0709
2020-06-12,15.0709
2020-06-13,15.0709
2020-06-14,15.0709
2020-06-15,15.0709
2020-06-16,15.0709
2020-06-17,15.0709
2020-06-18,15.0709
2020-06-19,15.0709
2020-06-20,15.0709
2020-06-21,15.0709
2020-06-22,15.0709
2020-06-23,15.0709
2020-06-24,15.0709
2020-06-25,15.0709
2020-06-26,15.0709
2020-06-27,15.0709
2020-06-28,15.0709
2020-06-29,15.0709
2020-06-30,13.3155
2020-07-01,13.3155
2020-07-02,13.3155
2020-07-03,13.3155
2020-07-04,13.3155
2020-07-05,13.3155
2020-07-06,13.3155
2020-07-07,13.3155
2020-07-08,13.3155
2020-07-09,13.3155
2020-07-10,13.3155
2020-07-11,13.3155
2020-07-12,13.3155
2020-07-13,13.3155
2020-07-14,13.3155
2020-07-15,13.3155
2020-07-16,13.3155
2020-07-17,13.3155
2020-07-18,13.3155
2020-07-19,13.3155
2020-07-20,13.3155
2020-07-21,13.3155
2020-07-22,13.3155
2020-07-23,13.3155
2020-07-24,13.3155
2020-07-25,13.3155
2020-07-26,13.3155
2020-07-27,13.3155
2020-07-28,13.3155
2020-07-29,13.3155
2020-07-30,13.3155
2020-07-31,13.3155
2020-08-01,13.3155
2020-08-02,13.3155
2020-08-03,13.3155
2020-08-04,13.3155
2020-08-05,13.3155
2020-08-06,13.3155
2020-08-07,13.3155
2020-08-08,13.3155
2020-08-09,13.3155
2020-08-10,13.3155
2020-08-11,13.3155
2020-08-12,13.3155
2020-08-13,13.3155
2020-08-14,13.3155
2020-08-15,13.3155
2020-08-16,13.3155
2020-08-17,13.3155
2020-08-18,13.3155
2020-08-19,13.3155
2020-08-20,13.3155
2020-08-21,13.3155
2020-08-22,13.3155
2020-08-23,13.3155
2020-08-24,13.3155
2020-08-25,13.3155
2020-08-26,13.3155
2020-08-27,13.3155
2020-08-28,13.3155
2020-08-29,13.3155
2020-08-30,13.3155
2020-08-31,13.3155
2020-09-01,13.3155
2020-09-02,13.3155
2020-09-03,13.3155
2020-09-04,13.3155
2020-09-05,13.3155
2020-09-06,13.3155
2020-09-07,13.3155
2020-09-08,13.3155
2020-09-09,13.3155
2020-09-10,13.3155
2020-09-11,13.3155
2020-09-12,13.3155
2020-09-13,13.3155
2020-09-14,13.3155
2020-09-15,13.3155
2020-09-16,13.3155
2020-09-17,13.3155
2020-09-18,13.3155
2020-09-19,13.3155
2020-09-20,13.3155
2020-09-21,13.3155
2020-09-22,13.3155
2020-09-23,13.3155
2020-09-24,13.3155
2020-09-25,13.3155
2020-09-26,13.3155
2020-09-27,13.3155
2020-09-28,13.3155
2020-09-29,13.3155
2020-09-30,12.8162
2020-10-01,12.8162
2020-10-02,12.8162
2020-10-03,12.8162
2020-10-04,12.8162
2020-10-05,12.8162
2020-10-06,12.8162
2020-10-07,12.8162
2020-10-08,12.8162
2020-10-09,12.8162
2020-10-10,12.8162
2020-10-11,12.8162
2020-10-12,12.8162
2020-10-13,12.8162
2020-10-14,12.8162
2020-10-15,12.8162
2020-10-16,12.8162
2020-10-17,12.8162
2020-10-18,12.8162
2020-10-19,12.8162
2020-10-20,12.8162
2020-10-21,12.8162
2020-10-22,12.8162
2020-10-23,12.8162
2020-10-24,12.8162
2020-10-25,12.8162
2020-10-26,12.8162
2020-10-27,12.8162
2020-10-28,12.8162
2020-10-29,12.8162
2020-10-30,12.8162
2020-10-31,12.8162
2020-11-01,12.8162
2020-11-02,12.8162
2020-11-03,12.8162
2020-11-04,12.8162
2020-11-05,12.8162
2020-11-06,12.8162
2020-11-07,12.8162
2020-11-08,12.8162
2020-11-09,12.8162
2020-11-10,12.8162
2020-11-11,12.8162
2020-11-12,12.8162
2020-11-13,12.8162
2020-11-14,12.8162
2020-11-15,12.8162
2020-11-16,12.8162
2020-11-17,12.8162
2020-11-18,12.8162
2020-11-19,12.8162
2020-11-20,12.8162
2020-11-21,12.8162
2020-11-22,12.8162
2020-11-23,12.8162
2020-11-24,12.8162
2020-11-25,12.8162
2020-11-26,12.8162
2020-11-27,12.8162
2020-11-28,12.8162
2020-11-29,12.8162
2020-11-30,12.8162
2020-12-01,12.8162
2020-12-02,12.8162
2020-12-03,12.8162
2020-12-04,12.8162
2020-12-05,12.8162
2020-12-06,12.8162
2020-12-07,12.8162
2020-12-08,12.8162
2020-12-09,12.8162
2020-12-10,12.8162
2020-12-11,12.8162
2020-12-12,12.8162
2020-12-13,12.8162
2020-12-14,12.8162
2020-12-15,12.8162
2020-12-16,12.8162
2020-12-17,12.8162
2020-12-18,12.8162
2020-12-19,12.8162
2020-12-20,12.8162
2020-12-21,12.8162
2020-12-22,12.8162
2020-12-23,12.8162
2020-12-24,12.8162
2020-12-25,12.8162
2020-12-26,12.8162
2020-12-27,12.8162
2020-12-28,12.8162
2020-12-29,12.8162
2020-12-30,12.8162
2020-12-31,12.2084
2021-01-01,12.2084
2021-01-02,12.2084
2021-01-03,12.2084
2021-01-04,12.2084
2021-01-05,12.2084
2021-01-06,12.2084
2021-01-07,12.2084
2021-01-08,12.2084
2021-01-09,12.2084
2021-01-10,12.2084
2021-01-11,12.2084
2021-01-12,12.2084
2021-01-13,12.2084
2021-01-14,12.2084
2021-01-15,12.2084
2021-01-16,12.2084
2021-01-17,12.2084
2021-01-18,12.2084
2021-01-19,12.2084
2021-01-20,12.2084
2021-01-21,12.2084
2021-01-22,12.2084
2021-01-23,12.2084
2021-01-24,12.2084
2021-01-25,12.2084
2021-01-26,12.2084
2021-01-27,12.2084
2021-01-28,12.2084
2021-01-29,12.2084
2021-01-30,12.2084
2021-01-31,12.2084
2021-02-01,12.2084
2021-02-02,12.2084
2021-02-03,12.2084
2021-02-04,12.2084
2021-02-05,12.2084
2021-02-06,12.2084
2021-02-07,12.2084
2021-02-08,12.2084
2021-02-09,12.2084
2021-02-10,12.2084
2021-02-11,12.2084
2021-02-12,12.2084
2021-02-13,12.2084
2021-02-14,12.2084
2021-02-15,12.2084
2021-02-16,12.2084
2021-02-17,12.2084
2021-02-18,12.2084
2021-02-19,12.2084
2021-02-20,12.2084
2021-02-21,12.2084
2021-02-22,12.2084
2021-02-23,12.2084
2021-02-24,12.2084
2021-02-25,12.2084
2021-02-26,12.2084
2021-02-27,12.2084
2021-02-28,12.2084
2021-03-01,12.2084
2021-03-02,12.2084
2021-03-03,12.2084
2021-03-04,12.2084
2021-03-05,12.2084
2021-03-06,12.2084
2021-03-07,12.2084
2021-03-08,12.2084
2021-03-09,12.2084
2021-03-10,12.2084
2021-03-11,12.2084
2021-03-12,12.2084
2021-03-13,12.2084
2021-03-14,12.2084
2021-03-15,12.2084
2021-03-16,12.2084
2021-03-17,12.2084
2021-03-18,12.2084
2021-03-19,12.2084
2021-03-20,12.2084
2021-03-21,12.2084
2021-03-22,12.2084
2021-03-23,12.2084
2021-03-24,12.2084
2021-03-25,12.2084
2021-03-26,12.2084
2021-03-27,12.2084
2021-03-28,12.2084
2021-03-29,12.2084
2021-03-30,12.2084
2021-03-31,1.0258
2021-04-01,1.0258
2021-04-02,1.0258
2021-04-03,1.0258
2021-04-04,1.0258
2021-04-05,1.0258
2021-04-06,1.0258
2021-04-07,1.0258
2021-04-08,1.0258
2021-04-09,1.0258
2021-04-10,1.0258
2021-04-11,1.0258
2021-04-12,1.0258
2021-04-13,1.0258
2021-04-14,1.0258
2021-04-15,1.0258
2021-04-16,1.0258
2021-04-17,1.0258
2021-04-18,1.0258
2021-04-19,1.0258
2021-04-20,1.0258
2021-04-21,1.0258
2021-04-22,1.0258
2021-04-23,1.0258
2021-04-24,1.0258
2021-04-25,1.0258
2021-04-26,1.0258
2021-04-27,1.0258
2021-04-28,1.0258
2021-04-29,1.0258
2021-04-30,1.0258
2021-05-01,1.0258
2021-05-02,1.0258
2021-05-03,1.0258
2021-05-04,1.0258
2021-05-05,1.0258
2021-05-06,1.0258
2021-05-07,1.0258
2021-05-08,1.0258
2021-05-09,1.0258
2021-05-10,1.0258
2021-05-11,1.0258
2021-05-12,1.0258
2021-05-13,1.0258
2021-05-14,1.0258
2021-05-15,1.0258
2021-05-16,1.0258
2021-05-17,1.0258
2021-05-18,1.0258
2021-05-19,1.0258
2021-05-20,1.0258
2021-05-21,1.0258
2021-05-22,1.0258
2021-05-23,1.0258
2021-05-24,1.0258
2021-05-25,1.0258
2021-05-26,1.0258
2021-05-27,1.0258
2021-05-28,1.0258
2021-05-29,1.0258
2021-05-30,1.0258
2021-05-31,1.0258
