,INGR US Equity
2021-06-01,1.0258
2021-06-02,1.0258
2021-06-03,1.0258
2021-06-04,1.0258
2021-06-05,1.0258
2021-06-06,1.0258
2021-06-07,1.0258
2021-06-08,1.0258
2021-06-09,1.0258
2021-06-10,1.0258
2021-06-11,1.0258
2021-06-12,1.0258
2021-06-13,1.0258
2021-06-14,1.0258
2021-06-15,1.0258
2021-06-16,1.0258
2021-06-17,1.0258
2021-06-18,1.0258
2021-06-19,1.0258
2021-06-20,1.0258
2021-06-21,1.0258
2021-06-22,1.0258
2021-06-23,1.0258
2021-06-24,1.0258
2021-06-25,1.0258
2021-06-26,1.0258
2021-06-27,1.0258
2021-06-28,1.0258
2021-06-29,1.0258
2021-06-30,5.0582
2021-07-01,5.0582
2021-07-02,5.0582
2021-07-03,5.0582
2021-07-04,5.0582
2021-07-05,5.0582
2021-07-06,5.0582
2021-07-07,5.0582
2021-07-08,5.0582
2021-07-09,5.0582
2021-07-10,5.0582
2021-07-11,5.0582
2021-07-12,5.0582
2021-07-13,5.0582
2021-07-14,5.0582
2021-07-15,5.0582
2021-07-16,5.0582
2021-07-17,5.0582
2021-07-18,5.0582
2021-07-19,5.0582
2021-07-20,5.0582
2021-07-21,5.0582
2021-07-22,5.0582
2021-07-23,5.0582
2021-07-24,5.0582
2021-07-25,5.0582
2021-07-26,5.0582
2021-07-27,5.0582
2021-07-28,5.0582
2021-07-29,5.0582
2021-07-30,5.0582
2021-07-31,5.0582
2021-08-01,5.0582
2021-08-02,5.0582
2021-08-03,5.0582
2021-08-04,5.0582
2021-08-05,5.0582
2021-08-06,5.0582
2021-08-07,5.0582
2021-08-08,5.0582
2021-08-09,5.0582
2021-08-10,5.0582
2021-08-11,5.0582
2021-08-12,5.0582
2021-08-13,5.0582
2021-08-14,5.0582
2021-08-15,5.0582
2021-08-16,5.0582
2021-08-17,5.0582
2021-08-18,5.0582
2021-08-19,5.0582
2021-08-20,5.0582
2021-08-21,5.0582
2021-08-22,5.0582
2021-08-23,5.0582
2021-08-24,5.0582
2021-08-25,5.0582
2021-08-26,5.0582
2021-08-27,5.0582
2021-08-28,5.0582
2021-08-29,5.0582
2021-08-30,5.0582
2021-08-31,5.0582
2021-09-01,5.0582
2021-09-02,5.0582
2021-09-03,5.0582
2021-09-04,5.0582
2021-09-05,5.0582
2021-09-06,5.0582
2021-09-07,5.0582
2021-09-08,5.0582
2021-09-09,5.0582
2021-09-10,5.0582
2021-09-11,5.0582
2021-09-12,5.0582
2021-09-13,5.0582
2021-09-14,5.0582
2021-09-15,5.0582
2021-09-16,5.0582
2021-09-17,5.0582
2021-09-18,5.0582
2021-09-19,5.0582
2021-09-20,5.0582
2021-09-21,5.0582
2021-09-22,5.0582
2021-09-23,5.0582
2021-09-24,5.0582
2021-09-25,5.0582
2021-09-26,5.0582
2021-09-27,5.0582
2021-09-28,5.0582
2021-09-29,5.0582
2021-09-30,5.6314
2021-10-01,5.6314
2021-10-02,5.6314
2021-10-03,5.6314
2021-10-04,5.6314
2021-10-05,5.6314
2021-10-06,5.6314
2021-10-07,5.6314
2021-10-08,5.6314
2021-10-09,5.6314
2021-10-10,5.6314
2021-10-11,5.6314
2021-10-12,5.6314
2021-10-13,5.6314
2021-10-14,5.6314
2021-10-15,5.6314
2021-10-16,5.6314
2021-10-17,5.6314
2021-10-18,5.6314
2021-10-19,5.6314
2021-10-20,5.6314
2021-10-21,5.6314
2021-10-22,5.6314
2021-10-23,5.6314
2021-10-24,5.6314
2021-10-25,5.6314
2021-10-26,5.6314
2021-10-27,5.6314
2021-10-28,5.6314
2021-10-29,5.6314
2021-10-30,5.6314
2021-10-31,5.6314
2021-11-01,5.6314
2021-11-02,5.6314
2021-11-03,5.6314
2021-11-04,5.6314
2021-11-05,5.6314
2021-11-06,5.6314
2021-11-07,5.6314
2021-11-08,5.6314
2021-11-09,5.6314
2021-11-10,5.6314
2021-11-11,5.6314
2021-11-12,5.6314
2021-11-13,5.6314
2021-11-14,5.6314
2021-11-15,5.6314
2021-11-16,5.6314
2021-11-17,5.6314
2021-11-18,5.6314
2021-11-19,5.6314
2021-11-20,5.6314
2021-11-21,5.6314
2021-11-22,5.6314
2021-11-23,5.6314
2021-11-24,5.6314
2021-11-25,5.6314
2021-11-26,5.6314
2021-11-27,5.6314
2021-11-28,5.6314
2021-11-29,5.6314
2021-11-30,5.6314
2021-12-01,5.6314
2021-12-02,5.6314
2021-12-03,5.6314
2021-12-04,5.6314
2021-12-05,5.6314
2021-12-06,5.6314
2021-12-07,5.6314
2021-12-08,5.6314
2021-12-09,5.6314
2021-12-10,5.6314
2021-12-11,5.6314
2021-12-12,5.6314
2021-12-13,5.6314
2021-12-14,5.6314
2021-12-15,5.6314
2021-12-16,5.6314
2021-12-17,5.6314
2021-12-18,5.6314
2021-12-19,5.6314
2021-12-20,5.6314
2021-12-21,5.6314
2021-12-22,5.6314
2021-12-23,5.6314
2021-12-24,5.6314
2021-12-25,5.6314
2021-12-26,5.6314
2021-12-27,5.6314
2021-12-28,5.6314
2021-12-29,5.6314
2021-12-30,5.6314
2021-12-31,3.8254
2022-01-01,3.8254
2022-01-02,3.8254
2022-01-03,3.8254
2022-01-04,3.8254
2022-01-05,3.8254
2022-01-06,3.8254
2022-01-07,3.8254
2022-01-08,3.8254
2022-01-09,3.8254
2022-01-10,3.8254
2022-01-11,3.8254
2022-01-12,3.8254
2022-01-13,3.8254
2022-01-14,3.8254
2022-01-15,3.8254
2022-01-16,3.8254
2022-01-17,3.8254
2022-01-18,3.8254
2022-01-19,3.8254
2022-01-20,3.8254
2022-01-21,3.8254
2022-01-22,3.8254
2022-01-23,3.8254
2022-01-24,3.8254
2022-01-25,3.8254
2022-01-26,3.8254
2022-01-27,3.8254
2022-01-28,3.8254
2022-01-29,3.8254
2022-01-30,3.8254
2022-01-31,3.8254
2022-02-01,3.8254
2022-02-02,3.8254
2022-02-03,3.8254
2022-02-04,3.8254
2022-02-05,3.8254
2022-02-06,3.8254
2022-02-07,3.8254
2022-02-08,3.8254
2022-02-09,3.8254
2022-02-10,3.8254
2022-02-11,3.8254
2022-02-12,3.8254
2022-02-13,3.8254
2022-02-14,3.8254
2022-02-15,3.8254
2022-02-16,3.8254
2022-02-17,3.8254
2022-02-18,3.8254
2022-02-19,3.8254
2022-02-20,3.8254
2022-02-21,3.8254
2022-02-22,3.8254
2022-02-23,3.8254
2022-02-24,3.8254
2022-02-25,3.8254
2022-02-26,3.8254
2022-02-27,3.8254
2022-02-28,3.8254
2022-03-01,3.8254
2022-03-02,3.8254
2022-03-03,3.8254
2022-03-04,3.8254
2022-03-05,3.8254
2022-03-06,3.8254
2022-03-07,3.8254
2022-03-08,3.8254
2022-03-09,3.8254
2022-03-10,3.8254
2022-03-11,3.8254
2022-03-12,3.8254
2022-03-13,3.8254
2022-03-14,3.8254
2022-03-15,3.8254
2022-03-16,3.8254
2022-03-17,3.8254
2022-03-18,3.8254
2022-03-19,3.8254
2022-03-20,3.8254
2022-03-21,3.8254
2022-03-22,3.8254
2022-03-23,3.8254
2022-03-24,3.8254
2022-03-25,3.8254
2022-03-26,3.8254
2022-03-27,3.8254
2022-03-28,3.8254
2022-03-29,3.8254
2022-03-30,3.8254
2022-03-31,16.4828
2022-04-01,16.4828
2022-04-02,16.4828
2022-04-03,16.4828
2022-04-04,16.4828
2022-04-05,16.4828
2022-04-06,16.4828
2022-04-07,16.4828
2022-04-08,16.4828
2022-04-09,16.4828
2022-04-10,16.4828
2022-04-11,16.4828
2022-04-12,16.4828
2022-04-13,16.4828
2022-04-14,16.4828
2022-04-15,16.4828
2022-04-16,16.4828
2022-04-17,16.4828
2022-04-18,16.4828
2022-04-19,16.4828
2022-04-20,16.4828
2022-04-21,16.4828
2022-04-22,16.4828
2022-04-23,16.4828
2022-04-24,16.4828
2022-04-25,16.4828
2022-04-26,16.4828
2022-04-27,16.4828
2022-04-28,16.4828
2022-04-29,16.4828
2022-04-30,16.4828
2022-05-01,16.4828
2022-05-02,16.4828
2022-05-03,16.4828
2022-05-04,16.4828
2022-05-05,16.4828
2022-05-06,16.4828
2022-05-07,16.4828
2022-05-08,16.4828
2022-05-09,16.4828
2022-05-10,16.4828
2022-05-11,16.4828
2022-05-12,16.4828
2022-05-13,16.4828
2022-05-14,16.4828
2022-05-15,16.4828
2022-05-16,16.4828
2022-05-17,16.4828
2022-05-18,16.4828
2022-05-19,16.4828
2022-05-20,16.4828
2022-05-21,16.4828
2022-05-22,16.4828
2022-05-23,16.4828
2022-05-24,16.4828
2022-05-25,16.4828
2022-05-26,16.4828
2022-05-27,16.4828
2022-05-28,16.4828
2022-05-29,16.4828
2022-05-30,16.4828
2022-05-31,16.4828
2022-06-01,16.4828
2022-06-02,16.4828
2022-06-03,16.4828
2022-06-04,16.4828
2022-06-05,16.4828
2022-06-06,16.4828
2022-06-07,16.4828
2022-06-08,16.4828
2022-06-09,16.4828
2022-06-10,16.4828
2022-06-11,16.4828
2022-06-12,16.4828
2022-06-13,16.4828
2022-06-14,16.4828
2022-06-15,16.4828
2022-06-16,16.4828
2022-06-17,16.4828
2022-06-18,16.4828
2022-06-19,16.4828
2022-06-20,16.4828
2022-06-21,16.4828
2022-06-22,16.4828
2022-06-23,16.4828
2022-06-24,16.4828
2022-06-25,16.4828
2022-06-26,16.4828
2022-06-27,16.4828
2022-06-28,16.4828
2022-06-29,16.4828
2022-06-30,15.15
2022-07-01,15.15
2022-07-02,15.15
2022-07-03,15.15
2022-07-04,15.15
2022-07-05,15.15
2022-07-06,15.15
2022-07-07,15.15
2022-07-08,15.15
2022-07-09,15.15
2022-07-10,15.15
2022-07-11,15.15
2022-07-12,15.15
2022-07-13,15.15
2022-07-14,15.15
2022-07-15,15.15
2022-07-16,15.15
2022-07-17,15.15
2022-07-18,15.15
2022-07-19,15.15
2022-07-20,15.15
2022-07-21,15.15
2022-07-22,15.15
2022-07-23,15.15
2022-07-24,15.15
2022-07-25,15.15
2022-07-26,15.15
2022-07-27,15.15
2022-07-28,15.15
2022-07-29,15.15
2022-07-30,15.15
2022-07-31,15.15
2022-08-01,15.15
2022-08-02,15.15
2022-08-03,15.15
2022-08-04,15.15
2022-08-05,15.15
2022-08-06,15.15
2022-08-07,15.15
2022-08-08,15.15
2022-08-09,15.15
2022-08-10,15.15
2022-08-11,15.15
2022-08-12,15.15
2022-08-13,15.15
2022-08-14,15.15
2022-08-15,15.15
2022-08-16,15.15
2022-08-17,15.15
2022-08-18,15.15
2022-08-19,15.15
2022-08-20,15.15
2022-08-21,15.15
2022-08-22,15.15
2022-08-23,15.15
2022-08-24,15.15
2022-08-25,15.15
2022-08-26,15.15
2022-08-27,15.15
2022-08-28,15.15
2022-08-29,15.15
2022-08-30,15.15
2022-08-31,15.15
2022-09-01,15.15
2022-09-02,15.15
2022-09-03,15.15
2022-09-04,15.15
2022-09-05,15.15
2022-09-06,15.15
2022-09-07,15.15
2022-09-08,15.15
2022-09-09,15.15
2022-09-10,15.15
2022-09-11,15.15
2022-09-12,15.15
2022-09-13,15.15
2022-09-14,15.15
2022-09-15,15.15
2022-09-16,15.15
2022-09-17,15.15
2022-09-18,15.15
2022-09-19,15.15
2022-09-20,15.15
2022-09-21,15.15
2022-09-22,15.15
2022-09-23,15.15
2022-09-24,15.15
2022-09-25,15.15
2022-09-26,15.15
2022-09-27,15.15
2022-09-28,15.15
2022-09-29,15.15
2022-09-30,14.2972
2022-10-01,14.2972
2022-10-02,14.2972
2022-10-03,14.2972
2022-10-04,14.2972
2022-10-05,14.2972
2022-10-06,14.2972
2022-10-07,14.2972
2022-10-08,14.2972
2022-10-09,14.2972
2022-10-10,14.2972
2022-10-11,14.2972
2022-10-12,14.2972
2022-10-13,14.2972
2022-10-14,14.2972
2022-10-15,14.2972
2022-10-16,14.2972
2022-10-17,14.2972
2022-10-18,14.2972
2022-10-19,14.2972
2022-10-20,14.2972
2022-10-21,14.2972
2022-10-22,14.2972
2022-10-23,14.2972
2022-10-24,14.2972
2022-10-25,14.2972
2022-10-26,14.2972
2022-10-27,14.2972
2022-10-28,14.2972
2022-10-29,14.2972
2022-10-30,14.2972
2022-10-31,14.2972
2022-11-01,14.2972
2022-11-02,14.2972
2022-11-03,14.2972
2022-11-04,14.2972
2022-11-05,14.2972
2022-11-06,14.2972
2022-11-07,14.2972
2022-11-08,14.2972
2022-11-09,14.2972
2022-11-10,14.2972
2022-11-11,14.2972
2022-11-12,14.2972
2022-11-13,14.2972
2022-11-14,14.2972
2022-11-15,14.2972
2022-11-16,14.2972
2022-11-17,14.2972
2022-11-18,14.2972
2022-11-19,14.2972
2022-11-20,14.2972
2022-11-21,14.2972
2022-11-22,14.2972
2022-11-23,14.2972
2022-11-24,14.2972
2022-11-25,14.2972
2022-11-26,14.2972
2022-11-27,14.2972
2022-11-28,14.2972
2022-11-29,14.2972
2022-11-30,14.2972
2022-12-01,14.2972
2022-12-02,14.2972
2022-12-03,14.2972
2022-12-04,14.2972
2022-12-05,14.2972
2022-12-06,14.2972
2022-12-07,14.2972
2022-12-08,14.2972
2022-12-09,14.2972
2022-12-10,14.2972
2022-12-11,14.2972
2022-12-12,14.2972
2022-12-13,14.2972
2022-12-14,14.2972
2022-12-15,14.2972
2022-12-16,14.2972
2022-12-17,14.2972
2022-12-18,14.2972
2022-12-19,14.2972
2022-12-20,14.2972
2022-12-21,14.2972
2022-12-22,14.2972
2022-12-23,14.2972
2022-12-24,14.2972
2022-12-25,14.2972
2022-12-26,14.2972
2022-12-27,14.2972
2022-12-28,14.2972
2022-12-29,14.2972
2022-12-30,14.2972
2022-12-31,15.5426
2023-01-01,15.5426
2023-01-02,15.5426
2023-01-03,15.5426
2023-01-04,15.5426
2023-01-05,15.5426
2023-01-06,15.5426
2023-01-07,15.5426
2023-01-08,15.5426
2023-01-09,15.5426
2023-01-10,15.5426
2023-01-11,15.5426
2023-01-12,15.5426
2023-01-13,15.5426
2023-01-14,15.5426
2023-01-15,15.5426
2023-01-16,15.5426
2023-01-17,15.5426
2023-01-18,15.5426
2023-01-19,15.5426
2023-01-20,15.5426
2023-01-21,15.5426
2023-01-22,15.5426
2023-01-23,15.5426
2023-01-24,15.5426
2023-01-25,15.5426
2023-01-26,15.5426
2023-01-27,15.5426
2023-01-28,15.5426
2023-01-29,15.5426
2023-01-30,15.5426
2023-01-31,15.5426
2023-02-01,15.5426
2023-02-02,15.5426
2023-02-03,15.5426
2023-02-04,15.5426
2023-02-05,15.5426
2023-02-06,15.5426
2023-02-07,15.5426
2023-02-08,15.5426
2023-02-09,15.5426
2023-02-10,15.5426
2023-02-11,15.5426
2023-02-12,15.5426
2023-02-13,15.5426
2023-02-14,15.5426
2023-02-15,15.5426
2023-02-16,15.5426
2023-02-17,15.5426
2023-02-18,15.5426
2023-02-19,15.5426
2023-02-20,15.5426
2023-02-21,15.5426
2023-02-22,15.5426
2023-02-23,15.5426
2023-02-24,15.5426
2023-02-25,15.5426
2023-02-26,15.5426
2023-02-27,15.5426
2023-02-28,15.5426
2023-03-01,15.5426
2023-03-02,15.5426
2023-03-03,15.5426
2023-03-04,15.5426
2023-03-05,15.5426
2023-03-06,15.5426
2023-03-07,15.5426
2023-03-08,15.5426
2023-03-09,15.5426
2023-03-10,15.5426
2023-03-11,15.5426
2023-03-12,15.5426
2023-03-13,15.5426
2023-03-14,15.5426
2023-03-15,15.5426
2023-03-16,15.5426
