,CPB US Equity
2020-11-12,88.3733
2020-11-13,88.3733
2020-11-14,88.3733
2020-11-15,88.3733
2020-11-16,88.3733
2020-11-17,88.3733
2020-11-18,88.3733
2020-11-19,88.3733
2020-11-20,88.3733
2020-11-21,88.3733
2020-11-22,88.3733
2020-11-23,88.3733
2020-11-24,88.3733
2020-11-25,88.3733
2020-11-26,88.3733
2020-11-27,88.3733
2020-11-28,88.3733
2020-11-29,88.3733
2020-11-30,88.3733
2020-12-01,88.3733
2020-12-02,88.3733
2020-12-03,88.3733
2020-12-04,88.3733
2020-12-05,88.3733
2020-12-06,88.3733
2020-12-07,88.3733
2020-12-08,88.3733
2020-12-09,88.3733
2020-12-10,88.3733
2020-12-11,88.3733
2020-12-12,88.3733
2020-12-13,88.3733
2020-12-14,88.3733
2020-12-15,88.3733
2020-12-16,88.3733
2020-12-17,88.3733
2020-12-18,88.3733
2020-12-19,88.3733
2020-12-20,88.3733
2020-12-21,88.3733
2020-12-22,88.3733
2020-12-23,88.3733
2020-12-24,88.3733
2020-12-25,88.3733
2020-12-26,88.3733
2020-12-27,88.3733
2020-12-28,88.3733
2020-12-29,88.3733
2020-12-30,88.3733
2020-12-31,88.3733
2021-01-01,88.3733
2021-01-02,88.3733
2021-01-03,88.3733
2021-01-04,88.3733
2021-01-05,88.3733
2021-01-06,88.3733
2021-01-07,88.3733
2021-01-08,88.3733
2021-01-09,88.3733
2021-01-10,88.3733
2021-01-11,88.3733
2021-01-12,88.3733
2021-01-13,88.3733
2021-01-14,88.3733
2021-01-15,88.3733
2021-01-16,88.3733
2021-01-17,88.3733
2021-01-18,88.3733
2021-01-19,88.3733
2021-01-20,88.3733
2021-01-21,88.3733
2021-01-22,88.3733
2021-01-23,88.3733
2021-01-24,88.3733
2021-01-25,88.3733
2021-01-26,88.3733
2021-01-27,88.3733
2021-01-28,88.3733
2021-01-29,88.3733
2021-01-30,88.3733
2021-01-31,29.8375
2021-02-01,29.8375
2021-02-02,29.8375
2021-02-03,29.8375
2021-02-04,29.8375
2021-02-05,29.8375
2021-02-06,29.8375
2021-02-07,29.8375
2021-02-08,29.8375
2021-02-09,29.8375
2021-02-10,29.8375
2021-02-11,29.8375
2021-02-12,29.8375
2021-02-13,29.8375
2021-02-14,29.8375
2021-02-15,29.8375
2021-02-16,29.8375
2021-02-17,29.8375
2021-02-18,29.8375
2021-02-19,29.8375
2021-02-20,29.8375
2021-02-21,29.8375
2021-02-22,29.8375
2021-02-23,29.8375
2021-02-24,29.8375
2021-02-25,29.8375
2021-02-26,29.8375
2021-02-27,29.8375
2021-02-28,29.8375
2021-03-01,29.8375
2021-03-02,29.8375
2021-03-03,29.8375
2021-03-04,29.8375
2021-03-05,29.8375
2021-03-06,29.8375
2021-03-07,29.8375
2021-03-08,29.8375
2021-03-09,29.8375
2021-03-10,29.8375
2021-03-11,29.8375
2021-03-12,29.8375
2021-03-13,29.8375
2021-03-14,29.8375
2021-03-15,29.8375
2021-03-16,29.8375
2021-03-17,29.8375
2021-03-18,29.8375
2021-03-19,29.8375
2021-03-20,29.8375
2021-03-21,29.8375
2021-03-22,29.8375
2021-03-23,29.8375
2021-03-24,29.8375
2021-03-25,29.8375
2021-03-26,29.8375
2021-03-27,29.8375
2021-03-28,29.8375
2021-03-29,29.8375
2021-03-30,29.8375
2021-03-31,29.8375
2021-04-01,29.8375
2021-04-02,29.8375
2021-04-03,29.8375
2021-04-04,29.8375
2021-04-05,29.8375
2021-04-06,29.8375
2021-04-07,29.8375
2021-04-08,29.8375
2021-04-09,29.8375
2021-04-10,29.8375
2021-04-11,29.8375
2021-04-12,29.8375
2021-04-13,29.8375
2021-04-14,29.8375
2021-04-15,29.8375
2021-04-16,29.8375
2021-04-17,29.8375
2021-04-18,29.8375
2021-04-19,29.8375
2021-04-20,29.8375
2021-04-21,29.8375
2021-04-22,29.8375
2021-04-23,29.8375
2021-04-24,29.8375
2021-04-25,29.8375
2021-04-26,29.8375
2021-04-27,29.8375
2021-04-28,29.8375
2021-04-29,29.8375
2021-04-30,29.8375
2021-05-01,29.8375
2021-05-02,28.7356
2021-05-03,28.7356
2021-05-04,28.7356
2021-05-05,28.7356
2021-05-06,28.7356
2021-05-07,28.7356
2021-05-08,28.7356
2021-05-09,28.7356
2021-05-10,28.7356
2021-05-11,28.7356
2021-05-12,28.7356
2021-05-13,28.7356
2021-05-14,28.7356
2021-05-15,28.7356
2021-05-16,28.7356
2021-05-17,28.7356
2021-05-18,28.7356
2021-05-19,28.7356
2021-05-20,28.7356
2021-05-21,28.7356
2021-05-22,28.7356
2021-05-23,28.7356
2021-05-24,28.7356
2021-05-25,28.7356
2021-05-26,28.7356
2021-05-27,28.7356
2021-05-28,28.7356
2021-05-29,28.7356
2021-05-30,28.7356
2021-05-31,28.7356
2021-06-01,28.7356
2021-06-02,28.7356
2021-06-03,28.7356
2021-06-04,28.7356
2021-06-05,28.7356
2021-06-06,28.7356
2021-06-07,28.7356
2021-06-08,28.7356
2021-06-09,28.7356
2021-06-10,28.7356
2021-06-11,28.7356
2021-06-12,28.7356
2021-06-13,28.7356
2021-06-14,28.7356
2021-06-15,28.7356
2021-06-16,28.7356
2021-06-17,28.7356
2021-06-18,28.7356
2021-06-19,28.7356
2021-06-20,28.7356
2021-06-21,28.7356
2021-06-22,28.7356
2021-06-23,28.7356
2021-06-24,28.7356
2021-06-25,28.7356
2021-06-26,28.7356
2021-06-27,28.7356
2021-06-28,28.7356
2021-06-29,28.7356
2021-06-30,28.7356
2021-07-01,28.7356
2021-07-02,28.7356
2021-07-03,28.7356
2021-07-04,28.7356
2021-07-05,28.7356
2021-07-06,28.7356
2021-07-07,28.7356
2021-07-08,28.7356
2021-07-09,28.7356
2021-07-10,28.7356
2021-07-11,28.7356
2021-07-12,28.7356
2021-07-13,28.7356
2021-07-14,28.7356
2021-07-15,28.7356
2021-07-16,28.7356
2021-07-17,28.7356
2021-07-18,28.7356
2021-07-19,28.7356
2021-07-20,28.7356
2021-07-21,28.7356
2021-07-22,28.7356
2021-07-23,28.7356
2021-07-24,28.7356
2021-07-25,28.7356
2021-07-26,28.7356
2021-07-27,28.7356
2021-07-28,28.7356
2021-07-29,28.7356
2021-07-30,28.7356
2021-07-31,28.7356
2021-08-01,35.0656
2021-08-02,35.0656
2021-08-03,35.0656
2021-08-04,35.0656
2021-08-05,35.0656
2021-08-06,35.0656
2021-08-07,35.0656
2021-08-08,35.0656
2021-08-09,35.0656
2021-08-10,35.0656
2021-08-11,35.0656
2021-08-12,35.0656
2021-08-13,35.0656
2021-08-14,35.0656
2021-08-15,35.0656
2021-08-16,35.0656
2021-08-17,35.0656
2021-08-18,35.0656
2021-08-19,35.0656
2021-08-20,35.0656
2021-08-21,35.0656
2021-08-22,35.0656
2021-08-23,35.0656
2021-08-24,35.0656
2021-08-25,35.0656
2021-08-26,35.0656
2021-08-27,35.0656
2021-08-28,35.0656
2021-08-29,35.0656
2021-08-30,35.0656
2021-08-31,35.0656
2021-09-01,35.0656
2021-09-02,35.0656
2021-09-03,35.0656
2021-09-04,35.0656
2021-09-05,35.0656
2021-09-06,35.0656
2021-09-07,35.0656
2021-09-08,35.0656
2021-09-09,35.0656
2021-09-10,35.0656
2021-09-11,35.0656
2021-09-12,35.0656
2021-09-13,35.0656
2021-09-14,35.0656
2021-09-15,35.0656
2021-09-16,35.0656
2021-09-17,35.0656
2021-09-18,35.0656
2021-09-19,35.0656
2021-09-20,35.0656
2021-09-21,35.0656
2021-09-22,35.0656
2021-09-23,35.0656
2021-09-24,35.0656
2021-09-25,35.0656
2021-09-26,35.0656
2021-09-27,35.0656
2021-09-28,35.0656
2021-09-29,35.0656
2021-09-30,35.0656
2021-10-01,35.0656
2021-10-02,35.0656
2021-10-03,35.0656
2021-10-04,35.0656
2021-10-05,35.0656
2021-10-06,35.0656
2021-10-07,35.0656
2021-10-08,35.0656
2021-10-09,35.0656
2021-10-10,35.0656
2021-10-11,35.0656
2021-10-12,35.0656
2021-10-13,35.0656
2021-10-14,35.0656
2021-10-15,35.0656
2021-10-16,35.0656
2021-10-17,35.0656
2021-10-18,35.0656
2021-10-19,35.0656
2021-10-20,35.0656
2021-10-21,35.0656
2021-10-22,35.0656
2021-10-23,35.0656
2021-10-24,35.0656
2021-10-25,35.0656
2021-10-26,35.0656
2021-10-27,35.0656
2021-10-28,35.0656
2021-10-29,35.0656
2021-10-30,35.0656
2021-10-31,31.7788
2021-11-01,31.7788
2021-11-02,31.7788
2021-11-03,31.7788
2021-11-04,31.7788
2021-11-05,31.7788
2021-11-06,31.7788
2021-11-07,31.7788
2021-11-08,31.7788
2021-11-09,31.7788
2021-11-10,31.7788
2021-11-11,31.7788
2021-11-12,31.7788
2021-11-13,31.7788
2021-11-14,31.7788
2021-11-15,31.7788
2021-11-16,31.7788
2021-11-17,31.7788
2021-11-18,31.7788
2021-11-19,31.7788
2021-11-20,31.7788
2021-11-21,31.7788
2021-11-22,31.7788
2021-11-23,31.7788
2021-11-24,31.7788
2021-11-25,31.7788
2021-11-26,31.7788
2021-11-27,31.7788
2021-11-28,31.7788
2021-11-29,31.7788
2021-11-30,31.7788
2021-12-01,31.7788
2021-12-02,31.7788
2021-12-03,31.7788
2021-12-04,31.7788
2021-12-05,31.7788
2021-12-06,31.7788
2021-12-07,31.7788
2021-12-08,31.7788
2021-12-09,31.7788
2021-12-10,31.7788
2021-12-11,31.7788
2021-12-12,31.7788
2021-12-13,31.7788
2021-12-14,31.7788
2021-12-15,31.7788
2021-12-16,31.7788
2021-12-17,31.7788
2021-12-18,31.7788
2021-12-19,31.7788
2021-12-20,31.7788
2021-12-21,31.7788
2021-12-22,31.7788
2021-12-23,31.7788
2021-12-24,31.7788
2021-12-25,31.7788
2021-12-26,31.7788
2021-12-27,31.7788
2021-12-28,31.7788
2021-12-29,31.7788
2021-12-30,31.7788
2021-12-31,31.7788
2022-01-01,31.7788
2022-01-02,31.7788
2022-01-03,31.7788
2022-01-04,31.7788
2022-01-05,31.7788
2022-01-06,31.7788
2022-01-07,31.7788
2022-01-08,31.7788
2022-01-09,31.7788
2022-01-10,31.7788
2022-01-11,31.7788
2022-01-12,31.7788
2022-01-13,31.7788
2022-01-14,31.7788
2022-01-15,31.7788
2022-01-16,31.7788
2022-01-17,31.7788
2022-01-18,31.7788
2022-01-19,31.7788
2022-01-20,31.7788
2022-01-21,31.7788
2022-01-22,31.7788
2022-01-23,31.7788
2022-01-24,31.7788
2022-01-25,31.7788
2022-01-26,31.7788
2022-01-27,31.7788
2022-01-28,31.7788
2022-01-29,31.7788
2022-01-30,29.3686
2022-01-31,29.3686
2022-02-01,29.3686
2022-02-02,29.3686
2022-02-03,29.3686
2022-02-04,29.3686
2022-02-05,29.3686
2022-02-06,29.3686
2022-02-07,29.3686
2022-02-08,29.3686
2022-02-09,29.3686
2022-02-10,29.3686
2022-02-11,29.3686
2022-02-12,29.3686
2022-02-13,29.3686
2022-02-14,29.3686
2022-02-15,29.3686
2022-02-16,29.3686
2022-02-17,29.3686
2022-02-18,29.3686
2022-02-19,29.3686
2022-02-20,29.3686
2022-02-21,29.3686
2022-02-22,29.3686
2022-02-23,29.3686
2022-02-24,29.3686
2022-02-25,29.3686
2022-02-26,29.3686
2022-02-27,29.3686
2022-02-28,29.3686
2022-03-01,29.3686
2022-03-02,29.3686
2022-03-03,29.3686
2022-03-04,29.3686
2022-03-05,29.3686
2022-03-06,29.3686
2022-03-07,29.3686
2022-03-08,29.3686
2022-03-09,29.3686
2022-03-10,29.3686
2022-03-11,29.3686
2022-03-12,29.3686
2022-03-13,29.3686
2022-03-14,29.3686
2022-03-15,29.3686
2022-03-16,29.3686
2022-03-17,29.3686
2022-03-18,29.3686
2022-03-19,29.3686
2022-03-20,29.3686
2022-03-21,29.3686
2022-03-22,29.3686
2022-03-23,29.3686
2022-03-24,29.3686
2022-03-25,29.3686
2022-03-26,29.3686
2022-03-27,29.3686
2022-03-28,29.3686
2022-03-29,29.3686
2022-03-30,29.3686
2022-03-31,29.3686
2022-04-01,29.3686
2022-04-02,29.3686
2022-04-03,29.3686
2022-04-04,29.3686
2022-04-05,29.3686
2022-04-06,29.3686
2022-04-07,29.3686
2022-04-08,29.3686
2022-04-09,29.3686
2022-04-10,29.3686
2022-04-11,29.3686
2022-04-12,29.3686
2022-04-13,29.3686
2022-04-14,29.3686
2022-04-15,29.3686
2022-04-16,29.3686
2022-04-17,29.3686
2022-04-18,29.3686
2022-04-19,29.3686
2022-04-20,29.3686
2022-04-21,29.3686
2022-04-22,29.3686
2022-04-23,29.3686
2022-04-24,29.3686
2022-04-25,29.3686
2022-04-26,29.3686
2022-04-27,29.3686
2022-04-28,29.3686
2022-04-29,29.3686
2022-04-30,29.3686
2022-05-01,29.7213
2022-05-02,29.7213
2022-05-03,29.7213
2022-05-04,29.7213
2022-05-05,29.7213
2022-05-06,29.7213
2022-05-07,29.7213
2022-05-08,29.7213
2022-05-09,29.7213
2022-05-10,29.7213
2022-05-11,29.7213
2022-05-12,29.7213
2022-05-13,29.7213
2022-05-14,29.7213
2022-05-15,29.7213
2022-05-16,29.7213
2022-05-17,29.7213
2022-05-18,29.7213
2022-05-19,29.7213
2022-05-20,29.7213
2022-05-21,29.7213
2022-05-22,29.7213
2022-05-23,29.7213
2022-05-24,29.7213
2022-05-25,29.7213
2022-05-26,29.7213
2022-05-27,29.7213
2022-05-28,29.7213
2022-05-29,29.7213
2022-05-30,29.7213
2022-05-31,29.7213
2022-06-01,29.7213
2022-06-02,29.7213
2022-06-03,29.7213
2022-06-04,29.7213
2022-06-05,29.7213
2022-06-06,29.7213
2022-06-07,29.7213
2022-06-08,29.7213
2022-06-09,29.7213
2022-06-10,29.7213
2022-06-11,29.7213
2022-06-12,29.7213
2022-06-13,29.7213
2022-06-14,29.7213
2022-06-15,29.7213
2022-06-16,29.7213
2022-06-17,29.7213
2022-06-18,29.7213
2022-06-19,29.7213
2022-06-20,29.7213
2022-06-21,29.7213
2022-06-22,29.7213
2022-06-23,29.7213
2022-06-24,29.7213
2022-06-25,29.7213
2022-06-26,29.7213
2022-06-27,29.7213
2022-06-28,29.7213
2022-06-29,29.7213
2022-06-30,29.7213
2022-07-01,29.7213
2022-07-02,29.7213
2022-07-03,29.7213
2022-07-04,29.7213
2022-07-05,29.7213
2022-07-06,29.7213
2022-07-07,29.7213
2022-07-08,29.7213
2022-07-09,29.7213
2022-07-10,29.7213
2022-07-11,29.7213
2022-07-12,29.7213
2022-07-13,29.7213
2022-07-14,29.7213
2022-07-15,29.7213
2022-07-16,29.7213
2022-07-17,29.7213
2022-07-18,29.7213
2022-07-19,29.7213
2022-07-20,29.7213
2022-07-21,29.7213
2022-07-22,29.7213
2022-07-23,29.7213
2022-07-24,29.7213
2022-07-25,29.7213
2022-07-26,29.7213
2022-07-27,29.7213
2022-07-28,29.7213
2022-07-29,29.7213
2022-07-30,29.7213
2022-07-31,23.3534
2022-08-01,23.3534
2022-08-02,23.3534
2022-08-03,23.3534
2022-08-04,23.3534
2022-08-05,23.3534
2022-08-06,23.3534
2022-08-07,23.3534
2022-08-08,23.3534
2022-08-09,23.3534
2022-08-10,23.3534
2022-08-11,23.3534
2022-08-12,23.3534
2022-08-13,23.3534
2022-08-14,23.3534
2022-08-15,23.3534
2022-08-16,23.3534
2022-08-17,23.3534
2022-08-18,23.3534
2022-08-19,23.3534
2022-08-20,23.3534
2022-08-21,23.3534
2022-08-22,23.3534
2022-08-23,23.3534
2022-08-24,23.3534
2022-08-25,23.3534
2022-08-26,23.3534
2022-08-27,23.3534
2022-08-28,23.3534
2022-08-29,23.3534
2022-08-30,23.3534
2022-08-31,23.3534
2022-09-01,23.3534
2022-09-02,23.3534
2022-09-03,23.3534
2022-09-04,23.3534
2022-09-05,23.3534
2022-09-06,23.3534
2022-09-07,23.3534
2022-09-08,23.3534
2022-09-09,23.3534
2022-09-10,23.3534
2022-09-11,23.3534
2022-09-12,23.3534
2022-09-13,23.3534
2022-09-14,23.3534
2022-09-15,23.3534
2022-09-16,23.3534
2022-09-17,23.3534
2022-09-18,23.3534
2022-09-19,23.3534
2022-09-20,23.3534
2022-09-21,23.3534
2022-09-22,23.3534
2022-09-23,23.3534
2022-09-24,23.3534
2022-09-25,23.3534
2022-09-26,23.3534
2022-09-27,23.3534
2022-09-28,23.3534
2022-09-29,23.3534
2022-09-30,23.3534
2022-10-01,23.3534
2022-10-02,23.3534
2022-10-03,23.3534
2022-10-04,23.3534
2022-10-05,23.3534
2022-10-06,23.3534
2022-10-07,23.3534
2022-10-08,23.3534
2022-10-09,23.3534
2022-10-10,23.3534
2022-10-11,23.3534
2022-10-12,23.3534
2022-10-13,23.3534
2022-10-14,23.3534
2022-10-15,23.3534
2022-10-16,23.3534
2022-10-17,23.3534
2022-10-18,23.3534
2022-10-19,23.3534
2022-10-20,23.3534
2022-10-21,23.3534
2022-10-22,23.3534
2022-10-23,23.3534
2022-10-24,23.3534
2022-10-25,23.3534
2022-10-26,23.3534
2022-10-27,23.3534
2022-10-28,23.3534
2022-10-29,23.3534
2022-10-30,23.6646
2022-10-31,23.6646
2022-11-01,23.6646
2022-11-02,23.6646
2022-11-03,23.6646
2022-11-04,23.6646
2022-11-05,23.6646
2022-11-06,23.6646
2022-11-07,23.6646
2022-11-08,23.6646
2022-11-09,23.6646
2022-11-10,23.6646
2022-11-11,23.6646
2022-11-12,23.6646
2022-11-13,23.6646
2022-11-14,23.6646
2022-11-15,23.6646
2022-11-16,23.6646
2022-11-17,23.6646
2022-11-18,23.6646
2022-11-19,23.6646
2022-11-20,23.6646
2022-11-21,23.6646
2022-11-22,23.6646
2022-11-23,23.6646
2022-11-24,23.6646
2022-11-25,23.6646
2022-11-26,23.6646
2022-11-27,23.6646
2022-11-28,23.6646
2022-11-29,23.6646
2022-11-30,23.6646
2022-12-01,23.6646
2022-12-02,23.6646
2022-12-03,23.6646
2022-12-04,23.6646
2022-12-05,23.6646
2022-12-06,23.6646
2022-12-07,23.6646
2022-12-08,23.6646
2022-12-09,23.6646
2022-12-10,23.6646
2022-12-11,23.6646
2022-12-12,23.6646
2022-12-13,23.6646
2022-12-14,23.6646
2022-12-15,23.6646
2022-12-16,23.6646
2022-12-17,23.6646
2022-12-18,23.6646
2022-12-19,23.6646
2022-12-20,23.6646
2022-12-21,23.6646
2022-12-22,23.6646
2022-12-23,23.6646
2022-12-24,23.6646
2022-12-25,23.6646
2022-12-26,23.6646
2022-12-27,23.6646
2022-12-28,23.6646
2022-12-29,23.6646
2022-12-30,23.6646
2022-12-31,23.6646
2023-01-01,23.6646
2023-01-02,23.6646
2023-01-03,23.6646
2023-01-04,23.6646
2023-01-05,23.6646
2023-01-06,23.6646
2023-01-07,23.6646
2023-01-08,23.6646
2023-01-09,23.6646
2023-01-10,23.6646
2023-01-11,23.6646
2023-01-12,23.6646
2023-01-13,23.6646
2023-01-14,23.6646
2023-01-15,23.6646
2023-01-16,23.6646
2023-01-17,23.6646
2023-01-18,23.6646
2023-01-19,23.6646
2023-01-20,23.6646
2023-01-21,23.6646
2023-01-22,23.6646
2023-01-23,23.6646
2023-01-24,23.6646
2023-01-25,23.6646
2023-01-26,23.6646
2023-01-27,23.6646
2023-01-28,23.6646
2023-01-29,23.3991
2023-01-30,23.3991
2023-01-31,23.3991
2023-02-01,23.3991
2023-02-02,23.3991
2023-02-03,23.3991
2023-02-04,23.3991
2023-02-05,23.3991
2023-02-06,23.3991
2023-02-07,23.3991
2023-02-08,23.3991
2023-02-09,23.3991
2023-02-10,23.3991
2023-02-11,23.3991
2023-02-12,23.3991
2023-02-13,23.3991
2023-02-14,23.3991
2023-02-15,23.3991
2023-02-16,23.3991
2023-02-17,23.3991
2023-02-18,23.3991
2023-02-19,23.3991
2023-02-20,23.3991
2023-02-21,23.3991
2023-02-22,23.3991
2023-02-23,23.3991
2023-02-24,23.3991
2023-02-25,23.3991
2023-02-26,23.3991
2023-02-27,23.3991
2023-02-28,23.3991
2023-03-01,23.3991
2023-03-02,23.3991
2023-03-03,23.3991
2023-03-04,23.3991
2023-03-05,23.3991
2023-03-06,23.3991
2023-03-07,23.3991
2023-03-08,23.3991
2023-03-09,23.3991
