,VRTX US Equity
,RETURN_COM_EQY
2020-01-01,22.3719
2020-01-02,22.3719
2020-01-03,22.3719
2020-01-04,22.3719
2020-01-05,22.3719
2020-01-06,22.3719
2020-01-07,22.3719
2020-01-08,22.3719
2020-01-09,22.3719
2020-01-10,22.3719
2020-01-11,22.3719
2020-01-12,22.3719
2020-01-13,22.3719
2020-01-14,22.3719
2020-01-15,22.3719
2020-01-16,22.3719
2020-01-17,22.3719
2020-01-18,22.3719
2020-01-19,22.3719
2020-01-20,22.3719
2020-01-21,22.3719
2020-01-22,22.3719
2020-01-23,22.3719
2020-01-24,22.3719
2020-01-25,22.3719
2020-01-26,22.3719
2020-01-27,22.3719
2020-01-28,22.3719
2020-01-29,22.3719
2020-01-30,22.3719
2020-01-31,22.3719
2020-02-01,22.3719
2020-02-02,22.3719
2020-02-03,22.3719
2020-02-04,22.3719
2020-02-05,22.3719
2020-02-06,22.3719
2020-02-07,22.3719
2020-02-08,22.3719
2020-02-09,22.3719
2020-02-10,22.3719
2020-02-11,22.3719
2020-02-12,22.3719
2020-02-13,22.3719
2020-02-14,22.3719
2020-02-15,22.3719
2020-02-16,22.3719
2020-02-17,22.3719
2020-02-18,22.3719
2020-02-19,22.3719
2020-02-20,22.3719
2020-02-21,22.3719
2020-02-22,22.3719
2020-02-23,22.3719
2020-02-24,22.3719
2020-02-25,22.3719
2020-02-26,22.3719
2020-02-27,22.3719
2020-02-28,22.3719
2020-02-29,22.3719
2020-03-01,22.3719
2020-03-02,22.3719
2020-03-03,22.3719
2020-03-04,22.3719
2020-03-05,22.3719
2020-03-06,22.3719
2020-03-07,22.3719
2020-03-08,22.3719
2020-03-09,22.3719
2020-03-10,22.3719
2020-03-11,22.3719
2020-03-12,22.3719
2020-03-13,22.3719
2020-03-14,22.3719
2020-03-15,22.3719
2020-03-16,22.3719
2020-03-17,22.3719
2020-03-18,22.3719
2020-03-19,22.3719
2020-03-20,22.3719
2020-03-21,22.3719
2020-03-22,22.3719
2020-03-23,22.3719
2020-03-24,22.3719
2020-03-25,22.3719
2020-03-26,22.3719
2020-03-27,22.3719
2020-03-28,22.3719
2020-03-29,22.3719
2020-03-30,22.3719
2020-03-31,27.0172
2020-04-01,27.0172
2020-04-02,27.0172
2020-04-03,27.0172
2020-04-04,27.0172
2020-04-05,27.0172
2020-04-06,27.0172
2020-04-07,27.0172
2020-04-08,27.0172
2020-04-09,27.0172
2020-04-10,27.0172
2020-04-11,27.0172
2020-04-12,27.0172
2020-04-13,27.0172
2020-04-14,27.0172
2020-04-15,27.0172
2020-04-16,27.0172
2020-04-17,27.0172
2020-04-18,27.0172
2020-04-19,27.0172
2020-04-20,27.0172
2020-04-21,27.0172
2020-04-22,27.0172
2020-04-23,27.0172
2020-04-24,27.0172
2020-04-25,27.0172
2020-04-26,27.0172
2020-04-27,27.0172
2020-04-28,27.0172
2020-04-29,27.0172
2020-04-30,27.0172
2020-05-01,27.0172
2020-05-02,27.0172
2020-05-03,27.0172
2020-05-04,27.0172
2020-05-05,27.0172
2020-05-06,27.0172
2020-05-07,27.0172
2020-05-08,27.0172
2020-05-09,27.0172
2020-05-10,27.0172
2020-05-11,27.0172
2020-05-12,27.0172
2020-05-13,27.0172
2020-05-14,27.0172
2020-05-15,27.0172
2020-05-16,27.0172
2020-05-17,27.0172
2020-05-18,27.0172
2020-05-19,27.0172
2020-05-20,27.0172
2020-05-21,27.0172
2020-05-22,27.0172
2020-05-23,27.0172
2020-05-24,27.0172
2020-05-25,27.0172
2020-05-26,27.0172
2020-05-27,27.0172
2020-05-28,27.0172
2020-05-29,27.0172
2020-05-30,27.0172
2020-05-31,27.0172
2020-06-01,27.0172
2020-06-02,27.0172
2020-06-03,27.0172
2020-06-04,27.0172
2020-06-05,27.0172
2020-06-06,27.0172
2020-06-07,27.0172
2020-06-08,27.0172
2020-06-09,27.0172
2020-06-10,27.0172
2020-06-11,27.0172
2020-06-12,27.0172
2020-06-13,27.0172
2020-06-14,27.0172
2020-06-15,27.0172
2020-06-16,27.0172
2020-06-17,27.0172
2020-06-18,27.0172
2020-06-19,27.0172
2020-06-20,27.0172
2020-06-21,27.0172
2020-06-22,27.0172
2020-06-23,27.0172
2020-06-24,27.0172
2020-06-25,27.0172
2020-06-26,27.0172
2020-06-27,27.0172
2020-06-28,27.0172
2020-06-29,27.0172
2020-06-30,33.0565
2020-07-01,33.0565
2020-07-02,33.0565
2020-07-03,33.0565
2020-07-04,33.0565
2020-07-05,33.0565
2020-07-06,33.0565
2020-07-07,33.0565
2020-07-08,33.0565
2020-07-09,33.0565
2020-07-10,33.0565
2020-07-11,33.0565
2020-07-12,33.0565
2020-07-13,33.0565
2020-07-14,33.0565
2020-07-15,33.0565
2020-07-16,33.0565
2020-07-17,33.0565
2020-07-18,33.0565
2020-07-19,33.0565
2020-07-20,33.0565
2020-07-21,33.0565
2020-07-22,33.0565
2020-07-23,33.0565
2020-07-24,33.0565
2020-07-25,33.0565
2020-07-26,33.0565
2020-07-27,33.0565
2020-07-28,33.0565
2020-07-29,33.0565
2020-07-30,33.0565
2020-07-31,33.0565
2020-08-01,33.0565
2020-08-02,33.0565
2020-08-03,33.0565
2020-08-04,33.0565
2020-08-05,33.0565
2020-08-06,33.0565
2020-08-07,33.0565
2020-08-08,33.0565
2020-08-09,33.0565
2020-08-10,33.0565
2020-08-11,33.0565
