,ROST US Equity
,RETURN_COM_EQY
2020-01-01,50.9438
2020-01-02,50.9438
2020-01-03,50.9438
2020-01-04,50.9438
2020-01-05,50.9438
2020-01-06,50.9438
2020-01-07,50.9438
2020-01-08,50.9438
2020-01-09,50.9438
2020-01-10,50.9438
2020-01-11,50.9438
2020-01-12,50.9438
2020-01-13,50.9438
2020-01-14,50.9438
2020-01-15,50.9438
2020-01-16,50.9438
2020-01-17,50.9438
2020-01-18,50.9438
2020-01-19,50.9438
2020-01-20,50.9438
2020-01-21,50.9438
2020-01-22,50.9438
2020-01-23,50.9438
2020-01-24,50.9438
2020-01-25,50.9438
2020-01-26,50.9438
2020-01-27,50.9438
2020-01-28,50.9438
2020-01-29,50.9438
2020-01-30,50.9438
2020-01-31,50.9438
2020-02-01,49.8403
2020-02-02,49.8403
2020-02-03,49.8403
2020-02-04,49.8403
2020-02-05,49.8403
2020-02-06,49.8403
2020-02-07,49.8403
2020-02-08,49.8403
2020-02-09,49.8403
2020-02-10,49.8403
2020-02-11,49.8403
2020-02-12,49.8403
2020-02-13,49.8403
2020-02-14,49.8403
2020-02-15,49.8403
2020-02-16,49.8403
2020-02-17,49.8403
2020-02-18,49.8403
2020-02-19,49.8403
2020-02-20,49.8403
2020-02-21,49.8403
2020-02-22,49.8403
2020-02-23,49.8403
2020-02-24,49.8403
2020-02-25,49.8403
2020-02-26,49.8403
2020-02-27,49.8403
2020-02-28,49.8403
2020-02-29,49.8403
2020-03-01,49.8403
2020-03-02,49.8403
2020-03-03,49.8403
2020-03-04,49.8403
2020-03-05,49.8403
2020-03-06,49.8403
2020-03-07,49.8403
2020-03-08,49.8403
2020-03-09,49.8403
2020-03-10,49.8403
2020-03-11,49.8403
2020-03-12,49.8403
2020-03-13,49.8403
2020-03-14,49.8403
2020-03-15,49.8403
2020-03-16,49.8403
2020-03-17,49.8403
2020-03-18,49.8403
2020-03-19,49.8403
2020-03-20,49.8403
2020-03-21,49.8403
2020-03-22,49.8403
2020-03-23,49.8403
2020-03-24,49.8403
2020-03-25,49.8403
2020-03-26,49.8403
2020-03-27,49.8403
2020-03-28,49.8403
2020-03-29,49.8403
2020-03-30,49.8403
2020-03-31,49.8403
2020-04-01,49.8403
2020-04-02,49.8403
2020-04-03,49.8403
2020-04-04,49.8403
2020-04-05,49.8403
2020-04-06,49.8403
2020-04-07,49.8403
2020-04-08,49.8403
2020-04-09,49.8403
2020-04-10,49.8403
2020-04-11,49.8403
2020-04-12,49.8403
2020-04-13,49.8403
2020-04-14,49.8403
2020-04-15,49.8403
2020-04-16,49.8403
2020-04-17,49.8403
2020-04-18,49.8403
2020-04-19,49.8403
2020-04-20,49.8403
2020-04-21,49.8403
2020-04-22,49.8403
2020-04-23,49.8403
2020-04-24,49.8403
2020-04-25,49.8403
2020-04-26,49.8403
2020-04-27,49.8403
2020-04-28,49.8403
2020-04-29,49.8403
2020-04-30,49.8403
2020-05-01,49.8403
2020-05-02,30.697
2020-05-03,30.697
2020-05-04,30.697
2020-05-05,30.697
2020-05-06,30.697
2020-05-07,30.697
2020-05-08,30.697
2020-05-09,30.697
2020-05-10,30.697
2020-05-11,30.697
2020-05-12,30.697
2020-05-13,30.697
2020-05-14,30.697
2020-05-15,30.697
2020-05-16,30.697
2020-05-17,30.697
2020-05-18,30.697
2020-05-19,30.697
2020-05-20,30.697
2020-05-21,30.697
2020-05-22,30.697
2020-05-23,30.697
2020-05-24,30.697
2020-05-25,30.697
2020-05-26,30.697
2020-05-27,30.697
2020-05-28,30.697
2020-05-29,30.697
2020-05-30,30.697
2020-05-31,30.697
2020-06-01,30.697
2020-06-02,30.697
2020-06-03,30.697
2020-06-04,30.697
2020-06-05,30.697
2020-06-06,30.697
2020-06-07,30.697
2020-06-08,30.697
2020-06-09,30.697
2020-06-10,30.697
2020-06-11,30.697
2020-06-12,30.697
2020-06-13,30.697
2020-06-14,30.697
2020-06-15,30.697
2020-06-16,30.697
2020-06-17,30.697
2020-06-18,30.697
2020-06-19,30.697
2020-06-20,30.697
2020-06-21,30.697
2020-06-22,30.697
2020-06-23,30.697
2020-06-24,30.697
2020-06-25,30.697
2020-06-26,30.697
2020-06-27,30.697
2020-06-28,30.697
2020-06-29,30.697
2020-06-30,30.697
2020-07-01,30.697
2020-07-02,30.697
2020-07-03,30.697
2020-07-04,30.697
2020-07-05,30.697
2020-07-06,30.697
2020-07-07,30.697
2020-07-08,30.697
2020-07-09,30.697
2020-07-10,30.697
2020-07-11,30.697
2020-07-12,30.697
2020-07-13,30.697
2020-07-14,30.697
2020-07-15,30.697
2020-07-16,30.697
2020-07-17,30.697
2020-07-18,30.697
2020-07-19,30.697
2020-07-20,30.697
2020-07-21,30.697
2020-07-22,30.697
2020-07-23,30.697
2020-07-24,30.697
2020-07-25,30.697
2020-07-26,30.697
2020-07-27,30.697
2020-07-28,30.697
2020-07-29,30.697
2020-07-30,30.697
2020-07-31,30.697
2020-08-01,17.6287
2020-08-02,17.6287
2020-08-03,17.6287
2020-08-04,17.6287
2020-08-05,17.6287
2020-08-06,17.6287
2020-08-07,17.6287
2020-08-08,17.6287
2020-08-09,17.6287
2020-08-10,17.6287
2020-08-11,17.6287
2020-08-12,17.6287
2020-08-13,17.6287
2020-08-14,17.6287
2020-08-15,17.6287
2020-08-16,17.6287
2020-08-17,17.6287
2020-08-18,17.6287
2020-08-19,17.6287
2020-08-20,17.6287
2020-08-21,17.6287
2020-08-22,17.6287
2020-08-23,17.6287
2020-08-24,17.6287
2020-08-25,17.6287
2020-08-26,17.6287
2020-08-27,17.6287
2020-08-28,17.6287
2020-08-29,17.6287
2020-08-30,17.6287
2020-08-31,17.6287
2020-09-01,17.6287
2020-09-02,17.6287
2020-09-03,17.6287
2020-09-04,17.6287
2020-09-05,17.6287
2020-09-06,17.6287
2020-09-07,17.6287
2020-09-08,17.6287
2020-09-09,17.6287
2020-09-10,17.6287
2020-09-11,17.6287
2020-09-12,17.6287
2020-09-13,17.6287
2020-09-14,17.6287
2020-09-15,17.6287
2020-09-16,17.6287
2020-09-17,17.6287
2020-09-18,17.6287
2020-09-19,17.6287
2020-09-20,17.6287
2020-09-21,17.6287
2020-09-22,17.6287
